,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5,d_l_f_6,d_l_f_7,d_l_f_8,d_l_f_9,d_l_f_10
1489,B,False,187.75,189.19,189.66,189.5,190.06,190.28,189.21,189.21,187.21,187.69
1490,B,False,0.0,0.0,0.0,0.0,0.0,0.0,12.166,0.0,0.0,0.0
1491,B,False,512.65,509.55,513.99,539.53,546.59,544.42,139.72,95.862,139.19,138.84
1492,B,False,459.04,458.51,457.34,456.85,458.19,459.17,458.27,459.24,459.16,458.38
1493,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.866,14.422,14.422
1494,B,False,156.47,139.8,159.62,159.18,160.59,160.59,162.78,162.52,164.01,163.75
1495,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1496,B,False,312.61,307.25,311.12,318.44,315.04,316.54,316.01,338.34,329.89,325.35
1497,B,False,233.51,239.91,239.66,239.96,240.78,240.7,239.78,240.1,239.08,240.36
1498,B,False,85.198,85.207,83.596,83.298,78.979,79.91,76.988,79.964,82.944,82.258
1499,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,B,False,167.3,168.25,167.61,167.98,168.08,167.94,167.41,167.41,168.22,168.64
1501,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1502,B,False,298.72,295.5,297.27,295.47,294.37,296.26,298.82,298.97,295.86,296.04
1503,B,False,806.18,0.0,816.24,839.32,820.59,827.59,836.5,827.43,832.67,834.62
1504,B,False,247.74,244.47,248.51,249.83,252.08,256.59,260.08,263.28,264.96,267.83
1505,B,False,636.5,648.43,639.12,620.48,623.37,627.31,637.66,656.68,660.13,651.79
1506,B,False,156.45,154.22,154.06,156.25,157.36,159.84,161.2,160.39,160.01,161.61
1507,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1508,B,False,114.72,114.49,116.31,115.64,120.85,119.23,114.88,114.4,114.6,115.12
1509,B,False,202.34,202.39,202.24,200.81,202.31,202.87,204.21,205.78,202.71,204.73
1510,B,False,211.7,211.5,209.04,211.87,212.08,206.14,209.38,212.72,211.42,217.84
1511,B,False,10.296,0.0,11.18,10.296,10.296,10.296,10.254,8.9443,0.0,0.0
1512,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,B,False,0.0,0.0,8.9443,8.6023,8.6023,8.4853,7.8102,7.0711,0.0,0.0
1514,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1515,B,False,9.2195,8.0623,7.0711,8.2462,8.0623,8.0623,7.8751,8.7462,7.9226,10.198
1516,B,False,0.0,0.0,0.0,0.0,42.19,42.107,0.0,0.0,41.049,42.048
1517,B,False,0.0,0.0,0.0,0.0,22.561,21.84,0.0,21.587,21.587,0.0
1518,B,False,246.86,243.11,251.2,249.97,252.53,249.6,250.47,249.24,247.45,244.6
1519,B,False,99.002,95.444,95.58,96.032,92.927,81.654,89.728,92.186,86.981,87.169
1520,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.795
1521,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1522,B,False,191.37,191.17,192.12,192.32,192.3,202.44,193.86,194.24,196.0,195.41
1523,B,False,121.68,122.62,117.93,116.72,116.09,123.59,117.89,123.59,119.52,116.43
1524,B,False,19.162,24.61,18.746,15.791,10.871,11.883,14.142,14.142,14.213,13.454
1525,B,False,152.1,152.35,150.68,150.31,148.46,148.68,147.61,150.9,150.75,149.28
1526,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.017,0.0,0.0
1527,B,False,175.82,174.66,0.0,7.0711,0.0,0.0,0.0,6.0828,6.0,178.77
1528,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,B,False,82.955,88.433,81.701,76.463,63.128,75.099,85.344,85.36,85.495,87.211
1530,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1532,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.042,15.297,16.279
1533,B,False,74.602,75.969,77.029,75.658,78.647,77.938,79.128,78.751,78.722,79.859
1534,B,False,91.548,90.907,90.785,0.0,92.315,93.723,89.657,89.947,87.54,89.502
1535,B,False,26.0,26.0,40.395,27.019,55.036,55.036,55.036,27.0,27.0,55.036
1536,B,False,350.84,354.26,356.07,363.44,367.47,369.55,376.15,379.73,385.36,388.73
1537,B,False,64.91,71.465,75.948,24.996,61.437,80.703,90.26,49.809,81.517,61.34
1538,B,False,75.06,75.107,75.107,76.105,76.026,76.059,78.058,79.057,79.057,80.056
1539,B,False,93.144,93.477,91.71,88.665,89.867,90.909,92.575,89.803,95.041,88.843
1540,B,False,11.18,10.198,11.18,11.18,11.18,11.045,0.0,11.045,0.0,12.166
1541,B,False,271.55,270.61,274.86,276.13,260.53,265.78,270.08,265.76,265.76,263.04
1542,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,B,False,0.0,0.0,0.0,0.0,0.0,0.0,14.866,0.0,0.0,0.0
1544,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1545,B,False,87.458,65.158,85.329,86.313,87.298,88.284,88.284,90.255,0.0,0.0
1546,B,True,93.145,93.862,93.862,92.892,92.892,84.133,79.405,84.945,66.121,66.121
1547,B,False,108.72,109.25,106.58,105.35,102.66,106.15,107.55,105.0,104.02,105.1
1548,B,False,36.069,36.069,36.069,35.307,35.52,35.422,34.86,34.443,34.234,34.365
1549,B,False,195.18,193.69,193.42,194.99,197.57,194.41,192.85,196.28,195.42,194.93
1550,B,False,391.04,392.49,385.54,384.76,388.66,388.73,390.05,393.58,392.81,392.5
1551,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1552,B,False,474.96,484.21,476.74,481.61,482.72,494.59,485.39,494.92,496.83,501.54
1553,B,False,20.809,0.0,20.809,20.809,0.0,0.0,22.204,0.0,0.0,0.0
1554,B,False,0.0,0.0,0.0,0.0,69.08,69.462,70.774,71.694,71.694,71.694
1555,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1556,B,True,162.23,162.22,162.69,163.27,163.27,163.27,162.92,163.27,162.58,161.57
1557,B,False,111.0,111.0,111.2,110.22,87.793,82.65,64.678,67.715,67.842,72.555
1558,B,False,159.18,160.59,160.59,162.78,162.52,164.01,163.75,164.71,165.68,166.64
1559,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1561,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1562,B,False,171.4,171.4,172.2,172.2,172.8,172.8,172.8,172.8,172.8,172.8
1563,B,False,6.7082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1564,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1565,B,False,187.6,192.31,187.46,189.88,191.18,193.5,195.84,195.18,194.82,194.34
1566,B,False,128.08,129.73,128.61,126.21,125.97,131.42,113.48,107.42,117.34,135.46
1567,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1568,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1569,B,False,75.983,76.961,75.436,70.68,75.594,79.751,79.723,79.692,80.054,79.754
1570,B,False,107.31,107.65,108.21,110.41,110.49,111.36,111.5,112.37,113.26,114.1
1571,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1572,B,False,235.55,237.29,208.35,209.48,214.73,214.06,216.85,221.16,223.04,258.31
1573,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1575,B,False,50.636,50.636,50.636,51.624,51.624,50.636,50.636,50.636,50.636,50.636
1576,B,False,7.3588,8.2788,9.434,13.928,15.232,14.318,14.318,14.765,14.422,13.601
1577,B,False,0.0,0.0,80.883,81.394,81.394,82.765,83.744,84.528,85.703,86.885
1578,B,False,431.0,430.58,431.33,431.23,430.78,430.98,431.57,431.92,431.35,430.87
1579,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580,B,False,32.985,32.034,32.016,32.016,32.757,32.757,31.048,31.048,32.016,31.048
1581,B,False,99.365,99.028,98.94,98.215,97.927,97.205,97.881,96.449,98.604,98.634
1582,B,False,466.6,23.324,23.324,24.187,24.187,0.0,476.66,478.71,430.27,478.65
1583,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1584,B,False,78.6,78.6,78.6,77.801,78.6,78.6,78.6,0.0,0.0,0.0
1585,B,False,84.435,80.795,75.64,75.13,72.649,79.481,77.184,75.894,76.345,76.241
1586,B,False,81.32,81.32,81.32,80.61,82.024,82.024,82.024,82.024,82.024,0.0
1587,B,False,262.67,262.57,263.19,262.36,262.97,260.75,260.03,259.5,258.03,258.98
1588,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1589,B,False,244.28,245.26,245.83,246.35,246.86,247.78,247.53,248.19,249.44,250.27
1590,B,False,107.63,108.9,107.2,106.99,107.49,107.02,108.5,106.41,108.06,108.3
1591,B,False,138.69,138.82,139.54,136.73,134.81,134.08,131.21,132.38,132.76,130.65
1592,B,False,208.03,206.27,202.4,202.39,204.75,204.12,205.54,207.24,208.69,212.29
1593,B,True,47.096,47.17,47.17,48.166,48.166,48.166,50.95,50.645,43.098,41.631
1594,B,False,143.75,146.05,147.8,147.28,139.73,137.28,160.63,161.4,160.25,160.76
1595,B,False,0.0,0.0,48.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1597,B,False,354.26,356.07,363.44,367.47,369.55,376.15,379.73,385.36,388.73,387.91
1598,B,False,44.011,43.046,44.045,46.043,46.043,46.043,46.043,46.043,47.096,47.17
1599,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.928
1600,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,B,False,462.73,464.13,463.37,463.57,463.28,464.31,463.68,463.56,464.07,465.58
1603,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1604,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1605,B,False,135.67,135.76,136.53,136.24,134.52,134.68,136.44,136.54,137.8,136.14
1606,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1607,B,False,78.648,79.795,94.807,88.265,121.56,118.6,119.06,119.7,119.92,119.82
1608,B,False,24.021,0.0,0.0,0.0,0.0,0.0,23.022,0.0,0.0,24.083
1609,B,False,117.55,117.45,117.42,26.249,118.53,0.0,0.0,24.634,22.336,29.417
1610,B,False,434.79,422.51,430.95,425.35,417.75,412.21,411.35,406.95,406.51,402.12
1611,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612,B,False,191.08,191.06,191.66,191.04,192.09,191.88,191.88,191.88,192.63,190.91
1613,B,False,98.136,156.4,170.98,86.001,122.54,203.1,142.23,254.71,73.822,202.77
1614,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,B,False,62.084,67.2,67.702,71.898,57.41,62.766,59.26,50.569,54.896,49.51
1617,B,False,17.847,15.777,0.0,0.0,0.0,21.542,0.0,0.0,0.0,28.231
1618,B,False,366.81,380.93,362.45,379.26,385.91,401.27,387.16,392.98,423.77,450.08
1619,B,False,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
1620,B,False,155.39,156.53,157.2,156.81,156.74,156.8,157.73,157.19,157.18,157.85
1621,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
1623,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1624,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1625,B,False,0.0,0.0,0.0,0.0,124.9,122.46,130.41,132.85,136.48,133.52
1626,B,False,128.61,126.21,125.97,131.42,113.48,107.42,117.34,135.46,118.02,117.02
1627,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628,B,False,54.223,53.349,55.224,58.625,66.49,66.932,62.552,54.673,64.618,54.006
1629,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630,B,False,209.04,211.87,212.08,206.14,209.38,212.72,211.42,217.84,218.07,218.19
1631,B,True,12.36,11.047,8.8784,7.1025,9.5866,8.826,9.2282,9.9506,9.9336,9.9352
1632,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1633,B,False,0.0,0.0,0.0,25.08,0.0,27.514,26.571,25.298,25.456,24.035
1634,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635,B,False,142.71,143.28,144.53,146.56,147.02,147.52,148.46,149.55,150.37,151.68
1636,B,False,535.15,536.37,528.56,533.53,536.72,535.06,551.38,548.41,534.97,548.32
1637,B,False,114.49,112.78,85.428,83.41,82.607,79.39,110.97,127.54,124.71,113.92
1638,B,False,70.535,73.017,70.686,70.366,70.495,70.415,70.802,72.174,70.33,71.931
1639,B,True,40.112,40.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640,B,False,123.76,123.39,123.2,125.15,125.0,126.24,124.74,126.08,125.67,125.24
1641,B,False,459.25,459.8,459.04,458.51,457.34,456.85,458.19,459.17,458.27,459.24
1642,B,False,0.0,13.038,20.224,0.0,13.153,4.4721,92.665,0.0,0.0,14.868
1643,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1644,B,False,217.81,217.43,218.64,218.61,218.79,218.69,219.28,220.23,219.35,220.65
1645,B,False,97.817,96.783,96.97,100.38,100.77,101.07,101.23,101.88,102.79,102.26
1646,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1647,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1648,B,False,99.273,34.131,103.25,0.0,109.79,0.0,0.0,0.0,0.0,0.0
1649,B,False,188.59,192.48,191.76,190.53,190.35,187.67,188.86,187.6,192.31,187.46
1650,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1652,B,False,136.14,135.05,135.68,136.67,136.06,137.83,136.8,136.92,136.75,136.7
1653,B,False,90.994,26.476,0.0,200.96,0.0,0.0,0.0,0.0,0.0,0.0
1654,B,False,152.28,151.87,150.72,150.67,150.12,148.74,148.59,147.73,146.7,146.7
1655,B,False,157.26,126.71,134.97,159.64,253.03,192.05,132.6,206.18,157.13,222.4
1656,B,False,137.38,137.74,137.82,138.25,136.59,136.47,136.93,137.68,138.98,137.99
1657,B,True,285.86,286.4,287.2,286.95,283.39,284.38,287.69,284.38,285.38,285.38
1658,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659,B,False,289.07,289.07,290.06,289.07,289.07,289.07,290.06,290.06,290.06,290.2
1660,B,False,0.0,7.6158,0.0,0.0,0.0,0.0,0.0,0.0,68.469,69.462
1661,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,B,False,371.72,20.881,19.925,19.89,20.881,20.248,19.647,18.974,19.313,19.313
1663,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665,B,False,0.0,67.67,33.423,35.185,34.642,0.0,0.0,0.0,0.0,0.0
1666,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1667,B,False,70.091,70.893,71.742,73.294,73.407,73.975,75.337,75.869,75.869,76.21
1668,B,False,31.481,39.395,37.314,35.484,35.228,0.0,0.0,71.839,35.355,51.066
1669,B,False,10.817,0.0,0.0,0.0,0.0,0.0,49.041,49.163,0.0,49.092
1670,B,False,233.42,234.11,234.7,236.13,235.53,235.59,236.19,236.95,237.34,235.79
1671,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1673,B,False,0.0,0.0,0.0,242.99,250.52,251.59,249.99,243.12,241.57,244.67
1674,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1675,B,False,149.79,223.2,122.39,181.23,19.335,23.108,99.273,34.131,103.25,0.0
1676,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.03,82.006,77.296
1677,B,False,18.062,17.142,17.097,16.956,16.67,17.105,16.293,17.047,16.868,17.953
1678,B,False,84.547,84.616,85.606,85.305,85.248,86.226,86.783,86.806,86.87,85.095
1679,B,False,57.859,58.243,58.185,58.45,59.413,58.176,59.249,60.567,61.541,60.532
1680,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681,B,False,0.0,0.0,0.0,0.0,0.0,0.0,16.643,0.0,0.0,0.0
1682,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,B,False,9.7049,8.9506,8.7756,8.8336,8.2138,7.4186,8.2658,8.2753,8.8524,9.0554
1684,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1686,B,False,197.14,196.85,197.92,200.31,199.38,197.72,200.28,200.99,202.4,203.62
1687,B,False,91.459,91.992,91.946,92.512,92.608,92.496,93.463,94.256,94.071,13.603
1688,B,False,0.0,0.0,0.0,0.0,0.0,0.0,127.39,68.982,80.697,128.76
1689,B,False,47.17,48.166,48.166,48.166,50.95,50.645,43.098,41.631,42.979,42.229
1690,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691,B,False,93.013,219.29,14.514,58.553,0.0,12.324,7.2843,0.0,11.182,38.782
1692,B,False,8.9443,182.06,8.9443,9.434,8.9443,8.9443,9.8489,9.2195,9.2195,8.2462
1693,B,False,475.66,476.3,476.63,475.97,478.23,476.08,475.13,475.59,477.31,476.08
1694,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1695,B,False,10.198,11.402,9.4868,10.44,7.6158,8.9443,0.0,0.0,0.0,0.0
1696,B,False,19.849,19.105,19.105,19.849,18.439,18.439,18.439,18.439,18.439,18.439
1697,B,False,120.06,122.85,121.42,121.26,122.12,123.36,122.61,124.43,123.96,123.43
1698,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1699,B,False,34.284,30.91,115.4,115.48,114.21,115.36,111.21,108.92,109.91,109.32
1700,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1701,B,False,109.46,108.72,109.69,108.52,107.93,108.76,107.83,108.76,108.25,107.35
1702,B,False,135.81,138.15,139.21,137.28,137.06,136.51,137.2,136.53,138.87,136.66
1703,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704,B,False,364.43,368.01,365.82,365.41,360.95,362.9,360.88,359.98,357.54,355.23
1705,B,False,31.321,0.0,13.416,0.0,44.728,31.623,0.0,0.0,30.676,30.676
1706,B,False,0.0,0.0,0.0,9.2195,9.434,9.434,8.6023,7.0711,8.2798,9.9107
1707,B,True,126.43,148.02,117.03,135.53,140.84,145.91,92.974,91.961,89.57,89.989
1708,B,False,204.06,205.06,205.12,204.12,204.12,205.12,207.15,206.12,207.12,207.15
1709,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,B,False,63.008,63.008,59.276,61.381,62.404,64.0,65.0,64.008,66.008,66.03
1711,B,False,72.443,72.443,72.25,72.25,71.253,73.246,73.335,72.339,72.339,72.339
1712,B,False,0.0,16.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713,B,False,152.01,153.44,154.07,153.65,153.51,155.87,155.41,154.53,155.0,156.43
1714,B,False,250.29,250.4,250.01,249.23,250.29,250.1,250.53,250.25,249.74,249.4
1715,B,False,0.0,0.0,288.18,289.17,288.18,0.0,290.08,0.0,0.0,291.08
1716,B,False,50.448,51.358,52.317,51.967,52.735,53.059,53.934,53.146,54.037,54.037
1717,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719,B,False,30.914,30.454,30.025,29.896,29.782,29.044,29.749,29.959,28.31,30.292
1720,B,False,0.0,0.0,0.0,7.0711,0.0,0.0,7.0711,0.0,8.0623,0.0
1721,B,False,0.0,0.0,0.0,0.0,0.0,485.22,0.0,0.0,0.0,491.77
1722,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723,B,False,526.38,515.67,518.78,524.58,534.34,535.15,536.37,528.56,533.53,536.72
1724,B,False,7.0711,21.685,0.0,23.77,23.159,23.409,24.162,23.535,23.017,22.912
1725,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1726,B,False,123.25,124.62,149.03,119.25,129.51,134.97,97.262,98.05,103.08,108.45
1727,B,False,383.79,382.59,383.76,385.49,383.4,382.32,381.54,381.43,367.88,366.23
1728,B,False,147.24,146.75,149.06,149.72,149.72,149.53,152.93,150.77,149.62,153.09
1729,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,B,False,431.63,393.22,389.9,439.01,446.69,433.86,438.6,437.82,494.02,488.07
1731,B,False,263.62,263.28,263.51,263.22,263.16,261.95,262.27,261.24,261.39,261.91
1732,B,False,168.9,169.27,168.92,170.83,170.96,170.81,170.9,170.82,170.93,171.76
1733,B,False,184.22,185.5,198.56,191.75,205.24,206.85,198.03,208.34,209.47,210.08
1734,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,B,False,333.58,343.2,354.14,361.75,352.06,350.72,353.6,332.71,333.54,351.68
1737,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738,B,False,237.53,236.56,236.97,236.83,237.02,236.4,236.56,236.6,236.86,236.58
1739,B,False,25.807,13.198,25.807,25.807,26.627,27.203,27.203,22.508,23.244,23.051
1740,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,B,False,37.651,32.978,16.553,16.553,16.553,17.0,16.125,15.652,15.652,16.125
1742,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743,B,False,30.017,31.164,31.156,31.12,31.016,31.064,31.064,31.064,31.064,31.145
1744,B,False,90.427,92.179,92.179,93.059,93.941,94.366,94.366,96.151,97.046,95.762
1745,B,False,215.16,215.28,215.53,216.0,217.21,217.59,217.68,218.48,218.93,220.37
1746,B,False,40.047,28.957,29.077,27.957,33.785,27.123,17.716,12.522,15.464,36.221
1747,B,False,175.9,171.78,172.85,175.04,174.58,162.76,164.25,163.13,165.21,172.22
1748,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749,B,False,249.98,248.63,243.06,242.78,245.55,242.03,244.07,241.15,243.02,241.35
1750,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1753,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1754,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1755,B,False,137.18,137.03,137.99,138.96,139.74,140.81,139.92,139.29,140.29,141.79
1756,B,True,102.51,104.17,104.29,104.52,106.37,108.15,108.89,108.75,109.14,111.44
1757,B,False,49.422,49.701,49.494,49.916,50.443,50.4,51.512,51.732,52.496,51.82
1758,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759,B,False,53.415,46.976,48.453,51.614,58.982,53.275,65.928,84.456,84.547,84.616
1760,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761,B,False,0.0,0.0,0.0,0.0,0.0,242.99,250.52,251.59,249.99,243.12
1762,B,False,84.945,66.121,66.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1763,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1766,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1767,B,False,182.19,181.89,182.56,183.24,181.6,181.89,180.65,181.6,181.6,182.28
1768,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1769,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,B,False,103.79,103.65,104.87,114.35,115.41,116.28,115.88,118.8,119.04,119.31
1771,B,False,197.94,131.17,118.02,0.0,134.15,12.401,0.0,14.637,58.004,20.512
1772,B,False,0.0,0.0,0.0,0.0,0.0,22.834,0.0,0.0,0.0,8.7874
1773,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774,B,False,85.344,85.36,85.495,87.211,82.138,76.345,80.389,81.644,79.654,83.745
1775,B,False,239.4,239.15,240.09,240.09,240.33,240.87,240.71,240.64,240.66,240.86
1776,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777,B,False,218.07,217.41,221.17,217.5,217.16,217.06,218.45,218.86,216.69,218.62
1778,B,True,40.439,38.314,36.722,39.212,44.283,43.863,36.876,37.772,38.881,39.667
1779,B,False,153.7,204.84,205.2,203.82,205.71,207.46,206.7,209.54,209.72,206.35
1780,B,False,533.05,455.75,637.06,622.07,586.65,541.53,432.87,437.71,542.27,546.73
1781,B,False,216.05,216.74,217.69,220.01,220.37,222.71,222.16,222.59,222.82,222.93
1782,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
