,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10
301,M,False,24.356,24.485,24.772,23.951,23.937,24.146,23.61,23.646,23.714,23.739
302,M,False,31.174,30.912,30.79,30.216,30.89,30.768,30.691,30.7,30.87,31.228
303,M,True,45.96,45.528,45.609,45.575,44.733,44.542,43.201,43.624,43.451,44.027
304,M,True,44.433,44.429,43.823,44.2,44.371,44.625,44.202,44.392,44.404,44.428
305,M,False,38.449,37.858,38.073,38.141,38.115,37.926,38.44,38.144,38.595,38.001
306,M,False,35.329,36.051,33.152,36.673,35.369,33.663,35.587,35.291,35.595,37.906
307,M,True,36.749,36.288,35.976,35.804,35.321,35.394,34.748,34.908,34.502,34.758
308,M,False,29.967,29.881,30.435,30.718,31.319,30.321,30.502,30.398,40.81,41.256
309,M,False,21.696,21.002,20.417,20.485,21.054,20.494,20.437,21.113,19.741,19.703
310,M,True,44.189,44.866,45.571,45.71,45.709,44.247,45.427,47.057,45.851,45.931
311,M,False,43.192,43.361,43.548,42.738,42.761,42.136,41.932,42.233,41.877,41.662
312,M,True,31.53,32.132,31.9,31.033,31.044,30.561,30.698,29.868,30.211,30.232
313,M,False,31.033,31.044,30.561,30.698,29.868,30.211,30.232,30.64,31.118,31.642
314,M,False,20.102,20.09,19.718,19.787,20.177,20.042,20.358,20.201,20.144,20.317
315,M,True,30.206,30.484,29.982,29.973,29.76,29.156,29.405,29.4,29.077,29.144
316,M,False,27.386,27.602,27.578,27.443,27.594,27.245,27.311,27.44,27.698,27.652
317,M,False,27.286,27.874,27.872,26.976,27.335,27.009,27.616,27.018,26.865,27.001
318,M,False,24.659,24.343,24.512,25.09,24.391,24.128,24.466,24.699,24.842,24.547
319,M,False,26.174,26.497,26.787,26.657,26.26,26.468,26.82,26.589,26.444,26.338
320,M,True,39.09,39.184,38.991,39.686,39.889,40.178,39.74,39.245,39.517,39.944
321,M,False,36.492,36.304,35.667,35.832,36.045,36.149,35.503,35.842,35.88,35.37
322,M,True,6.8584,7.2161,5.6197,6.2362,5.6613,5.4802,5.2696,5.0202,3.803,4.6574
323,M,True,34.966,34.207,33.668,34.318,34.917,34.435,33.396,33.545,33.381,33.293
324,M,True,27.863,28.402,27.677,28.091,28.009,27.943,27.756,27.625,27.76,27.955
325,M,False,28.164,28.095,28.056,27.767,27.801,27.618,27.195,27.281,26.944,27.053
326,M,False,30.32,30.381,30.851,30.15,30.241,30.4,30.42,30.319,30.668,30.749
327,M,False,16.568,16.654,16.04,16.074,15.744,15.503,15.087,13.912,13.993,13.532
328,M,False,48.864,48.673,48.557,48.681,48.745,48.768,48.632,47.987,48.324,47.904
329,M,True,48.864,48.933,48.94,48.974,49.297,49.37,49.291,49.42,49.532,49.588
330,M,False,10.329,10.406,10.377,9.9906,9.7809,10.059,9.4744,9.7939,9.2905,9.8627
331,M,False,30.272,30.257,30.139,29.697,29.527,29.302,29.464,29.331,29.298,29.044
332,M,False,27.658,26.087,30.198,33.089,33.8,37.386,44.403,51.011,42.573,55.579
333,M,False,52.11,50.772,50.381,49.082,49.739,48.884,49.031,49.128,49.085,49.727
334,M,False,46.956,44.489,44.058,42.142,40.688,40.081,41.753,40.941,39.566,38.864
335,M,False,40.081,41.753,40.941,39.566,38.864,38.399,40.233,37.504,37.374,37.937
336,M,False,32.488,33.59,32.169,34.283,32.044,34.451,35.411,34.294,34.323,34.672
337,M,False,33.499,32.573,31.751,30.913,32.004,31.687,31.041,29.858,30.066,30.021
338,M,True,31.409,31.338,31.225,31.123,30.845,30.504,30.853,31.005,30.811,30.411
339,M,False,31.005,30.811,30.411,30.387,30.555,30.967,30.432,30.527,30.51,30.787
340,M,False,31.321,31.07,30.889,30.874,30.964,30.93,30.756,30.508,30.882,31.128
341,M,True,31.656,31.432,31.507,31.409,30.822,31.177,31.798,31.619,31.533,31.58
342,M,False,33.803,33.554,33.59,33.42,33.538,33.07,32.547,33.161,33.198,33.237
343,M,True,25.315,25.474,25.148,25.888,26.34,26.262,26.796,27.143,27.21,26.815
344,M,True,41.457,41.795,41.978,41.907,41.902,41.809,41.717,41.585,41.614,41.56
345,M,False,41.471,41.739,41.5,41.976,41.902,42.262,42.26,42.479,42.579,42.913
346,M,False,44.768,44.739,44.601,44.445,44.585,44.709,44.659,44.673,44.884,45.062
347,M,False,31.179,30.571,30.657,30.386,31.033,30.352,30.56,31.901,30.98,31.413
348,M,False,45.068,44.99,45.072,45.376,45.157,45.499,45.687,45.858,45.851,46.042
349,M,False,46.043,46.074,46.161,46.331,46.117,46.165,46.347,46.45,46.598,46.634
350,M,False,40.002,39.506,39.708,39.35,39.413,39.408,39.189,39.438,39.698,40.022
351,M,True,52.4,52.556,52.504,52.476,52.539,52.768,52.705,52.329,52.712,52.414
352,M,False,53.129,52.756,52.837,52.692,52.792,52.321,52.639,52.63,52.246,52.343
353,M,False,52.182,52.166,52.622,52.522,52.676,52.832,52.705,53.028,53.288,53.42
354,M,False,48.311,48.347,48.383,48.498,48.273,48.272,48.028,47.873,47.632,47.494
355,M,True,34.67,34.309,33.871,33.964,33.875,33.332,33.503,33.55,32.929,32.505
356,M,False,31.159,31.173,31.002,30.853,30.499,30.579,30.518,30.073,29.874,29.56
357,M,False,29.912,29.593,29.701,29.747,29.946,29.739,29.58,29.932,29.53,29.575
358,M,True,35.224,34.747,35.442,35.625,35.401,35.48,35.633,35.428,36.142,36.077
359,M,True,39.337,39.152,40.051,40.024,40.354,41.335,41.038,40.972,40.382,40.186
360,M,True,45.944,45.94,45.135,45.191,46.221,46.009,45.943,46.22,46.518,46.103
361,M,True,44.849,44.985,44.825,44.705,44.557,45.367,45.325,45.549,45.627,46.124
362,M,True,47.326,48.395,48.061,48.22,48.115,48.643,48.443,48.296,47.998,48.016
363,M,True,47.753,47.387,47.176,47.078,47.049,47.145,47.116,47.242,46.567,47.137
364,M,True,47.145,47.116,47.242,46.567,47.137,46.951,47.296,47.522,47.733,47.447
365,M,False,47.669,47.457,47.743,47.976,47.602,47.715,47.872,47.331,46.997,47.201
366,M,False,47.233,47.593,47.955,48.46,49.142,48.948,49.986,49.823,50.081,50.202
367,M,True,49.213,49.337,49.464,49.031,48.998,48.949,49.167,49.467,49.483,49.341
368,M,False,49.124,49.159,49.1,48.74,48.648,48.709,48.696,48.626,48.499,48.5
369,M,False,48.709,48.696,48.626,48.499,48.5,47.971,48.25,48.296,48.681,48.074
370,M,False,49.033,49.36,49.571,49.402,49.569,49.484,49.632,49.064,49.15,49.177
371,M,False,38.836,39.145,39.008,39.469,39.463,39.197,38.821,38.861,38.983,38.795
372,M,False,20.711,21.076,21.321,20.82,20.738,21.222,20.712,20.3,20.017,19.787
373,M,False,31.922,31.762,31.58,31.178,31.23,31.124,30.778,30.531,30.471,30.487
374,M,False,32.269,31.86,32.081,32.537,32.663,32.006,31.335,32.407,32.162,32.89
375,M,False,7.5514,7.4899,7.434,7.9635,8.5106,7.7652,7.3389,8.1854,7.5547,7.4921
376,M,False,0.69544,0.64982,0.51192,0.57708,0.54001,0.60501,0.69023,0.74385,0.7102,0.71636
377,M,False,18.184,18.073,18.177,18.541,18.119,18.085,18.059,18.253,18.031,18.438
378,M,False,46.408,46.271,45.917,45.503,45.529,45.603,45.741,46.046,45.406,46.091
379,M,True,11.637,11.096,9.3599,9.591,7.1056,8.6978,7.96,8.3313,9.4946,10.004
380,M,True,5.92,6.8452,6.3679,6.8164,6.194,5.434,5.6378,6.0946,6.9433,6.0029
381,M,True,8.6247,7.61,7.7946,6.5975,6.6667,8.1043,8.2791,8.5406,7.0917,9.0872
382,M,False,11.449,9.3587,9.0955,9.2822,9.1723,9.0405,9.0743,9.9083,11.189,11.466
383,M,False,12.537,13.506,14.516,14.566,16.082,12.873,14.663,12.791,14.028,13.408
384,M,False,17.768,17.798,18.325,17.255,18.71,19.804,20.303,20.029,19.05,18.605
385,M,True,20.037,20.026,19.309,18.959,18.807,19.559,19.331,19.655,19.338,18.479
386,M,False,18.826,19.619,19.574,20.084,20.462,20.506,20.644,19.811,19.353,19.15
387,M,False,4.3114,5.7171,6.0829,6.0545,4.2822,6.7622,6.4328,4.2682,5.4919,4.9399
388,M,True,20.445,20.56,20.186,19.606,19.833,19.624,19.183,19.525,19.631,19.529
389,M,True,19.4,19.567,19.258,19.301,19.372,19.864,19.955,19.996,20.253,20.185
390,M,False,18.929,17.018,15.8,17.039,18.051,15.416,17.631,17.027,17.075,13.296
391,M,False,12.147,11.891,12.15,12.119,12.117,12.938,13.347,13.373,14.115,13.896
392,M,False,43.005,42.705,43.501,43.359,43.669,44.589,44.59,45.238,44.588,45.222
393,M,True,33.116,32.626,32.085,32.775,33.426,34.074,33.996,32.402,32.427,31.716
394,M,False,31.046,31.169,32.048,32.136,31.687,32.34,32.464,33.266,33.532,32.029
395,M,False,24.519,25.095,26.079,25.853,25.482,24.988,25.167,25.243,25.503,25.567
396,M,False,13.747,13.957,13.633,14.153,14.427,13.971,14.171,14.375,14.146,14.236
397,M,False,22.273,22.298,22.387,21.764,22.372,22.09,22.169,22.261,21.687,21.997
398,M,False,24.044,23.814,23.08,22.982,22.668,22.559,21.982,22.113,22.046,21.598
399,M,False,49.173,49.034,48.57,48.421,48.633,48.863,48.592,48.478,48.517,48.369
400,M,True,22.444,22.678,22.702,22.93,22.646,23.44,23.589,23.385,23.521,23.745
401,M,False,20.94,21.016,20.86,19.855,20.374,20.439,20.414,20.537,20.049,20.159
402,M,False,30.612,30.241,30.278,31.129,30.648,29.922,31.019,30.808,30.54,31.444
403,M,False,30.888,31.43,31.032,31.143,30.909,31.654,31.395,31.208,31.242,31.246
404,M,False,10.951,10.849,11.062,10.352,10.059,9.6113,9.6147,9.9622,10.206,9.6767
405,M,False,48.069,48.123,48.375,48.414,48.441,48.205,47.948,47.806,47.886,47.975
406,M,True,49.459,47.854,49.404,47.922,48.375,47.12,44.666,43.844,43.835,43.838
407,M,True,36.514,35.422,35.097,34.662,34.999,35.255,34.77,35.125,34.245,34.939
408,M,True,30.854,32.042,30.475,29.931,30.081,30.44,30.486,28.314,28.886,29.312
409,M,True,37.952,37.407,37.909,37.701,37.972,37.232,37.406,37.352,37.348,37.302
410,M,True,24.083,24.258,24.02,24.716,24.806,24.601,24.06,24.329,24.211,25.226
411,M,False,24.915,25.655,25.525,27.033,25.966,26.658,28.164,26.019,25.7,27.338
412,M,False,21.757,21.627,21.011,21.41,21.67,21.52,21.354,20.492,20.931,20.634
413,M,False,33.683,34.423,33.54,34.261,34.748,34.028,33.368,33.471,33.425,33.116
414,M,False,20.088,20.045,19.896,20.107,20.065,20.246,20.377,20.525,20.352,20.356
415,M,False,17.68,17.736,17.701,17.153,16.576,16.435,16.502,15.33,14.747,14.239
416,M,False,21.077,21.038,20.929,21.193,21.305,21.252,21.085,21.661,21.362,21.538
417,M,False,3.9801,4.0221,3.8388,3.6154,3.7379,3.885,3.5076,3.6628,3.5242,3.5826
418,M,True,21.756,21.63,21.508,21.0,21.034,20.073,19.531,20.366,19.717,19.385
419,M,False,16.639,15.06,15.585,15.738,15.854,16.117,14.911,15.342,14.956,15.486
420,M,False,7.124,7.8348,7.6423,7.8769,8.1919,7.9089,7.6969,7.2665,7.3685,6.9515
421,M,False,25.235,25.12,24.839,25.276,24.705,24.768,24.866,24.537,24.599,25.035
422,M,False,24.365,24.376,23.915,24.296,24.0,23.944,24.136,23.995,23.686,23.943
423,M,True,9.7856,9.6843,9.0812,8.6862,8.5534,8.7419,8.9211,8.6864,8.8362,8.9685
424,M,False,9.0812,8.6862,8.5534,8.7419,8.9211,8.6864,8.8362,8.9685,9.2316,8.6835
425,M,False,10.233,10.058,9.3115,9.68,9.4077,9.5611,9.5328,9.7644,9.5252,10.037
426,M,True,20.394,19.777,19.662,20.242,19.438,20.124,19.579,20.451,20.356,20.728
427,M,True,33.408,33.775,33.571,33.187,33.173,33.665,33.136,33.057,33.331,33.429
428,M,False,33.785,33.596,33.348,33.384,33.266,33.439,33.214,33.268,33.046,33.419
429,M,False,34.49,34.764,34.952,35.151,35.187,35.428,35.38,35.772,35.506,35.246
430,M,False,35.187,35.428,35.38,35.772,35.506,35.246,35.076,34.948,34.724,34.788
431,M,False,34.533,34.643,34.666,34.7,34.543,34.446,34.936,34.622,34.973,34.87
432,M,True,40.974,41.22,41.247,41.366,41.447,41.425,41.533,41.687,41.939,42.269
433,M,False,43.699,43.488,43.485,43.344,43.073,43.043,42.913,43.07,43.167,42.927
434,M,True,50.353,50.458,50.736,51.088,50.921,51.073,51.208,51.345,51.424,51.543
435,M,True,53.284,53.153,52.893,52.797,52.757,52.726,52.682,52.574,52.447,52.449
436,M,True,40.8,40.452,40.337,40.165,40.226,40.14,40.277,40.266,40.555,40.609
437,M,False,40.337,40.165,40.226,40.14,40.277,40.266,40.555,40.609,40.691,40.819
438,M,False,40.555,40.609,40.691,40.819,40.743,40.959,40.87,40.761,40.384,40.638
439,M,False,39.171,39.105,39.001,38.816,38.724,38.586,38.652,38.807,38.619,38.731
440,M,False,38.619,38.731,38.668,38.654,38.754,38.682,38.463,38.41,38.239,38.129
441,M,True,38.129,37.75,37.528,37.398,37.189,37.076,37.063,37.037,36.785,36.854
442,M,False,36.02,35.874,35.806,35.847,35.578,35.594,35.547,35.537,35.39,35.198
443,M,False,33.938,33.81,33.723,33.463,33.443,33.332,33.242,33.252,33.333,33.234
444,M,False,31.663,31.737,31.634,31.71,31.535,31.354,31.4,31.3,31.242,31.145
445,M,False,31.4,31.3,31.242,31.145,31.019,30.503,30.622,30.322,30.328,30.091
446,M,True,28.436,28.578,28.73,28.93,28.907,29.0,29.031,28.93,29.096,29.067
447,M,True,26.867,26.884,26.802,26.861,27.548,27.32,27.19,27.461,27.625,27.467
448,M,False,27.507,27.198,27.249,27.113,26.899,26.892,26.722,27.189,27.057,26.896
449,M,False,27.543,27.645,27.322,27.583,27.908,27.678,27.683,27.754,28.003,28.015
450,M,False,28.015,27.795,27.608,27.448,27.818,27.667,27.609,27.582,27.254,27.249
451,M,False,27.896,27.683,27.773,28.056,27.862,28.129,28.299,28.476,28.299,28.228
452,M,False,29.033,29.185,29.117,28.54,29.075,28.852,29.475,29.195,29.475,29.586
453,M,False,30.523,31.271,31.445,31.762,31.581,32.385,31.704,31.97,32.638,33.391
454,M,False,31.581,32.385,31.704,31.97,32.638,33.391,33.811,33.647,34.251,34.097
455,M,False,34.678,34.202,34.428,34.968,34.831,34.842,34.859,35.16,35.259,34.921
456,M,True,16.468,16.478,16.34,17.455,17.262,16.164,17.331,17.317,18.105,17.29
457,M,False,19.786,19.753,19.898,20.204,20.992,20.271,21.196,19.564,19.974,20.086
458,M,True,18.713,16.908,18.628,19.508,19.34,19.464,19.817,19.903,19.906,19.933
459,M,True,19.275,19.668,20.284,19.88,19.648,21.251,20.929,20.519,20.111,19.687
460,M,True,19.557,19.36,19.718,19.262,19.519,19.273,19.013,19.017,19.141,18.457
461,M,False,19.38,19.482,19.883,19.912,20.408,20.247,20.658,20.492,20.359,19.947
462,M,False,19.999,19.835,20.14,19.532,19.329,19.747,20.027,19.926,20.067,20.505
463,M,False,21.052,20.913,20.671,21.201,21.583,21.799,21.994,21.636,21.661,21.379
464,M,False,34.858,34.274,34.474,34.499,34.959,34.801,34.86,34.795,34.843,34.614
465,M,True,21.147,21.454,21.112,20.902,20.954,21.005,20.591,20.862,20.74,21.368
466,M,True,21.449,21.376,21.277,21.417,21.421,20.991,20.924,20.622,20.453,20.566
467,M,False,19.235,19.481,19.639,20.03,19.793,20.065,20.328,20.257,20.669,20.4
468,M,False,51.292,51.688,51.751,51.89,51.771,51.899,51.715,51.622,51.763,51.707
469,M,True,53.583,53.721,53.521,53.313,53.405,53.372,53.415,53.571,52.907,52.684
470,M,False,50.505,50.454,50.203,50.216,49.904,50.25,49.872,49.893,49.601,49.846
471,M,False,46.213,45.789,45.741,45.675,45.752,45.809,45.42,45.198,45.078,44.589
472,M,False,13.347,13.335,13.404,13.629,13.736,13.734,13.775,13.647,13.803,14.067
473,M,True,34.068,33.953,34.469,34.193,34.243,34.442,34.424,34.653,34.561,34.541
474,M,True,33.706,33.314,33.719,34.713,33.717,34.209,35.067,34.89,34.11,33.743
475,M,False,34.632,34.877,34.32,34.239,34.373,34.118,34.263,34.233,34.262,34.181
476,M,True,33.186,33.591,33.58,33.744,33.683,33.769,33.701,33.64,33.643,33.469
477,M,True,25.42,25.365,25.095,24.934,25.273,24.977,24.947,24.577,24.661,24.263
478,M,False,61.083,60.539,60.27,60.63,60.444,60.223,60.308,60.427,60.331,60.374
479,M,False,23.085,22.905,22.848,22.932,22.726,22.914,23.109,22.932,23.039,23.447
480,M,False,21.741,21.788,21.324,21.605,21.875,22.147,22.431,22.565,21.905,22.273
481,M,False,48.873,49.211,49.247,49.475,48.952,48.936,49.39,49.385,49.072,49.052
482,M,False,54.728,54.969,55.193,55.033,55.215,55.518,55.495,55.718,55.479,55.275
483,M,False,36.919,37.009,36.995,36.861,36.871,36.691,37.205,37.196,36.931,37.066
484,M,False,45.611,45.598,45.556,45.162,45.122,45.67,45.344,45.505,45.348,44.966
485,M,False,10.329,9.5707,10.16,7.6567,9.9421,11.941,10.576,11.522,12.414,11.691
486,M,True,50.993,51.054,50.964,50.713,50.067,50.397,50.035,50.419,50.015,49.829
487,M,False,50.732,50.811,50.368,50.065,50.653,50.933,51.149,51.125,50.996,51.313
488,M,False,51.684,52.087,51.609,51.966,51.745,51.546,51.517,51.23,51.123,50.792
489,M,False,20.324,19.8,19.774,19.611,19.87,19.534,19.689,19.976,19.53,19.392
490,M,False,27.175,27.768,28.397,28.603,28.664,28.577,28.5,29.009,28.797,28.589
491,M,False,29.184,28.887,29.082,29.021,27.195,26.682,26.617,26.348,26.249,27.123
492,M,False,21.16,20.09,19.818,20.279,19.931,20.017,19.74,19.854,19.62,18.095
493,M,False,21.238,20.282,22.096,23.863,22.942,22.204,20.999,23.165,22.66,22.389
494,M,False,24.736,25.795,21.592,21.901,25.433,24.257,29.821,23.934,27.835,28.964
495,M,False,25.869,26.115,25.566,27.122,25.235,24.844,24.756,24.566,24.482,25.497
496,M,True,22.35,22.752,23.08,23.102,23.307,23.171,22.817,23.405,23.014,22.98
497,M,False,22.947,23.259,22.925,23.374,23.605,23.494,23.791,23.768,23.41,23.953
498,M,True,24.492,24.847,24.604,25.024,24.775,24.856,24.793,25.114,25.177,24.768
499,M,True,31.529,32.582,32.722,33.084,32.911,32.593,31.909,32.48,32.681,32.868
500,M,False,34.751,35.149,34.886,34.793,34.745,34.266,34.473,34.261,34.667,35.261
501,M,True,43.288,43.291,43.671,44.181,43.912,43.675,44.079,43.8,44.207,44.575
502,M,False,44.181,43.912,43.675,44.079,43.8,44.207,44.575,44.503,44.63,44.19
503,M,False,44.63,44.19,44.186,44.427,44.339,43.73,43.873,44.128,44.433,45.169
504,M,False,44.39,44.443,45.15,45.357,45.385,45.945,45.913,45.837,45.73,46.027
505,M,False,48.038,47.782,47.769,47.606,47.276,46.795,46.746,46.733,46.316,46.386
506,M,False,48.275,48.519,47.551,48.216,47.98,47.942,47.301,47.611,47.924,47.699
507,M,True,42.746,42.888,43.043,43.046,42.908,42.865,42.706,41.829,42.403,42.422
508,M,True,41.48,41.196,41.021,40.855,40.762,40.329,40.504,40.378,40.201,39.798
509,M,False,39.465,39.327,39.13,38.968,38.786,38.801,38.674,38.769,38.547,38.172
510,M,False,20.233,19.822,20.33,19.682,19.19,19.761,19.563,19.797,19.381,19.177
511,M,False,24.186,23.643,23.538,23.303,23.562,23.865,24.043,23.948,24.145,24.433
512,M,False,35.279,37.691,36.721,34.276,33.502,32.437,33.313,35.979,35.456,35.799
513,M,True,10.299,9.9389,9.6858,10.413,8.3234,7.33,8.412,8.2031,8.9418,9.6977
514,M,True,13.051,13.047,13.348,13.267,14.975,11.998,15.932,14.212,13.751,16.614
515,M,False,14.43,13.23,12.499,12.928,12.412,13.363,12.035,14.809,12.14,14.113
516,M,False,12.14,14.113,12.925,12.597,12.214,13.332,13.917,14.899,15.35,14.565
517,M,False,19.326,19.522,18.6,18.528,19.249,18.837,19.264,20.004,19.758,21.733
518,M,False,29.333,27.899,27.831,29.252,29.849,29.022,28.616,28.446,29.049,28.129
519,M,True,39.427,39.136,39.455,39.156,38.774,38.916,39.301,38.962,39.738,39.492
520,M,False,39.631,40.166,40.127,39.828,39.309,39.116,39.432,39.702,39.24,39.125
521,M,False,31.097,30.871,30.607,31.628,31.648,30.907,32.887,32.089,31.633,31.349
522,M,True,12.1,11.894,11.345,10.686,11.216,11.399,11.432,11.701,11.928,12.289
523,M,False,12.372,12.375,12.766,12.608,12.69,12.603,12.961,12.705,12.523,12.412
524,M,False,13.688,14.125,14.397,14.208,14.841,14.166,13.655,15.117,13.639,14.287
525,M,False,38.132,37.812,37.804,37.967,38.664,38.433,38.135,38.741,39.041,38.589
526,M,True,51.408,52.18,51.975,52.024,51.835,52.116,52.252,52.501,52.452,52.172
527,M,False,57.214,56.964,56.696,56.924,57.097,57.446,57.323,57.441,57.464,57.371
528,M,False,57.323,57.441,57.464,57.371,57.541,57.46,57.531,57.763,57.691,57.761
529,M,True,17.619,18.022,17.75,17.617,17.833,17.545,17.332,17.278,17.56,17.56
530,M,False,15.235,15.156,14.954,14.796,14.637,15.092,15.033,15.068,14.767,14.883
531,M,False,63.323,62.905,62.93,62.906,62.847,62.596,62.699,62.568,62.622,62.518
532,M,False,48.392,48.526,48.736,48.887,48.863,48.559,48.911,48.907,49.217,49.074
533,M,False,19.956,17.853,16.55,17.094,16.982,16.693,17.26,16.427,18.976,17.083
534,M,True,23.179,21.964,23.363,23.039,25.03,24.33,25.425,25.577,26.526,27.048
535,M,False,41.793,41.763,40.308,41.392,41.939,42.457,42.456,43.389,42.264,44.964
536,M,True,17.211,17.7,17.818,17.112,17.359,17.351,17.884,18.036,18.119,18.619
537,M,True,23.493,23.885,23.126,24.336,24.413,24.003,24.756,24.308,23.291,23.684
538,M,False,27.175,26.997,28.262,28.006,27.741,28.419,29.034,27.941,27.964,28.887
539,M,True,34.591,33.952,34.193,34.048,34.555,35.628,34.74,35.129,35.343,35.406
540,M,False,41.737,41.733,42.236,41.49,41.471,41.473,41.563,42.363,42.482,42.528
541,M,True,51.127,51.253,51.467,51.662,51.431,51.4,51.329,51.49,51.454,51.557
542,M,False,51.796,51.57,51.36,51.342,51.217,50.989,51.053,50.623,50.346,50.099
543,M,False,45.051,45.234,44.947,44.744,44.689,44.487,44.383,44.421,44.738,44.134
544,M,True,34.69,34.911,34.43,33.578,33.666,33.323,33.453,33.181,34.485,33.402
545,M,False,31.875,31.911,31.941,32.485,32.264,32.345,32.474,32.815,31.973,31.941
546,M,False,30.103,30.135,30.201,29.985,30.151,30.422,29.684,29.354,29.671,30.166
547,M,False,39.521,39.068,39.088,38.748,39.783,39.696,39.802,40.373,40.202,39.672
548,M,False,29.858,29.724,29.209,29.355,29.085,28.839,28.145,27.085,27.467,27.254
549,M,True,56.022,56.408,56.101,56.795,56.29,56.689,56.136,56.23,56.794,56.791
550,M,True,56.049,56.41,56.117,56.094,55.812,56.025,56.45,56.39,56.418,56.283
551,M,True,11.674,12.268,12.117,11.711,10.117,11.931,12.039,12.332,13.238,14.036
552,M,True,58.09,58.127,58.163,58.057,58.119,58.07,57.894,57.914,57.907,57.854
553,M,True,57.087,56.806,56.762,56.694,56.792,56.733,56.732,56.572,56.81,56.931
554,M,False,56.931,56.851,56.921,56.863,57.131,57.239,57.467,57.452,57.577,57.344
555,M,True,24.17,26.744,24.911,25.505,26.007,24.504,24.854,23.908,22.528,21.739
556,M,True,56.169,55.532,55.749,55.454,54.801,55.332,55.295,55.391,54.988,55.39
557,M,False,55.391,54.988,55.39,55.449,55.26,55.362,55.359,55.266,55.062,55.343
558,M,False,23.139,24.896,24.626,20.895,24.134,22.861,22.663,21.143,23.82,23.534
