,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10
609,M,False,55.55,56.022,55.927,56.211,56.055,56.188,56.72,57.372,57.284,57.49
610,M,False,55.927,56.211,56.055,56.188,56.72,57.372,57.284,57.49,57.52,57.215
611,M,False,57.215,57.997,57.59,57.611,57.274,57.305,57.376,57.646,57.721,57.418
612,M,False,57.014,57.297,57.307,57.483,58.187,57.938,57.692,58.081,58.515,58.431
613,M,False,58.268,58.613,58.858,58.704,58.843,58.766,58.784,58.715,58.687,58.22
614,M,True,59.733,58.691,58.741,58.157,57.959,57.471,57.379,57.552,57.865,57.863
615,M,True,52.829,52.719,52.501,52.272,52.234,51.816,51.505,51.156,51.096,50.767
616,M,False,52.047,51.956,52.095,52.123,51.509,51.5,51.803,52.121,51.826,51.571
617,M,True,46.635,46.369,46.444,46.597,46.731,46.858,46.729,46.591,46.659,46.747
618,M,False,46.444,46.597,46.731,46.858,46.729,46.591,46.659,46.747,46.299,47.17
619,M,True,40.174,40.466,40.132,40.785,40.283,39.486,39.939,39.461,40.028,40.342
620,M,False,40.353,40.147,40.703,40.883,40.536,40.135,40.42,40.172,39.31,39.46
621,M,False,40.42,40.172,39.31,39.46,39.404,38.767,38.15,39.167,38.597,38.142
622,M,True,36.553,35.501,35.302,35.437,35.721,36.097,35.654,34.987,35.215,34.641
623,M,True,32.133,31.876,31.833,31.418,30.424,31.765,31.512,31.975,31.45,31.502
624,M,False,31.738,30.936,30.839,31.616,30.687,31.428,31.499,31.48,31.123,31.805
625,M,False,31.631,31.506,31.57,30.586,30.787,31.664,31.723,31.821,31.416,31.591
626,M,True,30.712,31.342,30.743,30.14,30.392,30.237,29.639,30.412,30.124,30.987
627,M,False,24.928,25.306,25.213,26.039,24.739,24.234,24.302,24.141,24.215,24.188
628,M,True,28.053,27.844,27.664,27.86,27.738,28.006,28.688,28.643,29.036,29.019
629,M,False,29.569,28.926,28.352,27.989,27.69,28.156,27.68,28.023,27.852,28.328
630,M,False,33.35,33.311,33.767,34.027,34.649,33.766,33.941,34.144,33.666,34.551
631,M,False,7.611,7.1739,10.16,6.2025,11.334,12.314,9.0909,11.67,12.544,13.756
632,M,False,15.826,16.709,15.728,15.112,14.897,14.627,15.908,17.109,16.397,14.108
633,M,False,40.127,40.242,40.383,39.668,38.925,38.625,38.709,39.048,39.802,39.392
634,M,False,19.817,20.435,19.217,18.534,19.916,19.85,19.232,18.759,19.526,20.215
635,M,False,50.621,50.752,51.334,51.59,51.416,51.958,51.238,52.314,52.887,52.744
636,M,False,22.582,22.779,22.65,23.062,23.104,23.785,23.543,23.653,23.914,22.898
637,C,True,25.494,25.354,25.373,25.858,26.905,26.384,25.829,26.033,26.173,26.159
638,C,True,26.313,27.365,24.837,24.016,25.159,24.733,25.577,24.959,24.824,25.836
639,C,False,2.8372,3.1099,3.1174,3.6993,3.8791,3.6873,2.9466,3.8689,4.3327,4.3195
640,C,False,14.004,12.489,12.988,12.403,13.288,15.665,13.428,14.753,12.83,13.045
641,C,False,9.9762,9.9772,9.8957,9.8298,10.135,9.7828,9.3523,9.3392,8.8385,8.6964
642,C,False,5.5833,12.213,5.8161,9.8836,9.7336,4.5225,5.4307,5.4596,6.175,9.6649
643,C,False,27.215,26.784,27.044,25.684,24.341,24.645,23.288,20.837,20.683,21.666
644,C,False,20.904,22.491,19.175,17.287,18.286,19.454,17.72,17.898,18.579,18.464
645,C,False,53.232,51.468,52.673,54.247,53.094,54.217,53.788,53.058,51.302,50.32
646,C,True,38.754,39.013,39.087,39.159,39.025,39.089,39.106,38.984,39.212,39.362
647,C,False,20.02,19.74,19.382,19.561,19.654,19.702,19.653,19.428,19.418,19.698
648,C,False,49.043,47.452,47.267,48.791,48.11,47.48,46.538,48.045,47.792,48.191
649,C,False,11.207,13.456,15.647,12.212,10.341,11.572,13.948,10.116,10.544,10.888
650,C,False,19.444,19.989,19.913,19.234,19.517,19.5,19.585,19.486,19.376,19.146
651,C,True,2.2444,2.871,3.4991,3.3702,2.1169,3.3007,2.8234,3.8232,3.7018,5.0329
652,C,True,27.009,27.092,26.553,27.233,26.154,26.366,26.374,26.937,26.76,27.123
653,C,False,20.938,21.288,20.328,20.076,19.974,20.116,20.765,20.243,20.947,21.022
654,C,False,23.013,21.725,21.262,20.326,20.144,19.158,19.234,18.439,18.647,19.149
655,C,False,11.58,10.967,10.944,11.509,11.579,11.5,11.22,11.715,11.334,11.327
656,C,True,17.787,18.917,18.57,18.813,19.274,18.018,18.576,17.868,18.228,17.744
657,C,False,51.606,51.83,52.109,52.325,52.365,52.487,52.101,51.748,52.084,52.181
658,C,False,43.299,42.978,43.023,42.279,41.916,41.928,42.234,41.249,41.202,40.723
659,C,False,17.137,16.536,16.322,15.514,15.329,15.23,15.226,16.031,16.144,16.67
660,C,False,9.5098,12.805,13.076,10.857,10.062,9.6597,9.3644,8.8374,8.7494,9.3274
661,C,False,21.375,21.409,21.258,21.141,20.768,21.479,21.377,21.452,21.748,21.618
662,C,False,15.679,15.36,15.26,14.969,14.913,14.604,14.454,14.495,14.275,13.999
663,C,True,45.658,46.467,46.201,46.304,45.941,46.823,46.15,45.923,46.129,46.663
664,C,False,13.467,13.907,13.702,13.428,13.943,14.214,14.392,15.143,14.539,14.753
665,C,False,11.415,11.633,12.739,12.703,12.933,12.788,13.813,14.229,13.196,12.024
666,C,False,35.615,36.911,33.842,34.543,34.671,34.877,34.199,33.606,34.543,33.693
667,C,False,20.327,20.342,20.383,20.692,20.16,20.191,20.003,19.533,20.392,20.149
668,C,True,32.56,32.729,32.712,32.94,33.051,33.333,33.078,33.357,32.853,33.563
669,C,False,6.8234,6.8834,6.6354,4.5006,5.4022,5.9382,5.6597,5.6291,6.6667,6.0628
670,C,False,56.731,57.143,56.367,57.012,57.089,56.904,56.485,56.16,56.045,56.106
671,C,False,17.787,18.917,18.57,18.813,19.274,18.018,18.576,17.868,18.228,17.744
672,C,False,0.0,28.058,34.365,0.0,9.8361,5.9701,25.217,0.0,0.0,21.818
673,C,True,37.713,37.985,37.889,37.956,38.147,38.2,38.206,38.278,37.926,37.669
674,C,False,37.398,36.037,35.016,37.707,31.71,35.498,35.707,32.562,26.046,32.823
675,C,False,15.653,15.716,16.2,18.627,16.137,15.875,16.7,17.624,17.146,14.179
676,C,False,35.535,36.384,38.576,36.658,37.781,39.647,37.048,40.475,38.287,39.505
677,C,False,8.0172,6.7843,6.6963,6.8376,6.9924,5.7901,6.362,6.3669,6.6708,5.8201
678,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,C,False,18.144,17.833,17.554,18.033,17.633,17.893,17.662,17.614,17.756,18.041
680,C,False,29.362,29.285,28.996,29.561,29.194,29.592,29.35,29.53,29.332,29.08
681,C,False,0.76373,1.1727,0.92005,0.92988,0.92249,0.62359,0.75857,1.2769,1.145,0.77052
682,C,False,42.419,42.373,42.788,42.696,42.667,43.017,43.086,43.134,43.264,43.071
683,C,False,20.625,21.32,21.455,21.094,21.248,21.113,21.094,21.006,22.057,21.935
684,C,False,9.089,9.1499,9.0669,9.496,9.8889,9.7233,9.5619,10.288,9.9203,9.0011
685,C,False,10.442,10.736,10.403,10.375,10.322,10.449,10.503,10.631,10.179,10.619
686,C,False,3.3911,3.7186,3.422,2.989,2.9275,2.8791,3.1656,2.9737,3.134,3.0099
687,C,False,5.6554,5.4067,5.7345,5.2246,5.1773,4.9653,4.6877,4.6007,4.8647,5.2959
688,C,True,21.527,20.849,23.001,17.341,16.198,22.095,16.023,15.642,13.328,15.251
689,C,False,38.592,38.754,38.662,38.773,38.885,39.083,39.057,39.125,39.419,39.258
690,C,False,8.8055,8.0299,7.3928,8.2002,5.5532,6.7682,5.6797,6.9544,4.8185,6.0757
691,C,False,44.601,44.631,44.506,44.427,44.233,43.842,43.275,43.831,43.589,43.838
692,C,False,20.809,21.043,20.763,21.775,21.567,20.809,21.33,20.763,20.862,20.891
693,C,False,19.027,17.851,18.799,17.171,17.619,16.258,16.78,16.859,16.232,15.593
694,C,False,22.32,22.475,22.611,22.682,22.23,22.221,22.029,22.062,22.222,22.087
695,C,False,4.3296,4.0982,3.7752,4.6767,4.0953,4.0972,5.1209,5.182,5.3324,5.2894
696,C,True,10.334,10.52,10.759,10.254,10.54,10.311,10.446,9.7917,9.9909,10.599
697,C,False,9.2667,9.6794,10.232,11.383,9.9545,9.1802,9.586,10.963,9.4492,10.379
698,C,False,42.251,41.828,41.993,41.937,42.401,42.546,42.56,43.195,43.314,43.163
699,C,False,54.744,54.797,55.12,55.538,55.014,55.967,55.279,55.541,55.93,55.672
700,C,False,20.572,20.528,20.383,20.456,19.992,20.32,20.58,20.545,20.69,20.34
701,C,False,43.04,43.14,43.11,42.553,42.72,42.463,42.114,42.651,42.912,43.022
702,C,False,22.518,22.256,22.08,21.671,21.387,21.155,21.291,21.098,20.594,20.4
703,C,False,13.087,13.08,13.545,13.21,13.623,14.056,13.923,14.191,14.351,13.952
704,C,True,4.1167,4.4598,4.5279,4.9136,3.5719,3.7502,3.2005,4.1208,4.3536,4.6112
705,C,False,31.606,31.129,32.153,33.774,33.898,32.08,30.757,32.755,30.95,32.414
706,C,False,3.6907,5.7908,5.598,6.8652,6.5789,5.5326,8.0,13.517,12.826,13.691
707,C,False,6.0269,6.0115,6.4742,7.0418,7.1777,8.0011,8.1477,8.32,7.9897,7.5849
708,C,False,27.448,27.956,25.971,24.698,23.607,23.33,24.528,23.849,25.177,25.437
709,C,False,27.793,26.614,26.431,26.163,26.425,27.347,26.995,27.741,27.148,27.159
710,C,False,4.7123,5.8676,5.4798,4.2075,5.689,7.5577,5.8473,4.6787,5.4092,5.2249
711,C,True,18.651,15.75,18.521,16.96,17.952,18.659,23.555,16.178,19.313,16.724
712,C,False,17.835,17.961,17.799,18.171,18.343,18.41,18.506,18.284,18.243,18.7
713,C,False,14.218,13.924,13.874,13.8,13.762,13.885,13.857,13.998,14.056,14.094
714,C,False,21.412,21.449,21.668,20.927,20.886,21.413,20.871,21.043,20.163,20.433
715,C,False,19.445,18.371,17.934,19.02,18.57,18.115,19.028,19.375,19.911,18.891
716,C,False,24.48,24.99,24.832,24.158,25.01,24.175,23.764,24.223,23.793,22.814
717,C,False,27.141,27.452,27.058,26.986,27.698,27.359,27.355,27.854,27.415,27.872
718,C,False,21.774,21.53,21.85,21.681,21.52,21.799,21.555,21.206,20.969,20.832
719,C,False,47.502,47.37,47.316,46.333,47.055,47.074,46.894,46.481,47.173,47.776
720,C,False,1.5588,1.2675,1.7744,0.87811,0.87364,0.62245,0.27724,0.11153,0.43518,0.61127
721,C,False,25.494,25.354,25.373,25.858,26.905,26.384,25.829,26.033,26.173,26.159
722,C,False,26.374,26.937,26.76,27.123,26.611,26.912,26.336,26.401,26.83,26.321
723,C,False,33.243,32.665,34.459,33.821,34.236,33.361,32.739,31.495,32.003,31.209
724,C,False,16.158,14.961,15.191,15.427,15.999,13.615,14.11,15.894,15.358,15.639
725,C,False,6.7055,7.2202,6.7665,6.5887,6.6794,6.2718,5.9137,5.7383,5.3712,5.3189
726,C,False,27.842,26.352,25.38,25.666,25.023,25.455,24.257,26.138,26.588,27.302
727,C,False,27.603,27.688,27.685,27.95,27.929,27.9,27.757,27.778,27.859,27.917
728,C,False,39.32,37.749,37.793,37.836,38.344,38.601,38.58,39.448,38.424,38.803
729,C,False,38.858,39.436,39.233,54.224,39.76,39.752,39.731,39.719,39.677,39.665
730,C,False,19.459,19.609,19.696,19.141,19.577,19.373,19.82,19.434,19.824,19.216
731,C,False,27.305,27.852,27.983,27.034,28.127,27.611,27.847,27.938,27.959,27.793
732,C,False,38.754,39.013,39.087,39.159,39.025,39.089,39.106,38.984,39.212,39.362
733,C,False,20.616,20.543,20.335,20.697,21.111,20.893,20.921,20.617,20.304,20.795
734,C,False,20.365,20.894,20.675,20.871,20.646,20.635,20.798,20.72,20.664,20.913
735,C,False,2.7898,2.6518,3.1113,3.6338,3.0571,2.8302,2.5641,2.5545,2.6248,2.7443
736,C,False,26.297,26.047,26.283,25.864,25.883,25.319,24.709,24.962,24.824,24.683
737,C,False,33.268,33.01,33.48,33.434,33.486,33.028,32.854,33.231,34.858,34.343
738,C,False,26.363,26.177,24.961,25.207,25.853,25.05,25.776,25.811,26.616,26.383
739,C,False,10.724,10.749,17.22,34.116,30.257,32.682,35.711,43.515,39.118,40.637
740,C,False,33.02,32.358,31.466,31.615,31.472,31.266,31.77,32.215,33.077,32.991
741,C,False,37.661,37.942,38.497,37.714,37.967,38.087,38.068,37.992,37.372,37.713
742,C,False,8.9997,8.4463,8.3752,8.4802,8.5766,8.1461,8.4262,8.4029,8.761,8.4383
743,C,False,19.461,20.094,19.455,19.386,19.416,19.206,19.804,19.503,19.533,20.326
744,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.375,5.036,12.86
745,C,False,2.2444,2.871,3.4991,3.3702,2.1169,3.3007,2.8234,3.8232,3.7018,5.0329
746,C,False,45.194,44.604,46.105,45.224,45.128,44.712,44.888,45.54,45.45,46.298
747,C,False,27.327,25.635,24.311,26.099,26.237,30.955,27.717,26.73,25.966,20.922
748,C,False,21.671,21.424,22.645,21.705,21.717,22.451,23.496,23.231,22.362,22.806
749,C,False,40.825,40.209,43.944,38.841,38.578,40.601,37.106,37.911,38.144,40.554
750,C,False,31.683,30.595,31.294,31.075,30.672,32.37,33.395,33.078,32.744,32.87
751,C,False,32.56,32.729,32.712,32.94,33.051,33.333,33.078,33.357,32.853,33.563
752,C,False,3.7227,3.9968,3.9405,3.9349,4.1662,4.2528,3.6724,3.5911,4.1202,3.8466
753,C,False,33.801,33.847,33.884,35.392,35.765,38.365,36.333,33.973,35.579,35.949
754,C,False,46.244,46.36,46.426,46.509,47.098,47.739,47.741,47.782,47.953,47.832
755,C,False,18.651,15.75,18.521,16.96,17.952,18.659,23.555,16.178,19.313,16.724
756,C,False,41.25,41.526,41.609,41.416,41.565,41.496,41.94,41.489,41.459,41.404
757,C,False,41.174,41.09,41.3,41.435,41.562,41.632,41.19,40.934,40.843,40.967
758,C,False,29.772,23.075,24.358,23.493,23.696,24.885,21.784,22.801,20.313,19.604
759,C,False,35.235,35.385,35.633,35.776,35.595,35.916,36.268,36.05,36.195,36.169
760,C,False,6.5696,6.9865,6.2326,6.2338,6.4427,5.7235,6.5252,6.6796,6.5002,6.4768
761,C,False,36.364,19.014,30.62,20.991,17.161,19.586,40.75,24.291,33.111,28.905
762,C,False,12.492,12.224,12.198,12.645,12.798,12.978,13.429,12.718,13.515,12.579
763,C,False,44.045,44.37,44.191,44.304,43.912,43.58,43.64,43.588,43.339,43.2
764,C,False,17.249,16.71,16.463,16.865,16.367,16.704,15.679,15.96,16.084,15.939
765,C,False,13.375,10.901,12.732,10.761,11.535,12.699,12.646,12.939,12.845,12.075
766,C,False,8.6482,8.6772,9.1392,8.7909,8.783,8.9436,9.2406,9.3334,9.9582,10.259
767,C,False,12.223,12.352,11.831,12.805,13.042,12.226,11.029,10.556,10.83,10.752
768,C,False,0.0,0.0,42.857,16.667,0.0,0.0,7.4468,19.008,2.7027,4.878
769,C,False,33.952,34.026,33.354,33.492,33.01,33.211,33.547,33.534,32.908,33.255
770,C,False,19.823,19.806,20.215,20.033,19.93,20.239,20.027,19.545,19.286,19.132
771,C,False,24.51,25.141,25.26,25.156,25.16,24.865,25.173,25.09,24.661,24.852
772,C,True,16.095,15.996,17.386,17.284,16.524,17.129,16.882,17.871,18.362,18.527
773,C,False,19.976,19.89,20.508,20.047,20.236,20.501,20.712,20.715,20.339,19.759
774,C,False,32.103,31.491,30.674,29.874,31.198,31.094,29.773,31.933,32.079,31.352
775,C,False,15.774,15.861,16.037,16.077,15.635,16.207,15.97,16.184,16.556,16.46
776,C,False,24.829,24.653,24.841,24.734,24.57,24.102,24.32,24.763,24.609,24.275
777,C,False,4.1167,4.4598,4.5279,4.9136,3.5719,3.7502,3.2005,4.1208,4.3536,4.6112
778,C,False,49.586,44.057,45.424,44.464,42.658,43.996,43.334,45.147,41.642,45.774
779,C,False,24.792,24.511,24.282,24.674,24.273,24.156,24.646,25.19,25.015,23.997
780,C,False,54.064,53.723,53.602,53.322,53.492,53.742,53.584,53.47,53.452,53.377
781,C,False,34.017,34.056,33.571,34.568,34.697,33.472,33.496,33.541,33.413,32.182
782,C,False,22.615,18.443,21.039,22.463,19.551,17.531,16.705,16.094,15.717,16.687
783,C,False,19.354,20.068,20.041,19.472,19.78,19.977,20.262,19.612,19.556,19.343
784,C,False,0.76687,0.86705,2.3904,2.6243,1.8913,3.1579,3.352,3.4254,1.7778,2.5959
785,C,False,49.454,49.044,49.506,49.145,49.455,49.644,51.268,50.516,50.419,50.78
786,C,False,38.333,37.654,38.474,38.277,37.795,37.902,37.4,37.789,37.661,36.387
787,C,False,0.75791,0.97734,1.2125,0.95915,0.43259,0.54167,0.54743,0.50378,0.71109,0.69108
788,C,False,23.001,17.341,16.198,22.095,16.023,15.642,13.328,15.251,15.085,13.981
789,C,False,13.048,13.067,13.159,13.494,13.378,13.477,13.365,13.332,13.835,13.645
790,C,True,28.679,28.461,29.067,28.911,28.734,28.493,28.847,28.289,27.853,30.646
791,C,False,35.252,35.279,35.658,35.368,35.181,34.385,35.1,35.901,34.87,34.93
792,C,True,19.778,19.729,19.4,18.201,18.322,18.511,17.658,17.853,17.083,16.244
793,C,False,17.403,17.821,17.414,18.625,16.455,18.124,17.032,16.445,17.265,16.163
794,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,C,False,26.313,27.365,24.837,24.016,25.159,24.733,25.577,24.959,24.824,25.836
796,C,False,58.192,59.077,59.483,59.903,60.055,59.964,59.821,60.179,60.434,60.395
797,C,False,14.943,16.091,16.896,18.287,15.627,17.895,16.354,16.394,13.282,16.592
798,C,False,27.217,27.093,26.315,27.899,26.27,26.54,26.877,27.47,26.394,26.034
799,C,False,28.679,28.461,29.067,28.911,28.734,28.493,28.847,28.289,27.853,30.646
800,C,False,33.318,33.234,34.246,34.172,32.917,33.368,33.867,33.9,34.299,35.021
801,C,False,56.33,56.361,56.493,56.397,56.381,56.726,56.657,56.558,56.696,57.265
802,C,False,4.8522,3.8066,3.1644,3.8597,4.7319,4.0433,3.5177,4.1069,4.386,4.8509
803,C,False,39.829,40.232,39.848,39.08,39.554,39.219,38.765,38.235,37.523,37.949
804,C,False,30.631,30.234,31.242,30.871,31.219,31.047,30.982,30.503,31.469,31.191
805,C,False,53.103,52.009,52.64,52.411,51.424,51.957,53.016,51.711,55.04,51.087
806,C,False,4.6755,4.2902,3.4459,5.2671,3.6925,3.8231,3.7335,3.5379,4.0486,5.615
807,C,False,13.455,13.939,11.87,12.977,11.423,10.81,10.09,9.9908,12.732,11.539
808,C,False,33.341,33.197,33.248,33.259,33.253,33.483,33.073,32.937,33.046,33.103
809,C,False,6.8384,6.9683,6.7006,7.0146,7.0895,6.809,7.2722,6.9231,6.7453,7.5559
810,C,False,18.614,18.572,19.065,19.001,19.462,19.342,19.413,19.333,18.889,18.681
811,C,False,14.728,14.787,13.93,14.143,13.448,13.493,14.759,14.24,14.208,13.909
812,C,False,16.029,16.148,15.468,15.673,16.021,15.532,15.53,15.552,15.736,15.856
813,C,False,26.089,28.97,26.79,25.688,27.08,26.873,27.274,26.22,26.394,25.913
814,C,False,39.129,39.336,39.448,39.308,39.527,39.534,39.825,39.542,39.589,39.233
815,C,False,9.1094,9.0576,9.1747,8.9378,8.8522,8.4065,9.9853,10.276,10.64,10.761
816,C,False,48.223,48.598,48.398,47.445,46.255,47.62,45.356,44.714,43.093,43.47
817,C,False,19.778,19.729,19.4,18.201,18.322,18.511,17.658,17.853,17.083,16.244
818,C,False,13.328,12.397,12.478,13.067,13.151,13.108,12.526,12.507,12.328,12.571
819,C,False,26.343,26.05,25.432,25.511,25.624,25.579,25.651,25.926,25.607,25.411
820,C,False,45.658,46.467,46.201,46.304,45.941,46.823,46.15,45.923,46.129,46.663
821,C,False,25.118,25.938,26.487,26.501,26.28,26.164,26.247,25.293,26.473,25.492
822,C,False,13.858,14.223,14.012,13.94,14.122,14.945,15.13,15.171,15.315,15.339
823,C,False,10.334,10.52,10.759,10.254,10.54,10.311,10.446,9.7917,9.9909,10.599
824,B,True,35.518,36.045,35.567,35.173,34.502,34.55,32.203,33.233,32.565,32.231
825,B,False,33.25,34.172,34.294,35.433,34.075,33.922,33.795,34.857,34.983,34.639
826,B,False,5.4138,4.939,5.6926,5.6404,5.1009,4.5991,4.751,6.6415,8.2341,8.5138
827,B,False,0.58442,0.41074,0.69009,0.50939,0.3714,0.30423,0.81843,1.3534,1.0551,0.91855
828,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.308,18.644
829,B,True,33.746,33.134,32.131,32.113,32.527,31.691,31.077,32.34,32.735,32.289
830,B,False,31.945,32.098,29.834,29.631,29.246,29.742,30.753,30.165,29.8,31.322
831,B,False,34.863,33.914,33.33,33.279,34.08,34.444,34.479,34.065,34.257,33.643
832,B,False,24.786,23.618,23.891,10.312,14.65,13.723,12.167,8.871,10.383,21.308
833,B,False,4.2983,4.0127,4.7017,5.2504,5.096,5.5398,5.5251,6.2538,5.2029,5.197
834,B,True,42.053,42.42,40.239,41.323,39.51,38.194,38.215,39.255,38.67,38.25
835,B,False,66.647,65.429,65.185,65.185,65.427,65.506,65.805,65.672,65.793,66.157
836,B,True,2.987,4.2501,2.9833,4.1978,4.1087,3.9215,3.8209,3.2279,4.6675,3.9208
837,B,False,5.8764,7.6718,6.9091,6.291,5.0129,5.6973,6.7253,6.0153,4.7914,4.8071
838,B,False,11.869,12.078,10.366,10.99,10.769,29.016,33.41,9.8196,10.049,10.789
839,B,True,13.307,12.398,13.179,13.707,13.456,12.603,12.395,11.158,12.285,11.366
840,B,True,35.519,35.822,36.178,35.569,35.451,36.022,36.522,36.437,36.673,35.895
841,B,True,33.556,24.189,25.298,26.686,38.792,24.466,23.881,22.988,36.891,23.368
842,B,True,11.149,10.945,10.482,10.509,10.921,10.08,10.812,10.185,10.802,11.398
843,B,False,4.0536,4.3245,4.4451,4.8454,5.0637,4.7821,5.1006,5.0443,4.7926,5.2566
844,B,False,8.6246,8.3696,5.9983,7.1716,6.6235,7.3513,9.5751,9.9545,10.259,9.2136
845,B,True,9.8686,10.253,9.8793,10.286,10.212,9.921,10.677,10.461,9.5812,9.9728
846,B,True,17.459,15.562,16.441,14.901,15.024,14.432,14.568,14.304,14.747,13.131
847,B,False,25.86,26.749,28.214,27.724,26.71,26.858,28.215,26.877,24.347,25.891
848,B,True,22.775,22.897,22.481,21.376,21.745,22.789,23.782,24.743,22.998,22.066
849,B,True,21.602,21.277,20.719,20.046,20.176,20.893,21.542,21.386,21.86,20.894
850,B,True,9.638,9.2706,9.2469,8.2722,8.9183,8.6075,8.6302,9.7064,8.8077,9.3245
851,B,True,5.0932,5.5105,4.4618,4.9049,5.0897,5.2018,4.9682,4.7606,4.8473,4.6441
852,B,True,33.028,33.184,32.689,33.239,33.75,33.421,34.388,34.228,34.361,33.912
853,B,True,34.608,34.904,36.819,34.494,33.78,32.867,32.759,33.493,32.586,33.728
854,B,True,57.283,56.58,57.011,55.817,55.632,56.067,55.497,54.869,54.891,56.358
855,B,True,40.354,36.745,35.731,35.975,36.325,37.392,32.732,28.269,28.987,29.7
856,B,False,38.342,38.469,38.822,38.287,38.223,38.403,38.311,38.683,39.53,39.41
857,B,False,37.38,37.391,37.286,38.103,38.452,37.785,39.112,38.912,38.129,37.026
858,B,True,3.3243,3.384,3.477,3.0251,3.1643,3.2755,3.0201,2.9538,3.2884,2.5492
859,B,False,4.4336,4.1917,4.3218,4.1422,3.8911,4.51,4.3033,4.24,4.0444,4.0308
860,B,False,18.091,17.788,17.894,22.182,22.153,21.757,17.634,18.603,15.587,17.055
861,B,True,13.224,13.27,14.079,12.904,12.719,12.266,12.645,13.677,13.112,13.55
862,B,True,18.994,20.136,20.78,21.177,20.492,18.991,21.967,21.3,20.515,23.355
863,B,False,3.9344,3.3659,3.5831,3.9216,4.1537,5.1948,7.0962,4.1841,5.573,6.348
864,B,False,5.4749,4.3371,4.7775,3.9698,4.0411,4.3949,3.2468,4.2001,3.2797,5.1008
865,B,False,6.3011,5.4637,5.6751,6.3372,5.8847,5.521,5.6184,5.3099,4.8978,4.5214
866,B,True,42.442,42.725,41.325,40.921,43.993,39.631,40.694,39.165,39.026,38.957
867,B,False,11.672,11.013,11.618,11.339,11.922,11.671,11.213,10.601,10.795,10.887
868,B,True,23.174,23.398,20.941,20.391,20.744,21.361,19.4,17.644,29.426,20.181
869,B,True,22.193,20.316,20.946,20.164,22.661,24.039,21.658,25.074,29.003,25.912
870,B,True,0.0,11.047,16.782,28.339,36.967,33.737,40.236,37.519,43.77,43.584
871,B,True,44.165,44.062,43.615,43.534,42.167,40.414,44.818,43.17,42.213,43.066
872,B,False,2.7047,2.4242,1.772,1.7313,2.4756,1.5898,1.6971,1.8386,2.1094,1.8306
873,B,False,20.609,20.551,21.036,20.429,19.038,20.257,19.488,18.374,16.356,17.031
874,B,False,3.7945,4.7382,4.5161,4.6569,4.739,3.2392,5.3167,3.1674,4.8055,3.5129
875,B,False,27.749,28.549,28.076,28.938,27.882,26.198,26.643,27.15,26.882,26.6
876,B,False,52.929,51.557,51.865,52.978,51.125,46.376,47.948,48.372,49.515,51.2
877,B,False,33.463,34.862,35.938,35.745,35.835,35.987,36.781,35.941,36.612,37.23
878,B,False,35.273,35.043,34.115,34.599,36.061,35.103,33.218,35.264,32.075,30.363
879,B,False,28.361,28.792,29.546,29.59,29.169,30.116,29.903,29.768,30.184,31.434
880,B,True,27.057,27.549,28.487,24.983,25.858,26.143,26.489,26.662,29.605,30.452
881,B,True,4.1973,3.2389,3.1395,4.038,3.6315,4.5916,4.1667,4.4356,4.457,6.853
882,B,False,6.442,5.0738,4.9044,4.6987,5.1988,5.1408,6.2032,6.2724,4.5483,5.3456
883,B,False,8.7101,8.5069,7.8574,8.6433,7.4391,7.729,8.1419,8.3779,9.1555,9.6481
884,B,True,20.725,20.558,20.142,20.232,20.147,20.069,19.92,19.923,19.801,19.971
885,B,False,62.118,62.602,62.007,62.312,62.057,62.009,62.509,61.637,61.666,60.808
886,B,True,20.217,20.84,18.329,18.058,19.451,16.335,17.809,14.854,10.009,10.213
887,B,False,4.1965,4.4196,3.6539,4.7855,4.9542,4.5223,4.2802,4.8206,5.2987,5.152
888,B,False,11.854,12.944,11.863,11.686,9.7438,9.7461,7.851,7.3893,9.2886,8.1909
889,B,True,17.467,18.97,18.962,19.862,25.939,31.235,26.448,29.048,30.233,25.529
890,B,False,16.119,19.424,17.697,19.92,11.144,12.725,23.407,14.251,15.113,18.182
891,B,False,18.415,18.643,19.357,19.546,21.145,20.29,20.063,20.185,21.476,20.205
892,B,True,7.4738,8.2257,7.3936,7.644,7.5164,8.7594,6.0714,5.9976,7.0344,8.1193
893,B,False,33.628,34.995,35.056,34.391,34.699,34.978,33.386,35.495,35.99,37.826
894,B,False,37.349,36.53,35.436,35.031,36.333,35.44,36.359,36.449,36.946,36.935
895,B,False,15.625,14.019,15.79,15.819,14.87,15.082,14.398,14.679,15.234,14.996
896,B,False,67.618,67.229,66.085,66.364,66.207,66.561,65.944,66.077,65.678,66.167
897,B,False,46.326,46.418,45.052,45.254,42.45,42.595,42.865,42.788,42.462,43.975
898,B,False,11.372,10.583,10.929,12.186,12.523,11.711,12.381,13.239,12.832,13.049
