,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5,MEANGAM_6,MEANGAM_7,MEANGAM_8,MEANGAM_9,MEANGAM_10
573,M,True,33.94,34.123,32.945,32.843,32.773,31.591,32.027,31.371,31.351,31.627
574,M,False,32.945,32.843,32.773,31.591,32.027,31.371,31.351,31.627,31.609,31.614
575,M,False,41.974,41.852,41.953,41.979,41.673,41.332,41.457,41.678,42.008,41.983
576,M,True,43.553,43.753,42.934,43.056,41.961,42.849,43.16,43.112,42.595,42.805
577,M,False,41.462,42.186,42.175,42.255,41.265,41.601,41.536,41.112,41.275,41.223
578,M,False,53.438,53.433,53.664,53.709,53.869,54.009,54.15,54.393,54.571,54.576
579,M,False,37.334,37.679,37.04,37.109,36.802,37.075,37.408,37.059,36.741,36.979
580,M,False,40.476,40.535,40.043,39.162,40.424,40.724,39.708,39.648,39.837,40.0
581,M,False,46.173,46.396,46.779,46.76,46.999,47.248,47.446,47.692,47.604,47.529
582,M,False,32.652,32.801,32.616,32.85,32.658,32.827,32.681,32.521,32.458,32.416
583,M,False,46.334,46.347,45.905,45.925,46.19,46.401,46.026,45.754,45.655,45.724
584,M,False,41.374,41.651,41.729,41.755,41.51,41.295,41.405,41.246,41.245,41.109
585,M,True,35.0,35.124,35.036,35.282,35.37,35.538,35.561,35.598,35.658,35.479
586,M,False,33.698,33.878,33.993,33.871,34.085,33.82,33.834,33.968,33.884,33.647
587,M,False,49.305,49.165,49.069,48.962,48.906,48.863,48.904,48.882,48.969,48.755
588,M,True,57.445,57.433,57.405,57.282,57.067,57.178,57.021,57.081,56.836,56.843
589,M,False,57.067,57.178,57.021,57.081,56.836,56.843,56.951,56.91,56.974,56.893
590,M,True,47.052,47.051,46.92,47.304,47.197,47.022,47.131,47.082,46.843,47.111
591,M,False,46.688,46.551,46.89,46.608,46.626,46.614,46.191,46.506,46.21,46.681
592,M,False,46.89,46.608,46.626,46.614,46.191,46.506,46.21,46.681,46.619,46.392
593,M,True,44.914,44.956,45.409,45.343,45.268,45.4,45.694,45.676,45.776,45.635
594,M,False,43.759,43.865,43.849,43.737,43.846,43.774,43.74,44.061,43.926,44.526
595,M,True,31.247,29.219,29.765,30.517,29.818,29.709,29.645,30.818,30.172,30.757
596,M,False,31.212,31.296,30.526,30.676,30.658,31.13,29.353,30.662,30.236,29.101
597,M,True,49.438,50.116,49.898,48.519,47.974,48.559,49.443,48.726,48.315,47.645
598,M,True,47.377,47.27,47.295,47.614,47.932,48.193,48.125,47.627,48.106,48.042
599,M,False,46.141,45.836,45.185,45.852,45.351,45.436,45.344,45.306,45.623,45.113
600,M,True,45.436,44.707,44.637,45.462,45.779,45.281,44.852,44.649,45.073,45.193
601,M,False,45.151,44.576,43.835,43.2,43.933,43.691,43.482,42.421,42.317,42.987
602,M,False,42.143,42.201,42.38,43.001,42.735,42.686,42.389,42.832,42.567,42.275
603,M,False,45.403,45.288,46.17,45.679,45.407,45.729,45.887,45.873,45.538,45.906
604,M,False,48.499,48.708,48.75,48.797,48.716,48.682,48.222,48.439,48.724,48.728
605,M,False,57.237,57.154,57.145,57.079,57.21,57.078,57.12,57.333,57.102,57.267
606,M,True,61.002,61.184,61.159,61.317,61.47,61.352,61.353,61.54,61.578,61.638
607,M,True,61.833,61.546,61.688,61.509,61.339,61.311,61.121,61.396,61.349,61.432
608,M,False,61.339,61.311,61.121,61.396,61.349,61.432,61.618,61.844,61.811,61.947
609,M,False,61.618,61.844,61.811,61.947,61.826,61.741,61.85,61.697,61.514,61.298
610,M,False,61.811,61.947,61.826,61.741,61.85,61.697,61.514,61.298,61.214,61.284
611,M,False,61.284,61.334,61.281,61.155,60.984,60.93,60.928,60.971,60.93,60.971
612,M,False,60.812,60.904,60.806,60.92,60.927,60.889,60.77,60.865,60.852,60.83
613,M,False,60.598,60.799,60.939,60.791,60.875,60.795,60.73,60.619,60.733,60.622
614,M,True,59.978,59.612,59.513,59.242,59.185,58.983,58.844,58.939,59.092,59.181
615,M,True,55.361,55.219,55.285,55.07,55.13,54.889,54.682,54.739,54.837,54.502
616,M,False,54.717,54.539,54.429,54.42,54.149,54.246,54.453,54.593,54.489,54.38
617,M,True,51.763,51.392,51.376,51.626,51.518,51.705,51.817,51.635,51.606,51.733
618,M,False,51.376,51.626,51.518,51.705,51.817,51.635,51.606,51.733,51.664,51.792
619,M,True,47.12,47.259,47.072,47.421,47.122,46.705,47.021,46.69,47.013,47.036
620,M,False,47.062,46.917,47.351,47.269,47.175,46.852,47.114,46.903,46.718,46.698
621,M,False,47.114,46.903,46.718,46.698,46.724,46.572,46.343,46.84,46.732,46.302
622,M,True,45.871,45.23,45.149,45.11,45.323,45.48,45.253,44.715,44.918,44.481
623,M,True,43.318,42.963,42.914,42.883,42.403,42.954,42.874,43.241,42.885,42.788
624,M,False,43.021,42.638,42.539,43.037,42.462,43.173,43.234,43.428,43.125,43.464
625,M,False,43.638,43.701,43.671,43.058,43.141,43.627,43.826,43.538,43.475,43.581
626,M,True,42.094,42.393,42.336,41.983,42.15,42.024,41.94,42.278,42.053,42.645
627,M,False,41.966,41.926,42.149,42.618,41.826,41.827,42.12,42.012,41.84,41.934
628,M,True,41.004,40.834,40.867,40.821,40.831,40.818,41.225,41.274,41.402,41.164
629,M,False,41.676,41.591,41.399,41.236,41.157,41.318,41.038,41.393,41.054,41.354
630,M,False,44.386,44.301,44.515,44.498,44.699,44.506,44.3,44.502,44.515,45.082
631,M,False,29.503,29.528,31.886,29.597,32.959,33.377,31.985,33.219,33.276,34.047
632,M,False,35.961,35.846,35.505,35.657,35.601,35.128,35.299,35.73,35.812,35.298
633,M,False,49.872,49.93,50.005,49.796,49.281,49.524,49.397,49.511,49.823,49.345
634,M,False,36.019,36.441,35.584,35.315,36.162,36.338,36.108,35.736,36.511,37.019
635,M,False,54.203,54.13,54.426,54.543,54.414,54.665,54.558,54.818,55.194,55.393
636,M,False,37.955,37.939,37.855,38.013,38.012,38.551,38.465,38.593,38.833,38.594
637,C,True,39.427,39.602,39.408,39.51,39.62,39.216,38.957,39.094,38.979,39.106
638,C,True,45.168,45.543,43.819,42.983,43.758,43.791,44.124,43.194,42.994,43.865
639,C,False,26.687,26.898,26.863,27.318,27.218,27.085,26.505,27.013,27.268,27.415
640,C,False,31.282,31.244,31.708,31.229,32.139,32.702,32.127,32.643,32.487,32.182
641,C,False,30.092,30.199,30.063,30.039,30.251,29.907,29.704,29.56,29.223,29.279
642,C,False,25.054,27.388,25.758,27.645,27.482,24.993,26.268,24.837,26.922,25.68
643,C,False,40.2,40.94,41.582,40.172,39.573,39.779,39.13,37.814,37.456,37.68
644,C,False,41.8,43.776,40.628,40.226,39.692,41.453,40.346,40.317,41.391,40.795
645,C,False,55.036,53.763,54.391,55.493,54.636,55.247,55.086,54.672,53.886,53.032
646,C,True,49.637,49.68,49.751,49.754,49.807,49.829,49.803,49.908,49.934,50.095
647,C,False,40.651,40.434,40.418,40.284,40.323,40.504,40.406,40.172,39.905,40.009
648,C,False,55.304,54.883,54.47,54.707,54.655,54.615,54.446,55.291,55.44,55.591
649,C,False,31.004,32.325,32.702,31.478,30.704,31.105,32.198,30.656,30.9,30.711
650,C,False,37.275,37.477,37.381,36.942,37.172,37.143,37.427,37.191,37.32,36.948
651,C,True,28.246,28.103,28.299,28.665,27.566,28.68,28.712,28.867,28.742,30.389
652,C,True,40.943,40.865,40.879,41.135,40.593,40.649,40.493,40.523,40.679,40.859
653,C,False,39.091,39.081,38.486,38.328,38.31,38.25,38.565,38.342,38.889,38.935
654,C,False,44.56,43.826,43.449,42.944,42.781,42.19,42.294,42.353,42.514,43.029
655,C,False,31.584,31.315,31.348,31.697,31.916,31.43,31.743,32.048,31.835,31.909
656,C,True,36.13,36.273,36.525,36.376,36.911,36.411,36.63,35.866,36.02,35.933
657,C,False,58.411,59.054,59.206,58.983,58.88,58.776,58.951,59.185,59.027,58.912
658,C,False,50.95,50.785,50.493,50.126,49.862,49.829,49.984,49.354,49.274,49.069
659,C,False,35.436,35.198,35.181,34.65,34.543,34.733,34.338,34.796,34.981,34.894
660,C,False,36.887,39.267,38.757,37.116,37.318,35.702,35.099,34.378,33.518,34.52
661,C,False,40.375,40.28,40.26,40.351,40.344,40.602,40.527,40.487,40.702,40.596
662,C,False,34.248,34.01,34.106,34.04,33.956,33.795,33.777,33.84,33.827,33.82
663,C,True,55.204,55.678,55.701,55.451,55.316,55.517,55.068,55.388,55.634,55.677
664,C,False,32.358,32.357,32.5,32.327,32.382,32.483,32.495,32.642,32.393,32.42
665,C,False,37.351,37.881,38.43,37.912,37.904,37.762,38.982,38.35,37.321,37.001
666,C,False,47.112,46.856,46.163,45.462,45.058,45.027,44.709,44.694,44.78,44.409
667,C,False,36.192,36.021,36.106,36.299,36.0,36.059,35.983,35.687,36.176,35.955
668,C,True,45.773,45.903,46.134,46.002,46.486,46.37,46.404,46.414,46.409,46.683
669,C,False,34.207,33.762,33.672,33.073,33.643,33.797,32.856,32.966,33.883,33.708
670,C,False,57.535,57.85,57.541,57.652,57.779,57.696,57.379,57.327,57.135,57.112
671,C,False,36.13,36.273,36.525,36.376,36.911,36.411,36.63,35.866,36.02,35.933
672,C,False,0.0,38.242,38.615,19.509,27.233,16.064,25.761,20.995,22.891,16.916
673,C,True,48.461,48.498,48.601,48.643,48.727,48.791,48.882,48.824,48.655,48.527
674,C,False,51.633,50.713,50.508,51.464,46.173,50.681,50.395,49.274,45.842,49.378
675,C,False,34.048,34.589,35.085,34.862,33.973,34.678,34.819,33.686,33.199,33.148
676,C,False,44.873,44.526,45.42,44.505,45.236,46.182,46.24,46.573,47.457,47.738
677,C,False,32.032,31.578,31.295,31.183,30.897,29.731,30.383,30.467,30.644,29.992
678,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,C,False,40.278,39.962,39.833,40.277,40.234,39.982,39.982,40.207,40.434,40.561
680,C,False,46.215,46.158,46.191,46.388,46.412,46.392,46.253,46.625,46.467,46.511
681,C,False,22.011,22.109,21.866,22.08,21.917,21.84,21.858,22.311,22.018,21.919
682,C,False,50.889,50.743,51.018,50.829,50.804,51.004,51.005,51.086,51.148,51.017
683,C,False,38.028,38.399,38.423,38.321,38.288,38.292,38.4,38.455,38.804,38.838
684,C,False,29.72,29.876,29.84,29.978,30.231,30.124,30.17,30.261,30.204,29.49
685,C,False,31.619,31.823,31.703,31.641,31.717,31.838,31.927,31.886,31.722,31.954
686,C,False,29.055,28.98,29.058,28.836,28.837,29.075,29.335,29.317,29.559,29.341
687,C,False,27.546,27.496,27.538,27.436,27.135,27.068,27.003,27.126,27.223,27.283
688,C,True,38.655,38.448,40.289,35.406,35.682,38.063,35.966,34.44,32.621,33.862
689,C,False,47.325,47.366,47.374,47.505,47.547,47.638,47.505,47.648,47.737,47.567
690,C,False,29.902,30.16,29.473,29.705,29.003,29.432,29.187,29.959,29.35,29.706
691,C,False,50.527,50.583,50.399,50.329,50.298,50.165,49.738,50.068,50.091,50.044
692,C,False,36.999,37.4,38.457,37.773,37.891,37.635,37.933,37.791,37.876,37.833
693,C,False,39.447,38.849,39.227,38.313,38.884,38.613,38.513,38.902,38.621,38.626
694,C,False,39.077,39.03,39.132,39.018,38.731,38.703,38.736,38.717,38.953,38.787
695,C,False,27.199,27.075,26.775,27.354,26.716,26.809,27.359,27.333,27.402,27.514
696,C,True,31.024,31.085,31.133,30.962,31.176,31.105,31.158,30.823,30.901,31.239
697,C,False,29.059,29.155,29.721,29.977,29.246,29.207,29.296,29.475,29.178,29.29
698,C,False,52.09,51.942,52.023,52.091,52.427,52.615,52.623,52.988,53.095,53.258
699,C,False,58.358,58.401,58.568,58.823,58.715,59.039,59.001,58.98,59.125,59.031
700,C,False,39.334,39.428,39.382,39.452,39.287,39.502,39.625,39.695,39.649,39.527
701,C,False,54.517,54.469,54.359,54.215,53.92,53.851,53.66,54.019,54.25,54.406
702,C,False,38.745,38.818,38.818,38.403,38.16,37.807,38.039,37.914,37.534,37.459
703,C,False,32.953,32.843,32.992,32.875,32.959,33.258,33.12,33.052,33.015,32.834
704,C,True,25.367,25.554,25.954,25.995,25.665,25.83,25.429,25.947,26.003,26.119
705,C,False,43.723,43.601,43.849,44.774,44.562,44.146,43.401,44.314,43.84,43.714
706,C,False,33.124,32.768,33.059,34.347,34.196,33.95,35.55,39.015,39.227,39.975
707,C,False,31.34,31.659,31.767,32.096,32.434,32.791,32.881,33.309,32.923,32.72
708,C,False,39.405,39.783,38.608,38.244,37.597,37.546,38.085,37.689,37.967,38.495
709,C,False,41.668,41.033,41.0,41.185,40.949,41.279,41.07,41.493,41.427,41.435
710,C,False,28.455,28.845,28.778,27.859,28.946,29.708,28.859,28.181,28.337,28.207
711,C,True,33.755,32.464,33.403,32.895,33.023,33.292,34.765,32.967,34.316,33.327
712,C,False,36.579,36.561,36.519,36.886,36.844,36.789,36.826,36.467,36.584,36.787
713,C,False,34.186,34.066,34.069,33.871,33.943,33.918,33.963,33.838,33.822,33.848
714,C,False,39.746,39.869,39.79,39.406,39.156,39.125,39.096,39.103,38.541,38.577
715,C,False,40.438,39.935,39.766,40.435,40.209,39.933,40.432,40.555,40.721,40.048
716,C,False,40.955,41.752,41.53,41.406,42.062,41.417,41.938,41.76,41.539,40.967
717,C,False,44.51,44.368,44.378,44.27,44.797,44.622,44.652,45.041,44.833,45.236
718,C,False,37.154,37.077,37.376,37.449,37.379,37.419,37.394,37.307,37.225,37.254
719,C,False,52.379,52.262,52.338,51.808,52.261,52.174,52.105,51.985,52.076,52.417
720,C,False,24.911,24.82,25.055,24.515,24.656,24.222,24.249,23.898,24.081,24.087
721,C,False,39.427,39.602,39.408,39.51,39.62,39.216,38.957,39.094,38.979,39.106
722,C,False,40.493,40.523,40.679,40.859,40.593,40.668,40.45,40.286,40.445,40.447
723,C,False,44.099,43.826,44.864,44.707,44.93,44.434,44.323,43.678,43.96,43.748
724,C,False,36.595,36.096,36.261,36.074,36.061,35.158,35.148,36.01,35.999,36.119
725,C,False,30.63,31.062,30.794,30.853,31.014,30.606,30.348,30.259,30.212,30.248
726,C,False,45.154,43.732,43.18,43.118,43.545,43.126,42.456,42.733,43.34,43.981
727,C,False,41.533,41.567,41.511,41.628,41.562,41.565,41.592,41.647,41.667,41.73
728,C,False,49.52,49.063,49.111,49.358,49.464,49.953,49.898,50.368,49.884,49.866
729,C,False,49.562,49.787,49.715,55.62,49.78,49.829,49.906,49.951,49.984,49.836
730,C,False,36.033,36.276,36.497,36.351,36.637,36.558,36.87,36.777,37.182,36.854
731,C,False,44.494,44.703,44.791,44.691,45.161,44.634,44.719,45.026,44.905,44.572
732,C,False,49.637,49.68,49.751,49.754,49.807,49.829,49.803,49.908,49.934,50.095
733,C,False,37.593,37.615,37.573,37.659,37.727,37.568,37.669,37.512,37.249,37.525
734,C,False,40.107,40.34,40.277,40.308,40.127,40.107,40.135,39.98,39.897,39.906
735,C,False,27.076,26.892,27.153,27.382,27.086,26.962,26.907,27.135,27.249,27.454
736,C,False,41.36,40.935,41.42,41.122,41.303,41.121,40.88,40.993,40.645,40.583
737,C,False,46.385,46.215,46.194,45.988,45.798,45.792,45.82,45.823,46.345,46.248
738,C,False,40.507,40.274,39.874,40.12,40.387,39.966,40.43,40.523,40.83,40.549
739,C,False,33.826,34.439,36.631,42.607,42.413,44.607,45.535,47.563,46.076,47.404
740,C,False,48.222,47.774,47.431,47.731,47.716,47.822,47.751,48.079,48.414,48.615
741,C,False,49.281,49.416,49.484,49.255,49.129,49.233,49.235,49.369,49.019,49.211
742,C,False,31.514,31.078,31.049,31.236,30.945,30.761,31.079,30.964,31.131,30.928
743,C,False,35.789,36.29,36.228,36.221,36.212,36.276,36.425,36.502,36.403,36.792
744,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.29,25.003,22.661
745,C,False,28.246,28.103,28.299,28.665,27.566,28.68,28.712,28.867,28.742,30.389
746,C,False,52.472,52.04,53.008,52.587,52.313,51.94,52.18,52.649,52.653,52.837
747,C,False,43.598,43.103,42.887,43.547,43.275,43.631,41.791,41.523,41.376,39.909
748,C,False,38.566,38.637,39.269,38.862,38.8,39.137,39.544,39.562,39.21,39.227
749,C,False,47.727,47.191,49.425,46.693,46.377,47.392,46.002,45.854,46.142,46.499
750,C,False,47.086,46.936,47.002,46.941,47.237,47.542,47.715,48.022,48.173,47.979
751,C,False,45.773,45.903,46.134,46.002,46.486,46.37,46.404,46.414,46.409,46.683
752,C,False,29.243,29.214,29.211,29.212,29.4,29.295,29.134,28.904,29.068,29.052
753,C,False,48.744,48.476,48.169,49.936,50.196,51.608,50.254,48.632,50.524,50.356
754,C,False,53.205,53.251,53.212,53.356,53.678,53.894,54.087,54.164,54.228,54.248
755,C,False,33.755,32.464,33.403,32.895,33.023,33.292,34.765,32.967,34.316,33.327
756,C,False,50.307,50.431,50.328,50.218,50.315,50.123,50.253,50.208,50.027,50.123
757,C,False,52.007,51.922,52.198,52.114,52.264,52.105,51.798,51.679,51.692,51.536
758,C,False,42.52,40.357,40.888,39.846,39.546,39.967,38.864,39.893,38.489,37.59
759,C,False,46.637,46.663,46.804,46.877,46.89,46.832,47.056,46.982,46.925,47.004
760,C,False,29.312,29.693,29.119,29.204,29.396,28.987,29.494,29.768,29.622,29.721
761,C,False,41.857,42.468,40.303,36.182,33.938,36.043,41.019,37.234,40.349,39.856
762,C,False,31.57,31.485,31.573,31.549,32.012,31.95,32.289,32.165,32.258,31.916
763,C,False,52.883,52.958,52.876,53.164,52.929,52.908,52.966,52.662,52.617,52.501
764,C,False,35.288,34.938,34.835,35.119,34.869,35.211,34.651,34.875,34.998,35.083
765,C,False,33.464,31.775,32.931,32.616,32.514,33.496,33.844,34.514,33.891,33.437
766,C,False,32.189,32.408,32.681,32.188,32.342,32.634,32.853,32.757,32.971,33.225
767,C,False,30.117,30.498,30.103,30.484,30.869,30.571,29.954,29.483,29.771,29.879
768,C,False,0.0,0.0,0.0,13.936,16.989,24.956,20.16,19.548,22.093,26.154
769,C,False,44.823,44.728,44.207,44.336,44.073,44.423,44.423,44.234,44.173,44.3
770,C,False,36.323,36.304,36.436,36.381,36.264,36.523,35.847,35.959,35.612,35.911
771,C,False,39.866,40.039,40.187,40.09,40.257,40.157,40.163,40.0,39.819,40.021
772,C,True,37.06,37.075,37.876,37.858,37.662,37.868,37.619,38.297,38.406,38.458
773,C,False,39.266,39.254,39.508,39.475,39.42,39.802,39.819,39.975,39.744,39.396
774,C,False,43.62,43.123,42.915,42.921,43.325,43.049,42.82,43.531,43.197,43.293
775,C,False,35.285,35.38,35.463,35.633,35.472,35.71,35.594,35.728,35.863,35.898
776,C,False,40.824,40.833,40.753,40.832,40.763,40.602,40.648,40.874,40.765,40.708
777,C,False,25.367,25.554,25.954,25.995,25.665,25.83,25.429,25.947,26.003,26.119
778,C,False,52.169,50.485,50.002,50.803,49.269,50.174,49.905,50.315,49.902,50.856
779,C,False,40.158,40.274,40.142,40.422,40.037,40.018,40.299,40.522,40.527,40.035
780,C,False,56.456,56.148,56.059,55.881,55.97,56.057,55.829,55.655,55.759,55.72
781,C,False,43.334,43.185,42.941,43.238,43.569,43.15,42.822,42.814,42.961,42.082
782,C,False,34.55,33.812,34.915,35.175,33.799,33.664,33.433,33.672,32.96,33.166
783,C,False,36.976,37.42,37.533,37.035,37.49,37.568,37.675,37.302,37.184,37.166
784,C,False,30.03,29.155,30.765,29.789,30.561,30.677,30.402,31.281,30.722,30.679
785,C,False,59.833,59.86,60.074,60.291,60.434,60.313,60.559,60.286,60.291,60.418
786,C,False,47.97,47.758,47.97,47.86,47.56,47.888,47.783,47.738,47.78,47.196
787,C,False,23.714,23.647,23.693,23.556,23.309,23.25,23.065,23.08,23.113,23.341
788,C,False,40.289,35.406,35.682,38.063,35.966,34.44,32.621,33.862,35.306,35.635
789,C,False,33.569,33.601,33.726,33.909,33.782,33.8,33.761,33.901,34.034,33.93
790,C,True,41.914,41.508,42.125,42.096,42.059,41.871,41.825,41.748,41.478,42.883
791,C,False,53.362,53.431,53.375,53.543,53.667,53.315,53.317,53.819,53.658,53.494
792,C,True,38.514,38.556,38.491,37.755,37.511,37.657,37.369,37.139,36.792,36.559
793,C,False,34.682,34.95,35.0,35.138,34.512,34.672,34.405,34.223,34.655,34.618
794,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,C,False,45.168,45.543,43.819,42.983,43.758,43.791,44.124,43.194,42.994,43.865
796,C,False,61.566,61.986,62.283,62.492,62.544,62.37,62.161,62.228,61.904,62.072
797,C,False,35.841,35.802,36.269,36.476,35.51,36.576,35.15,35.315,33.997,35.327
798,C,False,43.696,43.31,42.847,43.702,42.68,42.822,43.106,43.184,42.668,42.62
799,C,False,41.914,41.508,42.125,42.096,42.059,41.871,41.825,41.748,41.478,42.883
800,C,False,44.217,44.14,44.356,44.236,44.023,43.61,44.246,44.0,44.325,44.356
801,C,False,60.101,60.231,60.056,60.231,60.138,60.263,60.198,60.21,60.127,60.494
802,C,False,28.371,27.729,27.518,27.566,27.691,27.807,27.475,27.465,28.101,28.051
803,C,False,50.588,50.839,50.664,50.237,50.484,50.369,50.04,49.808,49.357,49.52
804,C,False,42.817,42.675,43.171,43.001,42.99,43.156,43.039,42.914,43.37,43.306
805,C,False,53.357,52.519,53.222,52.525,52.075,52.748,52.728,52.054,53.664,51.656
806,C,False,29.89,28.639,29.678,29.387,29.226,28.808,29.192,29.479,29.74,29.471
807,C,False,31.389,32.164,30.55,30.244,30.573,30.417,29.844,30.429,31.078,30.931
808,C,False,44.671,44.625,44.559,44.568,44.579,44.603,44.442,44.516,44.4,44.386
809,C,False,27.845,27.845,27.956,28.038,28.188,28.267,28.326,28.27,28.474,28.801
810,C,False,37.623,37.688,37.995,37.922,38.068,38.404,38.484,38.17,38.269,37.945
811,C,False,34.768,34.771,34.335,34.388,33.909,33.834,34.754,34.282,34.333,34.208
812,C,False,37.079,37.343,36.757,37.095,37.357,37.16,37.373,36.949,37.217,37.424
813,C,False,43.525,46.161,45.124,45.002,45.533,46.268,46.282,45.419,46.436,46.177
814,C,False,48.385,48.335,48.329,48.462,48.509,48.53,48.606,48.505,48.574,48.463
815,C,False,32.296,32.572,32.531,32.526,32.293,32.117,32.977,33.051,32.988,33.293
816,C,False,58.909,59.314,59.484,58.924,58.393,58.853,57.681,56.947,56.434,56.044
817,C,False,38.514,38.556,38.491,37.755,37.511,37.657,37.369,37.139,36.792,36.559
818,C,False,32.868,32.512,32.418,32.881,32.917,32.766,32.379,32.112,32.206,32.352
819,C,False,42.433,42.237,41.918,41.908,42.045,42.019,42.218,42.502,42.101,42.081
820,C,False,55.204,55.678,55.701,55.451,55.316,55.517,55.068,55.388,55.634,55.677
821,C,False,44.826,44.605,45.148,44.737,44.577,44.564,44.792,44.736,44.99,44.679
822,C,False,35.829,36.106,35.896,35.799,36.019,36.404,36.562,36.478,36.679,36.714
823,C,False,31.024,31.085,31.133,30.962,31.176,31.105,31.158,30.823,30.901,31.239
824,B,True,54.567,54.529,54.839,54.633,54.163,54.281,53.978,54.558,53.137,53.421
825,B,False,48.614,49.086,49.575,49.78,49.375,49.335,49.314,49.42,49.842,49.806
826,B,False,33.046,33.031,33.769,33.745,33.658,32.626,32.062,32.802,33.945,33.145
827,B,False,22.723,23.011,23.054,23.129,23.166,23.133,23.083,23.224,23.377,23.123
828,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.371,33.936,32.477
829,B,True,47.796,46.855,46.579,47.03,47.004,46.442,46.538,47.362,47.801,47.294
830,B,False,49.453,49.314,48.587,48.52,48.411,48.934,49.263,49.414,48.913,49.842
831,B,False,44.674,43.788,43.647,43.49,44.25,44.243,44.127,43.688,44.142,43.772
832,B,False,37.644,40.885,40.716,34.226,35.336,35.462,34.868,33.61,35.425,40.93
833,B,False,29.693,29.659,29.463,29.579,29.21,29.36,29.138,29.406,28.873,28.882
834,B,True,49.014,49.319,49.2,49.128,48.641,48.259,48.307,48.769,48.599,48.153
835,B,False,63.523,63.251,63.306,63.323,63.495,63.318,63.372,63.209,63.106,63.214
836,B,True,25.401,25.972,25.31,26.067,25.835,25.817,25.819,25.579,26.834,26.381
837,B,False,31.723,32.346,32.493,31.865,31.108,31.47,31.781,31.912,31.343,31.136
838,B,False,35.209,35.415,34.133,34.266,33.882,40.71,43.545,33.638,33.945,34.103
839,B,True,32.255,32.355,32.405,32.961,33.16,32.799,32.679,32.142,32.528,31.691
840,B,True,44.808,45.19,45.61,45.28,45.161,45.078,45.285,45.372,45.282,45.118
841,B,True,51.412,48.191,48.449,49.357,54.298,48.668,49.251,48.404,54.137,49.16
842,B,True,30.897,30.869,30.489,30.179,30.557,30.005,30.591,30.105,30.668,31.144
843,B,False,29.148,29.074,29.377,29.701,29.645,29.728,29.951,29.681,29.654,29.728
844,B,False,31.216,30.479,29.581,30.193,30.375,30.978,32.002,32.171,32.444,31.972
845,B,True,29.222,29.268,28.95,29.065,29.155,28.825,29.167,28.965,28.671,28.867
846,B,True,39.296,38.454,38.776,38.506,38.489,37.928,37.917,38.306,38.433,38.024
847,B,False,44.009,45.04,45.631,45.161,44.96,45.056,45.089,44.398,43.656,44.715
848,B,True,39.409,39.198,38.728,38.909,38.316,38.977,39.713,40.309,39.065,39.202
849,B,True,42.387,42.71,42.707,41.951,42.184,42.359,42.582,42.281,42.873,42.753
850,B,True,32.21,32.044,32.315,32.047,32.3,32.281,32.079,32.229,32.06,32.034
851,B,True,28.871,29.163,28.608,28.504,28.534,28.617,28.366,28.291,28.232,27.978
852,B,True,44.216,44.103,43.984,43.779,44.14,43.962,44.277,44.601,44.382,44.499
853,B,True,49.094,49.353,50.349,48.876,48.677,48.365,48.361,48.748,47.977,48.865
854,B,True,55.882,55.794,55.783,55.808,55.389,55.388,55.355,55.193,55.152,55.247
855,B,True,50.51,47.779,46.269,46.889,46.131,46.101,43.878,41.148,42.422,44.722
856,B,False,51.856,51.669,52.034,52.007,51.702,51.869,51.808,51.971,52.296,52.244
857,B,False,49.8,49.641,49.726,49.977,50.533,50.306,50.657,50.137,49.861,49.876
858,B,True,26.803,26.888,26.667,26.341,26.061,25.97,25.818,25.932,25.938,25.41
859,B,False,29.624,29.744,29.721,29.724,29.436,29.677,29.706,29.841,29.91,29.947
860,B,False,44.111,43.679,43.914,46.137,46.154,45.445,44.572,45.415,43.352,44.772
861,B,True,35.081,34.987,35.416,34.696,34.616,34.552,34.694,35.031,34.833,35.285
862,B,True,40.143,40.319,40.768,40.15,39.793,38.722,40.051,39.831,39.326,40.771
863,B,False,33.444,33.639,32.913,32.113,33.395,33.187,33.927,32.761,32.412,32.029
864,B,False,31.83,31.314,31.177,31.268,31.606,31.89,30.945,32.96,31.836,31.743
865,B,False,34.002,33.828,33.838,33.922,33.786,33.342,33.128,32.999,32.556,32.884
866,B,True,49.851,49.65,50.041,49.962,50.756,49.683,49.492,49.428,49.408,49.681
867,B,False,34.252,33.805,34.091,34.292,34.21,34.006,33.731,33.128,33.384,33.388
868,B,True,42.961,42.446,41.487,41.333,41.732,42.042,41.15,40.644,44.449,41.771
869,B,True,40.15,40.649,39.827,40.181,40.331,41.159,41.206,41.062,42.905,44.462
870,B,True,25.673,40.379,44.569,45.915,45.981,49.11,50.795,50.82,51.691,52.174
871,B,True,52.232,52.819,52.684,51.668,51.276,50.935,53.522,52.335,51.904,52.283
872,B,False,26.609,26.374,25.878,25.987,26.26,25.972,25.883,26.116,26.384,26.145
873,B,False,40.273,40.426,40.728,40.052,39.253,39.955,39.692,39.58,38.691,38.949
