,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5,MEANGAM_6,MEANGAM_7,MEANGAM_8,MEANGAM_9,MEANGAM_10
874,B,False,26.54,26.987,27.523,27.344,27.381,26.926,27.979,27.796,28.257,26.991
875,B,False,40.743,40.937,40.473,40.662,40.61,40.117,40.473,41.039,40.476,40.373
876,B,False,52.049,51.713,52.243,51.967,53.905,50.554,51.016,51.557,53.797,53.37
877,B,False,52.028,52.983,53.315,53.366,53.348,53.451,53.582,53.498,53.798,54.184
878,B,False,54.826,55.638,55.023,55.76,55.754,55.852,54.955,55.469,54.814,53.455
879,B,False,47.77,47.995,48.312,48.091,48.08,48.182,48.175,48.153,48.088,48.443
880,B,True,51.251,51.598,52.564,50.32,50.773,51.268,51.144,52.0,53.372,53.144
881,B,True,31.658,30.922,30.906,31.245,31.24,32.022,31.57,31.969,31.782,32.339
882,B,False,29.886,29.511,29.26,28.986,28.779,29.039,29.828,29.599,28.972,29.652
883,B,False,31.502,31.609,31.312,31.549,31.229,31.696,31.879,32.248,32.782,32.935
884,B,True,38.099,37.882,37.535,37.803,37.901,37.598,37.407,37.473,37.478,37.498
885,B,False,61.18,61.406,61.089,61.595,61.423,61.323,61.356,60.791,60.883,60.477
886,B,True,45.138,45.773,44.783,45.235,46.22,43.541,42.79,41.158,39.619,39.691
887,B,False,28.722,28.73,28.931,28.737,28.922,28.832,29.081,28.633,29.119,29.241
888,B,False,38.808,39.097,38.145,38.444,37.01,37.248,36.52,36.779,38.133,37.571
889,B,True,36.122,37.989,36.298,40.519,43.041,43.689,42.303,43.841,45.43,44.453
890,B,False,41.391,41.412,40.929,42.015,37.381,38.651,46.012,41.355,40.287,43.468
891,B,False,36.499,36.676,37.233,37.297,37.899,37.902,37.706,37.728,37.918,37.262
892,B,True,32.856,33.218,33.589,33.199,33.464,34.135,32.476,32.839,33.533,33.753
893,B,False,51.645,52.153,52.349,52.489,52.402,51.891,51.527,51.791,53.218,53.684
894,B,False,46.534,46.786,45.602,45.576,46.347,46.236,46.732,46.544,47.142,46.593
895,B,False,36.229,35.293,36.377,35.957,35.521,36.07,35.467,35.223,35.697,35.964
896,B,False,60.948,60.666,60.851,60.943,60.876,61.397,60.828,60.863,60.781,60.765
897,B,False,53.227,53.269,52.655,52.906,50.764,50.72,51.056,51.874,51.534,52.439
898,B,False,37.204,36.909,37.311,37.553,37.483,37.432,37.612,38.126,37.383,37.631
899,B,False,24.999,25.313,25.308,25.081,25.181,25.162,25.606,25.497,25.226,25.043
900,B,True,42.228,42.461,41.878,41.82,42.183,41.561,42.754,42.587,43.122,42.001
901,B,False,40.56,38.998,38.117,39.636,38.38,37.834,40.264,40.513,42.487,41.425
902,B,True,54.467,54.876,55.659,56.223,56.008,56.006,56.209,55.852,56.181,55.737
903,B,False,37.042,37.286,37.263,36.46,37.227,37.371,36.287,37.046,36.685,36.28
904,B,False,38.195,38.202,37.299,38.342,38.117,38.07,36.87,37.843,37.558,36.555
905,B,True,29.263,28.458,29.041,29.468,31.229,30.493,31.54,31.997,32.191,33.043
906,B,True,39.182,39.489,39.559,38.886,39.26,39.587,39.612,39.002,39.271,39.364
907,B,False,27.231,26.768,27.095,26.894,26.98,26.891,26.781,27.121,26.91,26.641
908,B,False,56.104,56.335,56.458,56.501,56.382,56.227,56.723,56.893,56.959,56.857
909,B,False,32.353,31.367,32.031,33.372,32.26,32.761,32.911,33.104,30.221,35.596
910,B,False,54.905,54.678,54.763,54.505,54.585,54.637,54.555,54.838,54.771,54.962
911,B,True,56.556,57.108,56.916,57.363,57.636,56.577,56.785,57.515,56.968,57.403
912,B,False,35.319,35.587,35.3,35.589,36.235,36.537,36.188,36.054,36.295,36.733
913,B,True,42.887,43.006,42.945,43.238,43.28,43.524,43.613,43.093,43.637,44.077
914,B,False,42.075,42.391,48.673,45.507,45.162,46.759,47.3,48.109,47.747,49.654
915,B,False,25.89,25.98,26.295,26.309,25.967,26.352,26.665,26.375,26.382,25.883
916,B,False,35.683,35.721,35.623,35.805,35.854,35.805,35.619,35.448,35.609,35.62
917,B,True,32.362,32.099,32.358,31.719,32.028,31.607,31.472,31.041,31.032,31.355
918,B,False,38.621,39.553,39.305,39.427,39.694,39.814,39.474,40.236,39.675,38.283
919,B,False,25.198,24.775,25.23,25.411,24.057,24.176,24.258,23.984,23.51,23.538
920,B,False,33.292,33.601,33.416,33.002,33.934,34.917,34.348,33.733,33.245,32.697
921,B,False,39.685,39.415,38.93,38.866,39.152,38.803,38.695,38.657,39.03,39.369
922,B,True,55.032,55.132,55.08,55.794,55.253,55.149,55.586,55.254,54.416,54.152
923,B,False,52.342,52.462,52.016,51.7,51.539,51.576,51.571,51.623,52.071,52.006
924,B,True,35.252,35.505,34.65,34.893,35.233,35.21,34.965,34.848,34.519,34.433
925,B,False,40.512,40.753,40.907,40.558,40.601,40.226,40.525,40.667,40.27,39.762
926,B,True,39.158,40.053,40.58,39.562,40.383,40.231,40.777,39.572,40.186,39.926
927,B,False,36.573,36.46,37.476,38.205,37.229,36.791,36.375,36.63,37.401,37.596
928,B,False,38.625,38.345,39.566,41.332,41.86,41.795,42.204,42.525,42.873,41.475
929,B,False,26.646,27.222,26.517,26.235,26.37,26.882,26.376,26.38,25.885,26.146
930,B,True,32.059,31.833,31.83,31.332,31.686,31.779,31.311,31.512,30.887,31.181
931,B,True,47.094,47.271,47.274,47.238,47.343,47.322,47.026,47.26,47.374,47.454
932,B,False,26.557,26.204,25.802,25.594,25.577,25.539,25.488,25.14,25.321,25.848
933,B,False,36.284,35.403,35.536,36.089,36.305,35.832,35.812,35.602,35.768,36.811
934,B,False,51.232,51.023,50.945,50.915,51.148,50.941,50.749,51.081,51.42,51.013
935,B,False,40.33,40.391,40.495,40.356,40.326,40.514,40.208,39.98,39.881,39.769
936,B,True,46.504,45.579,46.214,46.452,46.794,46.365,46.224,46.316,46.905,46.14
937,B,False,58.55,58.168,57.673,58.012,58.117,58.445,57.998,57.7,57.352,57.205
938,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,B,False,28.618,28.39,27.98,27.704,27.244,27.321,26.811,27.137,27.25,27.384
940,B,True,34.326,33.995,34.143,33.559,33.323,33.384,33.738,33.036,33.352,32.997
941,B,True,28.075,28.026,28.109,28.084,28.082,27.771,27.658,27.432,27.655,27.752
942,B,False,40.331,41.159,41.206,41.062,42.905,44.462,46.726,47.718,46.487,46.311
943,B,True,34.759,34.764,34.75,34.8,35.342,34.87,35.02,35.738,35.289,34.957
944,B,True,50.636,49.488,49.309,48.585,48.204,48.146,48.577,47.45,46.715,48.95
945,B,True,57.855,57.482,57.492,57.141,57.038,57.369,56.754,56.395,55.906,55.438
946,B,True,47.42,47.578,48.486,47.828,49.378,49.694,49.114,49.433,48.914,49.572
947,B,False,44.767,44.163,43.054,44.039,42.069,41.391,41.412,40.929,42.015,37.381
948,B,False,50.31,49.831,48.835,48.682,49.19,49.17,50.004,50.428,51.163,49.777
949,B,True,38.722,39.456,40.752,40.82,43.03,43.559,41.723,44.486,42.675,43.729
950,B,False,42.135,42.268,42.334,42.76,42.733,42.865,42.658,42.968,42.837,42.706
951,B,False,53.514,53.4,53.975,53.863,53.814,54.179,54.295,53.802,54.157,53.847
952,B,False,43.625,42.963,43.327,43.784,43.306,43.4,43.09,42.907,42.581,42.294
953,B,True,32.769,32.709,33.223,33.914,33.478,32.311,33.627,32.834,32.389,32.818
954,B,True,59.163,59.187,59.439,59.365,59.149,59.145,58.81,58.863,58.932,58.874
955,B,False,35.046,34.986,35.37,35.23,34.655,35.435,35.656,34.928,35.201,35.608
956,B,False,54.906,54.81,55.04,54.965,55.032,55.338,55.102,54.948,55.049,54.822
957,B,False,56.64,55.874,55.673,55.75,56.082,55.797,55.417,53.738,53.897,54.452
958,B,True,38.944,39.794,39.452,39.358,39.516,38.468,38.067,38.357,38.808,38.575
959,B,False,29.401,29.154,30.209,29.534,29.905,29.545,29.569,28.883,28.926,29.096
960,B,False,47.191,44.843,42.321,42.633,42.313,47.996,46.393,43.988,44.321,44.369
961,B,False,25.265,25.842,26.203,26.32,26.292,25.877,25.947,25.811,26.611,26.278
962,B,True,43.374,43.484,43.071,42.769,42.718,42.97,42.483,42.47,43.06,42.527
963,B,False,46.665,46.689,46.055,46.228,46.687,46.454,46.181,45.641,45.742,46.134
964,B,False,43.615,43.194,43.341,43.471,43.434,44.178,43.861,43.114,43.601,43.391
965,B,True,40.66,41.826,41.659,41.724,42.286,38.806,37.359,39.192,40.799,40.161
966,B,True,41.361,39.787,38.788,38.234,37.006,36.992,37.366,36.441,37.815,38.155
967,B,False,37.6,37.539,37.134,37.086,37.056,36.937,36.644,36.452,36.142,36.147
968,B,False,44.105,43.548,42.63,42.561,43.292,44.815,44.987,44.166,44.764,45.519
969,B,False,49.331,49.35,49.07,49.408,49.293,49.316,49.354,49.294,49.168,48.792
970,B,False,25.597,25.042,25.183,25.164,25.249,25.555,25.514,25.644,25.483,25.381
971,B,False,33.356,33.842,33.732,34.156,34.393,34.73,34.596,34.686,34.377,35.134
972,B,False,43.395,43.177,43.569,43.73,44.122,44.045,43.962,44.047,44.083,43.406
973,B,True,52.011,52.476,52.101,52.944,53.255,53.315,53.402,53.854,53.862,54.1
974,B,False,42.791,42.214,44.006,44.03,43.597,43.676,43.79,43.718,43.13,44.12
975,B,False,21.978,22.147,21.992,21.988,21.924,21.991,21.82,21.815,21.869,21.833
976,B,True,31.039,30.933,30.792,30.576,30.743,30.886,30.847,30.953,30.882,30.821
977,B,True,41.787,40.911,41.14,41.083,41.142,41.514,41.562,41.025,41.55,41.69
978,B,True,41.891,42.326,42.559,42.722,42.662,42.566,42.793,43.262,42.878,43.439
979,B,False,29.055,28.722,28.73,28.931,28.737,28.922,28.832,29.081,28.633,29.119
980,B,False,42.921,43.893,42.497,41.665,42.254,41.051,40.413,39.935,40.002,40.452
981,B,False,32.212,31.594,32.982,32.312,32.339,30.79,32.318,31.716,31.349,32.766
982,B,True,42.314,43.401,43.17,43.087,42.921,43.078,43.093,43.513,43.861,43.668
983,B,False,31.182,31.431,31.38,31.688,31.796,32.135,32.1,33.115,32.694,33.009
984,B,True,28.343,28.163,28.324,28.451,28.454,27.617,27.712,27.616,27.303,27.843
985,B,False,30.793,31.33,31.201,31.357,31.879,31.712,32.054,32.116,33.386,32.791
986,B,True,49.367,49.093,49.209,49.432,49.191,49.16,49.132,49.103,49.403,49.172
987,B,False,45.622,45.512,45.213,45.611,45.277,45.369,45.335,45.459,45.524,45.323
988,B,False,52.078,51.962,51.667,51.495,51.361,51.799,50.971,51.136,51.219,51.174
989,B,False,39.92,39.354,38.568,36.025,35.297,36.503,37.899,34.949,35.42,35.531
990,B,False,63.375,63.179,63.219,63.523,63.251,63.306,63.323,63.495,63.318,63.372
991,B,True,31.578,31.17,31.023,30.75,30.571,30.178,30.422,30.669,30.936,31.7
992,B,True,41.182,42.434,42.557,42.043,42.81,42.612,43.403,44.238,43.61,43.709
993,B,False,34.849,35.284,35.457,35.157,35.155,35.182,35.65,35.406,35.753,35.39
994,B,False,55.44,54.637,55.101,54.959,55.3,54.84,55.386,55.492,54.87,55.263
995,B,True,27.35,26.685,26.58,26.409,26.88,26.535,26.831,26.822,26.375,26.071
996,B,False,37.649,38.125,37.571,37.354,36.865,36.474,36.115,35.761,35.481,36.195
997,B,True,43.588,43.6,44.613,44.024,43.808,44.367,44.23,42.819,43.509,44.53
998,B,True,47.181,47.589,47.975,47.705,48.261,48.029,48.608,48.382,48.588,48.039
999,B,True,44.809,44.698,44.452,44.173,44.486,44.614,44.077,44.553,44.238,44.409
1000,B,True,40.677,40.836,40.518,39.883,40.422,41.688,41.546,40.136,40.006,39.985
1001,B,False,24.753,24.416,26.213,25.839,26.852,27.397,28.353,27.884,27.709,28.14
1002,B,False,37.807,38.323,38.13,38.829,39.608,39.411,38.828,39.717,41.603,42.435
1003,B,True,24.518,24.895,25.155,25.22,25.206,25.82,25.392,25.755,25.884,25.768
1004,B,False,42.81,42.612,43.403,44.238,43.61,43.709,42.651,42.072,42.569,41.664
1005,B,False,29.381,29.504,29.464,29.69,29.236,29.484,29.622,29.322,29.363,29.484
1006,B,False,40.789,40.632,40.942,40.471,40.914,41.107,40.86,40.08,40.968,40.653
1007,B,False,44.729,45.838,45.063,45.934,45.631,44.465,44.861,44.365,42.259,41.829
1008,B,True,40.263,40.466,40.434,40.201,39.927,40.145,40.004,40.253,40.55,40.637
1009,B,True,31.969,32.011,32.018,31.448,31.904,31.961,32.191,31.956,31.646,31.682
1010,B,True,26.148,26.306,26.06,25.945,26.172,26.311,26.209,26.06,26.046,26.109
1011,B,True,42.715,42.876,43.131,42.724,42.697,42.314,42.069,42.385,42.335,42.172
1012,B,False,30.397,28.974,30.228,30.554,29.262,29.099,28.931,28.823,29.326,29.292
1013,B,False,30.906,30.626,30.441,30.411,30.253,30.17,30.417,30.606,30.087,30.357
1014,B,False,32.307,32.757,32.659,32.557,32.274,32.355,32.605,32.671,32.761,32.608
1015,B,True,45.412,45.449,45.098,45.158,45.28,45.479,45.148,45.221,45.064,44.573
1016,B,True,24.765,25.105,25.512,25.425,24.898,25.098,25.091,25.218,25.26,25.545
1017,B,False,28.084,28.082,27.771,27.658,27.432,27.655,27.752,27.646,27.847,27.626
1018,B,True,46.237,46.186,45.961,46.435,47.074,47.217,47.48,48.097,47.739,47.703
1019,B,False,34.19,33.631,33.761,34.057,34.002,33.956,34.304,34.274,34.666,33.862
1020,B,False,32.318,32.405,32.727,33.121,31.957,32.932,32.74,33.305,33.657,33.271
1021,B,False,46.017,45.689,46.209,46.335,46.2,45.51,45.844,45.15,45.4,46.214
1022,B,False,41.633,41.981,42.253,42.213,41.979,42.365,41.475,41.269,42.092,41.994
1023,B,False,41.808,42.336,42.699,42.236,44.902,44.778,42.916,43.527,43.052,45.019
1024,B,False,46.596,46.705,46.736,47.067,47.118,47.166,47.021,46.78,46.2,45.952
1025,B,False,26.724,25.297,25.807,26.215,25.994,25.855,26.455,26.274,26.592,26.189
1026,B,False,36.073,36.001,36.404,36.913,36.947,37.398,37.656,37.592,37.676,37.432
1027,B,False,51.648,50.787,52.1,52.318,52.365,52.543,53.197,53.097,52.879,53.356
1028,B,True,27.911,27.181,27.051,27.174,27.204,26.802,26.63,26.664,26.246,26.315
1029,B,False,41.083,40.579,40.404,40.719,41.528,40.833,42.03,40.9,41.233,41.639
1030,B,False,42.716,43.315,44.013,44.612,45.719,45.636,45.122,44.892,44.599,43.209
1031,B,False,33.409,34.052,34.411,35.155,35.489,35.691,35.738,35.932,36.328,37.298
1032,B,False,48.256,48.599,48.466,48.776,48.065,48.192,48.183,48.463,48.289,48.094
1033,B,True,38.283,38.353,37.873,37.972,37.644,37.885,37.218,37.082,37.307,37.317
1034,B,False,41.362,44.132,43.748,43.91,42.128,43.424,43.249,44.572,40.484,41.219
1035,B,False,55.38,55.334,55.604,54.937,54.491,54.402,54.373,54.38,54.252,54.34
1036,B,False,49.753,48.876,49.41,48.529,48.43,48.318,47.696,47.622,47.335,47.323
1037,B,False,33.392,32.889,32.86,33.249,33.632,33.548,33.683,33.649,33.82,34.152
1038,B,False,41.2,41.328,42.292,42.782,41.942,41.563,41.886,41.286,42.18,42.249
1039,B,False,39.374,39.417,40.046,39.898,39.755,39.604,39.059,38.911,38.931,39.014
1040,B,False,49.488,49.309,48.585,48.204,48.146,48.577,47.45,46.715,48.95,48.605
1041,B,False,36.168,35.968,35.674,35.653,35.473,35.566,35.373,35.559,35.56,34.995
1042,B,False,32.791,32.891,32.79,32.909,33.013,32.606,32.872,33.077,33.119,33.14
1043,B,False,30.208,30.097,29.729,30.709,30.892,30.655,30.909,29.953,29.849,30.051
1044,B,False,37.124,36.777,37.08,36.946,37.084,37.549,37.339,38.09,37.615,37.283
1045,B,False,32.664,32.603,32.284,32.513,32.081,32.059,32.18,32.787,32.672,32.791
1046,B,False,34.285,34.055,34.358,34.611,35.15,35.187,34.778,34.359,34.449,34.186
1047,B,True,29.81,29.721,29.96,29.902,29.812,29.741,29.185,28.927,29.014,29.123
1048,B,False,40.261,40.869,40.746,40.989,40.751,40.924,40.656,40.193,40.292,40.582
1049,B,True,36.045,35.444,35.294,35.368,35.412,35.477,34.975,34.782,34.302,34.764
1050,B,True,35.273,35.527,35.025,34.976,35.185,35.371,35.803,36.763,36.681,36.923
1051,B,False,52.343,52.202,51.66,51.883,52.447,52.373,52.558,52.79,52.734,53.199
1052,B,False,43.888,43.936,43.767,43.715,43.593,43.753,44.148,44.419,44.119,43.913
1053,B,False,58.093,57.479,57.385,56.637,56.693,56.756,56.043,55.704,55.285,55.035
1054,B,False,52.503,52.782,52.762,52.183,52.213,52.439,52.59,52.123,52.011,52.476
1055,B,True,44.03,43.354,42.959,43.588,42.929,43.254,42.772,43.017,43.167,43.068
1056,B,True,29.931,29.822,29.701,29.87,30.162,30.187,29.97,29.838,29.993,30.172
1057,B,False,44.064,44.576,43.964,43.51,43.885,43.995,43.814,43.72,43.67,43.948
1058,B,True,42.308,42.296,42.354,42.234,42.339,42.437,42.43,42.508,42.335,42.377
1059,B,True,54.693,55.017,54.712,54.493,54.926,54.892,55.236,55.241,55.622,55.485
1060,B,True,47.874,48.13,47.062,46.424,46.978,46.581,46.989,46.983,46.542,46.9
1061,B,False,32.116,32.158,32.301,32.196,32.642,32.199,32.588,32.4,32.084,31.712
1062,B,False,47.986,47.955,48.054,47.702,47.782,47.71,47.791,47.9,47.614,47.773
1063,B,True,49.938,49.529,49.008,48.676,48.996,48.185,47.489,46.656,45.849,45.191
1064,B,False,47.919,48.348,48.124,48.113,47.954,47.928,47.545,47.329,47.821,46.876
1065,B,False,38.529,38.329,38.438,37.823,38.331,38.965,38.802,38.265,38.412,38.295
1066,B,False,36.08,36.39,36.711,36.335,36.369,36.427,36.765,37.126,36.936,36.957
1067,B,False,29.282,29.462,30.133,29.601,29.465,29.502,29.577,29.413,29.346,29.722
1068,B,False,34.888,34.625,34.47,34.581,34.532,34.826,34.505,34.049,34.045,34.02
1069,B,True,56.988,56.468,56.399,56.186,55.529,55.164,54.962,54.99,54.974,54.4
1070,B,False,29.36,29.665,28.902,29.194,28.765,29.319,28.797,29.272,28.726,28.384
1071,B,False,49.715,49.975,49.589,49.209,48.915,50.14,49.857,49.78,50.967,50.436
1072,B,False,38.415,38.773,39.135,40.122,39.081,40.522,39.497,39.305,38.786,38.473
1073,B,False,36.756,36.565,36.983,37.435,37.553,37.509,36.9,36.328,36.732,36.447
1074,B,False,55.341,55.907,55.494,55.47,55.583,55.767,55.752,55.855,55.862,55.896
1075,B,True,27.01,26.227,27.286,26.836,25.024,26.724,25.512,25.658,27.351,26.41
1076,B,False,38.531,40.752,40.744,41.563,40.584,39.941,39.845,39.735,38.996,38.366
1077,B,False,36.783,37.042,37.286,37.263,36.46,37.227,37.371,36.287,37.046,36.685
1078,B,False,26.208,25.591,24.812,24.82,24.729,24.525,24.427,23.787,24.446,24.626
1079,B,False,36.047,37.004,37.085,36.503,36.852,36.914,37.89,38.03,37.992,38.297
1080,B,True,46.941,46.772,47.04,46.886,47.444,46.692,47.106,47.273,47.753,47.378
1081,B,True,37.83,37.032,37.361,37.046,37.069,36.011,36.5,37.07,37.053,37.246
1082,B,False,39.186,38.307,38.546,38.307,38.012,38.457,38.305,38.122,38.36,38.343
1083,B,False,34.932,34.046,35.32,34.627,32.599,32.718,31.963,31.11,30.882,31.089
1084,B,False,56.301,55.572,55.346,55.95,55.685,55.512,54.561,55.941,56.118,55.343
1085,B,False,36.957,34.068,42.622,41.538,36.901,42.428,45.834,43.677,43.578,43.001
1086,B,True,31.381,31.615,31.629,31.711,31.947,31.689,31.767,32.193,32.297,32.502
1087,B,False,46.932,46.79,46.682,46.949,46.79,48.642,49.841,50.506,51.376,51.255
1088,B,False,54.581,54.877,54.777,54.417,54.292,54.157,54.193,54.124,54.667,55.117
1089,B,False,37.071,37.284,37.123,37.928,38.313,38.014,38.384,38.019,38.544,38.219
1090,B,False,46.265,46.187,46.277,46.016,46.282,46.511,46.552,46.847,46.633,46.741
1091,B,False,54.391,54.277,53.669,53.16,53.036,52.8,53.491,53.299,52.867,52.802
1092,B,False,33.255,32.224,36.614,38.221,37.787,36.32,32.291,32.319,32.367,31.227
1093,B,True,30.795,30.911,30.829,30.841,30.651,30.248,30.511,30.834,30.956,31.397
1094,B,True,40.085,40.316,40.511,40.61,40.512,40.753,40.907,40.558,40.601,40.226
1095,B,False,38.223,38.428,38.203,38.721,38.64,37.855,38.711,38.899,38.075,39.014
1096,B,True,42.635,41.96,42.187,40.789,40.201,41.26,40.996,41.454,42.074,41.348
1097,B,True,32.253,31.875,31.704,31.528,31.3,31.711,31.966,31.705,30.914,31.209
1098,B,False,32.415,32.149,33.011,32.897,31.356,31.827,32.675,32.477,32.565,32.226
1099,B,True,43.522,42.447,41.291,44.029,43.704,42.849,43.751,45.593,43.909,43.885
1100,B,False,34.066,34.092,34.064,33.426,33.631,33.746,33.458,33.263,33.317,33.569
1101,B,False,30.13,29.985,29.875,30.872,30.87,29.741,30.198,31.161,30.456,30.903
1102,B,False,39.474,39.437,38.327,37.889,40.606,38.691,42.021,42.329,40.058,42.205
1103,B,True,38.438,38.038,37.45,36.461,36.717,38.147,37.481,37.041,37.024,38.175
1104,B,False,39.106,38.612,38.574,39.428,39.191,40.15,40.649,39.827,40.181,40.331
1105,B,False,47.7,47.896,48.351,48.33,48.184,47.81,47.72,48.6,49.266,48.772
1106,B,False,18.384,20.86,27.696,33.015,28.131,28.406,28.639,32.501,33.226,33.876
1107,B,False,37.069,37.031,37.008,36.772,36.913,36.914,37.447,37.532,37.41,37.23
1108,B,False,36.818,35.986,37.731,30.886,33.765,34.769,35.582,36.293,34.281,35.294
1109,B,False,46.196,46.486,45.56,46.213,46.456,46.309,46.674,46.674,46.366,46.316
1110,B,True,47.082,47.727,47.701,46.783,46.307,45.87,45.95,45.615,45.681,45.878
1111,B,False,47.855,47.479,47.475,47.888,47.833,47.892,47.848,47.37,47.076,46.802
1112,B,False,30.016,30.264,30.294,30.3,30.217,29.944,29.822,29.876,29.621,29.447
1113,B,False,49.432,49.191,49.16,49.132,49.103,49.403,49.172,48.545,48.278,49.047
1114,B,False,37.816,37.955,38.015,47.756,38.041,38.333,38.262,38.476,38.974,39.149
1115,B,True,52.297,51.992,52.576,52.662,51.863,52.219,51.986,51.962,51.551,52.111
1116,B,True,37.38,37.832,37.636,38.384,39.256,37.037,37.635,37.954,38.149,38.174
1117,B,False,46.166,46.364,47.001,45.748,45.645,45.62,45.474,44.888,45.155,44.536
1118,B,False,50.357,50.487,50.438,50.411,50.327,50.218,51.016,50.801,50.638,50.675
1119,B,False,31.3,31.711,31.966,31.705,30.914,31.209,31.692,31.608,31.672,32.08
1120,B,False,43.697,43.768,43.157,42.798,42.191,42.44,41.496,42.196,41.702,41.547
1121,B,False,54.137,49.16,49.219,49.158,49.057,48.467,48.577,49.487,47.676,46.572
1122,B,True,52.441,52.352,52.197,51.936,52.252,52.338,53.131,53.101,53.124,53.279
1123,B,True,28.87,29.203,29.331,28.79,28.598,28.266,29.201,29.568,30.454,30.123
1124,B,True,32.728,35.469,35.439,37.892,36.406,45.242,48.555,53.455,52.729,50.71
1125,B,True,43.36,43.93,44.503,44.467,44.908,45.122,45.125,45.471,44.885,45.755
1126,B,True,51.01,42.718,42.029,40.941,37.644,39.619,43.18,44.827,41.925,47.507
1127,B,False,49.274,49.23,49.082,48.938,48.888,48.13,51.532,48.254,47.918,47.978
1128,B,False,33.546,33.277,32.552,34.165,33.963,33.434,34.293,34.203,34.101,34.502
1129,B,False,57.653,57.254,57.039,55.99,56.085,55.785,55.434,55.149,54.761,54.638
1130,B,False,43.083,43.657,44.423,44.885,44.794,44.938,45.062,44.896,45.138,45.657
1131,B,False,37.095,36.427,35.935,34.391,35.363,34.633,34.733,34.139,33.925,34.124
