,FLARE_TYPE,COINCIDENCE,MEANGBZ_1,MEANGBZ_2,MEANGBZ_3,MEANGBZ_4,MEANGBZ_5,MEANGBZ_6,MEANGBZ_7,MEANGBZ_8,MEANGBZ_9,MEANGBZ_10
1201,B,False,107.18,108.41,108.94,108.14,109.58,109.82,111.89,113.11,114.12,114.82
1202,B,False,102.69,102.77,102.92,102.81,103.04,103.38,103.46,103.38,103.83,104.09
1203,B,False,128.18,128.54,131.08,131.22,131.99,132.79,130.25,132.22,132.79,132.82
1204,B,False,112.56,115.25,117.78,117.86,118.17,117.39,115.68,117.62,116.37,115.42
1205,B,False,123.21,120.86,123.83,123.07,119.13,119.94,120.06,118.33,118.53,117.49
1206,B,True,93.152,92.912,92.494,93.251,91.594,89.662,87.311,86.008,84.485,84.771
1207,B,False,83.08,78.161,76.557,77.441,68.111,63.169,59.525,65.689,62.117,60.624
1208,B,True,130.16,129.09,129.92,128.67,126.79,124.29,123.8,121.37,123.18,122.8
1209,B,True,143.47,142.61,143.76,143.22,144.02,141.33,147.14,144.55,144.62,143.32
1210,B,False,130.84,130.79,131.77,131.05,129.32,127.54,128.38,128.24,130.32,129.46
1211,B,False,145.29,145.66,141.35,145.15,138.2,138.88,139.41,137.64,141.48,140.2
1212,B,True,109.3,109.45,109.64,109.65,110.09,108.03,106.38,106.92,106.99,106.26
1213,B,False,72.26,72.401,73.115,72.948,71.906,72.852,72.725,72.04,72.243,71.339
1214,B,False,87.727,87.2,88.844,91.664,91.171,91.897,91.61,92.163,92.878,92.591
1215,B,False,112.51,111.47,108.94,107.93,106.86,106.03,104.96,103.66,102.81,102.7
1216,B,False,100.09,97.735,95.313,95.848,93.941,95.894,96.314,99.037,101.0,102.54
1217,B,False,111.48,110.71,110.74,110.77,109.37,108.59,108.64,108.5,108.7,108.57
1218,B,False,125.25,125.67,125.42,125.75,125.1,124.4,121.8,121.25,116.41,113.63
1219,B,False,97.948,98.063,97.629,97.861,97.478,97.667,97.417,98.076,98.978,97.81
1220,B,True,95.12,95.885,96.494,97.063,97.013,97.9,96.598,95.621,95.224,94.966
1221,B,False,116.18,116.55,117.49,114.03,115.04,114.07,115.18,113.99,112.31,112.85
1222,B,True,115.6,124.67,104.63,124.57,112.94,141.59,111.72,112.67,111.77,111.66
1223,B,False,140.87,136.97,140.52,133.61,129.86,131.84,135.36,130.22,137.6,142.87
1224,B,True,70.136,70.839,69.43,68.057,68.63,69.06,67.981,66.122,68.55,66.578
1225,B,False,112.68,110.6,111.39,108.99,108.85,107.03,106.47,105.89,104.86,104.48
1226,B,False,62.452,63.916,63.995,64.479,64.71,65.331,67.452,63.833,64.763,64.841
1227,B,False,97.613,103.46,98.065,98.09,100.2,95.273,93.532,94.929,96.407,97.426
1228,B,False,119.76,120.2,121.37,121.63,122.84,122.88,125.0,125.2,124.94,125.71
1229,B,True,114.02,114.29,112.02,111.89,112.03,111.08,111.45,110.37,109.91,110.67
1230,B,False,147.24,142.37,144.01,145.61,146.93,143.96,137.46,133.03,131.48,134.91
1231,B,False,105.41,105.43,106.52,105.9,106.87,107.09,107.63,107.67,107.62,109.17
1232,B,False,98.327,99.297,98.962,98.992,95.507,96.4,93.253,93.43,93.923,94.719
1233,B,False,105.38,103.71,103.05,102.86,102.32,101.59,101.47,100.44,100.25,100.19
1234,B,False,118.87,117.38,119.29,114.32,119.83,121.56,122.67,128.58,126.64,126.46
1235,B,False,119.49,118.75,123.66,118.66,121.53,125.43,127.06,131.94,133.86,129.61
1236,B,True,105.09,104.47,104.87,105.13,105.82,105.94,106.97,107.06,106.79,107.04
1237,B,False,127.72,131.49,131.75,133.71,137.05,140.08,140.38,141.47,146.62,146.89
1238,B,False,106.5,109.86,106.44,108.87,113.52,113.91,114.12,122.27,120.28,116.73
1239,B,False,113.32,112.98,112.33,110.23,109.85,109.79,109.85,109.26,108.63,107.98
1240,B,False,130.06,132.45,132.72,131.64,135.38,137.68,136.63,135.46,135.48,136.66
1241,B,False,88.58,88.553,89.283,90.231,90.07,89.324,88.838,88.051,87.373,87.41
1242,B,False,71.146,56.8,58.115,56.264,57.333,57.765,72.332,59.935,77.877,87.646
1243,B,False,84.736,84.701,84.023,84.915,85.035,85.82,86.125,86.935,87.072,86.878
1244,B,False,98.112,97.558,99.611,97.493,95.514,96.401,95.277,95.639,95.95,95.874
1245,B,False,102.69,99.354,99.486,100.24,101.43,100.28,97.997,97.358,98.093,97.402
1246,B,False,113.35,113.24,113.23,113.94,113.25,110.47,108.56,110.29,109.86,111.81
1247,B,True,112.68,112.36,110.4,109.09,108.8,108.53,108.2,107.7,106.61,107.1
1248,B,True,97.868,97.352,97.189,96.718,97.003,97.366,97.131,97.798,96.42,94.873
1249,B,False,77.311,78.202,78.95,80.129,79.904,79.992,79.961,81.76,81.475,82.156
1250,B,False,82.831,82.99,83.053,82.744,83.32,83.178,83.596,84.587,84.729,84.067
1251,B,False,115.93,116.62,114.85,116.2,120.74,120.97,118.69,119.65,121.74,120.09
1252,B,False,105.07,106.09,105.32,103.56,104.15,104.21,102.76,101.31,101.75,102.57
1253,B,False,114.43,116.86,119.18,119.41,120.9,122.07,124.75,123.85,124.22,122.31
1254,B,False,142.65,141.93,145.74,149.54,143.66,145.78,147.76,144.2,143.56,143.49
1255,B,False,136.46,137.69,133.82,133.15,126.65,127.48,127.82,127.61,128.67,129.52
1256,B,False,60.204,66.529,63.522,62.753,61.717,64.638,64.155,63.285,62.537,60.278
1257,B,True,70.705,69.722,68.835,69.758,68.609,68.181,68.787,68.838,67.037,67.31
1258,B,False,61.657,64.464,61.979,62.547,60.488,61.001,61.226,60.332,61.821,62.685
1259,B,False,62.819,62.282,61.434,61.424,61.427,61.15,61.12,61.793,62.227,61.488
1260,B,False,122.37,118.37,117.46,111.03,108.34,106.68,115.21,116.15,118.57,120.23
1261,B,True,95.886,96.265,96.454,95.888,95.515,93.773,97.305,96.806,98.699,98.812
1262,B,False,106.9,105.46,107.18,107.71,106.72,105.42,107.59,107.18,107.31,108.19
1263,B,False,84.371,83.41,84.038,83.87,84.021,84.399,85.472,84.489,85.426,85.367
1264,B,False,146.71,142.88,151.84,145.02,140.92,137.74,137.23,148.23,147.48,146.15
1265,B,False,113.81,111.45,109.38,107.94,107.38,105.91,106.92,107.07,106.96,106.42
1266,B,False,94.584,92.282,92.751,92.032,90.944,88.79,87.603,88.357,88.312,88.457
1267,B,True,95.654,95.539,95.794,95.898,95.496,95.805,96.456,96.456,96.991,96.652
1268,B,False,127.51,133.13,135.82,136.01,136.03,133.02,134.13,139.39,133.11,137.68
1269,B,False,90.039,89.554,90.139,88.236,89.415,89.597,88.951,89.721,88.431,87.78
1270,B,False,119.66,119.95,120.35,121.1,121.05,120.88,121.34,121.04,120.97,121.41
1271,B,False,109.02,110.69,111.67,111.94,113.05,115.29,115.89,115.61,116.69,115.97
1272,B,False,124.86,124.21,121.57,124.25,123.65,127.38,129.62,128.63,130.73,134.72
1273,B,True,101.31,101.08,100.84,101.75,103.3,103.81,100.84,100.95,101.92,104.4
1274,B,False,101.63,100.99,102.11,102.74,101.57,101.36,102.15,102.17,102.04,102.28
1275,B,False,137.52,138.15,133.96,131.04,132.61,129.55,130.81,129.38,129.15,130.42
1276,B,False,115.92,115.2,116.96,115.8,114.96,115.68,116.52,118.71,118.06,117.0
1277,B,False,155.9,150.52,156.96,156.31,152.01,149.08,144.9,144.07,149.86,149.02
1278,B,False,96.067,97.066,96.786,96.578,96.798,95.534,95.259,94.456,93.617,93.916
1279,B,True,124.56,126.31,128.35,126.08,131.09,129.51,131.13,133.26,128.29,129.77
1280,B,False,122.75,123.28,122.28,122.86,124.51,124.67,124.27,124.81,122.61,121.86
1281,B,False,128.38,128.86,127.62,124.32,122.2,120.06,117.27,113.15,109.8,108.43
1282,B,False,78.993,76.194,77.283,78.144,76.654,78.706,77.876,77.627,76.258,76.769
1283,B,False,109.83,111.16,108.79,109.4,109.07,112.81,112.96,107.16,105.38,105.83
1284,B,False,102.42,102.82,103.85,102.52,100.48,103.03,102.28,99.673,101.68,100.9
1285,B,False,70.68,71.225,71.438,71.477,71.689,71.337,72.837,72.04,73.169,73.944
1286,B,True,109.53,110.19,110.02,111.63,113.25,115.93,116.71,118.96,119.4,120.29
1287,B,False,130.12,132.76,131.41,131.9,134.02,132.84,134.65,132.0,132.36,135.05
1288,B,False,119.89,123.5,128.55,130.19,133.8,135.24,137.29,139.3,138.34,140.11
1289,B,False,67.02,67.475,67.71,66.794,64.128,63.656,63.264,62.859,62.708,62.717
1290,B,False,155.02,149.64,139.15,146.2,139.72,129.2,127.29,128.6,126.55,129.8
1291,B,False,53.032,56.89,55.458,54.355,54.423,54.234,56.437,52.563,53.698,50.57
1292,B,False,122.22,120.72,118.12,117.69,116.84,116.67,115.41,115.29,114.42,113.12
1293,B,False,68.609,68.181,68.787,68.838,67.037,67.31,67.478,68.525,69.527,69.631
1294,B,False,75.711,76.158,76.082,79.05,76.232,77.808,78.144,78.088,76.395,77.458
1295,B,False,99.69,101.55,102.06,101.4,101.33,102.67,103.4,102.08,103.75,105.28
1296,B,False,156.31,148.3,148.08,147.57,143.53,143.77,140.79,145.22,140.31,138.9
1297,B,False,120.21,118.7,118.45,120.07,125.45,125.67,127.35,127.68,127.59,128.44
1298,B,False,131.25,130.68,131.43,130.03,130.43,129.62,127.92,126.4,125.53,122.19
1299,B,False,89.352,90.616,90.612,88.478,88.326,89.239,89.658,89.23,88.357,87.203
1300,B,False,133.77,131.14,119.07,116.52,113.32,113.5,116.88,118.14,120.59,127.0
1301,B,False,114.2,114.0,117.21,118.42,115.87,117.58,116.42,113.91,114.12,114.41
1302,B,False,114.14,115.42,113.83,112.6,113.26,112.74,114.44,113.97,112.47,113.59
1303,B,False,124.19,126.83,129.01,129.02,128.4,127.13,126.61,123.64,122.72,117.73
1304,B,False,116.76,115.99,113.11,111.47,108.73,107.11,105.71,107.46,107.55,104.7
1305,B,False,112.73,114.36,113.47,115.12,114.48,113.15,115.41,121.91,118.62,117.44
1306,B,True,90.452,90.267,90.987,90.302,89.966,90.282,91.101,89.84,89.249,89.132
1307,B,True,107.26,107.44,107.15,105.85,106.64,107.03,109.68,109.99,110.83,105.99
1308,B,True,202.59,83.584,91.882,167.36,92.877,89.605,152.09,183.77,172.51,192.92
1309,B,False,110.7,110.05,111.22,111.24,110.7,111.48,110.43,109.3,108.6,108.91
1310,B,False,124.86,123.58,122.42,121.93,121.5,123.17,119.96,119.61,117.69,117.66
1311,B,False,117.94,119.02,121.05,118.64,119.04,117.66,119.1,117.62,115.81,116.58
1312,B,False,108.53,109.53,110.19,110.02,111.63,113.25,115.93,116.71,118.96,119.4
1313,B,False,112.68,113.92,112.78,113.79,112.81,111.41,111.92,112.37,112.84,111.38
1314,B,False,60.674,63.106,62.437,59.046,86.769,59.022,82.639,80.266,61.228,62.691
1315,B,False,60.602,61.726,61.965,61.015,61.511,60.414,62.367,63.552,63.253,64.401
1316,B,False,97.495,98.916,98.6,98.343,99.741,100.53,101.7,100.51,100.92,100.53
1317,B,False,119.65,121.88,123.33,125.62,126.48,128.72,128.9,129.43,130.37,130.27
1318,B,False,146.07,142.15,138.91,136.23,140.05,137.58,134.42,134.04,133.52,132.02
1319,B,False,117.18,121.08,123.04,127.46,130.06,132.45,132.72,131.64,135.38,137.68
1320,B,False,83.628,83.817,84.238,84.821,85.152,85.525,86.168,86.202,87.179,88.062
1321,B,False,54.456,66.723,56.487,53.185,57.541,52.481,53.634,58.515,58.22,54.76
1322,B,False,119.77,121.94,122.06,122.72,122.28,122.18,122.69,122.14,121.79,120.18
1323,B,False,98.418,98.94,99.016,99.062,98.905,97.774,97.66,98.177,97.564,97.386
1324,B,False,115.89,115.51,120.19,120.2,117.08,116.0,113.12,113.89,112.76,112.71
1325,B,False,111.27,111.8,111.63,112.02,114.19,114.5,114.37,114.42,116.11,116.36
1326,B,False,154.22,152.45,147.43,142.38,146.84,144.2,147.84,144.44,139.27,146.71
1327,B,False,111.86,110.96,111.26,110.01,109.39,109.99,105.34,104.32,104.39,107.5
1328,B,False,128.88,129.92,129.21,131.89,130.91,128.87,130.99,131.19,129.59,127.04
1329,B,False,60.644,60.29,59.629,58.362,57.786,59.174,57.717,58.684,61.894,61.74
1330,B,False,89.606,89.654,89.723,88.075,87.869,86.185,84.642,84.539,84.538,83.548
1331,B,False,154.04,154.84,162.05,156.57,158.1,162.87,162.08,161.11,164.03,166.02
1332,B,False,96.538,97.271,98.933,98.734,98.415,97.704,98.211,98.461,97.664,97.741
1333,B,False,77.365,70.79,78.121,69.545,68.564,71.103,66.447,89.54,82.952,71.661
1334,B,True,117.4,118.98,118.37,118.46,117.54,114.95,115.05,113.06,114.9,114.84
1335,B,False,56.794,55.043,54.375,53.239,51.056,52.887,54.891,57.387,56.573,56.79
1336,B,False,92.043,96.471,95.476,95.861,95.774,96.031,95.232,92.449,90.773,91.405
1337,B,True,68.558,73.65,67.125,62.77,77.566,69.917,72.712,80.031,72.603,71.97
1338,B,False,83.025,84.237,83.743,82.243,81.906,81.857,83.672,85.653,87.481,88.324
1339,B,False,72.423,77.965,69.72,68.874,65.784,70.094,70.535,69.704,72.453,69.429
1340,B,False,127.69,124.69,123.44,126.41,121.85,118.42,121.23,117.72,118.35,115.69
1341,B,False,98.615,98.389,99.163,99.147,99.482,99.808,99.83,101.37,101.54,103.51
1342,B,False,0.0,0.0,0.0,0.0,0.0,57.438,0.0,0.0,0.0,0.0
1343,B,True,117.88,118.12,118.94,117.31,118.21,119.83,118.94,116.9,117.38,118.73
1344,B,False,80.902,81.242,81.305,81.283,82.176,81.444,81.16,83.863,83.528,83.598
1345,B,False,87.489,87.457,88.175,86.741,88.693,88.687,88.915,88.682,91.752,92.325
1346,B,False,79.809,79.771,79.785,81.27,80.28,81.334,83.373,82.666,84.048,85.61
1347,B,True,148.47,149.84,159.65,162.46,155.84,151.31,145.68,149.2,150.9,150.53
1348,B,True,99.418,103.37,103.09,105.19,114.18,117.82,120.08,119.9,120.81,132.31
1349,B,False,147.02,156.35,157.23,163.05,150.38,154.22,152.45,147.43,142.38,146.84
1350,B,False,119.42,118.29,118.45,117.47,116.2,115.55,114.65,112.56,115.25,117.78
1351,B,False,127.27,128.73,126.1,126.92,126.64,126.53,121.88,123.45,124.52,123.4
1352,B,True,140.22,136.45,139.28,141.64,135.48,141.31,143.32,138.77,144.52,138.71
1353,B,False,99.174,99.616,97.823,97.341,97.627,96.39,96.931,96.559,95.45,95.14
1354,B,False,123.82,124.81,125.13,123.87,123.91,123.46,124.18,124.85,125.27,125.57
1355,B,False,118.83,118.45,119.79,120.53,120.15,119.26,119.49,120.64,118.04,117.62
1356,B,False,116.29,115.03,112.62,115.96,115.95,115.92,121.14,128.14,122.98,127.31
1357,B,True,120.04,119.53,119.44,118.01,122.87,123.34,125.31,125.09,126.1,126.45
1358,B,True,94.61,79.44,76.436,68.815,93.611,88.249,77.573,88.702,81.851,61.493
1359,B,True,76.691,79.421,76.07,74.612,74.724,79.252,82.224,73.996,75.502,78.329
1360,B,True,120.32,119.92,120.31,119.26,119.71,119.94,121.46,121.18,121.58,121.31
1361,B,False,120.74,121.8,126.49,127.82,128.8,126.6,127.14,128.07,130.4,131.89
1362,B,False,93.612,74.716,98.785,94.452,104.14,97.799,97.272,73.639,97.543,73.75
1363,B,False,139.19,139.83,137.21,139.53,136.34,139.45,135.89,136.14,135.45,133.47
1364,B,False,112.75,112.05,110.49,112.68,112.87,115.2,115.25,118.84,122.71,124.26
1365,B,True,74.23,69.693,76.529,77.911,71.596,73.555,68.234,72.014,69.764,70.395
1366,B,False,126.49,126.83,125.06,123.74,126.01,127.63,126.7,123.71,124.58,122.49
1367,B,False,136.29,140.69,143.39,143.83,144.03,144.21,143.8,143.05,143.09,140.81
1368,B,False,144.06,139.17,142.38,145.1,140.02,132.52,131.52,129.46,133.9,135.6
1369,B,False,88.347,89.366,89.212,84.166,83.896,83.996,88.314,87.113,81.285,81.234
1370,B,True,95.94,98.374,99.237,100.04,99.648,99.785,100.41,98.351,98.241,98.679
1371,B,False,93.965,92.721,93.393,93.115,92.005,92.373,92.936,94.147,92.542,92.53
1372,B,False,89.852,103.3,106.37,101.82,107.19,109.88,106.5,109.86,106.44,108.87
1373,B,False,111.91,111.01,112.16,112.19,110.99,110.51,111.1,110.75,111.51,112.67
1374,B,False,71.322,72.22,71.055,70.848,71.868,73.144,71.951,72.927,70.368,67.657
1375,B,False,80.832,82.033,82.891,82.951,80.742,82.147,81.792,80.19,77.277,76.272
1376,B,False,103.84,103.29,102.98,104.74,105.37,105.58,105.94,107.21,107.19,107.13
1377,B,True,133.14,129.75,134.71,135.16,132.25,134.46,134.22,131.47,133.56,131.88
1378,B,False,68.943,69.422,78.34,70.826,67.056,71.695,72.517,68.085,70.677,67.112
1379,B,True,80.468,79.699,80.117,79.561,79.77,79.562,78.2,78.792,78.393,77.941
1380,B,False,95.975,94.243,93.56,93.848,95.266,95.57,96.777,95.871,97.679,97.143
1381,B,False,138.15,138.3,137.4,132.8,129.24,127.42,123.57,121.46,121.93,126.01
1382,B,False,127.21,126.69,126.29,126.25,126.73,126.24,125.61,128.24,128.11,131.69
1383,B,False,164.7,163.09,163.33,155.16,163.34,163.22,159.63,161.79,161.92,156.72
1384,B,False,95.381,95.592,94.078,94.689,95.092,95.502,97.666,97.735,96.248,99.693
1385,B,False,143.47,142.61,143.76,143.22,144.02,141.33,147.14,144.55,144.62,143.32
1386,B,False,116.63,116.1,117.05,115.17,115.1,116.8,117.12,115.5,117.01,116.25
1387,B,False,121.01,122.37,127.29,126.95,123.83,126.13,128.75,129.61,128.82,127.43
1388,B,False,93.72,93.409,93.887,94.204,93.644,95.477,95.952,95.629,95.998,96.825
1389,B,False,84.806,85.153,85.63,85.145,85.092,84.734,84.952,85.281,84.997,84.524
1390,B,False,88.643,89.743,89.824,88.778,90.201,90.398,88.73,87.712,87.722,87.794
1391,B,False,65.454,65.585,64.537,63.046,65.752,61.896,62.659,62.112,60.994,61.845
1392,B,False,144.45,142.51,144.46,145.54,143.95,140.71,138.49,136.97,135.42,135.31
1393,B,False,119.57,119.76,119.23,120.16,123.65,123.28,125.3,126.57,126.85,125.1
1394,B,False,106.59,104.73,104.07,105.71,104.37,103.76,103.14,103.9,103.22,101.7
1395,B,False,121.46,123.59,123.72,123.75,124.36,124.22,122.84,122.86,122.8,121.26
1396,B,True,122.88,125.4,128.35,130.27,126.1,130.03,133.45,135.83,136.68,135.38
1397,B,False,93.932,95.023,95.758,97.167,97.264,96.27,98.065,97.115,96.315,95.931
1398,B,True,136.09,142.96,136.38,136.06,135.62,135.86,133.89,130.97,127.06,121.1
1399,B,True,145.02,147.49,146.38,144.34,143.47,142.61,143.76,143.22,144.02,141.33
1400,B,True,139.22,139.13,140.07,139.52,140.42,143.34,140.19,141.34,142.16,144.18
1401,B,False,115.08,113.2,108.93,106.13,110.39,111.94,117.82,117.41,115.88,123.13
1402,B,False,116.68,116.68,119.76,120.2,121.37,121.63,122.84,122.88,125.0,125.2
1403,B,False,106.64,106.77,106.41,106.82,106.85,106.59,108.37,107.97,109.77,110.84
1404,B,False,92.509,91.872,91.019,90.909,91.914,91.345,90.907,90.943,90.607,91.707
1405,B,False,66.658,70.388,73.994,74.305,74.636,76.45,74.738,77.069,76.315,79.235
1406,B,False,82.503,82.046,81.238,80.12,80.7,79.713,79.246,78.074,77.47,77.947
1407,B,False,73.756,74.496,74.517,72.689,72.675,72.893,74.228,73.254,74.778,73.644
1408,B,False,89.243,89.519,88.254,88.523,88.02,88.107,88.586,88.721,88.727,88.932
1409,B,False,135.27,114.44,117.1,134.24,129.29,125.45,131.94,128.84,125.06,114.26
1410,B,False,87.605,88.22,89.068,88.012,87.411,88.207,88.323,88.071,89.114,89.805
1411,B,False,56.517,57.012,58.836,56.836,56.233,54.468,55.465,52.877,55.268,54.558
1412,B,False,105.42,107.59,107.18,107.31,108.19,108.97,108.29,108.11,110.4,110.64
1413,B,False,54.76,61.976,90.135,102.93,68.284,80.616,93.689,81.116,68.246,73.093
1414,B,False,125.63,125.74,126.38,125.23,127.85,128.46,126.5,125.32,124.05,125.25
1415,B,False,61.404,61.518,60.33,60.112,60.864,60.584,60.606,60.499,59.772,60.579
1416,B,False,99.058,99.132,98.397,97.773,96.563,97.613,97.68,97.997,97.35,97.318
1417,B,False,142.12,150.37,139.89,136.96,139.59,152.34,150.34,151.96,141.12,145.62
1418,B,False,133.64,131.39,131.76,132.26,133.28,132.36,132.11,131.67,131.36,132.31
1419,B,False,80.374,79.813,81.084,78.106,77.562,77.078,77.391,77.877,79.193,76.609
1420,B,False,98.688,98.472,97.315,97.33,95.64,94.73,94.815,95.876,96.246,94.677
1421,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,B,False,123.53,122.43,122.45,119.67,120.82,120.72,122.72,121.53,123.45,121.4
1423,B,False,118.37,119.15,119.52,119.5,119.11,118.85,117.82,117.7,116.98,117.0
1424,B,False,126.14,127.68,126.87,128.82,127.71,128.06,129.28,129.6,127.51,125.86
1425,B,False,99.436,99.066,98.957,99.093,99.043,98.598,97.551,97.508,96.594,95.348
1426,B,False,117.34,117.41,118.24,119.71,120.68,121.46,121.92,123.84,124.06,127.13
1427,B,False,131.12,124.69,127.92,129.07,128.38,130.88,129.03,121.45,119.13,119.92
1428,B,False,64.537,63.046,65.752,61.896,62.659,62.112,60.994,61.845,61.373,60.966
1429,B,False,70.287,70.457,70.565,70.409,68.737,69.192,69.548,71.315,70.513,70.603
1430,B,False,61.896,62.659,62.112,60.994,61.845,61.373,60.966,62.854,63.897,63.153
1431,B,False,125.39,125.75,127.08,127.46,126.8,129.24,130.51,129.48,127.41,131.95
1432,B,False,67.449,68.809,68.72,69.093,70.153,70.965,70.311,69.988,70.282,71.216
1433,B,False,102.87,102.74,103.18,101.8,97.805,97.808,95.569,100.27,96.853,97.404
1434,B,False,132.28,134.36,139.84,139.9,139.68,143.58,142.03,140.11,141.52,145.4
1435,B,False,133.72,132.45,135.91,129.51,124.1,126.56,128.7,126.46,127.7,129.28
1436,B,False,84.134,83.008,82.061,82.073,82.382,82.6,84.463,84.408,84.329,84.292
1437,B,False,77.534,78.026,76.496,74.222,75.294,73.645,77.764,75.827,75.893,76.532
1438,B,False,118.2,120.48,121.12,122.2,122.28,124.45,125.63,123.37,124.75,123.6
1439,B,False,83.694,93.759,92.215,110.11,112.57,112.24,110.21,111.42,112.23,118.86
1440,B,False,134.58,133.56,136.96,139.38,134.65,137.96,139.14,139.33,138.74,137.0
1441,B,False,126.44,126.06,125.98,127.23,126.27,126.23,125.15,123.63,123.75,123.61
1442,B,False,65.874,64.487,64.521,65.288,66.118,65.38,65.171,65.121,65.087,65.874
1443,B,False,75.802,76.017,75.308,73.984,74.189,74.7,74.131,74.721,74.643,74.453
1444,B,False,122.45,121.54,121.43,121.71,118.23,114.91,116.44,114.43,114.15,113.21
1445,B,True,110.97,110.26,110.52,111.37,109.33,108.33,105.94,104.91,103.57,101.51
1446,B,False,117.39,119.04,119.29,117.5,114.71,113.45,113.49,112.16,109.4,107.88
1447,B,False,82.979,85.029,86.017,71.449,66.911,67.117,67.817,73.167,67.871,66.658
1448,B,True,98.45,97.487,98.67,99.539,97.812,97.526,100.78,94.975,100.41,100.99
1449,B,False,121.62,121.7,123.95,126.14,127.33,127.46,126.6,127.62,127.81,127.95
1450,B,False,129.92,128.67,126.79,124.29,123.8,121.37,123.18,122.8,122.22,122.55
1451,B,False,58.464,53.798,56.125,63.527,58.558,58.084,100.03,62.112,63.405,62.232
1452,B,True,135.67,132.66,131.85,129.37,129.18,127.83,126.31,125.39,126.35,127.45
1453,B,False,148.89,147.53,146.8,146.13,145.46,142.24,140.22,138.53,139.61,138.6
1454,B,False,96.867,95.279,96.201,97.415,97.895,99.078,101.31,102.46,102.6,102.51
1455,B,False,132.45,132.99,131.4,131.42,130.33,129.45,128.01,129.2,129.11,129.93
1456,B,False,123.84,122.92,123.01,123.95,123.52,122.71,121.91,122.52,121.74,121.11
1457,B,False,89.542,89.278,88.962,88.901,87.723,88.455,89.944,89.703,89.688,90.38
1458,B,False,108.83,109.32,109.49,110.77,110.85,110.64,110.29,111.35,109.73,110.84
1459,B,True,144.66,143.12,145.43,145.36,145.9,145.19,140.58,139.04,139.72,142.21
1460,B,False,140.02,135.72,132.05,129.62,129.37,125.01,126.68,125.83,119.9,119.68
1461,B,False,106.39,107.2,108.05,108.78,110.22,110.16,110.56,112.11,112.34,112.44
1462,B,False,124.43,125.15,125.87,129.09,129.0,130.62,134.86,134.54,132.79,134.67
1463,B,False,90.39,89.548,88.596,88.797,88.317,88.579,88.37,88.493,88.443,88.135
1464,B,False,144.99,143.0,142.99,142.58,140.89,147.78,145.15,148.3,146.1,152.31
1465,B,False,116.81,108.34,115.58,78.248,85.838,79.974,84.069,89.886,85.882,88.056
1466,B,True,95.482,95.464,96.401,96.267,97.646,99.506,100.18,102.44,103.84,102.98
1467,B,False,63.477,63.186,64.065,61.858,65.615,64.975,65.075,66.855,64.16,63.796
1468,B,False,82.904,81.969,84.947,84.492,85.161,84.668,86.156,85.108,85.304,83.978
1469,B,False,138.58,138.4,138.79,137.46,135.03,132.06,134.38,134.29,133.36,133.26
1470,B,False,133.25,136.65,137.5,131.09,131.94,130.64,137.19,135.7,136.41,144.99
1471,B,False,96.162,96.286,94.505,93.515,93.432,90.969,91.663,89.966,91.653,91.579
1472,B,False,140.21,136.49,133.61,130.32,133.77,132.55,129.93,132.2,126.77,124.5
1473,B,False,82.413,81.815,81.571,81.827,81.926,82.228,81.729,82.026,82.52,83.609
1474,B,False,128.76,132.07,136.06,139.06,140.43,143.67,144.67,146.3,148.21,147.69
1475,B,True,72.15,71.235,70.654,70.401,70.778,71.121,71.832,72.173,70.704,71.458
1476,B,False,121.75,120.43,119.99,120.66,118.9,118.01,115.78,113.6,114.16,113.8
1477,B,False,90.783,91.007,90.93,91.461,92.036,92.22,92.783,94.445,95.123,96.109
1478,B,False,71.306,71.627,72.288,72.302,72.507,72.669,72.646,72.163,72.229,71.295
1479,B,False,85.095,85.227,85.642,86.848,86.502,85.956,86.108,85.948,86.591,87.139
1480,B,False,123.79,125.25,126.03,127.06,128.01,127.24,127.46,127.08,127.47,126.31
1481,B,True,78.448,76.153,76.46,75.913,86.243,78.117,76.952,66.72,70.433,65.006
1482,B,False,122.34,120.84,120.3,117.73,116.07,117.02,118.08,118.62,117.32,118.89
1483,B,False,76.339,76.293,77.046,76.841,77.896,77.034,76.582,76.69,75.595,76.035
1484,B,False,127.89,129.71,130.17,127.13,126.02,125.32,127.6,125.07,123.85,123.72
1485,B,False,112.07,112.41,115.67,115.23,117.11,114.46,115.66,115.97,115.24,114.34
1486,B,False,66.697,62.611,62.456,64.032,68.138,74.864,62.233,62.452,62.689,67.94
1487,B,False,0.0,5.4367,27.497,98.265,48.415,39.372,48.384,60.942,108.65,114.7
1488,B,False,131.89,133.37,134.46,130.1,130.93,128.71,127.19,131.02,132.21,135.01
1489,B,False,109.7,109.66,110.6,109.79,109.48,106.88,106.84,104.47,102.91,101.52
1490,B,False,125.84,125.45,122.66,126.03,124.01,122.68,124.2,123.21,117.1,120.13
1491,B,False,58.362,57.786,59.174,57.717,58.684,61.894,61.74,61.638,62.082,63.542
1492,B,False,107.25,107.01,107.73,108.27,108.82,109.11,109.29,110.1,109.82,110.27
1493,B,False,91.512,95.179,95.907,96.262,97.571,95.86,95.294,95.556,94.308,95.278
1494,B,False,96.772,96.067,95.926,95.439,95.196,95.08,95.232,96.37,95.817,96.682
1495,B,False,104.42,102.49,104.37,104.27,111.37,106.85,110.03,112.29,115.98,112.51
