,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10
610,M,False,76.93,77.367,78.445,78.077,78.129,78.385,78.604,80.11,80.131,80.734
611,M,False,80.734,81.185,81.204,81.675,82.316,82.559,82.214,81.917,82.076,81.971
612,M,False,82.15,81.822,81.708,81.242,80.766,80.594,80.645,80.662,80.089,79.559
613,M,False,77.849,77.304,76.418,76.114,76.036,75.623,75.322,74.965,74.14,74.353
614,M,True,73.349,74.898,75.039,74.878,74.263,74.07,73.613,73.117,72.358,71.503
615,M,True,74.583,75.337,74.965,75.406,75.695,76.698,76.768,76.925,76.575,77.059
616,M,False,74.414,74.141,74.554,75.386,74.233,75.212,75.116,75.224,75.908,76.531
617,M,True,72.91,72.485,72.178,72.081,71.706,71.571,71.411,71.558,70.954,71.896
618,M,False,72.178,72.081,71.706,71.571,71.411,71.558,70.954,71.896,71.552,76.954
619,M,True,66.133,65.531,65.905,65.338,64.491,65.138,64.543,64.088,64.016,64.558
620,M,False,63.221,64.228,64.232,63.947,63.75,64.388,63.218,63.756,64.089,63.555
621,M,False,63.218,63.756,64.089,63.555,63.676,63.56,63.158,63.264,62.447,62.707
622,M,True,56.509,57.132,56.897,57.352,57.443,57.674,57.707,57.931,58.04,57.591
623,M,True,53.332,52.93,52.916,52.852,52.832,52.631,52.443,52.414,51.756,52.037
624,M,False,54.267,54.109,55.111,53.233,54.601,52.338,51.856,51.718,51.496,51.091
625,M,False,50.309,50.062,49.753,49.628,49.811,49.486,49.277,49.452,49.37,49.191
626,M,True,44.017,43.535,43.196,43.314,43.381,42.898,42.789,42.626,43.654,42.183
627,M,False,57.675,58.005,57.688,58.682,58.151,57.971,58.039,58.207,58.31,59.281
628,M,True,38.648,38.869,39.048,39.427,40.34,41.246,42.291,43.442,44.051,44.57
629,M,False,40.38,40.142,40.669,40.705,40.681,40.562,40.665,41.264,41.474,41.741
630,M,False,44.546,45.116,45.491,45.184,45.69,45.678,45.689,46.208,46.86,46.986
631,M,False,39.774,39.344,41.239,41.07,41.104,40.399,40.998,40.467,40.999,42.39
632,M,False,47.261,48.972,47.228,46.873,46.196,45.862,47.138,47.01,45.534,46.561
633,M,False,62.746,64.36,65.964,66.845,68.095,68.258,68.199,67.988,66.768,65.483
634,M,False,46.37,47.489,47.459,47.237,47.807,47.84,47.44,46.933,45.395,45.077
635,M,False,55.278,54.309,53.47,53.341,52.831,51.744,51.586,51.646,50.904,50.845
636,M,False,42.851,43.205,43.445,43.149,43.432,43.347,43.13,43.01,43.065,43.025
637,C,True,31.845,32.292,32.342,32.382,32.629,33.428,33.548,33.483,33.397,33.743
638,C,True,57.706,58.327,60.324,60.732,59.373,56.722,57.29,57.199,56.814,56.451
639,C,False,41.484,41.019,40.872,40.44,40.276,40.267,40.168,40.47,40.12,39.484
640,C,False,37.194,37.363,37.851,38.331,38.022,37.182,37.67,36.197,36.587,37.579
641,C,False,35.412,35.307,35.743,35.61,35.474,35.62,35.96,36.377,35.962,36.381
642,C,False,19.86,20.769,19.74,20.553,21.306,19.902,20.649,19.293,20.936,23.65
643,C,False,35.397,36.458,35.019,33.011,32.625,32.889,34.035,34.107,33.709,34.381
644,C,False,55.685,54.694,57.012,57.176,57.776,57.067,60.093,60.297,60.411,61.248
645,C,False,58.635,57.63,57.436,57.115,56.776,55.626,55.834,56.164,56.718,56.256
646,C,True,65.42,65.408,65.462,65.771,65.606,65.784,65.678,65.33,65.046,64.811
647,C,False,62.313,62.631,63.063,63.386,63.796,63.612,63.443,63.618,63.757,64.145
648,C,False,64.026,63.895,63.923,63.535,63.063,62.933,61.83,61.888,60.916,60.834
649,C,False,33.295,33.16,33.095,31.633,30.767,30.388,32.727,29.287,30.215,30.014
650,C,False,47.799,47.841,48.452,48.403,48.376,48.435,48.505,48.27,48.279,47.968
651,C,True,50.145,51.905,52.091,52.396,51.95,55.051,53.707,51.976,54.448,52.519
652,C,True,41.796,42.094,42.066,42.154,41.87,41.675,42.051,42.19,42.663,42.713
653,C,False,51.557,52.031,51.615,51.625,50.972,50.926,51.224,51.515,50.716,51.02
654,C,False,62.092,62.446,63.481,63.871,64.743,66.442,67.221,67.721,69.451,70.648
655,C,False,41.204,41.345,42.026,41.823,42.207,42.422,42.868,43.671,43.816,44.241
656,C,True,39.408,38.962,39.303,38.811,37.965,38.718,38.831,39.633,39.311,39.845
657,C,False,67.209,67.409,67.771,67.576,67.682,68.079,68.422,68.462,68.99,68.594
658,C,False,58.779,58.796,58.677,58.922,59.267,59.558,60.507,61.429,62.29,62.397
659,C,False,52.667,52.914,52.114,51.16,51.859,50.759,50.265,48.81,48.298,47.971
660,C,False,66.175,67.053,67.602,67.632,67.491,67.14,66.067,65.236,65.262,64.04
661,C,False,62.929,62.863,61.766,61.051,60.795,60.065,59.587,58.655,59.003,58.767
662,C,False,41.645,41.273,41.139,40.857,40.746,40.719,40.315,39.974,39.762,39.775
663,C,True,61.55,60.511,59.714,58.905,58.92,58.693,58.267,56.661,55.718,55.587
664,C,False,35.307,35.179,35.516,35.628,35.775,36.169,36.003,36.045,36.725,36.96
665,C,False,65.473,65.521,66.314,65.382,62.822,63.976,65.519,64.473,64.735,64.307
666,C,False,32.407,32.245,33.213,34.014,33.515,34.314,34.866,34.902,34.992,35.432
667,C,False,35.369,35.23,35.361,35.066,35.211,35.415,35.481,35.389,35.538,35.479
668,C,True,58.732,58.305,58.512,59.024,58.444,58.983,59.011,58.615,58.246,57.914
669,C,False,65.126,65.887,66.803,67.722,69.015,66.884,64.895,64.947,64.998,64.524
670,C,False,59.112,59.138,59.799,59.902,60.16,60.459,60.678,60.649,60.399,60.47
671,C,False,39.408,38.962,39.303,38.811,37.965,38.718,38.831,39.633,39.311,39.845
672,C,False,0.0,24.792,39.908,12.176,25.295,24.733,15.134,20.129,17.377,13.383
673,C,True,63.062,63.276,63.723,63.972,64.034,64.143,64.401,64.593,64.813,64.52
674,C,False,73.426,73.518,74.065,76.374,80.259,81.408,83.033,84.902,86.439,84.006
675,C,False,37.27,35.2,34.704,37.563,37.002,35.061,34.205,37.468,36.201,33.132
676,C,False,34.227,37.556,38.727,38.362,37.022,37.518,36.196,41.26,36.567,38.833
677,C,False,60.256,60.122,60.108,61.262,62.331,63.481,62.447,63.783,64.57,65.559
678,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,C,False,60.775,61.747,60.87,61.166,62.112,62.389,62.832,63.505,63.473,64.363
680,C,False,65.746,65.814,66.524,66.392,66.658,66.466,67.409,68.146,68.721,68.888
681,C,False,26.483,26.693,26.745,27.404,27.859,29.08,28.785,30.077,29.676,29.515
682,C,False,59.098,59.08,59.404,59.109,59.092,58.913,59.257,59.606,60.393,60.794
683,C,False,55.369,54.533,55.135,55.412,55.237,55.112,54.4,54.412,54.309,54.166
684,C,False,30.521,29.927,29.949,29.989,29.96,29.889,29.712,30.173,29.995,30.622
685,C,False,38.867,39.482,39.527,39.968,40.927,41.335,41.86,42.463,43.106,43.537
686,C,False,52.433,53.828,54.771,53.936,54.516,55.64,56.369,57.546,58.655,58.784
687,C,False,32.268,32.784,33.436,33.596,33.408,33.326,32.308,31.816,31.492,30.894
688,C,True,44.788,44.81,42.482,42.663,43.023,45.514,44.902,48.3,49.146,44.062
689,C,False,49.442,49.17,49.294,49.452,49.273,49.16,49.196,48.993,49.229,49.401
690,C,False,42.304,41.581,40.793,41.927,39.819,41.838,39.867,40.38,40.057,41.356
691,C,False,56.49,56.129,56.24,55.976,55.646,55.068,54.907,54.049,53.35,52.606
692,C,False,42.699,42.578,40.048,41.988,42.26,41.807,41.622,41.329,41.171,41.183
693,C,False,60.702,60.875,59.412,60.461,60.871,62.326,61.757,60.294,60.867,60.249
694,C,False,50.842,50.227,49.954,49.394,48.839,49.068,49.612,49.609,50.134,51.288
695,C,False,33.093,33.201,33.86,33.905,33.868,33.833,33.889,33.911,34.307,34.2
696,C,True,40.155,39.787,39.829,38.797,38.217,37.794,37.177,37.244,37.22,36.582
697,C,False,28.669,28.059,28.018,29.348,29.005,28.379,28.954,29.569,29.565,29.694
698,C,False,65.945,66.639,66.652,67.381,67.492,67.378,67.786,67.605,67.369,67.255
699,C,False,69.126,68.592,68.551,68.345,67.845,67.295,67.682,67.471,67.671,67.489
700,C,False,49.852,49.606,49.698,49.675,50.029,50.242,50.024,50.184,50.572,50.935
701,C,False,67.931,69.151,69.561,69.727,70.197,70.688,71.67,72.065,71.913,71.956
702,C,False,53.811,53.884,53.832,54.018,54.048,54.07,53.244,52.873,52.507,52.016
703,C,False,34.747,34.724,34.44,34.54,34.258,34.177,34.936,35.569,36.035,36.38
704,C,True,38.172,38.624,37.411,37.504,36.82,36.801,36.739,36.885,36.829,37.978
705,C,False,39.75,41.087,41.586,41.007,40.938,40.489,40.706,40.767,39.615,42.001
706,C,False,58.145,58.981,56.044,54.997,54.198,53.52,52.253,50.444,49.109,49.222
707,C,False,57.171,58.701,59.221,59.091,59.881,59.231,59.078,58.197,58.653,58.161
708,C,False,30.988,30.888,31.988,32.087,32.411,33.348,34.913,35.549,36.631,37.677
709,C,False,45.92,45.722,45.942,44.951,45.408,45.237,44.823,44.966,45.088,44.967
710,C,False,42.187,41.922,42.804,41.955,41.548,41.832,40.358,41.835,41.184,41.944
711,C,True,43.583,42.86,41.834,41.644,44.003,42.959,42.655,40.957,43.006,41.19
712,C,False,39.493,39.348,39.543,39.7,39.536,39.591,39.938,40.582,41.147,41.429
713,C,False,42.18,42.376,42.08,41.842,42.07,42.088,41.925,42.109,42.307,42.276
714,C,False,57.679,57.145,56.714,56.365,55.793,55.232,54.778,53.957,54.856,54.028
715,C,False,67.825,67.916,67.401,68.499,67.98,67.872,68.128,67.474,66.916,66.171
716,C,False,38.052,38.176,37.532,37.751,37.608,37.862,37.343,37.127,37.695,37.623
717,C,False,63.663,63.953,64.547,64.504,64.252,64.323,64.952,64.484,65.274,64.95
718,C,False,34.027,33.835,33.491,33.203,33.115,33.079,32.742,32.868,32.542,32.75
719,C,False,60.743,60.996,61.424,61.386,60.915,60.269,59.794,59.317,58.705,58.299
720,C,False,33.41,33.154,32.762,31.492,31.528,31.101,31.0,31.193,31.437,31.228
721,C,False,31.845,32.292,32.342,32.382,32.629,33.428,33.548,33.483,33.397,33.743
722,C,False,42.051,42.19,42.663,42.713,42.416,42.685,41.901,42.356,41.712,41.906
723,C,False,47.797,48.922,47.474,47.602,47.528,47.578,46.51,45.416,46.631,46.342
724,C,False,58.723,58.073,57.859,57.949,56.813,56.563,55.632,55.052,54.847,54.637
725,C,False,46.721,46.166,46.088,45.505,45.192,44.872,45.024,45.206,45.747,46.103
726,C,False,64.65,63.46,63.385,62.921,61.334,60.51,60.297,60.208,58.858,60.005
727,C,False,51.798,51.866,51.822,51.771,51.904,52.04,51.994,52.057,52.025,51.993
728,C,False,68.319,68.455,67.745,67.79,66.798,66.884,65.744,67.144,66.034,66.723
729,C,False,63.727,63.534,63.665,54.453,64.127,64.232,64.556,64.72,64.731,64.89
730,C,False,32.017,31.9,31.943,31.706,31.638,31.378,31.385,31.927,31.564,31.164
731,C,False,62.659,63.427,63.288,63.856,64.21,64.943,65.649,64.774,64.752,65.273
732,C,False,65.42,65.408,65.462,65.771,65.606,65.784,65.678,65.33,65.046,64.811
733,C,False,47.473,47.696,48.222,48.641,48.946,49.102,49.497,49.378,49.439,49.541
734,C,False,59.69,59.967,59.705,59.673,59.564,59.182,58.081,57.628,56.759,56.089
735,C,False,38.4,37.97,39.084,39.042,39.731,40.196,40.647,40.618,40.17,40.407
736,C,False,47.599,46.732,46.9,47.052,47.915,47.419,46.862,47.003,47.164,47.07
737,C,False,51.216,51.375,50.927,51.865,52.053,52.74,52.873,53.302,53.585,54.643
738,C,False,38.078,37.961,38.746,38.153,37.955,37.832,39.334,37.963,37.816,38.544
739,C,False,24.655,25.312,31.517,35.311,31.891,33.308,33.469,34.062,35.567,35.84
740,C,False,62.164,61.892,62.214,62.529,62.428,63.151,64.946,63.783,64.336,65.483
741,C,False,61.627,62.219,61.931,62.36,63.055,62.638,63.61,63.134,63.981,63.755
742,C,False,42.427,42.563,42.814,43.183,43.689,44.007,44.345,45.461,45.935,46.045
743,C,False,38.559,38.348,37.472,37.469,37.177,37.105,36.221,35.948,36.17,36.646
744,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.925,27.338,27.88
745,C,False,50.145,51.905,52.091,52.396,51.95,55.051,53.707,51.976,54.448,52.519
746,C,False,60.962,62.357,61.528,62.198,62.453,62.914,63.022,63.172,63.33,63.321
747,C,False,36.204,36.274,36.411,35.943,35.418,36.549,35.366,34.718,34.256,33.787
748,C,False,46.733,47.032,46.907,47.556,46.705,47.307,47.511,47.536,47.923,48.302
749,C,False,34.169,34.433,36.146,33.154,33.43,34.0,33.793,34.251,35.887,38.401
750,C,False,73.209,74.214,74.221,74.122,73.911,73.241,72.274,72.224,71.017,71.072
751,C,False,58.732,58.305,58.512,59.024,58.444,58.983,59.011,58.615,58.246,57.914
752,C,False,50.573,50.11,49.702,49.224,48.593,48.719,48.726,47.239,47.324,47.647
753,C,False,65.693,66.978,66.196,69.428,68.262,68.983,70.793,68.894,68.267,69.059
754,C,False,63.161,63.04,62.522,61.672,61.15,60.249,59.515,59.017,58.464,58.088
755,C,False,43.583,42.86,41.834,41.644,44.003,42.959,42.655,40.957,43.006,41.19
756,C,False,60.321,60.31,60.616,60.985,60.997,60.846,60.517,60.095,60.231,59.89
757,C,False,62.373,61.872,61.141,60.977,60.729,60.301,60.037,60.2,59.889,59.407
758,C,False,34.047,32.546,33.071,32.527,32.276,32.991,33.552,33.549,33.835,35.653
759,C,False,61.064,61.017,61.073,61.059,61.264,61.661,61.678,62.237,62.462,62.991
760,C,False,41.128,41.809,41.229,41.78,42.545,42.642,43.019,42.743,43.269,43.648
761,C,False,30.64,45.671,26.689,23.716,29.668,32.763,56.189,46.123,58.323,61.783
762,C,False,32.214,32.164,32.611,32.157,32.602,33.072,33.044,33.099,33.283,33.606
763,C,False,68.906,67.241,66.242,64.852,63.673,63.638,63.807,64.091,64.71,65.202
764,C,False,40.776,40.051,39.302,38.677,38.141,38.07,37.701,37.807,37.633,37.363
765,C,False,40.195,38.487,38.276,37.509,37.251,37.106,38.194,35.541,36.15,35.846
766,C,False,50.698,50.858,50.841,50.462,50.674,50.483,50.384,50.362,50.086,50.222
767,C,False,33.286,33.818,34.355,34.0,33.66,34.115,34.277,34.727,34.462,34.507
768,C,False,0.0,0.0,22.443,17.642,19.121,23.085,23.977,21.068,21.884,22.741
769,C,False,50.772,50.055,49.636,48.989,48.157,47.489,47.399,46.624,46.087,46.045
770,C,False,34.624,34.84,35.679,36.143,37.407,37.157,38.724,37.497,38.016,37.999
771,C,False,45.588,45.652,45.752,45.595,45.347,44.959,45.092,45.283,45.298,45.077
772,C,True,57.257,57.684,57.832,57.726,57.546,57.178,56.785,57.255,56.987,57.039
773,C,False,57.031,56.638,56.659,56.466,57.294,57.037,56.547,56.347,56.261,55.966
774,C,False,44.319,44.038,44.278,43.675,43.809,43.377,43.372,43.111,43.437,43.332
775,C,False,49.62,49.797,49.576,49.238,49.476,49.34,49.063,48.935,49.168,49.35
776,C,False,49.203,48.982,48.887,48.911,48.925,48.549,48.541,48.028,48.19,47.971
777,C,False,38.172,38.624,37.411,37.504,36.82,36.801,36.739,36.885,36.829,37.978
778,C,False,32.199,30.172,29.806,29.212,29.068,28.774,28.177,29.617,28.764,30.823
779,C,False,54.769,54.014,53.566,53.009,52.751,52.328,52.179,51.866,51.853,51.502
780,C,False,61.716,61.724,61.771,61.575,61.724,61.453,61.415,61.16,60.866,61.077
781,C,False,41.037,41.09,40.808,41.763,41.032,40.444,40.89,40.172,40.335,40.638
782,C,False,36.185,35.736,35.001,36.814,37.129,35.134,34.233,35.438,35.317,35.66
783,C,False,42.608,42.929,42.835,42.771,42.732,43.313,43.219,43.306,43.198,43.607
784,C,False,55.886,54.283,54.627,53.14,54.276,52.336,52.737,56.106,56.431,57.706
785,C,False,75.944,75.329,75.504,74.477,74.31,73.448,72.432,73.036,72.654,71.106
786,C,False,58.27,57.974,57.128,57.097,56.807,56.523,56.349,56.259,56.305,56.319
787,C,False,29.751,29.228,28.956,28.781,27.8,27.049,27.432,26.925,26.717,26.621
788,C,False,42.482,42.663,43.023,45.514,44.902,48.3,49.146,44.062,40.28,40.758
789,C,False,42.878,42.699,42.959,43.135,43.139,42.844,42.869,42.614,42.358,41.895
790,C,True,35.578,35.073,35.159,34.933,34.698,34.442,34.264,34.528,34.509,35.394
791,C,False,83.812,83.861,85.029,84.745,83.531,83.893,84.324,82.941,83.471,83.354
792,C,True,54.092,53.216,52.994,52.545,52.564,52.218,52.174,51.887,52.031,51.914
793,C,False,34.597,34.639,33.938,34.165,33.758,33.802,33.194,33.236,33.827,33.384
794,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,C,False,57.706,58.327,60.324,60.732,59.373,56.722,57.29,57.199,56.814,56.451
796,C,False,61.626,60.039,59.197,58.103,58.352,58.929,59.512,60.097,60.558,61.174
797,C,False,43.495,42.786,43.772,44.02,43.82,44.614,43.937,43.72,42.982,43.495
798,C,False,60.268,61.655,61.31,61.311,61.779,62.886,61.943,63.026,62.876,63.924
799,C,False,35.578,35.073,35.159,34.933,34.698,34.442,34.264,34.528,34.509,35.394
800,C,False,37.266,36.986,36.706,36.55,36.649,36.617,36.246,36.171,36.277,36.959
801,C,False,71.74,71.211,71.213,71.046,71.693,70.796,70.831,71.098,70.735,70.343
802,C,False,39.969,41.162,40.85,41.191,40.879,41.621,42.022,42.067,41.667,41.642
803,C,False,68.923,68.398,68.747,69.299,70.126,70.286,71.043,71.479,72.35,72.045
804,C,False,45.307,45.217,44.7,44.616,44.457,44.368,44.614,44.058,44.52,44.636
805,C,False,27.43,27.922,29.676,28.309,28.398,28.884,30.382,29.198,30.561,29.7
806,C,False,46.324,47.195,45.532,47.926,46.251,46.006,45.933,46.335,45.534,43.077
807,C,False,31.219,29.784,30.779,32.239,29.506,29.905,29.688,29.099,30.888,30.422
808,C,False,43.342,43.258,43.288,43.124,43.097,42.855,42.977,43.047,42.778,43.079
809,C,False,33.441,33.588,33.521,33.227,33.028,32.378,32.582,32.262,31.483,31.613
810,C,False,51.718,51.67,51.463,51.397,50.707,50.738,50.188,49.969,49.456,49.178
811,C,False,52.161,51.504,51.439,50.366,49.358,48.679,48.465,47.957,47.87,48.041
812,C,False,62.98,61.21,60.614,60.275,59.358,58.285,57.938,57.199,56.757,55.593
813,C,False,55.608,54.85,56.357,57.163,55.163,55.832,57.275,58.065,58.682,59.172
814,C,False,54.773,54.149,53.847,53.863,53.699,53.87,53.615,53.794,53.907,53.878
815,C,False,57.415,57.628,58.552,59.019,57.978,57.879,57.241,57.194,57.853,56.805
816,C,False,70.378,71.438,71.338,72.555,74.188,74.991,75.991,76.506,76.093,76.798
817,C,False,54.092,53.216,52.994,52.545,52.564,52.218,52.174,51.887,52.031,51.914
818,C,False,41.071,40.783,41.546,41.873,42.012,42.07,42.213,41.841,41.863,41.698
819,C,False,55.079,54.754,54.616,53.947,53.654,53.377,53.404,52.74,52.475,52.479
820,C,False,61.55,60.511,59.714,58.905,58.92,58.693,58.267,56.661,55.718,55.587
821,C,False,59.674,58.979,58.705,58.661,59.316,58.862,59.71,59.422,59.798,59.5
822,C,False,50.669,50.259,50.124,50.294,50.177,49.973,50.648,50.546,50.949,51.106
823,C,False,40.155,39.787,39.829,38.797,38.217,37.794,37.177,37.244,37.22,36.582
824,B,True,91.724,91.516,91.562,94.449,94.972,92.537,95.338,97.036,98.339,96.935
825,B,False,74.676,74.16,73.97,73.109,72.63,73.181,72.425,72.774,72.612,72.226
826,B,False,67.508,68.621,68.689,65.388,64.199,67.458,66.588,63.68,62.652,61.087
827,B,False,30.938,31.21,31.29,31.42,31.068,30.624,29.811,29.596,29.423,30.02
828,B,True,0.0,0.0,0.0,0.0,0.0,9.2702,0.0,26.257,18.58,14.636
829,B,True,68.888,69.134,70.146,70.519,71.032,71.672,72.995,71.592,71.596,70.251
830,B,False,73.813,74.284,76.911,78.428,80.591,82.229,82.487,84.016,85.152,83.488
831,B,False,39.647,40.02,39.696,39.659,39.733,39.949,40.297,39.936,39.975,40.437
832,B,False,52.076,64.062,65.616,66.366,62.397,64.254,69.211,72.033,70.279,66.456
833,B,False,53.549,53.574,52.894,51.855,51.155,51.989,49.832,49.082,49.063,48.201
834,B,True,28.916,29.209,28.436,28.596,28.553,28.298,28.699,28.825,28.626,28.856
835,B,False,51.671,50.836,51.97,51.015,50.735,49.948,50.438,49.839,49.911,49.707
836,B,True,34.929,35.878,35.829,35.016,34.915,34.591,34.357,34.405,34.909,34.958
837,B,False,51.552,50.317,50.744,50.539,50.028,51.48,52.267,51.383,51.159,51.46
838,B,False,61.502,60.692,60.714,59.379,58.452,49.959,50.385,57.123,56.91,55.828
839,B,True,32.208,32.212,32.356,31.964,32.404,32.373,32.216,32.1,31.563,32.146
840,B,True,33.141,32.976,33.268,33.361,33.424,33.839,33.668,33.392,33.385,33.421
841,B,True,75.191,87.209,88.15,88.753,75.757,88.719,88.301,87.304,73.159,85.92
842,B,True,33.134,33.796,34.022,33.924,34.157,34.02,34.476,34.536,34.742,34.657
843,B,False,48.183,48.225,49.259,49.246,49.251,50.304,50.715,51.191,50.541,51.079
844,B,False,53.017,53.4,52.53,52.941,53.632,53.148,51.733,50.908,50.291,50.887
845,B,True,30.746,30.79,30.5,30.609,30.141,30.555,30.484,30.85,31.156,30.452
846,B,True,72.123,75.753,76.87,77.888,78.891,78.42,78.856,78.486,75.551,74.509
847,B,False,73.144,73.105,72.871,71.179,73.587,73.656,72.343,71.603,73.186,72.983
848,B,True,45.034,43.926,44.09,43.45,42.321,42.606,42.317,42.683,41.683,40.879
849,B,True,64.658,64.508,64.94,64.608,65.659,64.768,64.751,65.6,65.009,66.119
850,B,True,49.542,49.925,50.53,50.891,51.4,51.453,51.208,51.465,51.267,51.329
851,B,True,46.481,45.991,45.005,45.784,44.879,44.59,44.748,44.719,43.835,43.806
852,B,True,46.485,46.89,48.23,48.573,50.093,50.961,51.304,51.413,51.224,52.662
853,B,True,63.48,64.376,63.324,65.171,65.192,66.22,65.945,65.511,67.193,66.039
854,B,True,28.122,28.23,28.087,28.13,28.457,28.724,28.785,27.841,28.286,28.318
855,B,True,73.647,74.598,67.957,66.239,63.934,64.734,66.568,66.297,68.848,70.098
856,B,False,64.482,65.127,64.141,63.57,63.361,62.927,63.361,62.68,62.291,61.726
857,B,False,69.348,69.705,67.802,66.886,65.449,64.81,64.777,63.729,63.441,63.327
858,B,True,37.15,37.056,36.936,37.343,37.066,37.409,37.623,38.703,38.935,38.269
859,B,False,52.248,52.997,53.022,52.77,53.258,52.343,52.416,51.968,51.464,51.523
860,B,False,81.799,84.826,83.896,80.061,81.665,81.878,86.413,85.814,88.605,88.924
861,B,True,55.688,54.885,55.079,53.809,54.49,54.058,54.043,54.022,53.338,53.274
862,B,True,66.967,66.32,66.297,66.381,65.326,65.926,67.015,65.715,64.355,65.122
863,B,False,76.911,73.782,72.568,73.961,69.243,66.93,63.243,63.729,62.973,60.117
864,B,False,62.804,62.364,63.192,62.691,63.529,62.629,63.578,64.014,64.701,64.768
865,B,False,70.289,70.043,69.708,68.864,68.822,70.2,70.407,70.156,70.889,70.666
866,B,True,27.619,28.396,28.513,27.864,28.305,27.375,28.026,28.046,28.806,28.156
867,B,False,55.122,55.159,55.187,56.594,56.977,57.157,57.993,56.792,56.401,57.012
868,B,True,61.58,62.414,64.179,64.431,64.6,66.036,67.016,67.615,61.731,68.924
869,B,True,31.764,31.396,32.676,32.68,32.556,32.643,32.313,34.13,34.839,33.641
870,B,True,24.265,27.131,29.116,28.617,28.713,31.446,31.946,31.15,29.098,28.427
871,B,True,59.21,58.779,56.947,58.732,59.362,59.118,59.144,59.933,60.042,59.372
872,B,False,39.212,38.822,39.189,39.054,39.228,38.355,38.996,40.154,39.272,38.357
873,B,False,54.548,54.1,54.365,54.906,55.784,54.172,53.939,54.777,54.814,54.164
874,B,False,42.364,43.432,44.366,45.054,44.975,44.324,44.468,43.987,43.944,42.797
875,B,False,34.531,34.712,34.697,34.08,34.572,33.786,33.853,33.549,34.577,33.506
876,B,False,58.708,56.825,59.055,59.441,43.72,58.427,58.886,57.61,45.952,44.012
877,B,False,83.166,82.487,82.459,81.661,81.547,82.387,80.919,81.179,80.829,79.637
878,B,False,86.727,88.163,87.836,89.12,86.44,88.14,91.624,90.313,88.905,90.562
879,B,False,77.593,76.625,74.611,74.395,72.869,72.014,71.224,70.71,70.521,69.705
880,B,True,81.174,81.747,80.915,84.3,83.902,84.286,83.943,83.008,79.24,77.781
881,B,True,60.98,60.028,61.593,59.442,59.948,60.368,60.379,59.85,58.894,59.432
882,B,False,44.062,45.112,44.625,44.665,45.311,45.297,44.705,44.693,44.413,45.306
883,B,False,52.597,53.238,54.718,54.933,57.201,58.071,58.459,58.952,58.162,57.407
884,B,True,46.187,46.411,46.439,46.242,46.16,46.812,47.211,47.499,47.742,48.262
885,B,False,51.071,51.235,51.591,51.864,52.044,53.068,53.28,53.671,53.796,53.383
886,B,True,90.957,93.737,94.785,98.297,99.851,101.98,100.31,94.478,97.766,92.959
887,B,False,48.545,50.877,51.298,50.905,50.079,49.505,47.423,46.775,46.295,46.354
888,B,False,67.927,67.379,66.748,65.493,68.486,68.74,72.023,75.657,76.704,78.437
889,B,True,24.853,26.72,28.737,30.995,29.974,35.896,30.847,31.251,30.685,30.867
890,B,False,74.453,75.287,70.154,69.727,71.539,69.86,64.367,71.264,72.698,71.219
891,B,False,46.354,47.468,47.172,47.471,48.45,48.914,48.258,49.381,49.808,49.183
892,B,True,64.811,63.443,63.41,63.982,63.289,61.918,63.149,61.923,60.409,59.591
893,B,False,72.655,71.742,69.922,70.447,69.499,69.761,72.024,71.904,70.289,70.344
894,B,False,48.004,48.715,48.605,50.255,50.479,50.561,51.222,51.036,50.122,50.766
895,B,False,49.638,50.086,51.857,53.211,53.711,55.754,56.0,55.597,56.344,56.281
896,B,False,48.876,49.309,48.979,49.166,49.214,49.019,48.372,48.798,48.118,48.284
897,B,False,61.305,63.395,64.617,66.727,65.981,69.32,69.75,70.365,70.172,68.182
898,B,False,74.226,73.441,72.498,71.01,71.484,71.062,68.822,68.386,67.55,67.924
899,B,False,29.707,30.849,30.882,30.716,30.404,29.824,29.961,29.363,29.039,28.831
900,B,True,74.062,73.168,73.068,73.86,72.786,73.39,72.82,71.108,70.903,70.994
901,B,False,96.668,108.04,109.47,109.97,107.98,116.36,113.24,106.52,105.54,109.11
902,B,True,75.68,74.477,74.724,73.834,76.093,77.017,75.922,77.414,77.062,77.872
903,B,False,54.134,53.81,53.983,53.558,53.683,53.979,53.734,54.428,55.456,56.217
904,B,False,59.053,60.582,60.612,58.628,59.089,59.082,59.184,58.856,58.801,58.716
905,B,True,45.886,46.079,47.251,46.951,45.899,46.841,46.58,47.905,47.502,47.547
906,B,True,56.5,55.602,55.958,56.402,55.241,54.952,55.679,56.484,56.696,56.805
907,B,False,31.116,31.969,31.236,31.29,30.776,31.289,31.507,32.002,31.176,31.799
908,B,False,80.456,79.855,78.708,79.26,78.126,77.441,76.598,76.716,76.643,76.68
909,B,False,32.537,31.964,31.107,30.656,31.159,30.78,29.422,28.369,29.042,29.788
910,B,False,44.48,43.962,43.679,43.867,43.642,43.357,43.02,43.344,43.675,43.685
