,FLARE_TYPE,COINCIDENCE,USFLUX_1,USFLUX_2,USFLUX_3,USFLUX_4,USFLUX_5,USFLUX_6,USFLUX_7,USFLUX_8,USFLUX_9,USFLUX_10
1780,B,False,1.544e+22,1.5419e+22,1.5099e+22,1.4851e+22,1.5311e+22,1.5048e+22,1.5257e+22,1.484e+22,1.4972e+22,1.5096e+22
1781,B,False,1.5523e+22,1.5451e+22,1.5625e+22,1.562e+22,1.5524e+22,1.5554e+22,1.5506e+22,1.5386e+22,1.5336e+22,1.5342e+22
1782,B,False,3.4169e+21,3.397e+21,3.3932e+21,3.3541e+21,3.32e+21,3.3002e+21,3.3184e+21,3.3714e+21,3.5082e+21,3.5757e+21
1783,B,False,5.5793e+21,5.6227e+21,5.6282e+21,5.5447e+21,5.5462e+21,5.4306e+21,5.5017e+21,5.5261e+21,5.4468e+21,5.4502e+21
1784,B,False,5.1253e+21,5.0608e+21,5.067e+21,5.0913e+21,5.1473e+21,5.0808e+21,5.1165e+21,5.0776e+21,5.1156e+21,5.182e+21
1785,B,False,7.8032e+21,7.9115e+21,8.0074e+21,8.0236e+21,8.1048e+21,8.1908e+21,8.2168e+21,8.2888e+21,8.2835e+21,8.3337e+21
1786,B,False,1.5875e+22,1.5921e+22,1.5916e+22,1.5854e+22,1.589e+22,1.5796e+22,1.5858e+22,1.5831e+22,1.5735e+22,1.5416e+22
1787,B,False,2.5138e+21,2.4799e+21,2.4687e+21,2.5602e+21,2.5307e+21,2.5616e+21,2.5231e+21,2.5675e+21,2.6203e+21,2.6385e+21
1788,B,False,5.8475e+21,5.8679e+21,5.95e+21,5.9817e+21,6.0815e+21,6.1333e+21,6.1341e+21,6.2704e+21,6.3158e+21,6.3244e+21
1789,B,False,5.4525e+21,5.6617e+21,5.6948e+21,5.8317e+21,5.9336e+21,5.9321e+21,6.0574e+21,6.0512e+21,6.0524e+21,6.032e+21
1790,B,False,4.9257e+21,4.8842e+21,4.8788e+21,4.8764e+21,4.837e+21,4.9504e+21,5.0374e+21,5.0168e+21,5.0298e+21,5.0586e+21
1791,B,False,1.035e+22,1.0303e+22,1.0224e+22,1.0208e+22,1.0198e+22,1.0227e+22,1.0125e+22,1.0108e+22,1.0127e+22,1.0123e+22
1792,B,False,8.3798e+21,8.3959e+21,8.3636e+21,8.382e+21,8.3396e+21,8.3851e+21,8.3275e+21,8.3407e+21,8.2642e+21,8.2678e+21
1793,B,False,5.7978e+21,5.7602e+21,5.8061e+21,5.8126e+21,5.8365e+21,5.8252e+21,5.8891e+21,5.8749e+21,5.8308e+21,5.891e+21
1794,B,False,3.9496e+21,3.9418e+21,3.8992e+21,3.8699e+21,3.868e+21,3.8744e+21,3.858e+21,3.8694e+21,3.8242e+21,3.7944e+21
1795,B,False,2.4532e+22,2.4765e+22,2.4776e+22,2.4892e+22,2.4835e+22,2.4829e+22,2.4696e+22,2.4877e+22,2.47e+22,2.4584e+22
1796,B,False,3.632e+21,3.6115e+21,3.5746e+21,3.5535e+21,3.5746e+21,3.5854e+21,3.5504e+21,3.5471e+21,3.4921e+21,3.505e+21
1797,B,False,6.2899e+21,6.3671e+21,6.3947e+21,6.4515e+21,6.4199e+21,6.4568e+21,6.4897e+21,6.5246e+21,6.5249e+21,6.5855e+21
1798,B,False,1.26e+22,1.2611e+22,1.2512e+22,1.2502e+22,1.2467e+22,1.244e+22,1.2413e+22,1.247e+22,1.2581e+22,1.2599e+22
1799,B,False,2.297e+22,2.3015e+22,2.3104e+22,2.3193e+22,2.3489e+22,2.4253e+22,2.4313e+22,2.4483e+22,2.4529e+22,2.4503e+22
1800,B,False,1.0384e+22,1.0358e+22,1.0478e+22,1.0347e+22,1.0265e+22,1.0358e+22,1.0242e+22,1.0294e+22,1.0124e+22,1.0122e+22
1801,B,False,5.5901e+21,5.576e+21,5.5424e+21,5.5653e+21,5.566e+21,5.536e+21,5.5054e+21,5.5693e+21,5.5042e+21,5.486e+21
1802,B,False,1.3116e+21,1.3815e+21,1.4117e+21,1.4463e+21,1.4825e+21,1.4575e+21,1.4257e+21,1.4328e+21,1.4057e+21,1.3889e+21
1803,B,False,3.7915e+21,3.8591e+21,3.9166e+21,4.0939e+21,4.1633e+21,4.268e+21,4.2129e+21,4.1292e+21,4.1002e+21,3.9372e+21
1804,B,False,9.8419e+21,9.8591e+21,9.7843e+21,9.7805e+21,9.7159e+21,9.6794e+21,9.482e+21,9.4897e+21,9.3703e+21,9.3208e+21
1805,B,False,9.2177e+21,9.2599e+21,9.2024e+21,9.0818e+21,8.8896e+21,8.9383e+21,8.9125e+21,8.8335e+21,8.6802e+21,8.7336e+21
1806,B,False,1.4889e+22,1.479e+22,1.5135e+22,1.5415e+22,1.5292e+22,1.5404e+22,1.5856e+22,1.5811e+22,1.6073e+22,1.6535e+22
1807,B,False,4.6602e+21,4.8046e+21,4.9846e+21,5.1868e+21,5.3441e+21,5.4971e+21,5.833e+21,6.0721e+21,6.263e+21,6.4119e+21
1808,B,False,3.9983e+21,4.1265e+21,4.1459e+21,4.1541e+21,4.2197e+21,4.35e+21,4.4619e+21,4.5442e+21,4.6272e+21,4.7932e+21
1809,B,False,6.1557e+21,6.0884e+21,6.1395e+21,6.1877e+21,6.1964e+21,6.0596e+21,6.1655e+21,6.1042e+21,6.1724e+21,6.1666e+21
1810,B,False,6.5093e+21,6.5002e+21,6.6186e+21,6.6293e+21,6.6946e+21,6.6485e+21,6.7133e+21,6.701e+21,6.9612e+21,6.8062e+21
1811,B,False,5.833e+21,6.0721e+21,6.263e+21,6.4119e+21,6.4917e+21,6.4199e+21,6.5205e+21,6.5093e+21,6.5002e+21,6.6186e+21
1812,B,False,4.7709e+21,4.7835e+21,4.7808e+21,4.8186e+21,4.8452e+21,4.9045e+21,4.9123e+21,4.972e+21,4.9647e+21,4.9678e+21
1813,B,False,8.2026e+21,8.1514e+21,8.1538e+21,8.0811e+21,8.0723e+21,8.0113e+21,7.9686e+21,7.9916e+21,7.9694e+21,8.0896e+21
1814,B,False,4.3892e+21,4.4106e+21,4.4329e+21,4.4404e+21,4.4466e+21,4.454e+21,4.4523e+21,4.441e+21,4.4408e+21,4.4016e+21
1815,B,False,7.7806e+21,7.8929e+21,8.0285e+21,8.0586e+21,8.2198e+21,8.3371e+21,8.4601e+21,8.7423e+21,8.9282e+21,8.9317e+21
1816,B,False,1.0041e+21,9.8631e+20,9.5806e+20,9.0667e+20,8.9259e+20,8.5239e+20,8.4724e+20,8.6628e+20,8.862e+20,9.1473e+20
1817,B,False,7.7688e+21,7.6796e+21,7.7359e+21,7.7333e+21,7.8258e+21,7.9197e+21,8.2209e+21,8.382e+21,8.4818e+21,8.6486e+21
1818,B,False,1.1913e+22,1.1967e+22,1.2042e+22,1.2014e+22,1.2118e+22,1.2285e+22,1.2448e+22,1.2549e+22,1.2803e+22,1.3159e+22
1819,B,False,5.482e+21,5.4174e+21,5.4265e+21,5.4309e+21,5.3914e+21,5.4691e+21,5.4471e+21,5.4763e+21,5.4822e+21,5.5391e+21
1820,B,False,3.5917e+21,3.6085e+21,3.5583e+21,3.5503e+21,3.5225e+21,3.5476e+21,3.5547e+21,3.5505e+21,3.547e+21,3.5075e+21
1821,B,False,1.8059e+22,1.8028e+22,1.8107e+22,1.8055e+22,1.8081e+22,1.8114e+22,1.8133e+22,1.8152e+22,1.8178e+22,1.8318e+22
1822,B,False,9.1622e+21,9.1541e+21,9.0067e+21,8.8967e+21,8.8993e+21,8.8107e+21,8.7972e+21,8.7166e+21,8.7226e+21,8.6834e+21
1823,B,False,1.2828e+22,1.2972e+22,1.3057e+22,1.2919e+22,1.2794e+22,1.2752e+22,1.2767e+22,1.2645e+22,1.2552e+22,1.2424e+22
1824,B,False,7.2894e+21,7.3598e+21,7.356e+21,7.5733e+21,7.8756e+21,8.1355e+21,8.4345e+21,8.5458e+21,8.5567e+21,8.6403e+21
1825,B,False,6.985e+18,8.5418e+18,4.3767e+18,0.0,3.6766e+19,1.3611e+19,3.9543e+19,9.5011e+19,1.433e+20,2.5734e+20
1826,B,False,3.1488e+21,3.1224e+21,3.1145e+21,3.177e+21,3.2394e+21,3.2238e+21,3.2161e+21,3.1932e+21,3.1753e+21,3.1985e+21
1827,B,False,2.6603e+21,2.6556e+21,2.6343e+21,2.6506e+21,2.6256e+21,2.6955e+21,2.7313e+21,2.7129e+21,2.7292e+21,2.7475e+21
1828,B,False,1.3958e+22,1.3933e+22,1.3893e+22,1.3853e+22,1.3786e+22,1.3729e+22,1.3588e+22,1.3471e+22,1.3494e+22,1.3572e+22
1829,B,False,4.7276e+21,4.6507e+21,4.6089e+21,4.5876e+21,4.5829e+21,4.5064e+21,4.4833e+21,4.4222e+21,4.4423e+21,4.415e+21
1830,B,False,1.284e+22,1.2856e+22,1.2877e+22,1.2786e+22,1.2929e+22,1.2925e+22,1.288e+22,1.2657e+22,1.2463e+22,1.2439e+22
1831,B,False,1.0674e+22,1.0709e+22,1.0813e+22,1.0856e+22,1.0879e+22,1.0813e+22,1.0808e+22,1.0843e+22,1.0859e+22,1.0825e+22
1832,B,False,4.2651e+21,4.2879e+21,4.1976e+21,4.2098e+21,4.1803e+21,4.1321e+21,4.0866e+21,4.0204e+21,3.9211e+21,3.8511e+21
1833,B,False,8.5948e+21,8.6051e+21,8.5494e+21,8.6159e+21,8.6441e+21,8.7561e+21,8.8471e+21,8.8256e+21,8.9131e+21,9.0782e+21
1834,B,False,3.1672e+22,3.1579e+22,3.1291e+22,3.1185e+22,3.1155e+22,3.1017e+22,3.1071e+22,3.1132e+22,3.1133e+22,3.1382e+22
1835,B,False,1.1921e+22,1.1869e+22,1.1859e+22,1.1835e+22,1.1818e+22,1.1651e+22,1.1573e+22,1.1439e+22,1.1386e+22,1.12e+22
1836,B,False,1.2846e+22,1.3046e+22,1.3087e+22,1.3201e+22,1.3224e+22,1.3281e+22,1.3243e+22,1.3232e+22,1.3248e+22,1.3353e+22
1837,B,False,9.1043e+21,9.0844e+21,9.1491e+21,9.1262e+21,9.1945e+21,9.1646e+21,9.2599e+21,9.146e+21,9.1257e+21,9.1894e+21
1838,B,False,4.8306e+21,5.1223e+21,4.8488e+21,4.9355e+21,4.9598e+21,5.0405e+21,5.0727e+21,5.143e+21,5.1487e+21,5.3787e+21
1839,B,False,1.2151e+21,1.2118e+21,1.1994e+21,1.187e+21,1.16e+21,1.1533e+21,1.1524e+21,1.1571e+21,1.1633e+21,1.186e+21
1840,B,False,2.3645e+21,2.3399e+21,2.2861e+21,2.362e+21,2.3861e+21,2.402e+21,2.3953e+21,2.3868e+21,2.3956e+21,2.4193e+21
1841,B,False,1.8972e+21,2.2786e+21,2.6834e+21,3.2599e+21,3.7111e+21,4.3047e+21,4.8515e+21,5.4321e+21,6.0963e+21,6.7798e+21
1842,B,False,2.1713e+21,2.1809e+21,2.1947e+21,2.1638e+21,2.1368e+21,2.1273e+21,2.1297e+21,2.124e+21,2.1204e+21,2.1314e+21
1843,B,False,1.3447e+21,1.3614e+21,1.3219e+21,1.3562e+21,1.347e+21,1.334e+21,1.3794e+21,1.363e+21,1.3601e+21,1.3502e+21
1844,B,False,1.7304e+21,1.6597e+21,1.7049e+21,1.7002e+21,1.7373e+21,1.7363e+21,1.7574e+21,1.848e+21,1.8625e+21,1.7953e+21
1845,B,False,3.4423e+21,3.5919e+21,3.7014e+21,3.773e+21,3.8837e+21,3.9307e+21,3.8736e+21,3.917e+21,3.9291e+21,3.9617e+21
1846,B,False,4.315e+21,4.9779e+21,5.0479e+21,5.5144e+21,5.7148e+21,6.0069e+21,6.2074e+21,6.3184e+21,6.6055e+21,6.7019e+21
1847,B,False,5.4709e+21,5.499e+21,5.4897e+21,5.4122e+21,5.4122e+21,5.3633e+21,5.3527e+21,5.3303e+21,5.2754e+21,5.2613e+21
1848,B,False,7.3414e+21,7.3367e+21,7.2231e+21,7.1722e+21,7.2894e+21,7.3598e+21,7.356e+21,7.5733e+21,7.8756e+21,8.1355e+21
1849,N,False,8.4707e+20,8.6449e+20,8.621e+20,8.646e+20,8.5885e+20,8.8766e+20,8.7747e+20,8.7361e+20,8.3432e+20,8.1459e+20
1850,N,False,5.7192e+20,5.7352e+20,5.7982e+20,5.6657e+20,5.7615e+20,5.9401e+20,5.8487e+20,5.8788e+20,5.678e+20,5.9117e+20
1851,N,False,6.7827e+20,6.9962e+20,6.4769e+20,6.8071e+20,6.8579e+20,6.7136e+20,6.8324e+20,6.8533e+20,6.6671e+20,6.8868e+20
1852,N,False,2.1081e+21,2.092e+21,2.0909e+21,2.1445e+21,2.1444e+21,2.1788e+21,2.1753e+21,2.1579e+21,2.137e+21,2.094e+21
1853,N,False,3.8124e+20,3.6788e+20,3.9849e+20,4.0187e+20,3.9564e+20,3.6808e+20,3.428e+20,3.5541e+20,3.5595e+20,3.5915e+20
1854,N,False,6.3455e+20,6.8053e+20,6.7852e+20,6.6889e+20,6.6506e+20,7.0373e+20,7.0538e+20,7.7568e+20,7.8906e+20,8.1366e+20
1855,N,False,7.967e+20,7.8608e+20,7.5847e+20,7.6407e+20,7.4656e+20,7.3235e+20,7.1349e+20,7.4182e+20,7.3621e+20,7.3733e+20
1856,N,False,1.1116e+21,1.0878e+21,1.1329e+21,1.1713e+21,1.1828e+21,1.187e+21,1.1641e+21,1.2101e+21,1.1836e+21,1.1914e+21
1857,N,False,1.336e+21,1.3104e+21,1.2749e+21,1.2358e+21,1.1991e+21,1.1738e+21,1.1809e+21,1.1985e+21,1.1847e+21,1.2378e+21
1858,N,False,1.1672e+21,1.1431e+21,1.1358e+21,1.128e+21,1.1205e+21,1.1278e+21,1.1296e+21,1.1606e+21,1.1344e+21,1.1326e+21
1859,N,False,5.6172e+20,5.5572e+20,5.37e+20,5.4429e+20,5.447e+20,5.4028e+20,5.1585e+20,5.2878e+20,5.1099e+20,5.0565e+20
1860,N,False,9.9311e+20,1.0081e+21,9.7513e+20,9.684e+20,9.8936e+20,9.8609e+20,9.7051e+20,9.7536e+20,9.7211e+20,9.5408e+20
1861,N,False,1.7758e+21,1.7625e+21,1.7606e+21,1.7485e+21,1.7322e+21,1.7604e+21,1.7569e+21,1.7474e+21,1.7277e+21,1.7458e+21
1862,N,False,2.0814e+21,2.0541e+21,2.0379e+21,2.0379e+21,1.9815e+21,2.0233e+21,2.0413e+21,2.0106e+21,1.9666e+21,1.9607e+21
1863,N,False,1.1488e+21,1.1159e+21,1.1228e+21,1.1142e+21,1.1019e+21,1.0828e+21,1.0499e+21,1.0302e+21,1.0074e+21,1.0201e+21
1864,N,False,1.227e+21,1.266e+21,1.2521e+21,1.2551e+21,1.2459e+21,1.2203e+21,1.2492e+21,1.2253e+21,1.2493e+21,1.2121e+21
1865,N,False,5.2592e+20,4.9737e+20,4.9415e+20,5.1874e+20,5.1559e+20,5.1294e+20,5.1002e+20,5.1381e+20,4.921e+20,5.033e+20
1866,N,False,3.1e+21,3.1178e+21,3.1375e+21,3.1155e+21,3.1198e+21,3.1722e+21,3.1574e+21,3.1684e+21,3.1458e+21,3.0834e+21
1867,N,False,1.0498e+21,1.0368e+21,1.0934e+21,1.0571e+21,1.0514e+21,1.0437e+21,1.0498e+21,1.0442e+21,1.0491e+21,1.0406e+21
1868,N,False,3.7514e+20,3.6575e+20,3.3526e+20,3.3432e+20,3.2419e+20,3.0109e+20,2.6489e+20,2.6218e+20,2.2689e+20,2.2662e+20
1869,N,False,1.8689e+21,1.8901e+21,1.8366e+21,1.8475e+21,1.8478e+21,1.8341e+21,1.8458e+21,1.8336e+21,1.8693e+21,1.8334e+21
1870,N,False,5.8823e+21,5.7527e+21,5.8258e+21,5.8011e+21,5.6939e+21,5.6992e+21,5.7156e+21,5.6815e+21,5.7291e+21,5.7133e+21
1871,N,False,2.276e+21,2.1953e+21,2.2298e+21,2.172e+21,2.2018e+21,2.1947e+21,2.1767e+21,2.1253e+21,2.1387e+21,2.1305e+21
1872,N,False,3.4298e+20,3.5757e+20,3.8041e+20,3.9327e+20,4.5571e+20,4.4447e+20,4.6676e+20,5.0577e+20,5.4578e+20,5.9771e+20
1873,N,False,1.9104e+22,1.9039e+22,1.9073e+22,1.9014e+22,1.9802e+22,1.9049e+22,1.925e+22,1.8933e+22,1.9067e+22,1.905e+22
1874,N,False,2.8167e+22,2.8437e+22,2.851e+22,2.8506e+22,2.8688e+22,2.8868e+22,2.8895e+22,2.9118e+22,2.9315e+22,2.9518e+22
1875,N,False,1.7936e+21,1.8217e+21,1.8143e+21,1.7967e+21,1.8535e+21,1.8439e+21,1.8313e+21,1.8365e+21,1.8515e+21,1.8174e+21
1876,N,False,3.3871e+22,3.3891e+22,3.3762e+22,3.3547e+22,3.3356e+22,3.3236e+22,3.3088e+22,3.3054e+22,3.3016e+22,3.293e+22
1877,N,False,2.0228e+21,1.9868e+21,2.0206e+21,2.0363e+21,2.0092e+21,2.0361e+21,2.0382e+21,2.1202e+21,2.1276e+21,2.2085e+21
1878,N,False,1.9868e+22,1.9848e+22,1.9868e+22,2.0011e+22,2.0019e+22,2.0049e+22,1.9856e+22,2.0019e+22,1.9802e+22,1.978e+22
1879,N,False,3.8081e+21,3.7754e+21,3.738e+21,3.6665e+21,3.6372e+21,3.6009e+21,3.5933e+21,3.5811e+21,3.4771e+21,3.566e+21
1880,N,False,1.6306e+21,1.6246e+21,1.62e+21,1.6182e+21,1.6043e+21,1.6277e+21,1.6349e+21,1.5735e+21,1.5603e+21,1.528e+21
1881,N,False,6.8337e+20,6.9112e+20,6.8306e+20,7.0453e+20,7.1417e+20,7.1476e+20,7.2377e+20,7.0846e+20,7.0157e+20,6.8814e+20
1882,N,False,5.122e+20,5.1396e+20,4.8734e+20,4.8426e+20,4.7292e+20,4.8004e+20,4.9219e+20,5.1546e+20,5.0235e+20,5.0387e+20
1883,N,False,7.5785e+20,7.8007e+20,7.6039e+20,7.4453e+20,7.6252e+20,7.5131e+20,7.7315e+20,7.7057e+20,7.7579e+20,7.7736e+20
1884,N,False,5.1291e+20,5.4114e+20,6.1929e+20,6.556e+20,6.7586e+20,8.0015e+20,8.0352e+20,8.2292e+20,8.4391e+20,8.2588e+20
1885,N,False,2.3699e+21,2.3519e+21,2.3488e+21,2.3796e+21,2.3347e+21,2.336e+21,2.3114e+21,2.3081e+21,2.3191e+21,2.287e+21
1886,N,False,1.1597e+22,1.1503e+22,1.1357e+22,1.1455e+22,1.1495e+22,1.1661e+22,1.1916e+22,1.2161e+22,1.2462e+22,1.2495e+22
1887,N,False,1.0258e+21,9.9222e+20,1.0233e+21,1.0174e+21,9.8731e+20,1.0194e+21,9.851e+20,1.0377e+21,1.0258e+21,1.0452e+21
1888,N,False,2.1109e+22,2.1268e+22,2.1509e+22,2.1826e+22,2.2005e+22,2.2313e+22,2.254e+22,2.2739e+22,2.2982e+22,2.2924e+22
1889,N,False,3.8931e+20,3.7336e+20,3.8009e+20,3.6416e+20,3.6063e+20,3.4828e+20,3.2895e+20,3.4017e+20,3.4752e+20,3.3804e+20
1890,N,False,3.998e+20,4.4048e+20,4.5959e+20,4.5381e+20,4.3723e+20,4.4652e+20,4.5464e+20,4.4149e+20,4.6029e+20,4.5383e+20
1891,N,False,5.1318e+20,4.6958e+20,5.0275e+20,4.7747e+20,4.6989e+20,4.337e+20,4.1218e+20,3.8162e+20,3.9297e+20,3.6329e+20
1892,N,False,6.341e+21,6.3112e+21,6.3108e+21,6.3059e+21,6.3375e+21,6.303e+21,6.2756e+21,6.336e+21,6.2464e+21,6.2411e+21
1893,N,False,2.2343e+22,2.2081e+22,2.1745e+22,2.1491e+22,2.1225e+22,2.1008e+22,2.0809e+22,2.0782e+22,2.0599e+22,2.0559e+22
1894,N,False,2.2343e+22,2.2081e+22,2.1745e+22,2.1491e+22,2.1225e+22,2.1008e+22,2.0809e+22,2.0782e+22,2.0599e+22,2.0559e+22
1895,N,False,1.0781e+21,1.1844e+21,1.2778e+21,1.3181e+21,1.4031e+21,1.516e+21,1.5232e+21,1.5296e+21,1.5124e+21,1.5277e+21
1896,N,False,2.0124e+21,1.9972e+21,1.9427e+21,1.9971e+21,1.9924e+21,2.0024e+21,2.0153e+21,2.068e+21,2.0667e+21,2.0164e+21
1897,N,False,9.0952e+20,8.988e+20,9.0425e+20,8.9092e+20,9.0933e+20,9.4036e+20,9.1575e+20,9.1978e+20,9.1972e+20,9.1775e+20
1898,N,False,1.9454e+21,1.934e+21,1.9483e+21,1.9546e+21,1.9416e+21,1.8943e+21,1.9213e+21,2.0253e+21,2.0194e+21,1.9942e+21
1899,N,False,2.9169e+21,2.9895e+21,2.9742e+21,3.0024e+21,2.9994e+21,3.0234e+21,2.9316e+21,2.9075e+21,2.9794e+21,2.9615e+21
1900,N,False,2.3255e+22,2.3542e+22,2.3541e+22,2.3791e+22,2.3931e+22,2.4087e+22,2.4098e+22,2.4294e+22,2.4659e+22,2.475e+22
1901,N,False,1.7532e+21,1.6806e+21,1.7266e+21,1.7073e+21,1.6769e+21,1.7744e+21,1.7669e+21,1.792e+21,1.7606e+21,1.7845e+21
1902,N,False,7.9479e+21,7.7993e+21,7.6923e+21,7.5503e+21,7.4939e+21,7.3861e+21,7.3416e+21,7.3643e+21,7.2763e+21,7.2446e+21
1903,N,False,3.0213e+20,3.0659e+20,3.0322e+20,3.0055e+20,2.9781e+20,2.9695e+20,3.2335e+20,3.2737e+20,3.6897e+20,3.6246e+20
1904,N,False,2.7498e+20,2.8922e+20,2.7554e+20,2.7675e+20,2.7131e+20,2.5915e+20,2.6736e+20,2.5833e+20,2.493e+20,2.6917e+20
1905,N,False,2.0196e+22,2.0246e+22,2.0398e+22,2.0426e+22,2.0632e+22,2.0885e+22,2.0888e+22,2.1022e+22,2.1039e+22,2.1102e+22
1906,N,False,4.1725e+21,4.2042e+21,4.1981e+21,4.2087e+21,4.2436e+21,4.3022e+21,4.3295e+21,4.3197e+21,4.4801e+21,4.5085e+21
1907,N,False,8.0275e+21,8.0928e+21,8.1567e+21,8.0944e+21,8.1934e+21,8.1974e+21,8.3015e+21,8.3078e+21,8.3972e+21,8.4363e+21
1908,N,False,7.2632e+21,7.2627e+21,7.1994e+21,7.432e+21,7.3007e+21,7.1688e+21,7.1604e+21,7.2038e+21,7.2017e+21,7.1439e+21
1909,N,False,3.4013e+21,2.8675e+21,2.8467e+21,3.2337e+21,2.7574e+21,2.7126e+21,2.6906e+21,2.6759e+21,2.6427e+21,2.5965e+21
1910,N,False,3.3741e+21,3.3906e+21,3.3752e+21,3.3401e+21,3.2337e+21,3.1074e+21,2.9517e+21,2.8613e+21,2.8116e+21,2.8234e+21
1911,N,False,5.0157e+21,4.9418e+21,4.8738e+21,4.7381e+21,4.5732e+21,4.5179e+21,4.3943e+21,4.4315e+21,4.45e+21,4.4685e+21
1912,N,False,3.5475e+21,3.6242e+21,3.6961e+21,3.6621e+21,3.6018e+21,3.5664e+21,3.4988e+21,3.5301e+21,3.4314e+21,3.3809e+21
1913,N,False,3.2149e+21,3.2349e+21,3.2604e+21,3.2603e+21,3.2745e+21,3.1651e+21,3.2138e+21,3.2599e+21,3.2572e+21,3.3241e+21
1914,N,False,1.422e+22,1.4334e+22,1.4404e+22,1.4594e+22,1.4425e+22,1.4643e+22,1.4558e+22,1.4622e+22,1.4645e+22,1.467e+22
1915,N,False,7.6861e+21,7.7411e+21,7.8131e+21,7.8487e+21,7.8923e+21,7.9123e+21,7.8723e+21,7.8991e+21,7.8622e+21,7.8771e+21
1916,N,False,8.3288e+21,8.4577e+21,8.5871e+21,8.4745e+21,8.3449e+21,8.2086e+21,8.0184e+21,7.8322e+21,7.6607e+21,7.6854e+21
1917,N,False,1.581e+21,1.5659e+21,1.5894e+21,1.5859e+21,1.6594e+21,1.6777e+21,1.6556e+21,1.7165e+21,1.6685e+21,1.6077e+21
1918,N,False,1.1571e+22,1.155e+22,1.1608e+22,1.154e+22,1.1648e+22,1.1608e+22,1.1631e+22,1.1723e+22,1.1725e+22,1.1589e+22
1919,N,False,4.0403e+21,4.0949e+21,4.1426e+21,4.1588e+21,4.0801e+21,4.1529e+21,3.9837e+21,3.9828e+21,4.1422e+21,4.5207e+21
1920,N,False,8.6252e+21,8.7454e+21,8.8182e+21,8.9901e+21,9.1458e+21,9.346e+21,9.704e+21,1.0047e+22,1.0311e+22,1.0281e+22
1921,N,False,1.0725e+22,1.0786e+22,1.0978e+22,1.1135e+22,1.096e+22,1.1067e+22,1.0921e+22,1.0823e+22,1.0776e+22,1.0814e+22
1922,N,False,3.3196e+21,3.3508e+21,3.4148e+21,3.417e+21,3.4812e+21,3.5518e+21,3.6217e+21,3.7423e+21,3.7465e+21,3.8015e+21
1923,N,False,9.3517e+21,9.283e+21,9.0375e+21,9.0597e+21,8.934e+21,8.9767e+21,9.2053e+21,9.5317e+21,9.9995e+21,1.0334e+22
1924,N,False,9.3517e+21,9.283e+21,9.0375e+21,9.0597e+21,8.934e+21,8.9767e+21,9.2053e+21,9.5317e+21,9.9995e+21,1.0334e+22
1925,N,False,4.5545e+21,4.5937e+21,4.6076e+21,4.6305e+21,4.6845e+21,4.7145e+21,4.71e+21,4.7404e+21,4.7506e+21,4.7867e+21
1926,N,False,9.3997e+21,9.0809e+21,8.8805e+21,8.7223e+21,8.6215e+21,8.6865e+21,8.7942e+21,8.8366e+21,8.8789e+21,8.8699e+21
1927,N,False,4.9091e+22,4.893e+22,4.88e+22,4.8451e+22,4.8246e+22,4.816e+22,4.8278e+22,4.8219e+22,4.7775e+22,4.8125e+22
1928,N,False,1.4213e+21,1.3758e+21,1.3751e+21,1.4364e+21,1.4021e+21,1.4064e+21,1.4227e+21,1.4236e+21,1.4375e+21,1.4376e+21
1929,N,False,4.5557e+21,4.4727e+21,4.4887e+21,4.4826e+21,4.4006e+21,4.3003e+21,4.2676e+21,4.2209e+21,4.1687e+21,4.1447e+21
1930,N,False,1.3523e+22,1.3372e+22,1.3127e+22,1.3031e+22,1.3044e+22,1.2994e+22,1.2898e+22,1.2831e+22,1.2753e+22,1.2698e+22
1931,N,False,3.5458e+22,3.554e+22,3.548e+22,3.5463e+22,3.541e+22,3.5289e+22,3.5456e+22,3.5485e+22,3.5337e+22,3.5517e+22
1932,N,False,3.5274e+22,3.5093e+22,3.5043e+22,3.4513e+22,3.4306e+22,3.4022e+22,3.3735e+22,3.3444e+22,3.3051e+22,3.2874e+22
1933,N,False,1.7237e+21,1.6948e+21,1.6751e+21,1.6333e+21,1.5594e+21,1.5274e+21,1.4832e+21,1.4413e+21,1.474e+21,1.4117e+21
1934,N,False,3.1053e+22,3.1116e+22,3.1159e+22,3.1151e+22,3.1132e+22,3.107e+22,3.0849e+22,3.0612e+22,3.0157e+22,3.0144e+22
1935,N,False,3.1053e+22,3.1116e+22,3.1159e+22,3.1151e+22,3.1132e+22,3.107e+22,3.0849e+22,3.0612e+22,3.0157e+22,3.0144e+22
1936,N,False,3.105e+21,3.2395e+21,3.3342e+21,3.4429e+21,3.4231e+21,3.3617e+21,3.3158e+21,3.2602e+21,3.1891e+21,3.1739e+21
1937,N,False,3.105e+21,3.2395e+21,3.3342e+21,3.4429e+21,3.4231e+21,3.3617e+21,3.3158e+21,3.2602e+21,3.1891e+21,3.1739e+21
1938,N,False,2.6216e+21,2.6397e+21,2.614e+21,2.5935e+21,2.6238e+21,2.5721e+21,2.6171e+21,2.5686e+21,2.6218e+21,2.5744e+21
1939,N,False,2.517e+22,2.5183e+22,2.5226e+22,2.5171e+22,2.5188e+22,2.5053e+22,2.5057e+22,2.4878e+22,2.4787e+22,2.4746e+22
1940,N,False,2.2477e+21,2.2813e+21,2.2621e+21,2.3163e+21,2.3131e+21,2.3901e+21,2.4232e+21,2.4342e+21,2.4681e+21,2.4448e+21
