,FLARE_TYPE,COINCIDENCE,TOTUSJH_1,TOTUSJH_2,TOTUSJH_3,TOTUSJH_4,TOTUSJH_5,TOTUSJH_6,TOTUSJH_7,TOTUSJH_8,TOTUSJH_9,TOTUSJH_10
557,M,False,3777.9,3836.6,3834.9,3890.1,3890.5,3879.5,3957.3,3944.2,3922.1,3929.5
558,M,False,2032.6,2166.7,2106.4,2158.1,2161.1,2147.9,2121.9,2137.1,2119.4,2015.7
559,M,False,3890.5,3879.5,3957.3,3944.2,3922.1,3929.5,3929.6,3936.4,3913.3,3931.7
560,M,False,3922.1,3929.5,3929.6,3936.4,3913.3,3931.7,3937.5,3893.9,3916.1,3906.1
561,M,False,2084.8,2065.2,2063.0,2065.7,2055.0,2047.7,2027.7,2014.5,2050.4,2035.6
562,M,True,4142.4,4181.8,4223.1,4230.0,4263.0,4230.0,4279.8,4287.4,4324.1,4354.4
563,M,True,4673.3,4670.2,4641.2,4635.3,4695.1,4703.9,4746.9,4741.9,4738.4,4705.3
564,M,False,5387.6,5350.6,5362.6,5417.4,5486.0,5477.4,5501.4,5525.1,5529.7,5600.4
565,M,True,5620.9,5558.1,5624.5,5692.6,5624.6,5614.8,5646.5,5651.4,5727.7,5717.5
566,M,True,5437.0,5421.7,5375.5,5456.4,5481.8,5327.9,5323.1,5293.2,5321.8,5349.0
567,M,True,5225.0,5266.2,5334.6,5234.2,5237.6,5212.0,5221.0,5280.2,5267.1,5253.9
568,M,False,4919.0,4844.5,4961.0,4930.8,4985.6,4991.4,4967.9,4911.0,4853.1,4827.8
569,M,False,4993.7,4934.0,5018.2,5031.3,5086.6,5142.9,5162.9,5082.0,5051.2,5034.0
570,M,False,1741.0,1664.5,1645.4,1636.6,1629.2,1519.0,1454.1,1450.9,1429.0,1386.2
571,M,True,1797.6,1824.6,1832.1,1829.5,1832.4,1843.3,1857.5,1857.3,1849.3,1841.8
572,M,False,1945.8,1956.5,1965.6,2000.6,1979.8,1999.5,2038.2,2050.9,2015.6,2022.4
573,M,True,178.65,172.96,179.59,175.27,181.49,184.12,184.31,188.69,203.48,203.75
574,M,False,179.59,175.27,181.49,184.12,184.31,188.69,203.48,203.75,213.25,199.54
575,M,False,3653.3,3618.9,3621.0,3623.2,3681.0,3747.6,3700.6,3725.0,3660.4,3723.2
576,M,True,1406.5,1425.6,1464.6,1445.3,1473.6,1433.3,1402.4,1414.9,1435.5,1474.9
577,M,False,1471.0,1471.7,1482.2,1457.2,1496.2,1481.5,1471.2,1501.6,1511.3,1526.0
578,M,False,3118.4,3119.7,3086.2,3032.4,2973.2,2978.4,2942.2,2885.6,2856.3,2825.8
579,M,False,1398.7,1394.0,1422.4,1439.3,1437.1,1433.9,1430.7,1421.3,1435.0,1427.6
580,M,False,1358.4,1433.0,1492.4,1553.4,1520.1,1486.4,1499.5,1569.8,1595.1,1669.7
581,M,False,2321.1,2300.9,2317.6,2309.5,2325.4,2349.4,2337.6,2291.4,2315.5,2286.8
582,M,False,1789.6,1774.3,1773.9,1756.5,1781.5,1804.2,1816.2,1825.1,1820.4,1836.5
583,M,False,1762.3,1754.0,1757.5,1757.1,1770.8,1787.7,1792.7,1840.1,1839.8,1852.3
584,M,False,2685.1,2643.5,2635.6,2645.9,2654.4,2675.7,2672.4,2656.6,2692.4,2704.1
585,M,True,3776.4,3793.9,3762.3,3800.2,3822.7,3817.2,3878.9,3937.3,3895.5,3913.0
586,M,False,3674.4,3639.9,3645.9,3608.3,3601.4,3654.6,3632.1,3614.3,3629.8,3612.6
587,M,False,2966.1,2942.1,2983.6,2983.5,2951.4,2943.1,2950.2,2943.1,2952.3,2920.4
588,M,True,2779.0,2790.4,2790.9,2799.7,2799.9,2804.2,2780.5,2786.2,2807.8,2825.9
589,M,False,2799.9,2804.2,2780.5,2786.2,2807.8,2825.9,2844.5,2847.5,2848.9,2851.9
590,M,True,2963.4,2955.8,2963.9,2893.1,2895.6,2944.7,2923.0,2902.7,2921.2,2876.2
591,M,False,2902.8,2902.8,2851.5,2913.8,2934.6,2934.6,2932.0,2921.4,2953.5,2914.1
592,M,False,2851.5,2913.8,2934.6,2934.6,2932.0,2921.4,2953.5,2914.1,2951.6,2973.3
593,M,True,2612.9,2735.6,2642.8,2619.3,2604.4,2586.0,2551.2,2592.0,2612.4,2611.5
594,M,False,2516.1,2601.9,2470.8,2382.9,2514.3,2411.1,2421.3,2366.1,2353.7,2198.0
595,M,True,233.31,245.3,249.02,254.31,247.64,248.26,246.89,243.4,247.08,236.39
596,M,False,304.26,307.98,309.73,322.98,341.43,347.53,351.52,355.58,360.6,358.34
597,M,True,709.84,701.93,701.55,730.59,735.73,727.28,716.96,723.86,740.58,759.38
598,M,True,961.71,957.55,975.01,1001.4,1001.3,1034.5,1023.7,1015.8,1020.5,1048.1
599,M,False,1183.6,1197.3,1188.2,1195.5,1209.1,1248.5,1267.2,1289.9,1307.5,1342.7
600,M,True,1832.6,1883.0,1910.3,1916.7,1954.6,1959.6,1991.0,2019.3,1994.9,2003.8
601,M,False,2004.1,1999.8,2019.1,2078.0,2066.3,2041.3,2045.3,2064.5,2106.3,2102.1
602,M,False,2372.6,2318.8,2344.3,2334.3,2367.5,2325.5,2354.3,2360.9,2353.6,2353.5
603,M,False,3547.4,3545.1,3599.0,3655.1,3687.4,3716.4,3710.5,3733.4,3738.6,3744.6
604,M,False,2138.0,2147.0,2146.5,2132.9,2147.3,2143.5,2169.4,2195.8,2187.5,2186.5
605,M,False,2192.4,2196.5,2212.4,2205.3,2229.9,2242.1,2237.6,2217.3,2228.9,2221.3
606,M,True,1774.6,1825.3,1821.0,1834.3,1780.0,1765.4,1738.5,1753.5,1785.4,1814.1
607,M,True,1979.4,2045.9,2111.1,2150.7,2194.7,2254.4,2259.9,2270.5,2317.8,2332.7
608,M,False,2194.7,2254.4,2259.9,2270.5,2317.8,2332.7,2351.2,2311.5,2377.9,2347.3
609,M,False,2351.2,2311.5,2377.9,2347.3,2373.7,2379.5,2407.9,2463.8,2510.4,2559.8
610,M,False,2377.9,2347.3,2373.7,2379.5,2407.9,2463.8,2510.4,2559.8,2613.4,2685.8
611,M,False,2685.8,2747.4,2776.6,2823.0,2917.1,3010.5,3065.5,3062.7,3130.9,3211.8
612,M,False,3340.4,3310.8,3315.3,3283.0,3304.1,3280.4,3269.6,3285.1,3249.6,3255.2
613,M,False,3077.6,3059.8,3070.3,3032.5,3050.5,3108.0,3147.2,3210.3,3248.8,3318.8
614,M,True,4761.6,4870.3,4932.4,4965.3,5011.7,5009.0,5045.1,5010.8,5029.7,4970.8
615,M,True,6109.2,6259.8,5972.5,6232.5,6313.7,6404.1,6376.8,6308.6,6352.4,6458.3
616,M,False,6528.7,6467.4,6486.9,6478.5,6438.1,6482.2,6485.0,6538.7,6557.2,6554.8
617,M,True,7002.3,7007.8,6720.4,6921.0,6954.9,6950.4,6918.5,6866.4,6915.5,6771.3
618,M,False,6720.4,6921.0,6954.9,6950.4,6918.5,6866.4,6915.5,6771.3,6699.5,7357.5
619,M,True,7019.0,7345.6,7345.7,7286.6,7203.9,7050.0,6893.1,7113.4,6993.4,7100.2
620,M,False,6883.2,6981.6,6925.0,6940.9,6779.2,6582.1,6497.2,6641.9,6454.4,6537.7
621,M,False,6497.2,6641.9,6454.4,6537.7,6400.4,6402.1,6688.3,6428.8,6393.7,6783.7
622,M,True,5713.0,5810.4,5822.3,5842.1,5882.9,5792.2,5798.2,5821.9,5858.3,5808.6
623,M,True,5541.7,5518.2,5600.5,5639.2,5620.7,5607.7,5631.0,5572.4,5558.4,5621.3
624,M,False,5562.0,5637.0,5541.4,5529.2,5553.2,5477.3,5516.0,5501.8,5493.1,5472.0
625,M,False,5072.5,5008.2,4882.6,5041.0,4968.8,4921.7,4976.7,4830.8,4957.4,4897.9
626,M,True,4000.9,3928.3,3920.4,3962.7,3987.6,3951.3,3904.0,3971.4,4114.6,3879.3
627,M,False,702.6,707.45,685.4,688.05,699.36,685.42,697.03,696.59,715.76,728.09
628,M,True,941.2,931.59,952.56,954.29,958.53,958.13,982.96,993.19,1018.8,1014.3
629,M,False,975.48,978.6,975.87,967.4,969.54,957.58,978.77,957.25,959.62,953.45
630,M,False,943.67,962.71,973.76,991.27,966.87,960.02,957.89,958.93,977.9,996.58
631,M,False,118.01,128.61,135.19,146.71,166.43,176.3,182.22,202.58,222.55,266.68
632,M,False,577.27,620.02,628.79,589.71,588.86,596.71,599.18,605.05,581.57,610.53
633,M,False,1624.5,1630.5,1660.8,1666.7,1670.0,1678.0,1697.7,1709.0,1679.1,1683.1
634,M,False,1436.5,1446.0,1444.8,1449.0,1425.3,1418.4,1431.9,1397.6,1352.0,1346.9
635,M,False,1230.7,1217.9,1204.1,1191.0,1191.7,1178.3,1183.9,1191.2,1192.0,1223.3
636,M,False,1584.0,1596.3,1583.1,1590.5,1584.8,1586.3,1579.1,1595.8,1589.2,1605.1
637,C,True,464.8,473.43,479.78,480.22,482.84,497.23,506.82,518.73,519.47,522.56
638,C,True,254.89,253.9,277.72,280.39,286.18,281.9,289.77,282.82,278.17,273.97
639,C,False,751.13,742.96,755.12,756.77,755.73,762.66,766.95,785.34,776.57,770.91
640,C,False,1627.2,1642.7,1604.2,1688.5,1679.8,1701.8,1755.1,1707.3,1738.2,1864.1
641,C,False,852.73,840.67,844.12,841.62,849.59,846.0,858.87,853.51,830.35,819.73
642,C,False,20.462,26.727,28.029,33.818,37.759,33.215,38.239,43.269,50.333,69.479
643,C,False,782.81,804.55,710.42,644.28,621.23,607.43,602.72,561.35,549.03,550.18
644,C,False,240.21,244.24,249.22,257.28,276.73,276.66,296.67,294.98,289.88,297.73
645,C,False,1354.8,1369.1,1359.7,1313.6,1338.7,1292.1,1308.2,1339.9,1363.6,1357.2
646,C,True,4308.2,4343.0,4363.9,4328.1,4291.6,4265.1,4259.2,4229.4,4252.0,4214.6
647,C,False,2802.3,2794.6,2771.8,2778.8,2792.0,2788.5,2765.9,2746.3,2749.9,2739.3
648,C,False,401.61,399.57,392.16,385.38,387.78,377.46,380.91,377.45,376.3,365.08
649,C,False,466.92,456.72,433.63,433.26,401.87,405.65,451.21,401.73,403.1,398.89
650,C,False,3245.1,3272.1,3255.7,3249.8,3276.3,3266.1,3280.8,3261.2,3272.9,3311.0
651,C,True,103.02,100.63,98.872,100.18,98.023,100.78,104.1,107.32,109.06,117.44
652,C,True,1674.0,1637.2,1654.2,1647.2,1643.7,1698.6,1690.0,1718.0,1729.7,1737.4
653,C,False,1906.1,1914.6,1921.6,1902.7,1926.0,1935.1,1940.9,1971.2,2009.9,2020.3
654,C,False,1289.1,1314.6,1329.2,1307.3,1252.9,1243.8,1203.0,1138.9,1141.5,1130.8
655,C,False,467.95,477.22,483.43,476.53,469.81,467.55,464.51,477.75,484.56,492.27
656,C,True,574.62,563.41,571.36,565.12,577.58,569.15,586.81,590.2,582.79,607.38
657,C,False,608.21,603.49,591.56,578.64,579.78,581.81,597.52,582.43,591.08,593.52
658,C,False,2826.9,2863.0,2893.6,2971.8,2968.5,2980.8,2981.6,3034.9,3028.7,2993.0
659,C,False,514.81,513.68,515.8,510.13,511.65,509.14,496.66,496.26,510.65,511.94
660,C,False,90.599,95.471,94.134,91.869,98.597,102.05,102.09,106.52,110.8,112.72
661,C,False,2240.1,2249.0,2239.8,2178.6,2174.9,2168.0,2127.5,2143.4,2127.9,2146.3
662,C,False,3548.1,3555.4,3517.8,3534.7,3529.6,3558.9,3531.7,3531.6,3496.3,3459.4
663,C,True,770.28,779.2,771.49,772.89,786.2,796.9,817.0,821.0,816.43,819.12
664,C,False,2241.4,2244.2,2202.9,2197.1,2159.3,2156.7,2146.6,2182.4,2187.8,2176.8
665,C,False,201.85,211.77,217.09,216.29,205.69,209.96,212.4,213.29,215.02,208.25
666,C,False,274.48,279.35,284.45,291.87,302.18,289.92,288.1,293.0,296.78,300.43
667,C,False,1451.2,1469.4,1457.2,1460.1,1489.3,1464.7,1466.9,1508.0,1494.6,1491.4
668,C,True,786.25,808.93,799.85,792.78,790.93,782.17,766.99,756.85,752.27,746.66
669,C,False,141.96,141.84,140.39,139.75,133.08,126.05,132.96,132.04,129.55,128.84
670,C,False,2132.9,2139.7,2154.8,2158.7,2187.0,2192.0,2189.5,2193.8,2211.4,2219.7
671,C,False,574.62,563.41,571.36,565.12,577.58,569.15,586.81,590.2,582.79,607.38
672,C,False,0.0,0.91026,154.13,0.27014,0.47421,0.39598,0.99088,0.98122,0.77511,1.9168
673,C,True,4860.1,4886.8,4854.3,4790.8,4766.3,4786.9,4784.0,4839.2,4852.9,4816.2
674,C,False,250.37,255.94,263.26,266.94,277.54,273.67,296.98,287.24,265.62,289.8
675,C,False,488.34,536.8,527.82,502.85,522.28,551.42,567.22,598.66,568.19,569.93
676,C,False,636.86,745.0,719.24,745.62,789.54,806.13,789.97,939.11,909.47,995.93
677,C,False,213.37,221.72,213.6,223.57,222.46,227.33,227.06,226.43,226.78,226.52
678,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,C,False,1007.6,1009.4,990.5,981.39,971.49,968.43,972.16,958.25,957.93,955.99
680,C,False,2459.5,2457.9,2464.6,2489.8,2474.4,2480.4,2473.6,2489.0,2499.7,2481.7
681,C,False,190.51,195.19,194.96,203.18,205.64,206.56,209.46,204.81,200.1,195.27
682,C,False,2845.6,2858.6,2860.3,2861.8,2895.1,2897.6,2874.5,2912.1,2961.6,2961.1
683,C,False,630.5,628.28,635.16,634.49,640.77,635.81,627.6,608.95,625.54,613.52
684,C,False,639.23,630.26,635.85,647.97,638.93,638.47,654.51,648.83,651.27,656.9
685,C,False,2250.9,2253.9,2301.9,2310.4,2339.7,2347.1,2352.6,2340.9,2350.8,2346.4
686,C,False,362.18,353.88,352.03,344.1,346.73,341.95,344.41,327.8,328.18,326.79
687,C,False,1135.1,1131.9,1140.9,1158.4,1140.2,1134.6,1111.2,1087.6,1085.8,1062.1
688,C,True,344.28,352.29,349.15,396.44,341.37,369.62,412.89,448.07,424.44,405.6
689,C,False,2549.2,2526.2,2526.3,2513.4,2476.5,2494.8,2506.9,2512.4,2494.2,2495.3
690,C,False,440.76,452.13,459.46,445.41,405.91,443.45,411.5,411.7,390.26,402.18
691,C,False,2333.0,2363.7,2359.6,2341.4,2332.7,2312.4,2348.1,2312.8,2333.3,2317.9
692,C,False,1633.4,1622.4,1810.2,1626.6,1652.3,1649.1,1629.7,1650.5,1654.7,1674.1
693,C,False,240.49,238.59,246.94,244.47,253.03,246.62,236.07,240.5,243.83,245.3
694,C,False,1586.7,1605.8,1605.7,1620.6,1618.3,1609.9,1626.4,1593.5,1592.1,1594.2
695,C,False,296.85,297.65,301.9,307.41,299.99,302.41,298.13,308.43,314.36,313.98
696,C,True,2599.9,2560.5,2564.0,2546.4,2517.4,2485.7,2473.9,2507.7,2497.1,2508.0
697,C,False,1126.6,1071.8,1077.3,1170.3,1143.4,1085.9,1131.5,1140.7,1105.2,1176.2
698,C,False,4514.2,4458.9,4465.8,4488.2,4453.0,4426.2,4371.0,4389.6,4408.5,4354.1
699,C,False,1919.8,1935.3,1926.2,1919.2,1917.1,1915.8,1926.0,1910.8,1924.8,1963.5
700,C,False,3269.6,3240.5,3209.1,3220.0,3215.8,3205.9,3191.0,3165.1,3146.1,3138.0
701,C,False,1278.5,1287.7,1261.3,1265.1,1253.7,1241.7,1245.1,1211.8,1217.8,1216.5
702,C,False,2065.2,2078.2,2066.7,2048.4,2042.1,2032.1,2018.5,2004.2,1998.4,1986.7
703,C,False,1708.0,1716.2,1704.9,1695.8,1667.0,1658.5,1681.4,1681.3,1673.0,1696.5
704,C,True,270.47,278.02,275.88,273.41,267.28,269.21,264.77,267.25,253.4,251.28
705,C,False,1039.1,1087.0,1230.5,1107.2,1083.6,1073.6,1198.5,1083.3,1077.9,1230.0
706,C,False,52.207,56.638,52.483,50.878,47.346,48.665,47.406,48.469,49.437,51.332
707,C,False,339.65,354.75,355.1,346.77,351.89,341.06,346.37,347.8,341.3,343.91
708,C,False,282.67,282.12,305.35,339.83,348.78,388.48,435.33,457.32,501.69,508.29
709,C,False,1898.3,1912.0,1908.3,1850.7,1870.2,1885.9,1855.4,1837.5,1898.4,1854.2
710,C,False,126.87,122.27,121.6,118.55,114.51,120.65,115.61,122.3,123.22,128.12
711,C,True,551.34,532.41,517.95,497.73,524.8,455.43,439.81,421.98,403.47,409.33
712,C,False,2066.4,2059.4,2062.7,2057.0,2039.8,2014.7,2010.2,2000.4,2011.6,1970.4
713,C,False,2973.7,2998.9,2983.3,2961.9,2955.4,2948.5,2923.1,2899.9,2884.5,2862.4
714,C,False,789.73,798.33,799.19,812.56,815.46,817.14,817.5,814.54,815.18,816.13
715,C,False,1185.8,1201.6,1208.7,1205.9,1227.4,1246.7,1233.4,1238.8,1253.6,1257.0
716,C,False,455.86,465.07,471.8,471.25,459.27,465.74,454.22,442.44,439.35,442.37
717,C,False,1820.5,1834.8,1844.5,1856.0,1829.2,1819.9,1800.5,1787.2,1763.2,1810.0
718,C,False,2230.4,2194.3,2198.9,2209.5,2215.7,2207.3,2175.3,2204.1,2220.8,2199.5
719,C,False,2554.9,2504.5,2509.5,2530.1,2476.1,2479.5,2502.9,2501.7,2506.8,2506.1
720,C,False,137.07,134.53,134.23,131.23,128.4,127.92,122.69,123.98,117.24,115.09
721,C,False,464.8,473.43,479.78,480.22,482.84,497.23,506.82,518.73,519.47,522.56
722,C,False,1690.0,1718.0,1729.7,1737.4,1741.6,1753.0,1729.9,1733.1,1713.5,1755.7
723,C,False,2364.3,2532.7,2410.9,2404.3,2467.8,2630.6,2568.8,2617.0,2615.3,2643.9
724,C,False,769.9,767.18,769.26,774.9,799.89,818.99,816.07,810.77,805.03,807.23
725,C,False,1096.0,1100.4,1100.9,1079.8,1055.4,1026.6,1022.0,1005.3,985.32,982.06
726,C,False,407.57,402.42,399.94,392.07,392.04,386.61,392.92,397.12,389.49,403.0
727,C,False,6918.5,6956.1,6965.8,7041.2,7014.8,7096.7,7116.7,7130.2,7080.7,7063.5
728,C,False,1574.6,1557.2,1539.0,1542.8,1549.7,1558.0,1574.4,1584.9,1611.7,1640.7
729,C,False,4370.6,4329.5,4343.0,5930.2,4400.8,4351.1,4375.2,4356.5,4345.2,4349.0
730,C,False,1019.5,1002.2,996.88,1003.2,992.16,1004.8,1013.5,1014.2,1004.0,1011.3
731,C,False,1199.2,1220.0,1240.6,1218.7,1213.3,1229.8,1233.9,1238.8,1235.1,1229.2
732,C,False,4308.2,4343.0,4363.9,4328.1,4291.6,4265.1,4259.2,4229.4,4252.0,4214.6
733,C,False,2406.6,2413.9,2438.2,2458.8,2450.8,2475.9,2463.1,2468.5,2486.5,2489.6
734,C,False,3261.4,3263.5,3254.8,3253.4,3236.5,3267.1,3290.7,3267.7,3270.6,3298.1
735,C,False,324.55,317.4,324.16,330.58,340.13,347.64,347.41,358.56,380.0,375.92
736,C,False,938.9,926.22,907.44,902.26,921.76,922.28,924.96,905.83,894.34,891.19
737,C,False,399.77,402.8,394.32,399.16,403.25,406.89,391.02,393.9,386.53,378.35
738,C,False,2520.2,2554.3,2571.1,2528.7,2477.1,2468.1,2524.0,2481.9,2510.0,2489.4
739,C,False,8.4463,13.038,18.338,32.808,45.171,59.941,79.7,91.315,128.23,159.07
740,C,False,708.88,700.94,699.32,710.55,687.59,692.62,719.71,697.71,707.32,727.63
741,C,False,1906.3,1900.0,1911.1,1896.8,1894.2,1874.6,1894.3,1907.6,1895.5,1896.9
742,C,False,1030.3,1036.5,1036.3,1061.6,1060.0,1048.9,1069.8,1053.3,1077.9,1085.7
743,C,False,1980.5,2008.4,1996.0,1985.1,2000.7,1990.1,2019.3,1974.2,2020.5,2093.3
744,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27576,3.0541,8.8882
745,C,False,103.02,100.63,98.872,100.18,98.023,100.78,104.1,107.32,109.06,117.44
746,C,False,1211.0,1241.6,1228.8,1243.8,1230.5,1255.3,1261.9,1287.8,1310.1,1286.9
747,C,False,121.63,125.4,126.89,128.58,125.01,120.19,118.64,124.2,121.97,126.1
748,C,False,1109.9,1125.4,1136.1,1138.8,1119.7,1121.9,1113.7,1117.1,1154.4,1150.4
749,C,False,630.02,596.94,595.8,594.12,610.07,635.67,598.82,583.95,588.65,621.77
750,C,False,883.48,893.61,893.16,875.16,858.32,848.0,850.68,858.26,846.61,854.0
751,C,False,786.25,808.93,799.85,792.78,790.93,782.17,766.99,756.85,752.27,746.66
752,C,False,350.06,352.85,347.05,348.27,351.61,346.65,339.56,351.23,344.11,343.27
753,C,False,201.02,211.19,204.46,217.97,232.48,232.72,233.68,226.2,239.75,249.87
754,C,False,4078.9,4105.4,4152.4,4165.7,4201.3,4234.7,4206.8,4239.9,4192.5,4146.4
755,C,False,551.34,532.41,517.95,497.73,524.8,455.43,439.81,421.98,403.47,409.33
756,C,False,2666.7,2679.5,2722.1,2765.1,2743.9,2767.1,2785.8,2760.7,2791.2,2772.9
757,C,False,2470.0,2452.9,2440.8,2440.4,2413.7,2418.2,2421.1,2434.8,2425.9,2385.1
758,C,False,269.2,260.72,274.68,272.66,277.73,299.35,293.27,308.78,293.24,311.52
759,C,False,4913.2,4911.1,4958.6,4972.2,4870.0,4933.1,4865.8,4898.6,4925.3,4982.4
760,C,False,928.12,933.34,957.84,966.81,963.97,987.97,1012.7,1014.7,1032.4,1059.3
761,C,False,1.0967,2.8574,5.5255,9.2803,18.469,29.164,61.248,69.269,91.764,105.37
762,C,False,701.16,706.15,708.49,691.76,693.04,720.3,714.18,721.49,721.05,715.54
763,C,False,1654.7,1668.6,1647.6,1611.5,1616.2,1607.9,1607.5,1581.4,1576.4,1569.5
764,C,False,1134.9,1126.1,1107.8,1122.3,1119.0,1116.6,1109.3,1102.9,1083.5,1070.3
765,C,False,402.77,388.45,387.79,393.13,389.46,379.98,379.01,366.11,364.32,356.66
766,C,False,1162.8,1156.1,1162.6,1184.5,1199.9,1184.5,1203.1,1218.9,1256.3,1267.2
767,C,False,343.03,335.37,335.05,330.64,334.61,347.74,366.04,370.76,372.78,381.34
768,C,False,0.0,0.0,0.2725,0.47821,0.76947,0.85617,1.4959,2.1932,2.1232,2.2228
769,C,False,1563.5,1556.6,1546.6,1557.1,1565.4,1556.2,1562.4,1588.4,1588.4,1576.3
770,C,False,1122.5,1112.8,1143.0,1140.0,1207.7,1187.0,1252.0,1268.8,1313.9,1305.2
771,C,False,2001.2,2036.9,2002.7,1992.9,1990.3,1999.6,1975.9,1967.3,1971.5,1951.5
772,C,True,1219.3,1214.5,1209.6,1235.8,1237.8,1237.1,1253.6,1273.1,1289.8,1289.6
773,C,False,1120.2,1123.3,1124.6,1125.2,1140.5,1130.7,1136.5,1123.3,1111.8,1112.3
774,C,False,1030.2,1030.8,1020.3,1019.5,1032.4,1040.2,1059.1,1032.9,1028.6,1047.5
775,C,False,2555.3,2565.1,2540.9,2530.2,2550.8,2564.9,2546.0,2540.1,2541.5,2547.1
776,C,False,2667.3,2684.8,2692.6,2653.4,2628.3,2628.6,2618.2,2619.6,2614.1,2611.1
777,C,False,270.47,278.02,275.88,273.41,267.28,269.21,264.77,267.25,253.4,251.28
778,C,False,441.89,476.85,469.75,474.52,477.58,459.23,454.99,431.31,425.3,407.27
779,C,False,1634.1,1652.9,1646.1,1618.2,1643.4,1623.6,1621.2,1587.7,1567.8,1563.4
780,C,False,2633.2,2638.9,2623.1,2657.2,2638.4,2617.1,2633.1,2659.8,2627.8,2626.7
781,C,False,750.95,753.7,759.74,776.99,771.39,767.49,779.77,760.04,780.55,798.61
782,C,False,723.78,675.63,664.26,697.82,678.82,598.17,592.26,566.3,557.69,562.12
783,C,False,1290.0,1258.4,1260.6,1250.5,1223.1,1240.7,1256.7,1235.5,1237.1,1249.5
784,C,False,29.102,30.6,33.094,33.322,36.105,35.193,39.785,42.074,45.756,46.431
785,C,False,724.23,708.44,695.94,703.19,724.48,715.47,711.46,705.23,712.13,726.59
786,C,False,2105.8,2090.1,2051.5,2042.2,2037.7,2054.6,2049.2,2061.2,2059.5,2137.9
787,C,False,261.97,252.05,248.73,243.19,232.57,227.17,224.31,216.2,214.69,206.76
788,C,False,349.15,396.44,341.37,369.62,412.89,448.07,424.44,405.6,375.96,361.93
789,C,False,3239.6,3273.5,3296.6,3294.9,3285.0,3290.1,3330.2,3346.6,3383.2,3388.4
790,C,True,1378.8,1397.4,1316.8,1309.7,1323.3,1297.0,1309.7,1309.9,1283.6,1239.1
791,C,False,1061.6,1046.7,1082.2,1090.5,1092.8,1110.0,1085.0,1096.2,1068.8,1058.9
792,C,True,1035.9,999.07,1017.4,1021.7,1010.0,1029.8,1071.9,1066.5,1069.5,1063.5
793,C,False,1397.5,1365.6,1370.9,1489.4,1370.6,1473.0,1488.8,1434.7,1569.1,1427.6
794,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,C,False,254.89,253.9,277.72,280.39,286.18,281.9,289.77,282.82,278.17,273.97
796,C,False,785.75,782.0,755.19,737.07,742.25,730.91,712.89,711.58,722.91,724.01
797,C,False,812.27,841.0,871.43,869.64,881.79,882.46,899.94,876.29,911.03,936.79
798,C,False,761.1,777.73,799.06,775.37,791.43,777.9,783.91,807.48,820.35,783.87
799,C,False,1378.8,1397.4,1316.8,1309.7,1323.3,1297.0,1309.7,1309.9,1283.6,1239.1
800,C,False,741.92,756.21,745.87,730.33,724.22,709.01,710.31,722.02,707.94,710.44
801,C,False,2671.7,2707.1,2743.2,2730.3,2721.9,2746.3,2742.1,2716.8,2707.1,2724.2
802,C,False,122.09,123.31,125.39,125.85,126.71,127.87,127.86,127.9,126.31,126.45
803,C,False,3010.7,3029.5,3019.7,3022.4,2995.6,2990.4,2991.4,3008.0,2966.8,2931.4
804,C,False,3773.7,3804.3,3786.5,3809.8,3766.1,3774.5,3797.0,3819.6,3752.6,3786.1
805,C,False,860.85,892.3,946.65,972.03,1026.2,1050.7,1054.9,1076.0,1104.4,1131.8
806,C,False,70.802,70.64,73.261,71.836,69.746,67.941,71.378,69.269,74.89,70.352
807,C,False,621.36,639.27,647.76,658.68,631.26,635.11,639.3,633.16,700.24,674.76
808,C,False,2596.4,2615.9,2581.2,2595.9,2572.9,2577.4,2578.6,2565.3,2572.8,2591.1
809,C,False,920.54,918.12,888.24,880.54,874.79,859.04,870.48,862.15,841.19,835.02
810,C,False,1257.5,1279.8,1287.8,1300.6,1300.4,1307.8,1302.0,1323.5,1300.7,1290.9
811,C,False,1792.7,1779.5,1774.4,1785.6,1795.7,1797.1,1765.3,1791.3,1798.5,1839.9
812,C,False,716.86,720.25,736.95,715.32,725.46,695.14,693.53,693.28,697.11,675.35
813,C,False,278.66,274.68,280.1,279.33,282.34,292.4,296.92,310.74,318.11,327.28
814,C,False,2937.7,2909.1,2902.0,2884.9,2896.7,2893.2,2851.3,2865.2,2870.7,2899.0
815,C,False,451.59,452.26,465.34,443.22,447.28,433.38,436.59,433.68,450.47,437.59
816,C,False,399.69,420.88,438.89,451.67,465.35,483.35,472.34,480.58,482.23,472.66
817,C,False,1035.9,999.07,1017.4,1021.7,1010.0,1029.8,1071.9,1066.5,1069.5,1063.5
818,C,False,945.25,939.55,952.35,953.48,948.31,936.22,934.82,927.0,935.16,941.34
819,C,False,1204.9,1203.2,1195.0,1187.1,1190.3,1196.2,1194.8,1212.6,1207.0,1204.6
820,C,False,770.28,779.2,771.49,772.89,786.2,796.9,817.0,821.0,816.43,819.12
821,C,False,584.13,596.88,597.59,611.81,609.29,605.03,591.92,591.5,620.14,622.6
822,C,False,2590.2,2577.3,2593.1,2605.7,2613.6,2613.4,2633.7,2628.8,2648.0,2648.7
