,FLARE_TYPE,COINCIDENCE,ABSNJZH_1,ABSNJZH_2,ABSNJZH_3,ABSNJZH_4,ABSNJZH_5,ABSNJZH_6,ABSNJZH_7,ABSNJZH_8,ABSNJZH_9,ABSNJZH_10
1186,B,False,9.9332,4.24,1.9846,6.1162,10.085,6.0091,20.521,20.211,17.399,10.294
1187,B,False,6.2172,6.6886,1.1019,4.3569,3.0749,4.7999,5.4977,3.2314,9.5197,15.287
1188,B,False,67.278,69.946,70.583,74.714,69.122,69.652,68.542,75.066,80.838,77.687
1189,B,False,60.187,23.863,37.152,48.845,2.4882,11.221,0.86286,5.7273,25.714,7.3795
1190,B,False,13.193,9.5327,14.98,9.2566,9.2496,13.094,6.6814,8.7943,12.794,11.636
1191,B,False,6.1902,9.9751,4.5851,7.7372,10.397,11.45,10.245,14.552,15.387,12.408
1192,B,False,45.661,39.321,38.539,37.759,23.234,25.833,29.838,24.163,28.599,22.258
1193,B,True,69.755,53.355,57.474,61.844,58.164,62.819,52.125,56.719,59.949,65.081
1194,B,True,167.06,165.49,173.54,172.88,157.72,167.15,174.11,165.48,175.16,172.13
1195,B,True,6.517,7.4587,10.848,9.4231,6.3064,6.4574,6.9522,4.8172,6.4289,5.9855
1196,B,False,3.9288,1.1621,6.3884,6.3608,4.2224,2.4754,5.7162,8.5841,5.4624,6.6975
1197,B,False,35.812,38.964,35.945,28.582,31.112,28.676,28.199,26.848,31.159,23.784
1198,B,False,112.93,107.16,108.84,115.38,108.01,111.15,114.47,111.43,114.05,111.05
1199,B,False,17.056,30.066,45.979,40.335,40.486,39.056,35.967,36.713,34.999,35.961
1200,B,False,44.649,42.555,49.636,50.72,49.895,51.996,49.058,52.006,56.427,56.668
1201,B,False,25.104,23.528,19.637,15.261,10.947,5.4849,4.9812,19.288,15.93,28.862
1202,B,False,58.799,46.385,50.307,54.553,41.327,58.451,70.761,97.315,84.512,109.02
1203,B,False,15.349,12.802,9.0091,5.2861,7.7023,10.019,15.533,12.473,11.738,9.8587
1204,B,False,1.5793,9.0111,2.6677,2.9875,11.663,2.3918,7.8954,3.9906,8.5092,0.54245
1205,B,False,8.5756,15.12,13.307,16.069,12.527,14.347,8.8547,12.921,13.051,12.043
1206,B,True,15.933,14.248,17.051,15.089,15.227,14.966,17.279,20.43,14.017,12.648
1207,B,False,40.521,38.055,28.345,21.168,28.103,42.922,59.032,67.754,64.144,80.749
1208,B,True,22.024,16.83,11.688,27.645,13.672,8.837,10.773,13.429,14.211,15.263
1209,B,True,11.715,12.037,9.7888,11.035,11.489,9.1415,10.063,9.8344,15.368,11.019
1210,B,False,46.007,50.394,56.188,68.503,34.256,62.179,59.652,56.584,58.416,52.429
1211,B,False,0.041531,2.1125,3.9312,0.67765,5.0301,4.1138,1.4224,4.8031,6.8853,5.3409
1212,B,True,3.1363,4.0829,5.0716,9.5183,1.3104,6.5716,1.1152,13.668,25.205,20.706
1213,B,False,61.022,68.458,64.296,61.731,64.181,60.633,64.032,62.163,65.502,63.606
1214,B,False,20.403,22.116,20.419,16.273,12.394,11.739,13.048,20.827,18.747,23.171
1215,B,False,101.69,105.43,106.72,101.97,95.029,92.921,92.032,89.8,88.486,79.008
1216,B,False,3.8751,2.8041,2.9042,2.107,1.1661,2.3974,2.7888,2.5362,0.75935,1.0436
1217,B,False,75.89,84.2,86.861,80.215,81.632,89.642,88.425,84.008,85.911,81.669
1218,B,False,89.545,55.882,43.95,60.205,71.732,68.67,63.648,72.015,60.722,54.843
1219,B,False,57.617,55.65,62.937,53.373,68.618,66.16,54.709,70.544,62.386,65.387
1220,B,True,88.107,91.69,89.02,104.53,103.97,115.17,111.43,117.85,114.89,113.25
1221,B,False,51.444,41.421,44.662,43.379,45.748,52.378,59.09,51.401,49.194,50.297
1222,B,True,28.126,16.055,28.17,24.717,22.594,5.5099,19.63,5.4485,4.6343,7.4451
1223,B,False,14.88,14.52,13.194,19.009,16.774,12.171,11.936,14.572,17.153,15.253
1224,B,True,12.14,12.249,11.162,11.889,6.9202,3.589,6.2235,11.117,7.3945,10.159
1225,B,False,197.98,185.5,188.86,176.99,182.69,169.4,181.63,171.86,168.35,164.07
1226,B,False,102.81,111.55,107.91,85.943,91.809,82.513,75.009,98.429,96.384,88.409
1227,B,False,11.652,12.734,3.8163,9.7006,0.5429,6.8169,0.87546,12.118,10.662,10.454
1228,B,False,1.5677,12.531,7.7113,1.3579,5.0125,3.7591,28.518,24.952,28.21,27.109
1229,B,True,41.711,45.988,50.194,50.42,41.153,39.622,39.371,42.315,42.613,43.656
1230,B,False,24.005,22.127,22.682,22.758,21.27,21.533,23.939,25.482,22.997,27.687
1231,B,False,162.51,159.18,163.54,165.78,172.54,159.74,179.41,197.96,211.92,222.61
1232,B,False,26.861,26.279,17.746,13.885,19.088,16.978,15.787,12.131,11.363,16.073
1233,B,False,26.606,34.408,42.126,31.862,41.35,50.134,50.394,49.901,36.207,37.47
1234,B,False,0.22233,0.047126,1.6076,0.30485,0.046919,0.67091,1.1233,1.7888,1.8007,1.3892
1235,B,False,5.1904,2.8916,2.4931,8.3706,9.6479,6.8156,3.2602,9.102,6.7348,6.273
1236,B,True,7.6974,0.8752,2.7078,2.4398,4.0809,8.9133,8.2325,10.433,7.257,13.32
1237,B,False,40.574,39.598,38.958,31.234,35.581,36.037,35.939,37.796,35.533,34.622
1238,B,False,28.818,29.653,32.046,33.636,38.156,44.027,46.095,45.171,45.244,53.643
1239,B,False,54.243,52.002,51.848,40.41,48.156,39.799,55.163,38.467,48.137,53.606
1240,B,False,46.07,52.724,59.859,55.029,55.546,47.785,57.449,40.656,68.963,85.765
1241,B,False,27.039,30.843,36.035,27.347,32.731,26.387,30.114,44.734,40.129,40.907
1242,B,False,20.392,4.4992,4.6304,6.1726,8.5511,6.7912,18.637,7.8577,11.084,6.2583
1243,B,False,47.818,47.202,46.015,45.858,45.955,44.066,43.676,47.253,49.953,56.007
1244,B,False,19.412,18.623,22.722,25.214,25.516,27.108,32.355,29.742,29.122,30.239
1245,B,False,0.71484,3.4015,1.467,0.48944,3.6525,0.87408,1.5023,1.2851,0.2437,2.8461
1246,B,False,160.48,168.15,163.7,103.28,101.86,170.95,178.16,141.72,134.15,132.53
1247,B,True,105.4,99.381,100.94,102.79,108.4,112.2,112.04,109.5,115.09,110.86
1248,B,True,60.323,55.059,59.504,50.711,57.976,54.846,56.523,52.197,46.663,34.299
1249,B,False,10.423,11.643,10.839,12.883,13.674,17.89,16.259,18.649,17.978,11.777
1250,B,False,92.475,95.646,98.325,84.461,88.19,84.068,85.37,87.008,77.761,87.536
1251,B,False,4.4456,0.7239,2.024,1.0286,0.55994,0.92455,2.6669,2.1446,3.9539,0.32513
1252,B,False,7.794,11.419,9.5339,12.506,7.8166,5.0469,13.636,19.695,12.567,15.849
1253,B,False,234.53,209.02,243.72,255.72,244.68,252.29,242.34,244.82,233.92,218.87
1254,B,False,18.372,34.38,33.376,23.839,21.333,30.088,27.304,25.942,26.518,27.989
1255,B,False,11.886,3.9519,18.191,11.482,10.79,10.655,20.682,20.686,15.628,17.455
1256,B,False,22.509,20.252,25.771,24.25,20.725,19.865,21.824,21.52,20.081,21.103
1257,B,True,12.089,18.31,14.61,17.041,17.488,19.798,17.209,18.562,19.573,17.303
1258,B,False,33.549,28.981,35.183,36.566,39.143,33.551,42.096,37.459,39.001,42.577
1259,B,False,26.704,42.274,28.031,25.758,31.312,36.513,37.026,31.942,39.376,34.942
1260,B,False,16.394,21.711,14.632,4.3866,3.5808,0.79635,1.3219,9.6727,2.2795,6.3755
1261,B,True,25.763,32.215,28.359,30.9,26.381,31.178,30.049,32.272,29.991,24.158
1262,B,False,59.806,58.258,55.826,59.369,58.366,65.013,62.197,63.245,68.879,67.511
1263,B,False,67.059,67.244,59.495,56.892,53.446,62.924,63.869,57.213,58.329,65.109
1264,B,False,3.3876,4.3992,4.2116,1.6027,3.5131,3.6886,4.7961,0.7415,3.258,2.8007
1265,B,False,40.134,33.74,32.081,27.433,22.609,20.679,14.11,19.631,13.623,16.763
1266,B,False,4.457,5.4631,8.6695,3.7598,4.9724,4.6614,0.98992,2.9481,1.6844,2.6604
1267,B,True,20.142,19.944,18.264,22.704,21.795,28.638,17.359,21.76,24.623,19.618
1268,B,False,4.5741,2.8603,0.13966,7.2126,3.0849,1.9546,10.685,5.2626,11.522,7.8433
1269,B,False,101.73,99.713,102.26,104.01,86.453,85.406,94.062,96.176,93.877,80.23
1270,B,False,62.898,63.103,55.902,48.224,47.631,39.968,39.491,53.929,54.67,54.719
1271,B,False,14.303,23.354,23.665,15.013,13.29,10.672,9.1477,19.109,20.922,2.3993
1272,B,False,27.191,21.288,29.947,26.878,28.53,29.49,25.102,25.344,24.122,16.006
1273,B,True,49.042,52.996,50.302,50.944,56.92,45.219,48.518,45.494,52.182,55.097
1274,B,False,99.908,97.688,88.896,90.027,91.388,92.404,96.131,89.821,90.547,89.632
1275,B,False,29.799,35.795,19.641,20.904,19.068,23.351,26.521,26.915,22.812,24.067
1276,B,False,65.143,64.172,60.351,65.502,54.627,63.696,66.785,71.275,68.165,67.708
1277,B,False,11.818,15.106,14.663,12.404,11.332,10.788,16.662,6.7838,7.7389,8.5503
1278,B,False,7.7182,7.0149,9.9428,10.395,5.2251,10.662,9.6043,7.9725,9.0318,11.157
1279,B,True,40.34,42.253,41.359,20.109,31.098,33.489,31.628,24.32,22.072,22.875
1280,B,False,17.416,31.988,32.534,30.671,34.116,32.824,30.215,41.784,32.641,38.137
1281,B,False,279.03,248.6,246.19,230.21,231.96,213.57,193.01,196.34,196.65,170.41
1282,B,False,10.8,2.5028,1.727,12.123,9.818,3.6951,11.024,23.135,3.7704,0.95551
1283,B,False,21.076,19.547,24.7,23.171,26.959,26.024,28.714,23.556,26.497,28.186
1284,B,False,85.985,103.41,103.18,103.77,102.53,107.67,109.99,98.692,80.538,71.445
1285,B,False,86.489,89.811,91.085,85.813,85.488,75.436,87.89,88.931,92.273,77.841
1286,B,True,310.77,317.63,315.92,348.02,349.36,342.98,341.51,337.67,352.07,341.82
1287,B,False,7.6518,8.5971,7.0818,10.489,14.65,9.8581,7.6032,5.4192,0.46839,0.064132
1288,B,False,53.051,53.737,58.277,65.188,62.609,67.559,65.582,58.289,63.102,53.539
1289,B,False,6.1616,7.3086,4.7317,3.1316,5.4926,4.2357,5.4746,2.9,5.9649,3.9879
1290,B,False,23.653,17.213,14.427,11.77,11.342,17.848,8.9766,0.047523,4.0993,7.1657
1291,B,False,14.622,16.217,17.611,16.297,14.03,16.96,13.826,13.493,11.309,19.486
1292,B,False,121.1,136.96,124.43,130.73,128.98,141.11,121.59,138.02,143.82,139.9
1293,B,False,17.488,19.798,17.209,18.562,19.573,17.303,16.359,20.172,22.769,26.047
1294,B,False,97.794,93.167,90.356,67.988,93.264,82.931,96.148,73.377,100.39,103.06
1295,B,False,4.9697,4.4761,5.9466,7.3198,5.4229,5.0987,3.2344,4.8783,2.7371,1.1788
1296,B,False,21.943,28.099,23.786,3.5698,7.6273,7.9497,12.431,5.8899,18.731,14.906
1297,B,False,37.428,37.182,35.489,48.064,47.776,61.959,68.901,76.711,72.28,74.433
1298,B,False,147.32,145.52,146.0,149.52,130.71,142.71,118.45,109.5,119.38,119.15
1299,B,False,9.634,14.232,9.9616,11.306,9.4881,11.962,10.883,13.52,11.117,11.895
1300,B,False,14.747,10.411,15.121,6.3977,0.08477,7.3397,6.8356,7.9775,6.8899,12.247
1301,B,False,150.16,148.23,155.74,158.22,143.51,153.8,161.92,169.46,156.94,142.24
1302,B,False,49.186,47.834,55.148,35.1,49.084,38.875,33.032,40.454,50.65,51.569
1303,B,False,54.808,57.896,62.374,57.268,53.931,51.869,51.997,41.91,42.191,48.629
1304,B,False,143.89,136.29,130.1,146.13,146.19,148.84,143.07,146.58,139.96,123.23
1305,B,False,14.114,14.748,12.808,12.228,16.839,14.778,11.823,11.911,14.241,11.881
1306,B,True,5.0791,9.4203,15.456,14.624,6.642,11.179,1.0357,0.39246,10.744,2.6068
1307,B,True,9.8365,6.2992,5.2371,9.8298,5.8738,8.2721,7.4766,9.1202,7.6416,5.9809
1308,B,True,4.8274,0.93959,3.453,2.2849,6.7357,11.172,7.8353,9.6057,6.5602,8.8442
1309,B,False,50.839,51.933,67.018,61.472,73.32,69.521,66.037,88.725,93.974,93.923
1310,B,False,29.58,25.567,31.64,30.541,31.931,27.804,31.181,37.576,38.314,45.166
1311,B,False,195.16,190.7,187.3,179.6,205.56,200.03,182.13,189.08,195.02,173.98
1312,B,False,321.43,310.77,317.63,315.92,348.02,349.36,342.98,341.51,337.67,352.07
1313,B,False,24.368,31.054,28.522,36.286,34.126,41.469,41.036,39.128,46.59,40.742
1314,B,False,5.7376,7.2314,7.1734,9.5343,11.598,6.3705,2.0759,2.5112,9.6061,10.404
1315,B,False,119.12,117.57,121.64,117.91,117.62,114.47,116.8,115.87,116.73,110.54
1316,B,False,87.58,87.473,87.004,84.585,86.08,91.145,87.49,81.672,84.955,81.971
1317,B,False,31.364,32.677,34.207,49.953,43.502,37.562,43.544,55.599,47.286,46.253
1318,B,False,14.891,14.206,18.987,13.628,13.583,12.92,12.988,4.9938,10.375,7.7191
1319,B,False,41.804,46.83,49.29,43.274,46.07,52.724,59.859,55.029,55.546,47.785
1320,B,False,42.007,21.579,40.855,38.925,43.067,48.903,57.861,45.766,61.501,48.249
1321,B,False,16.23,0.017033,8.417,7.0519,4.0771,5.244,2.6168,1.0103,3.9906,1.4111
1322,B,False,36.022,38.737,45.264,49.329,49.116,42.993,45.307,42.228,46.788,53.472
1323,B,False,161.08,159.19,153.99,142.59,138.65,134.96,140.82,147.93,144.39,142.01
1324,B,False,53.068,45.503,38.093,42.98,41.803,43.113,44.996,45.463,54.66,46.556
1325,B,False,80.991,72.295,60.155,59.81,64.938,66.095,70.163,68.739,69.079,63.335
1326,B,False,11.081,11.889,11.106,18.664,20.629,19.178,19.536,16.133,15.736,14.901
1327,B,False,22.657,22.09,23.247,14.46,11.625,12.678,8.5733,11.152,16.487,14.823
1328,B,False,50.169,56.625,51.282,53.265,50.408,52.746,56.369,54.598,47.61,49.17
1329,B,False,41.512,34.423,32.083,39.759,32.03,38.241,43.236,35.702,13.976,27.829
1330,B,False,48.762,61.866,65.598,63.692,70.557,68.364,69.147,67.396,63.744,64.26
1331,B,False,0.14771,2.4154,7.0629,1.8816,5.1748,1.138,2.6311,2.8447,0.35335,1.9599
1332,B,False,22.634,36.918,34.669,34.771,29.982,37.504,43.109,38.171,58.542,51.324
1333,B,False,3.0445,11.434,3.4678,4.4335,2.9179,1.0364,3.5038,6.1912,7.9744,6.8099
1334,B,True,81.34,84.611,82.136,83.179,90.408,84.649,83.022,84.886,84.959,82.466
1335,B,False,28.528,26.875,29.26,29.941,29.833,35.679,37.203,40.305,41.723,43.962
1336,B,False,23.761,6.3177,7.9482,12.772,0.13435,4.5522,5.424,10.37,2.5442,5.3213
1337,B,True,49.304,55.326,35.051,32.347,12.456,34.326,30.072,6.0903,32.073,31.035
1338,B,False,12.438,14.381,14.698,12.827,13.661,13.966,10.676,11.54,11.779,14.473
1339,B,False,3.1305,4.1072,3.0089,1.6349,2.0508,2.0646,1.2328,0.80532,1.3302,1.4067
1340,B,False,27.804,20.348,17.39,15.849,34.409,28.812,46.559,72.802,41.728,65.442
1341,B,False,14.31,3.034,8.0191,11.495,5.4041,0.50844,8.4803,2.1671,6.2702,8.3448
1342,B,False,0.0,0.0,0.0,0.0,0.0,0.0075657,0.0,0.0,0.0,0.0
1343,B,True,26.082,27.331,30.573,29.138,29.226,39.987,27.691,12.651,30.509,35.593
1344,B,False,65.134,69.518,65.681,61.178,53.515,53.349,51.335,46.015,47.729,51.975
1345,B,False,16.859,18.69,16.498,18.61,19.3,19.089,16.526,17.369,17.866,15.071
1346,B,False,96.225,113.07,109.63,105.83,109.13,114.29,89.358,108.23,113.91,113.95
1347,B,True,0.95401,1.0353,1.3704,2.2741,0.22384,2.6967,3.9732,8.021,4.4183,0.84657
1348,B,True,3.5489,0.55212,7.7329,14.178,11.798,16.61,21.177,29.412,34.359,36.876
1349,B,False,6.1754,8.6469,7.6329,9.2061,8.2497,11.081,11.889,11.106,18.664,20.629
1350,B,False,5.676,4.6081,4.8353,5.1871,0.9209,0.77741,2.3774,1.5793,9.0111,2.6677
1351,B,False,13.421,17.881,22.995,16.815,16.363,24.178,25.348,19.758,9.3616,10.208
1352,B,True,10.613,13.575,11.772,10.789,18.455,11.551,17.431,16.172,9.9378,11.795
1353,B,False,93.865,109.44,109.75,102.46,98.537,97.376,103.78,92.508,86.095,86.468
1354,B,False,37.329,36.785,24.804,42.417,46.977,46.42,56.093,61.984,75.257,83.806
1355,B,False,72.053,84.854,82.045,96.187,107.62,113.05,108.07,103.31,119.43,110.7
1356,B,False,9.6703,0.62754,6.436,11.138,9.6363,12.158,16.945,18.259,10.849,18.568
1357,B,True,122.13,121.09,115.55,123.83,139.72,116.21,129.74,120.45,120.3,127.72
1358,B,True,5.5974,0.66545,2.5194,8.4624,1.2374,2.7869,0.48603,2.8186,10.996,10.906
1359,B,True,3.4608,2.9345,3.256,5.0662,7.8943,7.6539,10.258,4.1974,2.4354,0.99899
1360,B,True,20.489,11.449,15.289,22.587,17.873,39.81,36.123,42.389,48.852,43.59
1361,B,False,4.4999,0.17491,0.75852,1.0684,0.9038,3.1482,4.4554,0.075312,7.6355,1.3398
1362,B,False,10.461,15.54,8.1433,13.973,15.886,7.5861,4.9618,10.767,12.806,7.14
1363,B,False,24.911,20.852,31.678,15.575,28.156,30.091,32.239,20.587,30.45,29.494
1364,B,False,210.75,220.68,190.76,176.1,183.52,185.79,187.41,186.27,195.12,177.54
1365,B,True,137.69,130.17,119.65,87.929,142.88,98.322,146.51,142.5,136.02,111.48
1366,B,False,13.011,23.806,24.334,25.294,31.587,34.718,38.629,34.61,31.73,34.051
1367,B,False,3.8948,4.6631,3.6602,16.268,3.9397,5.5512,11.157,3.1363,1.458,6.0605
1368,B,False,19.232,19.983,31.429,34.505,43.221,26.468,29.827,33.094,36.839,32.407
1369,B,False,1.6854,2.2433,1.2473,1.1224,2.3047,0.81982,1.6291,2.6177,1.5812,1.9717
1370,B,True,38.89,49.623,59.615,63.841,66.506,74.485,86.603,84.464,88.584,84.824
1371,B,False,142.11,143.6,140.18,140.3,143.22,138.72,141.9,134.2,142.47,144.91
1372,B,False,1.7261,18.426,20.191,21.606,21.031,25.111,28.818,29.653,32.046,33.636
1373,B,False,148.13,127.26,130.43,139.77,136.06,148.42,156.86,158.87,163.81,159.12
1374,B,False,50.768,47.139,45.526,48.516,47.169,45.112,41.929,42.535,39.27,41.788
1375,B,False,84.79,90.445,89.042,88.171,84.249,78.827,80.848,82.167,75.194,79.904
1376,B,False,112.41,114.56,122.65,125.18,112.8,117.38,124.96,129.46,125.14,136.06
1377,B,True,9.2229,7.8435,14.347,15.103,18.224,15.439,7.8542,12.065,13.284,11.282
1378,B,False,32.059,26.09,213.59,23.983,14.236,6.6831,8.6282,10.816,62.343,22.687
1379,B,True,20.913,22.488,22.647,20.498,22.075,20.227,18.928,20.444,17.399,17.019
1380,B,False,30.967,23.783,27.835,25.65,28.097,21.798,26.732,23.65,19.66,23.78
1381,B,False,9.1122,10.017,7.9022,10.436,7.164,15.091,6.3203,1.9677,4.5351,7.5512
1382,B,False,64.595,60.344,58.507,58.393,65.853,59.718,69.103,65.643,55.044,73.618
1383,B,False,3.2926,2.4001,2.2971,4.5704,2.9332,2.7011,1.3878,6.517,7.4587,10.848
1384,B,False,6.2203,7.9709,5.3472,9.5304,7.5338,2.9299,0.5404,3.5614,2.3856,1.0618
1385,B,False,11.715,12.037,9.7888,11.035,11.489,9.1415,10.063,9.8344,15.368,11.019
1386,B,False,61.67,60.905,47.842,49.956,65.035,67.67,56.716,58.718,59.201,66.357
1387,B,False,2.2106,3.2253,3.2264,0.67444,4.2973,5.4894,6.5381,2.4695,5.6099,2.4207
1388,B,False,106.24,109.06,112.18,118.62,121.66,115.73,122.32,119.69,114.52,113.64
1389,B,False,134.07,137.96,139.72,129.61,137.12,143.76,135.39,135.1,140.67,131.93
1390,B,False,15.853,17.877,14.9,17.207,16.488,16.932,17.78,14.189,14.017,15.26
1391,B,False,13.616,12.921,14.9,13.747,10.47,11.092,15.061,13.729,13.943,12.873
1392,B,False,40.192,47.599,35.305,42.444,36.691,34.409,23.81,26.292,17.014,24.95
1393,B,False,65.444,65.584,68.535,80.94,70.865,72.692,79.047,92.423,84.045,87.056
1394,B,False,39.442,43.446,36.586,36.025,29.113,32.008,26.413,35.293,35.05,41.344
1395,B,False,20.583,13.734,12.954,14.883,15.014,13.225,18.032,16.634,16.182,22.417
1396,B,True,49.293,43.295,42.217,45.657,45.352,50.884,54.986,60.889,56.405,56.77
1397,B,False,46.375,41.783,46.949,44.386,53.854,54.202,64.991,62.011,55.136,64.769
1398,B,True,66.337,67.287,76.787,75.886,64.401,59.968,56.394,59.129,76.523,72.971
1399,B,True,14.606,14.167,15.273,9.4984,11.715,12.037,9.7888,11.035,11.489,9.1415
1400,B,True,3.3645,3.1406,5.6375,1.4463,2.2394,2.4924,2.9009,5.8151,1.4364,5.0229
1401,B,False,3.8705,2.7617,2.7931,5.3844,6.5346,6.1982,5.2062,6.024,4.1284,4.0615
1402,B,False,13.678,10.4,1.5677,12.531,7.7113,1.3579,5.0125,3.7591,28.518,24.952
1403,B,False,4.0718,4.8389,8.4437,10.326,3.7019,5.8342,7.4132,8.5402,7.4764,7.1546
1404,B,False,0.15613,0.055489,7.3158,13.947,1.9128,6.9328,10.593,4.9321,6.2755,7.8038
1405,B,False,5.8973,7.9863,9.0818,7.8301,17.195,16.035,17.874,9.3169,9.9227,9.324
1406,B,False,26.579,26.398,33.459,30.205,39.279,33.453,31.576,27.281,29.166,32.453
1407,B,False,40.62,43.17,48.838,49.001,46.76,48.297,47.704,46.983,48.426,44.933
1408,B,False,11.013,7.9013,4.577,4.2349,0.95255,9.3667,7.62,3.3932,21.147,12.411
1409,B,False,0.86168,1.5726,0.92552,0.48485,1.3755,0.67359,1.4304,1.6639,0.21479,1.5222
1410,B,False,199.54,225.61,219.85,211.94,205.05,221.49,226.98,227.61,247.35,238.22
1411,B,False,21.947,22.366,27.79,27.611,25.499,19.261,21.03,24.983,25.348,18.751
1412,B,False,65.013,62.197,63.245,68.879,67.511,72.877,63.844,70.63,65.578,62.35
1413,B,False,1.4111,0.9197,17.974,22.885,2.2144,1.7476,2.7991,0.057544,0.25977,0.41354
1414,B,False,42.288,42.571,39.885,40.313,50.832,43.754,39.393,43.0,33.744,34.239
1415,B,False,22.516,24.025,23.04,24.258,20.505,18.479,21.052,22.242,28.947,26.081
1416,B,False,24.311,30.104,42.438,50.408,49.805,47.379,56.907,49.668,52.526,46.99
1417,B,False,10.328,9.206,9.1081,9.3424,8.1026,9.2617,3.5202,10.536,9.5232,3.1978
1418,B,False,52.375,49.479,46.779,42.853,40.701,49.895,46.046,35.396,43.306,40.863
1419,B,False,107.95,107.16,103.58,103.52,105.08,113.87,118.38,118.09,136.21,116.65
1420,B,False,38.076,36.412,31.402,40.738,31.689,34.106,36.309,27.539,29.857,29.177
1421,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,B,False,11.166,12.253,11.84,14.451,11.263,15.048,13.211,13.724,13.403,14.015
1423,B,False,12.131,3.4698,4.3038,1.4963,8.9291,23.666,15.231,22.43,20.005,33.52
1424,B,False,11.05,4.5804,2.0727,3.0857,8.3488,8.394,12.866,3.1572,17.625,7.0802
1425,B,False,339.31,361.74,356.06,354.86,352.89,366.26,358.72,389.96,393.1,402.89
1426,B,False,53.26,45.919,44.192,43.797,34.164,31.505,36.912,52.652,58.107,54.465
1427,B,False,3.3714,2.3268,4.6407,0.85927,1.6671,1.4002,6.3613,0.96713,2.198,0.30446
1428,B,False,14.9,13.747,10.47,11.092,15.061,13.729,13.943,12.873,11.824,12.435
1429,B,False,113.35,112.79,118.14,114.83,115.44,114.28,112.95,114.72,119.02,119.67
1430,B,False,11.092,15.061,13.729,13.943,12.873,11.824,12.435,13.339,10.574,12.808
1431,B,False,13.505,14.047,13.457,12.148,10.167,8.2963,9.917,12.839,8.093,10.388
1432,B,False,92.604,94.406,93.836,96.002,98.301,92.602,96.505,92.911,86.81,88.521
1433,B,False,12.603,13.174,9.8761,6.5654,6.9917,1.594,9.3893,0.98634,3.9786,6.2295
1434,B,False,1.3543,4.8049,1.0916,3.1697,7.2721,11.611,6.4032,13.019,11.546,15.035
1435,B,False,66.224,67.95,74.003,76.169,79.651,74.36,80.26,77.369,79.268,86.817
1436,B,False,3.9958,9.2747,4.0542,2.4826,3.2599,0.96065,14.491,19.314,11.608,11.928
1437,B,False,9.4844,12.11,12.487,7.8054,9.9313,6.8,8.492,9.2116,7.9675,13.301
1438,B,False,23.622,18.383,14.702,13.105,17.086,14.639,17.061,16.986,16.931,14.541
1439,B,False,0.5416,0.095695,2.3127,3.3587,1.243,3.441,3.378,4.7687,1.0042,1.9403
1440,B,False,117.88,117.95,118.29,112.21,124.38,139.31,144.5,147.46,148.57,153.61
1441,B,False,107.82,98.689,92.638,92.704,79.533,92.856,78.237,67.205,57.216,65.614
1442,B,False,70.493,74.402,74.648,79.474,79.832,76.303,79.739,74.144,76.007,78.311
1443,B,False,7.9552,6.123,0.01185,3.8344,1.1577,0.31185,3.0561,4.1021,2.4108,2.306
1444,B,False,57.026,50.824,49.486,41.837,38.913,35.53,33.275,36.256,35.877,38.411
1445,B,True,131.41,143.61,134.64,141.17,130.87,141.77,127.36,122.14,113.62,117.39
1446,B,False,68.409,67.123,58.968,65.421,54.549,56.122,56.106,57.56,46.145,55.122
1447,B,False,3.2744,23.534,1.5972,5.6887,9.7553,13.058,8.9679,12.044,3.5923,5.8973
1448,B,True,25.34,26.64,30.257,34.02,30.901,23.746,29.691,26.087,22.908,22.054
1449,B,False,69.154,73.007,80.89,76.889,68.594,66.87,81.656,69.861,74.306,82.035
1450,B,False,11.688,27.645,13.672,8.837,10.773,13.429,14.211,15.263,16.179,15.301
1451,B,False,9.9179,9.4153,12.912,17.401,18.696,20.148,9.0978,22.499,20.555,17.998
1452,B,True,43.567,33.774,27.007,14.437,9.7389,9.3363,2.1069,8.5782,11.695,10.04
1453,B,False,7.7917,8.4923,6.8225,9.9357,10.243,20.289,17.311,17.655,20.829,13.196
1454,B,False,114.77,112.16,114.29,102.53,109.8,100.74,108.81,128.18,123.94,146.06
1455,B,False,45.125,55.766,61.812,64.683,85.547,100.53,91.454,91.429,95.009,99.472
1456,B,False,38.149,46.428,43.043,47.21,41.727,40.22,41.305,32.679,30.033,36.89
1457,B,False,193.81,188.55,190.64,188.47,188.32,187.94,188.25,198.99,197.48,194.13
1458,B,False,15.381,20.535,16.349,14.166,12.189,14.839,16.931,11.562,18.457,12.004
1459,B,True,5.1582,3.238,7.9161,2.592,3.5055,6.7264,2.3005,11.044,4.3534,7.1454
1460,B,False,11.28,17.623,14.751,13.465,7.0548,13.119,9.7709,14.543,12.234,15.337
1461,B,False,99.408,97.537,93.035,105.39,120.78,122.86,128.29,125.57,125.82,104.94
1462,B,False,8.1437,4.6279,6.8302,8.6633,8.0963,4.1735,8.7673,9.029,9.847,4.3398
1463,B,False,154.86,153.33,152.0,149.88,152.82,159.8,148.67,150.03,143.35,129.89
1464,B,False,2.5118,2.6484,0.58962,2.8401,1.6811,3.3214,6.737,2.9092,12.598,9.2975
1465,B,False,54.35,52.676,49.781,33.466,31.771,36.778,38.021,36.844,39.649,38.822
1466,B,True,40.031,44.251,51.013,43.589,36.422,44.35,50.618,47.804,46.085,46.166
