,FLARE_TYPE,COINCIDENCE,MEANSHR_1,MEANSHR_2,MEANSHR_3,MEANSHR_4,MEANSHR_5,MEANSHR_6,MEANSHR_7,MEANSHR_8,MEANSHR_9,MEANSHR_10
578,M,False,44.137,44.055,44.509,44.36,44.44,44.661,44.811,44.94,45.15,45.189
579,M,False,30.979,31.275,30.658,30.48,30.368,30.599,30.861,30.764,30.391,30.523
580,M,False,36.654,36.774,35.781,35.597,36.244,35.551,34.711,35.714,35.012,36.202
581,M,False,40.147,40.448,40.681,40.547,40.708,41.117,41.342,41.37,41.376,41.328
582,M,False,27.272,27.42,27.181,27.439,27.113,27.18,27.085,26.921,26.833,26.802
583,M,False,36.551,36.611,36.116,36.033,36.442,36.76,36.591,36.17,35.832,35.994
584,M,False,31.887,32.18,32.183,32.163,31.898,31.843,31.792,31.867,31.939,31.635
585,M,True,28.339,28.417,28.343,28.613,28.569,28.72,28.736,28.805,29.014,28.862
586,M,False,27.55,27.668,27.711,27.549,27.68,27.335,27.35,27.378,27.254,27.106
587,M,False,44.328,44.187,43.968,44.023,44.056,43.952,43.994,43.878,43.963,43.762
588,M,True,50.285,50.299,50.17,50.175,50.008,49.961,49.922,49.942,49.675,49.758
589,M,False,50.008,49.961,49.922,49.942,49.675,49.758,49.84,49.871,49.962,49.791
590,M,True,40.91,40.936,40.655,41.047,41.025,40.872,40.925,41.102,40.854,41.035
591,M,False,40.822,40.733,41.063,40.905,40.795,40.762,40.301,40.452,40.043,40.519
592,M,False,41.063,40.905,40.795,40.762,40.301,40.452,40.043,40.519,40.295,39.97
593,M,True,38.069,38.274,38.354,37.979,38.327,38.252,38.471,38.892,38.43,38.44
594,M,False,37.254,37.655,37.742,37.631,37.321,37.466,37.867,38.067,38.372,38.973
595,M,True,24.986,23.099,23.555,24.142,23.89,23.978,24.289,24.407,23.684,24.814
596,M,False,24.842,25.281,24.629,24.711,24.596,25.087,23.501,24.171,24.429,23.512
597,M,True,42.592,43.028,42.632,41.53,40.936,41.273,42.291,41.633,41.127,40.508
598,M,True,40.294,40.256,40.22,40.699,40.666,40.915,40.825,40.52,40.651,40.406
599,M,False,38.767,38.791,38.233,38.466,38.089,38.062,38.061,38.001,38.256,37.971
600,M,True,39.575,38.243,38.194,39.258,39.504,38.779,38.472,38.657,38.958,38.888
601,M,False,38.793,38.488,37.779,37.123,37.728,37.461,37.359,36.586,36.282,36.948
602,M,False,36.207,36.108,36.391,36.997,36.659,36.592,36.336,37.049,36.572,36.569
603,M,False,39.277,39.255,40.093,39.546,39.338,39.836,39.918,39.692,39.432,39.883
604,M,False,42.417,42.56,42.699,42.598,42.533,42.541,41.811,42.148,42.36,42.244
605,M,False,49.497,49.477,49.552,49.456,49.398,49.416,49.37,49.693,49.501,49.693
606,M,True,49.721,49.931,50.021,50.249,50.09,50.211,50.314,50.427,50.543,50.709
607,M,True,51.104,50.724,51.132,51.059,50.897,51.123,51.117,51.296,51.554,51.802
608,M,False,50.897,51.123,51.117,51.296,51.554,51.802,51.769,52.008,51.763,51.934
609,M,False,51.769,52.008,51.763,51.934,51.859,51.776,51.959,51.924,51.85,51.775
610,M,False,51.763,51.934,51.859,51.776,51.959,51.924,51.85,51.775,51.605,51.521
611,M,False,51.521,51.811,51.906,51.896,51.66,51.569,51.583,51.598,51.722,51.6
612,M,False,51.577,51.537,51.779,51.76,51.869,51.945,51.799,51.956,52.149,51.979
613,M,False,0.0,52.146,52.376,52.288,52.369,52.578,52.498,52.314,52.433,52.244
614,M,True,52.399,51.938,52.034,51.787,51.754,51.37,51.404,51.353,51.595,51.613
615,M,True,48.261,48.156,47.99,47.697,47.755,47.617,47.433,47.383,47.555,47.268
616,M,False,48.007,47.888,47.758,47.772,47.508,47.464,47.753,47.896,47.688,47.524
617,M,True,45.186,44.947,44.945,45.222,45.006,45.338,45.492,45.338,45.479,45.533
618,M,False,44.945,45.222,45.006,45.338,45.492,45.338,45.479,45.533,45.364,45.785
619,M,True,41.296,41.422,41.173,41.547,41.305,40.814,41.096,40.724,41.015,41.194
620,M,False,41.244,41.301,41.561,41.649,41.481,41.203,41.563,41.332,41.056,41.044
621,M,False,41.563,41.332,41.056,41.044,41.059,40.766,40.629,41.146,40.789,40.562
622,M,True,40.112,39.48,39.438,39.519,39.518,39.742,39.523,39.154,39.349,38.971
623,M,True,37.206,37.017,36.892,36.665,36.172,36.845,36.533,37.038,36.66,36.642
624,M,False,37.042,36.55,36.515,36.801,36.465,36.764,36.736,36.939,36.555,36.852
625,M,False,36.983,36.896,36.859,36.335,36.542,36.976,37.148,37.11,36.95,37.132
626,M,True,36.174,36.416,36.218,35.883,35.889,35.676,35.52,35.613,35.691,36.051
627,M,False,34.693,34.813,34.965,35.349,34.722,34.668,34.674,34.533,34.633,34.63
628,M,True,36.168,35.827,35.788,35.797,35.763,35.742,36.086,36.232,36.436,36.474
629,M,False,37.2,37.008,36.83,36.566,36.358,36.499,36.322,36.308,35.958,36.144
630,M,False,38.476,38.333,38.752,38.711,39.132,38.832,38.824,39.044,38.841,39.349
631,M,False,21.782,22.049,24.603,21.99,24.897,25.484,23.916,25.467,26.076,26.485
632,M,False,30.15,30.848,29.991,30.216,30.098,29.726,30.841,31.253,30.945,30.225
633,M,False,42.303,42.395,42.253,41.895,41.381,41.225,41.291,41.388,41.788,41.507
634,M,False,31.092,31.484,30.664,30.367,31.098,31.07,30.771,30.687,31.137,31.373
635,M,False,47.329,47.401,47.614,47.79,47.745,48.143,47.987,48.419,48.809,48.989
636,M,False,31.198,31.325,31.392,31.433,31.371,31.854,31.867,31.759,32.125,31.552
637,C,True,32.092,32.202,0.0,32.662,33.01,32.746,32.729,32.988,33.024,32.937
638,C,True,35.583,36.777,35.174,34.173,34.859,35.052,34.928,34.541,34.674,35.376
639,C,False,22.351,22.441,22.455,22.793,22.909,22.71,22.442,22.917,23.201,23.262
640,C,False,25.805,25.216,25.624,25.526,25.887,26.486,25.967,26.161,25.868,25.681
641,C,False,25.2,25.127,25.034,24.96,25.096,0.0,24.493,24.405,24.084,23.838
642,C,False,20.111,26.272,20.508,24.067,24.082,19.34,19.841,20.804,20.872,22.516
643,C,False,33.46,33.797,34.722,33.256,32.359,32.911,32.128,30.426,30.534,31.359
644,C,False,33.014,34.657,33.013,31.021,31.133,31.944,31.559,31.7,32.158,31.962
645,C,False,48.168,46.962,47.737,48.728,47.99,48.709,48.398,47.906,47.161,46.483
646,C,True,41.492,41.576,41.69,41.598,41.54,41.546,41.603,41.64,41.706,41.819
647,C,False,31.419,31.306,31.115,31.137,31.258,31.215,31.112,31.069,30.867,31.016
648,C,False,44.166,43.306,42.893,43.517,43.193,42.754,42.457,43.115,42.924,42.874
649,C,False,25.948,27.379,28.805,26.59,25.451,26.458,28.367,25.524,25.149,25.801
650,C,False,31.354,31.554,31.504,31.212,31.37,31.318,31.51,31.471,31.532,31.386
651,C,True,21.224,21.361,21.212,21.169,20.308,21.095,20.855,21.747,21.883,22.848
652,C,True,34.512,34.637,34.328,34.627,34.448,34.408,34.361,34.627,34.654,34.692
653,C,False,32.001,32.085,31.508,31.471,31.451,31.5,31.942,31.611,32.141,32.03
654,C,False,33.423,32.6,32.227,31.729,31.641,30.903,31.232,30.726,30.877,31.203
655,C,False,25.701,25.626,25.529,25.863,26.037,25.789,25.893,26.309,26.211,26.219
656,C,True,28.564,29.088,29.008,28.804,29.747,28.851,29.423,28.539,28.635,28.351
657,C,False,46.208,46.312,46.678,46.617,46.752,46.932,46.65,46.623,46.732,46.491
658,C,False,43.597,43.413,43.292,42.968,42.554,42.609,42.772,42.099,42.084,41.873
659,C,False,29.9,29.735,29.839,29.446,29.493,29.772,29.507,29.997,30.277,30.295
660,C,False,25.457,26.602,26.576,25.173,25.288,24.873,24.712,23.953,23.999,24.307
661,C,False,33.383,33.444,33.399,33.387,33.317,33.606,33.521,33.544,33.725,33.607
662,C,False,28.044,27.862,27.918,27.719,27.637,27.633,27.568,27.466,27.415,27.272
663,C,True,44.805,45.348,45.221,44.959,44.749,45.247,44.772,44.965,45.069,45.336
664,C,False,26.131,26.111,26.189,26.059,26.259,26.515,26.434,26.812,26.504,26.489
665,C,False,26.474,26.957,27.524,27.691,27.86,27.794,28.1,27.968,27.396,26.978
666,C,False,37.287,38.132,36.165,35.993,35.998,36.348,35.719,35.594,36.016,35.689
667,C,False,30.54,30.552,30.58,30.816,30.509,30.446,30.41,30.196,30.67,30.568
668,C,True,37.594,37.691,37.898,37.841,38.248,38.147,38.153,38.072,37.878,38.221
669,C,False,25.897,25.591,25.561,25.121,25.074,25.351,25.126,25.326,25.342,25.312
670,C,False,50.133,50.483,50.093,50.16,50.244,50.257,50.033,49.987,49.875,49.91
671,C,False,28.564,29.088,29.008,28.804,29.747,28.851,29.423,28.539,28.635,28.351
672,C,False,0.0,34.546,38.308,14.1,18.513,12.328,33.339,10.216,10.512,26.983
673,C,True,41.067,41.195,41.202,41.234,41.238,41.267,41.298,41.288,0.0,40.952
674,C,False,41.041,40.387,40.045,41.582,37.348,39.448,39.727,38.368,34.847,38.541
675,C,False,26.863,27.486,27.974,28.618,27.247,27.079,27.486,27.92,27.391,25.591
676,C,False,38.116,39.285,40.409,39.408,39.754,41.119,40.463,42.026,41.115,41.743
677,C,False,25.228,24.696,24.886,24.853,24.682,23.715,24.04,23.902,24.168,23.569
678,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,C,False,31.288,30.854,30.906,31.115,30.723,31.054,30.958,31.043,31.271,31.141
680,C,False,36.304,36.218,36.15,36.377,36.318,36.446,36.392,36.6,36.465,36.51
681,C,False,18.048,18.398,18.265,18.529,18.723,18.444,18.891,19.554,19.056,18.88
682,C,False,43.116,43.098,43.287,43.2,43.13,43.441,43.477,43.46,43.55,43.331
683,C,False,31.486,31.779,31.855,31.619,31.581,31.698,31.591,31.748,32.183,32.106
684,C,False,21.906,21.903,21.887,22.068,22.194,22.18,22.157,22.45,22.255,21.796
685,C,False,25.446,25.678,25.561,25.611,25.654,25.9,25.952,25.969,25.714,26.091
686,C,False,22.534,22.504,22.461,22.218,21.957,22.097,22.374,22.068,22.294,22.153
687,C,False,22.313,22.461,22.574,22.422,22.365,22.399,22.263,22.301,22.48,22.688
688,C,True,33.07,33.028,34.368,30.639,29.564,33.836,30.363,29.206,28.62,28.626
689,C,False,41.055,41.112,41.053,41.309,41.377,41.484,41.359,41.44,41.444,41.384
690,C,False,23.074,23.022,22.817,23.598,22.019,23.045,22.272,22.791,22.561,23.074
691,C,False,43.438,43.416,43.272,43.292,43.158,42.93,42.764,43.077,43.105,43.112
692,C,False,28.976,29.114,29.851,29.525,29.558,29.126,29.323,29.048,29.194,29.289
693,C,False,30.989,30.208,30.817,30.171,30.502,29.872,30.109,30.081,30.046,29.963
694,C,False,32.278,32.351,32.453,32.578,32.414,32.397,32.328,32.388,32.592,32.363
695,C,False,20.894,20.91,20.817,21.224,20.705,20.767,21.252,21.402,21.379,21.439
696,C,True,25.172,25.087,25.142,24.923,24.993,24.862,24.846,24.547,24.546,24.77
697,C,False,22.633,22.966,23.345,0.0,23.186,22.821,23.042,23.668,22.843,0.0
698,C,False,43.255,43.027,43.124,43.13,43.452,43.52,43.544,43.78,43.895,43.965
699,C,False,50.205,50.101,50.334,50.63,50.483,50.959,50.926,50.796,50.918,50.646
700,C,False,32.776,32.77,32.711,32.672,32.525,32.647,32.731,32.778,32.833,32.602
701,C,False,43.595,43.46,43.346,42.935,42.816,42.806,42.396,42.576,42.659,42.829
702,C,False,32.825,32.77,32.748,32.472,32.236,32.065,32.122,31.982,31.621,31.395
703,C,False,26.669,26.444,26.612,26.426,26.645,26.965,26.814,27.06,27.192,27.058
704,C,True,20.097,20.471,20.59,20.572,19.858,20.16,19.792,20.493,20.563,21.045
705,C,False,37.578,37.375,38.303,38.898,38.871,37.807,37.884,38.383,37.655,38.062
706,C,False,24.527,24.748,24.487,24.918,24.431,24.416,25.752,28.93,29.25,29.188
707,C,False,24.815,24.9,25.031,25.248,25.487,25.817,26.185,26.514,25.957,25.702
708,C,False,36.253,36.383,34.69,35.021,34.132,34.218,35.165,35.007,35.224,35.02
709,C,False,34.784,33.983,34.132,33.942,34.043,34.46,34.132,34.829,34.731,34.553
710,C,False,24.509,24.893,24.575,23.795,24.778,25.817,24.953,24.505,24.615,24.245
711,C,True,30.082,29.396,30.844,30.171,30.532,30.705,33.102,29.637,30.95,29.619
712,C,False,30.034,29.991,29.921,30.19,30.035,30.116,30.104,29.852,29.783,30.149
713,C,False,27.16,27.005,27.032,27.006,27.057,27.161,27.139,27.139,27.048,27.142
714,C,False,32.315,32.435,32.389,31.947,31.843,31.953,31.751,32.052,31.458,31.52
715,C,False,32.061,31.449,31.315,31.961,31.686,31.526,31.967,32.136,32.401,31.814
716,C,False,30.896,31.093,31.383,30.872,31.539,31.01,30.894,31.161,31.054,30.325
717,C,False,34.967,35.02,34.756,34.752,35.067,34.848,34.999,35.296,34.934,35.292
718,C,False,31.217,31.123,31.433,31.499,31.342,31.439,31.35,31.168,31.019,30.872
719,C,False,44.885,44.783,44.732,44.278,44.781,44.74,44.799,44.546,44.876,45.315
720,C,False,18.76,18.229,18.473,18.114,17.957,17.667,17.672,17.342,17.331,17.532
721,C,False,32.092,32.202,0.0,32.662,33.01,32.746,32.729,32.988,33.024,32.937
722,C,False,34.361,34.627,34.654,34.692,34.46,34.68,34.329,34.185,34.545,34.352
723,C,False,38.759,38.315,39.49,39.302,39.545,38.711,38.417,37.403,37.976,37.597
724,C,False,29.969,29.275,29.591,29.639,29.687,28.865,28.789,29.919,29.452,29.751
725,C,False,25.866,26.099,25.82,25.817,25.843,25.554,25.234,25.049,24.759,24.684
726,C,False,36.897,35.36,34.343,34.827,34.683,34.883,34.085,34.728,35.193,35.294
727,C,False,35.171,35.217,35.153,35.329,35.308,35.264,35.26,35.31,35.383,35.411
728,C,False,41.229,40.571,40.525,40.784,41.002,41.253,0.0,41.66,41.286,41.411
729,C,False,41.66,41.911,41.777,52.003,42.011,41.959,42.012,42.058,41.916,41.867
730,C,False,27.464,27.543,27.332,27.165,27.209,27.198,27.407,27.309,27.338,27.096
731,C,False,35.811,36.113,36.243,35.861,36.475,35.951,36.099,36.174,35.91,35.78
732,C,False,41.492,41.576,41.69,41.598,41.54,41.546,41.603,41.64,41.706,41.819
733,C,False,31.379,31.426,31.317,31.535,31.681,31.548,31.63,31.356,31.188,31.505
734,C,False,31.901,32.088,32.033,31.997,31.939,31.907,31.975,32.005,31.92,32.082
735,C,False,22.363,22.345,22.469,22.669,22.756,22.542,22.483,22.951,23.151,23.366
736,C,False,34.414,34.254,34.514,34.182,34.21,33.694,33.42,33.352,33.089,33.066
737,C,False,38.054,37.858,37.86,37.668,37.842,37.583,37.533,37.399,37.976,37.9
738,C,False,33.789,33.513,32.924,32.872,33.207,32.554,33.17,32.966,33.214,33.097
739,C,False,31.134,31.603,33.936,42.844,40.354,40.112,41.522,43.429,41.73,43.063
740,C,False,39.016,38.714,38.476,38.658,38.531,38.241,38.507,38.865,39.15,39.361
741,C,False,40.955,41.058,41.219,40.861,40.902,41.134,40.991,40.994,40.641,40.689
742,C,False,26.154,25.8,25.774,25.847,25.732,25.531,25.922,25.834,25.967,25.889
743,C,False,29.919,30.474,30.186,30.036,29.911,29.814,30.267,30.307,30.17,30.639
744,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.159,18.379,20.805
745,C,False,21.224,21.361,21.212,21.169,20.308,21.095,20.855,21.747,21.883,22.848
746,C,False,44.481,44.098,45.041,44.396,44.345,44.047,44.116,44.605,44.467,44.89
747,C,False,32.843,31.968,31.217,32.73,32.307,35.698,33.385,32.755,32.834,30.834
748,C,False,32.504,32.494,33.141,32.642,32.487,32.88,33.25,33.199,32.781,33.05
749,C,False,42.366,41.835,44.168,40.884,40.614,41.303,39.886,40.031,40.336,42.331
750,C,False,37.262,37.059,37.213,36.931,37.041,37.734,38.182,38.144,38.088,38.124
751,C,False,37.594,37.691,37.898,37.841,38.248,38.147,38.153,38.072,37.878,38.221
752,C,False,23.792,23.833,23.774,23.789,23.894,23.796,23.488,23.517,23.674,23.626
753,C,False,40.828,40.938,40.237,40.217,41.567,42.667,41.372,39.482,40.851,42.179
754,C,False,45.225,45.272,45.43,45.618,45.999,46.354,46.494,46.546,46.714,46.697
755,C,False,30.082,29.396,30.844,30.171,30.532,30.705,33.102,29.637,30.95,29.619
756,C,False,42.746,42.809,42.828,42.644,42.778,42.706,42.77,42.757,42.778,42.89
757,C,False,41.65,41.525,41.708,41.901,41.97,41.933,41.633,41.403,41.439,41.496
758,C,False,37.332,33.669,34.923,34.323,34.676,35.422,33.327,35.0,32.709,31.775
759,C,False,39.761,39.849,39.821,39.915,39.982,40.082,40.196,40.039,40.036,39.904
760,C,False,25.165,25.328,24.876,24.954,25.067,24.599,25.091,25.264,25.225,25.227
761,C,False,44.602,33.947,40.691,28.924,26.765,29.741,40.987,32.554,37.703,35.591
762,C,False,25.384,0.0,25.495,25.434,25.84,25.714,26.045,25.711,26.095,25.669
763,C,False,44.216,44.422,44.351,44.559,44.291,44.09,44.074,43.699,43.721,43.611
764,C,False,29.873,29.439,29.305,29.409,29.117,29.32,28.837,29.048,28.854,28.843
765,C,False,25.147,23.097,24.388,23.557,23.79,24.165,24.835,24.952,24.452,24.16
766,C,False,26.613,26.658,26.953,26.648,26.731,26.956,27.085,27.242,27.483,27.633
767,C,False,24.04,24.18,23.864,24.415,24.579,24.501,23.876,23.545,23.852,23.723
768,C,False,0.0,0.0,48.679,26.508,9.3247,12.491,18.307,29.452,13.026,16.861
769,C,False,38.565,38.377,37.933,38.068,37.874,37.964,38.25,38.191,38.123,38.207
770,C,False,30.292,30.227,30.487,30.501,30.5,30.888,30.618,30.55,30.295,30.479
771,C,False,33.632,33.819,33.891,33.727,33.777,33.613,33.562,33.368,33.201,33.23
772,C,True,29.403,29.29,29.945,29.972,29.775,30.074,29.876,30.441,30.657,30.74
773,C,False,32.074,32.095,32.202,32.163,32.142,32.355,32.511,32.482,32.255,32.114
774,C,False,37.475,36.975,36.721,36.201,36.812,36.66,36.031,36.874,37.019,36.683
775,C,False,30.02,30.106,30.261,30.362,30.171,30.451,30.421,30.562,30.69,30.669
776,C,False,33.954,33.932,33.961,34.086,33.919,33.703,33.797,34.017,33.868,33.76
777,C,False,20.097,20.471,20.59,20.572,19.858,20.16,19.792,20.493,20.563,21.045
778,C,False,47.354,45.191,45.281,45.169,44.034,44.937,44.618,45.84,44.699,45.806
779,C,False,34.132,34.185,34.038,34.15,33.916,33.881,34.085,34.169,34.121,33.572
780,C,False,49.454,49.247,49.151,48.999,49.215,49.259,49.123,48.964,48.929,48.877
781,C,False,38.111,38.105,37.922,38.348,38.677,37.913,37.939,37.93,37.89,37.044
782,C,False,32.741,30.594,32.933,33.94,32.492,30.153,29.969,29.248,29.2,29.52
783,C,False,31.289,31.653,31.718,31.359,31.672,31.594,31.704,31.636,31.61,31.38
784,C,False,17.779,17.507,18.92,18.211,19.291,19.376,19.208,19.084,18.269,17.922
785,C,False,47.713,47.431,47.647,47.38,47.737,48.04,48.528,48.092,48.054,48.31
786,C,False,40.693,40.346,40.722,40.654,40.431,40.55,40.37,40.531,40.576,39.934
787,C,False,19.698,19.47,19.386,19.127,18.877,18.691,18.331,18.416,18.405,18.466
788,C,False,34.368,30.639,29.564,33.836,30.363,29.206,28.62,28.626,28.681,28.404
789,C,False,28.202,28.239,28.336,28.523,28.406,28.49,28.477,28.532,28.758,28.551
790,C,True,35.709,35.529,0.0,35.93,35.646,35.655,35.723,35.198,35.142,37.071
791,C,False,39.518,39.548,39.704,39.713,39.836,39.196,39.408,39.748,39.34,39.508
792,C,True,31.638,31.843,31.623,31.101,31.014,31.243,30.949,30.916,30.652,30.39
793,C,False,28.836,28.795,28.737,29.533,28.115,29.347,29.125,28.499,29.221,28.501
794,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,C,False,35.583,36.777,35.174,34.173,34.859,35.052,34.928,34.541,34.674,35.376
796,C,False,51.117,51.647,52.006,52.148,52.391,52.328,51.859,51.943,51.773,51.759
797,C,False,27.688,28.199,28.443,28.896,27.428,29.342,27.945,27.761,25.728,28.426
798,C,False,35.027,34.976,34.549,35.238,34.178,34.255,34.645,34.585,34.051,34.008
799,C,False,35.709,35.529,0.0,35.93,35.646,35.655,35.723,35.198,35.142,37.071
800,C,False,35.366,35.108,35.728,35.736,34.99,34.96,35.318,35.189,35.184,35.689
801,C,False,50.665,50.658,50.649,50.703,50.548,50.739,50.647,50.559,50.594,51.033
802,C,False,23.601,23.017,23.424,23.571,24.023,23.724,23.547,23.654,24.17,24.351
803,C,False,42.012,42.312,42.106,41.71,41.862,41.758,41.406,41.306,40.781,40.985
804,C,False,37.424,37.191,37.636,37.468,37.54,37.53,37.524,37.215,37.633,37.443
805,C,False,45.763,44.972,46.548,45.67,45.159,45.881,46.73,45.534,48.208,45.311
806,C,False,25.376,24.592,24.576,25.347,24.534,23.945,24.117,23.947,24.332,25.079
807,C,False,24.151,24.924,23.527,23.943,23.378,22.779,22.82,22.508,23.774,23.448
808,C,False,39.573,39.481,39.613,39.563,39.582,39.703,39.485,39.464,39.476,39.462
809,C,False,22.606,22.278,22.42,22.336,22.407,22.358,22.477,22.521,22.457,22.8
810,C,False,0.0,31.59,31.934,31.785,32.004,32.043,32.087,31.957,31.86,31.645
811,C,False,28.721,28.814,28.356,28.462,28.163,27.917,28.745,28.385,28.387,28.317
812,C,False,30.176,30.44,30.108,30.136,30.237,30.002,30.221,30.027,30.253,30.393
813,C,False,35.536,36.702,35.72,35.215,36.072,36.453,36.81,36.561,36.588,36.286
814,C,False,41.249,41.37,41.3,41.433,41.363,41.491,41.564,41.45,41.519,41.295
815,C,False,26.4,26.516,26.346,26.214,26.321,26.158,26.815,26.927,26.882,27.235
816,C,False,47.801,47.791,47.47,47.488,46.943,47.207,46.411,45.845,44.767,44.669
817,C,False,31.638,31.843,31.623,31.101,31.014,31.243,30.949,30.916,30.652,30.39
818,C,False,27.806,27.462,27.438,27.784,27.712,27.698,27.27,27.225,27.176,27.324
819,C,False,35.255,34.922,34.747,34.735,34.754,34.84,34.897,35.247,34.993,34.963
820,C,False,44.805,45.348,45.221,44.959,44.749,45.247,44.772,44.965,45.069,45.336
821,C,False,34.386,34.788,35.204,35.206,34.825,34.824,34.7,34.483,34.94,34.551
822,C,False,29.377,29.576,29.379,29.409,29.482,29.99,30.087,30.089,30.18,30.211
823,C,False,25.172,25.087,25.142,24.923,24.993,24.862,24.846,24.547,24.546,24.77
824,B,True,39.693,39.695,40.151,40.181,39.509,39.753,37.938,38.46,38.273,37.999
825,B,False,37.658,38.188,38.4,38.676,38.258,38.146,38.203,38.58,38.778,38.672
826,B,False,23.628,23.502,23.738,24.024,23.777,23.06,23.433,24.415,25.083,25.682
827,B,False,17.997,18.305,18.49,18.492,18.913,18.681,18.933,19.252,19.276,19.26
828,B,True,0.0,0.0,0.0,0.0,0.0,8.6388,0.0,24.084,28.073,35.432
829,B,True,38.212,37.768,37.459,37.687,37.759,37.29,37.213,37.744,38.127,37.924
830,B,False,38.165,38.181,37.261,36.964,36.81,37.297,37.5,37.068,37.22,37.912
831,B,False,37.897,37.339,37.03,36.966,37.331,37.528,37.435,37.125,37.414,37.207
832,B,False,33.381,33.647,33.539,28.322,29.476,29.088,27.385,25.817,26.62,31.562
833,B,False,23.866,23.768,24.108,24.437,24.41,24.408,24.739,25.083,24.613,24.597
834,B,True,42.653,42.885,41.108,42.032,41.113,40.139,40.023,40.686,40.104,39.653
835,B,False,54.536,54.13,54.126,54.069,54.263,54.182,54.153,54.35,54.251,54.252
836,B,True,19.961,20.44,19.702,20.458,20.419,20.275,20.287,19.858,20.629,20.427
837,B,False,25.972,26.468,26.278,25.809,24.932,25.489,26.034,25.849,25.333,24.928
838,B,False,27.945,28.265,27.102,27.397,27.472,36.948,40.625,27.138,27.287,27.813
839,B,True,24.735,24.327,24.481,24.716,24.811,24.1,24.094,23.727,24.197,23.648
840,B,True,36.147,36.359,36.743,36.424,36.407,36.517,36.856,36.824,36.978,36.684
841,B,True,40.412,34.111,34.172,34.996,43.623,34.391,34.273,34.152,42.327,34.195
842,B,True,23.812,23.668,23.449,23.359,23.623,23.191,23.576,23.245,23.632,23.854
843,B,False,23.608,23.83,23.87,24.216,24.414,24.14,24.433,24.344,24.161,24.395
844,B,False,25.473,25.279,24.432,24.961,24.815,25.189,26.777,26.872,27.124,26.257
845,B,True,22.191,22.41,22.393,22.418,22.534,22.415,22.791,22.679,22.297,22.596
846,B,True,30.367,29.539,30.077,29.051,28.897,28.451,28.707,28.41,28.706,28.326
847,B,False,34.981,35.543,35.997,36.325,35.86,35.737,36.183,35.579,34.545,35.51
848,B,True,33.381,32.811,32.431,31.919,31.981,32.477,32.796,33.412,32.479,32.011
849,B,True,32.656,32.526,32.666,32.023,31.901,32.151,32.382,32.042,32.329,32.301
850,B,True,25.456,25.394,25.308,24.962,25.533,25.295,25.183,25.941,25.421,25.51
851,B,True,23.797,24.043,23.702,23.614,23.724,23.639,23.575,23.443,23.493,23.349
852,B,True,36.705,36.614,36.285,36.608,37.16,36.921,37.147,36.975,36.979,36.759
853,B,True,38.907,38.962,40.173,38.891,38.731,37.99,38.111,38.391,37.488,38.186
854,B,True,50.73,50.566,50.558,50.24,50.357,50.441,50.089,49.672,49.787,50.187
855,B,True,42.59,41.063,40.497,40.4,40.48,41.203,39.034,35.437,36.584,37.492
856,B,False,41.993,41.898,42.288,42.058,41.949,41.905,41.778,42.159,42.199,42.495
857,B,False,40.609,40.285,40.895,41.15,41.687,41.028,41.636,41.252,41.111,40.518
858,B,True,22.788,22.805,22.982,22.718,22.845,22.888,22.507,22.516,22.672,21.955
859,B,False,23.789,23.886,23.738,23.619,23.577,23.913,23.934,23.748,23.622,23.629
860,B,False,32.191,31.826,31.66,34.06,33.749,33.585,31.812,32.829,30.984,31.788
861,B,True,28.197,28.313,28.504,27.779,27.894,27.728,27.626,28.299,28.112,28.482
862,B,True,31.844,32.353,32.834,32.423,31.914,30.766,32.029,31.73,31.725,33.136
863,B,False,20.844,21.027,20.975,21.43,21.433,21.588,23.616,21.141,21.68,21.69
864,B,False,23.293,23.206,23.081,22.642,22.779,23.631,22.584,23.451,22.753,23.433
865,B,False,25.14,24.901,24.874,25.456,25.095,24.877,24.829,24.631,24.582,24.333
866,B,True,41.351,41.078,40.63,39.88,41.691,38.78,39.643,38.737,38.814,38.644
867,B,False,27.613,27.348,27.602,27.473,27.825,27.364,27.364,27.036,27.202,27.225
868,B,True,33.324,32.733,31.792,31.503,31.787,32.116,30.965,30.183,36.586,31.538
869,B,True,28.632,27.539,28.055,27.321,28.689,29.545,28.771,29.637,32.425,31.118
870,B,True,15.106,22.606,28.831,31.174,39.339,35.651,39.6,39.591,43.772,41.857
871,B,True,43.114,43.297,43.291,42.832,42.152,41.955,43.533,42.806,42.813,43.402
872,B,False,21.305,21.069,20.725,20.735,21.009,20.52,20.522,20.519,20.888,20.723
873,B,False,32.444,32.56,32.9,32.284,31.841,32.215,32.286,31.938,31.211,31.648
874,B,False,23.943,24.196,24.241,24.126,23.507,22.882,23.389,23.235,23.503,22.475
875,B,False,33.909,34.562,33.97,34.429,33.986,33.52,33.398,33.388,33.346,33.112
876,B,False,45.825,45.206,44.974,45.878,44.274,42.81,43.483,43.458,43.518,43.39
877,B,False,39.526,40.245,40.686,40.896,40.801,41.006,41.341,40.881,41.536,41.834
878,B,False,40.545,40.758,39.521,40.602,41.235,40.797,40.115,40.862,39.36,38.788
