T_REC,NOAA_AR,TOTUSJH,MEANPOT,EPSZ,TOTBSQ,TOTFZ,TOTABSTWIST
2011.08.03_03:00:00.000_TAI,11261,2773.256,11959.0,-0.0313434251396348,27774036410.81612,-460.000509015127,4026.595818770285
2011.08.02_04:36:00.000_TAI,11263,2492.929,21462.0,-0.0323837195318815,51807274793.67288,-886.5237180768178,3878.369126414296
2011.08.02_13:48:00.000_TAI,11261,2547.054,12063.0,-0.0598191891681746,25531531904.11063,-807.0310628119998,3979.908633526136
2011.08.03_03:48:00.000_TAI,11261,2823.87,12052.0,-0.096059911167252,27764659529.97798,-1409.312643458435,4414.785641455149
2012.05.15_05:00:00.000_TAI,11476,2701.719,7296.6,-0.176643324941946,44393052964.99416,-4143.669640303072,4906.310625317463
2012.05.15_19:36:00.000_TAI,11476,2552.583,6887.6,-0.2410205429197061,43365415255.21529,-5522.941060285869,4740.769940067825
2012.03.03_23:36:00.000_TAI,11429,2283.018,16343.0,-0.2437968217313735,41477582308.92304,-5343.358386140757,4303.69624301685
2021.05.21_05:36:00.000_TAI,12824,1037.843,6642.5,-0.4085277511122856,14332397554.624607,-3093.949008172196,2787.4039155086944
2011.09.04_04:24:00.000_TAI,11286,995.542,4593.8,-0.4569868649370628,14590409810.166548,-3523.2542623818927,2782.992216079805
2021.05.23_04:36:00.000_TAI,12824,1004.297,8434.6,-0.464785223015208,14573441920.764038,-3579.209938305948,2815.784970037568
2011.09.05_01:48:00.000_TAI,11283,1899.916,7791.1,-0.1603268292310589,21503639779.59408,-1821.7590656738007,3874.120947813439
2014.02.24_19:12:00.000_TAI,11990,1710.04,7362.7,-0.1159410444716139,19439373488.09289,-1190.9464991039115,3336.5411871269207
2011.09.06_22:36:00.000_TAI,11283,1630.318,10300.0,-0.1298513293652801,17860217009.770603,-1225.4790719708988,2942.494792112735
2011.09.07_15:48:00.000_TAI,11283,1406.411,8475.4,-0.1603130894333833,16336432838.183607,-1383.881687575909,3285.3671269223632
2011.02.27_08:36:00.000_TAI,11164,1551.882,4456.7,-0.2307318506751784,18869502572.419533,-2300.5986630525,3667.073705127292
2013.05.04_05:48:00.000_TAI,11739,1525.27,4499.1,-0.2504126386091307,18365383652.83229,-2430.127797079545,3724.3665621654873
2011.09.09_07:36:00.000_TAI,11283,2034.458,6554.2,-0.3388423579512642,24263022221.163376,-4344.255168478348,4824.558094890071
2014.02.14_23:00:00.000_TAI,11977,1876.751,7838.4,-0.5424516758469194,26932819237.849564,-7719.971056278241,4904.257753696434
2011.09.22_02:00:00.000_TAI,11295,3612.423,5521.9,-0.3691291769174105,43929150468.91462,-8568.484842003689,8581.414666633196
2011.09.22_22:12:00.000_TAI,11295,3519.015,5601.8,-0.4177319884260934,48747052515.575584,-10760.161700878769,8283.242253590637
2011.09.23_09:36:00.000_TAI,11302,4441.420999999999,13578.0,-0.1858562942518982,77360783583.10828,-7597.502878583216,7046.944296137299
2011.09.23_13:12:00.000_TAI,11302,4647.335999999998,14317.0,-0.206602187194616,78211355819.69627,-8538.419656516638,7158.588506674743
2011.09.23_17:00:00.000_TAI,11295,3553.579,7156.2,-0.3778392469072007,58569800374.78023,-11693.74597570903,7849.050050178725
2011.09.23_17:24:00.000_TAI,11302,5038.604,15260.0,-0.1997025365787114,81900636628.3265,-8642.584781637783,7762.1090793552
2011.09.23_18:12:00.000_TAI,11302,5100.956,14432.0,-0.198644013557081,82911089283.45328,-8702.838699436132,8227.44049121367
2013.01.11_07:24:00.000_TAI,11654,4794.664000000002,13306.0,-0.1598369601669474,84707736218.03972,-7154.397688088148,7529.501921708532
2014.02.14_03:36:00.000_TAI,11974,5378.856,11937.0,-0.1969437986327254,85205041799.16994,-8867.072426543185,7667.964159926211
2011.09.24_02:36:00.000_TAI,11302,5177.499,17684.0,-0.1407727030387023,90619121450.6807,-6740.792989296327,7812.918958260803
2011.09.24_04:48:00.000_TAI,11302,5092.235,19251.0,-0.1151085428795228,87602577668.72116,-5328.404906700112,7801.72418275831
2011.09.24_08:48:00.000_TAI,11302,5228.554,19149.0,-0.0931932835475033,82086600212.42987,-4042.309750192947,8102.093037515268
2011.09.24_09:36:00.000_TAI,11303,258.259,2691.3,-0.5538433674962292,2773803811.254012,-811.7746267211337,510.6064743819624
2011.09.24_15:36:00.000_TAI,11302,4941.262,19711.0,-0.054743173990419,81095173309.30998,-2345.8361580869487,7692.584057545852
2011.09.24_17:00:00.000_TAI,11303,531.288,5231.9,-0.4589203409711508,6775402667.585993,-1643.029058902854,964.3511933560176
2012.07.08_09:48:00.000_TAI,11515,5502.839,11390.0,-0.0951326474177469,85737039434.88794,-4309.9365940216685,7167.538022407657
2011.09.24_00:36:00.000_TAI,11302,5152.291,17475.0,-0.0463391701049065,76444445448.75282,-1871.832656188796,6949.439192880786
2011.09.27_13:24:00.000_TAI,11302,3509.906,20598.0,0.0112315436411437,65778751096.93887,390.3891811855244,5253.547472352417
2011.09.29_19:12:00.000_TAI,11305,820.562,13906.0,-0.078928611620452,13612111124.982763,-567.7180361441405,1475.663273368948
2011.09.30_10:00:00.000_TAI,11305,761.569,16653.0,-0.0289536166440679,13661567017.519505,-209.0143621867828,1173.4355210296494
2011.10.01_00:48:00.000_TAI,11305,998.342,16824.0,-0.0363744325652829,16971639287.63255,-326.20658233319176,1385.0997384682746
2014.12.03_17:00:00.000_TAI,12222,2810.624000000001,16004.0,-0.1938319895013013,48013463045.94447,-4917.691387571108,5301.594537048008
2011.09.24_10:12:00.000_TAI,11295,3131.768,7176.5,-0.3713887294394251,59122598717.79928,-11602.589261117071,8088.778598662468
2013.11.01_14:12:00.000_TAI,11884,2538.093,9761.1,-0.3503734531788321,54623129806.73784,-10113.010342287516,5936.627511272275
2014.06.14_01:36:00.000_TAI,12085,5555.378000000002,9421.0,-0.2030506792288216,100038271194.41573,-10733.548149904169,9800.115740354451
2011.11.04_03:36:00.000_TAI,11339,5605.062,13113.0,-0.2085840993047252,98202670664.22765,-10823.735521773157,9860.456858576315
2011.11.04_11:24:00.000_TAI,11339,5457.38,12052.0,-0.1965420104064204,90997201591.67244,-9450.529834211273,10017.789773419454
2011.11.04_20:36:00.000_TAI,11339,5924.941999999999,12783.0,-0.1999926236435187,96990082995.74892,-10249.766682510695,11054.360916367708
2011.11.05_01:00:00.000_TAI,11339,5890.496,12102.0,-0.1933671823271484,98452778659.70476,-10059.663572760022,10684.762107140625
2011.11.05_06:36:00.000_TAI,11339,5657.904,11998.0,-0.165300668342135,91463020135.48572,-7989.007648111978,10637.98947791457
2013.06.04_11:00:00.000_TAI,11762,2294.657,9002.8,-0.3371578883973216,31375085672.0115,-5589.731544597133,6091.084003317824
2011.11.14_12:48:00.000_TAI,11346,1207.372,4169.8,-0.474107698156029,16224876080.507812,-4064.723967373121,3333.8770910382677
2011.12.25_02:24:00.000_TAI,11387,303.828,3678.6,-0.3883841924276367,2618814379.474797,-537.4510321413493,684.2092179786184
2014.03.31_05:48:00.000_TAI,12014,1353.705,4828.3,-0.1595928298945634,10155385013.471811,-856.4112342706172,2007.52436654484
2014.12.18_04:12:00.000_TAI,12241,3365.389,17198.0,-0.4109551378851519,53208239733.14445,-11554.35965002011,7949.583385019607
2011.12.30_13:12:00.000_TAI,11389,3714.933,6449.9,-0.3583915065033002,51415895342.75079,-9737.055489192762,9165.229496550131
2011.12.30_16:24:00.000_TAI,11389,3649.494,6007.0,-0.3501103568385689,52032741948.22477,-9626.187562497766,8927.949829614705
2012.01.17_19:12:00.000_TAI,11402,5431.075,7230.2,-0.2704008878557514,84566746739.12685,-12083.15381650792,11380.031334258849
2012.01.22_04:00:00.000_TAI,11402,4774.057,8185.3,-0.2723791174242197,61124106076.1294,-8797.49348731212,10604.53248398174
2015.11.09_07:48:00.000_TAI,12449,1414.745,4204.9,-0.4104502479438568,21738781055.490314,-4714.8545881276505,3789.080910736656
2015.08.20_04:48:00.000_TAI,12403,2339.726,6839.5,-0.22678635194743,48525213397.60417,-5815.097960970187,3381.868812016284
2012.03.04_19:12:00.000_TAI,11429,3196.104000000001,13193.0,-0.2614381553622998,53298334829.011536,-7363.008329356898,5012.008065147217
2015.06.22_06:36:00.000_TAI,12371,3182.123,18022.0,-0.2600418442441644,53203876254.33557,-7310.7035660030515,5108.6008563328505
2011.09.22_01:24:00.000_TAI,11295,3561.423,5590.1,-0.2228646250099671,58700719348.6627,-6912.853143074532,5311.661272508673
2015.09.28_08:48:00.000_TAI,12422,3916.247,16716.0,-0.2302487173546112,60993405614.41195,-7420.834567806227,5753.737283227294
2012.03.05_01:48:00.000_TAI,11429,4151.759,14541.0,-0.2248436152842564,62832780034.28,-7465.167822786213,5890.297168198033
2012.07.17_09:00:00.000_TAI,11520,4457.062,7010.4,-0.2107159921160361,64008236081.83067,-7126.987779393269,6292.116724735876
2012.03.05_08:00:00.000_TAI,11429,4298.676,15182.0,-0.1981076417586844,65250269350.73714,-6830.558421242996,6146.196117082251
2012.03.05_12:36:00.000_TAI,11430,4215.963,16121.0,-0.1882548001234678,64915384890.39932,-6457.528847083494,5894.944218105426
2012.03.05_22:48:00.000_TAI,11430,4982.73,17438.0,-0.1470944195222318,76183501128.23227,-5921.473561550802,7025.723421344354
2012.03.06_00:24:00.000_TAI,11429,5119.345,18207.0,-0.1328987806723093,77811407539.56111,-5464.330717865316,7108.240169487399
2012.03.06_01:12:00.000_TAI,11430,5227.58,18190.0,-0.1378813279413481,78332584123.1996,-5707.167357127043,7257.535023502563
2012.03.08_03:48:00.000_TAI,11429,5651.345,16383.0,-0.0840549264467003,79239904772.8143,-3519.4912059433755,8680.55361953212
2014.05.07_00:12:00.000_TAI,12055,4394.236,10056.0,-0.1391331898430085,62864228569.47228,-4621.756696856045,7886.166224525416
2014.01.03_07:24:00.000_TAI,11936,3219.169000000001,5303.9,-0.2935854288728765,56286830452.664055,-8732.004705384228,7050.102707214342
2012.03.13_15:24:00.000_TAI,11432,983.65,3338.0,-0.4276743470090788,7585205530.11388,-1714.1676015599655,2488.856822153519
2012.03.14_08:12:00.000_TAI,11432,627.3580000000002,3501.7,-0.3792635865370246,6219533916.395692,-1246.4408383204643,1721.1718318470623
2012.03.16_20:36:00.000_TAI,11434,198.732,4796.4,-0.3497861779512913,2449003545.013405,-452.6523780095789,494.1466578263117
2012.04.26_08:24:00.000_TAI,11466,869.138,8158.0,-0.2301242771619505,11880002227.38783,-1444.6136759546075,1637.2586571862823
2011.09.02_19:48:00.000_TAI,11286,1327.8870000000004,4944.9,-0.2703303139972662,20384987353.240368,-2911.910349177173,3162.100860979433
2012.05.07_13:12:00.000_TAI,11476,4436.884,11962.0,-0.2308910746647613,67084068179.00472,-8184.634593802562,7851.027171394391
2012.05.08_12:36:00.000_TAI,11476,4528.863,13698.0,-0.1396318403697127,67603099635.70239,-4987.969634038597,8164.462413182588
2012.05.08_14:12:00.000_TAI,11476,4706.012,13286.0,-0.1347793971692878,68924040803.72952,-4908.705168866747,8497.554477188483
2012.05.08_21:00:00.000_TAI,11476,5181.452,14481.0,-0.1219863407944595,75836635480.356,-4888.358390697125,8519.381892958676
2012.05.09_04:24:00.000_TAI,11476,5671.095,16277.0,-0.1112382444235433,79283732162.86856,-4660.269563053449,9105.74082105124
2012.05.09_20:24:00.000_TAI,11476,5736.261,16973.0,-0.0688640889748791,79367792494.96512,-2888.084715704729,9165.537384258763
2012.05.16_01:48:00.000_TAI,11476,2197.012,6038.8,-0.3653397982619665,40911809387.17836,-7898.02350563333,5322.3252170612295
2012.06.02_18:00:00.000_TAI,11496,3135.811,3363.3,-0.5127815857792828,43464422603.43103,-11777.12049891243,8321.888015409333
2012.06.05_20:12:00.000_TAI,11494,828.694,11897.0,-0.110759694425173,14957786988.54172,-875.4310091602441,1747.5707232968468
2012.06.12_13:12:00.000_TAI,11504,2664.364,10377.0,-0.1991220754598774,38195518919.43378,-4018.876302289653,5163.705982819383
2021.09.21_12:36:00.000_TAI,12871,1210.981,5998.4,-0.3644041740675239,15418004747.981562,-2968.8226119906776,2741.8038447993385
2012.06.29_12:48:00.000_TAI,11513,1623.642,5369.7,-0.398586169614932,20124983000.8142,-4238.680362957038,4157.510413235781
2013.10.11_17:36:00.000_TAI,11865,1689.604,7124.3,-0.3638737744251938,20575012467.66749,-3956.067247691528,4151.151934862014
2012.07.18_15:36:00.000_TAI,11520,1357.55,10129.0,-0.3018153401414736,18028792875.70277,-2875.284644195501,3503.7095182244584
2014.02.28_21:12:00.000_TAI,11982,1645.932,2226.1,-0.298053135262822,21171476383.81756,-3334.3999860313365,4040.487605648226
2012.07.01_10:48:00.000_TAI,11515,2465.574,11245.0,-0.1450596088132464,39042586679.97308,-2992.663954069049,5028.3252718743215
2014.04.14_23:12:00.000_TAI,12035,2977.1090000000013,4428.3,-0.1237025038555277,42402254543.30978,-2771.661712670756,5352.009669177262
2014.04.16_16:12:00.000_TAI,12035,2948.826,4724.5,-0.1144531016120362,43059042072.13971,-2604.1425221107143,5476.709324566459
2012.07.03_04:36:00.000_TAI,11515,3454.176,11096.0,-0.1021979757333122,47280866986.92479,-2553.292634547832,6414.865521809526
2012.07.03_10:00:00.000_TAI,11515,3685.592,12160.0,-0.0920116429985436,49463831957.51592,-2404.935295808224,6714.441823810356
2012.07.03_12:24:00.000_TAI,11515,3798.426,12075.0,-0.075954538884996,50268534351.85182,-2017.543294543012,6856.52780352299
2012.07.03_14:36:00.000_TAI,11515,4083.297,12308.0,-0.0727757260806586,51844175267.93768,-1993.697831396304,7253.61944161904
2012.07.03_13:48:00.000_TAI,11513,1653.9,9831.2,-0.1728679096556183,26485051086.58962,-2419.290658973398,3371.141511479024
2012.07.03_22:12:00.000_TAI,11515,4339.817,12173.0,-0.0955837062911511,55048824603.14192,-2780.383893786575,7375.011125792835
2012.07.04_00:00:00.000_TAI,11515,4475.27,12507.0,-0.1127165016384885,55778176992.24038,-3322.1918118782887,7530.658181881698
2012.07.04_01:12:00.000_TAI,11515,4556.606,12611.0,-0.1164518651084617,56114031790.148766,-3452.9538118280348,7610.5052815994095
2012.07.04_02:48:00.000_TAI,11515,4639.564,12620.0,-0.1128587260029371,56349275841.87629,-3360.4419061512176,7733.802829205012
2012.07.04_03:36:00.000_TAI,11515,4541.616,12476.0,-0.1093108127328018,56105025565.09769,-3240.691897319263,7775.969277245092
2012.07.04_10:48:00.000_TAI,11515,4732.623,13003.0,-0.1041279409164278,56704689687.25424,-3120.032693144637,7825.363055645327
2015.10.01_16:48:00.000_TAI,12422,4772.585,10040.0,-0.0931782424120699,57206060430.36209,-2816.627469198124,8123.981214795997
2012.07.04_13:12:00.000_TAI,11515,4928.137,12898.0,-0.0931067788008447,57897302022.02586,-2848.475223460832,8322.467679144382
2012.07.04_20:12:00.000_TAI,11515,5736.518,13082.0,-0.111608921053696,64826908719.53959,-3823.200657002867,9137.425968878477
2012.07.04_21:48:00.000_TAI,11515,5940.574000000001,14154.0,-0.1077439759855159,66098092035.337685,-3763.177993454552,9261.32919945895
2012.07.05_01:36:00.000_TAI,11515,6005.229,14240.0,-0.1313803838810952,67262953642.16723,-4669.595735499472,9286.409187263567
2012.07.05_02:48:00.000_TAI,11515,5938.25,14250.0,-0.1326715285463179,67879167023.35597,-4758.685886382164,9264.462810960127
2012.07.05_08:24:00.000_TAI,11515,5799.562,13612.0,-0.1411711647255309,68658040168.59226,-5121.654657109358,9246.58693462576
2012.07.05_10:24:00.000_TAI,11515,5724.233,13948.0,-0.146257966901554,67733944713.11589,-5234.783387780812,8972.311696945362
2012.07.05_13:36:00.000_TAI,11515,6006.415,13422.0,-0.1533547382628574,68355184619.751526,-5539.128967853271,9367.604204834248
2012.07.05_19:00:00.000_TAI,11515,6554.001,13050.0,-0.1657109304472818,75628562097.26105,-6622.315759664383,10496.905369574692
2012.07.16_06:00:00.000_TAI,11520,6764.2890000000025,8597.0,-0.1754356644744188,78467477721.63882,-7274.1195759460925,10396.96421670072
2012.07.06_03:12:00.000_TAI,11515,6877.34,14261.0,-0.1812506988802292,80774241888.27966,-7736.160319074805,10348.542043138914
2012.07.06_11:00:00.000_TAI,11515,6579.28,14032.0,-0.1972773088181113,83328544144.42458,-8686.480274183505,10139.353956400157
2012.07.07_09:48:00.000_TAI,11515,6589.459,12368.0,-0.2560948879958525,91824173331.49634,-12425.980397459907,10371.203550513748
2012.07.07_12:12:00.000_TAI,11515,6226.156,12363.0,-0.2552027113891791,88056822192.49374,-11874.658483345062,9935.421269740466
2012.07.07_16:36:00.000_TAI,11515,6227.629,11758.0,-0.2788421389332616,88558127738.45633,-13048.470573670242,10043.326923257882
2012.07.08_23:12:00.000_TAI,11520,8406.775,11533.0,-0.2151957870634999,132364324257.64618,-15051.423939369042,15850.80785583785
2012.07.09_05:12:00.000_TAI,11520,8635.263,12538.0,-0.191560508630628,133207732070.7495,-13483.673942840447,16135.09452299035
2012.07.09_06:24:00.000_TAI,11520,8478.564,12738.0,-0.1903281510719918,130987381945.69247,-13173.626013756631,15856.620442740144
2012.07.11_16:48:00.000_TAI,11520,6720.502,12369.0,-0.0996253125136768,110795441331.38664,-5832.6293752962265,12791.383798094526
2012.07.13_05:00:00.000_TAI,11521,6799.324000000001,12284.0,-0.137300909156058,115789654561.23984,-8400.709791978808,13470.479920526672
2014.12.21_22:12:00.000_TAI,12242,4586.609,6801.2,-0.4044711058248088,71310204422.61078,-15240.950447820524,10532.347790052752
2014.05.07_10:12:00.000_TAI,12056,4585.595,10372.0,-0.3804407091891303,69556871471.16269,-13982.982725390952,10408.162231165124
2012.07.29_15:48:00.000_TAI,11536,4459.612,7918.0,-0.2826369056934678,64478380804.965485,-9629.766917062148,10843.172871808812
2012.08.10_12:24:00.000_TAI,11540,2392.687,3747.4,-0.4566004503573176,29546859782.98007,-7128.866617574327,6661.329680405235
2012.09.05_09:36:00.000_TAI,11560,1265.017,5268.6,-0.3789846947058311,15624526926.490835,-3128.9698660157005,2857.902692013951
2013.11.19_05:00:00.000_TAI,11893,3190.364,7013.0,-0.4187485317429949,26077454565.416546,-5770.204679471699,8613.062801729073
2012.09.08_22:36:00.000_TAI,11564,2984.935,3826.1,-0.4880274791679981,33233347299.694187,-8570.20417900381,8184.894200414104
2012.09.29_04:36:00.000_TAI,11583,2330.5460000000007,4448.3,-0.4610580274987276,28408298757.88021,-6921.075960766013,5891.490580924106
2012.11.12_02:00:00.000_TAI,11613,691.047,9459.2,-0.3110725468820048,11810975877.724863,-1941.4228692393256,1332.51289019944
2012.11.12_05:48:00.000_TAI,11613,835.825,7914.0,-0.3272944427932051,12293215997.882956,-2126.066511973129,1623.994330039184
2014.06.30_11:36:00.000_TAI,12106,1622.201,1844.5,-0.3311950403368676,17476559607.81003,-3058.527675039281,2991.101582920505
2015.04.11_11:00:00.000_TAI,12321,1525.439,11995.0,-0.3198801091972145,16528945738.688498,-2793.8630669130625,2948.6548454251183
2011.12.26_07:24:00.000_TAI,11387,1450.559,8038.4,-0.3522250530828253,13457076733.921003,-2504.6300659043536,2913.647799949156
2015.05.05_12:24:00.000_TAI,12335,2036.202,7994.6,-0.2074094156372944,16241940159.737768,-1780.077948513711,3641.468657895441
2011.03.06_10:36:00.000_TAI,11165,2106.434,5904.7,-0.1841911944331602,17424305593.189697,-1695.8877018654846,3713.860064470858
2012.11.26_16:00:00.000_TAI,11618,1411.9589999999994,3188.6,-0.5616947554116765,20700456860.258747,-6144.023713100897,3607.907567916169
2015.03.08_19:12:00.000_TAI,12297,2088.692,6789.6,-0.1772510855813289,25760347043.962933,-2412.755723195756,3664.697279323255
2012.11.27_21:36:00.000_TAI,11620,2424.407,9215.9,-0.2658952934561628,31954330227.025925,-4489.655349101649,4433.681508086077
2013.01.10_09:12:00.000_TAI,11654,3966.829,11415.0,-0.2173700604862528,69028073862.1302,-7928.628969199806,7465.784439196222
2013.01.10_15:12:00.000_TAI,11654,4128.052,12512.0,-0.2114811232512901,67676253646.09007,-7562.763746280621,7807.457064067178
2013.01.12_00:48:00.000_TAI,11652,2101.879,6155.6,-0.3094944410828303,19648875627.01685,-3213.3878913532976,4959.698982118377
2013.01.12_08:36:00.000_TAI,11652,1922.664,5989.9,-0.3387206054644285,17194114630.074127,-3077.471140921377,4637.492211797655
2013.02.16_15:48:00.000_TAI,11675,94.965,3616.8,-0.4569738137800464,696682444.0705003,-168.2282388302962,204.62535413040985
2013.03.04_08:00:00.000_TAI,11686,340.069,5241.0,-0.2789053957441541,4698645389.9017935,-692.4719830829417,573.202713530196
2013.03.20_22:00:00.000_TAI,11692,2288.368,6765.3,-0.3726174624364404,36054431575.33746,-7098.956532543907,4722.811304160051
2011.09.08_05:24:00.000_TAI,11283,1506.448,8322.3,-0.2807255817626693,18139485601.733784,-2690.7893799025987,3424.1797140487524
2011.03.13_01:24:00.000_TAI,11169,1923.327,8608.8,-0.2429368552322505,27432601557.76406,-3521.544586144006,3691.212419423678
2013.11.16_09:48:00.000_TAI,11900,3041.77,9639.5,-0.0961488699904529,34200294128.17574,-1737.587810311735,4573.042910983232
2013.05.01_05:12:00.000_TAI,11731,2827.9840000000013,8490.0,-0.1261027121561443,25678772629.600643,-1711.0845362133457,5431.7294960412455
2013.05.02_17:00:00.000_TAI,11731,2266.186,4448.8,-0.3534567554880805,20061795297.293182,-3746.958121115707,5987.3891174302335
2013.10.29_15:24:00.000_TAI,11877,2135.828,5700.1,-0.4921231623865158,20995425457.1174,-5459.730392757661,4384.985937245539
2013.05.15_21:48:00.000_TAI,11748,1916.149,6401.5,-0.4027892057580641,25193158958.198154,-5362.078961768768,3850.904297142514
2014.03.03_12:36:00.000_TAI,11991,1821.482,12146.0,-0.3539093512688682,21967123918.82809,-4108.071444658808,3939.2453421742152
2013.05.21_13:36:00.000_TAI,11745,1118.987,2930.5,-0.5603424091264468,16873906341.950811,-4996.224092049336,3680.762186719116
2011.02.11_19:24:00.000_TAI,11158,417.458,5375.7,-0.6486550308453125,3949740435.631008,-1353.8019365570915,1117.7316083901967
2014.03.11_11:48:00.000_TAI,11996,2256.696,6394.6,-0.2605045215991293,30579804662.475483,-4209.425514828386,4607.837207743656
2013.03.14_11:36:00.000_TAI,11692,1209.789,13048.0,-0.3596751232102224,12049584481.754091,-2290.104337976043,2413.44795603534
2012.05.06_04:48:00.000_TAI,11471,1529.91,8822.3,-0.0830016455779768,21204500163.84614,-930.0100766125644,2306.785085776152
2013.08.16_19:36:00.000_TAI,11818,1600.385,15453.0,-0.0963207269147952,21544493376.71936,-1096.5508062007736,2338.443968819557
2014.10.08_14:36:00.000_TAI,12182,1714.611,3392.4,-0.2696993919692605,20194597471.16882,-2877.98110423633,3691.648480049844
2013.10.14_08:36:00.000_TAI,11865,1535.2089999999994,6458.3,-0.2661202360048733,14573696748.317122,-2049.370223946888,2930.642179782232
2013.10.13_10:36:00.000_TAI,11865,1645.6270000000006,8683.2,-0.2769116842899801,14892261834.351397,-2179.0869664929683,3123.357298006817
2013.10.16_15:36:00.000_TAI,11861,2261.943,9806.9,-0.2907311175783581,35860878826.442726,-5509.157331621928,4161.716886718565
