,FLARE_TYPE,COINCIDENCE,TOTUSJH_1,TOTUSJH_2,TOTUSJH_3,TOTUSJH_4,TOTUSJH_5,TOTUSJH_6,TOTUSJH_7,TOTUSJH_8,TOTUSJH_9,TOTUSJH_10,TOTUSJH_11,TOTUSJH_12,TOTUSJH_13,TOTUSJH_14,TOTUSJH_15,TOTUSJH_16,TOTUSJH_17,TOTUSJH_18,TOTUSJH_19,TOTUSJH_20,TOTUSJH_21,TOTUSJH_22,TOTUSJH_23,TOTUSJH_24,TOTUSJH_25,TOTUSJH_26,TOTUSJH_27,TOTUSJH_28,TOTUSJH_29,TOTUSJH_30,TOTUSJH_31,TOTUSJH_32,TOTUSJH_33,TOTUSJH_34,TOTUSJH_35,TOTUSJH_36,TOTUSJH_37,TOTUSJH_38,TOTUSJH_39,TOTUSJH_40,TOTUSJH_41,TOTUSJH_42,TOTUSJH_43,TOTUSJH_44,TOTUSJH_45,TOTUSJH_46,TOTUSJH_47,TOTUSJH_48,TOTUSJH_49,TOTUSJH_50
1550,B,False,92.057,95.335,92.717,90.875,87.856,82.629,80.955,81.443,83.472,79.88,82.898,85.139,86.801,83.807,86.701,78.544,85.346,84.018,83.103,90.852,88.627,88.56,88.133,89.797,88.904,88.522,92.121,93.308,95.027,96.649,93.575,92.471,92.338,91.995,94.309,92.624,95.727,96.697,93.447,94.924,101.78,103.85,98.872,102.13,97.316,101.08,96.357,95.356,103.02,100.22
1551,B,False,751.51,753.96,771.91,767.89,779.13,787.76,810.52,842.4,860.97,893.06,890.76,909.98,898.01,910.92,920.82,904.67,896.86,879.82,859.14,868.93,888.85,893.06,868.42,856.37,843.94,856.29,827.05,812.82,805.56,813.76,787.59,772.13,792.72,777.11,776.29,760.67,781.34,798.31,783.57,822.84,832.33,831.11,842.77,848.64,860.01,851.5,845.43,826.41,832.74,845.36
1552,B,False,763.68,774.07,773.95,780.33,777.6,781.35,783.77,800.84,818.25,818.31,833.91,814.76,823.02,832.41,825.96,857.52,854.24,890.35,901.5,914.87,913.58,907.27,896.57,891.21,873.55,886.62,874.91,880.76,843.57,855.02,860.65,841.24,822.39,835.42,823.46,824.83,827.32,849.97,854.71,841.44,849.66,852.05,861.63,868.23,882.44,890.77,897.55,900.86,923.87,914.11
1553,B,False,254.92,246.01,247.83,247.86,241.48,243.25,239.43,234.42,229.28,227.32,226.0,225.64,224.98,222.21,213.34,210.67,212.53,209.28,208.55,208.64,204.88,200.94,204.93,210.78,208.76,208.39,210.45,213.27,211.5,215.19,212.37,214.21,216.63,217.88,217.65,226.15,226.13,228.14,228.83,235.42,236.89,236.65,243.06,249.59,250.99,254.73,247.37,253.13,250.59,248.42
1554,B,False,499.82,492.06,484.74,485.97,488.62,486.45,479.72,484.58,495.61,498.39,487.52,492.98,498.41,482.36,497.87,487.66,485.28,478.51,476.56,471.3,477.3,464.64,477.18,466.73,470.53,470.22,480.83,486.44,487.64,488.39,493.58,500.74,520.28,530.5,526.96,521.18,520.36,515.28,508.88,505.58,500.13,514.47,503.91,502.15,494.05,485.36,478.94,488.61,480.12,478.93
1555,B,False,391.11,395.13,395.58,405.13,422.75,439.77,451.67,451.75,445.38,446.57,435.19,439.28,451.29,449.33,446.55,457.1,463.75,447.96,443.67,441.14,438.67,453.16,462.29,465.99,484.47,482.66,480.84,483.16,496.36,492.91,483.31,458.11,468.56,473.61,464.09,452.39,459.35,467.29,453.74,467.29,455.96,455.86,465.0,448.69,450.79,440.97,440.73,438.53,435.02,426.6
1556,B,False,0.088181,0.24016,0.06187,0.0,0.65798,0.2242,0.93786,2.3678,4.6579,7.1549,14.782,27.539,43.012,68.068,92.224,120.12,146.56,161.53,167.96,175.6,187.42,186.43,188.13,201.25,197.19,197.89,197.5,206.49,201.58,206.26,205.93,200.7,202.21,206.13,209.14,202.9,202.79,204.26,202.56,195.1,199.99,195.41,189.88,192.64,188.15,190.9,188.42,187.51,184.11,191.48
1557,B,False,301.61,298.69,296.36,310.25,312.32,316.71,312.58,310.86,301.34,309.35,292.44,288.32,293.64,302.42,302.9,309.79,305.0,320.65,318.09,350.3,353.0,362.67,365.48,386.67,398.84,407.96,417.25,448.33,449.73,463.04,463.35,442.37,431.82,403.4,401.61,396.49,398.31,399.52,389.98,395.06,384.99,383.24,387.25,382.43,387.98,397.53,400.92,409.29,420.57,407.91
1558,B,False,228.79,225.15,213.7,209.56,210.7,209.84,210.78,209.92,210.01,213.65,214.7,209.29,217.21,211.11,213.74,218.35,205.73,200.99,206.24,201.52,205.82,195.67,191.33,184.61,182.56,184.4,187.83,180.82,178.53,181.49,185.66,184.48,179.77,177.24,176.02,168.69,174.32,177.38,176.57,172.9,169.13,164.04,164.25,150.78,147.51,145.26,147.43,152.69,152.24,160.96
1559,B,False,828.51,834.33,837.39,843.34,839.35,841.9,841.78,824.71,816.09,830.74,847.36,825.84,824.77,826.24,823.26,826.93,810.3,799.24,806.92,795.22,780.03,775.87,773.4,773.92,779.49,772.94,780.1,767.04,781.32,783.05,772.36,768.32,769.28,759.31,785.68,789.9,790.95,779.63,782.46,796.13,778.37,764.4,762.88,768.56,769.36,793.9,811.94,792.77,779.57,783.42
1560,B,False,301.32,299.34,295.54,296.62,298.59,293.06,283.22,282.06,279.48,281.22,279.84,276.24,265.89,275.91,271.3,268.23,270.1,275.75,278.86,276.98,283.7,280.14,276.63,286.84,275.69,281.91,287.48,280.3,295.94,290.22,300.4,307.85,304.61,303.3,304.06,305.99,320.12,309.01,303.64,315.51,317.71,311.87,324.67,323.77,330.81,320.22,322.0,320.81,318.58,314.53
1561,B,False,515.91,525.43,538.98,547.3,559.94,575.9,567.19,569.62,570.53,571.78,555.31,541.86,538.43,539.54,541.03,540.28,541.49,549.17,533.66,534.72,540.6,550.97,543.02,556.89,564.59,561.06,575.91,568.61,562.45,569.89,574.0,570.96,569.47,563.25,567.25,549.36,538.93,542.85,534.93,532.77,522.58,522.47,530.32,525.7,523.0,514.08,524.74,517.87,516.19,501.38
1562,B,False,811.36,782.36,781.17,772.95,783.79,769.88,762.31,768.94,765.79,756.56,745.63,739.34,743.96,740.41,755.05,741.48,735.67,745.0,756.48,730.53,741.25,737.84,740.98,747.93,752.34,771.07,768.23,758.35,752.69,756.75,762.65,765.15,774.34,742.09,742.06,747.0,748.14,731.51,711.9,721.9,721.87,724.49,737.42,741.88,748.94,743.95,744.87,757.35,785.22,773.55
1563,B,False,285.72,282.82,278.14,278.43,288.81,301.62,304.39,303.69,301.33,303.04,291.69,292.47,288.28,279.61,282.51,281.72,279.12,268.72,266.04,267.26,255.38,251.2,254.96,260.08,264.26,265.51,264.78,260.26,261.41,265.09,270.05,260.98,280.48,270.48,260.51,259.65,272.01,275.96,262.82,266.28,263.49,247.8,254.18,245.81,248.33,248.37,243.23,244.61,238.88,235.07
1564,B,False,677.52,698.45,709.43,710.49,727.47,707.18,707.37,691.91,681.86,702.16,692.07,681.9,681.21,671.64,660.97,655.63,672.53,666.31,677.08,667.33,655.32,646.25,650.15,637.28,634.74,633.68,628.65,646.5,641.13,631.39,625.83,640.22,636.98,628.16,632.52,623.47,627.55,634.72,621.0,605.31,598.78,604.76,609.15,607.27,617.02,624.09,625.02,628.4,642.31,648.95
1565,B,False,1930.1,1953.3,1960.5,1947.6,1950.0,1965.4,1976.8,1982.7,1986.6,2001.9,2033.6,2052.3,2044.7,2036.4,2045.4,2042.5,2026.4,2008.4,1993.6,2039.1,2016.9,2015.3,1999.6,2010.3,2010.7,2031.9,2018.2,2028.9,2020.9,2036.1,2014.2,1993.8,2008.3,1999.6,2012.2,1981.5,1973.3,1973.6,1970.0,1981.8,1943.1,1910.2,1925.9,1914.4,1940.0,1892.0,1874.8,1844.1,1855.7,1822.7
1566,B,False,497.36,601.06,569.62,512.13,516.45,518.25,508.45,566.76,552.33,538.45,484.58,471.81,470.24,451.3,435.46,487.59,496.88,475.18,459.74,461.95,479.15,467.65,455.41,476.52,451.19,447.87,460.68,455.23,455.87,424.95,433.18,441.53,436.97,426.68,386.34,393.09,384.81,424.19,440.23,437.07,430.31,436.26,404.94,429.15,427.63,425.12,427.43,430.48,450.28,439.6
1567,B,False,942.98,958.81,954.06,951.65,970.07,979.41,985.9,997.32,1014.7,1036.5,1039.6,1014.6,1036.9,1041.6,1057.2,1052.8,1032.7,1034.8,1058.1,1057.8,1036.9,1037.7,1062.8,1045.5,1056.6,1066.2,1047.1,1055.5,1084.8,1084.3,1105.8,1106.1,1112.6,1102.1,1093.4,1110.8,1126.4,1145.0,1144.9,1140.5,1148.8,1152.3,1132.3,1143.9,1153.1,1141.9,1128.6,1110.4,1100.4,1114.4
1568,B,False,526.94,506.44,501.54,499.68,509.0,513.45,521.1,506.13,508.62,511.95,505.86,519.53,519.53,530.07,534.04,525.48,527.91,542.15,545.19,549.84,549.76,541.23,534.01,531.35,539.36,529.52,523.63,526.99,525.14,527.93,512.77,509.91,513.9,524.45,517.68,513.17,512.01,523.14,523.07,514.71,532.21,524.93,535.36,532.21,535.72,538.53,542.23,538.16,548.58,550.59
1569,B,False,216.49,170.09,168.64,176.78,175.3,169.1,161.09,172.3,168.66,171.33,170.77,168.1,166.53,175.16,179.58,180.75,189.05,221.32,200.32,219.89,234.58,232.8,267.17,275.54,268.29,291.46,340.32,336.64,352.09,366.96,398.64,412.27,427.13,421.46,395.81,408.86,396.26,395.94,395.16,388.02,388.14,392.46,381.36,396.02,397.18,395.17,397.37,411.98,402.26,421.94
1570,B,False,113.99,113.23,108.31,111.73,107.06,101.12,96.908,97.284,98.677,97.026,95.531,90.131,92.81,92.986,95.913,94.572,95.164,92.134,99.474,97.236,105.0,102.96,104.4,107.72,102.75,99.24,96.672,95.527,99.768,91.932,91.937,94.91,91.446,89.46,87.237,86.417,89.732,90.35,90.564,92.589,92.961,91.916,94.935,92.449,96.571,89.797,94.652,95.295,94.469,96.104
1571,B,False,164.45,160.5,153.16,159.39,159.79,157.56,153.98,153.74,155.98,156.96,148.78,148.1,148.52,140.65,143.39,148.63,152.01,144.43,141.24,141.9,141.47,142.69,142.23,148.85,152.13,152.68,148.29,151.03,159.05,152.88,151.35,156.82,157.61,159.11,155.07,160.91,155.33,153.91,151.44,149.57,157.37,161.95,156.3,158.52,152.5,158.04,153.21,148.42,145.18,146.04
1572,B,False,145.96,207.39,241.71,327.24,375.66,402.21,430.9,455.07,503.97,584.4,621.29,635.41,644.3,690.25,686.36,679.38,699.5,723.1,727.77,681.91,723.11,702.33,728.37,740.82,728.23,727.9,707.16,699.08,695.96,722.14,688.66,666.41,676.47,653.3,670.6,684.14,713.39,697.07,694.44,664.93,673.97,676.23,679.64,708.88,713.25,723.04,717.33,716.45,720.51,720.76
1573,B,False,120.06,114.5,112.16,111.05,110.45,107.55,106.95,105.11,107.09,99.807,100.03,102.02,100.09,98.943,102.71,96.391,96.063,96.669,94.899,91.928,96.053,98.436,96.182,96.217,96.519,105.58,99.762,98.697,96.151,99.172,93.936,94.385,95.44,94.319,94.36,95.28,98.202,99.411,98.659,96.973,96.25,97.172,95.945,91.137,94.124,94.896,92.778,92.282,95.105,93.476
1574,B,False,135.23,138.05,143.39,148.21,158.78,160.36,164.84,170.35,168.81,165.56,170.42,162.89,171.22,171.77,169.43,165.39,172.55,172.77,165.09,162.04,166.31,170.69,164.25,170.07,167.81,167.47,169.62,167.78,164.48,169.3,170.0,176.36,176.68,174.87,178.27,183.21,183.17,180.86,192.15,198.54,195.55,194.05,194.03,196.03,200.72,205.79,203.74,198.84,203.69,208.92
1575,B,False,291.2,330.51,340.22,366.64,373.41,382.7,387.0,384.44,400.34,394.77,408.78,396.75,389.97,396.44,392.49,392.64,387.15,391.36,441.78,397.57,423.52,423.33,422.47,422.31,425.78,415.79,409.61,415.96,410.02,410.41,408.25,415.04,424.28,427.86,431.14,450.17,415.38,411.81,408.6,400.41,407.07,399.71,410.63,401.03,389.17,386.92,382.39,370.91,361.94,360.67
1576,B,False,434.33,435.54,440.18,433.39,432.53,432.14,418.11,417.45,406.14,392.9,387.19,374.04,366.14,359.05,368.86,347.52,346.05,348.53,358.6,368.27,358.8,367.74,368.23,377.18,383.89,385.72,384.15,388.92,382.92,379.39,402.76,392.89,390.26,388.38,376.67,368.25,360.28,350.67,339.91,343.58,346.19,342.91,335.63,334.9,327.04,339.25,335.61,333.41,344.67,340.81
1577,B,False,369.25,375.18,367.86,378.12,391.11,395.13,395.58,405.13,422.75,439.77,451.67,451.75,445.38,446.57,435.19,439.28,451.29,449.33,446.55,457.1,463.75,447.96,443.67,441.14,438.67,453.16,462.29,465.99,484.47,482.66,480.84,483.16,496.36,492.91,483.31,458.11,468.56,473.61,464.09,452.39,459.35,467.29,453.74,467.29,455.96,455.86,465.0,448.69,450.79,440.97
1578,N,False,56.1,57.643,54.066,55.681,53.294,56.541,54.941,53.878,52.024,49.867,53.065,52.292,53.089,52.739,51.625,50.195,50.802,52.291,54.905,49.695,51.558,53.843,53.482,53.817,50.979,50.566,51.489,52.372,51.275,53.002,52.127,49.226,47.439,47.802,50.636,51.334,53.767,53.352,52.762,54.375,51.734,53.519,55.852,53.46,49.359,47.246,48.098,49.656,51.972,50.576
1579,N,False,55.894,53.692,54.727,54.488,55.506,57.268,57.932,52.896,56.978,56.98,57.81,53.699,53.254,52.902,50.525,53.703,51.433,57.602,56.192,58.275,57.708,60.117,53.919,58.313,56.018,61.281,57.194,59.739,51.573,52.781,53.216,56.875,54.658,52.105,50.697,51.28,52.654,55.254,56.079,53.251,54.73,51.122,50.969,54.669,50.946,52.335,61.061,54.837,53.37,57.221
1580,N,False,63.771,64.04,48.673,52.406,50.934,49.992,54.425,52.435,53.215,51.561,51.917,50.23,46.43,52.721,53.077,55.91,53.983,49.753,47.241,45.061,43.207,45.851,45.816,42.748,50.268,47.096,48.366,48.126,46.049,47.939,47.79,46.367,43.254,44.063,43.351,41.436,45.949,42.725,41.839,45.198,43.166,42.068,41.823,43.757,39.753,42.028,38.959,38.393,38.086,38.76
1581,N,False,128.08,127.04,126.97,130.57,133.93,138.54,137.24,132.17,125.43,121.06,122.71,129.14,129.95,129.23,130.01,125.84,132.76,133.28,130.36,131.58,135.03,132.29,131.57,133.11,138.53,138.18,139.3,145.12,145.17,143.9,139.93,144.15,144.23,142.23,141.79,150.61,149.81,165.87,170.16,168.54,169.29,164.89,162.35,159.68,156.98,158.32,159.34,154.28,157.64,156.7
1582,N,False,29.841,29.557,33.889,33.929,30.841,28.55,27.541,28.582,27.494,29.545,24.924,26.553,26.572,25.332,25.446,24.349,28.656,27.779,30.408,32.173,30.738,33.396,33.451,33.677,33.123,39.535,37.82,40.351,43.605,43.997,45.746,45.792,45.388,46.935,47.274,45.788,43.302,44.294,44.282,35.881,35.018,35.638,37.241,35.595,36.917,31.612,34.288,33.705,36.201,31.937
1583,N,False,56.205,58.853,56.357,57.601,58.435,60.6,61.644,65.968,64.785,64.715,68.168,68.331,68.246,64.637,62.623,63.966,59.0,55.958,55.116,59.997,52.821,55.058,58.359,54.461,56.235,51.473,53.706,56.462,57.127,58.945,65.379,64.407,61.473,64.811,65.351,67.679,73.739,65.657,64.332,70.039,64.979,70.152,69.8,61.874,62.757,63.789,60.912,61.663,60.824,61.068
1584,N,False,50.828,49.805,47.424,48.282,44.018,44.655,45.45,46.508,46.975,47.112,45.269,44.44,44.029,48.315,46.478,46.28,44.895,44.513,44.709,44.556,44.974,46.008,43.88,46.078,44.932,46.711,47.103,46.364,46.54,45.534,48.559,47.721,46.065,46.952,47.601,46.162,44.45,43.829,45.524,44.424,42.37,36.655,38.875,38.297,39.684,41.192,40.377,39.041,38.616,34.794
1585,N,False,72.646,69.824,71.33,73.06,74.317,77.125,73.965,78.465,72.635,75.583,75.3,72.401,68.43,71.14,69.583,66.126,64.415,70.032,71.345,69.383,66.764,71.704,70.544,76.958,77.535,82.877,80.523,81.583,81.223,85.042,91.843,92.925,98.663,91.117,96.032,97.959,89.704,88.746,92.086,85.542,87.528,81.591,80.382,79.051,75.641,79.954,72.061,73.412,78.67,81.233
1586,N,False,102.44,102.98,102.77,97.482,95.909,88.205,91.103,91.424,92.271,92.529,94.326,99.361,92.388,93.523,95.229,97.29,92.475,96.052,94.364,102.57,99.137,103.45,100.79,93.684,94.879,84.078,85.855,74.492,69.501,66.614,72.745,76.015,70.4,71.803,68.582,69.503,68.089,67.062,67.434,62.69,64.734,62.671,64.535,65.989,66.428,68.942,68.231,69.41,69.451,76.814
1587,N,False,66.433,64.245,60.563,64.359,62.687,61.937,55.683,57.158,55.348,53.194,55.273,56.167,57.721,50.165,57.237,58.038,55.293,52.482,52.338,52.14,52.746,54.331,54.168,51.973,54.524,54.26,49.98,49.212,53.038,46.458,46.339,43.753,39.369,39.38,37.257,37.62,38.622,37.58,43.457,43.905,44.079,40.663,37.68,36.804,33.999,32.807,33.778,33.344,30.089,27.501
1588,N,False,73.096,70.841,70.424,67.22,69.317,68.986,69.533,70.805,68.341,75.021,78.236,73.547,72.705,72.62,68.468,64.813,61.49,61.461,61.819,57.608,59.527,54.59,56.666,53.394,52.352,52.057,52.945,53.072,52.966,49.789,52.275,49.934,50.445,47.026,46.398,46.912,46.945,50.365,54.64,53.53,58.496,57.185,60.622,55.657,60.586,59.66,57.036,64.693,66.26,65.909
1589,N,False,150.18,148.97,159.11,166.19,166.95,167.57,171.25,165.57,167.08,170.54,170.59,173.22,168.62,172.64,173.01,167.15,167.74,175.3,173.45,170.25,161.07,163.24,165.99,166.53,163.4,166.79,168.92,167.69,163.21,163.7,158.63,162.84,165.3,167.07,159.39,160.66,160.9,165.4,166.92,167.89,168.56,171.62,176.91,176.71,178.7,180.5,182.02,181.82,178.43,183.35
1590,N,False,112.97,110.72,111.52,112.57,110.92,108.72,110.14,108.08,108.09,112.34,110.72,113.77,116.96,115.84,118.83,119.47,119.2,122.47,122.37,126.36,128.71,129.56,137.51,139.23,145.47,141.48,145.89,148.04,145.12,144.02,149.57,155.74,159.7,162.07,162.28,169.0,173.32,178.1,178.77,180.52,187.22,192.1,206.23,209.26,217.75,212.98,211.71,212.7,217.76,216.95
1591,N,False,116.13,112.45,112.35,105.45,101.44,100.79,96.391,96.268,97.66,91.58,90.816,94.906,90.846,90.523,86.787,93.896,90.48,87.826,97.491,96.385,97.825,98.268,96.257,95.605,89.439,93.138,91.179,92.288,92.455,89.859,90.291,92.132,93.164,96.038,95.097,96.833,97.42,93.804,90.303,93.35,99.947,92.369,88.579,93.653,88.631,84.718,81.478,76.981,68.036,69.747
1592,N,False,105.6,111.67,110.66,108.13,105.56,104.7,105.23,100.6,102.63,100.12,100.46,102.15,101.01,95.84,93.975,101.07,97.001,91.873,94.012,87.403,86.119,83.754,83.972,86.685,89.178,86.902,83.505,79.463,82.86,84.104,82.228,76.905,74.64,78.218,76.37,72.756,76.886,77.169,77.415,72.271,75.937,74.321,77.523,70.387,69.205,74.675,72.346,76.001,74.192,70.491
1593,N,False,45.402,40.382,39.483,45.96,46.032,45.38,40.322,44.346,42.278,45.246,43.85,41.198,41.357,41.55,41.563,43.613,43.026,42.252,43.862,47.331,46.616,46.998,46.3,50.439,47.3,50.411,45.885,45.375,47.079,41.704,41.12,40.609,40.113,38.515,38.405,37.151,36.606,37.144,36.587,37.278,38.071,36.834,40.704,36.782,34.339,39.242,43.581,41.559,40.32,43.417
1594,N,False,230.72,231.99,231.14,228.0,225.95,227.98,228.25,226.26,222.15,217.41,210.43,206.11,204.73,202.06,202.64,196.17,197.2,203.52,197.27,188.39,193.71,183.75,181.96,177.69,169.31,178.94,177.16,180.68,180.61,169.87,164.25,160.12,165.14,162.36,159.43,154.28,158.26,160.02,159.25,160.46,153.64,160.22,153.46,153.18,151.2,147.72,154.8,146.93,149.2,144.41
1595,N,False,78.211,76.793,86.268,76.726,75.271,78.352,71.458,72.628,70.121,70.278,69.025,68.624,64.251,65.825,65.375,66.067,64.506,67.686,64.636,60.254,64.373,62.951,61.451,60.662,62.562,64.504,65.538,66.332,64.201,60.767,60.401,61.013,62.07,61.47,59.872,59.394,57.421,57.499,58.729,60.719,58.492,57.628,58.008,54.701,56.639,58.317,57.885,56.25,53.099,56.11
1596,N,False,183.07,180.13,162.88,166.78,159.43,157.4,162.63,160.05,157.49,158.6,162.36,158.51,163.63,167.7,166.36,167.78,173.77,187.33,186.77,194.11,204.97,203.66,202.73,192.9,196.5,191.0,183.66,187.74,183.27,175.24,169.42,167.91,158.89,165.8,164.4,168.24,169.1,166.13,168.27,177.15,178.21,175.1,182.01,178.08,177.27,183.16,179.01,177.45,179.73,179.41
1597,N,False,186.13,181.45,189.33,182.57,187.77,192.11,198.01,199.09,204.15,192.34,185.92,188.42,195.85,186.3,190.16,180.26,176.68,183.39,189.9,188.89,183.54,181.6,180.59,180.68,176.67,174.47,174.99,172.52,170.49,166.47,172.72,179.79,165.94,169.91,167.86,164.88,169.51,165.21,161.52,162.51,165.59,167.16,165.5,170.55,167.19,159.78,159.21,161.37,159.06,144.63
1598,N,False,32.782,37.972,40.158,42.697,50.695,49.7,48.471,49.07,51.53,56.604,56.761,61.19,66.689,69.029,71.693,82.565,84.527,87.305,82.277,95.314,90.487,92.826,91.655,91.909,100.77,94.76,92.691,93.711,94.357,99.713,97.675,101.54,105.21,108.59,105.66,119.82,112.5,110.71,114.87,119.43,110.32,118.44,125.24,118.45,130.85,124.84,124.54,127.73,127.25,122.68
1599,N,False,1548.6,1549.7,1565.1,1557.8,1650.8,1557.3,1561.1,1539.6,1556.9,1575.2,1547.5,1550.0,1554.0,1544.4,1523.4,1526.6,1522.2,1494.8,1519.4,1509.7,1483.1,1481.9,1492.9,1446.1,1453.2,1449.0,1455.7,1457.6,1419.7,1412.2,1419.5,1476.2,1495.6,1518.6,1553.0,1605.7,1628.2,1627.3,1606.6,1577.0,1584.4,1554.9,1558.9,1537.3,1572.2,1539.2,1550.0,1522.4,1490.3,1490.3
1600,N,False,2853.0,2813.7,2807.2,2779.1,2791.0,2808.3,2793.6,2836.3,2877.9,2950.5,2966.3,3006.0,3041.3,3065.5,3059.1,3077.6,3099.2,3111.4,3131.1,3099.1,3063.3,2991.1,2990.4,2979.1,2953.8,2954.3,2937.3,2930.8,2967.8,2995.0,3039.7,3018.8,3038.1,3073.1,3044.4,3041.7,3050.8,3048.4,3080.0,3048.8,3082.5,3038.6,3044.8,3020.8,3018.3,3040.5,3020.7,2997.2,3014.2,3021.5
1601,N,False,130.9,138.92,137.18,137.0,134.68,133.75,137.09,140.15,137.41,136.49,135.71,132.99,126.32,134.34,130.96,128.98,130.48,131.62,132.77,132.75,132.69,125.29,126.52,128.1,130.24,129.81,134.4,135.25,132.46,135.55,140.66,138.34,140.22,134.36,130.62,132.22,135.19,128.82,131.32,126.39,125.73,124.76,122.13,118.34,120.33,118.96,118.82,119.48,123.03,116.68
1602,N,False,2638.2,2627.1,2599.4,2590.1,2574.1,2530.4,2537.7,2532.2,2543.0,2526.3,2544.7,2537.3,2535.2,2587.5,2575.5,2596.9,2585.5,2601.5,2604.5,2620.1,2629.1,2627.0,2624.9,2577.6,2548.2,2541.2,2531.4,2487.0,2486.7,2489.5,2475.1,2449.3,2471.3,2492.1,2502.1,2508.8,2507.6,2491.1,2521.6,2558.2,2553.9,2614.6,2548.4,2543.6,2546.2,2550.1,2558.6,2535.9,2549.1,2560.2
1603,N,False,138.86,140.81,146.85,143.43,138.05,136.99,134.96,140.24,139.87,147.83,149.02,146.91,143.75,144.77,146.37,142.0,140.55,141.58,141.0,143.57,142.47,146.19,143.13,136.97,139.97,141.89,140.66,143.29,141.29,139.43,143.4,146.55,143.03,142.06,141.06,139.64,139.75,141.97,135.31,134.41,133.19,132.58,127.92,125.43,126.69,127.39,131.66,126.97,115.78,111.75
1604,N,False,257.48,260.25,253.47,252.2,251.54,256.97,254.77,256.78,255.45,264.86,264.69,254.99,248.99,250.3,255.25,254.28,261.21,254.22,245.17,243.75,243.57,252.18,255.18,244.08,241.94,227.28,234.28,223.84,228.68,226.97,227.51,227.42,226.69,219.77,232.02,226.23,230.03,227.58,228.1,235.8,243.88,243.05,242.12,244.83,245.57,236.28,228.69,222.9,225.21,219.5
1605,N,False,117.58,120.23,127.38,123.48,122.14,127.03,128.95,123.77,121.94,113.81,116.45,111.04,114.4,111.19,111.95,110.16,110.3,107.14,109.57,110.56,106.09,108.38,102.63,112.51,109.53,112.44,110.66,110.05,106.9,108.75,104.4,108.86,106.41,104.85,103.89,105.02,107.11,105.17,112.81,114.21,110.14,106.33,103.43,106.05,104.01,105.6,106.49,107.71,107.95,109.13
1606,N,False,50.681,46.668,47.272,49.777,54.377,53.521,54.753,53.805,54.156,55.07,51.959,52.378,53.363,49.326,49.422,51.004,46.131,43.385,44.312,45.321,42.773,42.075,41.735,38.501,40.186,38.849,38.958,43.57,38.914,38.138,40.278,40.487,42.456,44.646,40.963,38.626,37.578,37.992,40.105,40.099,36.433,37.479,40.441,41.262,41.269,36.9,39.109,37.625,36.95,37.514
1607,N,False,36.709,37.122,35.93,37.151,38.022,39.053,38.28,41.766,41.237,39.989,39.234,34.978,32.316,34.439,35.185,33.09,35.663,31.561,31.721,32.446,29.894,30.405,28.726,27.008,28.734,28.892,26.033,27.355,26.69,26.942,30.182,28.049,28.248,25.008,26.454,28.377,26.518,27.582,28.811,26.374,26.382,27.999,24.483,23.253,21.409,23.304,24.612,22.532,22.285,22.0
1608,N,False,51.781,54.766,51.547,47.454,48.079,53.844,56.104,52.892,54.321,52.496,52.142,50.13,51.028,50.449,52.075,53.47,55.728,52.271,51.099,53.847,50.851,48.501,51.659,50.267,49.033,47.885,48.169,49.626,54.127,54.365,52.138,50.758,52.087,52.903,56.141,55.401,49.178,50.441,51.185,46.187,46.287,43.073,38.846,36.348,41.339,38.369,38.178,38.009,40.697,38.065
1609,N,False,49.551,49.325,54.271,54.836,53.126,59.879,62.907,68.419,69.887,69.529,72.629,74.642,76.206,78.435,76.468,70.777,73.965,78.144,97.696,101.22,98.856,98.106,98.926,99.113,99.239,101.15,99.536,103.66,104.22,102.7,105.64,102.97,109.93,101.84,97.218,98.956,93.224,99.195,98.703,96.335,94.654,104.35,102.84,98.978,96.212,97.423,99.233,98.741,108.75,106.2
1610,N,False,140.15,136.46,136.73,137.3,134.49,135.57,126.77,128.45,130.87,131.1,126.85,123.62,132.7,128.39,131.29,128.48,128.47,129.66,128.13,134.39,133.41,131.37,131.03,139.73,134.62,127.94,127.07,131.21,129.38,138.2,136.93,136.63,135.76,133.38,127.0,123.93,123.55,125.37,121.69,124.31,118.12,123.83,123.9,123.35,130.28,129.71,129.19,120.24,124.52,125.75
1611,N,False,834.49,835.4,815.16,808.71,812.08,832.97,839.06,861.32,864.41,860.45,866.64,858.46,850.39,829.71,835.76,812.43,809.83,800.22,786.83,786.74,781.01,771.17,778.09,774.43,761.75,753.51,756.7,763.39,765.5,752.36,762.5,769.53,771.77,778.4,778.25,771.48,771.18,759.76,767.88,765.72,747.34,761.29,763.41,757.23,762.76,764.17,764.36,770.13,768.67,772.62
1612,N,False,85.271,78.129,76.052,77.635,76.807,80.89,72.676,81.44,76.135,80.789,79.36,77.415,77.015,77.93,75.746,77.637,79.657,75.654,78.667,76.722,77.018,75.732,72.939,76.677,68.757,70.706,70.831,66.443,66.358,67.527,67.094,61.344,60.578,57.986,58.669,57.813,52.523,54.158,55.986,56.864,54.936,51.906,51.495,48.161,46.974,46.615,46.069,42.906,43.369,44.045
