,FLARE_TYPE,COINCIDENCE,TOTUSJH_1,TOTUSJH_2,TOTUSJH_3,TOTUSJH_4,TOTUSJH_5,TOTUSJH_6,TOTUSJH_7,TOTUSJH_8,TOTUSJH_9,TOTUSJH_10,TOTUSJH_11,TOTUSJH_12,TOTUSJH_13,TOTUSJH_14,TOTUSJH_15,TOTUSJH_16,TOTUSJH_17,TOTUSJH_18,TOTUSJH_19,TOTUSJH_20,TOTUSJH_21,TOTUSJH_22,TOTUSJH_23,TOTUSJH_24,TOTUSJH_25,TOTUSJH_26,TOTUSJH_27,TOTUSJH_28,TOTUSJH_29,TOTUSJH_30,TOTUSJH_31,TOTUSJH_32,TOTUSJH_33,TOTUSJH_34,TOTUSJH_35,TOTUSJH_36,TOTUSJH_37,TOTUSJH_38,TOTUSJH_39,TOTUSJH_40,TOTUSJH_41,TOTUSJH_42,TOTUSJH_43,TOTUSJH_44,TOTUSJH_45,TOTUSJH_46,TOTUSJH_47,TOTUSJH_48,TOTUSJH_49,TOTUSJH_50
430,M,False,3864.4,3835.3,3866.6,3806.5,3800.5,3803.6,3754.4,3777.6,3783.1,3796.1,3789.9,3812.5,3831.6,3822.9,3851.6,3866.4,3891.6,3874.2,3849.5,3846.8,3838.4,3823.0,3791.0,3736.9,3777.0,3749.3,3782.6,3732.8,3755.5,3740.7,3772.7,3707.8,3704.7,3719.6,3696.3,3660.4,3644.4,3641.4,3681.1,3688.4,3683.6,3660.9,3666.7,3692.6,3688.6,3655.1,3646.4,3648.5,3616.7,3609.3
431,M,True,2994.6,2990.7,2964.7,2977.6,2940.2,2907.4,2952.6,2896.8,2851.7,2908.5,2884.2,2854.0,2848.6,2840.2,2843.3,2861.5,2817.4,2796.7,2818.9,2835.6,2832.0,2875.4,2851.6,2801.8,2836.0,2792.8,2838.2,2776.9,2818.6,2841.3,2863.4,2857.8,2849.9,2868.8,2899.9,2897.3,2873.7,2915.1,2917.2,2895.6,2914.6,2893.1,2900.1,2887.2,2896.8,2880.0,2877.7,2867.4,2824.3,2820.0
432,M,False,2887.2,2896.8,2880.0,2877.7,2867.4,2824.3,2820.0,2780.9,2790.0,2761.0,2773.9,2755.1,2780.7,2800.9,2835.3,2793.8,2805.8,2799.3,2793.1,2768.1,2776.6,2806.6,2772.9,2769.3,2752.4,2713.1,2763.2,2762.3,2778.9,2784.3,2753.4,2750.0,2751.1,2741.5,2753.5,2756.5,2740.3,2783.0,2757.1,2774.4,2777.2,2762.6,2778.0,2795.5,2811.2,2811.0,2784.8,2782.1,2792.0,2771.3
433,M,False,3312.1,3316.0,3330.0,3355.5,3377.5,3381.9,3432.3,3448.0,3447.9,3509.3,3466.8,3457.6,3469.3,3494.1,3436.4,3402.6,3394.8,3403.1,3353.9,3332.8,3262.4,3245.5,3222.8,3187.8,3198.3,3193.2,3220.9,3182.0,3202.4,3224.3,3175.9,3188.3,3185.7,3189.1,3178.9,3171.6,3197.9,3181.0,3177.4,3184.0,3197.9,3203.1,3214.8,3191.6,3177.7,3153.9,3152.6,3124.7,3132.3,3137.3
434,M,False,3065.4,3049.2,3071.7,3058.5,3034.3,3027.0,2996.7,2980.0,2957.4,2990.7,2950.0,2961.2,2942.1,2947.5,2923.3,2939.1,2961.5,2968.1,2939.4,2914.4,2914.6,2924.4,2926.5,2941.1,2919.9,2862.6,2889.7,2904.7,2882.1,2875.4,2891.6,2903.9,2914.2,2905.4,2907.7,2904.1,2977.0,2907.1,2947.2,2951.6,2955.8,2969.2,2949.1,2955.5,2934.6,2929.7,2951.2,2975.4,2964.3,2967.0
435,M,False,794.68,813.82,826.53,828.09,831.0,843.07,852.85,865.27,877.88,837.42,859.15,845.91,878.44,862.72,885.09,910.14,889.17,890.38,914.39,908.54,948.43,936.59,981.29,958.44,965.54,966.03,1014.1,969.09,1008.4,1016.6,962.48,1001.5,982.23,962.85,1001.9,978.44,986.76,1042.8,1054.5,1034.8,1030.5,992.88,1000.8,1029.4,981.29,1056.7,1032.3,1045.1,1082.5,1114.3
436,M,True,745.76,764.27,763.5,775.71,783.15,802.36,795.79,830.71,840.1,824.21,835.73,833.32,876.25,886.18,883.43,908.82,918.75,953.68,978.0,986.04,1002.8,1010.5,1005.7,1013.7,1046.2,1054.6,1089.2,1086.9,1112.7,1105.7,1150.2,1165.0,1179.9,1197.1,1188.7,1170.1,1192.4,1197.6,1223.3,1213.8,1267.7,1264.5,1304.0,1339.9,1335.2,1346.9,1402.6,1419.4,1437.0,1436.4
437,M,False,1573.5,1588.3,1642.3,1644.0,1634.8,1664.0,1634.7,1655.3,1720.9,1717.2,1814.1,1857.7,1797.4,1856.2,1857.3,1878.9,1954.9,1959.4,2002.7,2012.4,2020.7,2062.2,2051.5,2098.2,2112.5,2101.1,2104.0,2082.6,2096.5,2080.7,2088.8,2086.5,2074.0,2093.1,2096.8,2084.4,2076.9,2122.2,2174.9,2193.4,2125.6,2193.3,2203.7,2196.4,2176.3,2158.8,2135.7,2138.8,2138.1,2175.8
438,M,True,2304.5,2294.7,2299.7,2321.5,2331.7,2349.9,2335.2,2312.7,2332.2,2354.6,2371.4,2335.6,2323.4,2318.5,2339.7,2336.0,2353.9,2374.3,2387.5,2348.5,2369.0,2423.6,2401.9,2399.4,2395.8,2364.3,2451.2,2459.5,2455.1,2460.8,2464.9,2529.9,2560.9,2558.2,2554.1,2601.0,2575.6,2566.2,2543.4,2513.2,2538.6,2524.4,2526.1,2510.6,2516.7,2545.5,2564.6,2575.5,2590.2,2598.5
439,M,True,2543.4,2513.2,2538.6,2524.4,2526.1,2510.6,2516.7,2545.5,2564.6,2575.5,2590.2,2598.5,2571.3,2593.3,2584.5,2553.2,2573.8,2603.1,2552.5,2510.4,2494.4,2510.9,2524.1,2526.7,2510.7,2528.9,2540.9,2531.0,2498.0,2482.4,2501.5,2534.7,2567.9,2553.3,2612.1,2567.6,2594.6,2604.4,2656.8,2684.0,2707.7,2710.0,2715.8,2691.7,2687.0,2655.5,2710.4,2682.4,2693.7,2697.4
440,M,False,2693.7,2697.4,2710.3,2663.1,2664.7,2671.6,2651.3,2668.2,2702.3,2678.7,2723.7,2765.0,2784.1,2833.5,2801.3,2820.7,2839.3,2819.0,2814.4,2775.5,2770.3,2825.2,2822.9,2840.8,2840.7,2875.0,2891.7,2856.0,2834.8,2868.4,2896.3,2878.2,2913.5,2953.5,2885.3,2932.6,2902.0,2949.2,2940.1,2967.6,2979.2,2967.6,3031.1,3042.9,3047.4,3051.7,3106.2,3063.2,3069.3,3038.6
441,M,True,3106.5,3130.4,3116.1,3083.1,3145.8,3079.8,3097.5,3049.7,3068.2,3097.2,3132.7,3131.9,3176.9,3182.6,3245.6,3157.8,3162.9,3134.7,3197.8,3139.6,3165.9,3191.9,3147.2,3127.7,3144.9,3154.0,3098.6,3097.7,3060.6,3054.8,3063.1,3099.1,3101.6,3107.6,3104.5,3115.8,3184.5,3160.9,3173.3,3217.9,3222.2,3217.0,3205.7,3236.3,3265.2,3335.1,3332.9,3344.4,3369.5,3403.2
442,M,False,3566.0,3534.8,3555.0,3562.9,3546.9,3523.3,3559.6,3522.9,3506.8,3518.8,3534.9,3549.4,3472.4,3446.2,3422.1,3424.6,3458.1,3481.3,3482.9,3477.3,3468.8,3501.3,3510.8,3514.7,3490.3,3471.7,3522.2,3514.8,3520.6,3482.5,3440.4,3461.8,3493.7,3525.5,3565.6,3620.9,3619.3,3645.8,3683.0,3730.4,3772.2,3747.3,3826.9,3824.9,3838.6,3804.4,3790.6,3853.8,3864.6,3830.8
443,M,True,4356.2,4353.5,4341.1,4262.7,4170.2,4129.0,4129.6,4075.6,4112.3,4136.0,4147.7,4183.2,4244.3,4252.0,4304.6,4331.8,4317.9,4293.0,4248.0,4250.5,4289.8,4295.6,4274.1,4264.3,4243.5,4268.5,4270.7,4324.3,4338.4,4335.0,4369.2,4407.5,4421.8,4458.0,4455.6,4402.2,4467.8,4504.2,4473.1,4452.8,4520.8,4500.1,4575.2,4590.3,4629.0,4587.7,4572.6,4469.4,4480.5,4465.9
444,M,False,4484.2,4524.6,4549.3,4583.1,4633.9,4722.4,4801.5,4852.6,4897.3,4970.1,5001.8,5060.3,5074.2,5103.1,5063.3,5018.1,4936.8,4896.3,4824.4,4779.8,4830.1,4800.3,4807.5,4845.5,4864.3,4929.2,4907.8,4926.1,5007.6,5065.6,5076.2,5138.8,5110.9,5131.8,5150.4,5173.1,5166.4,5149.5,5135.7,5162.5,5120.0,5170.1,5184.1,5137.6,5148.4,5197.3,5238.2,5273.8,5254.8,5262.8
445,M,True,4419.2,4435.0,4469.7,4510.7,4550.7,4547.0,4569.7,4585.6,4425.0,4497.2,4356.2,4445.9,4484.6,4483.7,4414.4,4288.3,4260.1,4391.0,4349.5,4364.9,4397.6,4408.2,4408.4,4448.4,4414.6,4342.9,4457.5,4418.5,4432.6,4430.3,4432.8,4370.5,4334.5,4272.5,4359.5,4384.6,4316.6,4326.5,4340.7,4339.9,4335.8,4372.5,4395.0,4407.5,4383.6,4436.4,4470.9,4460.4,4453.0,4430.8
446,M,False,4432.8,4370.5,4334.5,4272.5,4359.5,4384.6,4316.6,4326.5,4340.7,4339.9,4335.8,4372.5,4395.0,4407.5,4383.6,4436.4,4470.9,4460.4,4453.0,4430.8,4410.2,4355.0,4389.8,4399.3,4377.4,4390.8,4374.1,4352.2,4397.8,4337.1,4343.7,4336.8,4371.0,4359.5,4351.0,4308.7,4288.3,4267.4,4363.7,4312.5,4382.9,4391.6,4399.3,4358.5,4297.8,4306.3,4307.4,4331.2,4273.3,4225.2
447,M,False,1420.3,1440.9,1465.5,1463.6,1495.6,1504.2,1505.6,1519.5,1495.2,1483.4,1489.2,1498.3,1500.0,1476.3,1488.3,1491.7,1513.0,1486.4,1480.5,1502.8,1496.8,1489.9,1513.0,1507.1,1489.9,1478.4,1489.1,1487.8,1473.4,1503.3,1478.2,1497.5,1480.2,1491.6,1474.2,1495.2,1493.1,1481.5,1507.3,1476.0,1467.2,1480.5,1480.3,1484.4,1477.2,1435.2,1424.8,1411.0,1409.7,1390.9
448,M,True,2631.4,2627.2,2618.5,2610.4,2603.3,2587.3,2617.2,2650.8,2650.7,2643.6,2646.5,2695.8,2642.0,2649.1,2648.1,2686.9,2657.8,2676.0,2680.9,2727.8,2708.9,2705.1,2743.5,2704.1,2673.0,2677.2,2613.3,2648.3,2606.3,2628.0,2628.3,2605.3,2623.1,2647.2,2664.3,2661.8,2690.8,2701.3,2700.4,2756.7,2786.1,2811.7,2812.0,2850.2,2904.2,2862.3,2882.9,2880.5,2864.2,2829.1
449,M,True,2809.3,2798.8,2829.2,2811.9,2807.5,2806.3,2838.4,2872.8,2880.1,2870.4,2830.6,2840.5,2865.3,2867.9,2864.3,2855.2,2877.6,2806.3,2824.1,2807.2,2851.0,2826.0,2846.3,2833.1,2831.2,2845.2,2851.3,2835.7,2849.9,2824.4,2804.0,2816.2,2803.5,2800.3,2819.2,2838.2,2853.3,2856.3,2876.0,2876.1,2870.3,2874.9,2867.4,2825.2,2834.5,2807.3,2772.3,2786.9,2745.2,2741.2
450,M,True,571.8,593.13,597.64,627.16,634.29,663.43,667.63,662.45,654.08,679.11,676.17,683.42,698.12,712.89,722.32,757.36,744.04,772.63,777.21,770.95,766.81,755.77,744.45,763.61,768.0,756.34,755.71,754.52,759.14,767.19,796.83,803.0,815.87,819.97,822.7,839.78,848.84,860.02,922.17,920.35,916.78,949.12,963.98,953.05,928.75,944.33,977.97,982.86,997.15,992.62
451,M,True,2709.1,2707.9,2727.4,2740.1,2717.0,2735.8,2714.9,2735.1,2757.6,2756.7,2761.6,2778.5,2794.5,2780.9,2837.5,2816.5,2829.8,2836.6,2840.6,2828.6,2821.5,2823.6,2836.2,2820.7,2828.5,2848.7,2839.6,2851.4,2854.8,2843.6,2870.2,2913.5,2909.9,2919.8,2894.4,2894.3,2879.9,2919.2,2947.2,2922.6,2895.4,2935.5,2966.7,2949.1,3008.2,2998.0,2999.5,3044.4,3063.6,3109.0
452,M,True,2854.8,2843.6,2870.2,2913.5,2909.9,2919.8,2894.4,2894.3,2879.9,2919.2,2947.2,2922.6,2895.4,2935.5,2966.7,2949.1,3008.2,2998.0,2999.5,3044.4,3063.6,3109.0,3154.0,3151.8,3182.5,3183.9,3184.6,3183.6,3210.2,3181.3,3226.4,3254.9,3267.5,3273.7,3294.4,3296.7,3275.6,3255.4,3255.2,3278.9,3325.5,3352.1,3332.6,3402.4,3396.2,3448.8,3461.9,3440.2,3445.7,3432.6
453,M,False,2919.2,2947.2,2922.6,2895.4,2935.5,2966.7,2949.1,3008.2,2998.0,2999.5,3044.4,3063.6,3109.0,3154.0,3151.8,3182.5,3183.9,3184.6,3183.6,3210.2,3181.3,3226.4,3254.9,3267.5,3273.7,3294.4,3296.7,3275.6,3255.4,3255.2,3278.9,3325.5,3352.1,3332.6,3402.4,3396.2,3448.8,3461.9,3440.2,3445.7,3432.6,3424.0,3457.7,3507.4,3463.2,3456.9,3476.0,3491.8,3506.2,3559.4
454,M,True,2221.1,2173.1,2260.9,2263.3,2156.9,2238.5,2161.4,2168.8,2162.6,2114.7,2135.4,2119.9,2032.6,2166.7,2106.4,2158.1,2161.1,2147.9,2121.9,2137.1,2119.4,2015.7,2115.1,2104.9,2110.3,2100.0,2146.5,2141.0,2084.8,2065.2,2063.0,2065.7,2055.0,2047.7,2027.7,2014.5,2050.4,2035.6,2126.9,2087.4,2116.7,2083.4,2101.0,2021.6,2088.9,2141.4,2017.1,2061.9,2024.7,2013.8
455,M,True,3683.9,3685.0,3704.1,3740.2,3750.8,3741.2,3773.8,3777.9,3836.6,3834.9,3890.1,3890.5,3879.5,3957.3,3944.2,3922.1,3929.5,3929.6,3936.4,3913.3,3931.7,3937.5,3893.9,3916.1,3906.1,3931.6,3916.2,3898.7,3939.1,3919.9,3929.7,3945.5,3967.4,4020.3,4027.3,4079.8,4106.8,4153.6,4142.4,4181.8,4223.1,4230.0,4263.0,4230.0,4279.8,4287.4,4324.1,4354.4,4366.4,4383.9
456,M,False,3777.9,3836.6,3834.9,3890.1,3890.5,3879.5,3957.3,3944.2,3922.1,3929.5,3929.6,3936.4,3913.3,3931.7,3937.5,3893.9,3916.1,3906.1,3931.6,3916.2,3898.7,3939.1,3919.9,3929.7,3945.5,3967.4,4020.3,4027.3,4079.8,4106.8,4153.6,4142.4,4181.8,4223.1,4230.0,4263.0,4230.0,4279.8,4287.4,4324.1,4354.4,4366.4,4383.9,4370.4,4347.3,4342.6,4376.9,4370.1,4318.3,4359.9
457,M,False,2032.6,2166.7,2106.4,2158.1,2161.1,2147.9,2121.9,2137.1,2119.4,2015.7,2115.1,2104.9,2110.3,2100.0,2146.5,2141.0,2084.8,2065.2,2063.0,2065.7,2055.0,2047.7,2027.7,2014.5,2050.4,2035.6,2126.9,2087.4,2116.7,2083.4,2101.0,2021.6,2088.9,2141.4,2017.1,2061.9,2024.7,2013.8,1953.7,1959.5,2016.1,1982.7,1932.4,1905.8,1976.3,1924.7,1946.2,1890.9,1883.0,1983.7
458,M,False,3890.5,3879.5,3957.3,3944.2,3922.1,3929.5,3929.6,3936.4,3913.3,3931.7,3937.5,3893.9,3916.1,3906.1,3931.6,3916.2,3898.7,3939.1,3919.9,3929.7,3945.5,3967.4,4020.3,4027.3,4079.8,4106.8,4153.6,4142.4,4181.8,4223.1,4230.0,4263.0,4230.0,4279.8,4287.4,4324.1,4354.4,4366.4,4383.9,4370.4,4347.3,4342.6,4376.9,4370.1,4318.3,4359.9,4273.1,4392.0,4416.5,4385.8
459,M,False,3922.1,3929.5,3929.6,3936.4,3913.3,3931.7,3937.5,3893.9,3916.1,3906.1,3931.6,3916.2,3898.7,3939.1,3919.9,3929.7,3945.5,3967.4,4020.3,4027.3,4079.8,4106.8,4153.6,4142.4,4181.8,4223.1,4230.0,4263.0,4230.0,4279.8,4287.4,4324.1,4354.4,4366.4,4383.9,4370.4,4347.3,4342.6,4376.9,4370.1,4318.3,4359.9,4273.1,4392.0,4416.5,4385.8,4430.6,4502.4,4465.6,4501.4
460,M,False,2084.8,2065.2,2063.0,2065.7,2055.0,2047.7,2027.7,2014.5,2050.4,2035.6,2126.9,2087.4,2116.7,2083.4,2101.0,2021.6,2088.9,2141.4,2017.1,2061.9,2024.7,2013.8,1953.7,1959.5,2016.1,1982.7,1932.4,1905.8,1976.3,1924.7,1946.2,1890.9,1883.0,1983.7,2126.1,1996.9,2021.9,2117.5,2144.1,2027.2,2088.0,2021.8,1995.3,2038.4,2046.4,2063.8,2133.1,2111.2,2041.9,2138.4
461,M,True,4142.4,4181.8,4223.1,4230.0,4263.0,4230.0,4279.8,4287.4,4324.1,4354.4,4366.4,4383.9,4370.4,4347.3,4342.6,4376.9,4370.1,4318.3,4359.9,4273.1,4392.0,4416.5,4385.8,4430.6,4502.4,4465.6,4501.4,4514.8,4514.6,4548.2,4504.1,4562.9,4516.8,4603.1,4564.3,4641.5,4633.6,4659.2,4618.8,4639.7,4635.8,4673.3,4670.2,4641.2,4635.3,4695.1,4703.9,4746.9,4741.9,4738.4
462,M,True,4673.3,4670.2,4641.2,4635.3,4695.1,4703.9,4746.9,4741.9,4738.4,4705.3,4797.2,4776.4,4794.5,4897.1,4825.5,4832.8,4900.0,4892.8,4899.5,4953.5,4905.4,4964.2,4980.3,5009.2,5032.1,5091.9,5118.9,5089.9,5104.3,5050.6,5102.0,5103.2,5177.3,5189.9,5222.7,5241.2,5203.5,5195.1,5192.7,5213.5,5260.7,5265.7,5306.8,5207.9,5205.6,5196.6,5214.2,5195.6,5231.2,5218.8
463,M,False,5387.6,5350.6,5362.6,5417.4,5486.0,5477.4,5501.4,5525.1,5529.7,5600.4,5620.5,5563.3,5572.3,5620.9,5558.1,5624.5,5692.6,5624.6,5614.8,5646.5,5651.4,5727.7,5717.5,5639.2,5636.2,5679.8,5646.1,5658.2,5805.9,5790.0,5844.1,5806.4,5899.8,5929.2,5959.8,6034.3,5986.1,6031.0,6035.6,6049.4,6082.8,6065.7,5957.5,6040.5,6116.9,6088.5,6018.5,6020.5,5889.9,5865.5
464,M,True,5620.9,5558.1,5624.5,5692.6,5624.6,5614.8,5646.5,5651.4,5727.7,5717.5,5639.2,5636.2,5679.8,5646.1,5658.2,5805.9,5790.0,5844.1,5806.4,5899.8,5929.2,5959.8,6034.3,5986.1,6031.0,6035.6,6049.4,6082.8,6065.7,5957.5,6040.5,6116.9,6088.5,6018.5,6020.5,5889.9,5865.5,5933.6,5878.7,5897.1,5932.9,6017.4,6041.8,5953.9,5876.0,5807.4,5822.0,5817.3,5779.0,5816.6
465,M,True,5225.0,5266.2,5334.6,5234.2,5237.6,5212.0,5221.0,5280.2,5267.1,5253.9,5348.6,5370.0,5286.7,5346.0,5291.8,5324.4,5258.2,5243.6,5267.6,5250.3,5179.8,5182.6,5208.1,5243.4,5212.1,5258.4,5294.3,5285.8,5273.1,5243.5,5294.6,5262.5,5266.6,5219.1,5114.6,5173.2,5171.3,5059.3,5102.1,5057.8,4995.8,5071.1,5035.0,5023.7,4983.7,4972.2,4960.7,4921.9,4871.0,5023.3
466,M,False,4919.0,4844.5,4961.0,4930.8,4985.6,4991.4,4967.9,4911.0,4853.1,4827.8,4731.2,4706.4,4830.8,4804.0,4789.7,4781.1,4766.8,4752.3,4795.8,4789.1,4810.5,4804.8,4772.6,4811.9,4993.7,4934.0,5018.2,5031.3,5086.6,5142.9,5162.9,5082.0,5051.2,5034.0,5005.3,4980.4,4995.8,4939.7,5154.9,4953.8,4943.2,4943.1,5019.5,5043.0,5128.8,5085.1,5250.6,5165.0,5255.3,5181.4
467,M,False,4993.7,4934.0,5018.2,5031.3,5086.6,5142.9,5162.9,5082.0,5051.2,5034.0,5005.3,4980.4,4995.8,4939.7,5154.9,4953.8,4943.2,4943.1,5019.5,5043.0,5128.8,5085.1,5250.6,5165.0,5255.3,5181.4,5192.6,5269.4,5249.9,5042.6,5142.0,5270.4,5188.1,5156.9,5292.5,5214.9,5192.9,5185.0,5127.1,5085.3,5032.3,5043.8,4905.1,4984.5,5041.7,5066.7,5007.3,5020.2,5051.6,5124.5
468,M,False,1741.0,1664.5,1645.4,1636.6,1629.2,1519.0,1454.1,1450.9,1429.0,1386.2,1369.5,1355.3,1326.3,1298.2,1288.8,1253.8,1198.5,1186.0,1095.8,1077.6,992.28,912.49,817.26,753.72,708.57,670.73,643.4,599.09,580.54,574.29,560.99,561.95,565.7,557.09,627.3,552.4,553.8,525.62,581.05,593.53,541.88,556.55,515.92,541.53,527.13,491.94,455.38,440.81,432.89,437.94
469,M,True,1797.6,1824.6,1832.1,1829.5,1832.4,1843.3,1857.5,1857.3,1849.3,1841.8,1848.5,1908.9,1928.6,1938.3,1917.5,1898.9,1885.1,1885.7,1882.8,1830.0,1830.9,1820.6,1818.3,1806.6,1796.7,1800.0,1786.3,1781.0,1805.2,1796.7,1800.0,1832.8,1848.0,1906.6,1945.8,1956.5,1965.6,2000.6,1979.8,1999.5,2038.2,2050.9,2015.6,2022.4,2020.9,1964.2,1949.7,1958.5,1947.5,1922.5
470,M,False,1945.8,1956.5,1965.6,2000.6,1979.8,1999.5,2038.2,2050.9,2015.6,2022.4,2020.9,1964.2,1949.7,1958.5,1947.5,1922.5,1909.7,1867.8,1878.9,1862.1,1881.9,1856.9,1882.6,1909.5,1882.2,1912.3,1915.6,1935.0,1941.4,1936.3,1946.0,1962.2,1947.7,1948.9,1949.7,1978.2,1974.4,2005.2,2004.4,2012.8,2021.0,2026.0,2052.0,2085.4,2091.7,2095.3,2121.1,2121.8,2151.1,2204.7
471,M,True,178.65,172.96,179.59,175.27,181.49,184.12,184.31,188.69,203.48,203.75,213.25,199.54,210.12,222.99,229.67,222.86,244.16,225.28,218.42,228.28,210.19,204.63,210.2,220.76,222.81,215.98,216.73,216.39,219.12,216.35,215.43,226.06,209.58,205.16,206.05,194.82,194.16,186.97,190.2,199.81,206.52,210.92,218.41,214.15,209.77,214.12,227.68,227.23,228.64,231.13
472,M,False,179.59,175.27,181.49,184.12,184.31,188.69,203.48,203.75,213.25,199.54,210.12,222.99,229.67,222.86,244.16,225.28,218.42,228.28,210.19,204.63,210.2,220.76,222.81,215.98,216.73,216.39,219.12,216.35,215.43,226.06,209.58,205.16,206.05,194.82,194.16,186.97,190.2,199.81,206.52,210.92,218.41,214.15,209.77,214.12,227.68,227.23,228.64,231.13,237.9,240.74
473,M,False,3653.3,3618.9,3621.0,3623.2,3681.0,3747.6,3700.6,3725.0,3660.4,3723.2,3747.2,3802.4,3785.3,3822.5,3852.9,3869.9,3861.3,3910.1,3907.5,3862.7,3892.1,3875.5,3908.2,3898.7,3901.5,3883.4,3914.1,3965.9,3956.0,4001.5,3956.3,3940.2,3941.4,3965.0,3954.0,3860.8,3913.7,3963.6,3981.2,3943.3,3928.9,3869.3,3904.3,3890.4,3892.4,3888.3,3879.5,3934.1,3985.3,3935.7
474,M,True,1406.5,1425.6,1464.6,1445.3,1473.6,1433.3,1402.4,1414.9,1435.5,1474.9,1494.3,1477.5,1507.3,1503.9,1496.2,1499.6,1492.8,1531.5,1508.1,1515.1,1493.2,1479.9,1456.9,1474.6,1448.9,1460.5,1475.5,1487.5,1448.4,1443.7,1437.6,1454.3,1446.8,1456.9,1463.6,1486.6,1471.9,1460.6,1496.3,1499.1,1465.9,1482.0,1463.6,1471.0,1471.7,1482.2,1457.2,1496.2,1481.5,1471.2
475,M,False,1471.0,1471.7,1482.2,1457.2,1496.2,1481.5,1471.2,1501.6,1511.3,1526.0,1552.4,1532.1,1523.5,1521.8,1542.7,1551.9,1518.1,1545.1,1532.5,1591.5,1557.0,1553.9,1586.2,1591.5,1609.0,1650.0,1615.1,1636.3,1703.4,1697.7,1696.2,1687.2,1661.2,1615.7,1635.7,1621.6,1652.8,1673.2,1659.0,1648.1,1666.1,1709.4,1652.7,1649.7,1707.7,1669.5,1650.8,1658.7,1668.4,1667.3
476,M,False,3118.4,3119.7,3086.2,3032.4,2973.2,2978.4,2942.2,2885.6,2856.3,2825.8,2800.0,2752.4,2732.8,2709.4,2733.2,2687.6,2694.7,2728.0,2756.8,2762.4,2786.1,2826.0,2895.0,2888.1,2922.6,2933.5,2952.0,2910.2,2959.3,2933.1,2972.1,2986.1,3018.1,2995.3,2932.2,2892.1,2884.2,2814.1,2747.3,2668.5,2652.8,2645.8,2642.1,2639.7,2611.5,2616.7,2620.6,2615.4,2602.1,2528.3
477,M,False,1398.7,1394.0,1422.4,1439.3,1437.1,1433.9,1430.7,1421.3,1435.0,1427.6,1440.6,1451.4,1461.0,1486.2,1500.9,1513.6,1513.3,1502.8,1519.3,1515.5,1538.6,1514.7,1506.7,1515.6,1478.8,1448.2,1442.4,1440.2,1429.4,1417.7,1438.9,1396.6,1404.3,1406.6,1394.4,1408.0,1408.2,1411.6,1447.4,1428.8,1419.2,1430.6,1412.3,1424.4,1437.4,1422.2,1425.3,1413.9,1412.3,1413.7
478,M,False,1358.4,1433.0,1492.4,1553.4,1520.1,1486.4,1499.5,1569.8,1595.1,1669.7,1730.2,1645.7,1686.8,1702.3,1762.4,1760.7,1861.2,1833.5,1812.3,1787.0,1827.4,1780.2,1761.9,1800.0,1857.4,1862.8,1883.7,1933.5,1891.8,1918.9,1921.9,1888.9,1883.6,1884.9,1862.3,1926.3,1950.0,1956.5,1910.5,1956.3,1976.0,2020.2,2011.1,1993.2,1987.0,2008.4,1989.7,1966.1,1975.6,1967.8
479,M,False,2321.1,2300.9,2317.6,2309.5,2325.4,2349.4,2337.6,2291.4,2315.5,2286.8,2332.9,2371.9,2413.2,2377.5,2385.1,2409.8,2389.4,2392.9,2370.1,2374.4,2391.0,2393.3,2321.8,2372.3,2387.4,2399.6,2376.2,2424.1,2419.2,2418.4,2391.8,2410.5,2418.4,2428.8,2438.5,2417.0,2398.6,2395.7,2391.1,2358.5,2293.1,2273.7,2315.8,2268.1,2267.2,2227.2,2197.7,2160.2,2206.8,2176.4
480,M,False,1789.6,1774.3,1773.9,1756.5,1781.5,1804.2,1816.2,1825.1,1820.4,1836.5,1839.2,1821.4,1834.3,1853.5,1827.9,1846.6,1879.6,1871.8,1896.7,1925.4,1921.7,1924.4,1925.4,1949.1,1966.4,1981.0,1977.5,1954.1,1962.9,1966.5,1951.7,1937.0,1944.2,1912.1,1899.1,1926.0,1909.5,1876.9,1906.2,1867.8,1884.5,1907.0,1921.5,1916.5,1918.5,1911.9,1928.2,1952.6,1990.1,2012.9
481,M,False,1762.3,1754.0,1757.5,1757.1,1770.8,1787.7,1792.7,1840.1,1839.8,1852.3,1881.9,1881.5,1892.2,1906.4,1908.1,1909.9,1940.4,1939.4,1949.6,1942.2,1968.7,1962.5,1979.5,1961.8,1960.3,1978.3,1980.1,1981.2,2008.4,2006.3,1986.1,2014.7,1995.9,2014.5,2071.5,2102.3,2144.2,2169.5,2191.2,2230.9,2249.6,2319.1,2329.3,2340.0,2336.8,2314.5,2293.0,2266.8,2268.0,2234.4
482,M,False,2685.1,2643.5,2635.6,2645.9,2654.4,2675.7,2672.4,2656.6,2692.4,2704.1,2764.8,2770.8,2761.0,2751.3,2768.8,2831.1,2827.6,2813.0,2841.0,2812.5,2810.1,2761.4,2731.2,2686.6,2681.4,2677.1,2641.0,2677.8,2662.6,2704.0,2699.1,2723.1,2702.4,2702.5,2727.3,2757.4,2750.6,2724.3,2723.8,2721.6,2764.9,2737.9,2696.6,2668.2,2699.6,2689.0,2697.6,2692.3,2696.8,2702.8
