,FLARE_TYPE,COINCIDENCE,MEANJZD_1,MEANJZD_2,MEANJZD_3,MEANJZD_4,MEANJZD_5,MEANJZD_6,MEANJZD_7,MEANJZD_8,MEANJZD_9,MEANJZD_10,MEANJZD_11,MEANJZD_12,MEANJZD_13,MEANJZD_14,MEANJZD_15,MEANJZD_16,MEANJZD_17,MEANJZD_18,MEANJZD_19,MEANJZD_20,MEANJZD_21,MEANJZD_22,MEANJZD_23,MEANJZD_24,MEANJZD_25,MEANJZD_26,MEANJZD_27,MEANJZD_28,MEANJZD_29,MEANJZD_30,MEANJZD_31,MEANJZD_32,MEANJZD_33,MEANJZD_34,MEANJZD_35,MEANJZD_36,MEANJZD_37,MEANJZD_38,MEANJZD_39,MEANJZD_40,MEANJZD_41,MEANJZD_42,MEANJZD_43,MEANJZD_44,MEANJZD_45,MEANJZD_46,MEANJZD_47,MEANJZD_48,MEANJZD_49,MEANJZD_50
1780,N,False,-0.31311,-0.48387,-0.76182,-0.5333,-0.83605,-0.47682,-0.49577,-0.65308,-0.81756,-0.90398,-0.61239,-0.73991,-0.87826,-0.62307,-0.56489,-0.38221,-0.40854,-0.20686,-0.36857,-0.29864,-0.39543,-0.70143,-0.58046,-0.16013,-0.303,-0.49908,-0.30601,-0.22849,-0.5034,-0.015169,0.3982,0.11281,0.38242,0.12209,0.16296,0.19998,0.012663,0.2399,-0.026926,0.30054,0.023424,0.17089,-0.10639,-0.033013,0.0016249,-0.14378,0.20322,0.14101,0.10259,-0.062599
1781,N,False,0.3421,0.1989,0.41563,0.02284,-0.072893,-0.10584,-0.21284,0.1552,0.18158,0.048448,-0.0079484,-0.15502,-0.28833,-0.11745,0.070279,0.070578,0.053219,0.014305,0.081155,-0.1276,0.25595,-0.25894,0.22815,-0.37522,-0.18426,-0.167,-0.095429,0.037237,-0.075109,-0.20268,-0.15736,-0.36661,-0.32916,-0.30899,0.015875,-0.2952,-0.28457,-0.15374,-0.28367,-0.2085,-0.38816,-0.44587,-0.41287,-0.19426,-0.12396,-0.42818,-0.11424,-0.12748,0.0014286,0.032242
1782,N,False,0.00058923,0.066358,0.027276,0.11373,0.12049,0.10765,0.041956,0.014076,0.037855,0.12469,0.059345,0.098133,0.057369,0.052039,0.055334,0.043715,0.051357,-0.039705,0.051722,0.070776,0.045321,0.04745,0.090872,0.059386,0.088977,0.10846,0.098652,0.088253,0.15284,0.2286,0.079249,0.098954,0.17742,0.22966,0.24102,0.20553,0.29652,0.29849,0.28628,0.29268,0.27199,0.23246,0.24117,0.19082,0.21823,0.15016,0.17661,0.14517,0.32023,0.27662
1783,N,False,1.4277,1.5087,1.3031,1.5357,1.4028,1.4629,1.4025,1.5457,1.2097,1.3319,1.2449,1.1598,1.2506,1.2194,1.2684,1.3166,1.4327,1.2719,1.4878,1.4403,1.4588,1.2853,1.212,1.3529,1.2482,1.2306,1.1425,1.1307,1.1703,1.1382,1.1935,1.1232,1.0601,1.102,1.0344,0.85836,1.0065,1.0666,1.0935,1.1262,1.0361,0.71844,0.90448,0.70643,0.90322,0.8805,0.97772,0.90136,0.89956,1.0628
1784,N,False,0.22522,0.10262,0.084378,0.09597,0.11233,0.10713,0.12298,0.25585,0.25086,0.27912,0.1134,0.17644,0.1345,0.18626,0.2515,0.099534,0.1842,0.011593,0.016467,0.11609,0.14187,0.11577,0.27083,0.32353,0.20619,0.19797,0.22507,0.19763,0.17746,0.38827,0.36713,0.36528,0.36729,0.27301,0.25467,0.28323,0.20629,0.30126,0.24148,0.37998,0.25434,0.13763,0.20349,0.24443,0.22563,0.30866,0.34375,0.46685,0.42623,0.35662
1785,N,False,-0.1367,0.32375,0.2157,0.26919,0.45442,0.32159,0.38529,0.34011,0.47711,0.43614,0.35106,0.45901,0.39616,0.77182,0.47875,0.45094,0.40563,0.21411,0.18646,0.22124,0.36783,0.42224,0.14535,0.34131,0.23257,0.142,0.22996,0.38575,0.49072,0.32075,0.30447,0.24292,0.24357,0.42729,0.23182,0.29771,0.37234,0.25723,0.20368,0.31518,0.4315,0.28618,0.42522,0.079774,-0.019632,0.31551,0.20376,0.1165,0.061057,0.3234
1786,N,False,-0.48214,-0.48041,-0.80435,-0.41917,-0.80671,-0.3747,-0.51536,-0.66649,-0.53567,-0.76515,-0.45516,-0.69228,-0.83087,-0.55373,-0.74085,-0.69942,-0.52665,-0.76846,-0.70269,-0.76702,-0.69783,-0.86082,-0.55898,-0.6094,-0.73261,-0.41419,-0.27082,-0.37612,-0.49751,-0.37063,-0.38796,-0.44107,-0.4151,-0.40162,-0.42171,-0.33124,-0.31618,-0.27015,-0.33214,-0.24277,-0.2812,-0.19606,-0.26157,-0.37369,-0.34703,-0.42594,-0.74766,-0.71996,-0.70831,-0.2566
1787,N,False,0.89169,0.83264,0.62981,0.76818,0.95522,0.76115,0.8319,0.90111,0.77981,0.90211,0.47305,0.75133,0.73872,0.54546,0.53515,0.75548,0.7025,0.68483,0.71668,0.79062,0.7811,0.69403,0.86803,0.73517,1.0569,1.0177,0.95968,0.96221,1.3379,1.0375,1.2785,1.2714,0.9048,0.94422,1.2416,1.0152,1.1319,1.1629,0.94542,0.84891,0.99842,1.0291,0.94219,1.0337,1.064,1.1551,1.1871,1.3053,0.9238,0.99727
1788,N,False,1.196,1.056,0.94197,1.0681,1.2922,1.1945,1.1641,0.83366,1.0219,1.0899,0.79952,1.2979,0.98034,1.3667,1.1103,1.0794,1.8263,1.1441,1.2803,1.0074,0.73717,1.5644,0.58304,1.6186,1.0478,1.2995,1.4592,1.143,1.1882,0.75703,0.94105,0.75095,0.96207,0.63277,0.56069,0.87606,0.53613,0.91754,0.66175,1.0182,0.69788,0.59517,0.87572,0.78851,0.65236,0.6393,0.40127,0.80658,0.4837,0.75046
1789,N,False,0.019357,-0.059175,0.14471,0.3147,0.38246,0.34794,0.36594,0.61579,0.26361,0.39122,0.13646,0.29571,0.46004,0.14421,0.43433,0.26096,0.31768,0.31273,0.04763,0.45219,0.10475,0.14898,0.10876,0.1263,0.23801,-0.070751,0.14565,0.23014,0.24317,0.014267,0.080696,0.24325,0.25437,0.16418,0.39785,0.37166,0.23415,0.026272,0.24126,0.19633,-0.067986,0.37163,-0.13378,0.13128,0.17604,0.26586,0.12628,0.22983,0.16564,0.32745
1790,N,False,0.029967,-0.10199,-0.31618,-0.27529,0.16389,0.15298,-0.1994,0.049491,-0.040048,0.021794,0.20144,0.094044,0.35327,0.16533,0.30218,0.29245,0.22432,0.33049,0.29839,0.20521,-0.043224,0.06796,0.3225,-0.19597,0.16962,-0.015682,-0.18345,-0.14465,-0.28132,-0.76102,-0.88799,-0.84285,-0.4479,-0.47155,-0.76324,-0.47272,-0.13964,-0.32457,-0.30153,0.050185,-0.21907,-0.41511,-0.038354,0.14396,0.083585,-0.13896,0.074078,-0.15396,-0.33304,-0.21419
1791,N,False,0.29758,0.25605,0.32782,0.21364,0.25407,0.23877,0.26554,0.24949,0.20715,0.33251,0.28651,0.23881,0.21889,0.28019,0.15924,0.15324,0.12667,0.13512,0.12045,0.31457,0.14303,0.24914,0.18412,0.33146,0.34547,0.2326,0.36189,0.4495,0.52048,0.5105,0.55091,0.37709,0.40721,0.4221,0.47614,0.26945,0.19832,0.30733,0.20418,0.20478,0.24949,0.37689,0.22063,0.29213,0.29417,0.23498,0.14465,0.1914,0.16863,0.2017
1792,N,False,0.23297,0.22129,0.31607,0.62649,0.60718,0.53226,0.40432,0.36737,0.38948,0.28363,0.37033,0.15228,0.33072,0.486,0.26341,0.49071,0.54497,0.4035,0.52523,0.35133,0.15296,0.048962,-0.040931,0.25847,0.27973,0.33378,0.23514,0.12381,0.072424,0.27614,0.37204,0.34919,0.13692,0.14636,0.24272,0.21083,0.19524,0.2836,0.12238,0.11609,0.40803,0.37429,0.21462,0.25991,0.19748,0.28665,0.46361,0.32566,0.47682,0.35959
1793,N,False,-0.55537,-0.19642,-0.2865,0.2272,-0.10015,-0.16166,-0.50878,-0.51159,-0.69226,-0.42647,-0.45964,-0.41845,-0.95389,-1.0486,-1.4433,-0.94309,-1.2018,-0.91513,-1.247,-0.75323,-0.79634,-0.80881,-0.74574,-0.74583,-0.63317,-0.70261,-0.37343,-0.54994,-0.4479,-0.38359,-0.4969,-0.16537,-0.12836,-0.053912,-0.28988,-0.24797,-0.16552,-0.29777,-0.11878,-0.45044,-0.02031,-0.10179,-0.46114,-0.4442,-0.28353,-0.39463,-0.58601,-0.79552,-0.57073,-0.80803
1794,N,False,0.06298,-0.20384,0.039069,0.34952,0.37422,0.19707,-0.10872,-0.10855,0.80169,0.19817,0.24959,0.68026,0.79649,1.139,1.24,1.5372,0.69255,1.4652,1.1034,0.80345,0.73658,0.71174,0.28536,0.58516,0.42739,0.51888,0.17071,0.85679,0.75934,0.52738,0.6838,0.77088,0.58185,0.62528,0.36202,0.43769,0.4201,0.51747,0.85516,0.80955,0.52668,0.41124,0.62231,0.80064,0.50785,0.58125,0.34014,0.50772,0.72298,0.57014
1795,N,False,0.43574,0.92864,0.15102,0.78235,1.0492,0.34477,0.56822,0.67448,0.38061,0.26116,-0.23315,-0.33879,-0.4893,-0.052835,-0.32389,-0.098551,-0.11183,-0.037409,-0.28441,0.582,0.56224,0.86587,0.70035,0.39748,-0.097182,0.66372,0.82537,0.54456,0.5129,0.7038,0.39355,0.31031,0.29165,0.27303,0.31355,0.58652,0.64336,0.39013,0.56797,0.17365,0.020668,0.45359,0.41996,0.58365,0.6585,0.46931,0.32826,0.65347,0.099659,0.5901
1796,N,False,0.098816,0.12989,0.23454,0.1557,0.15952,0.23707,0.24613,0.14186,0.17278,0.037892,0.096309,0.20459,0.078866,0.14848,0.091594,-0.1094,-0.3413,-0.49457,-0.44607,-0.63736,-0.5302,-0.61153,-0.43838,-0.41688,-0.52012,-0.40034,-0.44199,-0.31832,-0.39833,-0.34597,-0.16796,-0.032486,-0.22751,-0.38284,-0.024969,-0.0857,0.01084,-0.19262,-0.22531,-0.068559,0.043196,-0.099337,-0.11472,0.10347,-0.039878,-0.037407,-0.016553,0.032838,0.068027,-0.078649
1797,N,False,0.42183,0.38078,0.37627,0.4206,0.36467,0.41153,0.38391,0.37265,0.40317,0.39566,0.39622,0.42003,0.3535,0.32458,0.36352,0.31779,0.40182,0.31674,0.314,0.35824,0.3771,0.39174,0.32081,0.31682,0.33725,0.37544,0.38452,0.28951,0.33668,0.30918,0.27448,0.30108,0.3609,0.25959,0.33384,0.21592,0.25355,0.31335,0.26921,0.2764,0.26778,0.25501,0.2298,0.20919,0.19211,0.19925,0.17225,0.19299,0.24767,0.15323
1798,N,False,0.16269,-0.16798,-0.15318,-0.112,0.1816,0.061535,0.036104,0.024587,-0.024566,0.26186,-0.034567,0.27883,0.016709,-0.028864,-0.079625,-0.17305,0.040773,0.014821,-0.16318,0.091626,-0.44779,-0.46637,-0.74037,-0.32853,-0.16222,-0.35433,-0.5663,-0.42737,-0.48592,-0.33929,-0.025921,0.11414,-0.058763,0.093678,-0.045175,0.17151,0.20262,0.14058,0.3381,0.17225,0.34719,-0.13762,0.11179,0.075875,-0.074035,0.1616,0.075058,-0.070811,-0.15282,-0.12724
1799,N,False,-0.32144,-0.31632,-0.21148,-0.2293,-0.21832,-0.21884,-0.26945,-0.13792,-0.088944,-0.26665,-0.20263,-0.22091,-0.36057,-0.2449,-0.41699,-0.51335,-0.63475,-0.53303,-0.58831,-0.39949,-0.33423,-0.39012,-0.21756,-0.20106,-0.3035,-0.22075,-0.11703,-0.03936,-0.17619,-0.093822,-0.12058,-0.055734,-0.11553,-0.14264,-0.015549,-0.086938,0.092612,-0.097933,-0.11235,-0.14404,-0.084804,-0.03034,-0.013265,-0.19238,-0.1862,-0.17776,-0.20488,-0.2735,-0.025708,-0.13467
1800,N,False,0.26855,0.49493,0.69633,0.5078,0.23882,0.4712,0.73582,0.63747,0.70387,0.60707,0.67398,0.75859,0.49416,0.49209,0.44999,0.28489,0.59711,0.4466,0.61869,0.5883,0.45567,0.35694,0.49302,0.43687,0.32709,0.45411,0.33789,0.24848,0.25193,0.26591,0.26636,0.25624,0.29245,0.2157,0.13313,0.12884,0.17008,0.20794,0.17622,0.30191,0.15552,0.21896,-0.0038586,0.043574,0.15737,0.13585,0.21547,0.18902,0.065432,0.25828
1801,N,False,0.047412,0.060614,0.13342,-0.070935,0.052607,-0.035587,-0.030079,-0.10544,-0.089929,0.093842,0.080654,-0.13377,-0.14656,0.044014,0.13848,0.11721,0.20319,-0.060996,-0.067419,-0.086237,0.11379,0.19139,0.11245,0.11229,0.23313,0.050067,0.073117,0.32502,0.23799,0.19831,0.30324,0.24464,0.28797,0.30109,0.30458,0.20439,0.22274,0.30126,0.30283,0.17036,0.20933,0.15354,0.29869,0.077959,0.29061,0.18745,0.16795,0.039851,0.073946,0.093776
1802,N,False,0.92613,0.56575,0.33973,0.46473,0.62715,0.34007,0.78586,0.82523,0.9297,0.61694,0.79819,0.65973,0.46737,0.51098,0.31542,0.17885,0.13305,0.21419,0.13785,0.026231,-0.1869,0.0092484,0.21988,0.00054132,-0.27232,-0.11983,-0.068337,-0.038234,-0.1012,-0.091038,-0.36128,-0.26219,-0.50713,-0.32386,-0.1323,-0.32596,-0.28516,-0.38494,-0.24938,-0.30634,-0.26661,-0.22122,-0.21616,-0.23313,-0.089211,0.074291,-0.12352,-0.0064671,-0.16728,-0.049205
1803,N,False,0.11746,0.0033521,-0.08572,0.013912,0.03276,0.36138,0.33062,0.44408,0.81157,0.69327,0.50045,0.25839,0.061015,-0.26426,-0.27331,0.23746,0.23745,0.44568,0.38498,0.46604,0.60425,0.4109,0.57762,0.76654,0.49115,0.35423,0.4687,0.36583,0.22885,0.29609,0.29758,0.34842,0.5329,0.40136,0.50893,0.56688,0.75916,0.7503,0.8473,0.78663,0.73728,0.70203,0.84261,0.82886,0.71816,0.56173,0.64728,0.65222,0.54434,0.59599
1804,N,False,0.0052374,0.068359,0.16504,0.19511,0.11436,0.090711,0.077702,0.098693,0.072769,0.087966,0.09879,0.10014,0.071898,0.13515,0.090775,0.109,0.1245,0.048269,0.094103,0.069291,0.036069,-0.072601,-0.094849,-0.053748,-0.11729,-0.13902,-0.17558,-0.11008,-0.10634,-0.15911,-0.11399,-0.075744,-0.15785,-0.13412,-0.11969,-0.14234,-0.17431,-0.15569,-0.15695,-0.14513,-0.16496,-0.18215,-0.21682,-0.21062,-0.16121,-0.20368,-0.17541,-0.25438,-0.30505,-0.30969
1805,N,False,0.13466,0.16578,0.21778,0.13864,0.22219,0.1721,0.24091,0.29781,0.39563,0.32413,0.39311,0.36025,0.3923,0.42868,0.37074,0.33759,0.31361,0.30612,0.33871,0.36059,0.35032,0.29619,0.23638,0.29697,0.33766,0.28409,0.28725,0.33876,0.30016,0.25515,0.28525,0.28863,0.27713,0.21228,0.30145,0.24188,0.26983,0.2618,0.29748,0.30367,0.29214,0.30261,0.29761,0.29313,0.36015,0.35227,0.32254,0.35027,0.37086,0.34386
1806,N,False,0.48889,0.44503,0.39556,0.42327,0.50718,0.44466,0.43284,0.44499,0.425,0.34585,0.39892,0.40186,0.36217,0.4054,0.31943,0.39675,0.30771,0.39831,0.32398,0.35431,0.38147,0.33722,0.40453,0.25423,0.30101,0.34234,0.36829,0.30767,0.33526,0.24597,0.3399,0.24131,0.22901,0.25377,0.37477,0.38133,0.41255,0.37814,0.22841,0.32326,0.38536,0.37546,0.31259,0.35583,0.3981,0.37831,0.2718,0.35799,0.25113,0.23926
1807,N,False,1.2414,1.1093,1.1353,0.94086,0.8999,1.0179,1.0875,1.2346,0.99861,1.0811,1.1424,1.0941,0.96209,0.76847,1.1689,1.1303,1.1305,1.0196,0.9183,1.1521,0.97564,0.75396,0.99038,1.0536,0.97859,0.85099,0.94195,0.85636,1.1747,1.0697,0.99009,0.93311,0.88015,1.185,1.0407,1.1035,1.0809,0.92558,1.2319,1.0296,1.1178,1.0927,1.2751,1.0281,1.1291,1.0792,1.2923,1.4012,1.2915,1.2573
1808,N,False,0.18024,0.18232,0.19931,0.19413,0.16372,0.18621,0.18994,0.20608,0.19843,0.1938,0.19995,0.17046,0.19537,0.19073,0.21186,0.1365,0.1719,0.19625,0.2069,0.20491,0.21621,0.19884,0.19195,0.19601,0.2229,0.21018,0.2226,0.22041,0.19653,0.18586,0.18821,0.19666,0.18714,0.19676,0.18463,0.16472,0.15137,0.11347,0.17387,0.15868,0.13872,0.15356,0.16074,0.17339,0.16235,0.22015,0.18192,0.20361,0.23645,0.2256
1809,N,False,0.87908,0.94104,0.46787,0.26538,0.30329,0.040823,0.41042,0.28569,1.1531,0.9923,0.022095,-0.072237,0.50719,-0.1526,0.044738,-0.25545,0.24484,0.012849,0.3349,0.64404,0.76364,0.9772,0.40908,1.3267,1.5154,0.38234,0.83624,1.659,1.0818,1.2395,1.0507,1.3635,0.98341,0.81017,0.75876,0.97259,0.50635,0.67297,0.245,-0.0082923,0.091233,0.21061,-0.15616,0.12987,0.15112,-0.36256,-0.4981,-0.74998,-0.72538,-0.35452
1810,N,False,0.57856,0.44097,0.46456,0.52221,0.53373,0.60392,0.31834,0.51872,0.55708,0.55883,0.61127,0.64508,0.65564,0.66145,0.5801,0.59104,0.61306,0.64253,0.70131,0.62429,0.67002,0.57739,0.68448,0.71314,0.64923,0.54687,0.49439,0.61837,0.47837,0.61884,0.66318,0.53031,0.77244,0.72954,0.62917,0.53338,0.44925,0.54089,0.66146,0.64783,0.66659,0.74281,0.79612,0.56036,0.64357,0.55017,0.65691,0.52563,0.47759,0.6707
1811,N,False,-0.042968,-0.053062,-0.11145,-0.070389,-0.13983,-0.12336,-0.11464,-0.13017,-0.1838,-0.18918,-0.13043,-0.27113,-0.24946,-0.25651,-0.24768,-0.27333,-0.25482,-0.29092,-0.26875,-0.26936,-0.2738,-0.26832,-0.25678,-0.2508,-0.31159,-0.18747,-0.27513,-0.27708,-0.23491,-0.23613,-0.23982,-0.133,-0.14128,-0.17247,-0.095849,-0.10345,-0.04769,-0.092311,-0.020174,-0.0012007,-0.016986,-0.0054527,-0.012774,-0.0064031,-0.053807,-0.01828,-0.048685,-0.054256,-0.080546,-0.034126
1812,N,False,-0.41195,-0.26663,-0.39307,-0.41445,-0.38571,-0.76526,-0.70957,-0.36518,-0.37544,-0.28452,-0.19465,-0.24096,-0.40139,-0.71655,-0.38047,-0.78341,-0.32921,-0.40311,-0.14812,-0.27224,-0.19214,-0.16541,-0.070918,-0.0022361,-0.30692,-0.024937,-0.038713,-0.4813,-0.26626,-0.40107,-0.074476,0.36559,0.16328,0.18577,0.16713,-0.17404,-0.14348,-0.056234,0.059464,-0.15048,-0.14908,0.011534,-0.030235,-0.071498,0.25549,-0.23569,-0.28887,0.11508,-0.16817,0.081317
1813,N,False,0.1459,0.10232,0.17265,0.15801,0.043996,0.069585,-0.01714,-0.064368,0.09366,-0.02254,0.084613,0.057405,0.0077193,0.039851,0.034153,0.11911,-0.045722,0.0061319,0.1033,0.086166,0.073677,0.06058,0.27813,0.1774,0.17244,0.28473,0.29901,0.28326,0.29306,0.25156,0.27801,0.22664,0.22823,0.26304,0.24707,0.13416,0.14842,0.14893,0.19839,0.12571,0.11429,0.10792,0.13619,0.17589,0.34614,0.26732,0.20203,0.259,0.32351,0.34152
1814,N,False,-0.10612,-0.13905,-0.13645,-0.094592,-0.084997,-0.10057,-0.11011,-0.12181,-0.13809,-0.13121,-0.071283,-0.11897,-0.11782,-0.080219,-0.032244,-0.057059,-0.047528,-0.028232,-0.028322,0.0067634,0.0076567,0.033246,0.020897,0.033267,0.038136,0.025069,0.008471,0.027936,0.0204,0.022547,-0.015344,-0.0011894,0.021477,-0.055747,-0.027457,-0.028046,-0.037093,-0.01555,-0.015499,0.00212,0.0030485,0.026409,0.029874,0.054329,0.018927,0.046635,0.06496,0.037895,0.042597,0.077734
1815,N,False,0.28972,0.16728,0.21908,-0.025779,-0.13961,-0.093378,0.058936,0.11461,0.26048,0.20073,0.33373,0.27581,0.40391,0.023309,0.0077009,0.2812,0.29736,0.43549,0.13997,0.26857,0.31078,0.52172,0.60738,0.035256,0.62738,0.29354,0.72629,-0.0052712,0.42817,0.74122,0.24693,0.22432,0.17936,0.51211,0.39436,0.47428,0.62483,0.57669,0.57951,0.43844,0.52393,0.31,0.37248,0.54812,0.37816,0.56643,0.05124,0.11401,0.12518,0.45705
1816,N,False,0.30031,0.26319,0.34447,0.34867,0.31463,0.37553,0.3775,0.36465,0.33502,0.31856,0.36208,0.31075,0.39284,0.37668,0.38263,0.38089,0.37898,0.33478,0.30231,0.33184,0.31231,0.32243,0.28787,0.34378,0.35532,0.30799,0.30032,0.3807,0.4113,0.4325,0.38706,0.3736,0.35168,0.38506,0.32514,0.44043,0.41134,0.46248,0.42668,0.37967,0.42376,0.35113,0.35954,0.30872,0.35031,0.33357,0.38567,0.36782,0.34521,0.39111
1817,N,False,0.91165,0.79,0.63357,1.3411,0.88017,0.99288,0.86969,0.83385,1.4368,1.2625,0.97988,1.1038,1.4131,1.2258,0.8809,0.93248,1.0518,1.5612,1.661,1.4084,1.4149,1.8211,1.4009,1.5162,1.2384,1.4901,1.5604,1.2335,1.3163,1.6042,0.9685,1.1906,0.87136,0.72513,0.70029,0.71829,0.75823,0.6858,1.1106,1.0207,1.1663,1.0687,0.7967,0.98743,1.2628,1.4083,1.762,1.7665,1.2854,1.4748
1818,N,False,1.3481,1.6388,1.5352,1.4025,1.1077,1.5732,1.5268,1.4088,1.471,1.6325,1.4802,1.2106,1.5098,1.2565,1.45,1.2986,1.1818,0.74424,0.85661,0.70615,1.0058,1.1282,0.60529,0.85863,0.67144,0.80119,0.89027,0.85474,0.98382,1.0187,1.1585,0.97951,1.0858,0.98725,1.107,1.151,1.3326,0.8914,0.84191,0.97644,1.2193,0.90467,1.007,0.92843,0.57981,0.76353,0.94561,0.78205,0.60709,0.50143
1819,N,False,0.27254,0.35925,0.86072,0.84784,0.67708,0.69205,0.42032,-0.021804,-0.32375,0.39928,0.68803,0.40915,0.5251,0.47464,0.79741,-0.049458,0.56636,0.67153,0.85064,0.88283,0.93866,1.3014,1.2614,0.99317,1.418,1.7231,1.0586,1.1545,0.89366,1.0623,0.63625,1.3606,0.46939,0.18936,1.0548,0.93849,0.58428,0.60194,1.0899,0.883,0.58367,0.52009,0.4452,0.45657,0.62791,1.1127,0.67813,0.55169,0.45579,0.51201
1820,N,False,-0.031974,-0.0053667,0.12924,-0.058768,-0.0064081,0.0018691,-0.30635,0.031464,-0.14331,0.020719,-0.33832,-0.29261,-0.33667,-0.56534,-0.052275,0.42727,0.3804,0.21631,-0.15947,0.036471,0.21104,0.26829,0.22312,-0.08321,-0.018548,0.40125,0.39759,0.30429,0.44979,0.21084,0.43672,0.57749,-0.04376,0.22174,0.1011,-0.19385,0.10735,0.37989,0.21213,0.10758,-0.020382,-0.16751,0.17623,-0.18864,0.11347,0.36775,0.36939,0.87703,0.65721,0.91989
1821,N,False,-0.05861,0.045854,0.002818,-0.01178,0.074809,-0.16069,-0.0083408,-0.14067,-0.0014638,-0.088936,0.032674,0.043688,-0.096057,0.11005,-0.030734,-0.16456,-0.13099,-0.12849,-0.12148,0.0254,-0.0046423,-0.10754,-0.028073,-0.12902,-0.14945,-0.085064,-0.15334,-0.26328,-0.1808,0.089923,-0.10495,0.0035797,0.13579,0.10542,0.2654,-0.18378,-0.11581,0.017705,0.041412,0.038984,0.068248,0.13962,0.0039847,-0.15893,-0.24021,-0.12724,-0.16791,0.01513,-0.11142,-0.2924
1822,N,False,0.12901,0.14841,0.10045,0.10944,0.14299,0.19185,0.15476,0.15419,0.17836,0.1696,0.16038,0.22919,0.17842,0.218,0.18802,0.23245,0.26859,0.30034,0.27842,0.23377,0.27396,0.27645,0.25141,0.24054,0.2694,0.26349,0.23434,0.21414,0.22556,0.16348,0.14443,0.17077,0.12967,0.10231,0.079466,0.04586,0.11095,0.11592,0.064176,0.06954,0.067832,0.055842,0.078631,0.094674,0.091076,0.1105,0.1089,0.11885,0.20242,0.18771
1823,N,False,0.13554,0.14925,0.12764,0.12901,0.14841,0.10045,0.10944,0.14299,0.19185,0.15476,0.15419,0.17836,0.1696,0.16038,0.22919,0.17842,0.218,0.18802,0.23245,0.26859,0.30034,0.27842,0.23377,0.27396,0.27645,0.25141,0.24054,0.2694,0.26349,0.23434,0.21414,0.22556,0.16348,0.14443,0.17077,0.12967,0.10231,0.079466,0.04586,0.11095,0.11592,0.064176,0.06954,0.067832,0.055842,0.078631,0.094674,0.091076,0.1105,0.1089
1824,N,False,-0.00058479,-0.38338,-0.01508,0.1355,0.1648,0.20826,-0.33879,0.026838,0.038091,0.032177,0.12161,0.018017,0.12184,-0.0020684,0.26847,0.029746,0.041834,0.31346,0.41154,0.078399,0.16052,0.082404,0.12729,0.08567,0.17435,0.38662,0.1494,0.11937,0.15953,0.062492,0.2453,0.43426,0.22375,0.23626,0.15519,0.14959,0.16785,0.18088,0.29372,0.30523,0.35982,0.068747,-0.077824,0.17582,0.058617,0.039422,0.12519,0.28155,0.20274,0.172
1825,N,False,-0.022249,-0.13901,-0.093028,0.021258,0.24206,0.11643,-0.036781,0.047426,0.066116,0.27473,0.19912,0.22203,0.21272,0.057865,0.19853,0.31071,0.035423,-0.0128,0.042436,0.086925,-0.031623,-0.013385,-0.061337,0.18505,0.15027,0.18449,0.18141,0.1104,0.17266,0.24539,0.034395,0.15675,0.084462,0.16721,0.2721,0.26967,0.043498,0.0090865,0.068171,0.19142,0.072317,-0.057072,0.13069,0.0067129,0.0929,0.073772,0.036677,0.13256,0.058093,0.045317
1826,N,False,0.19402,0.12064,0.27734,0.087436,0.07151,0.2128,0.15644,0.17465,0.22065,0.088927,0.13592,0.096353,-0.064413,-0.087207,-0.097308,0.15777,0.18996,0.41292,0.58692,0.68287,0.69066,0.66834,0.69525,0.75161,0.61864,0.27883,0.38896,0.42213,0.44726,0.4223,0.28802,0.27629,0.45921,0.51982,0.27856,0.29565,0.33461,0.1657,0.28394,0.27034,0.20324,0.35015,0.39331,0.23191,0.44032,0.27852,0.35977,0.38193,0.38723,0.44663
1827,N,False,0.46481,0.42358,0.5241,0.55478,0.64633,0.30473,0.63957,0.33936,0.43983,0.55941,0.72461,0.34693,0.77319,0.69951,0.82773,0.88807,0.82277,0.87321,0.83113,0.76854,0.81113,0.56017,0.81773,0.40359,0.24927,0.24131,0.4495,0.40059,0.37737,0.28898,0.26013,0.63403,0.72004,0.64019,0.40513,0.74195,0.839,0.81419,0.9684,0.88951,1.1981,1.2263,0.986,0.7709,1.2275,0.82539,0.94643,1.352,1.3192,1.139
1828,N,False,0.70001,0.73188,0.79885,0.67362,0.72898,0.74644,0.67533,0.64578,0.65605,0.61575,0.61323,0.64215,0.58118,0.59885,0.68023,0.57929,0.66891,0.70651,0.7257,0.76983,0.73913,0.6996,0.74563,0.6841,0.72641,0.76042,0.69869,0.65102,0.65177,0.68493,0.66127,0.66672,0.5688,0.58417,0.5909,0.60973,0.57966,0.55447,0.58627,0.6312,0.61643,0.66917,0.73749,0.70373,0.78913,0.73264,0.71093,0.69897,0.71313,0.66038
1829,N,False,0.41602,0.45761,0.16131,0.46777,0.65433,0.66159,0.34673,0.86579,0.80117,0.40105,0.49018,0.38786,0.33,0.0011548,0.31322,0.16894,0.19366,0.60588,0.38673,0.35188,0.52546,0.4907,0.46809,0.16917,0.18678,0.17845,0.22962,0.25085,0.10581,0.036658,-0.2979,-0.28008,-0.29144,-0.26623,-0.40825,-0.1543,-0.39438,-0.27091,0.075459,-0.22931,-0.045384,-0.12812,0.08889,-0.0018506,0.22388,0.03373,-0.0087931,0.13033,-0.008204,-0.208
