,FLARE_TYPE,COINCIDENCE,MEANJZD_1,MEANJZD_2,MEANJZD_3,MEANJZD_4,MEANJZD_5,MEANJZD_6,MEANJZD_7,MEANJZD_8,MEANJZD_9,MEANJZD_10,MEANJZD_11,MEANJZD_12,MEANJZD_13,MEANJZD_14,MEANJZD_15,MEANJZD_16,MEANJZD_17,MEANJZD_18,MEANJZD_19,MEANJZD_20,MEANJZD_21,MEANJZD_22,MEANJZD_23,MEANJZD_24,MEANJZD_25,MEANJZD_26,MEANJZD_27,MEANJZD_28,MEANJZD_29,MEANJZD_30,MEANJZD_31,MEANJZD_32,MEANJZD_33,MEANJZD_34,MEANJZD_35,MEANJZD_36,MEANJZD_37,MEANJZD_38,MEANJZD_39,MEANJZD_40,MEANJZD_41,MEANJZD_42,MEANJZD_43,MEANJZD_44,MEANJZD_45,MEANJZD_46,MEANJZD_47,MEANJZD_48,MEANJZD_49,MEANJZD_50
529,C,False,-0.084258,0.057738,0.034347,-0.034103,-0.06849,-0.059376,0.0034319,-0.038393,0.069,-0.14199,0.017088,-0.014725,0.072399,-0.056152,-0.076298,-0.15178,-0.13829,-0.15825,-0.15592,-0.12878,-0.13733,0.048418,0.0087479,0.08072,-0.05963,-0.010118,-0.012117,-0.033879,0.060356,0.013556,-0.097006,-0.11077,-0.079744,-0.09678,-0.21452,0.14247,-0.024265,0.081694,-0.050285,-0.085239,-0.064227,-0.058695,-0.05308,-0.086807,0.072787,0.050676,0.10249,0.058292,0.23723,0.16923
530,C,False,-0.94766,-0.72622,-0.76407,-0.53098,-0.4465,-0.74603,-0.32057,-0.5499,-0.40926,-0.41204,-0.56849,-0.70216,-0.46343,-0.54129,-0.33758,-0.65885,-0.64144,-0.77271,-0.31073,-0.58741,-0.85175,-0.39284,-0.54636,-0.77763,-0.59725,-0.34186,-0.5756,-0.33909,-0.38908,-0.43597,-0.25906,-0.39226,-0.45378,-0.47064,-0.48286,-0.5174,-0.37621,-0.41283,-0.27591,-0.5061,-0.39481,-0.11153,-0.53447,-0.3618,-0.54333,-0.34138,-0.39053,-0.36089,-0.18955,-0.42548
531,C,True,0.18808,0.23583,0.23866,0.248,0.24358,0.24023,0.23572,0.21855,0.22244,0.17398,0.18902,0.19127,0.18193,0.19638,0.21198,0.25393,0.21143,0.21587,0.24495,0.27552,0.25599,0.25912,0.22473,0.22434,0.20419,0.2715,0.19551,0.19437,0.23458,0.26875,0.24324,0.19417,0.22275,0.20219,0.23221,0.20794,0.21888,0.13988,0.20252,0.21915,0.19979,0.24923,0.23353,0.21477,0.24277,0.21966,0.22073,0.21221,0.17857,0.21528
532,C,False,0.51761,0.54544,0.42631,0.41254,0.40902,0.39908,0.30612,0.3471,0.3893,0.29434,0.46421,0.41609,0.43225,0.46093,0.52497,0.53989,0.58456,0.50758,0.53071,0.5613,0.48202,0.44776,0.47863,0.51254,0.43634,0.38088,0.33009,0.33753,0.31172,0.22979,0.31748,0.28927,0.3491,0.33874,0.4207,0.40922,0.47747,0.39778,0.38924,0.39549,0.4625,0.44541,0.43705,0.52644,0.48607,0.50851,0.50473,0.46123,0.48704,0.4173
533,C,False,0.11246,-0.01925,0.11987,-0.028412,0.011798,-0.061734,0.0019533,0.034846,-0.10091,-0.065268,-0.075389,-0.068864,0.0012085,0.057794,0.046807,0.14442,0.034123,0.24238,0.16425,0.12139,0.19803,0.22197,0.2577,0.12434,0.2907,0.32371,0.33158,0.38818,0.26879,0.12397,0.16935,0.090699,0.15728,0.2403,0.37749,0.25738,0.31067,0.36279,0.2918,0.42774,0.39595,0.35229,0.31244,0.3712,0.30168,0.12386,0.2069,0.23495,0.29332,0.42021
534,C,False,0.086336,0.056482,0.10772,0.049741,0.085803,0.13389,0.080321,0.094526,0.055681,0.080123,0.13326,0.12568,0.11191,0.081303,0.022226,0.040267,0.08145,0.035577,0.067487,0.046797,0.04384,0.038694,0.037794,0.017053,-0.0066637,0.0014624,-0.024313,0.036008,0.021227,0.035869,0.041014,0.029944,0.0090312,0.02081,0.041078,0.040785,0.073094,0.042191,0.025498,0.07655,0.091557,0.054069,0.080145,0.072967,0.067591,0.05744,0.088007,0.077023,0.063314,0.10895
535,C,True,0.065427,-0.00079765,-0.037716,0.27668,0.053032,0.23104,0.14235,-0.035144,0.22195,-0.43342,-0.45591,-0.17899,-0.39465,-0.29958,-0.40336,-0.4137,-0.55585,-0.47999,-0.59658,-0.24279,0.11033,0.045726,-0.21284,-0.19076,-0.059193,0.21345,-0.010271,-0.049708,0.10337,0.00081089,0.070487,0.21207,0.095088,0.06378,0.21979,0.16874,0.087185,0.12957,0.14902,0.14447,0.55396,-0.14142,0.20018,0.049688,-0.044044,0.0053282,0.062217,0.15998,-0.12238,-0.036004
536,C,True,-0.0961,-0.16013,-0.028538,-0.073102,-0.036043,-0.12934,-0.15441,-0.16271,-0.14265,-0.13363,-0.13273,-0.11221,-0.11789,-0.12467,-0.059444,-0.10361,-0.07273,-0.062386,-0.1104,-0.080236,-0.10614,-0.096201,-0.018746,-0.053794,-0.093248,-0.069146,-0.046971,-0.10666,-0.098337,-0.12707,-0.10185,-0.12758,-0.052217,-0.069634,-0.12762,-0.11349,-0.060609,-0.07805,-0.11607,-0.048634,0.033876,-0.057447,-0.092495,-0.066615,-0.029956,0.0070952,-0.045853,-0.069086,-0.035504,-0.070873
537,C,False,0.0043721,0.098406,0.12347,0.12983,0.099267,0.060314,0.039463,0.011234,0.018095,0.064239,0.045721,0.027657,0.098621,-0.090048,0.01397,0.044129,-0.078138,0.052347,-0.0039989,-0.025293,0.0073651,0.061865,-0.048982,-0.05969,-0.066751,-0.05193,0.0042763,0.025004,-0.10285,-0.1178,-0.051561,0.072481,0.13633,0.020203,0.13151,0.13336,0.16217,0.091429,0.14137,0.16177,0.12618,0.11659,0.11441,0.13858,0.12379,0.069429,0.084063,0.11722,0.055047,-0.013319
538,C,False,0.5514,0.60666,0.68158,0.61096,0.65406,0.78776,0.794,0.92075,0.86161,0.92384,0.95166,0.7381,0.9018,0.77962,0.81559,0.74418,0.65274,0.62984,0.70254,0.68922,0.67113,0.74259,0.55342,0.59426,0.63291,0.69368,0.75371,0.70098,0.64274,0.68684,0.63658,0.72236,0.63376,0.71757,0.67871,0.68521,0.79896,0.72983,0.77539,0.68672,0.68566,0.76238,0.75145,0.74203,0.68323,0.81682,0.76563,0.65699,0.71877,0.67933
539,C,False,0.13844,0.19241,0.25219,0.14478,0.055739,0.14422,0.067611,0.014807,0.10534,0.16079,0.006704,0.16043,0.18272,0.081394,0.18977,0.10365,0.13516,0.18669,0.1881,0.17573,0.2561,0.23422,0.2718,0.2384,0.32838,0.31888,0.29758,0.33475,0.23119,0.27376,0.15701,0.25522,0.34616,0.23861,0.31983,0.31594,0.37881,0.5387,0.46635,0.3523,0.37423,0.42515,0.43907,0.38326,0.37507,0.39091,0.4654,0.40897,0.39074,0.38518
540,C,False,0.11685,0.0022331,0.00090634,-0.031989,-0.058735,0.0075656,-0.092498,0.0092142,-0.036659,0.10198,0.015478,0.044976,0.13785,0.081971,-0.080649,0.046338,0.11767,0.038274,0.13003,-0.011569,0.12358,-0.014222,-0.085082,-0.051697,-0.11108,-0.11558,-0.074265,-0.082662,-0.15967,-0.13866,-0.17358,-0.14437,-0.05838,-0.075339,-0.021124,0.049,0.081279,0.10538,0.14409,0.16546,0.12336,0.22642,0.12238,-0.020649,-0.064723,-0.035723,-0.033691,-0.057384,-0.074046,0.00021688
541,C,False,0.12313,0.12347,0.19523,0.13664,0.15831,0.16057,0.066403,0.057561,0.024003,0.043558,-0.032607,-0.015553,0.026383,0.010603,0.031778,0.054559,0.032792,0.060334,0.038294,0.078703,0.08361,0.094876,0.10808,0.1285,0.1162,0.18845,0.10932,0.094636,0.14822,0.091053,0.089742,0.068469,0.082748,0.063593,0.099664,0.085457,0.079902,0.091115,0.08285,0.085652,0.077683,0.12793,0.091929,0.040681,0.089281,0.10083,0.14744,0.11376,0.17493,0.14877
542,C,False,-0.25827,-0.15159,0.0044946,-0.17208,-0.030023,-0.014089,-0.23731,-0.097397,0.13241,0.05388,-0.10567,-0.040792,-0.10836,0.14504,-0.056937,0.038075,0.01608,0.057613,0.10103,0.054172,0.010174,-0.088922,-0.043928,-0.098245,-0.14637,0.018444,-0.15934,-0.058431,-0.14489,-0.075412,-0.07541,-0.113,0.063864,-0.051409,-0.0556,-0.041503,-0.11152,-0.0042557,0.038212,-0.0038824,-0.01987,0.05561,0.044184,0.023044,-0.0017293,-0.047573,-0.035576,0.012654,-0.060836,-0.040553
543,C,False,0.15465,0.17027,0.12427,0.149,0.17651,0.17518,0.17046,0.18468,0.1928,0.23145,0.27964,0.22672,0.1858,0.26563,0.24532,0.2245,0.18064,0.23181,0.18831,0.19789,0.17454,0.23032,0.22938,0.21571,0.29985,0.24201,0.31131,0.27651,0.33541,0.30047,0.25043,0.26658,0.23955,0.26614,0.18354,0.25316,0.29402,0.30596,0.30454,0.30281,0.32153,0.33263,0.32376,0.35829,0.37221,0.37642,0.38861,0.40493,0.33974,0.3365
544,C,False,-0.21673,-0.17945,-0.15543,-0.11914,-0.1221,-0.11371,-0.067224,-0.054428,-0.066018,-0.044599,-0.083861,-0.04036,-0.049178,-0.047225,-0.030258,-0.041771,-0.059418,-0.055107,-0.038584,-0.017638,-0.06707,-0.068244,-0.07726,-0.086068,-0.068563,-0.07934,-0.097963,-0.09782,-0.099133,-0.089367,-0.10568,-0.089552,-0.091963,-0.034606,-0.062078,-0.090542,-0.028754,-0.069753,-0.038046,-0.033254,-0.027671,-0.034943,-0.02913,-0.047213,-0.028834,-0.049755,-0.049831,-0.05187,-0.010023,-0.066977
545,C,True,0.030202,0.036511,0.028427,0.0065346,0.034557,0.0694,0.023376,0.098501,0.058811,0.031479,0.070005,0.2232,0.13083,0.22036,0.13185,0.19449,0.057044,0.1996,0.13062,0.12331,0.19878,0.17115,0.13173,-0.022955,0.1313,0.082705,0.11845,0.071296,0.13777,0.11212,0.18795,0.15333,0.17067,0.30243,0.24754,0.27972,0.3614,0.34844,0.37933,0.35958,0.43434,0.31203,0.37554,0.33523,0.37702,0.3816,0.36303,0.34053,0.3141,0.33602
546,C,False,-0.060243,-0.064097,-0.0323,-0.069501,-0.030409,-0.07321,-0.078022,-0.053475,-0.043678,-0.021142,-0.081776,-0.11766,-0.082101,-0.12217,-0.1102,-0.12212,-0.12085,-0.16052,-0.12998,-0.1543,-0.09939,-0.088159,-0.091044,-0.13977,-0.1268,-0.13519,-0.10947,-0.15642,-0.095136,-0.11248,-0.12667,-0.107,-0.16658,-0.16231,-0.19425,-0.24963,-0.12922,-0.18619,-0.2011,-0.2063,-0.18239,-0.18313,-0.24732,-0.22018,-0.22124,-0.21749,-0.24885,-0.27302,-0.18874,-0.28974
547,C,False,0.1514,0.17648,0.38714,0.34082,0.31592,0.45891,0.38746,0.28343,0.28965,0.55634,0.52115,0.56639,0.45944,0.61822,0.49407,0.55483,0.43637,0.66136,0.66385,0.70876,0.54787,0.70719,0.58909,0.81447,0.78282,0.59933,0.54558,0.77103,0.62194,0.37537,0.85364,0.73845,0.81776,0.72556,0.82577,0.7043,0.85454,0.58243,0.64279,0.70024,0.78036,0.72126,0.49666,0.46453,0.48965,0.45594,0.71532,0.44665,0.63828,0.56171
548,C,False,0.17416,0.36212,0.1821,0.20094,0.19961,0.25342,0.25411,0.20576,0.22633,0.25389,0.27278,0.27219,0.3081,0.36347,0.10265,0.19822,0.22308,0.24948,-0.052933,0.24677,0.16119,0.17042,0.30344,0.14619,0.16953,0.29825,0.42821,0.21729,0.19955,0.17488,0.10184,0.15142,0.15941,0.016305,0.2285,0.0064395,0.25601,0.10187,0.069959,-0.0003812,0.13655,0.076049,0.1943,0.1679,0.096558,0.23745,0.29746,0.17046,0.077151,0.042591
549,C,False,-0.0124,-0.0027405,-0.0058658,0.0083407,0.00083048,-0.024664,0.0019325,-0.0073036,-0.020407,-0.049373,0.017361,-0.06879,-0.05196,0.0043929,-0.057752,-0.084263,-0.12813,-0.11406,-0.14129,-0.20254,-0.15877,-0.15853,-0.14188,-0.22508,-0.17987,-0.24938,-0.22376,-0.059417,-0.14329,-0.078447,-0.15066,-0.15738,-0.15824,-0.12499,-0.11864,-0.12736,-0.17219,-0.19315,-0.20344,-0.2361,-0.24189,-0.30246,-0.31079,-0.27353,-0.37832,-0.32217,-0.36985,-0.33858,-0.2865,-0.3493
550,C,True,0.059329,0.2549,0.024217,0.10908,0.087241,0.12785,0.13557,0.18396,0.14988,0.30143,0.23493,0.31654,0.38905,0.27611,0.29042,0.30642,0.33495,0.43685,0.40933,0.33022,0.3822,0.29983,0.37483,0.32043,0.42046,0.42875,0.39907,0.47344,0.45008,0.38125,0.43707,0.38271,0.36301,0.44396,0.38108,0.37829,0.38556,0.29868,0.41044,0.29312,0.44126,0.41316,0.38051,0.52121,0.54338,0.42259,0.52376,0.4463,0.55226,0.47775
551,C,False,0.43016,0.27859,0.37036,0.35536,0.39553,0.33917,0.4793,0.45215,0.35515,0.74634,0.6121,0.35108,0.68661,0.70235,0.56083,0.43982,0.52787,0.52464,0.38929,0.51402,0.45465,0.51009,0.72127,0.61591,0.67537,0.75038,0.66076,0.88172,0.75947,0.59724,0.95056,1.0628,0.99413,0.73057,0.82543,0.71192,0.47757,0.64847,0.62409,0.59683,0.52904,0.54883,0.51163,0.88027,0.50482,0.77025,0.52209,0.58894,0.59172,0.78751
552,C,False,-0.2329,-0.24601,-0.24896,-0.18596,-0.18537,-0.17565,-0.16747,-0.15121,-0.13327,-0.21732,-0.1183,-0.086638,-0.080851,-0.13067,-0.10039,-0.10577,-0.04346,-0.051747,-0.092982,-0.12167,-0.097627,-0.072882,-0.090858,-0.097641,-0.083038,-0.1097,-0.11799,-0.05585,-0.063971,-0.067695,-0.086749,-0.1031,-0.034604,-0.027211,-0.023926,-0.047941,-0.069166,-0.025771,-0.10734,-0.09751,-0.035579,-0.028116,-0.083214,-0.12177,-0.10636,-0.088585,-0.087658,-0.11862,-0.10514,-0.12677
553,C,False,0.0,1.1923,-0.78068,-0.39849,0.6825,0.87129,-1.2202,0.31862,0.85225,-1.509,-1.0864,-0.24075,0.36356,1.1375,0.59891,-0.10252,0.12153,0.86421,0.045441,1.065,1.2881,1.1885,1.2832,1.0553,1.184,1.515,1.2267,1.4666,1.4741,1.3988,1.1729,1.2193,1.1021,0.87072,0.91062,1.0167,0.93026,0.75846,0.9748,0.89303,0.83863,0.8179,0.89251,0.8734,0.83834,0.8542,0.95739,0.5704,0.95732,0.56202
554,C,True,0.11017,0.073761,0.14322,0.14755,0.14146,0.12821,0.1517,0.15958,0.12542,0.14298,0.17416,0.14202,0.13111,0.19426,0.21346,0.18476,0.20442,0.24919,0.15276,0.17787,0.16294,0.18981,0.1958,0.20342,0.18598,0.19674,0.18383,0.18409,0.21762,0.2512,0.23004,0.20018,0.12968,0.19019,0.19113,0.20927,0.18371,0.17941,0.17368,0.16191,0.14294,0.17346,0.14471,0.10182,0.067067,0.097254,0.12335,0.14728,0.17514,0.11917
555,C,False,-0.60917,-0.30627,-0.34455,-0.14117,-0.42254,-0.66764,-0.52588,-0.43644,-0.45786,-0.44938,-0.26364,-0.30246,-0.10374,-0.087636,-0.27165,-0.069223,-0.21213,-0.10584,-0.39111,-0.53588,-0.48716,-0.2353,-0.25296,0.0090845,-0.093273,-0.11479,-0.021732,-0.23025,0.034885,-0.10694,0.043623,0.32964,-0.026693,0.086162,0.033719,0.24968,0.50229,0.36214,0.50358,0.44489,0.22904,0.040223,0.23261,-0.16703,-0.07448,0.089929,0.057715,0.079939,0.038288,0.004761
556,C,False,0.36004,0.64621,0.3749,0.44255,0.42012,0.48357,0.57751,0.75566,0.58363,0.79262,0.38386,0.94738,0.49239,0.26962,0.25171,0.32341,0.58009,0.24722,0.19562,0.22785,0.11451,0.22278,0.28851,0.26665,0.19852,0.22005,0.19553,0.14855,0.12733,0.11546,0.063677,0.044016,0.085074,0.1323,0.11907,0.09584,0.070895,0.11107,0.108,0.077023,0.064692,0.10349,0.18878,0.078839,0.086145,0.060403,0.023768,0.044349,0.025805,0.059611
557,C,False,-0.25342,-0.14932,-0.099854,-0.35761,-0.28945,-0.32007,-0.5298,-0.2165,-0.542,-0.35679,-0.58557,-0.65478,-0.62392,-0.78191,-0.35013,-0.38169,-0.60094,-0.60267,-0.59831,-0.76698,-0.31225,-0.47553,-0.50617,-0.6436,-0.57603,-0.3966,-0.47279,-0.34972,-0.50454,-0.43789,-0.45289,-0.64999,-0.38643,-0.37496,-0.47128,-0.37199,-0.35268,-0.28509,-0.24861,-0.17147,-0.15542,0.051314,-0.00030958,-0.20575,0.003805,-0.21409,-0.17521,-0.2793,-0.19041,-0.2166
558,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3058,-0.81452,-2.773,0.92642,0.6079,1.2193,1.0788,2.3519,0.59623,0.29968,1.3441,1.0947,0.47907,0.41665,0.38763,0.2114,0.41042,0.14983,0.29126,0.27178,0.20575,0.29071,0.33343,0.22385,0.26362,0.26162,0.11813,0.21971,1.0035,0.23985,0.20728,0.31881,0.24007,0.34325,0.20229,0.31561,0.3785,0.3978,0.17731,0.26651
559,C,False,0.48771,0.39766,0.48368,0.51331,0.48502,0.52456,0.47297,0.47733,0.39896,0.37424,0.41013,0.48433,0.38419,0.38064,0.4306,0.54864,0.40795,0.39393,0.40918,0.3925,0.38766,0.4608,0.42231,0.49302,0.46155,0.44061,0.39437,0.41995,0.37616,0.3361,0.24601,0.24279,0.21094,0.23345,0.17564,0.20828,0.29545,0.2056,0.2278,0.28667,0.20781,0.19333,0.29188,0.28162,0.24545,0.27748,0.28391,0.24272,0.25787,0.27508
560,C,False,-0.024254,0.0095765,-0.022303,0.0387,0.072932,0.085341,-0.010378,-0.021924,-0.04957,-0.0076566,-0.036667,-0.03646,-0.048139,-0.056408,-0.090119,-0.06967,-0.092636,-0.068684,-0.056803,-0.038024,-0.057679,-0.011651,-0.0026102,0.0082822,-0.015904,-0.019211,-0.0043707,-0.016455,-0.037158,-0.025655,-0.033029,-0.066402,-0.086736,-0.014899,-0.039138,-0.081207,-0.079436,-0.063147,-0.061402,-0.060446,-0.068321,-0.078468,-0.024491,-0.068803,-0.093481,-0.032607,-0.047467,-0.099193,-0.11823,-0.12226
561,C,False,-0.018945,-0.045255,-0.052228,-0.042913,-0.11791,-0.089675,-0.04415,-0.096984,-0.082818,-0.025348,-0.038593,-0.11355,-0.010679,0.0035567,-0.0071679,0.025272,0.024104,0.034431,-0.05322,-0.067316,-0.061816,-0.029669,-0.057516,-0.11359,-0.17311,-0.048511,-0.17852,-0.212,-0.245,-0.35003,-0.26475,-0.26362,-0.26008,-0.45076,-0.39009,-0.22904,-0.2387,-0.12093,-0.20015,-0.21057,-0.085403,-0.18538,-0.10806,-0.13958,-0.061844,-0.017133,-0.10543,-0.080767,-0.17926,-0.19685
562,C,False,-0.066632,-0.073899,-0.065859,-0.038851,-0.058634,-0.023108,-0.039093,-0.075364,-0.086116,-0.10441,-0.11633,-0.16342,-0.13888,-0.14812,-0.15974,-0.15497,-0.092975,-0.15502,-0.14828,-0.16324,-0.19887,-0.16683,-0.16727,-0.22683,-0.16056,-0.15793,-0.20572,-0.16715,-0.14589,-0.12833,-0.16412,-0.15711,-0.16868,-0.15771,-0.1738,-0.1341,-0.15789,-0.14159,-0.14299,-0.14663,-0.072136,-0.032519,-0.11712,-0.097233,-0.13365,-0.12526,-0.079988,-0.0098279,-0.12207,-0.03742
563,C,False,0.74503,0.68917,0.57056,0.4099,0.26535,0.27253,-0.062303,0.0016331,0.044491,0.26212,0.19749,0.37026,0.23567,0.12894,0.20044,0.080344,-0.0090686,0.043813,0.23174,0.31483,0.081803,0.15973,0.20962,0.086898,-0.032262,-0.049524,0.076151,0.21321,0.049066,0.12245,0.045344,0.14629,0.042475,0.030202,-0.095523,0.05269,-0.115,0.046786,0.25432,0.15299,0.11015,-0.12328,0.076058,-0.12784,-0.20222,-0.19692,0.055833,0.15237,0.14986,0.18975
564,C,False,-0.041198,-0.086497,-0.10491,-0.066611,-0.099326,-0.065325,-0.026425,-0.011048,-0.051599,-0.015008,-0.0668,-0.05479,0.0016378,-0.035439,-0.0083328,-0.01208,0.0048178,-0.010327,0.016901,0.020539,-0.01205,-0.0030408,-0.0044032,-0.022801,0.0496,0.024975,-0.0010592,0.038929,0.040236,0.049979,0.0069938,-0.026088,-0.0032899,-0.02093,0.011708,0.020145,0.032521,-0.019409,-0.0013795,-0.034863,-0.0085666,0.034861,0.024181,-0.0068594,-0.017723,-0.049695,-0.078523,0.03581,0.0076067,-0.024752
565,C,True,0.24751,-0.018994,0.43345,-0.21042,0.097252,-0.012567,-0.17836,-0.73517,-0.27319,-0.31005,-0.187,-0.076159,-0.27628,-0.12633,-0.070501,-0.32621,0.13319,0.053993,-0.065848,0.11625,0.073692,0.040708,0.12256,0.1441,0.24586,0.251,0.26079,0.19692,0.23297,0.43512,0.33068,0.29302,0.29054,0.25044,0.46256,0.23329,0.26082,0.17815,0.2033,0.10251,-0.010014,-0.0070811,0.035196,0.025396,-0.019128,-0.063594,0.016743,0.020492,-0.018641,0.066032
566,C,False,-0.03438,-0.067017,0.061526,-0.067529,-0.050905,-0.15397,-0.13981,-0.17177,-0.30723,-0.15017,-0.019722,0.10109,-0.041815,-0.22177,0.0074634,0.1102,-0.020834,-0.092305,-0.088911,-0.033776,-0.084358,-0.035148,-0.13682,-0.13849,-0.20961,-0.24817,0.011571,-0.063243,-0.042832,-0.036738,0.046093,0.098659,-0.01532,-0.067775,-0.025979,-0.029964,0.060892,0.015619,-0.035649,0.094285,-0.006213,-0.18166,-0.022886,-0.154,-0.038363,-0.077115,-0.035208,-0.10032,-0.12339,-0.072738
567,C,False,0.051441,0.0036948,0.011375,0.088418,0.11931,0.096096,0.025309,0.090865,0.082952,0.07755,0.068766,0.067143,0.016192,0.019506,0.060707,0.046602,0.089258,0.032259,0.056117,0.055687,0.091888,0.044521,0.014613,0.046896,0.023905,-0.02147,-0.062903,-0.0094282,-0.0011274,0.008035,-0.031161,-0.047594,-0.017668,0.0056499,-0.0013215,-0.1065,-0.028133,-0.064871,-0.05945,-0.12703,-0.068796,-0.093703,-0.071615,-0.11901,-0.038093,-0.054838,0.0063711,-0.031407,-0.015742,-0.060623
568,C,False,0.13161,0.14669,0.13477,0.1324,0.090093,0.17351,0.11043,0.084321,0.14479,0.14837,0.12967,0.080738,0.10918,0.097139,0.14358,0.11305,0.12385,0.12158,0.11594,0.16336,0.10269,0.13705,0.15528,0.11375,0.16554,0.11904,0.090126,0.062993,0.10043,0.11593,0.070872,0.14606,0.09486,0.052297,0.02032,-0.03469,0.026639,0.059577,0.015978,0.12805,0.059943,0.070626,0.035788,0.039588,0.1114,0.096934,0.088364,0.17738,0.13143,0.1825
569,C,False,0.26454,0.4934,0.21111,0.29269,0.30212,0.25032,0.20432,0.13744,0.094913,0.26559,0.38376,0.11299,0.35564,0.35494,0.27302,0.4465,0.31871,0.54699,0.59134,0.5158,0.39953,0.24046,0.53474,0.32787,0.41838,0.53604,0.54488,0.53895,0.34635,0.30246,0.49688,0.66209,0.4493,0.44067,0.3728,0.47873,0.64631,0.64043,0.52329,0.71769,0.47056,0.57244,0.50422,0.44653,0.29433,0.29048,0.54224,0.68301,0.59444,0.71492
570,C,False,0.29678,0.28312,0.28207,0.30418,0.34585,0.32308,0.29248,0.29963,0.24837,0.14293,0.11312,0.0073124,-0.057889,-0.074277,-0.0076343,0.033857,-0.032839,0.029367,0.083473,0.13508,0.10192,0.15748,0.20014,0.22608,0.19077,0.29246,0.28181,0.2324,0.22636,0.18158,0.19991,0.28373,0.24782,0.17886,0.29994,0.25795,0.24886,0.21611,0.18071,0.19103,0.25392,0.19804,0.25491,0.19041,0.13861,0.18093,0.12185,0.10102,0.12441,0.10037
571,C,False,-0.45736,-0.44878,-0.56951,-0.54636,-0.55987,-0.54142,-0.57709,-0.5425,-0.60365,-0.56641,-0.57084,-0.56142,-0.60684,-0.40964,-0.48179,-0.46615,-0.39266,-0.47697,-0.42565,-0.40671,-0.41086,-0.41532,-0.38577,-0.31343,-0.3565,-0.31341,-0.30578,-0.25761,-0.31275,-0.24444,-0.31764,-0.36576,-0.38214,-0.49629,-0.48947,-0.5402,-0.71817,-0.57525,-0.57062,-0.58204,-0.6438,-0.56612,-0.50678,-0.51995,-0.52231,-0.52617,-0.41545,-0.42615,-0.48798,-0.42382
572,C,True,-0.046417,-0.019386,-0.03639,-0.013374,-0.043192,0.002923,0.0038977,0.064395,0.035248,0.055922,0.018103,0.041828,0.033226,0.00080599,4.3266e-05,-0.011993,-0.0070947,-0.038795,4.3051e-05,-0.031767,-0.073491,-0.040464,-0.053481,-0.069399,-0.080902,-0.099361,-0.08473,-0.11403,-0.058672,-0.05454,-0.073026,-0.082344,-0.090569,-0.045739,-0.049509,-0.064072,-0.078064,-0.11242,-0.12056,-0.094842,-0.08564,-0.020078,-0.077957,-0.11729,-0.076148,-0.087023,-0.053176,-0.051177,-0.036279,-0.014437
573,C,False,-0.039622,-0.050388,-0.087948,-0.090574,-0.086025,-0.021014,-0.064351,-0.083351,-0.04267,-0.02208,-0.03745,-0.05426,-0.04798,-0.052777,-0.089982,-0.082818,-0.12338,-0.02795,-0.048467,-0.033538,-0.085694,-0.062173,-0.13936,-0.05448,-0.15489,-0.16328,-0.16236,-0.13964,-0.11215,-0.21045,-0.095318,-0.18539,-0.19223,-0.15318,-0.17196,-0.078418,-0.15178,-0.19022,-0.28503,-0.12031,-0.1794,-0.15992,-0.17646,-0.25222,-0.12865,-0.22933,-0.16864,-0.20808,-0.14442,-0.19748
574,C,False,0.16807,0.20618,0.2298,0.19463,0.17719,0.20241,0.21735,0.23865,0.13262,0.17675,0.18252,0.15918,0.11723,0.15906,0.19714,0.19185,0.14124,0.13134,0.12806,0.095452,0.11274,0.11603,0.16228,0.18039,0.19247,0.15121,0.22287,0.23145,0.20731,0.18218,0.16667,0.23912,0.16971,0.22201,0.20639,0.20655,0.15784,0.22988,0.25392,0.18222,0.22014,0.17276,0.17504,0.1489,0.18577,0.17459,0.14277,0.18325,0.11585,0.13282
575,C,False,0.015272,0.045218,0.0069306,-0.016752,0.016923,-0.056563,-0.10367,-0.13139,-0.12285,-0.070585,-0.025437,-0.013976,-0.067232,-0.00053519,0.041023,-0.066205,-0.033246,-0.05002,-0.057248,-0.044842,-0.059599,-0.042684,-0.020547,-0.041898,-0.048881,-0.018142,-0.0316,-0.034539,-0.031043,-0.082145,-0.059084,-0.052223,-0.11245,-0.16629,-0.16354,-0.17256,-0.10967,-0.10294,-0.13792,-0.077834,-0.14311,-0.19008,-0.18881,-0.14801,-0.12226,-0.029302,-0.098951,-0.082125,-0.14538,-0.12463
576,C,False,0.29072,0.32784,0.29257,0.29801,0.26798,0.32411,0.28061,0.2661,0.26473,0.29803,0.32789,0.31112,0.32347,0.30361,0.28545,0.30662,0.31049,0.33488,0.30128,0.34173,0.37541,0.33476,0.33758,0.34139,0.38079,0.35903,0.36781,0.32837,0.33903,0.30823,0.36795,0.3559,0.31798,0.34363,0.34244,0.30255,0.30678,0.33237,0.26582,0.29049,0.27333,0.25504,0.29851,0.23956,0.30236,0.32013,0.35942,0.37073,0.37052,0.3949
