,FLARE_TYPE,COINCIDENCE,AREA_ACR_1,AREA_ACR_2,AREA_ACR_3,AREA_ACR_4,AREA_ACR_5,AREA_ACR_6,AREA_ACR_7,AREA_ACR_8,AREA_ACR_9,AREA_ACR_10,AREA_ACR_11,AREA_ACR_12,AREA_ACR_13,AREA_ACR_14,AREA_ACR_15,AREA_ACR_16,AREA_ACR_17,AREA_ACR_18,AREA_ACR_19,AREA_ACR_20,AREA_ACR_21,AREA_ACR_22,AREA_ACR_23,AREA_ACR_24,AREA_ACR_25,AREA_ACR_26,AREA_ACR_27,AREA_ACR_28,AREA_ACR_29,AREA_ACR_30,AREA_ACR_31,AREA_ACR_32,AREA_ACR_33,AREA_ACR_34,AREA_ACR_35,AREA_ACR_36,AREA_ACR_37,AREA_ACR_38,AREA_ACR_39,AREA_ACR_40,AREA_ACR_41,AREA_ACR_42,AREA_ACR_43,AREA_ACR_44,AREA_ACR_45,AREA_ACR_46,AREA_ACR_47,AREA_ACR_48,AREA_ACR_49,AREA_ACR_50,AREA_ACR_51,AREA_ACR_52,AREA_ACR_53,AREA_ACR_54,AREA_ACR_55,AREA_ACR_56,AREA_ACR_57,AREA_ACR_58,AREA_ACR_59,AREA_ACR_60,AREA_ACR_61,AREA_ACR_62,AREA_ACR_63,AREA_ACR_64,AREA_ACR_65,AREA_ACR_66,AREA_ACR_67,AREA_ACR_68,AREA_ACR_69,AREA_ACR_70,AREA_ACR_71,AREA_ACR_72,AREA_ACR_73,AREA_ACR_74,AREA_ACR_75,AREA_ACR_76,AREA_ACR_77,AREA_ACR_78,AREA_ACR_79,AREA_ACR_80,AREA_ACR_81,AREA_ACR_82,AREA_ACR_83,AREA_ACR_84,AREA_ACR_85,AREA_ACR_86,AREA_ACR_87,AREA_ACR_88,AREA_ACR_89,AREA_ACR_90,AREA_ACR_91,AREA_ACR_92,AREA_ACR_93,AREA_ACR_94,AREA_ACR_95,AREA_ACR_96,AREA_ACR_97,AREA_ACR_98,AREA_ACR_99,AREA_ACR_100,AREA_ACR_101,AREA_ACR_102,AREA_ACR_103,AREA_ACR_104,AREA_ACR_105
1576,N,False,47.126,50.104,52.228,53.44,56.559,60.921,63.825,66.463,70.602,73.334,74.941,78.962,83.091,86.379,92.386,96.167,98.673,99.341,104.55,106.74,110.95,113.69,115.19,121.6,121.94,123.02,126.99,130.52,132.01,133.61,137.79,139.7,147.08,149.01,151.64,154.47,158.98,159.76,162.51,166.18,170.75,171.12,170.53,167.32,168.68,173.34,175.32,178.61,183.41,187.84,191.0,193.44,193.21,194.54,198.92,201.88,203.4,203.96,207.99,207.99,206.59,206.69,205.12,203.2,206.91,208.48,207.78,210.78,212.58,215.85,221.38,220.48,224.82,225.06,229.03,232.79,231.62,235.56,236.55,240.61,240.8,240.81,240.91,246.0,248.41,251.71,256.88,257.06,259.23,258.48,255.95,251.85,249.47,248.64,249.93,258.17,258.49,258.9,258.11,256.73,253.93,255.45,258.82,254.78,255.4
1577,N,False,713.97,717.44,718.99,714.32,721.14,714.57,712.77,712.68,724.75,724.34,726.41,730.65,722.69,726.29,727.5,721.82,725.25,722.89,719.67,719.97,722.27,718.02,704.19,703.03,698.2,695.91,696.56,698.18,691.66,686.0,684.48,678.9,671.38,671.65,670.75,668.41,672.54,668.55,664.55,661.07,659.68,658.19,659.47,658.78,655.55,650.57,645.58,640.14,640.89,633.93,628.5,630.21,638.44,625.88,626.3,618.41,616.55,616.03,613.24,612.89,608.25,599.57,598.37,595.65,586.07,589.64,587.83,586.09,583.96,581.88,580.63,577.32,577.57,571.96,572.63,570.21,562.52,555.75,554.97,543.25,541.02,537.59,535.81,530.56,525.82,520.76,510.57,507.49,504.93,495.34,494.87,481.07,474.67,464.02,463.93,464.7,463.79,460.9,461.41,454.78,450.64,445.61,434.73,433.96,432.51
1578,N,False,414.43,417.32,422.05,420.31,416.23,416.7,419.32,415.01,418.83,422.76,423.1,425.93,423.34,423.91,420.46,422.59,429.11,432.52,430.92,428.6,428.8,428.58,433.09,428.83,427.69,426.17,426.48,422.3,422.74,416.44,419.58,421.0,418.68,414.73,411.83,416.41,420.65,416.34,417.79,421.64,422.15,415.76,420.59,423.3,423.91,419.08,423.77,423.81,419.76,419.33,419.57,418.55,421.85,424.31,423.87,423.45,425.9,421.46,418.27,417.03,418.73,420.76,418.73,417.5,412.85,406.74,406.78,405.13,408.8,407.49,409.74,406.95,407.69,414.2,413.64,411.41,410.91,413.97,410.55,411.31,409.64,407.39,404.19,399.23,400.55,400.02,397.63,394.24,397.94,399.01,397.23,399.22,396.12,390.66,395.02,393.34,391.6,394.11,397.36,394.48,397.2,391.93,395.39,394.28,393.83
1579,N,False,84.531,83.245,84.142,84.471,85.61,85.146,86.048,86.852,84.8,83.425,85.572,85.471,85.279,86.494,84.943,86.409,85.658,85.661,82.919,83.588,83.934,84.633,83.128,84.4,85.49,85.407,85.411,85.09,83.439,84.991,85.654,85.463,83.078,83.27,81.596,80.429,79.051,77.801,77.654,77.58,75.579,77.501,76.76,76.941,78.713,78.402,79.166,80.77,80.264,79.348,80.885,79.969,79.717,80.422,77.416,76.554,79.634,80.157,80.676,82.084,82.274,82.242,82.172,81.991,81.407,79.119,78.221,76.578,74.698,74.625,76.399,74.391,74.59,74.654,76.143,77.593,77.024,77.237,75.975,75.489,72.801,72.366,70.875,67.41,67.3,68.618,68.866,67.887,67.499,69.408,68.791,68.451,69.675,67.41,68.497,68.342,64.342,63.636,64.079,65.574,63.5,64.262,65.253,64.604,62.94
1580,N,False,1099.5,1096.1,1097.3,1109.7,1105.9,1111.4,1106.1,1106.6,1098.3,1096.8,1100.3,1100.0,1097.4,1103.8,1101.2,1109.6,1118.1,1105.4,1106.0,1109.2,1112.1,1104.2,1109.8,1102.9,1082.6,1087.9,1107.4,1111.2,1112.6,1084.7,1087.3,1103.7,1101.0,1100.5,1102.7,1098.9,1088.6,1098.2,1108.8,1112.6,1113.6,1118.6,1121.2,1114.9,1116.2,1109.4,1101.8,1099.8,1096.0,1098.0,1099.2,1093.6,1091.6,1085.8,1097.9,1100.6,1099.5,1100.5,1097.9,1099.6,1100.2,1103.8,1105.5,1104.4,1114.0,1101.1,1110.6,1117.2,1113.7,1110.9,1111.2,1109.9,1107.9,1104.7,1110.5,1106.9,1110.0,1103.0,1100.4,1096.6,1103.6,1098.6,1105.6,1108.4,1106.4,1108.4,1109.0,1110.8,1107.8,1109.7,1112.9,1115.0,1119.3,1111.2,1108.7,1103.5,1099.4,1093.7,1090.8,1097.0,1092.1,1098.2,1099.5,1101.0,1092.5
1581,N,False,48.098,46.673,47.34,48.264,48.684,48.612,48.488,48.272,48.207,48.195,49.203,47.783,47.388,47.022,46.108,44.905,45.329,44.25,45.626,43.478,43.252,43.292,42.623,43.455,44.078,44.884,45.422,43.427,42.824,41.074,40.349,39.782,39.89,38.894,38.604,39.948,39.77,40.823,40.366,39.182,37.907,36.782,37.136,35.675,34.668,33.956,33.384,34.192,33.182,31.772,31.044,31.125,30.832,32.022,31.169,31.912,32.506,31.442,30.699,31.239,30.828,30.139,29.507,29.212,28.403,29.438,30.522,30.333,30.768,29.002,28.749,28.563,26.572,26.099,25.335,24.98,24.62,24.252,23.323,23.128,23.158,22.445,22.306,22.907,22.936,23.084,22.596,22.109,22.423,22.164,22.138,22.916,22.538,21.641,21.732,22.171,21.911,20.255,19.588,19.969,18.712,20.379,19.883,19.852,19.059
1582,N,False,655.07,653.57,658.84,657.61,662.45,665.08,665.75,659.88,661.22,657.62,659.59,657.31,659.23,654.2,654.18,648.77,649.26,656.09,654.32,652.89,649.92,645.63,647.9,647.08,637.58,638.3,639.21,642.05,639.87,637.35,636.77,637.19,630.22,632.98,637.25,634.35,629.82,627.72,627.85,625.82,616.74,620.76,617.36,619.13,611.35,613.22,610.99,617.14,620.88,623.72,620.76,618.83,617.68,620.13,624.98,625.27,619.54,615.31,618.07,622.05,618.97,615.85,616.1,614.7,613.42,615.77,617.63,621.08,620.4,617.53,611.73,611.74,608.51,609.0,605.04,605.44,605.99,607.07,608.96,606.34,597.34,596.29,596.88,592.27,592.72,594.03,601.58,595.41,601.68,600.95,594.64,595.28,597.48,593.51,598.94,597.65,593.78,595.0,596.87,593.37,593.11,592.6,587.67,591.47,591.15
1583,N,False,109.97,109.7,109.87,106.71,108.26,108.04,105.11,103.89,107.95,107.17,107.81,107.94,108.2,110.18,109.45,110.49,109.93,109.11,107.29,107.07,107.77,107.6,107.86,105.96,104.41,107.09,104.46,101.53,100.02,101.02,102.62,101.76,100.12,99.739,101.21,99.658,99.278,99.594,101.07,100.44,100.41,100.12,98.968,96.813,100.2,98.865,100.66,99.241,98.51,100.52,100.53,101.98,99.655,100.71,101.72,101.44,101.11,99.651,102.23,101.82,103.49,102.58,104.16,106.35,102.07,102.23,104.12,104.18,102.42,101.15,98.305,97.71,99.157,97.258,98.195,101.0,100.56,101.12,102.19,103.18,107.39,110.47,111.69,110.24,111.09,112.4,112.44,115.44,118.39,116.85,114.77,113.44,115.53,112.98,112.96,112.41,113.31,111.85,112.37,112.86,115.84,119.44,121.35,124.44,125.13
1584,N,False,583.83,588.56,586.4,585.47,587.23,588.41,585.77,594.21,592.87,597.78,604.06,604.75,604.89,603.25,606.05,601.61,598.94,606.6,600.56,594.26,596.77,591.55,592.08,591.26,593.85,594.34,599.03,601.37,603.19,603.35,600.67,600.05,596.27,595.82,591.24,588.43,591.86,588.41,589.02,589.55,587.38,587.03,585.57,583.31,583.92,580.93,578.51,578.75,580.0,575.66,576.93,577.39,577.3,578.04,581.66,581.69,581.09,579.78,579.49,579.24,578.41,576.59,578.25,580.45,582.87,582.18,584.69,580.28,583.32,588.29,595.3,592.39,598.71,597.87,597.87,595.99,595.93,597.3,601.28,605.88,602.37,605.31,605.51,602.76,603.48,601.44,601.74,594.45,593.01,593.46,593.61,599.0,594.89,589.9,591.65,592.92,596.72,599.08,592.67,597.65,599.18,596.85,594.45,591.5,595.78
1585,N,False,1587.0,1578.0,1573.3,1569.5,1572.7,1567.0,1571.4,1565.1,1564.4,1558.8,1563.6,1560.7,1563.0,1563.2,1562.0,1568.6,1562.8,1565.0,1562.2,1562.5,1559.8,1558.9,1559.9,1564.8,1566.8,1571.3,1561.3,1567.5,1575.2,1575.0,1582.9,1589.8,1591.3,1593.4,1600.2,1596.5,1594.1,1584.3,1580.3,1576.9,1578.9,1579.2,1574.9,1578.2,1582.2,1589.8,1592.7,1600.9,1590.5,1590.4,1588.3,1590.5,1584.0,1585.0,1587.1,1586.8,1587.0,1584.6,1584.4,1587.0,1570.5,1568.8,1571.0,1573.5,1565.2,1576.0,1572.1,1569.6,1574.7,1581.5,1575.2,1571.2,1572.2,1562.8,1555.4,1552.3,1555.4,1547.3,1549.1,1545.7,1547.0,1547.0,1543.5,1540.6,1543.1,1541.0,1536.3,1538.1,1541.3,1552.9,1543.2,1534.9,1528.2,1522.1,1508.5,1512.4,1512.4,1503.4,1501.0,1494.8,1496.5,1494.5,1488.3,1492.1,1489.6
1586,N,False,44.44,42.99,41.733,42.344,42.453,42.366,43.474,42.698,41.767,41.588,41.513,42.411,42.366,41.887,42.625,44.406,44.968,45.492,44.751,45.895,45.617,45.723,41.926,43.057,42.286,42.04,42.308,46.061,47.249,49.151,49.928,50.084,49.445,49.52,48.288,49.951,48.82,49.328,50.125,49.711,51.112,49.688,51.339,51.219,53.106,54.768,56.009,54.967,53.447,55.991,56.426,55.963,55.931,56.328,55.471,56.937,57.836,58.853,58.382,57.441,55.633,54.145,56.412,55.823,54.456,54.544,56.139,53.989,52.964,53.535,52.903,52.302,51.141,50.797,49.571,49.272,45.166,45.559,45.453,44.734,42.345,41.775,42.795,41.101,38.775,40.675,40.096,40.176,39.638,39.453,40.44,42.167,43.823,28.307,28.191,28.348,28.054,28.501,28.665,29.346,28.259,32.518,32.71,31.772,31.296
1587,N,False,867.1,866.82,870.45,871.75,876.37,870.6,875.04,879.42,872.7,873.7,868.95,873.88,868.21,874.98,874.32,872.59,872.21,873.66,873.32,873.68,871.64,871.95,875.92,873.15,871.43,863.53,852.59,854.08,854.74,849.83,847.39,848.83,844.54,843.07,846.79,842.04,847.46,840.15,841.32,837.27,832.38,829.32,823.48,825.24,822.5,825.72,820.38,824.54,827.27,817.06,822.85,829.63,826.29,831.84,834.29,839.6,843.13,843.15,839.38,840.2,830.5,831.57,836.24,830.24,835.97,834.41,832.53,836.23,834.84,837.4,850.21,853.01,852.18,857.16,860.15,868.63,869.3,865.88,870.96,872.27,876.08,876.39,871.27,867.66,867.13,861.22,866.55,870.96,867.13,858.68,856.26,855.24,853.46,858.46,867.35,855.25,860.43,861.11,859.73,860.48,867.7,865.23,856.2,855.75,858.79
1588,N,False,173.93,176.76,175.93,172.89,171.35,172.14,176.32,178.19,177.41,174.03,174.35,177.2,172.16,172.47,169.76,166.26,167.71,165.77,166.16,165.96,165.65,169.54,170.51,171.22,171.23,173.98,177.47,176.06,176.36,176.82,180.12,180.95,183.68,186.66,187.71,190.73,189.65,188.88,188.58,189.44,188.4,190.27,189.4,187.36,191.55,190.4,189.91,194.64,196.94,201.12,201.63,201.66,203.81,205.88,206.9,209.36,208.73,207.26,208.94,208.66,204.41,206.71,207.81,212.38,212.47,211.35,217.24,217.1,219.11,217.15,215.48,217.81,218.52,220.37,218.86,218.18,214.98,216.85,217.6,218.93,218.31,218.43,220.45,220.27,218.3,220.97,217.66,216.34,214.76,214.9,215.76,214.42,215.8,219.64,217.98,217.35,218.92,217.13,217.01,220.29,218.87,222.0,223.6,227.59,227.29
1589,N,False,36.705,38.217,40.405,40.812,41.17,41.333,40.909,41.362,42.626,42.786,42.083,43.581,42.732,41.546,43.041,42.687,43.979,44.377,43.194,42.12,41.797,41.902,41.257,41.131,40.957,40.93,40.422,38.636,38.041,38.349,38.366,37.961,37.464,37.491,37.123,36.383,35.84,34.965,34.672,35.45,35.651,34.598,33.4,32.951,33.066,32.012,31.667,30.708,29.753,30.712,29.017,28.752,28.741,28.114,26.003,25.524,24.577,25.494,24.09,23.281,22.383,22.839,22.733,23.0,21.826,21.537,22.035,23.13,23.72,24.079,23.602,22.571,22.603,22.499,22.4,23.124,22.511,21.762,21.707,22.611,22.554,22.084,21.383,21.554,21.819,20.663,20.651,20.637,20.354,20.299,18.827,19.824,20.139,19.536,18.935,17.692,17.0,17.493,17.394,17.294,17.334,16.961,16.591,16.673,16.527
1590,N,False,51.895,53.815,52.699,53.24,53.49,54.56,55.452,56.944,54.645,55.432,56.31,55.233,53.554,54.004,54.221,53.785,56.737,56.758,54.906,54.882,56.222,55.573,54.687,53.741,55.281,54.352,54.294,55.121,54.059,55.635,54.78,55.934,53.899,53.697,54.988,51.597,52.542,54.64,54.287,55.908,56.179,57.416,57.575,59.109,59.196,58.978,58.262,60.064,59.391,57.872,56.781,57.798,57.646,58.852,60.225,61.711,61.036,62.308,59.355,60.262,60.209,60.856,60.042,59.41,58.879,59.997,58.485,57.413,57.258,54.885,54.369,53.624,54.304,53.645,55.438,55.394,54.821,55.869,54.65,55.002,54.023,52.176,52.995,51.568,51.083,49.219,50.181,49.014,49.554,52.139,49.859,49.25,47.535,47.018,47.246,49.871,49.259,48.885,50.506,50.083,50.861,50.578,50.624,51.674,51.438
1591,N,False,19.36,19.551,19.032,19.41,18.373,18.375,18.426,19.325,19.658,20.036,19.614,19.57,19.052,19.479,20.473,20.288,18.73,18.781,18.117,18.451,18.312,17.607,17.279,17.47,16.948,17.139,17.046,16.857,16.666,17.657,17.33,17.514,18.98,21.484,24.0,26.132,27.893,28.408,29.972,31.399,32.258,34.015,35.396,35.585,35.071,35.883,36.602,36.658,35.624,38.615,40.889,41.885,43.032,43.942,43.474,44.147,43.829,46.4,46.46,45.193,46.963,47.877,49.22,47.609,49.818,51.313,55.38,57.007,58.118,59.564,61.302,62.799,63.247,63.837,65.571,66.598,67.244,65.832,66.292,66.651,68.785,67.949,68.175,68.832,67.512,68.693,68.91,67.41,67.384,67.84,68.321,68.201,68.711,70.044,70.499,72.03,71.732,72.913,74.046,74.519,73.86,74.239,73.936,72.815,73.827
1592,N,False,95.383,94.404,95.295,93.406,92.91,91.544,90.705,89.967,89.713,90.607,91.848,92.331,92.081,90.906,92.343,91.073,92.57,94.248,93.705,94.326,96.014,94.694,97.178,96.742,95.29,96.204,96.491,97.178,97.366,100.06,98.935,97.567,99.812,98.849,100.33,100.82,102.13,103.7,104.21,104.35,106.12,105.5,107.54,109.95,112.66,110.64,110.36,114.21,116.19,115.41,115.08,115.83,116.77,120.73,119.81,118.69,119.05,119.11,119.97,120.03,122.76,122.89,123.06,122.35,122.52,122.37,121.56,118.56,116.95,119.8,120.02,120.1,118.27,118.56,118.44,118.85,118.64,116.37,119.58,118.4,117.53,116.97,118.44,117.02,118.15,116.43,114.8,113.99,113.05,114.3,112.85,112.77,113.78,111.12,110.46,109.99,108.45,108.65,107.51,105.55,105.73,105.53,103.46,104.52,102.15
1593,N,False,144.96,145.57,146.47,144.9,145.51,145.77,146.53,145.69,144.52,145.13,144.47,143.76,141.31,141.39,141.88,141.64,142.27,142.17,142.7,142.64,140.13,139.75,139.92,139.82,140.67,141.07,139.37,137.46,137.68,136.54,138.17,137.35,138.07,139.28,139.82,140.12,139.93,141.56,141.88,143.86,147.08,147.62,151.1,149.93,150.38,152.59,152.95,155.25,152.68,153.71,152.32,151.74,150.52,150.12,150.3,150.62,150.8,149.01,149.91,151.57,150.77,149.34,149.43,149.36,150.09,149.51,150.24,149.9,149.15,145.4,148.15,147.45,150.69,147.12,145.92,146.57,146.32,146.11,148.2,147.5,146.98,146.73,145.37,147.64,146.64,145.5,147.08,146.84,146.74,146.01,146.22,143.16,141.71,142.42,141.33,142.66,143.45,143.12,144.53,144.08,142.64,142.09,141.01,142.07,141.44
1594,N,False,45.052,45.259,43.422,44.112,43.564,44.462,45.914,44.023,45.783,45.823,44.093,44.312,42.733,41.499,43.984,42.735,43.803,42.053,41.072,40.616,41.159,41.978,40.618,40.386,40.937,40.562,41.825,42.832,45.12,46.56,47.235,47.769,49.573,51.377,53.807,53.922,56.58,57.359,59.255,59.678,59.31,60.872,62.992,63.191,64.694,67.204,68.935,68.425,70.847,70.291,71.144,72.601,73.447,73.589,72.745,73.665,74.718,73.049,74.396,74.538,73.039,74.573,74.601,73.396,71.407,71.607,70.636,69.853,70.148,69.411,66.838,65.74,68.093,65.247,66.78,65.763,66.474,66.984,67.366,68.672,69.519,69.58,70.274,68.994,70.974,68.699,68.146,66.094,65.927,65.527,65.352,63.036,64.785,67.217,63.119,63.326,62.294,61.717,61.11,61.456,63.085,62.006,61.71,60.97,63.224
1595,N,False,103.4,103.49,102.32,103.65,99.812,98.377,97.037,99.604,99.834,101.3,102.21,101.78,100.99,101.81,101.07,101.94,100.83,102.99,101.87,103.19,103.43,103.84,102.32,101.99,103.18,102.72,102.49,104.69,103.03,102.71,102.62,102.58,101.19,99.989,98.661,101.15,98.719,99.046,101.12,103.2,100.91,100.59,99.995,101.43,99.911,100.05,100.47,99.383,99.395,97.647,97.648,99.026,101.06,98.455,101.04,99.667,97.103,96.738,96.701,96.726,95.034,96.424,95.101,94.099,95.593,95.739,96.258,96.365,94.585,97.874,96.73,97.716,99.116,101.17,98.977,99.461,100.3,98.691,100.88,101.82,101.83,99.816,101.28,100.97,100.21,100.61,103.95,104.74,104.79,106.2,108.78,109.82,112.21,111.68,114.45,113.63,116.34,116.14,114.74,114.07,114.38,112.83,117.82,117.48,119.13
1596,N,False,147.25,146.64,144.31,145.28,147.0,147.59,152.82,154.3,159.35,160.69,163.83,164.54,162.79,159.94,159.95,161.51,162.05,160.0,160.6,162.01,156.31,159.33,157.03,152.74,152.34,150.94,152.57,160.78,160.72,156.73,156.82,156.53,154.7,154.13,155.77,155.82,152.77,156.67,155.47,158.61,156.65,160.45,155.93,153.6,154.82,152.94,154.49,150.46,154.27,151.69,151.74,153.08,155.27,155.22,154.74,151.57,152.55,153.45,152.22,151.44,149.96,152.45,152.02,152.66,152.61,149.55,151.42,151.96,150.18,150.78,153.6,156.35,153.36,159.92,160.95,159.06,158.36,160.63,157.81,157.81,159.56,160.0,164.54,160.84,163.38,162.64,165.4,168.78,166.8,167.38,166.74,168.05,169.93,173.58,170.7,169.82,167.2,169.91,167.22,166.51,164.54,166.02,164.88,165.33,163.88
1597,N,False,123.21,120.36,120.31,119.59,119.96,121.27,118.71,118.16,118.42,117.68,116.19,116.1,116.89,117.7,119.09,117.7,117.03,116.4,111.97,112.75,114.23,113.51,114.39,115.29,114.97,116.24,118.09,114.95,115.77,114.58,113.8,113.39,116.58,114.11,113.1,114.77,112.33,114.02,111.74,111.14,114.09,114.8,113.5,112.1,114.18,116.26,116.32,114.55,113.8,114.56,119.3,119.27,121.73,121.53,122.23,123.09,119.27,119.57,117.99,118.11,121.35,119.68,118.38,119.52,119.82,120.54,119.84,122.71,122.07,121.78,119.8,119.92,118.36,117.53,117.39,116.0,114.4,116.54,116.44,113.05,112.59,113.04,113.54,112.3,112.25,111.98,109.82,111.88,110.41,111.14,113.29,112.05,112.27,113.64,112.49,115.33,114.87,115.59,115.96,118.12,117.07,117.93,115.97,116.75,117.71
1598,N,False,114.33,115.1,116.5,113.31,113.05,112.86,112.63,112.68,115.27,113.3,111.19,110.87,112.04,113.84,114.38,116.56,114.81,114.83,115.26,116.66,116.53,116.21,117.27,117.25,118.98,116.76,115.85,115.12,114.14,115.93,117.06,116.31,119.31,118.81,119.35,117.57,117.56,116.48,116.11,116.86,115.6,115.48,113.88,114.7,110.62,110.63,110.44,114.08,114.77,119.66,117.52,117.98,118.69,117.03,116.25,114.43,115.03,115.73,115.49,114.05,112.94,112.3,113.05,113.18,112.86,110.85,107.78,107.92,105.75,109.41,106.54,109.78,106.67,104.24,104.71,103.59,103.55,101.15,100.67,100.64,101.3,99.874,100.34,99.281,100.03,99.429,96.59,96.646,96.996,96.024,94.976,96.294,98.194,99.128,99.961,97.61,95.999,97.674,96.861,94.924,95.729,96.012,96.575,95.346,95.943
1599,N,False,1067.7,1071.6,1070.6,1074.7,1074.0,1074.0,1062.6,1056.8,1057.5,1058.4,1058.4,1056.7,1061.7,1061.9,1060.7,1061.4,1052.3,1046.9,1053.7,1050.3,1056.8,1064.0,1063.3,1054.9,1056.4,1053.4,1057.7,1062.6,1060.0,1054.6,1053.2,1054.6,1051.1,1056.4,1061.3,1064.1,1065.1,1059.5,1066.3,1069.4,1068.4,1071.4,1073.4,1064.6,1067.7,1068.1,1062.6,1063.5,1063.8,1060.4,1063.9,1066.3,1069.8,1066.5,1072.6,1071.4,1071.9,1073.7,1065.9,1060.9,1059.2,1059.5,1052.1,1051.2,1059.2,1054.0,1049.1,1055.2,1051.7,1053.0,1048.8,1044.1,1041.7,1047.3,1045.6,1045.9,1051.7,1056.5,1062.4,1056.1,1056.0,1058.4,1055.2,1057.9,1052.9,1050.4,1057.6,1065.0,1060.6,1051.7,1060.5,1060.3,1057.5,1055.0,1057.0,1053.5,1051.9,1051.1,1047.3,1048.8,1051.6,1051.8,1059.1,1062.1,1069.8
1600,N,False,1067.7,1071.6,1070.6,1074.7,1074.0,1074.0,1062.6,1056.8,1057.5,1058.4,1058.4,1056.7,1061.7,1061.9,1060.7,1061.4,1052.3,1046.9,1053.7,1050.3,1056.8,1064.0,1063.3,1054.9,1056.4,1053.4,1057.7,1062.6,1060.0,1054.6,1053.2,1054.6,1051.1,1056.4,1061.3,1064.1,1065.1,1059.5,1066.3,1069.4,1068.4,1071.4,1073.4,1064.6,1067.7,1068.1,1062.6,1063.5,1063.8,1060.4,1063.9,1066.3,1069.8,1066.5,1072.6,1071.4,1071.9,1073.7,1065.9,1060.9,1059.2,1059.5,1052.1,1051.2,1059.2,1054.0,1049.1,1055.2,1051.7,1053.0,1048.8,1044.1,1041.7,1047.3,1045.6,1045.9,1051.7,1056.5,1062.4,1056.1,1056.0,1058.4,1055.2,1057.9,1052.9,1050.4,1057.6,1065.0,1060.6,1051.7,1060.5,1060.3,1057.5,1055.0,1057.0,1053.5,1051.9,1051.1,1047.3,1048.8,1051.6,1051.8,1059.1,1062.1,1069.8
1601,N,False,1067.7,1071.6,1070.6,1074.7,1074.0,1074.0,1062.6,1056.8,1057.5,1058.4,1058.4,1056.7,1061.7,1061.9,1060.7,1061.4,1052.3,1046.9,1053.7,1050.3,1056.8,1064.0,1063.3,1054.9,1056.4,1053.4,1057.7,1062.6,1060.0,1054.6,1053.2,1054.6,1051.1,1056.4,1061.3,1064.1,1065.1,1059.5,1066.3,1069.4,1068.4,1071.4,1073.4,1064.6,1067.7,1068.1,1062.6,1063.5,1063.8,1060.4,1063.9,1066.3,1069.8,1066.5,1072.6,1071.4,1071.9,1073.7,1065.9,1060.9,1059.2,1059.5,1052.1,1051.2,1059.2,1054.0,1049.1,1055.2,1051.7,1053.0,1048.8,1044.1,1041.7,1047.3,1045.6,1045.9,1051.7,1056.5,1062.4,1056.1,1056.0,1058.4,1055.2,1057.9,1052.9,1050.4,1057.6,1065.0,1060.6,1051.7,1060.5,1060.3,1057.5,1055.0,1057.0,1053.5,1051.9,1051.1,1047.3,1048.8,1051.6,1051.8,1059.1,1062.1,1069.8
1602,N,False,205.36,204.6,201.77,203.24,207.95,204.61,201.38,202.06,196.55,198.74,200.62,198.1,201.41,210.91,208.77,205.83,206.35,206.72,203.28,203.47,200.0,195.38,191.83,192.09,188.69,186.61,188.32,193.04,188.44,184.75,179.59,184.54,185.07,185.89,183.62,181.23,183.07,181.02,179.36,184.57,185.98,184.83,188.16,188.43,185.22,185.56,185.36,182.0,185.45,185.01,180.96,180.74,177.97,182.41,183.2,187.79,186.14,172.28,176.31,174.55,176.2,177.72,178.23,181.41,180.4,180.44,182.26,173.25,175.22,177.18,172.81,168.69,174.58,175.12,173.07,176.13,174.82,175.06,173.85,167.57,169.11,170.34,171.08,167.03,167.75,163.35,164.8,172.01,169.51,168.03,164.65,165.71,172.95,170.7,170.43,172.27,175.42,164.65,160.99,160.62,157.46,160.37,163.41,161.79,161.81
1603,N,False,169.42,169.39,169.31,169.12,166.96,167.31,168.93,172.04,171.57,168.56,166.96,165.63,166.72,167.51,165.82,170.46,170.65,170.95,169.74,167.84,167.42,168.9,169.49,169.74,169.19,170.58,172.7,172.21,170.55,171.61,169.66,167.3,169.61,168.79,166.47,164.66,164.89,164.58,166.74,167.71,168.22,168.26,169.99,169.33,166.7,167.9,168.67,169.86,168.35,170.86,170.41,168.96,168.18,166.02,168.02,166.1,164.75,161.61,161.02,162.74,161.59,159.95,159.33,158.43,159.11,157.19,157.73,159.6,159.35,160.53,159.93,159.75,159.82,159.16,157.68,158.36,156.25,157.95,158.4,159.48,159.64,163.34,164.17,164.13,163.57,163.91,162.28,162.11,162.26,162.25,160.97,162.15,161.45,163.46,163.93,164.12,162.92,163.44,165.26,164.98,163.82,162.16,161.26,159.92,160.53
1604,N,False,38.75,36.945,37.281,36.634,36.517,36.049,36.656,37.583,37.927,36.521,38.574,38.13,38.526,36.691,36.321,36.226,35.906,37.412,36.025,36.515,35.34,36.724,38.698,39.199,39.521,38.875,39.454,39.562,39.468,38.569,37.936,39.201,38.368,38.789,38.796,39.322,39.893,38.589,38.38,37.599,37.396,36.411,37.089,36.784,37.974,38.347,38.972,39.708,38.634,38.376,39.463,40.043,37.679,38.763,39.736,39.079,37.956,38.285,39.766,40.123,40.44,40.901,41.204,41.766,40.042,40.158,38.709,40.141,40.195,41.409,41.012,42.071,42.826,43.591,42.793,42.291,41.852,42.409,41.553,40.614,39.58,40.031,40.683,41.685,40.55,40.362,39.966,40.775,40.685,42.076,40.844,40.4,40.795,40.59,39.426,40.33,38.773,39.125,38.643,39.046,39.802,38.492,36.5,36.414,36.483
