,FLARE_TYPE,COINCIDENCE,AREA_ACR_1,AREA_ACR_2,AREA_ACR_3,AREA_ACR_4,AREA_ACR_5,AREA_ACR_6,AREA_ACR_7,AREA_ACR_8,AREA_ACR_9,AREA_ACR_10,AREA_ACR_11,AREA_ACR_12,AREA_ACR_13,AREA_ACR_14,AREA_ACR_15,AREA_ACR_16,AREA_ACR_17,AREA_ACR_18,AREA_ACR_19,AREA_ACR_20,AREA_ACR_21,AREA_ACR_22,AREA_ACR_23,AREA_ACR_24,AREA_ACR_25,AREA_ACR_26,AREA_ACR_27,AREA_ACR_28,AREA_ACR_29,AREA_ACR_30,AREA_ACR_31,AREA_ACR_32,AREA_ACR_33,AREA_ACR_34,AREA_ACR_35,AREA_ACR_36,AREA_ACR_37,AREA_ACR_38,AREA_ACR_39,AREA_ACR_40,AREA_ACR_41,AREA_ACR_42,AREA_ACR_43,AREA_ACR_44,AREA_ACR_45,AREA_ACR_46,AREA_ACR_47,AREA_ACR_48,AREA_ACR_49,AREA_ACR_50,AREA_ACR_51,AREA_ACR_52,AREA_ACR_53,AREA_ACR_54,AREA_ACR_55,AREA_ACR_56,AREA_ACR_57,AREA_ACR_58,AREA_ACR_59,AREA_ACR_60,AREA_ACR_61,AREA_ACR_62,AREA_ACR_63,AREA_ACR_64,AREA_ACR_65,AREA_ACR_66,AREA_ACR_67,AREA_ACR_68,AREA_ACR_69,AREA_ACR_70,AREA_ACR_71,AREA_ACR_72,AREA_ACR_73,AREA_ACR_74,AREA_ACR_75,AREA_ACR_76,AREA_ACR_77,AREA_ACR_78,AREA_ACR_79,AREA_ACR_80,AREA_ACR_81,AREA_ACR_82,AREA_ACR_83,AREA_ACR_84,AREA_ACR_85,AREA_ACR_86,AREA_ACR_87,AREA_ACR_88,AREA_ACR_89,AREA_ACR_90,AREA_ACR_91,AREA_ACR_92,AREA_ACR_93,AREA_ACR_94,AREA_ACR_95,AREA_ACR_96,AREA_ACR_97,AREA_ACR_98,AREA_ACR_99,AREA_ACR_100,AREA_ACR_101,AREA_ACR_102,AREA_ACR_103,AREA_ACR_104,AREA_ACR_105
377,M,True,594.8,592.37,591.25,594.03,589.26,589.17,596.75,607.04,608.81,609.43,608.52,615.6,618.4,612.43,615.35,623.48,625.5,629.63,629.21,635.73,628.35,625.07,626.35,627.81,627.11,619.17,622.61,624.63,627.93,633.86,632.13,625.37,627.85,633.1,634.49,643.54,650.23,644.18,648.44,646.12,652.03,650.21,653.66,653.76,656.03,649.04,650.8,655.36,666.79,658.06,667.85,668.41,663.61,658.06,657.81,660.69,661.63,657.7,671.56,672.46,671.43,669.5,668.4,673.6,666.24,675.46,674.08,674.73,665.98,673.5,668.46,664.52,658.1,653.64,654.03,647.28,640.95,647.45,653.75,648.84,650.31,651.12,649.09,652.21,659.69,662.19,660.83,656.83,658.78,667.29,670.13,668.72,667.45,667.01,670.18,670.83,667.45,655.19,662.31,665.67,670.08,669.82,672.4,668.13,676.6
378,M,False,653.76,656.03,649.04,650.8,655.36,666.79,658.06,667.85,668.41,663.61,658.06,657.81,660.69,661.63,657.7,671.56,672.46,671.43,669.5,668.4,673.6,666.24,675.46,674.08,674.73,665.98,673.5,668.46,664.52,658.1,653.64,654.03,647.28,640.95,647.45,653.75,648.84,650.31,651.12,649.09,652.21,659.69,662.19,660.83,656.83,658.78,667.29,670.13,668.72,667.45,667.01,670.18,670.83,667.45,655.19,662.31,665.67,670.08,669.82,672.4,668.13,676.6,664.32,673.39,666.49,668.72,682.87,672.93,669.04,671.36,678.0,672.07,669.93,661.81,657.87,657.98,658.01,658.03,660.41,660.93,666.3,675.35,672.85,677.24,678.3,685.34,680.69,676.59,679.27,684.82,688.22,690.75,687.37,680.93,672.05,681.76,668.78,657.27,667.38,671.29,662.82,658.83,673.71,670.54,661.2
379,M,False,2160.0,2151.4,2148.9,2143.1,2150.8,2147.8,2146.8,2156.3,2154.3,2152.1,2150.1,2154.4,2151.3,2153.2,2156.8,2142.6,2144.9,2154.1,2163.2,2165.7,2169.6,2173.0,2167.8,2170.6,2166.8,2170.5,2168.8,2165.9,2174.1,2175.3,2170.0,2168.2,2169.2,2174.4,2166.7,2163.8,2152.2,2153.4,2138.9,2135.8,2133.3,2131.2,2126.8,2131.0,2135.8,2121.4,2123.2,2129.6,2117.3,2111.2,2098.2,2098.9,2094.2,2086.0,2088.7,2096.0,2101.3,2100.4,2099.6,2117.4,2107.4,2112.5,2107.9,2107.3,2102.1,2109.1,2108.8,2109.1,2108.1,2103.0,2107.7,2102.8,2107.6,2106.5,2110.9,2107.9,2108.4,2107.0,2095.7,2101.2,2103.6,2097.1,2096.9,2099.8,2102.6,2100.5,2095.0,2092.3,2089.7,2082.2,2084.2,2087.1,2089.5,2079.3,2075.3,2073.5,2078.0,2068.8,2069.1,2071.5,2067.6,2066.2,2070.8,2072.0,2069.1
380,M,False,684.9,682.81,706.01,699.43,698.17,697.6,707.4,709.14,704.49,704.28,703.61,707.57,715.63,713.37,714.8,712.21,713.44,715.83,712.84,708.89,716.3,711.23,716.68,710.09,709.0,717.2,709.82,707.63,708.19,707.21,704.34,712.12,715.29,716.91,722.09,718.28,715.01,719.97,718.58,718.1,717.47,709.56,724.89,729.69,726.26,730.18,739.81,732.32,727.18,735.96,728.68,730.7,732.14,721.05,720.92,722.69,719.3,721.75,721.63,720.98,719.81,720.05,722.14,726.08,725.56,725.02,731.02,726.52,726.39,727.18,728.25,732.11,732.72,732.14,737.03,734.25,734.95,734.68,734.39,733.04,741.25,740.6,737.2,742.92,737.68,737.58,734.58,734.34,741.2,738.8,735.76,736.09,742.66,754.72,757.29,750.47,753.29,748.11,745.92,755.44,760.0,759.13,766.71,768.28,761.5
381,M,False,651.31,657.25,663.14,665.13,680.39,682.43,689.33,704.27,725.94,737.98,736.58,737.64,755.25,765.88,775.86,780.01,774.72,782.7,789.21,785.55,784.06,794.9,796.71,800.92,810.66,803.32,795.3,796.16,805.95,810.34,809.36,813.69,817.27,819.32,823.53,825.2,843.51,843.1,844.99,848.43,838.97,850.79,868.45,866.11,872.22,864.32,875.34,885.01,887.56,886.83,886.4,899.58,891.94,901.94,899.69,906.24,921.05,934.4,932.07,928.84,951.07,934.06,934.1,942.78,951.25,952.8,954.63,958.86,961.47,958.81,966.35,951.57,954.94,963.17,961.91,961.37,964.77,966.93,973.18,974.92,979.65,973.32,968.0,970.59,971.75,974.19,970.31,962.75,971.54,973.01,971.72,974.43,975.93,970.42,969.52,968.83,977.55,976.31,993.65,990.77,997.69,992.75,990.27,999.08,1008.0
382,M,False,876.35,883.5,884.95,891.97,901.41,892.07,899.72,908.83,898.14,893.78,907.88,895.72,899.83,908.12,916.0,924.75,932.86,927.98,930.09,919.8,915.99,938.57,932.12,937.67,940.12,949.84,953.61,947.75,953.89,951.09,962.62,949.68,946.01,932.0,922.83,924.29,925.56,913.27,908.53,911.95,911.63,902.64,885.61,892.39,882.76,881.74,878.11,876.88,873.71,859.39,863.19,863.9,850.49,851.42,853.32,839.44,846.52,846.8,836.65,828.04,836.6,823.48,814.27,814.79,810.13,811.25,806.78,794.87,794.63,788.22,782.17,775.52,780.66,788.47,774.82,752.72,749.66,740.52,742.09,753.5,751.82,741.43,728.05,723.9,716.28,699.05,696.78,691.24,687.83,691.35,679.51,683.4,681.06,674.48,671.94,662.3,660.04,644.34,636.1,637.89,634.95,630.28,629.57,627.7,619.79
383,M,False,1684.2,1678.2,1691.2,1687.7,1671.9,1670.5,1673.0,1677.1,1676.0,1674.2,1677.4,1674.2,1681.1,1668.4,1670.3,1674.0,1682.6,1691.3,1682.5,1688.9,1692.0,1690.8,1695.0,1700.4,1707.6,1709.8,1715.8,1716.1,1710.4,1710.9,1712.0,1721.8,1722.1,1726.0,1735.2,1732.3,1723.6,1728.1,1729.2,1717.4,1718.4,1711.7,1707.1,1709.4,1717.5,1711.6,1709.2,1707.7,1701.6,1688.6,1682.4,1678.3,1681.9,1686.6,1684.0,1677.2,1671.4,1672.5,1662.9,1659.8,1664.2,1656.1,1654.2,1651.7,1645.7,1647.0,1648.3,1641.1,1643.9,1638.0,1638.9,1634.9,1620.1,1622.0,1612.8,1615.0,1624.8,1629.7,1624.8,1623.5,1626.2,1639.5,1639.8,1637.2,1637.6,1643.1,1646.3,1649.4,1659.3,1668.3,1665.5,1668.6,1678.9,1680.4,1677.0,1677.2,1686.6,1693.5,1696.3,1698.0,1697.8,1693.5,1711.2,1722.6,1731.2
384,M,False,1727.3,1726.6,1726.6,1730.0,1719.4,1720.1,1719.7,1715.8,1713.2,1709.5,1698.8,1693.8,1689.9,1696.2,1690.1,1692.8,1681.9,1676.0,1670.3,1660.9,1650.2,1648.2,1634.0,1634.0,1635.0,1636.0,1624.8,1616.8,1617.4,1619.6,1616.2,1609.4,1619.7,1620.2,1612.2,1587.2,1584.6,1575.9,1564.5,1554.7,1543.2,1529.7,1539.6,1530.4,1532.9,1539.3,1533.4,1528.3,1521.9,1512.4,1514.2,1494.9,1496.3,1484.3,1486.3,1474.3,1473.0,1463.9,1475.4,1479.1,1475.2,1479.9,1475.7,1481.0,1477.2,1495.2,1501.2,1490.1,1498.7,1498.0,1501.9,1504.9,1502.8,1511.7,1513.5,1514.6,1507.1,1511.0,1508.5,1518.3,1516.4,1510.9,1520.1,1524.3,1529.9,1533.1,1536.8,1545.6,1541.7,1549.8,1548.1,1556.1,1545.7,1549.3,1543.3,1542.5,1542.5,1543.5,1540.0,1540.4,1535.8,1544.2,1553.3,1553.9,1548.5
385,M,True,1530.6,1532.1,1519.2,1520.0,1521.0,1514.1,1508.2,1511.8,1511.9,1495.5,1493.7,1480.4,1485.4,1476.1,1469.4,1458.3,1452.2,1446.6,1433.8,1441.1,1431.2,1422.2,1420.2,1420.2,1416.3,1405.3,1405.3,1400.6,1405.0,1402.1,1391.6,1396.7,1391.8,1386.8,1393.8,1378.9,1369.0,1390.8,1399.4,1409.3,1408.7,1410.5,1412.9,1409.1,1417.7,1413.1,1412.8,1404.0,1397.9,1387.4,1393.1,1387.8,1394.3,1401.1,1412.9,1414.2,1420.0,1427.5,1428.6,1428.3,1427.0,1438.3,1435.7,1429.1,1427.4,1429.2,1428.6,1423.7,1411.9,1408.3,1408.9,1412.1,1404.5,1388.1,1387.2,1375.8,1371.1,1386.9,1369.0,1378.1,1363.7,1362.5,1359.1,1349.9,1347.8,1355.1,1334.6,1334.2,1325.1,1323.8,1329.0,1324.3,1330.1,1333.1,1324.4,1320.4,1300.5,1295.0,1291.3,1288.9,1299.4,1291.0,1297.0,1290.3,1284.7
386,M,False,1371.1,1386.9,1369.0,1378.1,1363.7,1362.5,1359.1,1349.9,1347.8,1355.1,1334.6,1334.2,1325.1,1323.8,1329.0,1324.3,1330.1,1333.1,1324.4,1320.4,1300.5,1295.0,1291.3,1288.9,1299.4,1291.0,1297.0,1290.3,1284.7,1285.6,1283.8,1278.8,1264.7,1255.2,1254.8,1252.4,1244.0,1261.6,1254.8,1242.6,1236.6,1231.4,1239.1,1240.9,1236.5,1236.8,1217.3,1222.2,1208.6,1200.8,1200.4,1202.0,1198.1,1182.1,1187.6,1183.0,1174.2,1184.1,1177.9,1167.2,1170.2,1159.2,1147.6,1141.7,1146.3,1148.0,1153.0,1134.1,1127.3,1123.8,1121.2,1110.8,1099.7,1088.8,1092.7,1091.1,1084.4,1082.1,1074.3,1075.9,1077.7,1083.6,1084.9,1091.6,1097.8,1095.5,1109.0,1111.9,1116.7,1112.8,1117.6,1105.2,1109.7,1118.9,1115.6,1108.5,1109.2,1095.2,1096.4,1096.9,1098.7,1091.2,1099.4,1096.6,1098.5
387,M,False,1914.2,1908.8,1905.5,1912.3,1901.5,1908.5,1907.0,1899.6,1908.7,1917.4,1929.5,1937.0,1931.9,1936.8,1949.7,1946.9,1948.7,1941.4,1940.6,1945.8,1943.7,1957.4,1953.8,1968.2,1959.9,1954.5,1959.3,1962.4,1976.0,1966.1,1978.9,1977.8,1978.2,1975.2,1981.1,1982.1,1982.4,1976.7,1972.2,1981.8,1979.2,1977.6,1982.1,1975.0,1977.6,1996.3,2008.8,2011.5,2006.7,2004.5,2011.4,2017.0,2014.9,2004.4,2024.4,2025.0,2028.5,2015.2,2021.2,2027.0,2034.9,2039.2,2039.3,2036.8,2033.2,2023.3,2020.8,2010.3,2004.5,1993.8,2000.3,1994.0,1991.1,1978.0,1973.2,1976.2,1985.9,1972.1,1969.3,1937.0,1925.8,1917.4,1917.9,1914.3,1923.8,1927.9,1913.5,1913.3,1904.4,1893.3,1879.0,1875.2,1875.2,1881.4,1875.7,1876.9,1879.6,1879.6,1869.8,1870.0,1872.3,1872.3,1855.0,1834.0,1816.9
388,M,True,1373.3,1374.4,1376.2,1363.3,1378.9,1391.8,1384.7,1377.6,1390.6,1400.2,1386.6,1398.6,1406.0,1400.7,1409.2,1412.2,1418.0,1411.1,1410.6,1422.7,1429.4,1428.4,1420.6,1426.5,1419.1,1425.2,1431.2,1422.1,1416.2,1422.2,1418.9,1410.8,1419.3,1428.5,1422.3,1424.5,1424.8,1429.9,1412.1,1392.0,1397.8,1401.0,1395.0,1391.1,1395.4,1385.8,1385.2,1387.9,1383.5,1373.7,1368.8,1365.7,1359.8,1373.0,1379.5,1377.2,1385.0,1392.4,1378.6,1369.3,1363.2,1350.9,1360.1,1345.4,1340.7,1333.0,1338.6,1318.6,1316.0,1326.2,1314.9,1315.3,1326.0,1321.6,1325.3,1310.1,1318.0,1315.7,1302.6,1304.5,1301.0,1306.0,1307.8,1305.5,1302.5,1291.0,1298.3,1298.7,1299.6,1296.6,1309.5,1306.8,1300.6,1299.0,1302.0,1303.5,1303.1,1308.8,1308.4,1308.1,1312.4,1321.0,1315.3,1298.5,1302.6
389,M,False,1418.0,1411.1,1410.6,1422.7,1429.4,1428.4,1420.6,1426.5,1419.1,1425.2,1431.2,1422.1,1416.2,1422.2,1418.9,1410.8,1419.3,1428.5,1422.3,1424.5,1424.8,1429.9,1412.1,1392.0,1397.8,1401.0,1395.0,1391.1,1395.4,1385.8,1385.2,1387.9,1383.5,1373.7,1368.8,1365.7,1359.8,1373.0,1379.5,1377.2,1385.0,1392.4,1378.6,1369.3,1363.2,1350.9,1360.1,1345.4,1340.7,1333.0,1338.6,1318.6,1316.0,1326.2,1314.9,1315.3,1326.0,1321.6,1325.3,1310.1,1318.0,1315.7,1302.6,1304.5,1301.0,1306.0,1307.8,1305.5,1302.5,1291.0,1298.3,1298.7,1299.6,1296.6,1309.5,1306.8,1300.6,1299.0,1302.0,1303.5,1303.1,1308.8,1308.4,1308.1,1312.4,1321.0,1315.3,1298.5,1302.6,1303.8,1312.3,1321.1,1298.4,1296.7,1301.5,1288.7,1290.5,1303.9,1303.8,1308.4,1304.4,1298.5,1307.3,1295.3,1297.0
390,M,False,1410.6,1422.7,1429.4,1428.4,1420.6,1426.5,1419.1,1425.2,1431.2,1422.1,1416.2,1422.2,1418.9,1410.8,1419.3,1428.5,1422.3,1424.5,1424.8,1429.9,1412.1,1392.0,1397.8,1401.0,1395.0,1391.1,1395.4,1385.8,1385.2,1387.9,1383.5,1373.7,1368.8,1365.7,1359.8,1373.0,1379.5,1377.2,1385.0,1392.4,1378.6,1369.3,1363.2,1350.9,1360.1,1345.4,1340.7,1333.0,1338.6,1318.6,1316.0,1326.2,1314.9,1315.3,1326.0,1321.6,1325.3,1310.1,1318.0,1315.7,1302.6,1304.5,1301.0,1306.0,1307.8,1305.5,1302.5,1291.0,1298.3,1298.7,1299.6,1296.6,1309.5,1306.8,1300.6,1299.0,1302.0,1303.5,1303.1,1308.8,1308.4,1308.1,1312.4,1321.0,1315.3,1298.5,1302.6,1303.8,1312.3,1321.1,1298.4,1296.7,1301.5,1288.7,1290.5,1303.9,1303.8,1308.4,1304.4,1298.5,1307.3,1295.3,1297.0,1296.0,1284.3
391,M,True,1312.9,1302.1,1317.5,1302.1,1307.8,1317.8,1328.0,1317.0,1309.8,1322.9,1311.6,1322.2,1310.2,1305.5,1328.3,1323.9,1328.5,1320.3,1338.5,1345.8,1355.0,1348.3,1364.0,1358.3,1362.8,1374.9,1370.1,1369.3,1359.8,1361.6,1367.1,1371.7,1383.9,1389.3,1396.5,1385.5,1394.7,1389.8,1397.6,1403.9,1416.1,1429.0,1423.8,1410.0,1409.5,1424.8,1432.1,1450.6,1451.3,1451.0,1446.7,1469.3,1478.8,1496.1,1491.8,1519.0,1511.5,1534.3,1528.5,1542.4,1515.4,1528.5,1530.8,1540.0,1563.1,1565.2,1574.3,1578.1,1570.9,1562.6,1552.8,1546.1,1546.5,1529.6,1522.5,1504.5,1505.4,1514.9,1494.3,1492.5,1485.7,1458.4,1444.9,1441.2,1416.3,1388.8,1366.9,1346.5,1331.3,1310.7,1263.4,1264.0,1274.3,1269.2,1238.1,1212.8,1198.8,1205.6,1170.8,1149.8,1139.2,1131.6,1097.0,1063.1,1049.3
392,M,False,1534.3,1528.5,1542.4,1515.4,1528.5,1530.8,1540.0,1563.1,1565.2,1574.3,1578.1,1570.9,1562.6,1552.8,1546.1,1546.5,1529.6,1522.5,1504.5,1505.4,1514.9,1494.3,1492.5,1485.7,1458.4,1444.9,1441.2,1416.3,1388.8,1366.9,1346.5,1331.3,1310.7,1263.4,1264.0,1274.3,1269.2,1238.1,1212.8,1198.8,1205.6,1170.8,1149.8,1139.2,1131.6,1097.0,1063.1,1049.3,1048.5,1043.1,1048.3,1005.7,984.94,983.54,937.09,955.38,960.24,964.16,951.8,941.49,945.12,933.61,902.67,875.0,856.18,820.46,834.77,793.61,765.49,742.64,745.31,699.69,693.24,683.2,675.66,647.93,641.03,599.95,569.28,542.62,542.9,530.35,512.05,474.73,477.02,440.68,433.59,428.16,394.66,402.18,389.65,390.12,366.94,364.05,346.67,357.32,337.89,328.9,320.19,309.87,299.7,288.85,284.66,276.95,252.73
393,M,True,48.762,46.788,51.926,50.327,46.492,47.086,48.921,46.971,47.712,54.289,50.526,49.052,45.891,51.067,47.592,47.569,51.82,49.459,49.837,48.599,52.49,50.054,51.123,56.903,59.425,58.945,59.925,59.894,62.579,63.892,64.994,69.756,75.653,76.896,77.74,78.133,76.411,82.832,73.792,79.178,80.315,84.929,87.979,97.986,95.795,105.5,102.92,105.82,108.89,107.76,101.96,102.25,107.59,103.24,103.9,111.74,120.2,122.93,131.76,141.55,141.83,149.78,145.76,146.49,150.85,152.4,154.46,155.64,160.68,163.74,160.38,164.11,171.84,179.04,179.82,182.48,184.78,187.63,186.61,179.06,174.79,173.02,184.05,187.8,183.23,182.48,178.72,186.42,189.32,189.48,191.14,188.69,183.78,181.35,181.53,185.13,183.12,187.03,189.87,191.19,188.14,194.82,197.66,202.94,205.47
394,M,False,64.994,69.756,75.653,76.896,77.74,78.133,76.411,82.832,73.792,79.178,80.315,84.929,87.979,97.986,95.795,105.5,102.92,105.82,108.89,107.76,101.96,102.25,107.59,103.24,103.9,111.74,120.2,122.93,131.76,141.55,141.83,149.78,145.76,146.49,150.85,152.4,154.46,155.64,160.68,163.74,160.38,164.11,171.84,179.04,179.82,182.48,184.78,187.63,186.61,179.06,174.79,173.02,184.05,187.8,183.23,182.48,178.72,186.42,189.32,189.48,191.14,188.69,183.78,181.35,181.53,185.13,183.12,187.03,189.87,191.19,188.14,194.82,197.66,202.94,205.47,215.97,219.01,214.66,222.7,225.68,228.84,230.31,233.06,234.33,240.68,240.36,236.83,231.08,234.66,237.01,237.97,236.17,240.0,243.72,240.92,242.11,247.96,250.44,250.88,252.24,248.76,249.75,252.26,250.32,249.57
395,M,True,426.03,427.89,425.83,431.47,432.11,437.09,431.59,432.61,430.98,430.48,430.3,430.18,433.73,438.44,439.13,438.2,440.51,446.75,444.43,451.16,444.18,452.6,460.97,459.9,460.51,458.8,465.08,459.68,467.15,467.82,479.87,477.12,473.46,469.01,476.95,484.61,485.44,489.68,498.15,496.97,500.74,494.81,492.32,493.7,501.51,503.43,507.44,509.12,509.74,508.85,505.74,520.25,514.76,521.46,525.84,524.96,530.81,530.82,537.61,539.12,542.14,545.32,545.46,548.23,553.97,549.03,551.7,554.43,565.18,565.0,559.83,554.86,560.85,562.64,570.52,564.09,568.08,571.57,567.4,565.77,566.85,581.35,589.55,605.5,614.71,608.03,611.42,625.1,634.72,654.3,670.87,669.6,686.19,688.55,690.43,687.23,694.03,713.64,719.85,723.72,736.26,732.72,734.43,746.06,747.4
396,M,True,520.25,514.76,521.46,525.84,524.96,530.81,530.82,537.61,539.12,542.14,545.32,545.46,548.23,553.97,549.03,551.7,554.43,565.18,565.0,559.83,554.86,560.85,562.64,570.52,564.09,568.08,571.57,567.4,565.77,566.85,581.35,589.55,605.5,614.71,608.03,611.42,625.1,634.72,654.3,670.87,669.6,686.19,688.55,690.43,687.23,694.03,713.64,719.85,723.72,736.26,732.72,734.43,746.06,747.4,749.72,761.06,768.96,773.36,775.03,776.06,788.58,797.08,800.57,796.75,798.76,793.14,794.77,790.26,783.64,801.63,804.54,804.66,814.77,816.54,813.71,809.76,822.55,835.3,832.79,833.01,846.67,853.03,849.94,863.99,857.71,863.23,872.69,865.98,888.2,900.17,896.64,911.84,919.01,930.73,923.79,922.63,946.27,975.19,991.04,972.3,979.13,1001.6,1021.1,1023.5,1020.0
397,M,False,568.08,571.57,567.4,565.77,566.85,581.35,589.55,605.5,614.71,608.03,611.42,625.1,634.72,654.3,670.87,669.6,686.19,688.55,690.43,687.23,694.03,713.64,719.85,723.72,736.26,732.72,734.43,746.06,747.4,749.72,761.06,768.96,773.36,775.03,776.06,788.58,797.08,800.57,796.75,798.76,793.14,794.77,790.26,783.64,801.63,804.54,804.66,814.77,816.54,813.71,809.76,822.55,835.3,832.79,833.01,846.67,853.03,849.94,863.99,857.71,863.23,872.69,865.98,888.2,900.17,896.64,911.84,919.01,930.73,923.79,922.63,946.27,975.19,991.04,972.3,979.13,1001.6,1021.1,1023.5,1020.0,1037.4,1052.0,1070.8,1089.7,1095.8,1117.5,1116.0,1125.8,1119.6,1117.1,1117.0,1135.4,1152.6,1170.6,1172.3,1173.0,1161.4,1165.8,1183.7,1192.9,1203.3,1195.9,1210.3,1211.9,1218.2
398,M,True,747.4,749.72,761.06,768.96,773.36,775.03,776.06,788.58,797.08,800.57,796.75,798.76,793.14,794.77,790.26,783.64,801.63,804.54,804.66,814.77,816.54,813.71,809.76,822.55,835.3,832.79,833.01,846.67,853.03,849.94,863.99,857.71,863.23,872.69,865.98,888.2,900.17,896.64,911.84,919.01,930.73,923.79,922.63,946.27,975.19,991.04,972.3,979.13,1001.6,1021.1,1023.5,1020.0,1037.4,1052.0,1070.8,1089.7,1095.8,1117.5,1116.0,1125.8,1119.6,1117.1,1117.0,1135.4,1152.6,1170.6,1172.3,1173.0,1161.4,1165.8,1183.7,1192.9,1203.3,1195.9,1210.3,1211.9,1218.2,1224.2,1235.3,1234.9,1242.4,1257.5,1255.3,1259.5,1270.3,1280.2,1281.4,1268.8,1265.4,1279.0,1288.2,1298.9,1308.0,1335.3,1333.6,1339.9,1353.9,1348.5,1342.7,1358.6,1364.1,1359.3,1377.0,1386.9,1389.2
399,M,False,796.75,798.76,793.14,794.77,790.26,783.64,801.63,804.54,804.66,814.77,816.54,813.71,809.76,822.55,835.3,832.79,833.01,846.67,853.03,849.94,863.99,857.71,863.23,872.69,865.98,888.2,900.17,896.64,911.84,919.01,930.73,923.79,922.63,946.27,975.19,991.04,972.3,979.13,1001.6,1021.1,1023.5,1020.0,1037.4,1052.0,1070.8,1089.7,1095.8,1117.5,1116.0,1125.8,1119.6,1117.1,1117.0,1135.4,1152.6,1170.6,1172.3,1173.0,1161.4,1165.8,1183.7,1192.9,1203.3,1195.9,1210.3,1211.9,1218.2,1224.2,1235.3,1234.9,1242.4,1257.5,1255.3,1259.5,1270.3,1280.2,1281.4,1268.8,1265.4,1279.0,1288.2,1298.9,1308.0,1335.3,1333.6,1339.9,1353.9,1348.5,1342.7,1358.6,1364.1,1359.3,1377.0,1386.9,1389.2,1390.1,1406.3,1410.2,1424.4,1424.2,1426.9,1432.4,1439.8,1448.5,1444.5
400,M,False,872.69,865.98,888.2,900.17,896.64,911.84,919.01,930.73,923.79,922.63,946.27,975.19,991.04,972.3,979.13,1001.6,1021.1,1023.5,1020.0,1037.4,1052.0,1070.8,1089.7,1095.8,1117.5,1116.0,1125.8,1119.6,1117.1,1117.0,1135.4,1152.6,1170.6,1172.3,1173.0,1161.4,1165.8,1183.7,1192.9,1203.3,1195.9,1210.3,1211.9,1218.2,1224.2,1235.3,1234.9,1242.4,1257.5,1255.3,1259.5,1270.3,1280.2,1281.4,1268.8,1265.4,1279.0,1288.2,1298.9,1308.0,1335.3,1333.6,1339.9,1353.9,1348.5,1342.7,1358.6,1364.1,1359.3,1377.0,1386.9,1389.2,1390.1,1406.3,1410.2,1424.4,1424.2,1426.9,1432.4,1439.8,1448.5,1444.5,1446.0,1438.1,1435.0,1444.8,1454.8,1453.5,1453.7,1464.0,1460.7,1449.6,1457.5,1444.3,1450.1,1453.2,1451.8,1442.9,1440.5,1452.0,1459.4,1457.9,1477.5,1475.3,1454.7
401,M,False,1364.1,1359.3,1377.0,1386.9,1389.2,1390.1,1406.3,1410.2,1424.4,1424.2,1426.9,1432.4,1439.8,1448.5,1444.5,1446.0,1438.1,1435.0,1444.8,1454.8,1453.5,1453.7,1464.0,1460.7,1449.6,1457.5,1444.3,1450.1,1453.2,1451.8,1442.9,1440.5,1452.0,1459.4,1457.9,1477.5,1475.3,1454.7,1458.0,1459.0,1459.5,1462.6,1467.0,1451.2,1453.1,1443.8,1437.7,1435.0,1428.5,1429.1,1442.3,1449.2,1462.6,1474.8,1453.7,1456.8,1466.1,1463.7,1476.2,1486.7,1478.1,1486.7,1466.2,1493.6,1515.6,1525.6,1539.0,1553.0,1551.4,1558.8,1563.7,1579.8,1594.6,1592.0,1606.1,1596.6,1599.1,1609.0,1620.6,1614.2,1638.0,1640.0,1637.0,1647.2,1657.9,1664.1,1673.1,1683.6,1698.4,1718.0,1717.4,1732.8,1730.8,1733.0,1742.9,1740.6,1763.9,1772.8,1779.5,1782.7,1782.2,1795.4,1799.9,1794.9,1793.7
402,M,False,943.6,945.58,939.28,946.43,945.24,943.85,948.96,946.88,955.21,956.35,955.74,961.96,963.18,965.3,977.85,976.9,976.01,981.66,977.86,981.62,976.77,984.17,989.77,994.49,989.63,995.43,1006.8,1014.9,1013.3,1008.2,1022.3,1028.1,1029.9,1028.5,1029.4,1035.8,1033.1,1035.8,1025.9,1030.7,1029.7,1037.8,1040.6,1045.6,1043.5,1041.8,1039.6,1039.6,1034.6,1031.1,1039.4,1041.8,1048.0,1042.4,1051.8,1043.4,1054.7,1057.2,1064.1,1076.0,1072.8,1078.5,1084.6,1089.4,1094.2,1093.8,1091.4,1094.0,1091.7,1093.0,1102.3,1112.2,1111.4,1116.6,1130.7,1131.5,1136.1,1143.9,1143.8,1141.6,1146.7,1148.8,1151.5,1137.2,1141.8,1145.2,1139.6,1142.1,1141.0,1148.5,1149.8,1155.9,1153.5,1153.2,1161.0,1157.1,1160.9,1160.1,1169.2,1173.1,1161.1,1162.8,1177.4,1178.9,1182.7
