,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5,d_l_f_6,d_l_f_7,d_l_f_8,d_l_f_9,d_l_f_10,d_l_f_11,d_l_f_12,d_l_f_13,d_l_f_14,d_l_f_15,d_l_f_16,d_l_f_17,d_l_f_18,d_l_f_19,d_l_f_20,d_l_f_21,d_l_f_22,d_l_f_23,d_l_f_24,d_l_f_25,d_l_f_26,d_l_f_27,d_l_f_28,d_l_f_29,d_l_f_30,d_l_f_31,d_l_f_32,d_l_f_33,d_l_f_34,d_l_f_35,d_l_f_36,d_l_f_37,d_l_f_38,d_l_f_39,d_l_f_40,d_l_f_41,d_l_f_42,d_l_f_43,d_l_f_44,d_l_f_45,d_l_f_46,d_l_f_47,d_l_f_48,d_l_f_49,d_l_f_50,d_l_f_51,d_l_f_52,d_l_f_53,d_l_f_54,d_l_f_55,d_l_f_56,d_l_f_57,d_l_f_58,d_l_f_59,d_l_f_60,d_l_f_61,d_l_f_62,d_l_f_63,d_l_f_64,d_l_f_65,d_l_f_66,d_l_f_67,d_l_f_68,d_l_f_69,d_l_f_70,d_l_f_71,d_l_f_72,d_l_f_73,d_l_f_74,d_l_f_75,d_l_f_76,d_l_f_77,d_l_f_78,d_l_f_79,d_l_f_80
1393,B,False,142.07,141.85,142.2,141.76,141.53,141.03,140.91,141.31,141.08,141.33,141.69,140.57,138.28,138.43,139.72,139.48,140.48,139.62,140.69,141.18,141.43,141.59,141.69,143.33,144.93,144.71,142.85,145.02,145.32,145.83,145.62,146.41,146.89,145.68,144.3,147.16,148.32,149.11,147.65,148.49,149.03,149.23,148.73,149.64,149.9,150.89,149.82,151.73,150.66,151.73,150.32,151.43,151.09,151.15,151.37,151.79,152.63,151.99,151.85,152.52,153.2,152.04,152.7,153.15,153.63,153.69,154.42,153.3,153.92,154.38,155.34,155.46,156.11,156.23,155.32,154.15,153.66,152.71,152.41,152.72
1394,B,False,144.21,142.09,142.55,142.81,144.0,146.33,146.0,147.09,145.01,143.58,143.2,147.37,142.38,142.46,143.07,142.12,143.09,138.27,138.92,140.27,138.85,139.66,139.53,140.04,140.13,142.12,144.41,145.02,147.27,147.81,148.01,148.38,148.59,148.08,149.94,150.12,149.76,151.43,152.21,151.73,152.41,153.18,154.74,154.29,154.62,156.5,157.09,158.82,159.03,157.75,159.43,160.21,160.25,160.42,162.92,163.17,162.36,161.84,164.49,166.34,167.02,167.65,164.68,165.11,168.24,168.82,170.02,169.69,171.06,172.82,172.18,171.81,172.46,174.99,172.74,171.36,171.69,174.26,174.45,174.58
1395,B,False,286.35,285.26,285.82,286.56,286.61,285.45,285.58,285.82,286.31,285.76,287.85,289.49,289.03,290.35,288.55,287.97,290.11,289.83,290.32,288.47,289.43,288.25,289.48,290.24,289.2,287.81,287.8,288.42,291.02,292.08,291.83,291.14,291.14,290.84,291.13,291.31,291.63,291.39,291.97,290.9,291.37,294.48,293.47,294.75,294.86,293.44,294.07,294.65,295.79,296.0,296.07,294.84,294.2,293.72,295.1,293.6,293.76,293.97,294.04,293.1,291.39,292.27,293.17,291.78,292.08,292.09,293.26,292.64,293.72,293.75,292.66,292.22,291.64,292.66,291.86,290.78,289.99,289.0,292.03,292.33
1396,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1397,B,False,98.245,98.91,99.869,104.59,99.536,99.032,100.37,96.924,97.338,102.77,103.49,97.249,102.55,102.59,102.14,102.87,103.76,102.42,100.25,102.41,99.329,95.752,83.835,84.868,96.755,97.711,95.318,95.499,94.045,96.805,99.002,95.444,95.58,96.032,92.927,81.654,89.728,92.186,86.981,87.169,85.384,84.366,86.329,86.157,88.171,85.518,83.783,84.116,92.583,87.024,90.981,89.507,90.775,91.715,84.126,90.528,93.897,93.027,85.613,99.351,93.246,92.146,84.011,79.866,80.491,74.482,73.95,95.267,83.435,91.642,103.15,107.94,104.23,90.999,103.89,111.33,92.066,87.999,87.861,82.599
1398,B,False,0.0,0.0,0.0,0.0,0.0,49.041,49.163,0.0,49.092,49.092,49.092,48.042,48.094,48.094,47.17,46.174,45.177,0.0,0.0,0.0,0.0,0.0,0.0,42.19,42.107,0.0,0.0,41.049,42.048,41.11,41.11,41.11,41.195,64.36,56.282,55.041,57.293,52.903,55.134,48.393,50.859,54.812,56.038,56.686,53.325,49.507,48.247,35.511,54.319,46.761,33.541,50.999,51.923,49.962,43.544,51.009,32.985,45.962,42.931,40.97,45.272,46.038,45.719,44.705,46.055,46.067,43.203,42.184,46.462,47.991,47.521,45.658,47.806,47.374,47.003,45.592,50.618,49.115,47.711,47.52
1399,B,False,127.36,191.66,58.089,249.66,169.7,225.54,265.71,249.51,178.01,193.0,150.53,238.7,158.0,201.83,162.62,142.38,37.107,103.35,155.93,101.68,178.34,93.013,219.29,14.514,58.553,0.0,12.324,7.2843,0.0,11.182,38.782,14.78,0.0,25.975,10.668,0.0,23.854,17.554,0.0,8.0623,7.0711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
1400,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,B,False,169.24,169.45,178.36,175.55,177.23,187.83,190.06,192.15,200.5,204.49,211.43,213.6,218.99,225.56,230.24,234.66,236.2,242.4,242.33,246.03,248.79,253.81,260.85,259.6,286.52,282.2,282.48,286.93,286.15,283.58,290.25,289.98,294.49,298.51,308.73,303.98,302.43,313.38,316.27,327.77,329.31,329.12,329.23,332.92,344.88,341.99,342.32,348.01,350.84,354.26,356.07,363.44,367.47,369.55,376.15,379.73,385.36,388.73,387.91,391.79,397.37,407.54,408.9,408.3,414.48,415.49,430.55,425.81,427.08,428.03,431.91,436.41,438.93,443.93,447.1,449.63,450.03,456.51,461.07,465.22
1403,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,B,False,238.92,276.67,251.4,263.42,276.31,288.21,261.47,255.05,266.43,257.6,285.53,287.17,275.33,274.66,271.72,274.77,304.02,289.47,299.39,297.24,309.79,294.77,293.68,308.53,307.41,305.51,323.89,311.3,316.97,309.73,319.25,325.0,326.5,332.25,321.46,338.71,18.385,17.0,17.0,16.125,18.974,18.385,17.889,17.889,17.889,18.868,17.493,15.033,15.033,398.15,19.235,18.649,14.318,18.028,0.0,14.318,14.142,14.142,13.601,0.0,0.0,0.0,15.033,0.0,0.0,0.0,14.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1406,B,False,208.77,204.83,205.47,206.01,209.5,209.91,208.51,211.28,211.46,215.25,216.17,216.78,217.84,217.64,216.28,219.15,219.22,218.47,216.82,217.36,218.45,217.62,217.03,219.1,220.28,219.53,221.29,220.39,221.68,223.96,222.83,223.31,218.42,219.64,223.62,223.13,224.72,224.25,226.71,226.78,228.25,229.31,227.95,229.66,230.5,229.24,229.52,230.38,229.55,230.37,229.92,229.23,227.4,226.37,227.6,228.34,228.7,227.07,228.38,227.09,228.8,228.74,230.81,231.12,230.25,231.7,231.08,229.16,231.1,229.72,230.38,230.06,230.48,229.86,233.31,233.76,233.65,235.19,234.91,235.33
1407,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1408,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1409,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.63,0.0,0.0,0.0,0.0,0.0,0.0,8.0623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1411,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1412,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1413,N,False,6.4031,7.0711,7.2111,6.4031,0.0,0.0,6.7082,6.7082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1414,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416,N,False,85.481,87.552,88.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1231,4.4721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1417,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,N,False,177.62,178.62,179.43,179.43,180.39,180.32,181.15,182.1,182.07,183.5,183.62,184.74,185.0,185.02,186.56,186.49,187.52,188.21,189.08,190.24,190.3,191.18,191.45,191.24,192.1,193.07,193.13,193.46,194.8,194.74,194.78,195.73,194.21,195.66,196.35,197.0,197.5,196.26,197.25,199.44,197.24,197.11,195.89,196.68,200.28,197.15,195.77,195.66,195.69,196.37,196.51,197.07,201.03,202.13,202.27,203.03,202.97,203.29,203.1,203.5,203.22,203.01,204.93,204.81,204.83,204.94,204.79,204.46,204.43,203.79,204.46,204.46,204.79,205.4,204.73,206.42,206.44,206.4,207.07,207.34
1419,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.023,89.022,90.022,90.022,91.022,92.022,93.021,0.0,0.0,93.021,93.021,93.021,93.021,94.021,0.0,0.0,0.0,96.005,0.0,9.8995,9.8995,10.63,10.63,10.0,10.0,9.434,9.434,10.0,9.2195,21.685,20.558,19.724,8.9443,18.033,17.955,17.288,17.27,16.703,16.672,14.036,15.97,15.482,15.846,14.504,15.258,16.632,15.646,18.788,18.788,17.889,18.868,17.493,18.868,18.868,89.391,18.028,90.337,91.369,91.244,93.04,93.283,93.021,93.021,94.005,95.005,95.0,96.799,97.897,98.075
1420,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1421,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1423,N,False,90.739,92.179,93.059,93.941,94.414,94.414,95.771,97.529,97.529,97.529,98.412,99.298,100.65,100.99,101.06,103.31,103.31,103.75,104.72,105.55,106.59,106.94,107.72,107.78,108.17,109.03,110.02,110.02,110.02,110.46,111.36,112.79,112.98,112.44,113.59,113.99,114.46,114.78,116.3,116.52,116.81,118.0,118.81,118.97,119.65,119.93,121.24,121.09,121.99,122.21,123.44,124.24,123.78,124.39,125.12,125.87,127.51,128.85,129.4,130.49,132.23,130.76,132.23,133.15,133.15,135.0,135.0,135.0,135.93,134.79,136.59,136.86,138.16,138.54,138.54,138.54,138.54,140.77,140.94,140.01
1424,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0623,7.2801,7.2801,0.0,0.0,7.0711,0.0,7.0711,7.0711,7.0711,6.0828,0.0,0.0,0.0,8.0623,0.0,7.0711,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,5.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1425,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.83,155.82,155.82,157.92,157.92,155.93,156.92,157.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.305,0.0,0.0,0.0,30.871,31.305,31.305,29.967,29.967,29.967,29.069,29.967,28.636,29.069,28.178,27.731,26.833,26.833,26.049,26.522
1426,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.115,0.0,0.0,0.0,0.0,39.446,38.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1427,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.118,37.216,36.346,34.366,33.541,33.541,32.757,41.105,41.07,45.157,43.383,39.892,62.66,64.229,64.077,63.713,65.428,65.491,67.628,32.792,32.024,34.142,67.695,67.568,66.916,67.187,68.961,68.696,70.087,70.455,70.815,72.038,31.003,29.981,32.67,32.67,28.083,28.715,74.513,75.649,29.356,30.612,77.896,77.751,78.212,79.01,79.089,28.424,28.008,18.358,17.889,17.0
1428,N,False,451.09,445.17,442.96,442.8,438.76,442.13,438.59,440.05,438.56,439.1,440.66,433.34,429.03,433.53,425.65,425.3,424.75,413.73,417.24,419.01,422.7,413.09,415.18,413.86,412.85,414.51,421.53,420.13,416.15,412.65,414.48,413.87,411.39,415.34,414.35,415.03,412.23,411.58,412.27,417.31,414.33,416.3,419.36,414.7,419.46,419.9,418.01,419.89,423.22,416.84,412.8,413.65,415.01,416.89,418.96,417.81,420.49,416.91,413.18,422.98,421.99,419.79,414.66,415.83,412.24,406.08,404.94,413.97,417.86,410.3,406.98,404.29,403.01,401.05,407.55,395.6,393.3,400.24,399.89,405.17
1429,N,False,198.5,196.07,193.88,189.67,176.0,175.45,168.99,185.18,187.7,184.84,182.78,178.26,174.99,164.78,157.76,162.71,159.64,158.41,157.95,158.81,156.57,158.85,166.68,160.32,153.39,149.64,146.22,152.41,149.72,144.98,142.32,141.49,143.25,139.55,141.83,139.83,138.13,140.51,139.13,137.12,138.16,134.45,137.78,134.92,132.32,127.42,132.22,130.59,128.92,125.06,128.35,126.07,120.31,121.57,122.85,122.76,122.23,125.09,122.74,121.78,123.36,120.31,97.072,98.976,117.76,117.97,113.1,112.58,114.7,115.38,113.78,111.67,114.17,113.34,113.76,114.18,110.77,108.5,109.48,111.52
1430,N,False,14.036,14.036,14.036,63.535,14.142,14.142,14.142,14.142,13.342,13.342,14.318,13.342,12.369,13.342,13.342,13.342,12.369,12.369,12.649,12.649,11.705,11.705,11.705,11.402,10.44,10.44,10.77,10.77,10.77,10.77,9.8489,10.77,10.77,10.77,10.77,10.77,10.77,11.18,11.18,9.8489,11.18,11.18,11.18,11.18,11.18,11.18,11.18,12.083,12.53,11.662,11.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1431,N,False,264.5,259.38,260.48,262.63,269.44,270.84,271.58,274.93,278.06,277.37,280.16,280.13,283.52,283.11,281.49,280.66,268.93,278.33,277.18,277.87,278.21,276.58,275.08,280.97,283.79,285.9,284.13,287.58,283.46,279.26,282.97,278.38,282.03,279.93,279.54,281.07,276.65,271.28,273.09,273.35,271.47,268.86,269.1,269.69,270.6,270.1,270.42,272.15,274.21,271.53,274.98,272.29,272.82,271.18,271.76,274.31,274.02,273.1,277.68,277.55,277.86,279.88,275.79,278.15,279.64,280.83,278.15,278.39,277.27,277.14,274.98,275.06,276.62,274.44,275.2,278.61,278.59,277.29,277.54,275.06
1432,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
