,index,time_start,time_peak,time_end,nar,xray_class,magnitude,COINCIDENCE,AR_class,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
450,450,2021-03-25 15:00:00,2021-03-25 15:12:00,2021-03-25 15:24:00,12812,B,8.3,True,0,24.817,127.49,34.548,33.832,79.025,80.46,-0.10089,-0.0025121,4072.9,29.175,3.2899,521140000000.0,15.859,5.3446e+22,282.5,6260800000000.0,5.9714e+21,0.0,0.0,0.0
453,453,2016-05-07 12:48:00,2016-05-07 13:00:00,2016-05-07 13:36:00,12536,B,5.8,False,0,23.659,53.517,28.94,32.347,69.706,72.078,-0.33943,0.0049925,2547.4,20.202,3.0453,1008400000000.0,5.3598,1.6032e+22,123.29,2226100000000.0,3.3801e+21,0.0,0.0,0.0
457,457,2021-07-09 23:00:00,2021-07-09 23:12:00,2021-07-09 23:24:00,12841,B,1.5,False,0,5.6905,92.983,33.556,41.314,70.356,76.939,-0.10842,-0.0011358,4036.0,26.094,2.7137,484850000000.0,10.12,2.6854e+22,158.11,2561600000000.0,4.0164e+21,0.0,0.0,0.0
458,458,2011-10-10 22:12:00,2011-10-10 22:12:00,2011-10-10 22:24:00,11315,B,6.2,False,0,183.37,446.43,59.252,51.069,76.762,78.771,0.36618,-0.010757,20305.0,51.547,3.5615,3274500000000.0,60.753,4.5966e+23,716.0,14327000000000.0,1.1649e+22,316.55,0.0,20.607
463,463,2011-07-20 17:48:00,2011-07-20 17:48:00,2011-07-20 18:00:00,11259,B,5.1,False,0,60.24,282.23,32.665,37.143,78.37,80.666,0.0063698,-0.0029261,3522.5,25.975,3.4446,1391300000000.0,11.201,9.6307e+22,645.84,12758000000000.0,1.3904e+22,52.663,514.08,9.3789
466,466,2018-04-01 00:48:00,2018-04-01 00:48:00,2018-04-01 00:48:00,12703,B,1.1,False,0,67.278,80.525,27.76,32.599,84.754,88.278,-0.30277,0.0079827,1812.7,21.294,3.142,4030200000000.0,7.1785,2.0289e+22,253.2,5062700000000.0,5.2344e+21,0.0,0.0,0.0
468,468,2011-02-09 05:36:00,2011-02-09 05:36:00,2011-02-09 05:48:00,11157,B,4.3,False,0,19.078,56.835,28.323,39.524,99.863,102.54,0.11723,-0.0053009,1941.2,23.335,3.2287,216010000000.0,7.2242,9.278e+21,141.45,2934800000000.0,2.3002e+21,0.0,0.0,0.0
469,469,2013-02-27 00:24:00,2013-02-27 00:36:00,2013-02-27 00:36:00,11681,B,6.4,False,0,9.9751,101.83,31.103,31.883,70.159,72.094,0.11498,-0.0010063,3305.0,24.067,3.2673,788210000000.0,11.228,4.351e+22,263.65,5065600000000.0,6.6796e+21,0.0,0.0,0.0
470,470,2010-08-31 22:36:00,2010-08-31 22:36:00,2010-08-31 22:48:00,11102,B,1.8,True,0,35.262,269.82,45.28,67.064,121.03,120.55,-0.028602,0.0043399,6081.1,35.385,2.0066,619590000000.0,28.025,6.5617e+22,386.22,8058100000000.0,5.3484e+21,146.25,1326.8,21.229
471,471,2016-04-30 12:00:00,2016-04-30 12:12:00,2016-04-30 12:12:00,12536,B,5.2,False,0,69.755,465.51,47.458,57.43,103.26,105.8,0.14934,0.0041925,6053.5,40.104,3.7729,6171300000000.0,35.795,1.3377e+23,748.29,16654000000000.0,1.0152e+22,151.73,2770.2,17.484
475,475,2010-08-27 00:48:00,2010-08-27 01:00:00,2010-08-27 01:00:00,11100,B,1.6,True,0,35.812,107.21,26.178,36.495,85.271,86.201,0.034456,0.0035138,1543.4,18.985,3.1426,1801200000000.0,2.6982,2.0891e+22,319.75,6081700000000.0,6.7466e+21,0.0,0.0,0.0
476,476,2015-11-27 13:24:00,2015-11-27 13:36:00,2015-11-27 13:48:00,12459,B,4.2,False,0,112.93,271.39,28.317,37.154,92.928,93.856,-0.49195,0.0073125,2424.1,23.569,3.3489,4261500000000.0,6.9347,4.9719e+22,552.7,11674000000000.0,9.949e+21,38.471,0.0,7.7531
480,480,2011-12-16 08:12:00,2011-12-16 08:12:00,2011-12-16 08:24:00,11377,B,5.0,False,0,58.799,1480.2,32.046,42.475,103.62,102.69,0.12852,0.00092644,2357.9,27.407,3.5473,4158000000000.0,9.6931,1.9874e+23,2187.8,51080000000000.0,3.7407e+22,218.0,431.14,31.533
483,483,2011-01-10 08:36:00,2011-01-10 08:48:00,2011-01-10 08:48:00,11145,B,2.0,False,0,8.5756,83.405,33.622,53.524,121.65,123.21,-0.50905,0.0020154,2903.2,26.067,2.8465,1102500000000.0,8.6466,1.6409e+22,213.26,4127700000000.0,2.8434e+21,19.026,0.0,8.9023
484,484,2011-10-25 03:36:00,2011-10-25 03:36:00,2011-10-25 03:48:00,11321,B,9.5,False,0,12.035,23.115,20.614,25.64,83.51,83.45,-0.27225,0.0038798,891.87,17.873,0.0,793510000000.0,0.12891,3.6753e+21,65.448,1569000000000.0,1.8685e+21,0.0,0.0,0.0
490,490,2015-09-05 02:00:00,2015-09-05 02:12:00,2015-09-05 02:12:00,12410,B,3.0,False,0,0.041531,58.068,36.69,76.215,149.4,145.29,0.10171,-2.3841e-05,3146.9,27.354,0.0,94834000000.0,11.022,7.2801e+21,90.039,1726100000000.0,1.1922e+21,86.833,67.055,32.519
493,493,2011-06-29 19:48:00,2011-06-29 19:48:00,2011-06-29 20:00:00,11240,B,2.5,True,0,20.403,130.09,25.749,33.673,85.357,87.727,0.0064452,0.0017523,1487.0,19.064,2.4188,1103900000000.0,3.6929,2.2995e+22,320.92,6425800000000.0,7.7982e+21,0.0,0.0,0.0
494,494,2013-03-01 10:00:00,2013-03-01 10:12:00,2013-03-01 10:12:00,11682,B,6.8,True,0,101.69,588.53,54.802,72.059,109.08,112.51,-0.11421,0.0051995,9329.0,45.72,4.3253,9405500000000.0,47.27,2.4231e+23,1024.1,22564000000000.0,1.2204e+22,154.25,8979.2,12.054
495,495,2010-06-07 06:24:00,2010-06-07 06:24:00,2010-06-07 06:24:00,11077,B,2.0,False,0,3.8751,32.253,25.299,35.006,99.635,100.09,-0.15169,-0.0017086,1204.5,20.141,0.0,329870000000.0,0.48501,3.6279e+21,64.087,1365900000000.0,1.4013e+21,0.0,0.0,0.0
498,498,2010-06-09 20:48:00,2010-06-09 20:48:00,2010-06-09 21:00:00,11078,B,3.2,True,0,89.545,198.06,46.094,67.257,116.13,125.25,0.27652,0.0090973,7610.5,38.703,3.98,5698100000000.0,32.754,9.9483e+22,634.81,11698000000000.0,6.904e+21,147.61,2642.2,15.968
499,499,2012-08-28 23:48:00,2012-08-28 23:48:00,2012-08-28 23:48:00,11555,B,8.3,True,0,57.617,610.82,42.924,49.454,92.29,97.948,0.31416,-0.002356,6813.6,36.178,4.0902,4122500000000.0,29.421,2.2129e+23,984.91,21061000000000.0,1.6086e+22,137.83,4618.1,12.774
503,503,2016-11-04 12:24:00,2016-11-04 12:36:00,2016-11-04 13:12:00,12605,B,2.2,False,0,14.52,149.2,48.697,78.272,136.32,136.97,0.040185,-0.0063547,2730.5,31.439,2.9042,822070000000.0,21.707,8.286e+21,110.8,2444400000000.0,1.2611e+21,102.02,52.732,39.134
506,506,2020-06-07 20:36:00,2020-06-07 20:36:00,2020-06-07 20:48:00,12765,B,1.4,False,0,197.98,353.74,38.869,50.252,110.83,112.68,-0.40542,0.012616,6107.3,32.687,3.9393,10237000000000.0,22.413,1.2731e+23,725.3,14345000000000.0,1.0568e+22,93.666,1998.4,11.216
508,508,2021-08-18 18:24:00,2021-08-18 18:24:00,2021-08-18 18:36:00,12858,B,2.1,True,0,0.0039717,0.0,86.85,23.593,23.412,25.595,-1.0798,-0.00049647,1133.5,48.974,0.0,12319000000.0,62.5,1.2042e+19,0.0041798,4339500000.0,1.0794e+17,0.0,0.0,0.0
512,512,2017-05-02 19:24:00,2017-05-02 19:36:00,2017-05-02 19:36:00,12654,B,1.3,False,0,24.005,132.78,31.243,56.995,146.51,147.24,0.93066,-0.010206,2066.1,23.956,0.0,1168800000000.0,7.1003,6.4537e+21,130.14,2722100000000.0,1.4916e+21,0.0,0.0,0.0
513,513,2012-05-26 18:24:00,2012-05-26 18:24:00,2012-05-26 18:24:00,11491,B,5.7,False,0,162.51,623.44,48.78,57.81,103.95,105.41,0.36792,-0.0077383,8738.4,40.406,4.0919,4169500000000.0,37.254,2.4373e+23,985.85,20754000000000.0,1.2803e+22,226.2,3987.0,19.145
514,514,2020-01-10 11:48:00,2020-01-10 11:48:00,2020-01-11 01:24:00,12756,B,1.1,False,0,26.861,120.56,33.316,51.061,95.653,98.327,-0.27033,0.0037261,3889.2,27.278,3.4787,1073000000000.0,10.834,3.7235e+22,282.83,4840300000000.0,5.3847e+21,108.67,63.376,38.105
515,515,2016-06-17 04:48:00,2016-06-17 05:12:00,2016-06-17 05:36:00,12556,B,2.7,True,0,0.0,22.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5294,0.0,0.0,0.0,0.0,0.0,0.0,16.801,14563.0,1.7955
516,516,2012-05-15 19:36:00,2012-05-15 19:36:00,2012-05-15 19:36:00,11482,B,9.0,False,0,26.606,485.31,42.625,53.311,105.13,105.38,0.23047,-0.0014535,7843.1,35.605,3.712,2266800000000.0,28.466,1.9068e+23,843.09,16869000000000.0,1.2554e+22,239.02,0.0,23.431
517,517,2018-05-30 19:00:00,2018-05-30 19:00:00,2018-05-30 19:00:00,12710,B,1.3,False,0,0.22233,23.325,26.131,38.433,120.19,118.87,0.19198,0.00020817,1474.9,22.454,0.0,149560000000.0,2.1536,2.0919e+21,32.681,750300000000.0,6.2521e+20,0.0,0.0,0.0
518,518,2011-07-17 18:48:00,2011-07-17 19:24:00,2011-07-17 19:36:00,11257,B,7.9,True,0,2.3587,12.188,25.035,35.324,109.72,109.3,-0.36395,-0.0044419,1465.5,21.191,2.2422,104980000000.0,1.3183,1.0335e+21,15.03,347420000000.0,3.244e+20,0.0,0.0,0.0
519,519,2021-04-16 19:24:00,2021-04-16 19:36:00,2021-04-16 19:36:00,12815,B,1.3,False,0,5.1904,76.671,58.065,80.063,120.72,119.49,0.95748,-0.0024611,4073.1,41.589,2.5191,1069600000000.0,35.024,1.1414e+22,125.47,2569700000000.0,1.0127e+21,79.076,151.87,21.997
527,527,2013-02-26 14:36:00,2013-02-26 14:48:00,2013-02-26 15:00:00,11673,B,6.8,False,0,27.039,207.79,23.337,28.641,88.378,88.58,-0.24758,0.0019456,1211.9,19.406,0.0,1898600000000.0,0.67636,2.2368e+22,331.94,7439700000000.0,8.824e+21,0.0,0.0,0.0
528,528,2017-05-01 12:48:00,2017-05-01 13:00:00,2017-05-01 13:00:00,12652,B,2.9,True,0,20.392,115.52,50.549,29.742,60.323,71.146,0.0086791,0.0046261,11062.0,45.061,3.6642,498320000000.0,45.384,6.4774e+22,207.49,2309600000000.0,3.0965e+21,296.22,11.094,167.72
531,531,2015-07-30 23:24:00,2015-07-30 23:36:00,2015-07-30 23:48:00,12393,B,5.7,False,0,18.623,166.27,26.532,40.329,96.217,97.558,-0.12722,-0.0016431,2057.3,20.327,3.1516,781620000000.0,3.6968,3.0967e+22,425.76,7933200000000.0,7.9784e+21,0.0,0.0,0.0
533,533,2020-11-03 20:48:00,2020-11-03 21:00:00,2020-11-03 21:12:00,12780,B,4.3,False,0,0.71484,49.502,22.663,30.949,101.99,102.69,-0.74937,-0.00023097,1196.4,18.05,0.0,1200600000000.0,0.5814,4.9193e+21,103.82,2024800000000.0,2.0978e+21,0.0,0.0,0.0
536,536,2016-05-16 04:36:00,2016-05-16 04:36:00,2016-05-16 04:48:00,12545,B,6.0,False,0,105.4,209.72,32.554,45.259,109.38,112.68,-0.27536,-0.0073329,2977.1,26.588,3.8554,2317600000000.0,9.0713,5.6834e+22,604.71,11661000000000.0,9.2458e+21,69.479,0.0,14.756
537,537,2016-01-12 09:00:00,2016-01-12 09:00:00,2016-01-12 09:12:00,12483,B,6.8,False,0,60.323,506.73,54.096,61.554,95.036,97.868,0.66751,-0.004284,12296.0,45.37,3.7141,4784000000000.0,50.039,2.2994e+23,703.18,14488000000000.0,9.3383e+21,183.13,955.74,15.119
540,540,2010-06-02 18:36:00,2010-06-02 18:36:00,2010-06-02 18:48:00,11075,B,1.0,False,0,4.4456,33.443,30.583,39.601,115.38,115.93,-0.49627,0.0026588,1521.6,25.265,0.0,557390000000.0,7.6555,3.3788e+21,54.687,1347300000000.0,9.1609e+20,0.0,0.0,0.0
544,544,2021-04-27 08:12:00,2021-04-27 08:12:00,2021-04-27 08:36:00,12821,B,2.8,True,0,234.53,702.65,56.186,73.896,114.55,114.43,0.28629,-0.010733,9295.4,43.601,3.8646,3333500000000.0,43.868,2.6976e+23,1282.7,25395000000000.0,1.3703e+22,351.49,7874.9,23.75
545,545,2010-10-30 07:12:00,2010-10-30 07:24:00,2010-10-30 07:24:00,11120,B,2.1,False,0,0.0,31.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,549,2012-12-25 15:36:00,2012-12-25 15:48:00,2012-12-25 16:00:00,11636,B,6.6,False,0,22.509,72.617,29.237,29.877,55.976,60.204,-0.15592,0.0036416,2400.7,22.288,3.7445,574060000000.0,5.6787,1.9707e+22,152.18,2807600000000.0,4.3339e+21,44.963,4321.0,9.4085
554,554,2016-04-05 17:36:00,2016-04-05 17:48:00,2016-04-05 17:48:00,12528,B,2.8,True,0,16.394,179.19,52.14,71.031,120.81,122.37,-0.16468,-0.0043278,5813.1,38.194,3.1064,662830000000.0,36.58,2.9251e+22,209.89,4588500000000.0,2.1969e+21,98.858,195.53,22.076
559,559,2010-06-08 11:24:00,2010-06-08 11:24:00,2010-06-08 11:36:00,11078,B,1.4,False,0,0.37853,0.055539,46.612,44.487,96.225,94.855,-0.33123,0.0015772,1949.0,34.555,0.0,48606000000.0,30.833,6.2121e+20,6.0086,220770000000.0,9.0936e+19,0.0,0.0,0.0
560,560,2021-08-06 15:24:00,2021-08-06 15:24:00,2021-08-06 15:36:00,12850,B,1.4,False,0,34.228,33.794,22.657,30.103,73.868,74.929,-0.18295,0.0037951,908.09,16.332,2.2855,2085500000000.0,0.5433,1.0877e+22,211.74,4234300000000.0,5.6618e+21,0.0,0.0,0.0
562,562,2017-03-01 07:48:00,2017-03-01 08:00:00,2017-03-01 08:00:00,12641,B,2.8,False,0,225.76,331.85,40.361,52.077,103.82,108.04,-0.15592,-0.01237,4255.7,33.117,4.0393,7710500000000.0,20.233,1.0316e+23,843.28,17382000000000.0,1.1136e+22,242.12,2777.6,24.315
563,563,2017-03-28 21:00:00,2017-03-28 21:00:00,2017-03-28 21:00:00,12646,B,2.0,True,0,4.457,68.397,26.685,37.327,95.489,94.584,0.13253,-0.00087856,2229.9,21.361,2.9736,355130000000.0,2.878,1.5023e+22,176.34,3178600000000.0,3.3418e+21,0.0,0.0,0.0
565,565,2017-08-05 23:00:00,2017-08-05 23:00:00,2017-08-05 23:00:00,12670,B,1.3,False,0,20.142,621.29,40.772,41.758,95.318,95.654,0.1502,-0.00078469,8772.2,34.968,3.759,2086300000000.0,27.009,2.9904e+23,856.6,18578000000000.0,1.6026e+22,170.72,0.0,13.968
569,569,2012-08-29 19:12:00,2012-08-29 19:24:00,2012-08-29 19:36:00,11555,B,7.9,True,0,14.303,658.67,45.449,60.118,108.05,109.02,0.31197,-0.00071356,5745.1,37.81,3.9586,3352900000000.0,30.882,1.5293e+23,910.56,19946000000000.0,1.2246e+22,151.69,4271.4,16.356
570,570,2017-03-01 07:36:00,2017-03-01 07:36:00,2017-03-01 07:48:00,12641,B,1.2,False,0,225.76,331.85,40.361,52.077,103.82,108.04,-0.15592,-0.01237,4255.7,33.117,4.0393,7710500000000.0,20.233,1.0316e+23,843.28,17382000000000.0,1.1136e+22,242.12,2777.6,24.315
571,571,2021-02-26 07:00:00,2021-02-26 07:24:00,2021-02-26 07:48:00,12805,B,9.5,False,0,29.947,116.27,35.101,57.977,123.71,121.57,0.64473,0.0096201,2739.5,26.89,2.2641,1533000000000.0,9.38,1.1326e+22,125.71,2808100000000.0,1.879e+21,10.198,0.0,2.9817
573,573,2015-08-01 01:12:00,2015-08-01 01:24:00,2015-08-01 01:36:00,12393,B,8.0,False,0,97.688,287.09,34.689,46.9,99.41,100.99,-0.15224,-0.0071279,4228.4,28.693,3.2915,2260900000000.0,12.82,7.6961e+22,541.67,10333000000000.0,9.4751e+21,108.88,692.15,14.692
574,574,2021-09-22 11:12:00,2021-09-22 11:24:00,2021-09-22 11:24:00,12872,B,3.2,True,0,35.795,203.3,34.39,61.654,137.88,138.15,0.25459,-0.0058652,3158.5,27.707,3.0306,1661700000000.0,12.944,2.56e+22,322.54,6530700000000.0,4.0617e+21,18.028,0.0,5.6619
575,575,2012-01-18 12:00:00,2012-01-18 12:24:00,2012-01-18 12:24:00,11399,B,9.6,False,0,64.172,313.27,30.394,47.403,115.18,115.2,0.35813,0.0064886,2057.5,24.994,0.0,2692000000000.0,5.5612,2.7023e+22,391.58,9008000000000.0,5.8568e+21,10.817,0.0,3.2246
576,576,2011-04-28 09:12:00,2011-04-28 09:12:00,2011-04-28 09:24:00,11202,B,6.7,True,0,11.818,80.778,41.96,83.758,157.71,155.9,-0.64357,0.0069356,3408.7,28.203,2.8658,584520000000.0,13.967,7.7138e+21,104.82,2070400000000.0,1.1336e+21,10.77,0.0,4.8102
577,577,2016-04-26 06:12:00,2016-04-26 06:12:00,2016-04-26 06:12:00,12536,B,3.5,True,0,23.318,20.615,42.268,49.287,77.917,98.585,-1.2449,0.028367,6741.6,29.615,2.8687,631560000000.0,21.776,7.3595e+21,56.506,778440000000.0,6.8732e+20,0.0,0.0,0.0
578,578,2020-10-24 20:36:00,2020-10-24 20:48:00,2020-10-24 20:48:00,12776,B,2.3,False,0,7.7182,174.56,35.879,40.711,96.937,96.067,0.17399,-0.00083794,5736.6,29.919,3.6132,833800000000.0,20.063,7.0173e+22,292.86,6014500000000.0,5.9769e+21,0.0,0.0,0.0
580,580,2010-11-13 17:00:00,2010-11-13 17:24:00,2010-11-13 17:36:00,11125,B,5.7,False,0,41.359,203.99,49.791,83.613,132.05,128.35,0.69819,-0.0073737,5847.5,37.879,3.1807,2017100000000.0,30.166,4.3558e+22,387.46,7487600000000.0,3.5512e+21,106.64,2537.1,14.403
583,583,2015-01-24 16:00:00,2015-01-24 16:00:00,2015-01-24 16:12:00,12263,B,7.4,False,0,4.7136,10.393,24.359,35.281,113.42,113.05,-0.8928,-0.0069114,1486.7,20.84,0.0,310420000000.0,0.58651,1.3465e+21,23.678,539700000000.0,4.3854e+20,0.0,0.0,0.0
586,586,2014-05-28 06:36:00,2014-05-28 06:36:00,2014-05-28 06:48:00,12069,B,6.3,False,0,21.076,42.142,31.11,47.355,108.47,109.83,-0.051773,-0.0075677,3112.6,23.276,2.9421,527840000000.0,9.228,1.1512e+22,127.33,2122700000000.0,2.0829e+21,0.0,0.0,0.0
590,590,2016-04-26 02:48:00,2016-04-26 02:48:00,2016-04-26 03:00:00,12536,B,4.0,False,0,23.318,20.615,42.268,49.287,77.917,98.585,-1.2449,0.028367,6741.6,29.615,2.8687,631560000000.0,21.776,7.3595e+21,56.506,778440000000.0,6.8732e+20,0.0,0.0,0.0
591,591,2018-04-03 03:48:00,2018-04-03 04:00:00,2018-04-03 04:12:00,12703,B,2.1,False,0,7.6518,90.467,27.769,45.514,131.55,130.12,0.11854,0.0029773,1730.9,22.626,2.0302,712540000000.0,2.7237,5.9077e+21,94.838,2142500000000.0,1.5623e+21,0.0,0.0,0.0
594,594,2013-03-08 16:36:00,2013-03-08 16:48:00,2013-03-08 17:00:00,11684,B,6.8,False,0,7.3086,35.129,20.241,27.463,67.328,67.475,-0.11159,0.001428,805.16,15.117,0.0,295820000000.0,0.039078,5.4726e+21,104.31,2117100000000.0,3.4925e+21,0.0,0.0,0.0
596,596,2021-08-02 18:24:00,2021-08-02 18:24:00,2021-08-02 18:36:00,12850,B,1.0,False,0,23.653,53.894,43.868,75.385,153.26,155.02,0.57228,0.013141,4172.1,32.992,0.0,1253000000000.0,21.833,9.9733e+21,123.32,2229500000000.0,1.2573e+21,56.275,138.72,23.608
597,597,2021-06-29 11:00:00,2021-06-29 11:24:00,2021-06-29 11:36:00,12837,B,6.5,False,0,16.217,114.6,45.104,28.059,51.241,56.89,0.010431,-0.0028371,5921.0,33.076,3.3455,792270000000.0,31.1,4.4954e+22,164.06,2738200000000.0,3.7224e+21,0.0,0.0,0.0
602,602,2021-06-14 02:48:00,2021-06-14 03:00:00,2021-06-14 03:00:00,12832,B,1.0,False,0,4.9697,113.84,30.27,35.335,98.664,99.69,0.12871,-0.00098177,1746.8,25.959,0.0,379480000000.0,6.6377,1.1743e+22,146.44,3501900000000.0,2.8223e+21,0.0,0.0,0.0
610,610,2016-02-29 16:36:00,2016-02-29 17:00:00,2016-02-29 17:24:00,12510,B,5.2,False,0,0.0,15.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7824,0.0,0.0,0.0,0.0,0.0,0.0,98.336,10600.0,10.874
611,611,2012-05-28 14:00:00,2012-05-28 14:12:00,2012-05-28 14:36:00,11490,B,6.8,True,0,49.186,375.93,46.846,67.293,114.44,114.14,0.37302,0.0043458,4980.6,36.901,3.3823,2438500000000.0,27.973,7.4862e+22,568.45,12398000000000.0,6.8721e+21,190.81,1485.3,23.339
612,612,2021-07-02 06:24:00,2021-07-02 06:36:00,2021-07-02 06:36:00,12837,B,3.2,True,0,54.808,218.82,31.987,47.536,123.09,124.19,0.13848,-0.008168,2945.4,26.388,2.7316,2457700000000.0,10.03,2.6247e+22,301.37,6230100000000.0,4.4846e+21,91.946,78.279,32.925
613,613,2013-02-27 03:24:00,2013-02-27 03:24:00,2013-02-27 03:36:00,11682,B,8.3,False,0,143.89,220.51,60.756,80.891,114.72,116.76,-0.048699,0.017577,8923.3,46.694,3.9352,4201400000000.0,48.278,9.7009e+22,526.38,11008000000000.0,4.6996e+21,114.88,3392.9,12.199
619,619,2012-04-11 10:12:00,2012-04-11 10:24:00,2012-04-11 10:36:00,11455,B,2.7,False,0,9.8365,96.311,29.196,39.804,107.28,107.26,-0.49164,0.0039096,1761.2,25.679,0.0,678690000000.0,5.8426,5.8849e+21,93.083,2360400000000.0,1.3965e+21,0.0,0.0,0.0
620,620,2018-10-12 14:00:00,2018-10-12 14:00:00,2018-10-12 14:12:00,12724,B,7.1,False,0,4.8274,5.3503,15.05,64.548,141.73,202.59,-4.6184,-0.035759,7250.9,16.135,2.5605,326780000000.0,4.4444,1.3e+21,19.722,188840000000.0,1.7039e+20,0.0,0.0,0.0
626,626,2021-07-08 17:12:00,2021-07-08 17:12:00,2021-07-08 17:12:00,12837,B,1.7,False,0,9.1237,228.76,26.141,32.243,103.2,102.82,0.16403,-0.00076902,1306.4,22.125,0.0,1058300000000.0,1.5424,2.0585e+22,313.22,7502400000000.0,6.8168e+21,0.0,0.0,0.0
627,627,2017-03-04 05:24:00,2017-03-04 05:36:00,2017-03-04 05:36:00,12641,B,1.1,False,0,63.943,439.21,37.933,69.089,136.05,133.39,-0.11996,-0.0066449,2485.8,28.098,3.3116,1853000000000.0,13.031,3.1768e+22,458.91,10107000000000.0,5.544e+21,448.2,69.798,155.05
628,628,2011-05-15 13:00:00,2011-05-15 13:00:00,2011-05-15 13:12:00,11214,B,3.0,False,0,24.368,129.6,55.305,79.447,113.17,112.68,0.064999,0.0047025,7578.5,43.235,3.5768,1129500000000.0,37.727,5.2155e+22,291.98,6019300000000.0,3.2364e+21,126.95,1051.3,15.862
630,630,2011-08-26 13:24:00,2011-08-26 13:24:00,2011-08-26 13:36:00,11279,B,9.0,False,0,29.706,371.5,43.484,33.959,58.093,66.521,-0.2432,0.0017619,7090.5,36.075,4.0319,2609700000000.0,31.821,1.5876e+23,532.21,8495400000000.0,1.1629e+22,560.26,1758.6,81.136
631,631,2013-09-12 10:48:00,2013-09-12 11:00:00,2013-09-12 11:12:00,11841,B,2.6,False,0,5.7376,80.125,45.913,34.611,56.977,60.674,-0.071779,-0.0019449,7518.5,37.035,3.0695,112900000000.0,35.085,2.9456e+22,116.51,1608300000000.0,2.2138e+21,0.0,0.0,0.0
636,636,2017-05-21 07:36:00,2017-05-21 07:36:00,2017-05-21 07:48:00,12658,B,1.4,False,0,14.891,90.785,42.542,80.15,145.7,146.07,0.45767,0.0073101,4746.0,30.002,2.1317,502360000000.0,15.218,1.2839e+22,123.23,2298600000000.0,1.4634e+21,0.0,0.0,0.0
640,640,2020-10-19 04:48:00,2020-10-19 04:48:00,2020-10-19 05:00:00,12776,B,2.8,True,0,36.022,356.29,43.354,56.059,117.95,119.77,-0.18153,0.0034461,6519.3,36.239,3.366,1418800000000.0,29.408,9.0502e+22,525.84,11102000000000.0,6.681e+21,34.005,0.0,4.7867
642,642,2012-05-28 12:24:00,2012-05-28 12:48:00,2012-05-28 13:00:00,11491,B,7.4,False,0,159.19,487.36,38.332,45.489,96.459,98.94,-0.15807,-0.0077625,7372.2,32.28,3.9666,4921600000000.0,21.949,2.0078e+23,874.38,16505000000000.0,1.4619e+22,212.17,996.95,20.9
648,648,2017-08-03 18:12:00,2017-08-03 18:24:00,2017-08-03 18:24:00,12670,B,2.3,True,0,63.442,325.93,42.13,34.64,66.936,68.778,-0.098287,-0.0030507,9307.4,34.457,3.9672,2548700000000.0,28.943,2.5705e+23,702.65,12428000000000.0,1.3874e+22,142.58,3507.1,15.608
649,649,2017-02-15 20:48:00,2017-02-15 20:48:00,2017-02-15 20:48:00,12636,B,1.0,False,0,8.5311,14.754,26.019,39.244,78.515,88.74,1.8611,-0.013541,1197.2,17.374,0.0,601410000000.0,6.8254,1.0017e+21,26.13,457600000000.0,4.6167e+20,0.0,0.0,0.0
650,650,2017-08-02 23:48:00,2017-08-02 23:48:00,2017-08-03 00:00:00,12670,B,9.4,True,0,41.512,308.93,47.095,31.415,55.271,60.644,-0.040194,-0.0021845,10223.0,37.339,4.3266,742390000000.0,35.91,2.58e+23,586.52,9279300000000.0,1.2057e+22,489.3,17587.0,46.972
653,653,2017-05-24 13:24:00,2017-05-24 13:36:00,2017-05-24 13:48:00,12660,B,3.8,False,0,0.14771,144.38,40.942,81.499,155.22,154.04,-0.25943,-5.5363e-05,2778.9,28.36,2.8904,373290000000.0,15.105,9.8464e+21,167.16,3268600000000.0,1.6938e+21,0.0,0.0,0.0
655,655,2017-03-01 08:00:00,2017-03-01 08:00:00,2017-03-01 08:00:00,12641,B,2.6,True,0,225.76,331.85,40.361,52.077,103.82,108.04,-0.15592,-0.01237,4255.7,33.117,4.0393,7710500000000.0,20.233,1.0316e+23,843.28,17382000000000.0,1.1136e+22,242.12,2777.6,24.315
656,656,2015-10-10 10:48:00,2015-10-10 11:00:00,2015-10-10 11:00:00,12432,B,1.5,False,0,3.0445,36.199,26.682,34.6,66.798,77.365,0.13713,0.00053469,1808.1,20.306,2.9006,410010000000.0,4.0035,1.3675e+22,134.44,2583300000000.0,4.1276e+21,0.0,0.0,0.0
657,657,2010-11-15 20:48:00,2010-11-15 20:48:00,2010-11-15 21:00:00,11126,B,4.5,False,0,83.573,151.56,34.985,54.187,116.87,120.07,-0.023755,0.010183,4318.3,26.979,3.6995,3732600000000.0,11.697,4.7066e+22,396.22,6900300000000.0,6.2319e+21,36.082,0.0,7.128
