,index,time_start,time_peak,time_end,nar,xray_class,magnitude,COINCIDENCE,AR_class,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
660,660,2010-08-27 04:36:00,2010-08-27 04:36:00,2010-08-27 04:36:00,11100,B,4.7,True,0,23.761,158.24,28.021,40.422,88.833,92.043,-0.013083,0.0022286,2353.3,21.01,3.5454,1207100000000.0,4.6239,3.3321e+22,415.78,7156300000000.0,7.7432e+21,0.0,0.0,0.0
662,662,2020-04-09 01:24:00,2020-04-09 09:24:00,2020-04-09 09:12:00,12759,B,1.6,False,0,6.5491,18.648,23.554,24.961,89.495,89.569,0.46093,0.0031577,1059.5,21.185,0.0,504400000000.0,0.48216,2.9182e+21,47.521,1226500000000.0,1.1454e+21,0.0,0.0,0.0
663,663,2017-02-06 16:12:00,2017-02-06 16:12:00,2017-02-06 16:24:00,12634,B,1.5,False,0,3.1305,18.115,33.623,41.55,68.696,72.423,-0.13815,0.0021501,3869.9,26.424,0.0,102840000000.0,9.8214,7.4829e+21,44.151,666230000000.0,1.2293e+21,0.0,0.0,0.0
666,666,2016-01-08 04:00:00,2016-01-08 04:12:00,2016-01-08 04:12:00,12481,B,4.5,False,0,0.34545,3.4279,63.972,48.469,70.296,77.99,-0.38461,-0.0013708,2839.5,51.879,2.5805,49318000000.0,61.508,9.5027e+20,4.908,255090000000.0,5.4872e+19,0.0,0.0,0.0
670,670,2010-08-07 02:24:00,2010-08-07 02:36:00,2010-08-07 02:48:00,11094,B,3.0,False,0,16.859,127.96,32.886,40.495,87.582,87.489,-0.14256,0.0017164,3295.1,26.466,3.2649,1119700000000.0,12.238,4.2981e+22,323.04,6229600000000.0,6.4292e+21,181.37,34.855,67.923
671,671,2010-05-03 12:48:00,2010-05-03 12:48:00,2010-05-03 13:00:00,11063,B,2.0,False,0,18.019,12.968,58.179,52.487,88.546,99.696,-4.6542,0.023012,2556.2,48.037,2.7259,1948600000000.0,47.382,2.658e+21,32.389,1147400000000.0,2.9124e+20,0.0,0.0,0.0
674,674,2016-10-21 09:36:00,2016-10-21 09:48:00,2016-10-21 09:48:00,12603,B,1.2,False,0,0.95401,41.257,30.355,60.068,146.96,148.47,0.0088751,0.001461,1920.7,23.238,0.0,39020000000.0,6.8913,1.6657e+21,34.172,735120000000.0,3.9482e+20,0.0,0.0,0.0
675,675,2018-12-05 20:12:00,2018-12-05 20:24:00,2018-12-05 20:24:00,12729,B,1.3,False,0,3.5489,47.006,60.982,59.798,102.52,99.418,-0.10062,0.0018513,2592.7,44.829,2.6623,1165500000000.0,47.314,6.6007e+21,65.268,2098500000000.0,6.1394e+20,0.0,0.0,0.0
679,679,2017-05-22 22:00:00,2017-05-22 22:00:00,2017-05-22 22:00:00,12660,B,1.5,False,0,10.613,95.996,48.321,91.214,143.79,140.22,0.45492,0.007005,4118.0,30.189,2.652,417280000000.0,17.03,8.2854e+21,79.994,1656900000000.0,9.6271e+20,40.268,0.0,12.443
684,684,2010-11-18 13:00:00,2010-11-18 13:00:00,2010-11-18 13:12:00,11126,B,2.4,False,0,72.053,330.81,46.142,64.066,115.39,118.83,0.11227,0.0060534,5558.3,36.337,3.883,3329100000000.0,28.856,8.7872e+22,597.76,12629000000000.0,7.5543e+21,142.5,1740.0,19.055
685,685,2010-06-09 00:00:00,2010-06-09 01:00:00,2010-06-09 01:00:00,11078,B,2.3,True,0,9.6363,48.045,51.725,58.188,115.04,115.95,1.2058,-0.0038224,3330.2,41.65,2.0695,1648100000000.0,37.867,1.1154e+22,110.92,2942900000000.0,1.2198e+21,0.0,0.0,0.0
686,686,2010-11-16 07:00:00,2010-11-16 07:12:00,2010-11-16 07:12:00,11126,B,3.6,True,0,122.13,263.25,36.578,57.153,116.05,120.04,0.03607,0.010362,4262.6,28.69,3.8312,5300600000000.0,14.795,6.6731e+22,550.36,10626000000000.0,8.1473e+21,113.68,1096.8,17.404
688,688,2020-12-15 05:48:00,2020-12-15 05:48:00,2020-12-15 06:00:00,12793,B,1.7,True,0,3.4608,56.251,24.628,35.15,73.464,76.691,-0.13001,-0.00053614,1516.0,19.147,2.7092,427900000000.0,2.2618,1.2996e+22,174.87,3359600000000.0,4.6279e+21,0.0,0.0,0.0
689,689,2017-04-26 12:24:00,2017-04-26 12:24:00,2017-04-26 12:36:00,12652,B,2.9,False,0,20.489,901.48,41.103,62.844,123.9,120.32,0.44882,0.0012077,5745.6,31.4,3.1761,4055000000000.0,22.043,1.2946e+23,702.44,15370000000000.0,1.075e+22,141.73,318.1,15.547
692,692,2021-07-09 20:36:00,2021-07-09 20:36:00,2021-07-09 20:36:00,12841,B,5.1,False,0,10.461,82.184,33.69,40.662,76.811,93.612,0.18741,-0.0021058,3980.3,27.911,2.5309,911200000000.0,12.661,2.6261e+22,163.91,2831100000000.0,3.7656e+21,0.0,0.0,0.0
695,695,2017-02-04 05:48:00,2017-02-04 06:00:00,2017-02-04 06:00:00,12631,B,1.2,False,0,1.9142,11.153,27.19,41.725,92.583,99.093,0.79605,-0.0065107,1505.7,20.672,0.0,119620000000.0,5.7823,5.879e+20,12.442,231110000000.0,1.9676e+20,0.0,0.0,0.0
698,698,2011-06-01 05:00:00,2011-06-01 05:00:00,2011-06-01 05:00:00,11229,B,7.3,False,0,13.011,189.87,38.317,60.816,126.82,126.49,0.6193,-0.0023604,5805.2,30.469,0.0,1846300000000.0,17.925,4.2495e+22,320.52,5869800000000.0,4.0556e+21,165.39,150.65,30.729
699,699,2012-12-30 05:48:00,2012-12-30 05:48:00,2012-12-30 06:00:00,11637,B,3.7,False,0,3.8948,516.48,31.02,56.015,134.88,136.29,1.0925,0.00047051,1952.7,23.596,1.5761,4601400000000.0,5.1341,2.1467e+22,464.77,10173000000000.0,5.0859e+21,0.0,0.0,0.0
700,700,2010-08-10 08:48:00,2010-08-10 09:12:00,2010-08-10 09:24:00,11096,B,1.9,True,0,31.429,129.6,48.939,90.098,141.86,142.38,-0.29369,-0.010325,4039.7,33.369,3.3625,1319600000000.0,21.781,1.6331e+22,195.73,3662100000000.0,1.83e+21,101.4,92.029,31.169
701,701,2021-07-16 12:48:00,2021-07-16 12:48:00,2021-07-16 13:00:00,12844,B,4.1,False,0,0.0,23.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.175,0.0,0.0,0.0,0.0,0.0,0.0,14.146,23567.0,1.3092
702,702,2016-09-07 09:24:00,2016-09-07 09:24:00,2016-09-07 09:36:00,12586,B,2.3,False,0,1.6854,25.671,22.489,27.933,86.345,88.347,-0.45658,0.00085945,930.25,16.94,0.0,478630000000.0,0.76492,2.4226e+21,47.283,1050300000000.0,1.2501e+21,0.0,0.0,0.0
703,703,2016-09-10 06:48:00,2016-09-10 07:00:00,2016-09-10 07:12:00,12589,B,3.6,False,0,2.1969,333.24,46.559,78.394,140.09,144.13,0.82892,0.00044141,4372.7,33.839,3.3905,2202400000000.0,26.502,2.8902e+22,367.19,6785400000000.0,2.8802e+21,83.897,293.64,22.945
704,704,2017-02-28 11:36:00,2017-02-28 11:48:00,2017-02-28 12:12:00,12641,B,7.7,False,0,38.89,122.62,37.394,40.151,90.723,95.94,-0.23865,-0.004283,2342.5,30.121,3.1428,1118500000000.0,16.256,2.8247e+22,331.81,7285600000000.0,5.4224e+21,0.0,0.0,0.0
705,705,2021-07-21 13:36:00,2021-07-21 13:48:00,2021-07-21 13:48:00,12842,B,9.3,True,0,143.6,402.27,41.974,43.815,89.175,92.721,0.15445,0.0058057,4430.2,35.335,3.9866,3248200000000.0,24.16,1.4553e+23,919.33,18575000000000.0,1.4743e+22,125.54,2867.2,15.069
706,706,2021-08-06 07:00:00,2021-08-06 07:12:00,2021-08-06 07:12:00,12851,B,1.5,False,0,0.60925,27.377,54.471,89.048,146.09,141.5,0.96472,-0.00077414,3109.1,33.9,1.98,411210000000.0,26.557,3.2496e+21,51.28,954360000000.0,4.2694e+20,0.0,0.0,0.0
709,709,2013-01-25 01:12:00,2013-01-25 01:24:00,2013-01-25 01:24:00,11658,B,3.4,False,0,47.139,126.62,38.849,33.661,69.418,72.22,0.25701,0.0054851,5726.1,27.966,3.3806,2074700000000.0,21.501,6.5361e+22,237.76,4317200000000.0,5.6341e+21,0.0,0.0,0.0
711,711,2011-05-21 19:24:00,2011-05-21 19:24:00,2011-05-21 19:24:00,11214,B,2.7,True,0,84.79,178.99,32.083,32.152,78.483,80.832,-0.17477,0.0066087,4232.7,25.438,3.6688,4012200000000.0,14.349,7.212e+22,367.45,7154900000000.0,8.6212e+21,0.0,0.0,0.0
712,712,2020-12-13 19:12:00,2020-12-13 19:12:00,2020-12-13 19:24:00,12793,B,3.1,False,0,0.0,19.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2273,0.0,0.0,0.0,0.0,0.0,0.0,54.111,12101.0,5.7898
713,713,2021-04-29 18:12:00,2021-04-29 18:12:00,2021-04-29 18:24:00,12821,B,1.3,True,0,121.35,667.2,37.882,46.411,103.21,103.6,0.063384,-0.0038585,4297.8,30.846,3.7734,2432900000000.0,20.558,1.7952e+23,1217.2,24504000000000.0,1.9857e+22,479.04,1992.1,47.814
714,714,2018-08-24 21:48:00,2018-08-24 21:48:00,2018-08-24 22:00:00,12719,B,1.6,False,0,1.5713,194.05,49.253,88.688,137.25,133.32,0.52975,0.00040623,5260.5,32.467,3.0387,1101800000000.0,22.021,2.703e+22,240.11,4548400000000.0,2.4402e+21,119.86,266.19,22.942
717,717,2015-02-14 22:48:00,2015-02-14 22:48:00,2015-02-14 22:48:00,12284,B,6.9,False,0,30.967,144.31,30.241,42.647,94.063,95.975,-0.067723,0.0033631,2845.2,23.567,3.3655,1834500000000.0,6.2439,3.4796e+22,390.24,6816700000000.0,6.619e+21,141.39,72.156,42.361
719,719,2010-06-09 04:36:00,2010-06-09 05:12:00,2010-06-09 05:36:00,11078,B,5.1,True,0,10.436,66.829,38.17,68.327,133.07,132.8,0.77617,-0.0035974,3537.7,30.477,3.0926,1220600000000.0,16.684,1.3629e+22,160.81,3214400000000.0,1.955e+21,121.24,59.542,43.415
722,722,2021-07-17 03:00:00,2021-07-17 03:12:00,2021-07-17 03:24:00,12842,B,7.8,False,0,7.9709,153.92,51.397,62.668,100.29,95.592,-0.079016,0.0024154,9644.7,41.023,2.4593,141730000000.0,43.273,4.2268e+22,121.0,2703700000000.0,2.1148e+21,0.0,0.0,0.0
724,724,2013-03-30 10:12:00,2013-03-30 10:24:00,2013-03-30 10:24:00,11710,B,8.8,False,0,60.905,206.39,36.731,55.161,110.69,116.1,0.030593,0.0070582,5144.0,29.91,3.819,3650700000000.0,15.541,5.8949e+22,464.79,8401300000000.0,6.4597e+21,124.32,546.02,19.311
725,725,2021-08-26 09:24:00,2021-08-26 09:36:00,2021-08-26 09:36:00,12861,B,2.6,False,0,24.232,17.939,29.325,39.845,112.77,122.58,-1.6606,0.023458,1581.7,20.991,0.0,1319400000000.0,8.8093,2.1699e+21,60.359,1025300000000.0,7.2581e+20,0.0,0.0,0.0
726,726,2017-02-26 23:00:00,2017-02-26 23:12:00,2017-02-26 23:24:00,12640,B,3.2,False,0,2.2106,59.606,27.752,41.611,120.43,121.01,-0.31544,-0.00090972,1887.4,23.234,2.8125,395160000000.0,4.5679,6.0908e+21,93.473,1966900000000.0,1.5575e+21,0.0,0.0,0.0
727,727,2010-12-15 14:36:00,2010-12-15 14:36:00,2010-12-15 14:36:00,11134,B,2.2,False,0,106.24,222.67,38.665,41.098,93.189,93.72,0.37491,-0.012091,7674.1,32.511,3.6407,3015400000000.0,26.422,8.9563e+22,333.43,6353700000000.0,6.1101e+21,0.0,0.0,0.0
728,728,2017-05-18 16:24:00,2017-05-18 16:36:00,2017-05-18 16:36:00,12656,B,1.1,False,0,42.661,118.65,31.01,39.053,99.463,99.077,-0.25,0.0053682,2799.0,24.936,2.9482,1682400000000.0,8.1289,2.954e+22,261.52,5188000000000.0,5.0182e+21,0.0,0.0,0.0
734,734,2015-02-18 19:12:00,2015-02-18 19:12:00,2015-02-18 19:12:00,12289,B,7.9,False,0,0.0,24.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5745,0.0,0.0,0.0,0.0,0.0,0.0,250.78,15023.0,17.525
736,736,2016-04-25 20:00:00,2016-04-25 20:00:00,2016-04-25 20:12:00,12536,B,3.0,False,0,23.318,20.615,42.268,49.287,77.917,98.585,-1.2449,0.028367,6741.6,29.615,2.8687,631560000000.0,21.776,7.3595e+21,56.506,778440000000.0,6.8732e+20,0.0,0.0,0.0
737,737,2013-02-24 20:12:00,2013-02-24 20:12:00,2013-02-24 20:24:00,11673,B,9.8,False,0,20.583,486.18,31.814,52.508,124.61,121.46,0.077187,0.0016315,2269.8,26.212,0.0,1958400000000.0,8.3862,3.8029e+22,512.73,11433000000000.0,7.7054e+21,0.0,0.0,0.0
740,740,2016-07-10 09:36:00,2016-07-10 09:48:00,2016-07-10 09:48:00,12562,B,4.1,False,0,46.375,371.09,32.399,39.531,93.337,93.932,-0.086708,0.0017099,2747.6,26.226,3.2316,1492700000000.0,9.4157,9.8979e+22,881.54,18878000000000.0,1.693e+22,33.728,0.0,5.6225
745,745,2018-10-13 13:24:00,2018-10-13 13:24:00,2018-10-13 13:36:00,12724,B,2.3,True,0,3.8705,13.26,37.688,65.478,117.43,115.08,-0.16864,0.004575,5734.9,28.331,2.6406,74737000000.0,7.565,6.4433e+21,40.1,632560000000.0,7.0311e+20,0.0,0.0,0.0
748,748,2010-08-10 16:36:00,2010-08-10 17:00:00,2010-08-10 17:12:00,11097,B,8.1,False,0,6.2209,6.0262,40.553,62.931,106.58,103.6,2.5055,-0.027285,7057.1,32.256,0.0,308720000000.0,6.1404,2.1368e+21,9.7901,172610000000.0,1.7773e+20,0.0,0.0,0.0
749,749,2013-03-26 12:12:00,2013-03-26 13:00:00,2013-03-26 13:36:00,11700,B,2.7,False,0,10.326,105.12,25.682,36.68,107.47,106.82,-0.07019,0.002149,1344.9,21.168,0.0,478890000000.0,0.74922,8.5823e+21,136.15,3141000000000.0,2.9049e+21,0.0,0.0,0.0
751,751,2020-12-14 22:24:00,2020-12-14 22:24:00,2020-12-14 22:36:00,12793,B,2.0,True,0,5.8973,37.89,24.169,32.853,64.317,66.658,-0.15048,-0.0012751,1504.1,18.257,2.6173,452750000000.0,1.2541,9.2387e+21,122.09,2135500000000.0,3.3109e+21,0.0,0.0,0.0
754,754,2010-08-28 00:36:00,2010-08-28 00:48:00,2010-08-28 00:48:00,11101,B,1.0,False,0,40.62,154.06,53.806,44.447,70.607,73.756,0.2704,-0.0051288,14154.0,46.944,3.7636,1150000000000.0,51.768,1.4887e+23,240.82,5156500000000.0,5.3657e+21,0.0,0.0,0.0
756,756,2020-12-04 19:12:00,2020-12-04 19:24:00,2020-12-04 19:24:00,12788,B,6.2,False,0,7.9013,1545.5,38.344,36.829,86.494,89.519,-0.14077,0.00010427,8354.7,33.236,4.3515,5448300000000.0,23.598,8.4078e+23,2565.5,53003000000000.0,4.8533e+22,536.58,13487.0,30.337
757,757,2019-03-18 13:48:00,2019-03-18 13:48:00,2019-03-18 13:48:00,12735,B,1.6,True,0,0.86168,10.137,34.068,47.557,132.56,135.27,-0.12372,0.002187,2200.3,26.363,0.0,25379000000.0,11.929,1.1513e+21,15.162,337140000000.0,2.5851e+20,0.0,0.0,0.0
759,759,2013-06-16 02:24:00,2013-06-16 02:36:00,2013-06-16 02:36:00,11768,B,6.9,False,0,199.54,655.47,47.078,47.238,82.015,87.605,0.21515,-0.006439,9138.7,40.083,4.1468,3619300000000.0,38.897,3.7614e+23,1324.3,26387000000000.0,2.101e+22,163.91,4641.0,11.971
763,763,2016-10-16 13:24:00,2016-10-16 13:48:00,2016-10-16 14:00:00,12602,B,3.5,False,0,39.885,240.06,43.502,65.532,127.64,126.38,0.22536,-0.0072598,5235.7,33.402,2.2876,647160000000.0,23.699,3.8201e+22,271.23,5931400000000.0,3.4408e+21,0.0,0.0,0.0
766,766,2017-08-06 09:48:00,2017-08-06 09:48:00,2017-08-06 09:48:00,12670,B,1.3,True,0,24.311,656.28,43.821,45.692,97.706,99.058,0.26412,0.0012051,10416.0,37.68,3.6719,2884900000000.0,32.856,2.7904e+23,772.79,16821000000000.0,1.2747e+22,176.21,0.0,14.614
767,767,2016-03-18 00:00:00,2016-03-18 00:12:00,2016-03-18 00:24:00,12523,B,5.1,False,0,10.328,54.791,41.872,67.373,143.46,142.12,1.2934,-0.0094495,2418.1,29.013,0.0,736190000000.0,16.651,3.5099e+21,60.582,1277500000000.0,6.0468e+20,0.0,0.0,0.0
769,769,2013-09-10 10:12:00,2013-09-10 10:48:00,2013-09-10 11:00:00,11838,B,2.9,False,0,46.779,371.94,30.377,56.333,131.46,131.76,0.051312,0.0065691,2117.2,23.603,0.0,2394900000000.0,3.2861,2.0023e+22,347.26,7292700000000.0,4.6026e+21,0.0,0.0,0.0
770,770,2016-04-27 21:12:00,2016-04-27 21:12:00,2016-04-27 21:24:00,12532,B,7.5,True,0,107.95,268.63,26.272,36.502,76.056,80.374,-0.14613,0.0054957,2212.9,19.501,3.5224,4153100000000.0,3.2429,5.7727e+22,630.37,11015000000000.0,1.3852e+22,0.0,0.0,0.0
771,771,2010-08-18 22:12:00,2010-08-18 22:24:00,2010-08-18 22:36:00,11100,B,3.3,False,0,36.412,205.59,23.615,33.619,97.954,98.472,-0.010126,0.0026805,1428.4,19.546,2.7997,3483600000000.0,0.99382,2.5768e+22,391.24,8426100000000.0,8.8977e+21,8.0623,0.0,2.6674
772,772,2015-07-21 05:12:00,2015-07-21 05:36:00,2015-07-21 06:12:00,12384,B,5.3,False,0,0.0,56.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2062,0.0,0.0,0.0,0.0,0.0,0.0,48.148,2658.8,10.606
773,773,2020-04-07 01:36:00,2020-04-07 01:48:00,2020-04-08 00:24:00,12759,B,4.5,True,0,11.166,104.21,28.468,42.421,122.94,123.53,-0.44886,0.0034367,1829.4,25.182,2.5313,768310000000.0,6.3712,7.8936e+21,119.53,2831000000000.0,1.8845e+21,0.0,0.0,0.0
775,775,2012-02-14 18:48:00,2012-02-14 18:48:00,2012-02-14 19:00:00,11417,B,3.5,False,0,11.05,436.01,29.385,49.76,128.77,126.14,0.39074,-0.00108,2038.1,24.471,2.3509,2049100000000.0,4.3296,2.7695e+22,451.67,10016000000000.0,6.3276e+21,0.0,0.0,0.0
776,776,2010-06-08 12:48:00,2010-06-08 12:48:00,2010-06-08 12:48:00,11078,B,1.2,True,0,0.37853,0.055539,46.612,44.487,96.225,94.855,-0.33123,0.0015772,1949.0,34.555,0.0,48606000000.0,30.833,6.2121e+20,6.0086,220770000000.0,9.0936e+19,0.0,0.0,0.0
777,777,2016-09-09 03:00:00,2016-09-09 03:12:00,2016-09-09 03:24:00,12588,B,7.9,False,0,361.74,1136.6,55.919,61.994,96.045,99.066,0.16634,-0.011426,14135.0,46.808,4.2567,14936000000000.0,51.424,5.9434e+23,1639.5,32337000000000.0,2.1051e+22,341.3,22345.0,19.198
780,780,2010-06-09 08:36:00,2010-06-09 08:36:00,2010-06-09 08:48:00,11078,B,2.5,True,0,3.3714,89.062,42.166,67.305,126.99,131.12,0.80958,0.00087229,4126.9,34.804,2.2236,1696200000000.0,24.01,2.1183e+22,206.24,4700200000000.0,2.4518e+21,137.35,122.77,33.599
782,782,2010-10-19 12:36:00,2010-10-19 12:36:00,2010-10-19 12:36:00,11115,B,2.6,False,0,113.35,203.15,59.702,47.334,64.507,70.287,0.46912,0.013505,19346.0,52.122,3.7534,3805100000000.0,63.756,2.1564e+23,282.5,5999900000000.0,6.1587e+21,0.0,0.0,0.0
784,784,2012-03-26 13:12:00,2012-03-26 13:12:00,2012-03-26 13:12:00,11446,B,4.0,False,0,13.505,82.143,30.67,54.7,128.49,125.39,0.18855,-0.0053441,1981.1,23.936,0.0,731680000000.0,3.8781,6.6485e+21,98.622,2044300000000.0,1.603e+21,0.0,0.0,0.0
785,785,2016-03-03 01:36:00,2016-03-03 02:00:00,2016-03-03 02:48:00,12510,B,4.6,False,0,93.836,202.54,34.244,33.664,66.771,68.72,-0.11343,0.0049717,3391.1,25.029,3.7623,6069600000000.0,12.609,8.5005e+22,520.2,9440200000000.0,1.2548e+22,98.867,0.0,21.104
786,786,2020-10-14 12:12:00,2020-10-14 12:24:00,2020-10-14 12:36:00,12776,B,1.2,True,0,0.0,21.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3819,0.0,0.0,0.0,0.0,0.0,0.0,63.55,13654.0,6.4849
787,787,2014-05-30 17:48:00,2014-05-30 18:00:00,2014-05-30 18:00:00,12075,B,4.4,False,0,12.603,215.79,54.149,62.005,101.88,102.87,-0.23361,0.0028933,10616.0,41.949,0.0,707720000000.0,45.845,6.1415e+22,183.82,4334200000000.0,2.8211e+21,0.0,0.0,0.0
789,789,2014-05-21 19:24:00,2014-05-21 19:24:00,2014-05-21 19:36:00,12069,B,7.7,False,0,66.224,77.802,44.744,69.236,127.42,133.72,-0.60826,0.027411,5303.2,36.64,3.4873,3354300000000.0,29.056,1.7016e+22,168.83,3326400000000.0,1.5981e+21,9.0554,0.0,2.6351
791,791,2020-12-15 00:24:00,2020-12-15 00:36:00,2020-12-15 00:48:00,12793,B,1.7,True,0,9.4844,34.014,25.68,36.807,70.555,77.534,0.06177,-0.001746,1693.1,19.861,2.7512,567310000000.0,3.4057,1.2214e+22,170.35,2952800000000.0,3.917e+21,0.0,0.0,0.0
792,792,2017-01-04 02:24:00,2017-01-04 02:36:00,2017-01-04 02:48:00,12624,B,1.8,False,0,23.622,52.777,29.927,45.961,119.16,118.2,-0.016956,0.009721,2001.5,24.553,0.0,1205700000000.0,3.7037,6.4592e+21,96.481,1901600000000.0,1.5596e+21,0.0,0.0,0.0
793,793,2020-04-30 01:24:00,2020-04-30 12:12:00,2020-04-30 12:12:00,12762,B,1.3,False,0,13.866,59.645,33.231,56.688,129.36,128.45,-0.33597,-0.0048755,3155.4,25.46,0.0,509930000000.0,7.9466,1.1918e+22,140.28,2437600000000.0,2.1073e+21,0.0,0.0,0.0
799,799,2011-08-26 15:12:00,2011-08-26 15:24:00,2011-08-26 15:24:00,11279,B,6.4,True,0,33.163,364.74,41.819,30.887,52.878,62.147,-0.18622,0.0014319,5541.2,34.491,0.0,2317700000000.0,27.103,1.7043e+23,606.2,10806000000000.0,1.4313e+22,676.32,2554.3,88.349
801,801,2016-11-30 05:12:00,2016-11-30 05:24:00,2016-11-30 05:24:00,12614,B,3.9,False,0,68.409,206.32,52.127,73.56,112.36,117.39,0.28567,0.0088832,9611.4,41.9,3.8863,1421000000000.0,42.618,9.8298e+22,500.33,9338000000000.0,5.4151e+21,120.01,3130.6,13.094
802,802,2020-12-14 20:36:00,2020-12-14 20:36:00,2020-12-14 20:48:00,12793,B,3.5,True,0,3.2744,15.414,29.052,38.121,75.094,82.979,-0.069511,0.0013649,2422.9,23.813,0.0,160580000000.0,5.7107,7.7193e+21,77.661,1386000000000.0,1.8285e+21,0.0,0.0,0.0
804,804,2021-01-17 23:48:00,2021-01-18 00:00:00,2021-01-18 00:00:00,12797,B,1.2,False,0,0.0,22.878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4655,0.0,0.0,0.0,0.0,0.0,0.0,32.775,0.0,2.2762
807,807,2015-02-19 01:00:00,2015-02-19 01:12:00,2015-02-19 01:12:00,12289,B,9.5,True,0,9.9179,39.209,46.405,30.197,46.767,58.464,0.19199,0.0044918,5222.7,36.607,4.4528,217760000000.0,32.337,1.5315e+22,54.429,844370000000.0,1.5099e+21,142.89,2891.4,13.933
812,812,2012-05-18 04:36:00,2012-05-18 04:48:00,2012-05-18 04:48:00,11482,B,7.7,False,0,114.77,879.21,55.21,59.687,95.265,96.867,0.13395,-0.0043059,9083.6,45.529,3.7788,1921800000000.0,47.331,3.2155e+23,1191.3,26357000000000.0,1.4846e+22,262.92,7843.5,18.454
815,815,2017-04-26 15:24:00,2017-04-26 15:36:00,2017-04-26 15:48:00,12652,B,3.4,True,0,46.428,902.01,41.209,64.309,126.09,122.92,0.17612,0.0027573,5987.6,31.595,2.7792,3645600000000.0,22.335,1.339e+23,770.94,16971000000000.0,1.0996e+22,123.6,314.23,13.613
816,816,2011-10-14 08:12:00,2011-10-14 08:24:00,2011-10-14 08:24:00,11312,B,7.1,False,0,193.81,576.94,54.884,54.686,87.41,89.542,0.31149,-0.011372,17221.0,47.179,4.2229,4557300000000.0,51.311,3.8977e+23,739.03,15607000000000.0,1.1618e+22,377.96,1307.9,27.312
817,817,2021-03-07 01:12:00,2021-03-07 01:24:00,2021-03-07 02:00:00,12806,B,3.2,False,0,20.535,197.22,27.951,36.73,109.56,109.32,0.27732,-0.002436,1599.4,23.503,1.9797,1210300000000.0,3.4164,1.7906e+22,256.9,5878600000000.0,4.9693e+21,0.0,0.0,0.0
818,818,2010-10-04 15:00:00,2010-10-04 15:00:00,2010-10-04 15:24:00,11111,B,1.2,True,0,8.979,202.0,35.102,71.032,143.86,143.64,1.1216,-0.0028632,2630.7,25.892,2.4519,1851700000000.0,8.9605,1.0956e+22,184.02,3832500000000.0,1.9701e+21,111.04,66.588,37.912
819,819,2016-04-05 07:24:00,2016-04-05 07:36:00,2016-04-05 07:36:00,12528,B,4.6,True,0,11.28,168.97,50.636,86.745,138.04,140.02,0.26724,0.003887,7570.6,34.423,2.7439,1162000000000.0,25.775,2.9177e+22,201.36,3532700000000.0,2.0506e+21,121.95,560.01,21.344
820,820,2016-02-09 21:48:00,2016-02-09 22:00:00,2016-02-09 22:00:00,12498,B,6.2,False,0,13.7,8.8891,25.925,36.037,87.01,106.23,-2.3709,0.019107,2360.8,22.614,2.2523,870310000000.0,6.2762,2.248e+21,28.514,533880000000.0,5.8117e+20,0.0,0.0,0.0
822,822,2018-04-03 20:24:00,2018-04-03 20:24:00,2018-04-03 20:36:00,12703,B,2.0,True,0,9.5273,87.977,32.584,52.557,126.04,123.34,0.60365,0.0047804,1672.8,25.99,1.9414,837350000000.0,8.5299,4.4275e+21,79.214,1878400000000.0,1.0972e+21,0.0,0.0,0.0
826,826,2016-04-14 01:48:00,2016-04-14 01:48:00,2016-04-14 01:48:00,12531,B,7.2,False,0,54.35,19.773,29.511,44.104,95.158,116.81,-0.26067,0.023437,4742.8,23.201,2.9677,2139500000000.0,8.4088,1.4606e+22,133.34,2060100000000.0,1.7918e+21,0.0,0.0,0.0
828,828,2010-10-27 05:36:00,2010-10-27 05:48:00,2010-10-27 05:48:00,11115,B,2.5,False,0,17.82,242.95,53.819,36.912,60.309,63.477,-0.25005,-0.0020701,15134.0,45.226,4.0164,1820000000000.0,52.131,1.7303e+23,319.03,4818200000000.0,6.245e+21,20.616,3728.0,2.4946
829,829,2013-01-02 09:12:00,2013-01-02 09:24:00,2013-01-02 09:24:00,11643,B,5.6,False,0,67.748,138.97,27.83,36.723,79.497,82.904,-0.069388,-0.0054013,1886.7,20.544,2.7725,4160000000000.0,4.0261,3.1428e+22,383.23,7578500000000.0,8.8908e+21,0.0,0.0,0.0
830,830,2011-05-17 01:00:00,2011-05-17 01:00:00,2011-05-17 01:12:00,11214,B,3.5,False,0,148.37,353.47,52.921,83.879,136.92,138.58,0.34195,0.013852,5777.1,40.039,3.6228,7456500000000.0,33.676,8.2177e+22,713.54,14210000000000.0,6.6402e+21,265.76,3195.4,30.488
