,time_start,time_peak,time_end,nar,xray_class,magnitude,COINCIDENCE,AR_class,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
28,2013-03-25 13:00:00,2013-03-25 13:00:00,2013-03-25 13:12:00,11704,B,2.6,False,0,41.161,431.92,41.633,53.587,109.55,109.54,0.090577,-0.00335,5760.9,34.294,1.979,623850000000.0,27.118,9.4004e+22,517.07,11302000000000.0,7.3764e+21,32.756,0.0,4.367
29,2021-01-01 04:24:00,2021-01-01 04:36:00,2021-01-01 04:36:00,12795,B,2.1,False,0,58.269,286.58,39.296,72.123,140.11,139.19,0.26781,-0.0082709,4145.7,30.367,2.6488,1631500000000.0,17.459,3.8787e+22,419.52,8078100000000.0,4.7699e+21,245.38,632.32,38.168
30,2017-05-06 11:00:00,2017-05-06 11:12:00,2017-05-06 11:12:00,12655,B,1.1,False,0,76.192,154.22,44.009,73.144,133.05,135.9,-0.1151,-0.013505,4668.9,34.981,3.8641,2270800000000.0,25.86,3.4984e+22,356.18,6695400000000.0,3.6692e+21,64.419,2046.2,10.316
32,2010-06-21 19:00:00,2010-06-21 19:12:00,2010-06-21 19:12:00,11082,B,1.3,False,0,48.49,276.67,42.387,64.658,121.98,120.14,0.66617,0.0058948,4968.6,32.656,3.4437,4301000000000.0,21.602,5.4279e+22,402.36,8892600000000.0,4.8055e+21,150.63,296.13,22.881
33,2018-06-17 13:12:00,2018-06-17 14:24:00,2018-06-17 15:00:00,12713,B,1.2,False,0,23.298,505.19,32.079,51.208,128.4,128.67,0.65389,-0.0027208,1705.4,25.183,2.166,3039400000000.0,8.6302,1.9394e+22,372.87,8853100000000.0,4.7692e+21,0.0,0.0,0.0
35,2021-04-24 04:36:00,2021-04-24 05:00:00,2021-04-24 05:12:00,12820,B,4.3,False,0,87.403,145.82,44.103,46.89,96.618,96.531,0.17142,-0.01448,7792.5,36.614,3.3355,1128000000000.0,33.184,6.2465e+22,257.05,4871300000000.0,3.7411e+21,0.0,0.0,0.0
36,2017-06-18 21:24:00,2017-06-18 21:36:00,2017-06-18 21:48:00,12663,B,2.1,False,0,31.164,293.2,49.094,63.48,109.5,107.1,0.16481,0.0030312,7025.2,38.907,3.4235,1313500000000.0,34.608,9.5919e+22,422.75,9496800000000.0,6.2356e+21,264.29,789.78,32.963
37,2017-01-26 16:24:00,2017-01-26 16:24:00,2017-01-26 16:36:00,12629,B,2.6,False,0,27.837,311.05,44.958,56.95,95.127,103.45,-0.4878,0.0020488,8870.1,34.392,4.0838,3379700000000.0,28.678,1.6008e+23,830.27,13653000000000.0,9.9973e+21,151.84,882.76,18.24
38,2019-04-08 13:48:00,2019-04-08 14:00:00,2019-04-08 14:00:00,12738,B,5.6,False,0,126.65,698.57,45.963,35.662,70.694,74.409,-0.12495,0.004028,14382.0,40.868,4.0607,6547900000000.0,37.517,6.0058e+23,1048.3,21149000000000.0,2.1701e+22,34.382,9400.4,2.22
39,2018-06-19 02:12:00,2018-06-19 02:24:00,2018-06-19 02:24:00,12714,B,1.0,False,0,42.642,26.935,50.51,73.647,130.03,129.81,1.4567,0.034278,4410.9,42.59,3.0504,1888200000000.0,40.354,7.2872e+21,75.737,1765700000000.0,6.0432e+20,0.0,0.0,0.0
40,2016-10-07 00:36:00,2016-10-07 00:36:00,2016-10-07 00:36:00,12598,B,3.5,False,0,36.785,846.05,52.296,62.291,106.66,108.07,0.31975,-0.0015339,5609.7,42.199,3.8232,4032100000000.0,39.53,1.7866e+23,1037.9,23768000000000.0,1.2499e+22,162.47,4439.0,15.204
41,2021-09-03 15:48:00,2021-09-03 16:00:00,2021-09-03 16:24:00,12863,B,6.1,True,0,61.037,288.44,52.415,59.907,102.85,102.09,0.074811,0.0066446,10126.0,42.365,2.9965,1624200000000.0,43.109,1.2354e+23,374.7,8094500000000.0,5.719e+21,137.32,578.54,16.562
46,2017-12-21 23:24:00,2017-12-21 23:24:00,2017-12-21 23:24:00,12692,B,1.2,False,0,2.9837,275.91,35.081,55.688,118.42,120.92,0.10386,0.00023416,3560.1,28.197,3.7425,696260000000.0,13.224,6.0244e+22,635.25,12101000000000.0,8.9135e+21,79.807,673.94,13.222
47,2021-09-03 00:36:00,2021-09-03 00:36:00,2021-09-03 00:48:00,12863,B,3.6,False,0,61.037,288.44,52.415,59.907,102.85,102.09,0.074811,0.0066446,10126.0,42.365,2.9965,1624200000000.0,43.109,1.2354e+23,374.7,8094500000000.0,5.719e+21,137.32,578.54,16.562
48,2010-11-25 00:24:00,2010-11-25 00:24:00,2010-11-25 00:24:00,11128,B,1.1,False,0,0.0,30.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9213,0.0,0.0,0.0,0.0,0.0,0.0,21.224,5687.7,2.6112
50,2015-02-15 00:36:00,2015-02-15 00:48:00,2015-02-15 00:48:00,12283,B,9.0,False,0,12.567,74.9,31.83,62.804,143.76,140.82,0.78969,-0.0082898,1905.3,23.293,0.0,613930000000.0,5.4749,3.8359e+21,71.218,1520000000000.0,9.2196e+20,0.0,0.0,0.0
53,2016-03-25 14:48:00,2016-03-25 15:00:00,2016-03-25 15:00:00,12526,B,6.5,False,0,109.8,500.44,49.851,27.619,54.651,71.068,-0.12789,-0.0049788,11762.0,41.351,3.9043,3419300000000.0,42.442,3.4454e+23,566.41,10521000000000.0,1.4166e+22,32.062,3752.9,3.1448
56,2016-01-17 10:36:00,2016-01-17 10:48:00,2016-01-17 11:12:00,12485,B,3.7,False,0,24.281,243.88,33.176,57.458,132.43,131.0,0.22838,-0.0036772,2729.4,26.371,0.0,768000000000.0,8.9656,2.3934e+22,326.85,6667800000000.0,4.3569e+21,108.88,48.035,42.833
58,2017-07-03 09:36:00,2017-07-03 09:48:00,2017-07-03 10:00:00,12664,B,2.2,False,0,179.98,479.87,52.28,64.443,106.07,106.78,0.22979,-0.015504,8392.4,42.171,3.9322,8609500000000.0,41.442,1.2939e+23,534.03,11257000000000.0,6.7597e+21,92.436,1861.1,10.35
60,2021-04-24 20:00:00,2021-04-24 20:00:00,2021-04-24 20:12:00,12820,B,2.1,True,0,94.824,194.48,52.232,59.21,105.69,103.86,0.3225,-0.01249,7659.2,43.114,3.6393,1301900000000.0,44.165,7.7224e+22,401.39,8701200000000.0,4.2163e+21,249.99,0.0,37.78
61,2010-06-25 10:12:00,2010-06-25 10:12:00,2010-06-25 10:24:00,11082,B,3.4,False,0,24.729,85.286,26.609,39.212,100.74,100.26,-0.21983,-0.003675,2156.1,21.305,2.095,803980000000.0,2.7047,1.9267e+22,244.63,4669500000000.0,4.5989e+21,0.0,0.0,0.0
68,2011-02-05 00:00:00,2011-02-05 00:00:00,2011-02-05 00:00:00,11152,B,3.6,False,0,9.9775,107.42,54.826,86.727,134.37,136.2,0.098552,0.0028177,5534.1,40.545,2.9537,684880000000.0,35.273,2.6025e+22,264.69,5082400000000.0,2.0118e+21,61.311,727.96,10.713
70,2014-01-24 05:12:00,2014-01-24 05:12:00,2014-01-24 05:12:00,11957,B,6.0,False,0,169.25,646.24,47.77,77.593,126.91,131.5,-0.094223,0.0089788,6266.9,36.869,4.1986,7249700000000.0,28.361,1.5688e+23,1160.3,23476000000000.0,1.2374e+22,157.44,6656.5,14.931
72,2020-12-10 12:36:00,2020-12-10 12:48:00,2020-12-10 13:00:00,12791,B,3.1,False,0,1.4828,200.24,30.738,55.85,138.05,138.02,0.19655,0.00055661,1461.9,21.863,2.8806,267040000000.0,3.6411,5.172e+21,107.27,2560500000000.0,1.5267e+21,0.0,0.0,0.0
73,2010-06-18 17:48:00,2010-06-18 17:48:00,2010-06-18 17:48:00,11082,B,1.1,False,0,49.424,286.11,45.662,74.182,125.55,124.06,0.51903,0.0067759,5358.7,33.934,3.2382,2056800000000.0,22.141,5.1909e+22,428.76,8317700000000.0,4.5585e+21,106.87,800.55,14.347
74,2018-06-17 06:48:00,2018-06-17 06:48:00,2018-06-17 07:00:00,12713,B,1.0,False,0,50.821,500.5,31.502,52.597,133.31,133.76,0.31977,-0.0052823,2177.9,25.719,2.2161,2055400000000.0,8.7101,2.7828e+22,483.1,10534000000000.0,5.929e+21,0.0,0.0,0.0
76,2016-03-30 16:00:00,2016-03-30 16:00:00,2016-03-30 16:12:00,12526,B,1.5,False,0,18.992,535.71,45.11,39.977,80.617,84.936,-0.086798,-0.00079886,12076.0,38.844,4.1563,1080500000000.0,37.617,3.8128e+23,844.42,17663000000000.0,1.628e+22,54.966,0.0,4.1429
77,2011-02-04 01:36:00,2011-02-04 01:36:00,2011-02-04 01:48:00,11152,B,2.0,False,0,21.18,44.96,45.138,90.957,173.6,174.51,0.56621,0.017694,3522.4,31.723,2.9191,755250000000.0,20.217,5.5994e+21,92.699,1782800000000.0,7.623e+20,0.0,0.0,0.0
86,2021-04-24 11:12:00,2021-04-24 11:12:00,2021-04-24 11:12:00,12820,B,2.3,True,0,91.24,151.44,46.534,48.004,96.652,94.723,0.2272,-0.015118,8019.2,39.251,3.1837,941480000000.0,37.349,6.4272e+22,250.76,4890500000000.0,3.6082e+21,0.0,0.0,0.0
90,2018-04-18 18:12:00,2018-04-18 18:24:00,2018-04-18 18:24:00,12706,B,1.4,False,0,10.549,296.2,26.411,35.757,107.38,106.43,-0.16969,0.00070369,1483.8,22.511,0.0,1355900000000.0,1.5676,2.954e+22,439.69,10085000000000.0,9.0332e+21,0.0,0.0,0.0
91,2021-09-07 06:24:00,2021-09-07 06:24:00,2021-09-07 06:24:00,12863,B,6.1,False,0,0.41898,321.71,53.227,61.305,105.96,105.6,0.19671,-3.9987e-05,10099.0,44.229,3.6191,3918300000000.0,46.326,1.4053e+23,491.95,10887000000000.0,6.4109e+21,80.425,3522.7,8.5673
93,2010-09-11 08:00:00,2010-09-11 08:12:00,2010-09-11 08:12:00,11106,B,5.0,False,0,0.0,11.623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3638,0.0,0.0,0.0,0.0,0.0,0.0,19.359,4907.3,2.6149
94,2016-01-19 08:48:00,2016-01-19 09:00:00,2016-01-19 09:00:00,12485,B,2.9,False,0,47.583,286.24,36.909,73.441,146.96,144.75,0.17538,-0.0089441,2872.7,27.026,2.9013,1038100000000.0,10.583,2.0296e+22,316.12,6229400000000.0,3.4738e+21,0.0,0.0,0.0
98,2011-02-04 07:24:00,2011-02-04 07:36:00,2011-02-04 07:48:00,11152,B,2.7,True,0,0.41727,50.126,38.998,108.04,194.24,195.0,1.3333,0.00049616,3569.4,24.213,0.0,573250000000.0,7.0155,3.9866e+21,75.768,1251700000000.0,6.5666e+20,103.57,28.452,54.014
101,2010-05-11 08:36:00,2010-05-11 08:36:00,2010-05-11 08:36:00,11068,B,1.1,False,0,0.56799,114.68,26.165,25.89,60.556,62.8,0.062271,-4.1663e-05,1582.6,18.334,2.896,454150000000.0,5.3547,2.8652e+22,292.83,6020100000000.0,8.8418e+21,0.0,0.0,0.0
106,2021-04-26 10:48:00,2021-04-26 10:48:00,2021-04-26 10:48:00,12820,B,1.2,False,0,197.13,414.82,57.283,69.257,106.22,105.04,0.31185,-0.013651,8831.7,45.425,3.5825,3507200000000.0,48.3,1.6938e+23,769.58,14995000000000.0,8.6021e+21,194.28,4155.7,16.664
107,2021-07-21 10:48:00,2021-07-21 11:00:00,2021-07-21 11:00:00,12847,B,5.9,True,0,18.616,71.269,32.353,32.537,62.024,83.891,0.2182,0.0030118,3270.6,31.062,4.1486,732750000000.0,16.001,2.6847e+22,143.83,3162000000000.0,3.9029e+21,51.258,0.0,25.595
108,2010-12-09 03:12:00,2010-12-09 03:12:00,2010-12-09 03:24:00,11131,B,1.3,False,0,107.91,786.03,54.011,47.344,81.553,83.874,-0.13135,-0.0038393,18217.0,47.073,4.2757,2277200000000.0,51.187,6.8e+23,1217.5,24430000000000.0,1.8613e+22,0.0,0.0,0.0
109,2010-12-31 19:24:00,2010-12-31 19:24:00,2010-12-31 19:36:00,11140,B,9.2,False,0,74.627,304.85,47.83,34.618,58.591,62.566,0.11498,-0.0046089,11379.0,38.56,3.9771,1176900000000.0,37.829,2.4473e+23,606.21,9437500000000.0,1.1172e+22,28.0,3228.5,3.2052
112,2017-04-08 13:12:00,2017-04-08 13:24:00,2017-04-08 13:24:00,12650,B,3.2,False,0,0.0,27.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9095,0.0,0.0,0.0,0.0,0.0,0.0,19.468,78487.0,1.1092
113,2011-02-04 12:12:00,2011-02-04 12:12:00,2011-02-04 12:24:00,11152,B,9.5,True,0,0.95743,48.489,42.075,95.031,168.02,162.99,1.7133,0.0010452,3264.4,26.598,1.9661,802150000000.0,11.245,3.9712e+21,67.228,1277000000000.0,5.9071e+20,0.0,0.0,0.0
115,2013-05-29 16:48:00,2013-05-29 17:00:00,2013-05-29 17:00:00,11754,B,5.6,False,0,241.38,831.63,35.683,45.614,104.18,105.16,0.072123,-0.0077448,5134.7,29.638,3.7728,8172600000000.0,17.673,2.1253e+23,1200.8,24411000000000.0,2.0926e+22,395.57,474.47,41.901
116,2018-04-20 22:12:00,2018-04-20 22:12:00,2018-04-20 22:24:00,12706,B,3.6,False,0,10.549,296.2,26.411,35.757,107.38,106.43,-0.16969,0.00070369,1483.8,22.511,0.0,1355900000000.0,1.5676,2.954e+22,439.69,10085000000000.0,9.0332e+21,0.0,0.0,0.0
118,2017-07-11 01:00:00,2017-07-11 01:12:00,2017-07-11 01:12:00,12655,B,3.2,False,0,73.823,162.83,45.056,73.656,133.75,136.23,-0.15959,-0.012581,4841.0,35.737,3.7,1313700000000.0,26.858,3.7725e+22,372.73,7374400000000.0,3.7298e+21,66.408,1508.7,11.623
119,2011-04-14 18:48:00,2011-04-14 18:48:00,2011-04-14 19:00:00,11186,B,8.2,False,0,80.025,1128.2,39.221,58.551,122.87,124.23,0.37423,0.0024262,3256.4,32.517,3.7864,6513700000000.0,20.874,1.4265e+23,1650.8,37277000000000.0,1.9802e+22,438.76,1110.5,57.371
122,2016-01-06 00:12:00,2016-01-06 00:24:00,2016-01-06 00:36:00,12476,B,4.4,False,0,48.39,383.81,39.415,70.855,136.7,136.15,0.30663,0.0061864,3180.2,28.963,3.0525,2451000000000.0,13.871,3.3036e+22,406.8,8203300000000.0,4.883e+21,120.85,566.7,24.465
124,2011-01-01 00:48:00,2011-01-01 00:48:00,2011-01-01 00:48:00,11140,B,2.2,True,0,74.627,304.85,47.83,34.618,58.591,62.566,0.11498,-0.0046089,11379.0,38.56,3.9771,1176900000000.0,37.829,2.4473e+23,606.21,9437500000000.0,1.1172e+22,28.0,3228.5,3.2052
125,2021-09-06 16:48:00,2021-09-06 17:00:00,2021-09-06 17:00:00,12863,B,4.5,False,0,73.062,296.04,52.342,59.902,102.41,99.741,0.26239,0.0096008,11693.0,42.091,3.0195,1911800000000.0,44.244,1.1817e+23,303.65,6410900000000.0,4.9545e+21,151.79,543.49,18.047
127,2021-04-16 17:48:00,2021-04-16 18:00:00,2021-04-16 18:12:00,12814,B,3.4,False,0,2.1848,249.48,45.753,88.811,145.85,144.65,0.49013,-0.00037904,4920.4,34.214,3.4096,1493700000000.0,22.901,3.7665e+22,432.66,8017800000000.0,3.817e+21,117.75,285.31,26.978
128,2017-12-22 06:24:00,2017-12-22 06:24:00,2017-12-22 06:36:00,12692,B,1.5,True,0,9.8079,317.43,39.158,61.163,124.24,128.2,-0.018138,-0.00076326,4136.3,31.832,3.9617,853450000000.0,19.781,7.0593e+22,748.05,14576000000000.0,9.1327e+21,56.491,268.84,10.857
129,2017-12-22 02:36:00,2017-12-22 02:48:00,2017-12-22 03:00:00,12692,B,4.7,True,0,7.8954,316.46,36.573,53.285,113.61,115.68,0.030127,0.00054568,3465.7,29.393,4.0638,2191900000000.0,15.689,6.6594e+22,649.68,13062000000000.0,9.6483e+21,85.495,613.57,15.474
130,2021-03-20 14:24:00,2021-03-20 14:36:00,2021-03-20 14:36:00,12811,B,1.0,False,0,13.939,21.289,28.535,47.276,102.88,142.17,0.35738,-0.020498,5043.6,28.495,1.4735,867090000000.0,11.912,4.5547e+21,32.897,539040000000.0,5.9894e+20,0.0,0.0,0.0
132,2013-08-10 08:36:00,2013-08-10 09:24:00,2013-08-10 10:00:00,11810,B,4.3,False,0,91.169,272.41,36.551,59.932,126.97,126.99,0.99969,0.011308,2753.9,29.201,2.8769,4359600000000.0,13.432,2.9488e+22,354.89,7594800000000.0,4.9502e+21,119.69,76.091,36.987
133,2021-06-04 05:00:00,2021-06-04 05:00:00,2021-06-04 05:12:00,12829,B,1.0,False,0,21.52,201.86,31.704,40.74,102.61,104.18,-0.1464,0.0014728,2570.4,25.615,3.5721,2623700000000.0,9.8754,4.988e+22,509.0,10636000000000.0,9.1945e+21,0.0,0.0,0.0
134,2019-04-12 11:12:00,2019-04-12 11:12:00,2019-04-12 11:24:00,12738,B,1.7,False,0,126.65,698.57,45.963,35.662,70.694,74.409,-0.12495,0.004028,14382.0,40.868,4.0607,6547900000000.0,37.517,6.0058e+23,1048.3,21149000000000.0,2.1701e+22,34.382,9400.4,2.22
135,2021-05-01 19:48:00,2021-05-01 19:48:00,2021-05-01 20:12:00,12820,B,1.7,False,0,89.296,464.33,31.373,34.693,86.722,87.842,-0.09356,-0.0028412,3297.1,25.104,3.7535,2156300000000.0,12.033,1.3762e+23,972.3,19207000000000.0,2.0369e+22,567.81,172.51,77.406
136,2017-09-27 13:48:00,2017-09-27 14:00:00,2017-09-27 14:24:00,12682,B,2.4,False,0,62.867,745.95,38.964,40.764,95.791,98.461,-0.13793,-0.0020339,6396.4,33.567,4.062,2252100000000.0,23.928,2.6257e+23,1027.4,23762000000000.0,1.9223e+22,38.013,0.0,3.379
137,2020-12-28 17:00:00,2020-12-28 17:12:00,2020-12-28 17:12:00,12795,B,1.1,False,0,11.144,475.43,48.91,60.408,109.45,110.62,-0.041348,-0.00082925,9668.0,41.142,3.093,409270000000.0,39.78,1.7255e+23,640.9,13665000000000.0,8.9588e+21,235.45,610.27,23.41
140,2017-01-26 05:12:00,2017-01-26 05:24:00,2017-01-26 05:24:00,12629,B,2.3,False,0,27.837,311.05,44.958,56.95,95.127,103.45,-0.4878,0.0020488,8870.1,34.392,4.0838,3379700000000.0,28.678,1.6008e+23,830.27,13653000000000.0,9.9973e+21,151.84,882.76,18.24
141,2021-04-29 19:36:00,2021-04-29 19:48:00,2021-04-29 20:00:00,12820,B,1.4,False,0,129.46,645.87,37.498,48.262,107.1,107.21,0.026547,-0.0045304,4550.2,30.662,3.6547,2463200000000.0,19.971,1.7268e+23,1181.0,23138000000000.0,1.8979e+22,488.28,1212.3,52.346
142,2019-04-08 09:48:00,2019-04-08 09:48:00,2019-04-08 09:48:00,12738,B,1.0,False,0,126.65,698.57,45.963,35.662,70.694,74.409,-0.12495,0.004028,14382.0,40.868,4.0607,6547900000000.0,37.517,6.0058e+23,1048.3,21149000000000.0,2.1701e+22,34.382,9400.4,2.22
143,2016-11-23 14:48:00,2016-11-23 15:00:00,2016-11-23 15:00:00,12612,B,2.2,False,0,92.469,451.11,44.54,34.063,58.807,62.747,-0.054773,-0.0042538,9854.0,35.999,4.1002,1973400000000.0,34.217,2.8448e+23,756.54,12574000000000.0,1.5422e+22,55.409,0.0,5.6152
147,2017-07-03 10:24:00,2017-07-03 10:48:00,2017-07-03 11:00:00,12664,B,2.7,True,0,179.98,479.87,52.28,64.443,106.07,106.78,0.22979,-0.015504,8392.4,42.171,3.9322,8609500000000.0,41.442,1.2939e+23,534.03,11257000000000.0,6.7597e+21,92.436,1861.1,10.35
148,2016-08-22 21:48:00,2016-08-22 21:48:00,2016-08-22 21:48:00,12579,B,2.8,False,0,143.93,349.6,56.727,63.189,96.906,93.837,0.15277,-0.015036,5457.7,46.022,3.2392,4084900000000.0,45.947,6.9378e+22,408.03,9036500000000.0,4.7403e+21,126.97,990.32,20.451
160,2016-10-08 02:12:00,2016-10-08 02:12:00,2016-10-08 02:24:00,12598,B,5.3,False,0,39.964,976.42,53.514,67.286,106.53,106.61,0.020894,0.001965,6456.5,41.872,3.8682,2204200000000.0,39.572,1.7441e+23,915.51,20287000000000.0,1.1051e+22,159.67,4121.0,16.675
161,2010-09-18 06:12:00,2010-09-18 08:48:00,2010-09-18 09:00:00,11106,B,4.2,False,0,35.792,1115.2,35.621,52.05,117.27,116.21,0.2326,0.00099601,3368.4,29.208,3.8233,4443700000000.0,14.212,1.6075e+23,1356.2,29773000000000.0,2.2033e+22,164.91,823.03,22.912
162,2017-04-30 00:12:00,2017-04-30 00:48:00,2017-04-30 02:24:00,12653,B,3.0,False,0,9.0672,483.68,44.537,61.759,116.44,117.09,0.84153,0.0016367,6513.3,31.896,1.5448,2485600000000.0,28.357,4.7921e+22,239.22,5474500000000.0,3.3825e+21,0.0,0.0,0.0
163,2011-01-29 07:48:00,2011-01-29 08:00:00,2011-01-29 08:00:00,11150,B,1.4,False,0,16.363,196.82,31.641,48.914,110.37,113.63,0.062866,0.0016888,3093.0,25.048,3.5474,310720000000.0,7.4001,3.98e+22,406.76,7839700000000.0,6.8521e+21,197.69,96.956,57.528
164,2019-04-14 18:48:00,2019-04-14 19:00:00,2019-04-14 19:00:00,12738,B,1.4,False,0,126.65,698.57,45.963,35.662,70.694,74.409,-0.12495,0.004028,14382.0,40.868,4.0607,6547900000000.0,37.517,6.0058e+23,1048.3,21149000000000.0,2.1701e+22,34.382,9400.4,2.22
166,2019-04-20 09:24:00,2019-04-20 09:24:00,2019-04-20 09:24:00,12738,B,6.8,False,0,45.694,657.54,54.906,28.942,45.403,49.131,-0.31322,0.002003,17509.0,47.021,4.0205,5917200000000.0,52.757,5.3053e+23,734.24,11106000000000.0,1.5703e+22,36.953,5585.7,3.144
170,2021-02-02 13:36:00,2021-02-02 13:48:00,2021-02-02 14:00:00,12801,B,1.0,False,0,14.654,29.344,47.191,42.371,102.86,106.48,0.53079,0.0084172,2541.0,37.722,0.0,547120000000.0,29.966,5.8786e+21,58.567,1454100000000.0,8.395e+20,0.0,0.0,0.0
172,2019-04-10 02:00:00,2019-04-10 02:00:00,2019-04-10 02:12:00,12738,B,1.3,False,0,126.65,698.57,45.963,35.662,70.694,74.409,-0.12495,0.004028,14382.0,40.868,4.0607,6547900000000.0,37.517,6.0058e+23,1048.3,21149000000000.0,2.1701e+22,34.382,9400.4,2.22
173,2021-04-24 14:36:00,2021-04-24 14:36:00,2021-04-24 14:36:00,12820,B,1.0,True,0,89.062,147.62,46.665,49.799,99.231,97.175,0.32665,-0.015476,8373.6,38.507,3.2061,999860000000.0,36.119,6.401e+22,256.23,4840900000000.0,3.5425e+21,0.0,0.0,0.0
174,2016-11-26 04:00:00,2016-11-26 04:00:00,2016-11-26 04:12:00,12612,B,1.8,False,0,68.522,436.85,43.615,40.552,77.663,81.292,-0.0063769,-0.0032053,9473.3,37.091,4.0628,506190000000.0,33.974,2.6896e+23,855.61,16177000000000.0,1.4605e+22,51.521,0.0,4.6041
175,2021-06-06 21:36:00,2021-06-06 21:48:00,2021-06-06 21:48:00,12830,B,1.6,False,0,42.217,57.746,40.578,58.451,125.41,128.35,0.53227,-0.012076,3364.8,31.98,3.1182,1008500000000.0,20.475,1.5627e+22,195.98,3800600000000.0,2.2885e+21,33.838,159.82,13.198
176,2016-12-15 21:12:00,2016-12-15 21:24:00,2016-12-15 21:24:00,12617,B,1.3,False,0,10.464,21.902,31.677,32.337,73.4,102.72,-0.33664,-0.0017543,2590.1,31.07,4.4266,1022800000000.0,17.402,2.0518e+22,135.94,3294100000000.0,3.5434e+21,17.349,17930.0,2.3316
177,2021-04-12 22:36:00,2021-04-12 22:48:00,2021-04-12 22:48:00,12814,B,2.0,False,0,2.5224,164.8,39.787,63.604,131.26,128.09,0.23325,0.00063155,2858.6,31.244,3.0502,808500000000.0,17.326,1.5163e+22,203.48,4494900000000.0,2.3523e+21,0.0,0.0,0.0
182,2013-04-04 13:00:00,2013-04-04 13:00:00,2013-04-04 13:00:00,11704,B,6.2,False,0,13.22,291.78,32.973,36.663,84.12,87.008,0.071655,-0.00076532,3960.8,26.975,3.5302,1669800000000.0,13.367,9.0863e+22,498.25,10859000000000.0,1.0458e+22,23.409,0.0,3.5931
