,FLARE_TYPE,COINCIDENCE,TOTUSJH_1,TOTUSJH_2,TOTUSJH_3,TOTUSJH_4,TOTUSJH_5,TOTUSJH_6,TOTUSJH_7,TOTUSJH_8,TOTUSJH_9,TOTUSJH_10,TOTUSJH_11,TOTUSJH_12,TOTUSJH_13,TOTUSJH_14,TOTUSJH_15,TOTUSJH_16,TOTUSJH_17,TOTUSJH_18,TOTUSJH_19,TOTUSJH_20,TOTUSJH_21,TOTUSJH_22,TOTUSJH_23,TOTUSJH_24,TOTUSJH_25,TOTUSJH_26,TOTUSJH_27,TOTUSJH_28,TOTUSJH_29,TOTUSJH_30,TOTUSJH_31,TOTUSJH_32,TOTUSJH_33,TOTUSJH_34,TOTUSJH_35,TOTUSJH_36,TOTUSJH_37,TOTUSJH_38,TOTUSJH_39,TOTUSJH_40,TOTUSJH_41,TOTUSJH_42,TOTUSJH_43,TOTUSJH_44,TOTUSJH_45,TOTUSJH_46,TOTUSJH_47,TOTUSJH_48,TOTUSJH_49,TOTUSJH_50,TOTUSJH_51,TOTUSJH_52,TOTUSJH_53,TOTUSJH_54,TOTUSJH_55,TOTUSJH_56,TOTUSJH_57,TOTUSJH_58,TOTUSJH_59,TOTUSJH_60,TOTUSJH_61,TOTUSJH_62,TOTUSJH_63,TOTUSJH_64,TOTUSJH_65,TOTUSJH_66,TOTUSJH_67,TOTUSJH_68,TOTUSJH_69,TOTUSJH_70,TOTUSJH_71,TOTUSJH_72,TOTUSJH_73,TOTUSJH_74,TOTUSJH_75,TOTUSJH_76,TOTUSJH_77,TOTUSJH_78,TOTUSJH_79,TOTUSJH_80,TOTUSJH_81,TOTUSJH_82,TOTUSJH_83,TOTUSJH_84,TOTUSJH_85,TOTUSJH_86,TOTUSJH_87,TOTUSJH_88,TOTUSJH_89,TOTUSJH_90,TOTUSJH_91,TOTUSJH_92,TOTUSJH_93,TOTUSJH_94,TOTUSJH_95,TOTUSJH_96,TOTUSJH_97,TOTUSJH_98,TOTUSJH_99,TOTUSJH_100,TOTUSJH_101,TOTUSJH_102,TOTUSJH_103,TOTUSJH_104,TOTUSJH_105,TOTUSJH_106,TOTUSJH_107,TOTUSJH_108,TOTUSJH_109,TOTUSJH_110,TOTUSJH_111,TOTUSJH_112,TOTUSJH_113,TOTUSJH_114,TOTUSJH_115,TOTUSJH_116,TOTUSJH_117
562,C,False,3269.6,3240.5,3209.1,3220.0,3215.8,3205.9,3191.0,3165.1,3146.1,3138.0,3144.4,3163.7,3147.7,3173.2,3173.6,3171.5,3160.4,3157.5,3167.2,3162.3,3165.5,3178.8,3219.0,3224.4,3306.4,3300.0,3360.2,3381.9,3390.1,3427.6,3415.1,3436.6,3431.2,3427.9,3451.6,3385.7,3351.8,3278.6,3234.2,3173.8,3149.6,3154.2,3123.5,3094.1,3140.6,3068.7,3080.9,3075.7,3104.0,3096.3,3124.1,3083.8,3072.1,3084.1,3061.2,3033.1,3062.1,3063.1,3049.5,3058.7,3033.2,3047.7,3052.2,3077.8,3101.4,3120.1,3105.9,3100.8,3101.9,3114.7,3119.7,3143.1,3128.5,3100.7,3114.7,3086.4,3067.8,3070.9,3079.4,3090.2,3120.2,3055.9,3029.8,3032.9,2979.7,2956.4,2960.4,2907.2,2930.1,2945.6,2917.5,2903.6,2915.1,2878.9,2877.9,2913.9,2912.3,2925.8,2949.4,2938.2,2937.7,2945.2,2962.3,2952.5,2983.9,3050.2,3064.9,3103.2,3144.9,3183.2,3226.3,3262.1,3242.1,3190.0,3184.8,3115.3,3071.2
563,C,False,1278.5,1287.7,1261.3,1265.1,1253.7,1241.7,1245.1,1211.8,1217.8,1216.5,1203.9,1196.6,1181.4,1185.4,1195.4,1190.5,1186.0,1197.2,1165.3,1167.0,1184.6,1206.2,1214.2,1215.5,1207.2,1212.0,1216.2,1206.5,1212.6,1216.5,1225.3,1239.4,1227.1,1243.5,1230.6,1273.6,1275.5,1293.2,1289.6,1298.5,1297.4,1292.1,1284.4,1272.1,1291.8,1296.7,1273.5,1265.9,1289.7,1284.7,1291.5,1275.5,1258.8,1255.1,1241.7,1228.2,1237.7,1225.8,1235.7,1232.2,1244.8,1279.2,1296.9,1313.0,1331.9,1352.0,1350.9,1358.9,1395.5,1415.0,1427.7,1452.0,1475.3,1485.5,1481.3,1499.8,1524.7,1543.5,1584.3,1564.0,1562.7,1540.7,1506.7,1521.0,1487.3,1494.2,1482.5,1491.0,1462.1,1472.9,1472.5,1493.1,1515.9,1539.3,1544.2,1560.1,1577.3,1598.6,1605.3,1591.1,1606.0,1600.0,1609.0,1624.2,1655.8,1652.3,1668.8,1643.8,1654.9,1670.7,1678.0,1685.9,1691.5,1686.9,1711.4,1724.4,1718.9
564,C,False,1039.1,1087.0,1230.5,1107.2,1083.6,1073.6,1198.5,1083.3,1077.9,1230.0,1096.9,1120.6,1230.1,1125.4,1180.7,1149.2,1244.0,1141.8,1207.4,1203.9,1164.7,1247.6,1154.1,1161.6,1156.9,1183.0,1195.6,1183.5,1160.2,1219.6,1193.4,1180.1,1294.5,1264.6,1247.9,1208.2,1208.0,1223.7,1226.4,1188.7,1184.3,1237.2,1190.1,1195.9,1213.2,1215.4,1216.8,1191.6,1171.9,1166.8,1144.0,1111.0,1072.4,1021.8,1053.9,942.35,930.59,934.24,929.16,864.17,818.96,842.02,840.03,843.52,816.54,806.99,763.16,793.85,786.6,773.18,694.29,672.25,640.55,625.1,592.3,609.77,583.23,574.19,589.42,552.97,562.26,550.18,553.59,543.84,541.11,589.76,563.06,574.99,570.47,578.17,586.89,562.24,585.66,586.98,571.86,545.19,525.49,503.92,466.78,467.07,441.61,435.73,423.06,432.43,438.71,434.54,418.67,409.94,399.84,392.49,379.46,350.21,332.99,330.53,309.74,296.77,285.6
565,C,False,52.207,56.638,52.483,50.878,47.346,48.665,47.406,48.469,49.437,51.332,54.564,54.313,58.752,63.318,67.008,74.78,79.375,81.528,83.504,85.625,89.91,102.83,109.31,111.41,113.57,118.44,124.23,126.14,124.35,131.05,133.66,133.38,137.74,140.47,145.99,147.69,148.86,148.15,154.24,163.92,161.99,169.81,168.74,165.78,182.78,186.89,189.03,189.34,198.37,204.15,207.15,224.25,222.29,219.47,225.0,228.07,223.31,224.68,229.28,226.51,209.69,221.32,220.56,232.16,238.66,256.56,276.22,275.38,270.46,271.91,277.23,269.0,265.73,259.81,269.98,282.14,276.87,271.64,277.37,301.54,312.06,299.23,306.33,306.96,300.24,308.41,290.39,294.98,295.61,267.97,274.09,277.54,278.38,268.8,269.37,269.13,277.74,271.41,266.48,262.78,273.03,297.77,299.64,296.4,296.13,315.68,314.24,318.35,326.13,334.67,343.69,340.65,344.7,342.14,351.99,363.89,347.02
566,C,False,339.65,354.75,355.1,346.77,351.89,341.06,346.37,347.8,341.3,343.91,333.36,333.59,333.35,330.16,331.01,329.77,331.68,331.59,337.51,327.96,319.43,326.09,325.2,324.3,334.5,330.42,335.19,329.47,327.4,328.27,326.35,321.34,321.13,315.58,307.78,304.78,306.46,295.83,292.81,301.34,283.11,297.45,296.11,291.05,299.36,300.12,288.39,296.0,290.34,297.9,302.38,295.42,302.88,298.27,295.04,300.56,320.8,328.36,326.95,337.66,334.88,328.79,322.36,314.6,310.48,295.21,283.35,285.16,272.62,266.38,274.33,277.46,274.34,277.21,286.75,294.59,290.12,296.03,297.66,304.12,296.08,289.15,299.07,295.46,295.51,289.01,304.67,295.88,300.19,291.08,295.58,286.71,286.54,292.44,278.76,284.01,282.33,281.82,281.07,276.64,274.57,274.49,278.08,265.7,271.85,261.67,260.26,268.01,276.99,274.41,279.05,295.88,287.58,303.29,293.47,296.37,293.56
567,C,False,282.67,282.12,305.35,339.83,348.78,388.48,435.33,457.32,501.69,508.29,552.85,575.99,572.46,624.21,640.2,645.01,645.57,663.65,662.31,679.54,694.41,742.31,752.97,753.93,780.99,809.71,785.02,774.59,779.91,774.34,801.83,791.2,784.19,802.94,794.42,851.58,828.46,849.01,871.13,863.19,903.39,876.66,881.52,928.04,918.12,958.6,985.17,999.86,1006.1,1071.5,1077.3,1093.6,1093.0,1092.1,1117.9,1100.9,1170.1,1127.8,1137.9,1136.1,1160.9,1142.7,1190.4,1162.1,1160.3,1166.8,1174.0,1143.9,1149.3,1155.8,1173.4,1174.8,1169.4,1198.5,1195.8,1197.8,1204.9,1206.9,1233.6,1238.0,1232.2,1225.6,1254.1,1267.5,1254.1,1251.5,1223.1,1219.4,1233.8,1245.8,1233.1,1229.6,1233.2,1251.4,1244.6,1235.2,1243.4,1227.1,1186.0,1226.2,1216.8,1209.6,1230.7,1214.9,1197.7,1202.9,1201.1,1224.0,1215.2,1210.3,1215.9,1239.7,1251.7,1240.8,1222.7,1228.7,1263.2
568,C,False,126.87,122.27,121.6,118.55,114.51,120.65,115.61,122.3,123.22,128.12,127.14,126.57,133.25,131.36,124.97,132.62,129.79,129.38,129.01,132.35,137.14,143.69,141.71,142.5,143.18,138.29,136.73,137.57,132.6,140.12,137.63,139.09,134.95,139.88,139.42,138.74,140.82,141.99,136.31,144.43,144.6,139.2,143.81,141.98,146.59,141.34,142.67,145.15,146.5,147.22,146.67,151.67,154.42,154.51,152.75,144.51,146.84,147.24,146.91,146.84,142.52,137.68,136.41,139.4,135.82,138.81,140.39,149.55,157.78,157.18,156.15,168.03,171.09,163.96,162.14,172.79,183.4,198.49,213.91,221.02,233.84,242.77,252.62,253.06,250.38,267.7,272.84,293.8,299.45,302.35,314.4,321.05,317.74,338.45,353.34,358.08,369.79,380.34,385.15,394.25,401.98,407.29,418.93,425.3,435.39,480.29,448.64,454.89,452.13,466.72,450.7,454.81,471.67,470.49,479.33,464.94,463.06
569,C,False,2066.4,2059.4,2062.7,2057.0,2039.8,2014.7,2010.2,2000.4,2011.6,1970.4,2001.8,1994.5,1993.6,1995.8,1990.0,1994.0,2049.2,2029.0,2068.8,2041.3,2071.8,2100.6,2106.7,2109.1,2091.6,2079.2,2079.1,2077.2,2081.1,2089.3,2089.1,2110.8,2106.5,2081.8,2082.4,2100.2,2106.8,2141.7,2098.2,2117.2,2121.6,2113.0,2117.1,2138.4,2121.2,2107.4,2121.2,2125.2,2127.7,2113.3,2073.8,2053.7,2054.3,2037.7,2033.6,2027.9,2049.9,2031.6,2035.5,2069.1,2046.3,2047.7,2077.2,2073.8,2123.7,2125.6,2168.3,2178.5,2162.9,2167.9,2132.5,2114.3,2147.8,2110.9,2102.8,2104.3,2116.0,2121.1,2104.7,2068.6,2073.1,2067.1,2086.0,2073.9,2057.7,2035.5,2021.2,2037.2,2061.0,2076.2,2051.6,2079.3,2079.9,2087.1,2074.8,2105.1,2096.6,2127.1,2148.7,2163.0,2195.0,2195.1,2183.4,2205.5,2188.0,2238.4,2236.6,2265.9,2297.1,2300.0,2313.6,2329.6,2362.9,2375.6,2406.7,2446.4,2454.0
570,C,False,2973.7,2998.9,2983.3,2961.9,2955.4,2948.5,2923.1,2899.9,2884.5,2862.4,2824.9,2818.0,2840.0,2799.6,2820.0,2805.0,2787.5,2805.5,2790.6,2774.7,2771.0,2816.7,2828.4,2832.6,2853.6,2856.6,2859.8,2845.6,2835.5,2883.3,2850.9,2862.2,2868.5,2833.6,2830.1,2796.0,2741.1,2719.3,2715.0,2695.5,2696.9,2713.3,2728.6,2739.3,2734.7,2765.1,2764.7,2758.5,2778.5,2801.0,2775.6,2764.2,2742.5,2700.9,2692.9,2658.3,2641.2,2624.2,2607.9,2571.6,2523.7,2479.9,2509.9,2525.1,2528.0,2512.4,2490.5,2496.0,2483.9,2496.6,2498.1,2525.7,2527.3,2515.6,2543.2,2510.2,2533.3,2562.0,2513.2,2516.5,2519.8,2484.6,2484.0,2452.0,2435.6,2436.0,2393.0,2392.7,2393.5,2368.1,2351.6,2356.4,2367.2,2380.7,2390.4,2405.8,2384.5,2396.6,2397.6,2361.6,2321.0,2301.8,2263.8,2232.8,2204.9,2188.1,2189.8,2173.2,2155.3,2132.7,2122.0,2062.3,2058.4,2069.4,2048.4,2043.2,2007.6
571,C,False,789.73,798.33,799.19,812.56,815.46,817.14,817.5,814.54,815.18,816.13,827.92,831.53,843.73,832.79,812.22,824.15,824.85,820.38,815.75,789.46,785.24,794.31,789.4,804.86,789.91,775.2,786.0,788.03,805.53,795.15,815.56,810.27,801.98,799.36,828.61,810.57,822.8,840.73,827.81,825.82,829.34,841.54,858.56,851.23,853.53,842.31,834.63,843.36,852.9,829.48,839.26,859.05,874.57,873.28,856.49,845.29,849.1,855.87,843.48,831.19,842.99,842.83,838.4,863.7,879.39,897.19,876.91,875.87,872.41,871.73,877.54,879.23,869.37,856.49,871.63,873.17,868.07,857.46,851.19,853.1,864.89,878.48,867.68,861.94,863.4,868.97,870.58,879.18,896.16,891.88,912.29,915.14,922.69,921.12,926.79,909.2,913.37,934.6,930.85,939.03,959.42,927.04,934.71,942.35,915.42,929.28,922.91,918.79,926.11,893.19,894.93,885.49,897.61,886.76,882.63,874.31,873.18
572,C,False,1185.8,1201.6,1208.7,1205.9,1227.4,1246.7,1233.4,1238.8,1253.6,1257.0,1253.9,1244.4,1259.4,1293.9,1293.9,1291.8,1310.0,1361.2,1334.1,1360.2,1383.8,1386.2,1361.1,1372.4,1377.8,1378.8,1367.0,1357.9,1360.3,1368.8,1351.4,1358.1,1374.8,1403.1,1409.4,1416.2,1433.6,1430.4,1426.5,1445.4,1477.2,1502.2,1505.7,1528.9,1529.5,1511.7,1494.1,1487.7,1487.1,1476.9,1475.0,1474.0,1505.0,1494.2,1500.1,1503.7,1522.4,1519.4,1539.9,1536.7,1529.8,1560.8,1575.5,1581.8,1598.0,1604.3,1613.0,1637.4,1630.6,1646.6,1647.1,1683.3,1675.9,1688.6,1663.2,1684.4,1707.1,1696.4,1729.7,1728.7,1785.2,1773.0,1805.4,1833.0,1837.8,1815.4,1817.4,1820.1,1816.4,1817.6,1797.7,1810.0,1807.3,1847.8,1850.0,1849.8,1851.7,1858.2,1865.9,1849.2,1858.5,1832.7,1824.0,1847.0,1838.5,1837.3,1820.7,1828.3,1838.3,1822.5,1851.0,1852.9,1848.6,1843.6,1825.5,1829.0,1847.1
573,C,False,1822.7,1817.3,1816.8,1863.5,1848.9,1864.3,1885.9,1883.6,1911.4,1897.8,1901.5,1899.2,1920.8,1905.5,1919.2,1928.7,1936.1,1947.1,1960.0,1959.3,1968.2,2001.2,2016.5,1988.4,1956.9,1947.9,1949.2,1906.8,1899.2,1922.1,1906.1,1914.6,1921.6,1902.7,1926.0,1935.1,1940.9,1971.2,2009.9,2020.3,2009.3,2008.9,1991.7,2053.4,1979.1,1981.3,2063.0,2030.3,1994.0,1986.9,2005.1,1998.0,2009.7,2030.0,2065.1,2074.6,2127.5,2163.0,2210.6,2198.6,2239.2,2274.4,2262.4,2256.7,2256.0,2278.7,2274.8,2282.7,2305.2,2308.0,2286.9,2272.3,2281.2,2279.2,2268.9,2288.4,2289.1,2293.4,2296.7,2295.8,2277.9,2278.6,2298.9,2317.8,2319.1,2319.9,2321.6,2341.9,2372.3,2381.1,2355.2,2337.1,2329.5,2328.5,2349.1,2349.6,2335.6,2360.1,2344.6,2342.2,2318.4,2362.2,2352.1,2390.6,2436.0,2429.8,2442.4,2459.3,2486.2,2484.5,2492.2,2513.5,2481.9,2503.9,2469.9,2482.7,2447.6
574,C,False,1820.5,1834.8,1844.5,1856.0,1829.2,1819.9,1800.5,1787.2,1763.2,1810.0,1814.4,1768.9,1781.4,1749.5,1797.1,1777.3,1778.9,1746.6,1718.3,1686.4,1698.8,1674.6,1662.3,1652.4,1653.2,1645.9,1635.6,1638.7,1626.3,1630.9,1625.8,1617.8,1617.7,1623.0,1640.0,1651.7,1651.4,1651.4,1659.0,1655.7,1658.1,1474.4,1551.0,1592.3,1602.2,1582.9,1588.8,1571.1,1546.8,1553.5,1566.9,1573.8,1593.8,1604.3,1573.2,1599.4,1550.4,1576.0,1576.5,1562.2,1585.3,1546.4,1574.7,1539.5,1568.5,1553.4,1566.0,1604.1,1582.1,1610.5,1606.9,1593.5,1590.5,1591.1,1593.6,1577.5,1593.9,1605.6,1622.7,1611.1,1618.0,1618.8,1604.8,1620.3,1603.1,1631.3,1611.5,1618.3,1610.2,1632.5,1650.0,1664.9,1685.6,1696.8,1739.1,1740.2,1756.2,1751.8,1699.2,1755.3,1784.3,1757.3,1737.5,1735.7,1774.2,1749.4,1733.1,1745.5,1753.2,1752.3,1760.1,1786.4,1772.9,1788.1,1790.8,1802.3,1810.9
575,C,False,2230.4,2194.3,2198.9,2209.5,2215.7,2207.3,2175.3,2204.1,2220.8,2199.5,2220.0,2188.6,2169.1,2201.6,2156.1,2174.5,2194.2,2191.5,2189.8,2168.4,2140.6,2163.2,2151.6,2144.2,2149.6,2167.8,2144.7,2170.8,2175.4,2139.5,2131.1,2128.4,2128.7,2131.0,2098.9,2061.8,1996.7,1929.4,1879.1,1800.3,1742.8,1733.4,1705.6,1677.8,1660.7,1680.7,1681.6,1687.6,1673.1,1696.6,1692.5,1676.1,1670.3,1681.3,1685.4,1674.5,1677.1,1673.6,1685.7,1683.6,1673.1,1649.3,1625.5,1635.9,1627.8,1617.4,1631.5,1631.8,1635.8,1631.0,1611.6,1600.3,1602.4,1588.1,1584.4,1584.0,1593.4,1567.3,1573.1,1557.8,1571.2,1543.2,1540.0,1543.5,1525.2,1539.8,1537.4,1497.8,1498.6,1484.1,1471.9,1441.2,1439.9,1416.2,1402.5,1397.3,1402.6,1427.0,1425.5,1436.0,1407.5,1429.0,1457.3,1446.7,1454.0,1465.0,1481.9,1480.8,1473.1,1466.3,1471.1,1483.4,1478.2,1487.8,1455.3,1423.2,1404.6
576,C,False,2554.9,2504.5,2509.5,2530.1,2476.1,2479.5,2502.9,2501.7,2506.8,2506.1,2463.0,2459.6,2481.2,2461.2,2448.4,2447.0,2465.3,2447.8,2434.5,2418.7,2418.7,2440.3,2424.5,2446.8,2441.6,2416.0,2470.1,2456.6,2457.8,2441.0,2462.3,2468.5,2484.9,2470.3,2484.5,2460.4,2453.4,2402.4,2409.5,2392.9,2381.9,2350.3,2373.7,2318.3,2309.2,2330.2,2326.5,2333.0,2363.7,2359.6,2341.4,2332.7,2312.4,2348.1,2312.8,2333.3,2317.9,2301.1,2303.0,2333.3,2303.7,2323.9,2324.7,2330.6,2330.8,2299.7,2318.8,2300.6,2298.4,2289.2,2284.8,2281.4,2270.8,2251.8,2231.0,2222.0,2252.8,2246.1,2219.0,2245.2,2280.7,2272.7,2303.0,2295.6,2304.9,2357.1,2333.2,2308.3,2324.3,2342.3,2329.4,2337.4,2345.8,2359.0,2348.2,2338.0,2306.3,2282.1,2315.0,2289.3,2284.2,2286.2,2329.2,2330.4,2340.4,2335.4,2364.5,2353.8,2352.4,2338.3,2359.5,2378.9,2377.0,2367.0,2348.9,2324.2,2325.3
577,C,False,464.8,473.43,479.78,480.22,482.84,497.23,506.82,518.73,519.47,522.56,525.36,529.6,532.76,545.35,543.23,542.61,546.1,545.43,558.45,536.56,533.8,551.6,554.56,549.9,537.56,538.13,540.56,534.06,522.06,527.57,529.74,526.42,520.05,524.42,517.74,521.4,516.34,506.89,510.19,500.92,515.69,510.94,526.73,540.41,536.7,532.93,536.15,528.62,524.6,511.12,509.64,511.47,495.01,490.85,487.17,492.16,496.14,503.2,501.74,502.01,503.45,499.07,488.06,495.87,500.05,483.57,476.58,497.89,506.26,520.42,517.56,526.16,527.74,528.45,533.48,526.7,539.0,526.83,515.93,534.07,546.27,531.36,523.58,520.87,527.46,531.67,532.56,540.12,546.21,542.87,549.77,553.27,557.8,560.61,552.72,563.43,558.91,567.7,571.88,588.87,597.41,606.72,594.18,602.14,608.93,602.51,588.11,584.56,585.35,567.52,570.07,557.52,554.51,560.05,562.37,566.34,560.03
578,C,False,1690.0,1718.0,1729.7,1737.4,1741.6,1753.0,1729.9,1733.1,1713.5,1755.7,1730.6,1720.7,1736.2,1741.2,1719.9,1755.6,1744.6,1747.4,1766.9,1790.8,1779.6,1827.9,1823.4,1864.0,1844.1,1831.1,1807.7,1816.1,1816.3,1835.4,1826.4,1850.0,1860.1,1862.7,1873.7,1880.2,1816.6,1848.7,1849.9,1878.6,1889.9,1882.0,1893.0,1900.3,1911.4,1943.3,1934.3,1975.3,2005.8,2045.6,2054.9,2064.4,2076.7,2070.5,2092.5,2059.1,2053.0,2038.4,2011.8,2023.7,2012.7,1971.8,1953.5,1948.7,1939.2,1991.3,1952.9,1927.8,1930.1,1970.5,1945.8,1989.5,1977.9,1927.4,1941.3,1955.5,1950.4,1952.4,1988.1,1978.3,2005.7,2013.1,2015.5,2034.0,2032.7,2184.7,2104.4,2119.7,2092.5,2113.6,2215.5,2192.1,2181.8,2191.9,2161.6,2162.8,2145.1,2157.9,2155.0,2118.0,2101.9,2058.9,2056.9,2050.1,2026.5,2041.6,2089.8,2012.2,1978.3,1969.3,1969.6,1987.8,2013.3,1988.8,2007.0,2015.9,2030.7
579,C,False,2364.3,2532.7,2410.9,2404.3,2467.8,2630.6,2568.8,2617.0,2615.3,2643.9,2656.7,2627.9,2675.8,2734.7,2795.5,2923.9,2841.5,2805.1,2914.4,3007.2,2994.7,3027.2,2939.8,2978.7,3038.1,3047.6,2969.4,2983.7,3031.9,3111.3,3180.8,3163.8,3088.1,3090.8,3131.2,3077.0,3026.2,3212.2,2942.9,2986.2,2861.8,2915.1,2896.5,2967.4,2893.7,2805.5,2806.7,2825.3,2743.7,2806.1,2812.1,2728.3,2828.5,2778.3,2858.2,2753.1,2802.2,2772.1,2823.7,2805.5,2779.2,2716.4,2695.6,2740.4,2711.6,2772.9,2830.8,2785.6,2757.7,2813.7,2799.1,2779.9,2780.9,2793.3,2781.5,2755.3,2745.2,2759.4,2749.3,2746.0,2802.8,2745.7,2746.2,2768.9,2788.5,2778.9,2812.0,2855.8,2776.5,2820.6,2860.6,2828.9,2783.0,2806.8,2796.8,2808.9,2811.0,2807.5,2848.0,2798.4,2797.9,2821.1,2799.4,2800.0,2800.2,2763.5,2728.1,2661.9,2694.1,2724.3,2709.0,2694.7,2698.6,2691.5,2709.6,2701.1,2715.8
580,C,False,769.9,767.18,769.26,774.9,799.89,818.99,816.07,810.77,805.03,807.23,813.48,814.3,813.39,797.89,783.95,791.5,772.31,778.07,777.73,795.11,797.64,805.35,786.7,812.02,816.03,811.57,803.86,834.04,814.59,811.63,812.83,821.45,814.32,842.91,828.81,823.89,811.11,814.76,784.46,785.81,786.74,791.54,789.54,802.84,803.31,816.66,799.75,833.19,820.26,806.85,806.95,819.74,811.66,826.91,854.82,857.43,868.27,872.89,891.49,912.86,924.03,923.05,924.61,920.22,936.22,931.0,938.32,955.16,970.68,961.11,972.34,972.63,973.11,991.07,985.0,991.0,1011.8,1016.0,1034.7,1044.8,1062.2,1067.5,1092.3,1084.4,1100.2,1115.3,1138.7,1112.6,1123.4,1132.6,1137.4,1171.8,1181.2,1211.3,1241.8,1226.7,1255.1,1243.7,1276.9,1276.9,1269.7,1267.1,1273.6,1258.0,1251.0,1254.5,1266.8,1257.2,1261.2,1256.0,1242.5,1242.4,1251.1,1267.8,1293.4,1264.0,1279.0
581,C,False,1096.0,1100.4,1100.9,1079.8,1055.4,1026.6,1022.0,1005.3,985.32,982.06,982.21,964.91,975.37,974.81,981.23,978.84,982.98,968.77,958.74,979.77,983.24,1030.8,984.12,1014.7,1005.8,1050.6,1057.3,1054.1,1079.1,1070.8,1077.8,1091.7,1106.2,1110.4,1092.5,1067.5,1060.5,1046.7,1036.3,1040.3,1038.4,1039.5,1056.3,1048.9,1032.8,1043.0,1061.5,1066.9,1073.3,1085.6,1082.6,1104.1,1127.6,1127.5,1148.4,1168.0,1148.5,1125.6,1128.8,1106.2,1095.6,1103.6,1059.2,1078.0,1073.1,1061.0,1052.2,1015.1,996.71,1027.0,1020.3,1002.6,1015.9,993.29,997.48,1018.7,1028.1,1035.3,1058.6,1064.3,1065.1,1096.9,1118.9,1120.0,1133.0,1138.2,1146.8,1181.2,1157.6,1160.4,1132.9,1126.2,1127.2,1155.1,1147.8,1145.2,1129.7,1144.0,1141.0,1134.7,1134.7,1111.7,1145.6,1159.4,1174.1,1192.7,1212.2,1227.9,1224.7,1230.4,1228.5,1222.1,1231.0,1258.1,1228.4,1242.2,1260.3
582,C,False,407.57,402.42,399.94,392.07,392.04,386.61,392.92,397.12,389.49,403.0,398.45,386.07,382.05,379.18,382.99,378.39,378.37,381.04,388.24,382.02,381.59,376.12,376.91,377.69,372.22,370.31,360.87,368.1,359.74,364.35,367.58,372.12,360.4,354.54,349.53,341.35,341.25,338.87,346.98,356.66,364.84,357.42,352.44,359.27,367.36,358.98,359.57,362.46,370.98,353.67,352.23,349.83,339.45,337.88,339.22,331.15,327.85,334.53,335.2,355.53,347.97,351.14,348.19,347.94,348.87,354.69,344.38,342.47,341.89,346.41,341.82,340.1,336.97,345.7,346.16,349.47,348.31,342.85,348.63,343.48,359.24,372.17,378.49,360.7,364.06,368.57,367.15,376.85,386.24,394.91,395.8,394.07,410.23,392.9,395.42,408.48,403.98,411.91,409.95,414.27,412.12,429.31,434.6,438.15,435.08,438.81,431.84,429.64,440.87,449.2,435.6,430.62,431.8,428.5,418.65,421.08,407.91
583,C,False,6918.5,6956.1,6965.8,7041.2,7014.8,7096.7,7116.7,7130.2,7080.7,7063.5,7041.8,6993.7,6909.5,6947.2,6883.4,6874.3,6783.8,6723.9,6745.1,6696.2,6679.3,6646.6,6648.1,6656.6,6726.6,6675.0,6664.5,6676.4,6675.1,6740.8,6671.4,6670.3,6661.1,6722.9,6674.7,6677.6,6622.0,6613.8,6639.7,6645.7,6630.1,6620.3,6640.5,6631.2,6703.5,6681.7,6747.1,6630.4,6584.7,6588.6,6451.7,6438.6,6434.9,6338.8,6352.9,6217.3,6171.0,6112.5,6134.4,6136.9,6140.8,6155.7,6115.8,6136.2,6173.5,6169.8,6170.6,6168.9,6177.3,6145.8,6174.9,6197.5,6090.6,6165.4,6135.3,6119.2,6045.1,6021.2,6020.0,6025.7,6032.5,5972.6,5991.2,5964.1,6031.1,6029.0,6015.9,6020.7,6017.9,6047.9,6041.8,6020.9,6048.9,6065.8,6052.9,6091.4,6017.3,6142.8,6036.9,6077.5,6065.7,6062.7,6042.4,6029.0,6010.7,6091.6,6054.3,6096.5,6107.0,6020.8,5973.5,5997.9,5968.2,5988.5,6036.8,6001.4,6031.4
584,C,False,1574.6,1557.2,1539.0,1542.8,1549.7,1558.0,1574.4,1584.9,1611.7,1640.7,1652.9,1661.0,1625.6,1636.6,1637.1,1651.7,1685.6,1742.4,1773.5,1760.7,1782.9,1768.9,1777.4,1785.7,1830.3,1879.6,1901.9,1914.0,1903.9,1911.3,1914.0,1881.0,1898.6,1909.4,1948.0,1938.1,1952.3,1955.6,1967.4,2012.4,2045.8,2056.1,2065.0,2078.1,2041.2,2046.2,2042.5,2052.2,2030.9,2002.5,2022.4,2005.7,2037.6,2096.9,2118.7,2135.2,2150.1,2149.4,2161.9,2223.5,2187.8,2166.6,2276.1,2224.4,2239.7,2248.3,2248.3,2259.0,2285.3,2264.6,2293.1,2324.6,2284.7,2292.2,2259.5,2270.2,2340.4,2322.7,2338.2,2338.2,2299.0,2325.9,2311.8,2323.4,2242.6,2243.5,2278.3,2257.9,2273.4,2313.8,2270.2,2224.6,2227.2,2186.7,2206.4,2271.3,2262.0,2214.6,2178.9,2147.0,2134.8,2112.8,2108.3,2130.5,2186.1,2172.4,2160.8,2132.3,2133.2,2111.8,2130.7,2097.4,2052.0,2070.5,2101.6,2092.6,2096.6
