,FLARE_TYPE,COINCIDENCE,TOTUSJH_1,TOTUSJH_2,TOTUSJH_3,TOTUSJH_4,TOTUSJH_5,TOTUSJH_6,TOTUSJH_7,TOTUSJH_8,TOTUSJH_9,TOTUSJH_10,TOTUSJH_11,TOTUSJH_12,TOTUSJH_13,TOTUSJH_14,TOTUSJH_15,TOTUSJH_16,TOTUSJH_17,TOTUSJH_18,TOTUSJH_19,TOTUSJH_20,TOTUSJH_21,TOTUSJH_22,TOTUSJH_23,TOTUSJH_24,TOTUSJH_25,TOTUSJH_26,TOTUSJH_27,TOTUSJH_28,TOTUSJH_29,TOTUSJH_30,TOTUSJH_31,TOTUSJH_32,TOTUSJH_33,TOTUSJH_34,TOTUSJH_35,TOTUSJH_36,TOTUSJH_37,TOTUSJH_38,TOTUSJH_39,TOTUSJH_40,TOTUSJH_41,TOTUSJH_42,TOTUSJH_43,TOTUSJH_44,TOTUSJH_45,TOTUSJH_46,TOTUSJH_47,TOTUSJH_48,TOTUSJH_49,TOTUSJH_50,TOTUSJH_51,TOTUSJH_52,TOTUSJH_53,TOTUSJH_54,TOTUSJH_55,TOTUSJH_56,TOTUSJH_57,TOTUSJH_58,TOTUSJH_59,TOTUSJH_60,TOTUSJH_61,TOTUSJH_62,TOTUSJH_63,TOTUSJH_64,TOTUSJH_65,TOTUSJH_66,TOTUSJH_67,TOTUSJH_68,TOTUSJH_69,TOTUSJH_70,TOTUSJH_71,TOTUSJH_72,TOTUSJH_73,TOTUSJH_74,TOTUSJH_75,TOTUSJH_76,TOTUSJH_77,TOTUSJH_78,TOTUSJH_79,TOTUSJH_80,TOTUSJH_81,TOTUSJH_82,TOTUSJH_83,TOTUSJH_84,TOTUSJH_85,TOTUSJH_86,TOTUSJH_87,TOTUSJH_88,TOTUSJH_89,TOTUSJH_90,TOTUSJH_91,TOTUSJH_92,TOTUSJH_93,TOTUSJH_94,TOTUSJH_95,TOTUSJH_96,TOTUSJH_97,TOTUSJH_98,TOTUSJH_99,TOTUSJH_100,TOTUSJH_101,TOTUSJH_102,TOTUSJH_103,TOTUSJH_104,TOTUSJH_105,TOTUSJH_106,TOTUSJH_107,TOTUSJH_108,TOTUSJH_109,TOTUSJH_110,TOTUSJH_111,TOTUSJH_112,TOTUSJH_113,TOTUSJH_114,TOTUSJH_115,TOTUSJH_116,TOTUSJH_117
10,X,False,6786.8,6764.3,6669.7,6614.4,6581.4,6658.1,6642.2,6611.5,6651.0,6708.4,6729.1,6764.3,6849.6,6835.4,6872.9,6851.7,6844.3,6791.5,6732.5,6877.3,6762.6,6844.0,6941.0,6980.8,6926.9,6791.9,6880.4,6884.8,6865.0,6855.5,6854.2,6759.7,6787.3,6687.7,6672.7,6730.4,6827.3,6851.3,6748.2,6713.2,6711.7,6904.0,6691.4,6835.0,6830.3,6894.2,6906.1,6899.1,6911.8,6946.8,6886.8,6818.4,6837.5,6813.8,6810.9,6750.2,6625.7,6602.5,6579.3,6659.3,6674.4,6628.9,6534.3,6618.7,6556.5,6664.8,6610.8,6623.9,6604.6,6590.5,6554.6,6589.0,6696.2,6680.6,6656.0,6621.6,6714.4,6713.9,6675.0,6651.8,6618.7,6689.6,6652.0,6729.8,6749.7,6713.0,6694.9,6720.9,6643.8,6678.4,6719.5,6731.2,6743.6,6873.9,6901.9,6951.3,6916.2,6954.7,6932.4,6847.5,6873.6,7012.7,6935.3,6818.6,6911.7,6852.2,6980.6,7004.4,6958.6,6877.9,6842.4,6806.4,6895.5,6919.9,6875.1,6981.2,6901.8
11,X,False,6779.7,6764.0,6730.8,6754.6,6756.8,6813.0,6720.5,6784.4,6766.8,6784.7,6756.6,6827.3,6820.3,6873.9,6963.6,6983.7,6979.1,7038.3,7077.3,7132.8,7126.3,7204.4,7290.3,7256.2,8451.2,7355.1,7310.4,7289.8,7281.4,7280.4,7179.4,7146.8,7155.3,7048.6,7050.3,7001.5,7024.6,6984.7,7029.9,7045.0,7123.2,7093.6,7072.6,7137.3,7112.0,7124.7,7054.1,7112.2,7090.0,7072.1,7044.7,7001.6,6995.0,7028.5,7013.1,6996.3,6954.1,7033.3,7037.9,6981.2,6960.1,7011.9,6999.5,6940.2,6989.2,6979.6,6992.0,6995.5,7016.5,7054.9,7073.7,7167.0,7205.6,7220.7,7240.5,7252.6,7203.1,7132.2,7164.5,7106.9,7088.6,7072.3,6986.1,6922.8,6911.9,6846.7,6776.4,6769.1,6624.4,6623.0,6610.7,6578.7,6538.5,6552.6,6588.1,6590.3,6581.9,6525.1,6511.0,6606.1,6585.0,6623.8,6638.9,6573.4,6615.4,6625.9,6549.8,6566.4,6591.7,6539.0,6621.1,6533.9,6535.9,6531.2,6525.3,6499.5,6510.0
12,X,False,1683.1,1716.6,1690.0,1634.7,1673.0,1710.5,1722.4,1690.7,1722.5,1760.7,1663.7,1731.4,1665.9,1665.4,1717.7,1689.2,1678.4,1667.6,1666.3,1672.2,1642.9,1665.4,1644.7,1643.9,1633.8,1653.0,1689.1,1726.4,1743.0,1737.1,1714.6,1745.2,1749.1,1787.9,1790.6,1748.4,1746.0,1794.2,1811.5,1764.6,1727.2,1765.8,1743.3,1756.6,1740.2,1757.3,1699.1,1719.4,1717.6,1712.8,1751.0,1789.2,1802.2,1763.8,1717.6,1746.0,1757.6,1753.1,1764.5,1776.1,1795.3,1788.2,1734.0,1685.7,1814.7,1816.1,1884.6,1818.0,1820.8,1919.5,1940.6,1880.5,1890.4,1893.6,1958.3,1938.2,1919.7,1776.6,1880.0,1903.0,1848.5,1800.4,1804.7,1804.4,1775.6,1775.0,1734.4,1751.1,1726.0,1737.3,1743.8,1666.7,1752.0,1749.0,1759.2,1772.2,1763.2,1691.6,1830.7,1838.7,1837.7,1846.1,1804.5,1799.9,1836.0,1711.0,1849.6,1852.5,1864.9,1767.5,1797.0,1776.1,1798.1,1853.6,1831.1,1862.9,1890.7
13,X,True,3668.1,3689.6,3671.8,3660.7,3659.5,3635.0,3653.3,3649.7,3647.2,3650.4,3620.0,3671.7,3710.5,3690.0,3678.0,3646.0,3624.7,3580.2,3626.6,3635.1,3618.4,3624.3,3622.0,3640.3,3644.0,3658.3,3701.5,3687.9,3662.9,3621.4,3651.4,3614.5,3563.2,3593.2,3526.1,3511.8,3512.2,3475.3,3489.1,3482.3,3494.7,3501.4,3490.8,3484.4,3450.6,3458.0,3454.0,3456.3,3410.8,3437.1,3438.6,3437.2,3420.9,3439.0,3449.7,3517.4,3478.6,3520.9,3546.9,3566.9,3570.0,3551.5,3529.5,3553.2,3491.7,3530.8,3513.6,3523.8,3466.8,3554.7,3531.4,3565.0,3577.6,3593.0,3604.1,3643.0,3644.2,3667.1,3693.3,3710.5,3623.8,3637.8,3615.7,3551.8,3627.6,3640.4,3587.4,3658.6,3679.9,3625.7,3603.2,3673.4,3664.3,3682.9,3680.5,3659.3,3771.8,3799.1,3777.5,3844.8,3835.8,3788.7,3747.3,3725.0,3716.8,3707.8,3746.9,3734.6,3735.1,3688.1,3674.3,3664.3,3636.9,3610.9,3594.7,3627.9,3673.3
14,X,False,4101.1,4048.7,3979.3,4014.3,4017.2,3975.6,3934.5,3873.6,3848.9,3836.9,3789.7,3745.0,3688.8,3698.5,3573.3,3656.6,3605.1,3600.4,3609.1,3582.1,3487.5,3484.6,3479.6,3315.9,3424.2,3343.5,3357.0,3265.3,3167.4,3048.0,2956.4,2931.5,2742.8,2642.6,2631.5,2502.1,2546.1,2547.3,2316.0,2303.9,2191.4,2128.5,2100.4,2074.4,2029.6,1955.7,1859.4,1782.8,1815.5,1646.5,1597.6,1578.3,1498.8,1461.1,1417.3,1363.0,1345.6,1310.4,1245.0,1255.0,1252.5,1197.2,1215.8,1156.1,1141.1,1222.8,1092.3,1031.8,1006.0,962.23,1047.8,901.22,835.52,801.19,762.33,716.83,659.85,624.17,697.74,619.03,592.04,581.64,648.43,591.09,639.18,603.97,659.52,598.73,519.88,521.29,638.72,502.95,482.68,474.53,518.4,447.25,441.43,412.5,399.26,382.9,380.29,407.33,405.04,390.78,384.43,381.36,307.22,328.05,317.42,329.9,338.52,313.62,283.46,272.7,246.75,245.55,224.15
15,X,False,5331.5,5382.8,5313.5,5325.6,5380.0,5428.1,5379.9,5415.7,5453.6,5448.1,5541.3,5476.1,5486.2,5570.3,5461.1,5648.4,5841.5,5608.0,5638.8,5722.3,5762.0,5565.9,5655.7,5644.0,5610.8,5569.4,5584.9,5558.1,5494.3,5497.6,5427.3,5562.3,5532.0,5422.1,5497.6,5406.2,5372.9,5409.4,5342.7,5413.4,5344.0,5362.8,5368.8,5419.5,5351.6,5437.8,5533.6,5545.2,5572.9,5477.0,5475.8,5521.6,5518.8,5478.6,5813.2,5398.7,5382.9,5371.7,5377.8,5377.1,5339.0,5270.5,5274.7,5203.6,5236.5,5238.0,5198.1,5269.2,5202.8,5183.1,5239.2,5196.8,5298.1,5322.8,5306.5,5279.8,5187.5,5294.4,5284.9,5286.2,5301.1,5387.0,5357.3,5328.0,5348.4,5372.3,5333.9,5355.1,5370.3,5314.2,5386.2,5353.9,5305.1,5307.8,5259.7,5271.8,5335.7,5271.1,5206.9,5189.7,5209.7,5245.6,5280.4,5187.6,5290.8,5329.9,5298.8,5265.5,5324.2,5296.3,5312.5,5323.1,5323.0,5293.3,5298.7,5259.6,5242.5
16,X,False,4618.4,4604.8,4583.3,4579.3,4544.8,4511.3,4449.8,4416.7,4381.6,4354.8,4332.8,4298.0,4240.1,4228.2,4240.6,4224.6,4221.1,4214.2,4278.3,4310.5,4331.2,4366.4,4391.7,4406.6,4414.6,4388.1,4380.6,4406.0,4443.9,4418.9,4423.4,4446.3,4380.8,4365.1,4387.5,4340.8,4369.0,4377.7,4350.5,4353.7,4401.1,4417.2,4447.8,4459.7,4470.1,4506.0,4487.2,4524.0,4502.0,4438.3,4439.7,4545.9,4556.4,4572.9,4559.5,4483.7,4465.9,4435.3,4422.1,4379.7,4356.4,4341.5,4386.8,4423.2,4471.7,4532.3,4595.4,4536.3,4483.5,4474.6,4409.6,4413.6,4483.1,4488.5,4435.3,4383.6,4325.8,4271.5,4207.9,4205.2,4121.4,4056.5,4046.3,4005.4,3985.0,3938.8,3915.7,3889.2,3883.0,3923.8,3882.6,3849.3,3819.5,3846.9,3833.8,3856.5,3846.7,3837.7,3867.1,3810.2,3807.9,3812.2,3790.5,3763.4,3761.5,3732.2,3758.6,3768.6,3764.9,3772.5,3783.9,3847.0,3864.5,3845.9,3902.3,3924.0,3972.4
17,X,False,3347.9,3358.8,3359.8,3395.7,3359.1,3356.8,3334.5,3308.9,3307.9,3278.6,3249.5,3262.6,3227.9,3194.2,3168.9,3146.0,3136.2,3149.0,3120.0,3146.7,3170.1,3166.5,3163.4,3176.5,3231.8,3223.3,3256.8,3253.8,3258.8,3280.6,3319.4,3316.5,3331.4,3328.2,3334.7,3307.1,3339.4,3322.3,3349.3,3360.9,3340.3,3320.7,3323.8,3288.2,3248.3,3246.1,3233.6,3205.1,3207.2,3199.2,3210.2,3222.4,3252.1,3274.1,3265.2,3277.9,3307.5,3297.3,3329.8,3357.8,3366.6,3373.3,3388.4,3421.2,3420.0,3457.5,3454.7,3438.2,3403.5,3420.6,3442.1,3405.6,3384.6,3384.5,3335.4,3313.5,3308.9,3320.0,3325.4,3304.5,3278.7,3272.1,3233.2,3280.1,3228.5,3235.6,3252.3,3231.6,3212.5,3210.0,3219.0,3226.0,3224.2,3252.3,3244.2,3246.5,3273.5,3224.1,3245.8,3195.6,3202.4,3211.8,3230.7,3211.0,3190.3,3149.6,3137.6,3134.0,3133.6,3115.3,3079.1,3063.9,3089.8,3067.9,3066.0,3087.4,3117.0
18,X,False,3243.1,3238.5,3268.1,3180.2,3173.1,3188.9,3186.4,3214.1,3177.6,3181.5,3148.4,3112.8,3169.2,3197.1,3250.4,3253.5,3250.3,3287.5,3282.7,3324.3,3320.7,3379.3,3411.7,3360.6,3358.8,3395.1,3400.3,3446.3,3465.7,3480.0,3502.6,3494.9,3524.3,3534.0,3544.4,3536.1,3533.5,3502.9,3482.5,3636.9,3459.3,3441.0,3403.8,3387.9,3390.6,3379.4,3395.1,3381.3,3420.7,3436.1,3398.7,3421.6,3382.4,3385.2,3425.7,3419.6,3436.6,3597.1,3418.4,3396.8,3442.5,3397.6,3388.5,3385.4,3432.8,3414.9,3377.4,3470.4,3466.0,3493.4,3413.1,3460.7,3403.1,3393.3,3410.0,3361.2,3365.7,3331.6,3338.1,3324.0,3327.3,3286.9,3283.2,3247.5,3247.9,3289.6,3220.6,3254.4,3180.0,3164.8,3199.7,3144.6,3171.2,3171.5,3190.4,3171.5,3233.6,3265.7,3274.8,3274.3,3250.7,3214.0,3213.2,3156.4,3160.2,3150.3,3141.0,3154.2,3134.9,3135.6,3158.9,3085.1,3170.2,3124.7,3191.8,3033.0,3042.3
19,X,False,7149.5,7201.9,7269.5,7376.2,7431.7,7690.7,7667.9,7746.4,7724.5,7744.9,7817.3,7740.7,7747.7,7732.1,7592.7,7614.4,7619.8,7622.5,7493.9,7413.2,7364.1,7255.4,7177.1,7144.4,7076.8,7097.0,7046.9,7135.6,7040.3,6997.7,7105.0,7106.2,7069.7,7077.7,7109.9,7037.2,7028.3,6981.0,7009.1,7002.5,6987.0,7005.9,6898.1,6905.5,6843.8,6920.2,6905.4,6832.6,6765.6,6841.0,6718.4,6795.9,6797.0,6754.5,6874.7,6897.7,6839.5,6956.5,6997.9,7156.6,7095.9,7193.1,7244.7,7353.6,7401.8,7393.3,7494.7,7396.2,7424.9,7413.4,7448.4,7387.5,7320.9,7242.1,7228.6,7135.4,6962.7,6870.8,6775.1,6688.9,6638.3,6602.7,6597.4,6622.4,6574.2,6608.6,6578.0,6621.2,6663.2,6671.6,6706.5,6631.2,6688.2,6677.2,6705.7,6762.0,6753.7,6653.8,6729.5,6706.5,6686.7,6683.9,6647.8,6649.5,6562.4,6612.9,6547.6,6551.9,6534.0,6624.6,6579.9,6444.2,6428.6,6491.1,6474.1,6523.6,6477.9
20,X,False,110.52,113.6,113.8,114.07,120.12,126.4,131.6,133.35,132.09,135.93,148.04,156.84,165.17,177.1,192.8,215.47,221.66,226.62,249.92,286.78,290.72,310.05,299.82,315.12,320.05,340.24,331.78,333.16,325.64,326.03,339.84,314.01,313.29,321.79,341.75,351.06,360.66,366.02,378.33,392.26,396.99,413.6,437.69,469.06,460.01,475.77,492.75,480.44,491.01,513.27,526.31,526.31,532.08,563.58,596.96,654.42,695.82,736.96,800.71,887.07,966.87,1047.9,1074.2,1097.7,1148.6,1267.0,1237.8,1333.1,1381.0,1373.6,1367.4,1402.3,1429.9,1480.1,1479.4,1533.3,1562.0,1595.5,1669.9,1656.3,1714.1,1714.1,1773.5,1840.2,1823.2,1796.0,1816.9,1772.7,1803.8,1756.8,1792.4,1772.5,1756.0,1710.0,1772.1,1779.1,1778.9,1808.0,1915.3,1858.8,1884.8,1920.4,1951.5,1967.0,2004.1,2002.1,2042.9,2018.6,1978.4,1921.2,1963.9,1962.1,1911.9,1898.6,1914.4,1889.8,1917.3
21,X,True,1184.4,1181.4,1174.8,1136.7,1082.1,1077.0,1050.9,1078.2,1092.0,1088.6,1090.0,1117.0,1117.4,1114.3,1132.6,1130.1,1134.3,1124.8,1112.6,1132.0,1109.7,1127.8,1107.4,1104.8,1095.4,1095.7,1085.7,1077.0,1071.2,1059.6,1078.6,1104.5,1098.5,1091.2,1090.4,1095.9,1107.5,1103.7,1085.6,1112.9,1107.0,1142.6,1156.2,1152.5,1164.7,1152.7,1185.6,1187.5,1178.6,1227.3,1182.3,1181.4,1169.6,1130.0,1169.0,1166.7,1158.0,1152.0,1157.1,1160.6,1149.4,1172.7,1153.5,1185.7,1131.8,1152.5,1186.1,1203.7,1216.6,1212.5,1210.3,1222.1,1206.0,1200.2,1199.4,1192.9,1264.2,1249.0,1242.7,1217.4,1225.0,1230.7,1214.7,1216.2,1218.1,1214.4,1214.0,1205.7,1216.6,1210.4,1231.7,1218.9,1206.9,1228.2,1209.6,1225.4,1224.9,1219.7,1213.7,1213.2,1197.3,1210.7,1192.3,1188.5,1210.1,1203.4,1208.4,1204.0,1214.6,1209.5,1238.5,1224.3,1235.4,1264.6,1255.9,1251.6,1239.5
22,X,False,1745.6,1733.6,1743.8,1747.2,1717.4,1715.6,1709.3,1706.0,1713.3,1723.2,1746.7,1743.6,1742.7,1734.1,1766.3,1757.7,1731.8,1711.6,1676.2,1699.3,1675.2,1584.2,1547.2,1506.1,1405.5,1377.7,1336.1,1269.2,1247.0,1209.5,1198.2,1210.3,1203.7,1228.5,1239.2,1250.2,1254.7,1279.6,1285.7,1289.4,1270.5,1287.4,1273.6,1253.3,1256.9,1250.9,1264.8,1255.7,1230.2,1229.9,1236.5,1207.9,1187.8,1182.6,1168.8,1181.0,1200.6,1208.4,1188.8,1180.6,1177.8,1188.6,1196.3,1205.4,1209.8,1204.1,1220.5,1239.8,1263.8,1276.4,1328.0,1323.6,1321.8,1317.6,1332.6,1326.7,1335.9,1336.7,1344.6,1318.4,1293.9,1288.6,1289.5,1267.1,1256.6,1219.0,1196.6,1190.4,1179.4,1171.4,1156.4,1147.2,1155.0,1151.7,1160.1,1153.0,1176.0,1171.4,1185.9,1188.2,1186.7,1181.1,1173.9,1172.3,1159.5,1139.1,1128.4,1125.7,1126.7,1088.3,1078.1,1058.0,1052.7,1041.7,1044.1,1049.2,1053.8
23,X,False,1100.0,1141.7,1175.4,1154.1,1173.2,1164.9,1183.9,1235.2,1270.4,1288.2,1285.4,1318.9,1327.5,1299.8,1168.1,1260.6,1392.6,1329.4,1327.9,1408.8,1347.9,1353.9,1393.1,1339.8,1356.2,1369.3,1356.0,1342.7,1346.4,1379.1,1476.4,1393.7,1399.6,1374.0,1395.6,1380.1,1394.9,1377.6,1393.8,1399.7,1418.6,1437.0,1437.4,1418.7,1394.7,1377.7,1412.9,1407.9,1424.1,1435.3,1414.6,1408.9,1421.0,1447.3,1436.8,1453.3,1452.2,1359.6,1454.9,1372.5,1366.5,1366.0,1387.4,1418.6,1399.1,1518.5,1457.3,1524.4,1519.1,1496.0,1546.1,1552.7,1561.0,1588.5,1572.3,1583.2,1699.3,1624.0,1652.8,1608.4,1648.7,1644.5,1673.8,1663.7,1683.5,1681.7,1698.1,1764.4,1780.4,1786.1,1804.4,1801.7,1813.8,1789.9,1814.9,1809.4,1843.2,1839.9,1850.1,1873.5,1828.0,1836.7,1892.7,1910.6,1936.3,2028.5,2068.9,2019.0,2007.7,2034.1,2048.2,2037.7,2058.4,2083.5,2156.3,2142.5,2191.3
24,X,False,6151.7,6510.8,6166.4,6610.7,6295.4,6379.5,6349.8,6497.8,6731.9,6860.1,6551.1,6742.7,6682.2,6703.3,6729.6,6770.2,6704.1,6687.6,6619.0,6571.5,6485.6,6800.2,6450.7,6377.6,6423.3,6346.5,6444.4,6435.2,6504.8,6545.5,6560.1,6608.5,6588.2,6620.9,6678.8,6804.2,6745.6,6780.6,6779.1,6852.6,6780.8,6728.3,6712.7,6758.0,6784.9,6851.1,6842.5,6861.6,6890.4,6852.9,6820.9,6847.1,6882.9,6793.8,6895.9,6926.3,7056.3,7097.1,7138.6,7175.3,7248.9,7313.4,7427.3,7580.7,7651.4,7618.2,7755.3,7669.0,7565.3,7491.2,7528.3,7524.8,7425.3,7431.8,7415.2,7429.4,7355.3,7437.2,7347.0,7422.5,7382.3,7401.2,7554.6,7664.6,7656.6,7718.0,7845.7,7869.3,7879.3,7988.9,8006.1,8068.3,8117.4,8086.7,8045.3,8078.1,8186.7,8246.5,8174.3,8245.9,8183.9,8331.6,8330.8,8247.3,8312.3,8344.8,8380.9,8446.4,8462.0,8548.3,8453.2,8574.7,8619.9,8515.7,8578.5,8447.4,8545.9
25,X,True,11696.0,11644.0,11688.0,11647.0,11665.0,11719.0,11612.0,11680.0,11456.0,11483.0,11533.0,11475.0,11515.0,11339.0,11227.0,11312.0,11200.0,11344.0,11381.0,11514.0,11533.0,11551.0,11704.0,12054.0,12426.0,12574.0,12558.0,12602.0,12606.0,12657.0,12864.0,12990.0,12932.0,12668.0,12564.0,12184.0,12191.0,12334.0,12255.0,12143.0,12144.0,12045.0,12102.0,11983.0,11929.0,11870.0,11764.0,11835.0,11876.0,11762.0,11883.0,11725.0,11744.0,11795.0,11765.0,11855.0,11925.0,12050.0,11961.0,12094.0,12297.0,12131.0,12293.0,12542.0,12764.0,13065.0,12912.0,12964.0,12722.0,12773.0,12762.0,12909.0,12785.0,12683.0,12590.0,12370.0,12104.0,11798.0,11313.0,11214.0,11028.0,11063.0,11186.0,11309.0,11298.0,11371.0,11275.0,11432.0,11354.0,11253.0,11327.0,11221.0,11336.0,11367.0,11426.0,11449.0,11406.0,11405.0,11346.0,11394.0,11411.0,11411.0,11414.0,11360.0,11334.0,11398.0,11371.0,11473.0,11345.0,11573.0,11559.0,11804.0,11663.0,11868.0,11801.0,11924.0,12000.0
26,X,True,12716.0,12653.0,12651.0,12659.0,12678.0,12732.0,12712.0,12756.0,12698.0,12794.0,12835.0,12817.0,12934.0,12779.0,12842.0,12963.0,12956.0,12934.0,12950.0,13018.0,12994.0,12971.0,13202.0,12929.0,13006.0,13062.0,13038.0,12948.0,13063.0,13137.0,13303.0,13372.0,13421.0,13543.0,13684.0,13661.0,13598.0,13537.0,13437.0,13486.0,13559.0,13428.0,13237.0,13188.0,13087.0,13271.0,13138.0,13089.0,13214.0,13095.0,13129.0,13081.0,12945.0,13048.0,13065.0,13076.0,12996.0,13091.0,12944.0,13024.0,13136.0,12971.0,12981.0,12939.0,12906.0,13007.0,13077.0,13012.0,13064.0,13123.0,13085.0,13100.0,13101.0,13186.0,13184.0,13266.0,13113.0,13195.0,13148.0,13109.0,13201.0,13189.0,13205.0,13289.0,13279.0,13230.0,13339.0,13238.0,13261.0,13188.0,13213.0,13181.0,13240.0,13266.0,13253.0,13423.0,13482.0,13647.0,13785.0,13578.0,13586.0,13588.0,13573.0,13619.0,13612.0,13475.0,13405.0,13303.0,13223.0,13199.0,13088.0,12994.0,13023.0,13005.0,13102.0,13033.0,13104.0
27,X,True,13208.0,13151.0,13202.0,13270.0,13336.0,13360.0,13373.0,13442.0,13416.0,13490.0,13514.0,13606.0,13664.0,13637.0,13622.0,13690.0,13778.0,13771.0,13779.0,13847.0,13737.0,13737.0,13734.0,13714.0,13790.0,13685.0,13656.0,13640.0,13732.0,13873.0,13984.0,13938.0,13929.0,13952.0,14178.0,14124.0,14249.0,14082.0,14300.0,14314.0,14339.0,14276.0,14253.0,14237.0,14230.0,14223.0,14243.0,14254.0,14328.0,14252.0,14170.0,14232.0,14255.0,14126.0,14227.0,14195.0,14289.0,14252.0,14252.0,14233.0,14169.0,14171.0,14074.0,14157.0,14132.0,14085.0,13935.0,13812.0,13749.0,13537.0,13601.0,13767.0,13563.0,13633.0,13785.0,13910.0,13843.0,13929.0,14017.0,13900.0,14132.0,14095.0,14070.0,14175.0,14070.0,13906.0,13727.0,13726.0,13663.0,13550.0,13430.0,13494.0,13481.0,13542.0,13491.0,13359.0,13119.0,13171.0,13197.0,13105.0,13117.0,13105.0,12992.0,12813.0,12852.0,12922.0,12772.0,12895.0,12876.0,13054.0,12958.0,12974.0,12917.0,12976.0,12924.0,13063.0,13156.0
28,X,False,4091.2,4060.5,3993.0,4016.1,3983.4,3956.3,3981.7,3983.5,4020.4,4017.6,3992.9,4088.8,4044.0,4088.2,4142.5,4154.2,4153.6,4170.5,4274.2,4243.8,4255.9,4210.4,4201.7,4223.2,4245.2,4214.7,4244.8,4302.0,4288.9,4301.0,4268.4,4300.8,4271.9,4292.8,4252.3,4290.2,4272.0,4261.4,4295.1,4298.5,4235.1,4241.0,4230.5,4251.6,4239.9,4249.8,4288.0,4257.7,4237.1,4308.0,4280.3,4348.7,4352.1,4337.6,4307.1,4254.4,4252.9,4215.7,4197.7,4134.7,4150.4,4119.0,4071.9,4052.9,4047.7,4014.4,3984.6,4010.8,4015.5,4004.5,4032.4,4041.9,3997.7,4041.1,4061.4,4054.0,4053.5,4013.8,3995.2,3980.8,3911.9,3897.6,3825.5,3826.4,3767.4,3724.9,3712.2,3677.3,3670.5,3639.9,3617.8,3627.7,3602.9,3643.2,3593.4,3612.2,3600.6,3608.2,3601.5,3591.5,3609.6,3600.2,3564.6,3538.9,3528.0,3542.7,3577.9,3594.6,3645.4,3685.7,3719.1,3759.1,3772.7,3766.8,3795.5,3806.3,3814.5
29,X,False,7543.4,7527.1,7496.5,7444.8,7471.2,7479.4,7474.9,7482.4,7434.7,7422.8,7437.9,7446.4,7411.2,7433.7,7414.9,7444.4,7455.0,7430.8,7386.6,7489.0,7364.9,7362.9,7325.8,7318.1,7315.9,7323.9,7312.4,7315.2,7370.1,7462.7,7442.4,7536.0,7520.7,7542.2,7531.5,7584.5,7548.5,7598.4,7601.4,7559.2,7584.3,7579.6,7570.7,7513.5,7545.3,7464.3,7463.2,7448.3,7421.8,7458.4,7399.2,7316.5,7358.5,7360.9,7336.2,7316.4,7302.9,7272.0,7309.8,7313.1,7174.2,7171.3,7186.2,7132.9,7114.2,7074.2,7068.5,6987.8,6991.4,6981.2,6959.4,6963.4,6975.9,6947.0,6965.4,6998.4,7010.4,7040.3,7036.5,7065.7,7017.8,7059.8,7114.6,7076.6,7118.8,7094.3,7136.5,7124.0,7071.0,7141.4,7065.2,7061.0,7117.4,7023.4,7022.8,6954.6,6921.2,6936.3,6954.4,6914.3,6990.8,7019.5,6895.2,6913.2,6869.7,6924.3,6903.7,6933.5,6903.5,6902.4,7001.3,7005.1,6989.2,6985.5,7050.0,7052.2,6991.7
30,M,False,726.91,720.34,731.84,724.7,758.96,778.31,779.74,753.6,751.45,767.05,781.63,768.65,762.26,761.98,781.59,755.68,758.57,749.09,749.94,751.71,746.78,725.78,737.03,640.67,771.89,761.52,752.27,748.9,758.36,751.74,769.05,781.84,749.65,733.74,722.85,713.2,724.36,736.41,753.2,753.94,770.36,792.67,808.12,797.8,799.93,784.12,782.65,777.07,775.47,778.12,808.08,811.22,808.25,794.77,798.77,793.45,807.48,812.16,798.17,777.68,785.85,804.51,808.28,803.14,787.78,827.48,834.88,845.1,852.04,863.67,883.41,900.2,904.11,902.55,890.67,891.38,896.51,857.0,927.34,915.23,903.46,909.62,909.52,892.12,888.18,887.84,881.54,877.56,857.81,833.04,856.16,854.7,871.15,868.25,908.85,916.25,922.56,932.96,919.03,905.01,898.22,881.08,874.48,863.82,854.84,854.73,852.17,859.79,856.04,844.44,851.62,855.64,860.97,867.65,873.5,861.73,862.2
31,M,False,176.57,169.65,171.6,219.0,174.9,213.22,234.24,212.43,214.84,220.91,230.45,243.22,251.58,240.93,248.58,264.98,306.75,267.39,304.72,283.16,334.07,317.1,350.31,340.69,348.98,355.37,338.42,361.46,354.47,372.27,380.58,422.22,435.85,472.58,472.79,512.95,513.86,507.45,554.2,540.46,560.66,531.6,573.87,522.35,547.32,550.18,562.53,539.75,590.15,598.19,610.37,621.44,646.46,651.21,638.36,648.29,661.74,636.83,665.86,660.77,644.52,673.71,671.14,666.99,693.8,689.03,710.4,694.59,689.26,716.86,724.49,729.24,735.7,708.83,721.97,771.6,749.66,756.17,765.05,732.89,743.41,752.08,709.55,740.82,703.81,685.08,678.32,719.19,690.17,662.23,665.56,667.09,630.6,640.18,647.15,662.07,648.67,652.17,642.23,611.31,653.72,567.5,546.52,560.96,501.84,482.69,474.79,465.03,496.8,439.01,449.54,454.09,404.44,378.49,344.88,323.62,337.08
