,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5,slf_6,slf_7,slf_8,slf_9,slf_10,slf_11,slf_12,slf_13,slf_14,slf_15,slf_16,slf_17,slf_18,slf_19,slf_20,slf_21,slf_22,slf_23,slf_24,slf_25,slf_26,slf_27,slf_28,slf_29,slf_30,slf_31,slf_32,slf_33,slf_34,slf_35,slf_36,slf_37,slf_38,slf_39,slf_40,slf_41,slf_42,slf_43,slf_44,slf_45,slf_46,slf_47,slf_48,slf_49,slf_50,slf_51,slf_52,slf_53,slf_54,slf_55,slf_56,slf_57,slf_58,slf_59,slf_60,slf_61,slf_62,slf_63,slf_64,slf_65,slf_66,slf_67,slf_68,slf_69,slf_70,slf_71,slf_72,slf_73,slf_74,slf_75,slf_76,slf_77,slf_78,slf_79,slf_80,slf_81,slf_82,slf_83,slf_84,slf_85,slf_86,slf_87,slf_88,slf_89,slf_90,slf_91,slf_92,slf_93,slf_94,slf_95,slf_96,slf_97,slf_98,slf_99,slf_100,slf_101,slf_102,slf_103,slf_104,slf_105,slf_106,slf_107,slf_108,slf_109,slf_110,slf_111,slf_112,slf_113,slf_114,slf_115,slf_116,slf_117,slf_118,slf_119,slf_120
10,X,False,4.7405,4.4006,4.8004,4.8317,4.6458,4.7609,4.5688,5.0512,4.7227,5.0772,4.7235,4.7368,4.6978,4.6165,4.9033,4.6978,15.754,14.733,14.809,14.569,15.252,15.294,14.275,14.267,8.8476,12.249,12.695,11.961,11.291,8.6419,8.01,7.639,7.4591,7.3299,7.8292,7.0909,6.5052,9.6406,9.2589,6.9166,6.5538,6.5018,8.3567,8.0288,8.1039,7.7459,7.3846,6.7481,6.2103,5.795,5.6127,5.2533,4.8315,4.6575,4.4096,4.1104,4.5108,4.4339,4.3303,4.1816,4.031,3.9442,3.9742,3.9928,3.8858,3.8315,3.6862,3.4748,3.2317,2.888,2.2231,2.3421,2.264,2.0091,1.9222,1.8058,1.4046,1.3677,1.3872,1.8199,2.0156,2.0392,1.3061,1.7215,1.504,1.2175,1.236,1.8314,0.77764,0.77533,0.85874,0.86724,1.3817,1.1932,1.3622,2.3708,2.5612,1.9788,2.2701,2.7566,2.2821,3.2402,3.1847,2.2814,2.1979,2.8255,1.9818,2.4371,2.2541,2.9105,2.9389,3.2472,4.1563,4.674,4.391,5.8233,5.4796,5.4897,5.1647,4.0469
11,X,False,11.084,11.09,11.113,11.054,10.869,10.896,11.005,10.859,10.655,10.656,10.762,10.769,10.779,10.719,10.789,10.602,10.658,10.438,10.446,10.492,10.412,10.448,10.313,10.396,10.408,10.452,10.443,10.435,10.466,10.448,10.38,10.374,10.357,10.489,10.511,10.574,10.565,10.68,10.598,10.672,10.677,10.651,10.622,10.598,10.773,10.75,10.663,10.7,10.7,10.732,10.908,10.84,10.956,10.928,10.969,10.934,11.019,11.009,11.112,11.208,11.109,11.137,11.05,11.026,11.144,11.057,11.073,11.082,11.02,11.267,11.152,11.05,11.112,11.177,11.321,11.256,11.182,11.155,11.318,11.338,11.334,11.136,11.291,11.216,11.203,11.272,11.253,11.289,11.281,11.097,11.089,10.964,11.031,11.091,10.933,10.963,10.968,10.857,10.764,10.822,10.864,10.863,10.857,10.801,10.823,10.816,10.788,10.802,10.809,10.937,10.955,10.872,10.823,10.763,10.926,10.945,10.859,10.942,10.91,10.933
12,X,False,14.31,14.574,14.452,14.44,14.306,14.39,14.359,14.225,14.123,14.335,13.993,14.009,14.241,14.269,14.217,14.193,14.082,14.267,14.363,14.322,14.278,14.41,14.67,14.114,14.203,14.264,14.351,14.201,14.176,14.154,14.323,14.308,14.264,14.508,14.777,14.715,14.476,14.779,14.713,14.738,14.563,14.336,14.294,14.459,14.651,14.655,14.846,14.662,14.808,14.915,15.068,15.016,15.125,15.25,15.025,14.9,15.017,15.217,14.954,15.225,15.281,15.434,15.117,15.132,15.074,15.016,15.042,15.239,15.015,15.136,15.082,15.076,15.002,15.165,15.084,15.171,15.112,15.086,15.084,15.181,15.046,15.156,15.179,15.333,15.287,15.64,15.401,15.583,15.537,15.88,15.844,16.015,15.795,15.617,15.783,15.928,15.806,15.942,15.787,15.88,15.972,16.045,15.99,16.013,15.897,16.239,16.284,16.105,16.242,16.22,16.16,16.018,16.355,16.37,16.388,16.213,16.479,16.198,16.379,16.508
13,X,False,12.916,13.222,13.023,13.027,13.089,13.081,12.91,15.771,15.736,15.679,15.322,15.582,15.539,15.754,16.076,15.847,15.988,15.691,15.669,15.662,15.616,15.213,15.028,15.178,15.283,15.064,15.174,15.306,15.681,15.375,15.32,15.598,15.125,15.222,15.181,15.188,15.274,14.98,15.043,15.622,15.599,15.527,15.677,15.905,16.094,16.395,16.463,16.761,17.039,17.188,17.554,17.682,17.851,18.361,18.348,18.843,18.775,18.957,18.945,19.239,19.101,18.961,19.428,17.733,17.562,18.062,17.798,17.953,17.845,17.528,18.464,18.63,19.843,19.216,19.122,19.724,20.171,20.367,19.506,19.116,19.538,19.45,19.798,20.095,21.225,19.516,21.798,21.816,21.784,21.894,21.48,17.935,18.095,18.087,19.054,22.708,19.747,18.055,18.464,18.448,18.537,18.634,17.18,7.0949,7.0007,15.168,7.4659,7.5831,7.4868,6.9875,7.8307,7.1762,7.6153,6.4804,7.1513,8.508,10.951,10.039,11.271,12.354
14,X,False,9.0822,9.1165,9.0347,9.1052,8.9693,8.9536,8.9245,8.9361,8.9435,8.9229,8.9621,9.065,9.0861,8.9419,8.9855,9.0284,8.9707,9.035,8.9715,8.9727,9.0255,8.9459,8.961,9.0187,9.0229,8.9085,9.0686,9.0652,9.0168,9.1419,9.0591,9.1387,9.173,9.0966,9.0189,9.057,9.0187,9.0367,9.0423,8.9796,9.0615,9.0692,9.1751,9.1925,9.0698,9.089,9.1644,9.1718,9.188,9.0923,9.1256,9.0812,9.1317,9.1548,9.083,9.1717,9.044,9.1383,9.0926,9.2298,9.2261,9.1951,9.111,9.0438,9.0476,9.1259,9.1188,9.0933,9.1522,9.1277,9.1005,9.162,9.1838,9.1664,9.109,9.1328,9.2971,9.2496,9.1032,9.116,9.1278,9.2123,9.1457,9.188,9.2787,9.2902,9.3169,9.3125,9.1988,9.2399,9.0995,9.1665,9.2571,9.1888,9.2401,9.2842,9.2924,9.2529,9.2815,9.3048,9.282,9.1926,9.2772,9.2368,9.3219,9.2065,9.3881,9.2607,9.2673,9.3793,9.3535,9.3558,9.2909,9.3035,9.3858,9.3048,9.3889,9.2876,9.2309,9.2462
15,X,False,5.3424,6.9044,7.2251,10.054,8.1797,8.1443,6.3168,3.2416,3.0508,2.7812,2.6132,2.0108,0.93775,1.1002,1.9621,3.3355,4.2414,1.1711,1.9183,1.6878,2.0691,1.8643,2.0277,2.0557,1.5531,2.5547,2.4558,2.766,2.5794,2.0205,2.0861,1.8798,1.4489,1.3275,1.5083,1.5024,1.6149,2.1258,2.3579,2.3414,2.6747,3.35,3.2704,3.8609,4.7194,4.6516,5.0539,6.9874,6.3574,8.2049,8.166,8.4396,9.9206,11.479,12.257,13.967,13.929,16.009,13.696,15.949,15.044,15.13,15.98,17.851,15.656,19.46,16.58,17.539,18.506,16.651,17.366,17.25,18.387,18.096,18.285,19.086,19.463,17.394,19.338,17.453,19.803,19.714,19.843,19.063,21.441,18.696,19.887,21.473,20.502,20.352,22.994,22.843,24.827,22.167,23.164,23.17,24.366,26.825,29.479,33.526,2.769,2.944,2.964,2.9188,2.8841,2.824,2.8146,2.7257,2.7545,2.8438,2.8574,2.8535,2.9903,2.9069,2.894,2.8264,2.7573,2.6669,2.702,2.6795
16,X,False,65.202,34.685,31.288,29.959,31.371,31.878,29.498,26.992,26.443,26.524,23.199,21.127,39.638,37.369,35.016,39.123,37.567,34.861,38.835,39.537,37.21,38.289,40.155,38.967,32.524,32.539,32.903,33.492,45.303,49.137,47.065,48.045,52.613,50.726,52.919,52.228,54.193,51.975,47.5,50.373,50.783,53.366,57.133,61.818,64.02,54.041,53.734,49.668,45.657,43.735,42.812,40.287,41.291,40.194,41.915,40.055,37.85,40.391,40.069,38.967,41.211,44.227,45.09,44.85,45.563,48.752,47.339,47.117,50.877,51.434,57.505,52.974,51.427,51.442,51.601,53.939,49.572,51.037,52.785,47.314,49.508,48.471,56.401,49.225,51.139,55.088,59.182,60.152,65.844,59.142,60.796,64.129,67.275,61.851,71.458,79.933,65.171,80.667,81.896,97.221,99.908,93.987,99.677,83.808,88.58,82.859,79.868,69.885,65.982,64.239,68.373,59.582,60.513,58.648,64.219,68.659,65.98,73.614,69.022,74.393
17,X,False,10.216,9.9285,9.9773,11.591,10.71,10.42,13.207,10.89,13.335,14.249,15.0,15.123,15.538,16.517,19.23,17.954,17.139,16.978,20.169,19.028,20.485,45.254,35.582,44.795,99.199,75.629,78.935,83.25,73.055,70.933,71.712,71.079,75.175,66.925,65.566,58.544,62.64,64.775,55.977,69.2,66.0,57.72,72.876,68.277,69.299,55.225,75.565,72.461,73.574,63.927,75.716,76.079,43.925,39.255,72.174,39.847,72.295,36.747,67.069,32.88,62.178,66.137,64.769,60.554,59.246,59.071,58.181,57.509,62.555,29.043,67.027,38.158,39.008,63.431,58.652,60.369,59.871,63.458,55.574,55.723,52.875,55.088,58.447,55.967,59.106,59.876,57.94,60.475,53.731,53.532,57.547,53.354,54.195,52.048,55.032,52.526,57.913,57.23,56.918,54.113,53.673,58.104,59.703,59.523,55.461,60.463,58.632,62.358,62.29,66.668,70.437,66.543,58.452,64.247,60.463,62.372,63.669,63.507,65.927,70.311
18,X,False,5.9906,6.1028,7.4041,7.0416,6.9674,6.738,6.5066,5.9242,6.0035,7.8692,8.3499,6.9022,7.1596,7.4035,7.0199,6.6298,6.4008,5.755,9.1579,5.7823,8.2519,8.4699,7.8245,7.34,6.3904,6.8169,5.5299,6.1981,9.4012,10.289,8.9182,9.1816,10.148,7.7017,7.4682,6.8273,6.9293,11.349,6.7276,8.8933,10.382,8.2339,8.3207,6.9277,7.5809,9.9188,6.7325,6.9526,13.458,9.782,10.693,8.9041,8.8261,8.6549,7.1128,8.8941,11.971,11.38,8.7775,10.036,8.6328,8.2585,8.7165,8.0922,8.4437,8.7306,8.8048,8.6663,8.0194,7.9226,7.7346,8.1514,7.6054,7.8661,8.454,7.6027,7.877,8.1101,8.2661,7.4558,8.1372,7.9373,7.9812,7.9093,7.6203,7.3131,7.4454,7.6255,7.786,7.749,7.8021,7.8709,7.8464,7.8853,7.7721,8.7234,6.1562,6.2349,6.3546,6.262,6.2985,6.2123,6.082,6.0509,6.2749,6.1572,6.1467,6.352,6.076,5.8719,6.0911,5.8612,5.849,6.0451,6.2119,6.1849,6.1828,6.0705,6.0551,6.1019
19,X,True,5.6907,5.6809,5.7182,5.7204,5.7319,5.7619,5.7682,5.8048,5.8835,5.8206,5.8097,5.8389,5.8606,5.7737,5.8381,5.838,5.8584,5.8343,5.7876,5.8513,5.8018,5.8442,5.9009,5.8377,5.8999,5.8469,5.927,5.9602,5.9052,5.8513,5.9141,5.9362,5.8774,5.8902,5.9562,5.9684,5.9641,5.9678,6.0027,5.8982,5.9478,6.0138,6.0352,6.0622,5.9482,6.0008,6.0079,6.0197,6.0746,6.0643,6.0782,6.1675,6.1536,6.016,6.1108,6.0862,6.1163,6.1036,6.1555,6.085,6.0175,5.7228,6.0019,6.012,5.9502,6.0087,5.9444,6.0,6.0093,5.9448,5.9423,5.8856,5.9507,5.8832,5.8761,5.8839,5.8316,5.8466,5.8404,5.8641,5.729,5.7887,5.75,5.698,5.7283,5.7257,5.7438,5.726,5.7447,5.6407,5.66,5.6309,5.5891,5.2991,5.3775,5.3008,5.4527,5.3294,4.4634,4.6405,5.6073,5.5682,4.5403,5.3394,5.3997,4.3857,5.3277,4.4392,4.4416,4.3739,4.4595,5.895,5.9607,5.259,5.2882,5.8487,5.9415,5.8256,5.8465,5.9147
20,X,False,12.86,12.739,12.952,12.713,12.64,12.616,12.616,12.553,12.55,12.314,12.654,12.418,11.574,12.373,12.279,11.512,12.397,12.059,12.137,12.043,12.285,12.052,11.824,11.861,11.641,11.86,11.779,11.574,11.353,10.872,10.947,11.301,10.954,10.822,10.738,10.946,10.601,10.899,10.97,10.905,10.555,10.655,11.01,10.955,11.103,10.895,10.584,10.622,10.521,10.949,11.068,11.094,11.492,11.117,11.067,10.896,10.58,10.608,10.6,10.814,10.849,10.584,10.494,10.318,10.212,10.358,10.295,10.452,10.378,10.361,10.317,10.524,10.668,10.806,10.888,10.787,10.938,11.046,10.952,10.965,10.968,10.924,11.029,11.016,11.134,10.928,10.926,11.144,11.046,10.966,11.212,10.926,11.242,10.971,10.967,11.092,10.88,10.887,10.787,10.57,10.668,11.044,11.027,10.965,10.899,10.833,10.909,10.769,10.419,10.715,10.627,10.705,10.832,11.089,10.8,11.016,11.116,11.152,11.124,11.005
21,M,False,14.308,12.97,14.187,13.961,13.5,13.42,14.217,14.528,14.774,15.196,15.191,15.467,15.563,15.557,15.89,15.875,16.206,16.223,16.008,16.534,16.856,17.421,17.972,18.328,18.533,18.254,17.729,17.096,17.037,17.074,16.911,17.321,17.401,17.02,17.543,17.532,17.305,16.774,16.759,16.592,16.25,15.459,14.8,14.501,15.09,14.975,15.241,14.999,14.756,14.242,14.259,14.625,14.964,14.838,15.066,14.52,14.779,14.451,14.764,14.606,14.252,13.923,14.258,14.378,14.777,14.752,14.799,14.582,14.584,14.599,14.542,14.006,13.942,13.943,14.119,14.534,14.651,14.946,15.277,15.433,15.58,15.669,15.913,15.925,15.836,16.266,16.713,16.994,17.129,17.247,16.83,17.248,17.142,16.636,15.867,15.802,15.887,16.079,16.283,16.773,16.601,16.571,16.823,17.343,17.635,18.393,18.698,18.705,19.486,19.455,19.628,19.324,20.133,20.84,20.516,20.58,20.64,19.476,19.495,19.696
22,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.769,44.401,40.242,40.242,42.542,37.78,37.592,34.046,41.586,41.586,41.344,40.073,38.26,37.929,42.55,38.642,39.421,38.795,37.097,33.423,33.256,34.402,35.456,39.486,45.255,43.791,40.871,44.054,50.59,55.064,52.688,58.417,65.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,M,False,19.656,19.279,19.234,19.203,19.248,19.143,19.098,0.0,18.716,18.707,18.562,18.65,18.648,18.799,18.96,18.98,18.844,18.997,14.711,18.818,18.669,18.847,19.03,18.952,18.97,18.911,18.914,19.037,18.999,19.067,18.981,18.846,19.098,18.883,18.963,19.229,19.102,19.696,19.769,19.94,19.961,19.707,0.0,0.0,1.424,18.968,18.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,M,False,43.323,44.174,45.072,44.895,45.798,43.684,42.3,47.491,42.759,42.532,44.848,45.326,46.587,49.646,50.925,50.221,46.83,44.155,43.598,38.187,35.695,32.998,32.563,32.414,32.94,33.728,33.861,34.886,34.014,32.597,30.023,28.117,26.711,27.065,27.699,26.359,27.194,26.687,27.123,26.599,24.243,23.251,23.692,24.341,24.624,24.565,23.847,23.766,23.755,24.224,23.49,24.464,23.772,24.693,24.878,25.271,26.026,25.678,24.51,26.065,24.885,24.185,25.649,23.559,23.0,23.043,20.939,22.374,22.562,22.033,21.185,20.47,22.144,21.349,20.701,21.607,21.213,21.056,22.111,22.38,23.624,24.818,24.399,24.138,23.448,21.673,20.725,21.419,20.575,23.22,22.048,22.284,21.808,22.927,21.858,22.457,20.809,21.952,22.681,22.947,22.073,22.285,23.183,23.465,23.059,22.665,22.498,23.193,24.198,24.111,24.72,24.93,25.531,25.36,26.636,26.48,26.994,27.118,26.124,25.633
25,M,True,25.025,23.917,23.092,24.262,24.327,23.242,22.239,22.444,22.404,21.095,21.539,21.312,20.32,19.35,18.806,18.132,16.541,16.171,15.204,13.99,13.351,12.861,12.671,12.103,12.278,12.002,11.809,11.879,11.521,11.656,11.325,11.162,10.953,10.735,10.579,10.238,9.8547,9.5898,9.323,9.1387,8.8883,9.098,9.0236,9.0405,8.9946,9.2281,9.4424,9.5773,9.4788,9.166,9.4979,9.4597,9.5291,9.5336,9.863,9.8951,9.8524,9.6975,9.6282,9.6619,9.8649,9.7742,9.8333,9.7129,9.8524,9.6913,9.7187,9.6436,9.7662,9.7347,9.68,9.5293,9.8082,9.827,9.9226,9.7921,9.7191,9.6151,9.3551,9.4187,9.444,9.2057,9.2418,9.1276,8.8835,8.928,8.8054,8.6282,8.6177,8.462,8.3722,8.2025,8.279,8.5476,8.6913,8.5943,8.6371,8.5987,8.5377,8.4513,8.5539,8.6658,8.4316,8.493,8.2512,8.0388,7.9454,7.9756,7.9391,7.8399,7.967,8.1325,8.0856,8.0226,7.9808,8.0001,8.085,8.1574,8.2816,8.3699
26,M,True,8.4887,8.5338,8.6114,8.7296,8.6781,8.5818,8.6001,8.6365,8.6315,8.551,8.4775,8.5156,8.6269,8.5606,8.6939,8.726,8.6766,8.6322,8.7814,8.7035,8.6623,8.6944,8.5948,8.431,8.704,8.468,8.4754,8.7686,8.5314,8.6094,8.4977,8.5277,8.6525,8.6336,8.6507,8.5717,8.7025,8.7006,8.3724,8.4212,8.4708,8.4847,8.3512,8.2119,8.3359,8.1024,8.0681,8.2002,8.0741,7.9812,7.8867,7.9414,7.8674,8.0602,7.9248,7.8807,7.9772,8.1803,7.8925,7.9733,8.0109,8.1014,8.1214,8.0284,8.1333,8.0625,7.995,8.2473,8.2228,8.2083,8.0426,8.2673,7.9225,8.1154,8.1592,8.2361,8.2563,8.3344,8.1242,8.1868,8.1051,8.1124,8.1568,8.1398,8.2301,8.1867,8.1334,7.8892,7.8824,8.0232,7.8986,8.0445,8.0955,8.124,8.1332,7.9735,8.3019,8.0118,8.1633,8.2599,8.1566,8.1955,8.1167,8.0739,8.2373,8.3039,8.3649,8.4068,8.3367,8.3346,8.322,8.2247,8.3593,8.2239,8.1889,8.0394,8.0228,8.0878,8.1104,8.0427
27,M,False,23.262,23.215,22.857,22.976,20.009,19.924,20.231,19.91,19.741,20.434,22.023,19.855,18.937,18.256,17.058,17.023,16.807,17.396,15.569,15.682,15.766,15.358,15.3,14.578,14.808,14.921,14.857,14.964,14.609,14.518,14.535,14.85,14.535,14.296,13.876,13.472,13.213,13.086,13.322,12.85,12.463,12.493,12.101,12.18,12.114,11.847,12.094,12.147,11.8,11.557,11.657,11.608,11.686,11.733,11.696,11.695,11.889,11.798,12.099,12.083,12.227,12.177,12.192,12.057,12.274,12.34,12.277,12.13,12.173,12.51,12.387,12.382,12.312,12.58,12.696,12.742,12.5,12.557,12.783,12.621,12.767,12.796,12.875,13.056,12.991,13.225,13.145,13.229,13.325,13.161,13.154,13.038,12.962,13.134,13.039,13.167,13.049,12.902,13.142,13.375,13.284,13.038,13.018,13.075,13.233,13.166,13.144,13.187,13.119,13.215,13.036,13.276,13.49,13.451,13.483,13.31,13.694,13.615,13.997,13.438
28,M,False,8.3769,8.4692,8.3067,8.2312,8.324,8.3376,8.3482,8.15,8.3001,8.0938,8.1134,8.0864,8.1813,8.1677,8.3038,8.2597,8.1669,8.2188,8.2211,8.2212,8.2125,8.2294,8.2254,8.1969,8.3951,8.3525,8.3332,8.2319,8.3737,8.3933,8.3634,8.4197,8.4739,8.5168,8.4026,8.5329,8.4456,8.5189,8.5113,8.5357,8.5019,8.4044,8.4639,8.5831,8.589,8.5843,8.5316,8.6571,8.6766,8.6772,8.6956,8.7659,8.6277,8.6754,8.7597,8.7631,8.8708,8.8171,8.8238,8.9056,8.9862,9.1558,9.1654,9.1683,9.1731,9.2506,9.2531,9.2692,9.1358,9.2835,9.1691,9.2809,9.2812,9.2108,9.3744,9.2973,9.2589,9.2916,9.3574,9.2867,9.1492,9.126,9.0866,9.0091,9.1019,9.1597,9.0793,9.0841,9.0209,8.8262,8.9824,8.9883,9.0376,9.1457,9.0317,9.0194,9.1536,9.2277,9.2462,9.186,9.2132,9.2915,9.366,9.2458,9.136,9.3021,9.1966,9.2416,9.2527,9.3183,9.4161,9.4463,9.4248,9.5101,9.5366,9.6592,9.6241,9.492,9.5643,9.6825
29,M,True,10.331,10.549,10.551,10.567,10.518,10.451,10.25,10.277,10.379,10.412,10.488,10.302,10.351,10.359,10.356,10.189,10.077,10.226,10.199,10.172,10.248,10.175,9.9303,9.9542,10.142,10.016,9.8738,9.9424,10.089,9.8974,9.8563,9.9298,10.012,10.034,10.209,10.164,10.15,10.082,10.012,10.041,10.077,10.268,10.251,10.156,10.089,10.181,10.364,10.374,10.364,10.459,10.479,10.481,10.603,10.737,10.683,10.793,10.887,10.797,10.929,11.004,10.966,10.996,10.956,11.592,11.855,11.88,11.892,11.83,11.791,11.768,11.994,12.096,12.235,12.436,12.574,12.353,12.185,12.069,12.011,12.019,12.109,12.049,12.335,12.323,12.228,12.235,12.197,12.517,12.437,12.478,12.514,12.404,12.864,12.791,12.908,12.851,12.469,12.474,12.314,12.335,12.313,12.524,12.7,12.755,12.58,12.309,12.272,12.255,12.338,12.102,12.173,12.431,12.482,12.497,12.525,12.654,12.751,12.8,13.006,12.733
30,M,True,14.748,14.785,15.025,15.322,15.214,15.378,15.378,15.258,15.249,15.142,15.323,15.239,15.216,15.189,15.459,15.406,15.507,15.672,15.56,15.644,15.728,15.916,15.71,15.557,15.693,15.515,15.675,15.602,15.768,15.794,15.957,15.867,16.188,16.231,16.13,16.194,16.323,16.249,16.419,16.564,16.774,16.837,16.993,16.953,17.023,17.254,17.419,17.366,17.33,17.299,17.493,17.604,17.587,17.768,17.738,17.676,17.739,17.829,18.138,18.164,18.207,18.164,18.166,18.283,18.632,18.672,18.762,18.816,18.73,18.509,17.971,17.676,17.706,18.09,18.178,18.04,18.019,17.455,17.727,17.761,17.768,17.908,17.761,17.888,18.035,17.607,17.795,18.125,17.745,17.09,17.721,17.25,16.899,16.807,16.68,16.546,16.154,16.375,16.318,16.029,16.166,16.424,16.56,16.892,16.666,16.443,16.588,16.642,16.643,16.377,16.525,16.975,16.971,16.672,16.799,16.854,16.909,16.471,16.629,16.186
31,M,False,10.189,10.077,10.226,10.199,10.172,10.248,10.175,9.9303,9.9542,10.142,10.016,9.8738,9.9424,10.089,9.8974,9.8563,9.9298,10.012,10.034,10.209,10.164,10.15,10.082,10.012,10.041,10.077,10.268,10.251,10.156,10.089,10.181,10.364,10.374,10.364,10.459,10.479,10.481,10.603,10.737,10.683,10.793,10.887,10.797,10.929,11.004,10.966,10.996,10.956,11.592,11.855,11.88,11.892,11.83,11.791,11.768,11.994,12.096,12.235,12.436,12.574,12.353,12.185,12.069,12.011,12.019,12.109,12.049,12.335,12.323,12.228,12.235,12.197,12.517,12.437,12.478,12.514,12.404,12.864,12.791,12.908,12.851,12.469,12.474,12.314,12.335,12.313,12.524,12.7,12.755,12.58,12.309,12.272,12.255,12.338,12.102,12.173,12.431,12.482,12.497,12.525,12.654,12.751,12.8,13.006,12.733,12.935,13.083,12.731,12.626,12.677,12.43,12.471,12.289,12.45,12.177,12.308,12.364,12.651,12.624,12.533
32,M,False,15.56,15.644,15.728,15.916,15.71,15.557,15.693,15.515,15.675,15.602,15.768,15.794,15.957,15.867,16.188,16.231,16.13,16.194,16.323,16.249,16.419,16.564,16.774,16.837,16.993,16.953,17.023,17.254,17.419,17.366,17.33,17.299,17.493,17.604,17.587,17.768,17.738,17.676,17.739,17.829,18.138,18.164,18.207,18.164,18.166,18.283,18.632,18.672,18.762,18.816,18.73,18.509,17.971,17.676,17.706,18.09,18.178,18.04,18.019,17.455,17.727,17.761,17.768,17.908,17.761,17.888,18.035,17.607,17.795,18.125,17.745,17.09,17.721,17.25,16.899,16.807,16.68,16.546,16.154,16.375,16.318,16.029,16.166,16.424,16.56,16.892,16.666,16.443,16.588,16.642,16.643,16.377,16.525,16.975,16.971,16.672,16.799,16.854,16.909,16.471,16.629,16.186,15.789,15.681,14.947,15.13,15.008,14.978,15.123,14.725,15.343,15.023,14.819,14.779,14.935,14.417,14.508,14.142,13.458,13.835
33,M,False,17.768,17.738,17.676,17.739,17.829,18.138,18.164,18.207,18.164,18.166,18.283,18.632,18.672,18.762,18.816,18.73,18.509,17.971,17.676,17.706,18.09,18.178,18.04,18.019,17.455,17.727,17.761,17.768,17.908,17.761,17.888,18.035,17.607,17.795,18.125,17.745,17.09,17.721,17.25,16.899,16.807,16.68,16.546,16.154,16.375,16.318,16.029,16.166,16.424,16.56,16.892,16.666,16.443,16.588,16.642,16.643,16.377,16.525,16.975,16.971,16.672,16.799,16.854,16.909,16.471,16.629,16.186,15.789,15.681,14.947,15.13,15.008,14.978,15.123,14.725,15.343,15.023,14.819,14.779,14.935,14.417,14.508,14.142,13.458,13.835,13.793,13.71,13.686,13.883,13.482,13.388,13.19,13.139,12.902,12.759,12.84,12.792,13.143,13.113,12.737,12.955,13.369,12.94,13.144,13.154,12.807,12.227,12.18,12.296,12.381,12.424,11.991,11.886,12.078,12.286,12.271,12.411,12.327,12.271,12.449
34,M,False,23.029,14.077,13.935,23.187,23.192,22.777,23.329,23.524,13.832,23.112,22.85,22.916,22.987,23.246,23.465,22.927,23.313,22.828,22.524,14.244,14.446,14.282,14.461,14.441,14.188,14.362,15.123,14.875,14.759,14.769,14.58,14.25,14.46,14.532,14.454,14.455,14.402,14.937,15.268,16.048,15.094,15.165,15.259,15.774,15.776,15.399,14.483,15.453,16.083,16.058,15.565,11.208,11.662,11.717,11.765,12.157,11.955,12.089,11.832,12.168,16.856,17.073,12.909,12.602,12.402,12.068,11.972,11.864,11.897,11.993,12.273,11.92,12.505,12.465,12.267,12.393,12.333,11.78,11.554,11.891,11.891,11.856,12.584,12.107,11.601,11.418,11.22,11.109,10.907,11.203,10.56,10.18,10.449,10.879,11.281,11.092,10.842,11.037,10.987,10.566,10.193,10.075,10.421,9.7925,9.8883,9.9827,10.124,9.7271,10.178,10.337,9.8574,9.4611,9.5621,9.8217,9.9934,10.504,9.6761,9.1784,9.3283,10.45
