,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5,slf_6,slf_7,slf_8,slf_9,slf_10,slf_11,slf_12,slf_13,slf_14,slf_15,slf_16,slf_17,slf_18,slf_19,slf_20,slf_21,slf_22,slf_23,slf_24,slf_25,slf_26,slf_27,slf_28,slf_29,slf_30,slf_31,slf_32,slf_33,slf_34,slf_35,slf_36,slf_37,slf_38,slf_39,slf_40,slf_41,slf_42,slf_43,slf_44,slf_45,slf_46,slf_47,slf_48,slf_49,slf_50,slf_51,slf_52,slf_53,slf_54,slf_55,slf_56,slf_57,slf_58,slf_59,slf_60,slf_61,slf_62,slf_63,slf_64,slf_65,slf_66,slf_67,slf_68,slf_69,slf_70,slf_71,slf_72,slf_73,slf_74,slf_75,slf_76,slf_77,slf_78,slf_79,slf_80,slf_81,slf_82,slf_83,slf_84,slf_85,slf_86,slf_87,slf_88,slf_89,slf_90,slf_91,slf_92,slf_93,slf_94,slf_95,slf_96,slf_97,slf_98,slf_99,slf_100,slf_101,slf_102,slf_103,slf_104,slf_105,slf_106,slf_107,slf_108,slf_109,slf_110,slf_111,slf_112,slf_113,slf_114,slf_115,slf_116,slf_117,slf_118,slf_119,slf_120
534,B,False,1.7388,0.0,0.0,6.9004,31.551,16.434,0.0,0.0,7.3718,7.0765,7.1522,0.0,6.6992,0.0,0.0,0.0,0.0,6.2367,6.6992,0.0,6.0051,5.7579,5.6234,6.2909,6.338,6.5012,0.0,1.5821,0.0,5.8776,0.0,5.7667,30.538,31.733,31.835,30.745,29.895,20.973,30.748,21.053,18.253,29.967,30.665,0.0,0.0,0.0,0.0,6.0625,15.515,6.1691,35.597,17.877,6.6914,6.5016,19.029,35.162,22.582,19.796,15.798,6.3256,15.76,19.083,18.606,5.7752,5.8686,19.251,32.632,34.401,36.301,24.102,17.401,24.101,24.084,18.205,6.8144,6.5684,6.3719,6.8125,14.139,6.9161,6.6105,7.609,7.2293,6.5096,5.9851,5.9533,6.0141,5.572,6.6428,5.5243,5.5293,5.3077,5.4236,5.3912,5.2449,5.4073,5.3238,5.4233,5.2918,5.1992,5.083,5.2918,5.2449,5.2295,6.0303,4.7167,5.0073,5.0497,5.2295,5.3563,5.2962,5.3728,5.3077,5.0747,5.0922,5.5634,5.3606,5.2876,5.6619,5.8984
535,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3282,3.1759,2.9009,0.0,0.0,0.0,0.0,0.0,0.0,2.8079,0.0,0.0,0.0,0.0,0.0,0.0,2.5604,0.0,0.0,0.0,0.0,2.5604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3595,5.0592,4.8762,6.7444,6.207,6.2477,6.1339,6.0171,0.0,0.0,0.0,5.9379,6.216,5.9186,0.0,5.9826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6717,0.0,0.0,0.0,0.0,0.0,5.2439,0.0,0.0,5.5502,0.0,0.0
536,B,True,3.1227,3.1907,3.0913,3.0452,3.0558,3.0701,3.1125,3.178,3.1611,3.2217,3.1428,3.2037,3.165,3.3219,3.2777,3.2347,3.223,3.2253,3.2695,3.4022,3.3871,3.2956,3.4022,3.3683,3.4206,3.3921,3.4681,3.4368,3.4537,3.4909,3.4733,3.4403,3.3903,3.3966,3.3903,3.4234,3.4798,3.5371,3.5198,3.5774,3.5141,3.5774,3.0968,3.4746,3.5224,3.6266,3.0857,3.0448,3.5434,3.6184,3.5842,3.5937,3.5747,3.6095,3.1492,3.1835,3.2745,3.1276,2.9877,3.2153,3.6284,3.6062,2.9892,3.0776,3.205,3.2661,3.1501,3.0921,3.1,3.1878,3.2398,3.3196,3.7553,3.696,3.2204,3.1216,3.2295,3.1667,3.3367,3.5694,3.6168,3.5997,3.2845,3.6193,3.5839,3.6523,3.6685,3.6635,3.661,3.6597,3.6809,3.6424,3.602,3.6266,3.6085,2.9767,3.6111,3.541,3.6167,3.6123,3.6101,3.6143,3.6275,3.6697,3.6626,3.6662,3.6721,3.6264,4.0632,3.6685,4.22,4.1114,3.7345,3.6781,3.6662,3.7625,3.6896,3.7178,4.232,4.1429
537,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3282,3.1759,2.9009,0.0,0.0,0.0,0.0,0.0,0.0,2.8079,0.0,0.0,0.0,0.0,0.0,0.0,2.5604,0.0,0.0,0.0,0.0,2.5604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3595,5.0592,4.8762,6.7444,6.207,6.2477,6.1339,6.0171,0.0,0.0,0.0,5.9379,6.216,5.9186,0.0,5.9826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6717,0.0,0.0,0.0,0.0,0.0,5.2439,0.0,0.0,5.5502,0.0,0.0,0.0,0.0,0.0,0.0,4.9266,4.6655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,B,True,38.168,38.233,38.925,38.819,40.284,40.73,40.912,40.714,41.259,41.993,41.08,40.915,40.733,41.315,40.855,40.394,39.963,40.447,41.319,42.193,42.204,41.87,40.317,40.465,40.222,40.959,41.571,41.495,42.045,42.702,42.397,42.691,41.953,42.707,42.936,44.498,43.476,45.264,44.529,44.932,45.89,46.59,47.071,45.05,44.108,45.021,45.281,45.44,46.449,47.127,48.237,49.236,48.287,47.279,49.521,51.615,49.577,47.589,48.28,48.158,47.609,47.653,47.622,47.923,48.439,46.427,46.275,46.199,45.253,45.583,45.829,46.581,46.074,45.69,46.669,47.423,46.789,45.978,43.59,43.88,43.505,43.405,43.599,44.048,44.378,43.677,44.082,44.312,44.714,44.768,46.098,45.024,45.939,46.776,47.252,49.141,48.738,48.183,49.475,51.005,52.026,53.066,54.482,51.652,51.829,53.108,55.622,58.404,57.727,58.523,58.943,57.435,56.954,58.375,61.828,62.642,62.848,61.623,64.225,63.873
540,B,False,10.316,10.718,10.581,10.78,11.176,11.623,11.585,12.315,12.049,11.851,11.818,12.198,12.83,13.808,12.942,13.967,14.026,14.5,14.441,14.938,14.646,14.474,14.609,14.762,14.795,15.176,16.414,16.479,17.949,16.678,17.491,17.556,17.713,17.89,18.859,17.244,18.826,17.965,18.375,17.47,17.536,19.2,19.046,19.967,20.219,19.823,18.533,18.726,19.462,19.042,19.539,20.81,20.464,20.864,21.516,21.482,23.242,25.296,25.465,26.092,24.259,24.117,24.508,24.493,24.315,25.677,26.477,29.061,9.5473,29.612,28.976,32.691,32.883,31.823,33.714,31.729,30.855,32.312,30.833,31.613,29.447,30.807,29.807,30.024,29.808,31.944,32.291,31.799,34.867,32.332,37.399,33.547,38.118,36.849,36.593,38.453,40.913,34.995,34.034,33.542,25.249,25.449,27.8,38.029,31.766,32.196,33.232,33.204,47.538,49.756,46.354,48.07,56.093,63.803,57.235,55.131,54.171,60.37,68.05,59.441
541,B,True,22.881,22.59,22.685,23.109,23.139,23.224,23.68,23.294,24.232,24.246,24.644,25.256,24.707,24.924,24.202,24.923,25.458,25.464,25.631,26.411,27.348,27.342,27.406,27.183,27.472,27.343,27.417,27.632,28.482,28.396,29.016,29.326,29.393,29.712,29.931,30.036,29.983,30.641,31.085,30.33,30.583,31.485,31.887,32.858,33.116,32.622,32.76,32.977,31.955,33.039,33.282,33.313,34.288,33.884,34.369,34.527,34.301,34.479,34.131,33.009,33.368,32.546,32.656,33.469,34.087,33.579,34.291,33.444,33.444,33.044,33.496,33.954,34.019,33.373,34.474,34.62,34.298,34.045,34.806,35.108,35.108,35.406,34.655,35.513,35.771,37.237,35.718,33.609,33.201,31.782,31.624,31.309,31.271,30.595,31.438,31.525,28.949,28.755,27.572,28.513,28.241,28.393,28.94,29.358,28.258,29.945,30.411,30.153,28.988,29.729,29.106,29.085,29.53,28.39,28.539,29.125,29.528,29.375,29.434,27.622
542,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,B,True,37.836,38.218,37.265,40.248,41.294,42.694,40.176,39.196,39.565,40.802,42.651,45.347,46.185,46.94,48.632,50.072,49.234,55.083,53.334,0.0,56.967,59.553,65.29,64.393,55.05,54.472,66.104,66.104,69.516,68.14,65.462,68.929,64.894,62.95,71.648,74.301,68.105,61.957,59.925,54.066,54.281,51.695,54.497,59.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.444,38.863,38.924,37.78,36.329,35.526,35.939,36.385,36.107,34.805,34.558,33.875,33.999,33.004,31.129,30.878,29.863,29.405,28.601,28.121,28.063,27.135,26.93,26.904,26.515,26.473,25.933,26.051,26.019,25.867,25.763,25.815,25.733,25.557,26.016,25.912,25.676,25.877,25.445,25.518,25.753,25.858,25.568,25.148,25.074,25.072,25.066
545,B,True,32.963,32.913,32.727,31.992,31.886,31.917,31.808,32.294,32.279,30.729,30.234,30.571,31.146,30.81,31.117,31.128,31.314,31.736,31.954,32.082,31.145,31.345,30.924,30.484,30.116,29.591,29.725,29.383,28.965,29.026,28.416,28.064,28.384,28.464,28.557,28.788,28.904,28.296,28.179,28.3,27.996,28.282,28.565,28.736,28.741,28.951,28.62,29.287,29.236,29.465,29.703,29.588,30.236,29.418,30.325,31.045,31.957,31.709,32.238,33.143,31.959,31.644,31.864,30.665,31.357,30.81,30.164,31.21,31.021,31.359,31.794,30.321,30.993,33.188,31.749,32.097,32.011,32.229,31.821,31.079,31.359,31.255,31.616,31.793,31.265,31.216,30.076,31.113,31.057,32.67,32.436,32.217,31.945,31.758,33.358,33.162,32.957,32.919,32.876,33.131,32.796,32.707,32.574,31.919,32.982,33.604,33.098,33.255,33.696,33.082,32.161,32.709,33.395,33.999,34.455,34.201,34.457,33.469,34.711,35.393
546,B,True,24.33,25.076,24.91,23.262,23.341,23.03,22.046,20.632,19.782,19.808,19.919,20.269,20.432,22.023,21.647,21.596,20.203,22.195,22.991,24.902,24.075,25.11,23.347,23.399,22.19,23.405,22.067,25.395,23.425,22.348,23.021,22.307,22.868,22.723,23.125,23.414,24.109,24.126,23.921,24.435,24.517,24.085,23.154,22.792,23.01,23.038,23.845,23.888,25.111,23.217,25.834,26.112,28.696,30.328,31.699,32.209,31.974,32.831,33.006,31.234,32.344,33.892,35.26,35.247,30.882,34.21,35.979,32.609,34.506,37.105,38.1,39.958,36.502,39.169,36.4,39.454,39.163,37.274,37.583,37.447,39.649,40.334,37.423,40.4,44.306,45.669,42.42,42.899,45.001,45.254,46.186,47.339,44.702,49.069,49.067,48.731,48.838,49.98,48.706,48.968,28.797,40.843,53.346,51.731,52.778,37.926,44.309,41.884,35.326,55.45,56.554,54.467,43.604,55.831,59.327,57.623,58.212,57.018,56.489,55.802
547,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5019,0.0,4.4991,4.2159,4.5546,4.2796,3.9959,4.1165,4.1578,4.0036,3.9522,3.8394,3.8476,3.6611,3.6007,3.5659,3.4254,3.5556,3.7019,3.6987,3.4993,3.4313,3.4652,3.6126,3.6513,3.7785,3.2311,3.4943,3.5988,3.5988,3.2626,3.3352,3.3876,3.3663,3.4828,3.1973,3.278,3.4691,3.5398,3.6214,3.4092,3.3559,3.3876,3.5321,5.8142,5.4373,23.718,23.424,22.883,23.847,24.11,5.3514,24.154,23.63,20.724,15.881,13.979,13.817,12.411,11.876,12.023,11.957,13.218,13.522,15.232,11.703,12.678,11.484,9.9042,11.014,9.7384,9.1119,6.7294
548,B,False,14.807,14.471,14.625,14.54,14.595,14.523,14.939,15.02,15.204,15.023,15.069,14.927,14.612,14.776,15.251,15.38,15.677,15.94,16.005,15.873,15.922,16.15,16.451,16.432,16.705,16.689,16.866,17.391,17.539,17.856,17.397,17.148,16.844,16.748,16.536,17.007,16.733,16.979,17.216,17.177,17.028,17.393,17.866,17.977,18.117,18.329,18.132,18.207,18.669,18.901,18.525,18.692,18.922,18.735,18.785,18.516,18.775,18.226,18.304,18.715,19.029,19.414,19.282,19.232,19.705,19.425,19.576,18.408,18.197,17.373,17.124,17.175,17.333,17.603,17.407,18.331,17.905,17.763,17.043,16.763,16.428,16.414,16.531,16.396,16.879,16.395,16.257,16.431,16.691,17.165,17.069,16.661,16.698,17.083,17.413,17.417,16.93,16.658,16.722,16.646,16.578,16.466,16.243,16.354,16.244,16.595,16.511,16.63,16.216,16.534,16.91,16.945,17.104,16.853,16.693,15.322,15.383,15.362,15.474,15.655
549,B,False,11.315,11.52,12.067,11.841,11.801,11.616,11.356,11.4,11.027,11.136,10.974,11.382,11.516,11.686,12.058,13.06,12.687,13.2,13.373,13.171,13.847,13.885,13.898,13.276,12.423,12.256,12.359,11.986,11.222,10.997,11.385,9.3175,10.314,9.8048,13.422,13.062,12.913,13.355,13.159,13.534,13.477,13.612,13.64,13.568,10.488,11.161,11.305,11.982,12.255,13.991,11.9,13.907,14.098,13.988,13.969,13.86,13.933,12.922,12.787,12.235,11.725,11.804,12.072,11.793,12.035,11.792,11.911,11.953,11.727,11.949,11.703,12.156,11.588,12.207,12.159,12.386,12.03,11.728,11.627,11.607,11.924,11.807,11.843,11.259,11.503,11.273,11.487,11.458,11.839,12.308,11.602,10.989,11.125,11.057,11.034,10.711,10.607,10.863,11.015,11.272,11.479,11.506,11.704,11.799,11.469,11.236,11.205,11.748,11.366,11.347,11.646,12.182,11.997,12.398,12.369,12.503,13.219,12.167,12.731,12.738
550,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5866,9.355,11.189,9.7542,8.1285,8.6444,8.067,8.3936,8.0967,8.1373,8.092,8.8557,9.2862,8.9196,8.6862,17.937,9.8663,18.128,23.236,20.155,12.513,9.1124,23.631,27.71,27.519,28.793,34.322,33.053,34.107,35.584,33.619,33.858,34.156,32.69,31.899,30.189,30.675,30.324,27.016,26.453,26.948,25.497,24.017,24.287,22.534,21.705,21.346,20.572,20.342,20.436,20.543,20.716,19.517,19.044,19.227,19.186,19.5,19.67,19.777,19.489,19.669,19.734,19.657,20.199,20.103
551,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,B,True,13.222,13.983,13.649,13.55,12.747,12.935,13.861,13.506,13.401,13.915,14.411,13.275,12.442,11.184,12.904,14.361,14.966,15.474,15.901,15.032,13.645,13.952,14.515,14.915,16.993,15.586,15.25,15.443,14.87,14.657,14.393,13.638,13.296,13.04,12.764,10.857,14.958,14.281,14.658,12.733,13.167,11.173,13.655,15.757,11.895,16.587,8.3567,15.781,15.965,15.829,15.979,15.871,15.519,16.398,16.651,18.432,17.823,18.742,20.566,20.07,19.206,19.303,20.106,20.325,20.503,21.385,21.353,20.104,21.836,22.43,21.385,20.196,20.322,19.209,18.231,18.019,17.525,17.232,16.956,17.679,17.662,17.65,17.981,18.352,18.191,18.877,19.153,18.883,19.124,18.989,18.601,19.051,19.374,19.06,18.444,18.037,18.511,19.394,18.621,17.981,17.935,18.455,18.479,18.011,17.119,16.332,16.063,16.558,16.442,16.312,15.833,16.195,16.34,16.644,16.465,15.876,16.907,16.619,16.329,16.415
553,B,True,5.4162,20.108,0.0,18.059,16.365,15.461,15.675,15.337,16.327,16.096,15.578,15.41,14.57,14.469,14.232,14.555,13.887,14.28,14.086,12.987,12.469,12.525,12.287,12.3,12.581,12.314,12.341,12.016,12.473,12.187,12.243,12.535,12.005,11.756,11.818,11.753,11.942,12.013,11.971,12.465,11.981,12.411,12.507,12.835,12.426,12.36,12.239,11.887,11.815,12.007,11.805,11.022,10.476,11.124,10.509,10.808,10.184,9.9615,10.188,10.089,9.7123,9.757,9.5886,9.466,9.3009,9.2972,9.5822,9.5606,9.8007,9.982,10.112,10.126,9.9552,10.455,10.701,10.918,11.135,11.315,11.52,12.067,11.841,11.801,11.616,11.356,11.4,11.027,11.136,10.974,11.382,11.516,11.686,12.058,13.06,12.687,13.2,13.373,13.171,13.847,13.885,13.898,13.276,12.423,12.256,12.359,11.986,11.222,10.997,11.385,9.3175,10.314,9.8048,13.422,13.062,12.913,13.355,13.159,13.534,13.477,13.612,13.64
554,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,B,False,53.768,0.0,57.647,62.086,63.223,63.344,62.636,56.549,62.517,64.711,56.428,58.157,57.497,61.289,64.956,2.3395,2.2331,0.0,0.0,64.095,65.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9116,2.6336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.999,31.6,39.195,28.798,26.579,25.091,25.579,24.712,25.134,23.042,25.959,23.981,21.523,54.295,53.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,B,False,26.986,28.261,28.708,29.583,29.076,30.62,29.735,29.58,31.458,31.328,31.862,33.701,35.772,34.146,32.455,30.472,27.254,26.354,26.173,26.836,27.35,27.657,30.338,30.594,26.672,25.368,25.825,25.714,27.329,28.035,31.711,29.449,28.159,32.003,28.381,28.05,28.132,29.23,30.292,29.124,28.444,28.568,29.118,27.609,27.799,26.503,28.726,28.476,29.635,25.393,23.403,23.552,23.131,23.149,23.377,22.445,23.092,22.992,23.578,22.301,24.608,24.596,24.049,24.133,23.516,23.502,23.429,21.867,21.197,21.338,19.805,19.96,20.606,21.554,22.07,22.0,22.007,23.078,25.305,26.399,31.305,30.082,32.771,32.878,33.013,29.828,30.538,31.358,32.216,34.482,34.695,36.023,33.188,31.894,30.222,31.041,31.677,33.249,33.435,34.989,34.9,34.622,39.511,37.19,39.124,36.848,36.578,37.905,40.13,37.004,39.769,42.833,42.594,45.067,3.4828,4.1269,3.374,4.029,46.465,3.5684
558,B,True,37.78,36.329,35.526,35.939,36.385,36.107,34.805,34.558,33.875,33.999,33.004,31.129,30.878,29.863,29.405,28.601,28.121,28.063,27.135,26.93,26.904,26.515,26.473,25.933,26.051,26.019,25.867,25.763,25.815,25.733,25.557,26.016,25.912,25.676,25.877,25.445,25.518,25.753,25.858,25.568,25.148,25.074,25.072,25.066,25.089,24.788,24.16,23.91,23.769,23.675,23.396,23.957,23.218,18.322,18.358,18.714,19.153,18.163,18.251,18.125,18.014,18.593,18.784,18.755,18.007,18.213,17.89,18.356,18.127,18.278,18.279,17.431,16.923,16.328,16.081,16.216,15.883,15.935,16.129,15.437,15.576,15.2,15.574,15.57,15.662,16.182,15.668,15.855,15.873,16.313,16.072,15.985,15.897,15.81,15.911,16.063,15.673,15.769,15.705,16.015,16.104,15.975,15.638,15.696,15.956,16.403,16.217,16.1,16.354,16.006,16.286,16.026,16.619,15.873,16.341,16.339,16.544,16.723,16.673,16.596
559,B,False,2.7383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5604,2.6277,0.0,91.219,89.444,92.501,87.275,85.568,2.5384,93.584,96.309,93.129,86.159,76.374,90.044,88.192,77.45,82.014,82.465,99.825,86.329,87.828,87.02,80.665,88.926,73.191,72.829,77.234,66.837,97.523,83.941,87.992,93.404,100.5,105.51,102.51,0.0,0.0,0.0,110.35,0.0,104.18,2.4229,2.2582,108.74,2.5998,100.9,99.045,101.16,95.968,87.976,94.219,94.598,102.31,92.744,96.745,99.13,102.77,102.45,87.101,98.434,96.902,97.487,92.506,88.64,90.818,87.698,80.652,95.285,91.518,86.325,89.826,73.179,64.11,57.771,56.113,50.169,45.811,45.904,45.65,45.286,46.655,49.315,50.381,55.931,59.319,71.402,89.342,93.403,111.66,114.77,111.48,11.173,52.902,109.93,112.68,110.16,98.056,97.584,93.736,87.242,94.488,84.71,80.652
