,FLARE_TYPE,COINCIDENCE,MEANGBZ_1,MEANGBZ_2,MEANGBZ_3,MEANGBZ_4,MEANGBZ_5,MEANGBZ_6,MEANGBZ_7,MEANGBZ_8,MEANGBZ_9,MEANGBZ_10,MEANGBZ_11,MEANGBZ_12,MEANGBZ_13,MEANGBZ_14,MEANGBZ_15,MEANGBZ_16,MEANGBZ_17,MEANGBZ_18,MEANGBZ_19,MEANGBZ_20,MEANGBZ_21,MEANGBZ_22,MEANGBZ_23,MEANGBZ_24,MEANGBZ_25,MEANGBZ_26,MEANGBZ_27,MEANGBZ_28,MEANGBZ_29,MEANGBZ_30,MEANGBZ_31,MEANGBZ_32,MEANGBZ_33,MEANGBZ_34,MEANGBZ_35,MEANGBZ_36,MEANGBZ_37,MEANGBZ_38,MEANGBZ_39,MEANGBZ_40,MEANGBZ_41,MEANGBZ_42,MEANGBZ_43,MEANGBZ_44,MEANGBZ_45,MEANGBZ_46,MEANGBZ_47,MEANGBZ_48,MEANGBZ_49,MEANGBZ_50,MEANGBZ_51,MEANGBZ_52,MEANGBZ_53,MEANGBZ_54,MEANGBZ_55,MEANGBZ_56,MEANGBZ_57,MEANGBZ_58,MEANGBZ_59,MEANGBZ_60,MEANGBZ_61,MEANGBZ_62,MEANGBZ_63,MEANGBZ_64,MEANGBZ_65,MEANGBZ_66,MEANGBZ_67,MEANGBZ_68,MEANGBZ_69,MEANGBZ_70,MEANGBZ_71,MEANGBZ_72,MEANGBZ_73,MEANGBZ_74,MEANGBZ_75,MEANGBZ_76,MEANGBZ_77,MEANGBZ_78,MEANGBZ_79,MEANGBZ_80,MEANGBZ_81,MEANGBZ_82,MEANGBZ_83,MEANGBZ_84,MEANGBZ_85,MEANGBZ_86,MEANGBZ_87,MEANGBZ_88,MEANGBZ_89,MEANGBZ_90,MEANGBZ_91,MEANGBZ_92,MEANGBZ_93,MEANGBZ_94,MEANGBZ_95,MEANGBZ_96,MEANGBZ_97,MEANGBZ_98,MEANGBZ_99,MEANGBZ_100,MEANGBZ_101,MEANGBZ_102,MEANGBZ_103,MEANGBZ_104,MEANGBZ_105,MEANGBZ_106,MEANGBZ_107,MEANGBZ_108,MEANGBZ_109,MEANGBZ_110,MEANGBZ_111,MEANGBZ_112,MEANGBZ_113,MEANGBZ_114,MEANGBZ_115,MEANGBZ_116,MEANGBZ_117,MEANGBZ_118,MEANGBZ_119
24,B,False,111.27,111.8,111.63,112.02,114.5,114.37,114.42,116.11,116.36,115.24,114.42,113.55,114.07,113.78,112.69,111.81,111.67,110.11,110.0,108.78,108.32,107.75,107.62,107.74,107.85,107.31,107.38,107.03,109.36,110.39,112.65,112.05,112.83,113.13,114.72,115.74,116.27,115.1,114.76,115.28,117.07,116.53,116.87,116.41,116.52,117.32,116.39,117.58,117.03,116.17,114.82,113.3,112.78,112.48,112.29,111.85,110.1,110.33,110.14,108.78,108.08,108.82,110.21,110.79,112.85,114.04,115.2,116.98,117.98,120.61,123.11,123.24,124.14,123.31,124.82,125.05,125.17,123.29,123.34,121.71,121.12,121.51,120.21,120.07,120.08,119.16,118.83,118.33,118.41,119.9,119.74,119.19,120.66,121.05,121.14,120.63,121.74,122.42,124.11,123.59,124.46,124.17,122.34,122.14,122.17,122.05,120.73,121.59,120.51,120.12,121.09,122.78,123.63,122.56,122.25,121.31,122.85,122.65,123.5
25,B,False,95.381,95.592,94.078,94.689,95.092,95.502,97.666,97.735,96.248,99.693,99.99,98.536,99.868,98.86,100.76,102.32,102.89,102.9,104.02,105.63,104.39,105.76,106.88,108.79,108.28,109.02,107.41,106.87,107.78,106.31,106.06,106.14,106.84,103.71,103.14,102.83,103.06,105.56,104.24,103.95,107.13,106.21,107.09,103.5,106.66,106.21,105.84,106.36,107.31,108.43,107.9,108.21,111.83,109.8,107.24,107.95,107.23,108.23,107.46,110.96,107.39,105.01,101.21,100.18,98.134,97.936,96.891,95.835,97.145,94.635,95.087,97.581,98.17,99.184,102.57,102.53,105.28,110.44,111.72,116.08,114.49,112.82,114.04,112.71,112.19,106.86,107.79,108.56,107.51,106.71,107.01,108.83,109.92,109.84,110.33,109.74,108.93,113.37,114.58,113.38,114.51,115.27,114.18,116.25,118.49,115.82,113.28,112.38,113.54,115.08,116.22,114.58,114.14,115.86,116.15,113.46,115.05,118.64,116.73
26,B,False,105.42,107.59,107.18,107.31,108.19,108.97,108.29,108.11,110.4,110.64,112.29,113.62,113.65,114.12,113.55,114.55,115.06,114.26,114.23,112.31,113.49,115.14,113.84,113.45,111.04,108.66,109.74,109.3,107.91,109.62,107.5,105.69,103.45,103.62,103.04,102.55,105.2,106.62,107.1,107.1,107.89,106.16,110.14,110.93,113.0,112.93,113.49,116.91,114.37,114.43,115.64,117.32,113.85,113.91,115.94,116.06,115.19,116.8,114.74,113.36,115.63,113.83,114.56,114.25,114.5,114.67,116.35,113.96,115.9,114.1,113.99,115.58,116.26,116.18,116.55,117.49,114.03,115.04,114.07,115.18,113.99,112.85,111.41,109.77,108.94,110.41,109.88,110.6,110.79,110.61,111.13,111.34,112.85,113.2,115.38,116.04,118.14,119.22,119.53,118.72,120.2,120.01,122.54,120.82,121.57,120.99,122.04,122.9,121.74,120.43,121.14,119.38,119.74,118.99,120.32,120.24,118.43,118.69,120.0
27,B,False,123.53,122.43,122.45,119.67,120.82,120.72,122.72,121.53,123.45,121.4,121.57,120.74,120.16,117.83,117.3,118.92,116.14,115.82,113.43,113.66,113.77,113.78,111.72,112.73,112.66,113.2,113.53,114.56,113.82,113.32,114.56,118.91,117.94,118.56,120.32,123.3,125.73,128.28,128.67,126.16,126.69,126.73,126.87,127.04,124.66,121.05,121.71,122.18,122.02,120.59,118.64,117.6,117.36,116.52,117.46,118.83,118.48,119.09,118.35,119.26,119.1,121.39,120.6,119.87,119.16,120.75,120.49,119.78,118.41,119.77,118.27,114.96,115.55,115.68,115.5,112.21,112.88,111.09,110.37,109.16,111.14,111.71,113.28,110.84,108.57,109.4,112.17,110.59,107.57,110.37,112.12,112.5,110.36,111.32,109.54,107.46,106.82,107.41,109.0,106.24,105.17,101.93,101.39,101.02,99.989,100.25,100.35,98.026,98.904,99.016,97.484,98.483,102.06,101.77,100.55,98.636,97.761,98.859,99.104
28,B,False,70.287,70.457,70.565,70.409,68.737,69.192,69.548,71.315,70.513,70.603,70.028,69.281,70.125,69.672,69.202,70.524,70.883,71.485,70.453,69.74,71.152,69.755,70.333,71.067,70.797,72.565,72.027,72.507,71.882,71.677,71.235,69.66,69.634,70.367,69.821,69.914,69.816,70.115,69.481,69.066,70.083,70.441,69.947,71.196,71.415,70.066,69.212,68.935,68.809,69.346,68.698,68.975,68.641,69.277,69.012,69.239,69.145,69.658,70.356,71.376,71.359,72.763,73.103,72.616,71.251,72.112,70.976,71.914,72.08,71.025,71.737,72.045,72.361,73.669,72.98,72.237,73.044,72.955,74.358,74.748,74.693,74.681,75.736,74.848,74.542,74.092,75.108,73.792,74.036,74.929,74.695,74.064,73.785,72.999,72.544,72.285,73.127,72.173,71.523,71.607,72.242,72.289,72.711,73.126,73.534,73.939,74.214,73.856,73.353,74.038,73.391,73.253,72.925,72.714,73.797,73.072,73.267,72.835,72.715
29,B,True,72.15,71.235,70.654,70.401,70.778,71.121,71.832,72.173,70.704,71.458,71.843,72.41,71.267,72.283,71.703,71.833,71.475,72.208,71.338,72.344,71.642,71.164,72.292,72.927,72.725,71.733,71.385,70.613,71.042,71.4,70.497,71.364,72.978,74.454,73.038,72.713,72.914,72.816,73.815,73.834,73.202,74.525,73.794,73.872,73.075,73.442,74.41,73.678,71.042,72.493,71.173,71.008,71.084,71.93,71.442,72.418,71.499,70.914,70.787,70.752,71.108,70.044,71.423,70.676,70.258,69.964,70.16,69.568,69.541,68.78,68.602,69.173,68.996,68.096,69.568,68.889,68.46,67.946,68.462,67.859,67.959,67.502,67.517,66.866,66.88,67.898,68.006,68.444,68.079,68.889,69.831,69.014,69.634,70.121,69.927,69.6,70.871,71.8,71.859,71.523,73.922,75.252,75.25,75.032,72.929,71.834,73.313,72.714,72.233,71.536,71.049,71.744,70.807,70.392,70.448,69.929,70.245,71.112,71.347
30,B,False,122.34,120.84,117.73,116.07,117.02,118.08,118.62,117.32,118.89,121.93,125.39,127.09,126.89,128.71,127.55,130.03,129.07,133.42,132.15,131.31,130.17,128.7,127.1,127.42,128.58,125.98,125.25,124.68,121.89,121.69,120.92,121.12,120.02,119.01,119.08,118.14,119.86,117.56,118.37,120.07,118.15,118.79,119.55,119.86,122.99,122.04,122.89,124.69,125.52,127.05,128.86,130.98,134.79,134.64,136.3,137.01,136.92,137.02,135.93,135.19,132.68,130.86,128.25,127.74,125.78,121.74,121.57,122.59,123.86,122.79,122.69,123.05,124.6,127.02,127.75,130.76,128.89,132.42,135.5,135.74,137.87,138.64,138.96,138.5,136.87,140.22,141.02,138.52,136.86,136.54,135.18,135.43,136.6,137.33,133.45,131.44,131.65,132.07,132.37,131.85,131.6,130.53,131.7,131.41,131.37,132.14,131.7,128.8,130.1,128.3,125.5,123.44,122.12,120.54,119.8,117.97,116.78,117.22,117.23
31,B,False,121.7,125.48,125.33,123.06,121.77,121.57,120.16,118.68,119.21,116.21,112.97,111.86,111.87,110.15,111.29,110.12,107.61,109.62,107.83,108.87,106.03,107.63,109.51,110.34,110.15,111.67,112.29,113.15,114.98,114.19,115.9,115.58,116.3,115.82,115.23,115.94,116.42,115.64,116.01,116.61,116.94,117.1,114.65,113.72,113.47,113.71,113.96,113.93,112.38,113.64,114.54,113.0,114.15,112.08,112.06,113.27,112.94,111.78,113.03,111.97,113.01,111.35,112.05,112.88,112.51,113.31,113.07,111.74,111.2,110.73,108.19,106.54,106.9,106.75,106.01,105.55,105.35,104.84,103.92,103.2,101.36,102.4,103.6,102.97,103.14,103.84,104.52,104.7,106.32,106.56,105.5,108.51,109.87,110.39,110.75,110.55,110.98,112.31,110.74,111.85,111.29,109.58,108.31,109.41,110.3,108.61,107.64,107.96,108.94,108.8,107.56,109.34,111.24,110.44,110.72,111.46,108.62,107.98,107.78
32,B,False,108.39,108.11,108.77,109.21,109.97,111.33,112.87,114.35,114.07,115.26,116.89,116.59,116.39,115.8,114.33,112.96,110.3,107.26,106.97,105.84,105.8,105.81,104.94,106.19,104.71,105.13,107.69,107.71,108.49,108.85,110.22,111.36,113.73,115.58,116.06,115.85,117.6,117.48,117.01,117.49,116.48,118.37,119.74,118.93,117.76,120.2,119.51,119.02,119.67,119.37,121.83,120.7,120.34,118.65,120.36,120.78,121.53,121.75,120.43,119.99,120.66,118.9,118.01,115.78,113.6,114.16,113.8,112.24,112.03,111.58,112.19,111.22,112.67,112.17,111.3,116.18,118.17,120.57,121.56,123.96,125.51,126.66,126.76,125.45,124.74,123.6,121.03,120.85,119.6,117.56,115.59,115.3,113.35,112.66,111.48,110.72,111.68,111.32,110.9,111.12,111.6,111.17,111.9,110.98,110.39,111.24,113.18,111.78,110.31,110.81,109.45,109.68,109.46,110.06,109.84,111.21,111.55,112.81,112.2
33,B,False,99.48,100.93,98.559,97.509,98.497,97.685,97.673,96.2,95.727,94.59,93.715,93.352,93.97,94.969,95.026,94.937,94.923,96.843,97.428,97.962,98.446,100.52,102.39,103.39,104.09,104.51,104.8,105.99,106.51,106.35,107.04,106.93,107.31,107.01,108.91,108.14,108.28,108.93,108.68,107.73,109.21,110.53,108.4,108.36,107.32,107.28,106.55,105.7,105.66,104.55,103.71,102.58,101.47,99.923,99.291,100.04,100.24,100.1,100.2,102.69,103.08,103.38,104.52,106.7,107.93,110.16,111.45,112.68,112.2,113.5,113.38,114.05,113.62,113.54,113.11,112.53,110.63,110.12,109.27,108.41,107.98,106.9,105.84,105.58,104.64,106.34,105.45,105.11,105.83,106.04,106.36,105.93,105.97,105.07,104.54,104.21,105.02,105.37,103.5,104.29,105.04,104.08,105.63,107.46,108.13,106.93,108.09,108.09,108.29,109.16,109.84,111.27,111.8,111.63,112.02,114.5,114.37,114.42,116.11
34,B,False,71.832,72.173,70.704,71.458,71.843,72.41,71.267,72.283,71.703,71.833,71.475,72.208,71.338,72.344,71.642,71.164,72.292,72.927,72.725,71.733,71.385,70.613,71.042,71.4,70.497,71.364,72.978,74.454,73.038,72.713,72.914,72.816,73.815,73.834,73.202,74.525,73.794,73.872,73.075,73.442,74.41,73.678,71.042,72.493,71.173,71.008,71.084,71.93,71.442,72.418,71.499,70.914,70.787,70.752,71.108,70.044,71.423,70.676,70.258,69.964,70.16,69.568,69.541,68.78,68.602,69.173,68.996,68.096,69.568,68.889,68.46,67.946,68.462,67.859,67.959,67.502,67.517,66.866,66.88,67.898,68.006,68.444,68.079,68.889,69.831,69.014,69.634,70.121,69.927,69.6,70.871,71.8,71.859,71.523,73.922,75.252,75.25,75.032,72.929,71.834,73.313,72.714,72.233,71.536,71.049,71.744,70.807,70.392,70.448,69.929,70.245,71.112,71.347,71.494,71.842,71.662,71.041,72.152,71.853
35,B,True,102.89,101.18,103.31,103.18,102.35,103.97,104.76,105.8,107.19,107.86,109.03,110.5,112.79,112.29,113.74,112.91,114.13,113.4,113.58,111.62,112.01,112.7,112.47,113.04,113.1,111.52,110.75,111.01,110.83,110.71,111.61,111.37,110.93,110.9,108.87,111.02,109.6,109.86,111.09,112.96,111.13,112.72,113.77,116.54,116.07,117.6,115.47,117.23,117.61,115.79,116.19,115.5,115.5,114.64,114.56,113.22,113.2,111.14,108.58,108.74,108.55,108.3,106.08,106.89,107.14,108.02,109.68,110.01,110.01,109.61,111.75,112.25,114.32,113.66,112.16,112.87,116.03,115.34,114.25,112.93,111.77,112.4,110.47,112.32,110.13,107.85,108.49,108.36,106.19,106.49,106.69,108.85,108.46,110.39,110.66,110.59,111.29,111.15,110.46,109.57,109.86,112.32,110.96,110.58,111.65,110.84,110.17,110.99,111.72,111.5,110.83,110.53,108.78,108.63,107.93,106.57,106.59,105.53,104.54
36,B,False,80.294,81.362,81.417,82.534,83.246,83.051,83.811,83.617,84.425,84.136,84.603,84.829,84.222,83.891,83.6,83.533,83.715,83.35,83.324,83.551,82.506,81.536,81.63,82.875,83.253,83.748,83.337,83.341,83.358,83.159,83.299,82.235,82.37,81.994,81.522,81.123,81.443,81.384,80.459,79.933,79.386,78.602,77.532,77.027,77.183,77.802,77.293,77.879,78.143,78.02,79.676,80.05,79.523,81.095,81.749,82.863,83.347,83.903,84.478,84.256,83.123,83.018,82.804,81.956,80.778,80.486,80.476,79.314,78.862,78.73,78.825,78.554,78.608,78.511,77.782,77.795,77.617,77.616,78.114,78.241,78.198,78.156,78.235,77.986,78.408,78.831,79.084,79.224,79.432,79.541,80.218,81.189,81.025,81.382,80.869,81.917,82.937,81.773,81.079,80.381,80.121,80.316,78.947,78.492,77.811,76.792,76.589,76.309,75.169,75.411,75.574,74.823,75.537,76.449,76.541,76.446,77.696,77.385,77.753
37,B,False,109.04,109.06,108.59,111.15,103.1,102.12,105.76,112.07,112.07,116.19,118.01,116.88,120.3,125.64,126.98,122.11,127.27,123.85,126.42,124.86,125.51,124.54,124.75,123.4,122.71,125.05,123.77,126.85,122.37,123.6,123.92,121.15,120.86,121.1,123.42,123.12,125.07,122.79,122.82,124.66,123.16,124.71,121.21,119.89,118.6,118.88,118.63,120.21,118.7,118.45,120.07,125.45,125.67,127.35,127.68,127.59,128.44,130.84,132.12,127.28,128.06,130.62,131.22,131.25,135.94,139.72,140.64,140.7,138.7,139.45,143.14,144.99,145.0,143.69,144.8,141.97,141.28,138.48,138.12,135.59,135.88,132.8,128.1,129.04,127.0,127.79,128.08,126.85,128.84,130.02,128.59,128.22,129.77,132.48,132.3,131.13,133.17,135.9,136.12,135.92,136.15,136.82,136.23,135.35,134.85,138.62,137.98,137.89,137.5,135.11,132.66,131.65,130.95,130.46,129.27,128.57,131.61,129.93,129.66
38,B,False,81.417,82.534,83.246,83.051,83.811,83.617,84.425,84.136,84.603,84.829,84.222,83.891,83.6,83.533,83.715,83.35,83.324,83.551,82.506,81.536,81.63,82.875,83.253,83.748,83.337,83.341,83.358,83.159,83.299,82.235,82.37,81.994,81.522,81.123,81.443,81.384,80.459,79.933,79.386,78.602,77.532,77.027,77.183,77.802,77.293,77.879,78.143,78.02,79.676,80.05,79.523,81.095,81.749,82.863,83.347,83.903,84.478,84.256,83.123,83.018,82.804,81.956,80.778,80.486,80.476,79.314,78.862,78.73,78.825,78.554,78.608,78.511,77.782,77.795,77.617,77.616,78.114,78.241,78.198,78.156,78.235,77.986,78.408,78.831,79.084,79.224,79.432,79.541,80.218,81.189,81.025,81.382,80.869,81.917,82.937,81.773,81.079,80.381,80.121,80.316,78.947,78.492,77.811,76.792,76.589,76.309,75.169,75.411,75.574,74.823,75.537,76.449,76.541,76.446,77.696,77.385,77.753,78.21,78.909
39,B,False,111.98,120.01,118.82,114.51,112.12,112.26,114.04,114.73,118.66,117.16,116.84,114.53,113.18,111.39,112.27,109.04,109.06,108.59,111.15,103.1,102.12,105.76,112.07,112.07,116.19,118.01,116.88,120.3,125.64,126.98,122.11,127.27,123.85,126.42,124.86,125.51,124.54,124.75,123.4,122.71,125.05,123.77,126.85,122.37,123.6,123.92,121.15,120.86,121.1,123.42,123.12,125.07,122.79,122.82,124.66,123.16,124.71,121.21,119.89,118.6,118.88,118.63,120.21,118.7,118.45,120.07,125.45,125.67,127.35,127.68,127.59,128.44,130.84,132.12,127.28,128.06,130.62,131.22,131.25,135.94,139.72,140.64,140.7,138.7,139.45,143.14,144.99,145.0,143.69,144.8,141.97,141.28,138.48,138.12,135.59,135.88,132.8,128.1,129.04,127.0,127.79,128.08,126.85,128.84,130.02,128.59,128.22,129.77,132.48,132.3,131.13,133.17,135.9,136.12,135.92,136.15,136.82,136.23,135.35
40,B,False,125.07,122.79,122.82,124.66,123.16,124.71,121.21,119.89,118.6,118.88,118.63,120.21,118.7,118.45,120.07,125.45,125.67,127.35,127.68,127.59,128.44,130.84,132.12,127.28,128.06,130.62,131.22,131.25,135.94,139.72,140.64,140.7,138.7,139.45,143.14,144.99,145.0,143.69,144.8,141.97,141.28,138.48,138.12,135.59,135.88,132.8,128.1,129.04,127.0,127.79,128.08,126.85,128.84,130.02,128.59,128.22,129.77,132.48,132.3,131.13,133.17,135.9,136.12,135.92,136.15,136.82,136.23,135.35,134.85,138.62,137.98,137.89,137.5,135.11,132.66,131.65,130.95,130.46,129.27,128.57,131.61,129.93,129.66,130.83,131.54,128.37,127.87,130.3,131.77,132.46,135.81,135.68,136.61,139.68,140.2,145.5,145.72,145.75,145.21,148.32,146.07,145.87,145.99,146.39,142.43,140.62,141.26,139.61,134.86,136.84,134.65,132.6,134.34,134.58,135.16,134.74,132.17,130.99,131.89
41,B,False,104.75,104.5,104.04,105.07,103.26,103.4,103.91,102.76,101.7,99.642,99.414,99.812,99.258,98.832,97.543,97.988,97.142,97.468,97.997,98.959,100.46,101.09,103.16,104.55,105.66,107.51,107.43,107.18,106.31,106.16,104.03,103.08,101.34,101.21,99.904,99.02,99.038,98.19,98.253,97.431,97.477,97.756,97.086,97.786,99.197,99.401,99.217,98.985,98.714,98.311,98.291,98.656,99.269,99.572,98.233,98.161,99.513,99.753,99.149,99.424,99.447,100.4,99.109,98.469,98.812,98.936,98.165,97.995,98.106,99.133,99.357,98.863,99.533,99.875,100.72,101.63,102.96,105.36,106.91,106.5,107.41,108.07,106.53,105.08,104.56,103.52,102.52,100.6,98.523,97.036,97.021,97.571,96.805,97.465,97.494,98.08,98.657,99.298,99.849,102.08,102.76,104.06,104.53,105.09,106.88,108.14,107.97,109.45,109.42,109.69,110.52,110.49,110.19,108.88,109.86,111.82,111.05,110.62,109.08
42,B,False,83.745,82.637,82.296,85.592,85.126,85.201,85.201,85.048,86.432,86.458,85.96,88.098,87.005,85.735,86.696,86.742,87.308,87.207,86.98,88.7,89.406,90.427,92.082,91.324,91.464,90.64,93.674,94.286,92.647,94.426,94.027,95.501,91.542,91.643,90.6,89.448,89.302,89.364,87.411,87.602,90.241,89.366,89.191,89.526,88.474,89.287,90.593,91.073,91.724,91.255,90.024,92.589,91.378,91.569,91.451,90.485,92.059,90.849,90.776,89.734,90.465,88.533,88.286,90.663,89.389,88.787,87.198,86.429,86.681,87.333,88.607,87.569,85.933,86.386,86.345,87.534,87.845,87.883,90.305,89.1,88.94,86.853,85.774,84.177,84.08,83.533,81.302,80.478,80.358,79.933,79.381,78.928,78.19,78.031,78.958,79.405,78.691,78.941,79.055,79.394,79.428,80.384,80.174,78.837,78.294,76.971,77.076,75.484,74.549,76.13,73.972,74.204,75.512,77.064,75.765,76.334,76.457,75.169,75.861
43,B,False,108.28,109.02,107.41,106.87,107.78,106.31,106.06,106.14,106.84,103.71,103.14,102.83,103.06,105.56,104.24,103.95,107.13,106.21,107.09,103.5,106.66,106.21,105.84,106.36,107.31,108.43,107.9,108.21,111.83,109.8,107.24,107.95,107.23,108.23,107.46,110.96,107.39,105.01,101.21,100.18,98.134,97.936,96.891,95.835,97.145,94.635,95.087,97.581,98.17,99.184,102.57,102.53,105.28,110.44,111.72,116.08,114.49,112.82,114.04,112.71,112.19,106.86,107.79,108.56,107.51,106.71,107.01,108.83,109.92,109.84,110.33,109.74,108.93,113.37,114.58,113.38,114.51,115.27,114.18,116.25,118.49,115.82,113.28,112.38,113.54,115.08,116.22,114.58,114.14,115.86,116.15,113.46,115.05,118.64,116.73,115.8,116.67,115.44,115.76,115.04,114.04,112.05,110.23,108.74,111.35,110.99,110.81,110.6,111.15,111.95,111.13,110.36,109.71,112.2,114.08,115.81,118.54,119.65,120.45
44,B,False,100.6,98.523,97.036,97.021,97.571,96.805,97.465,97.494,98.08,98.657,99.298,99.849,102.08,102.76,104.06,104.53,105.09,106.88,108.14,107.97,109.45,109.42,109.69,110.52,110.49,110.19,108.88,109.86,111.82,111.05,110.62,109.08,108.75,107.77,107.32,106.47,105.72,105.57,102.98,101.6,99.48,97.319,96.645,97.279,96.032,96.23,97.39,98.703,99.592,99.767,103.04,104.72,106.07,106.0,107.73,109.46,109.08,107.71,105.4,102.56,101.42,99.559,98.088,98.032,98.256,97.188,96.48,97.536,97.61,97.12,97.741,99.33,99.036,98.942,99.791,101.47,101.32,102.08,103.78,102.8,102.28,102.51,100.1,101.41,100.91,102.06,102.16,101.32,101.36,101.37,101.17,100.89,99.734,99.403,99.881,98.573,98.524,98.95,97.825,96.142,95.584,96.723,96.256,95.826,96.164,96.347,97.27,97.867,99.279,100.79,100.57,103.63,104.78,106.02,106.23,106.54,103.69,103.56,101.88
45,B,False,120.24,118.43,118.69,120.0,118.38,119.68,121.16,123.1,122.4,122.06,123.18,122.63,123.64,122.97,122.01,121.7,125.48,125.33,123.06,121.77,121.57,120.16,118.68,119.21,116.21,112.97,111.86,111.87,110.15,111.29,110.12,107.61,109.62,107.83,108.87,106.03,107.63,109.51,110.34,110.15,111.67,112.29,113.15,114.98,114.19,115.9,115.58,116.3,115.82,115.23,115.94,116.42,115.64,116.01,116.61,116.94,117.1,114.65,113.72,113.47,113.71,113.96,113.93,112.38,113.64,114.54,113.0,114.15,112.08,112.06,113.27,112.94,111.78,113.03,111.97,113.01,111.35,112.05,112.88,112.51,113.31,113.07,111.74,111.2,110.73,108.19,106.54,106.9,106.75,106.01,105.55,105.35,104.84,103.92,103.2,101.36,102.4,103.6,102.97,103.14,103.84,104.52,104.7,106.32,106.56,105.5,108.51,109.87,110.39,110.75,110.55,110.98,112.31,110.74,111.85,111.29,109.58,108.31,109.41
46,B,False,118.17,117.39,115.68,117.62,116.37,115.42,116.68,116.68,119.76,120.2,121.37,121.63,122.84,122.88,125.0,125.2,124.94,125.71,127.59,128.2,126.1,126.76,126.49,123.09,124.01,121.86,123.35,122.85,120.09,118.51,118.18,116.14,117.71,115.92,117.73,116.65,118.59,118.47,119.18,123.56,125.26,125.73,126.46,125.66,126.7,127.27,128.73,126.1,126.92,126.64,126.53,121.88,123.45,124.52,123.4,124.32,121.92,123.96,124.01,126.05,125.11,125.47,124.3,123.92,123.0,123.61,122.22,121.19,121.71,120.97,119.64,117.8,116.64,115.68,114.47,114.12,113.31,113.67,112.54,113.96,114.89,114.37,117.26,119.36,120.69,124.74,127.06,129.39,128.17,129.0,127.8,128.73,128.93,128.29,127.05,125.62,124.21,122.65,122.49,121.12,119.78,118.14,118.61,117.76,118.25,119.15,117.97,116.92,116.76,118.08,118.45,119.74,120.06,121.82,121.5,118.62,118.32,119.41,119.76
47,B,False,112.72,113.77,116.54,116.07,117.6,115.47,117.23,117.61,115.79,116.19,115.5,115.5,114.64,114.56,113.22,113.2,111.14,108.58,108.74,108.55,108.3,106.08,106.89,107.14,108.02,109.68,110.01,110.01,109.61,111.75,112.25,114.32,113.66,112.16,112.87,116.03,115.34,114.25,112.93,111.77,112.4,110.47,112.32,110.13,107.85,108.49,108.36,106.19,106.49,106.69,108.85,108.46,110.39,110.66,110.59,111.29,111.15,110.46,109.57,109.86,112.32,110.96,110.58,111.65,110.84,110.17,110.99,111.72,111.5,110.83,110.53,108.78,108.63,107.93,106.57,106.59,105.53,104.54,106.07,107.15,105.48,105.67,105.86,105.84,105.47,108.88,106.96,108.12,108.93,110.67,111.7,113.6,113.66,113.55,115.56,115.6,115.48,116.26,117.01,116.51,118.05,118.25,117.54,118.4,116.0,115.85,116.86,115.24,116.7,117.35,115.76,114.55,115.93,114.51,116.07,114.97,116.9,115.97,115.96
48,B,False,130.81,129.41,129.18,127.96,125.01,125.9,122.65,124.21,125.35,127.09,122.6,122.38,121.82,121.83,122.86,124.1,126.53,125.48,124.76,123.82,121.48,121.7,124.05,124.34,126.43,124.89,124.39,125.41,127.3,126.72,127.54,127.51,127.38,130.19,129.6,131.6,131.76,132.35,131.05,132.91,133.7,134.86,133.0,131.16,128.91,126.35,126.06,125.16,122.59,123.25,121.93,121.76,119.57,120.33,119.75,118.82,120.94,121.59,124.93,124.23,124.75,126.31,127.2,128.77,129.88,132.35,130.97,128.38,126.85,127.8,127.39,127.92,127.4,123.61,122.16,119.41,119.9,117.78,118.86,119.24,119.2,116.6,117.96,118.35,121.77,120.03,123.53,122.43,122.45,119.67,120.82,120.72,122.72,121.53,123.45,121.4,121.57,120.74,120.16,117.83,117.3,118.92,116.14,115.82,113.43,113.66,113.77,113.78,111.72,112.73,112.66,113.2,113.53,114.56,113.82,113.32,114.56,118.91,117.94
49,N,False,137.37,140.97,141.36,146.43,144.23,143.64,140.12,141.92,144.84,147.64,145.18,146.9,148.86,144.91,144.3,139.74,140.46,140.1,139.16,139.85,138.68,134.6,132.02,131.45,137.61,135.83,131.7,133.26,130.1,128.15,133.86,131.82,131.21,138.25,138.63,140.91,140.66,136.68,132.91,133.85,130.97,128.09,124.43,124.47,125.73,124.58,121.58,121.12,124.36,122.45,122.22,122.01,122.85,123.9,124.0,123.7,129.15,125.35,125.03,127.6,132.82,134.98,135.84,131.22,128.12,127.92,129.31,122.0,123.84,123.39,118.45,121.84,119.18,119.28,117.2,116.2,113.63,111.24,110.46,109.35,108.47,112.85,110.04,109.51,111.63,112.74,111.07,113.76,112.59,113.32,109.96,109.78,107.26,110.22,110.62,112.68,114.78,112.84,118.15,117.53,116.43,113.78,118.46,116.21,115.8,111.65,113.05,113.04,107.36,102.53,102.66,102.19,102.36,101.83,106.11,105.85,107.34,106.69,108.03
