,FLARE_TYPE,COINCIDENCE,SAVNCPP_1,SAVNCPP_2,SAVNCPP_3,SAVNCPP_4,SAVNCPP_5,SAVNCPP_6,SAVNCPP_7,SAVNCPP_8,SAVNCPP_9,SAVNCPP_10,SAVNCPP_11,SAVNCPP_12,SAVNCPP_13,SAVNCPP_14,SAVNCPP_15,SAVNCPP_16,SAVNCPP_17,SAVNCPP_18,SAVNCPP_19,SAVNCPP_20,SAVNCPP_21,SAVNCPP_22,SAVNCPP_23,SAVNCPP_24,SAVNCPP_25,SAVNCPP_26,SAVNCPP_27,SAVNCPP_28,SAVNCPP_29,SAVNCPP_30,SAVNCPP_31,SAVNCPP_32,SAVNCPP_33,SAVNCPP_34,SAVNCPP_35,SAVNCPP_36,SAVNCPP_37,SAVNCPP_38,SAVNCPP_39,SAVNCPP_40,SAVNCPP_41,SAVNCPP_42,SAVNCPP_43,SAVNCPP_44,SAVNCPP_45,SAVNCPP_46,SAVNCPP_47,SAVNCPP_48,SAVNCPP_49,SAVNCPP_50,SAVNCPP_51,SAVNCPP_52,SAVNCPP_53,SAVNCPP_54,SAVNCPP_55,SAVNCPP_56,SAVNCPP_57,SAVNCPP_58,SAVNCPP_59,SAVNCPP_60,SAVNCPP_61,SAVNCPP_62,SAVNCPP_63,SAVNCPP_64,SAVNCPP_65,SAVNCPP_66,SAVNCPP_67,SAVNCPP_68,SAVNCPP_69,SAVNCPP_70,SAVNCPP_71,SAVNCPP_72,SAVNCPP_73,SAVNCPP_74,SAVNCPP_75,SAVNCPP_76,SAVNCPP_77,SAVNCPP_78,SAVNCPP_79,SAVNCPP_80,SAVNCPP_81,SAVNCPP_82,SAVNCPP_83,SAVNCPP_84,SAVNCPP_85,SAVNCPP_86,SAVNCPP_87,SAVNCPP_88,SAVNCPP_89,SAVNCPP_90,SAVNCPP_91,SAVNCPP_92,SAVNCPP_93,SAVNCPP_94,SAVNCPP_95,SAVNCPP_96,SAVNCPP_97,SAVNCPP_98,SAVNCPP_99,SAVNCPP_100,SAVNCPP_101,SAVNCPP_102,SAVNCPP_103,SAVNCPP_104,SAVNCPP_105,SAVNCPP_106,SAVNCPP_107,SAVNCPP_108,SAVNCPP_109,SAVNCPP_110,SAVNCPP_111,SAVNCPP_112,SAVNCPP_113,SAVNCPP_114,SAVNCPP_115,SAVNCPP_116,SAVNCPP_117,SAVNCPP_118,SAVNCPP_119
23,B,False,2259200000000.0,1521900000000.0,1615600000000.0,2773100000000.0,2481500000000.0,2786500000000.0,3033100000000.0,3545600000000.0,3064900000000.0,3534800000000.0,4381700000000.0,4186600000000.0,4093000000000.0,3742300000000.0,3624600000000.0,3906000000000.0,4512700000000.0,4373800000000.0,3807000000000.0,3452600000000.0,4387900000000.0,5282600000000.0,3485200000000.0,3829800000000.0,3677100000000.0,5455800000000.0,4364600000000.0,3693400000000.0,3482600000000.0,3301500000000.0,3297900000000.0,2711000000000.0,3507400000000.0,3596000000000.0,2405700000000.0,2555700000000.0,3233000000000.0,3171700000000.0,3001800000000.0,2181500000000.0,1987600000000.0,2008800000000.0,2305400000000.0,2462500000000.0,1791200000000.0,2199200000000.0,1436800000000.0,1477700000000.0,2056000000000.0,2003800000000.0,2270800000000.0,1478500000000.0,547700000000.0,189160000000.0,938290000000.0,1313700000000.0,1039000000000.0,880910000000.0,441100000000.0,1378600000000.0,852650000000.0,799590000000.0,737010000000.0,499550000000.0,537950000000.0,493150000000.0,731800000000.0,372710000000.0,798370000000.0,1019200000000.0,1081100000000.0,1334700000000.0,1151000000000.0,1594300000000.0,1794900000000.0,2475400000000.0,2630700000000.0,3108700000000.0,1963300000000.0,2104900000000.0,2187600000000.0,2452600000000.0,1643900000000.0,2193000000000.0,1657200000000.0,2043600000000.0,1882100000000.0,1638200000000.0,2105400000000.0,1437800000000.0,2051900000000.0,1787400000000.0,1515000000000.0,1560400000000.0,1320000000000.0,1794000000000.0,1450300000000.0,1531300000000.0,1466200000000.0,549730000000.0,913600000000.0,1500100000000.0,1328000000000.0,1134600000000.0,1672700000000.0,998390000000.0,995050000000.0,1048000000000.0,529190000000.0,798510000000.0,1066200000000.0,1091000000000.0,964800000000.0,934470000000.0,1256800000000.0,862770000000.0,965280000000.0,1010400000000.0,1171200000000.0
24,B,False,4406500000000.0,3795100000000.0,3086900000000.0,3424900000000.0,3848100000000.0,3347700000000.0,3531100000000.0,3808900000000.0,3164200000000.0,3374800000000.0,3856700000000.0,2604900000000.0,2545500000000.0,2491100000000.0,3186200000000.0,2677900000000.0,3492600000000.0,2822600000000.0,3052500000000.0,3178900000000.0,2807700000000.0,3187500000000.0,2591800000000.0,2835400000000.0,1962500000000.0,1863600000000.0,1837500000000.0,1859700000000.0,2768600000000.0,2172200000000.0,2932300000000.0,2679800000000.0,2115800000000.0,2487100000000.0,1926800000000.0,2085300000000.0,1762400000000.0,2065100000000.0,1283200000000.0,2442200000000.0,2635800000000.0,1966200000000.0,2576500000000.0,1930600000000.0,1872300000000.0,1741300000000.0,2872800000000.0,3026600000000.0,3114000000000.0,2221200000000.0,2475500000000.0,2295300000000.0,2813100000000.0,1849400000000.0,2246300000000.0,2529800000000.0,2339100000000.0,2122400000000.0,2227800000000.0,2406900000000.0,2715200000000.0,3082700000000.0,2376800000000.0,2993400000000.0,3027600000000.0,3026900000000.0,2232500000000.0,2451300000000.0,1730000000000.0,2198000000000.0,2273500000000.0,2562800000000.0,2425000000000.0,2320500000000.0,2006400000000.0,1468500000000.0,2008700000000.0,1662200000000.0,2034900000000.0,2769000000000.0,2492000000000.0,2386000000000.0,2146300000000.0,3051700000000.0,2653900000000.0,3178700000000.0,2502500000000.0,1905500000000.0,2496900000000.0,2345400000000.0,2258500000000.0,2815600000000.0,1962400000000.0,3100000000000.0,2450300000000.0,2315800000000.0,2575700000000.0,2311700000000.0,2506300000000.0,3170800000000.0,2864400000000.0,2879700000000.0,3057200000000.0,2475700000000.0,2202600000000.0,2739800000000.0,2650100000000.0,2685100000000.0,2769300000000.0,2836600000000.0,2666000000000.0,2690500000000.0,2891800000000.0,2757600000000.0,2455600000000.0,2039600000000.0,2071900000000.0,1738200000000.0,2221100000000.0
25,B,False,369980000000.0,141730000000.0,227130000000.0,305330000000.0,392900000000.0,274780000000.0,407750000000.0,62418000000.0,429210000000.0,305720000000.0,350140000000.0,268430000000.0,87197000000.0,364590000000.0,1146400000000.0,352930000000.0,459560000000.0,807650000000.0,1038200000000.0,330240000000.0,645520000000.0,753910000000.0,674250000000.0,387180000000.0,682950000000.0,661950000000.0,106410000000.0,466240000000.0,379930000000.0,254190000000.0,547470000000.0,794880000000.0,1137300000000.0,1312200000000.0,1443600000000.0,1015200000000.0,1103900000000.0,1413300000000.0,1506300000000.0,1585000000000.0,1403000000000.0,1299700000000.0,1714100000000.0,1481200000000.0,1042400000000.0,1428600000000.0,1135100000000.0,1023500000000.0,1109100000000.0,1326700000000.0,786300000000.0,1034100000000.0,830000000000.0,1144000000000.0,943070000000.0,1125000000000.0,1232000000000.0,1261800000000.0,1323100000000.0,1627200000000.0,1231000000000.0,868810000000.0,1431000000000.0,1469500000000.0,2046900000000.0,2020600000000.0,1937100000000.0,2210800000000.0,1953200000000.0,1169300000000.0,1369500000000.0,1835600000000.0,1403900000000.0,2420200000000.0,1025600000000.0,1221200000000.0,1641600000000.0,1752400000000.0,2358100000000.0,2691200000000.0,1909200000000.0,3444300000000.0,3399800000000.0,4516400000000.0,3600500000000.0,5491300000000.0,4781100000000.0,3495700000000.0,4604100000000.0,3398400000000.0,3839700000000.0,2512600000000.0,1846900000000.0,1465500000000.0,2122100000000.0,1389500000000.0,1792200000000.0,1919600000000.0,1663900000000.0,1795400000000.0,916240000000.0,1363700000000.0,1775000000000.0,1752000000000.0,2223600000000.0,2789500000000.0,2302700000000.0,3454000000000.0,3934000000000.0,3610100000000.0,2761100000000.0,3209500000000.0,3128600000000.0,3615300000000.0,2555900000000.0,2195200000000.0,2089800000000.0,2231300000000.0,1926700000000.0
26,B,False,2491200000000.0,2181600000000.0,2341500000000.0,2294800000000.0,2162200000000.0,2294400000000.0,2395800000000.0,2661900000000.0,2554200000000.0,2451000000000.0,2473900000000.0,3173200000000.0,3468000000000.0,2658700000000.0,3434400000000.0,3306400000000.0,3222000000000.0,2410300000000.0,2773400000000.0,2492000000000.0,2167600000000.0,2762200000000.0,2963300000000.0,3129500000000.0,3200800000000.0,2600800000000.0,3577300000000.0,3493000000000.0,3878100000000.0,2940200000000.0,2901500000000.0,2132300000000.0,2522300000000.0,2641500000000.0,2402900000000.0,2340000000000.0,2275200000000.0,2119400000000.0,1709200000000.0,1313500000000.0,1571700000000.0,757420000000.0,1231400000000.0,1907300000000.0,1813300000000.0,1429800000000.0,1149200000000.0,1230500000000.0,1988000000000.0,1999900000000.0,1292300000000.0,1654000000000.0,994930000000.0,1598500000000.0,2188500000000.0,1766000000000.0,2622200000000.0,2590200000000.0,2540000000000.0,3300800000000.0,3061900000000.0,2405500000000.0,2274500000000.0,2709300000000.0,3392200000000.0,2780500000000.0,2880300000000.0,2800700000000.0,2352100000000.0,1246100000000.0,2368900000000.0,3911500000000.0,2502200000000.0,3040500000000.0,2079100000000.0,2314300000000.0,2182400000000.0,2724000000000.0,3308700000000.0,3547500000000.0,3311200000000.0,2810600000000.0,2465400000000.0,2356300000000.0,3218300000000.0,3062400000000.0,3431600000000.0,3296800000000.0,3326000000000.0,3494600000000.0,4351600000000.0,4557800000000.0,3787800000000.0,3653800000000.0,3350400000000.0,3497900000000.0,3996200000000.0,4366100000000.0,3846200000000.0,4634100000000.0,3779500000000.0,3438800000000.0,3940300000000.0,3918000000000.0,2614200000000.0,2908100000000.0,2833000000000.0,2800200000000.0,2428200000000.0,2846100000000.0,3012800000000.0,3259500000000.0,3386700000000.0,3623900000000.0,3473600000000.0,2932500000000.0,4342100000000.0,3666500000000.0,4311900000000.0
27,B,False,768310000000.0,668510000000.0,724500000000.0,863330000000.0,415070000000.0,724900000000.0,815560000000.0,1011000000000.0,750490000000.0,862060000000.0,705090000000.0,461920000000.0,488530000000.0,511810000000.0,360710000000.0,438510000000.0,455680000000.0,206770000000.0,371840000000.0,275060000000.0,336980000000.0,371050000000.0,450020000000.0,636110000000.0,439180000000.0,542730000000.0,1130800000000.0,492480000000.0,1026400000000.0,706950000000.0,1243500000000.0,938740000000.0,1008500000000.0,867400000000.0,1038900000000.0,810020000000.0,951450000000.0,1109100000000.0,912280000000.0,1254000000000.0,994100000000.0,816590000000.0,882380000000.0,763890000000.0,939920000000.0,569320000000.0,235620000000.0,580870000000.0,507700000000.0,290000000000.0,609200000000.0,749870000000.0,411620000000.0,566310000000.0,761190000000.0,485150000000.0,487390000000.0,305730000000.0,515680000000.0,528520000000.0,746330000000.0,266970000000.0,128350000000.0,434430000000.0,263150000000.0,433760000000.0,141690000000.0,689990000000.0,555400000000.0,834730000000.0,734300000000.0,815580000000.0,973370000000.0,898730000000.0,940730000000.0,753190000000.0,823470000000.0,713550000000.0,528340000000.0,612400000000.0,471280000000.0,191620000000.0,443170000000.0,205040000000.0,197320000000.0,89279000000.0,315110000000.0,121230000000.0,351530000000.0,807330000000.0,637950000000.0,503830000000.0,611680000000.0,1101500000000.0,1059000000000.0,1613200000000.0,1309200000000.0,1407200000000.0,1129000000000.0,1186600000000.0,1015000000000.0,1327300000000.0,978440000000.0,1016000000000.0,1102100000000.0,714810000000.0,949780000000.0,952280000000.0,1244400000000.0,868710000000.0,909880000000.0,1050500000000.0,849030000000.0,819350000000.0,785170000000.0,1393700000000.0,999410000000.0,1117100000000.0,1387100000000.0
28,B,False,3805100000000.0,3572400000000.0,4628200000000.0,4656300000000.0,4294700000000.0,3935100000000.0,3279400000000.0,3938900000000.0,4355200000000.0,4181600000000.0,3437300000000.0,3461900000000.0,4006900000000.0,3594500000000.0,3830900000000.0,3915700000000.0,4808100000000.0,4626900000000.0,3719900000000.0,4005100000000.0,3138600000000.0,2969400000000.0,2699300000000.0,2997400000000.0,3227000000000.0,3538100000000.0,3736100000000.0,3767200000000.0,3518100000000.0,3546000000000.0,3453500000000.0,3630900000000.0,3342100000000.0,3462000000000.0,3262500000000.0,3372300000000.0,3172700000000.0,3971100000000.0,2839600000000.0,4306500000000.0,3874000000000.0,3405600000000.0,3761000000000.0,4287400000000.0,3758800000000.0,3172100000000.0,3352600000000.0,3309100000000.0,3432200000000.0,3743800000000.0,4009600000000.0,3428500000000.0,3353600000000.0,3006400000000.0,3375800000000.0,3659600000000.0,3190800000000.0,2679100000000.0,3030900000000.0,3633100000000.0,4017900000000.0,3569300000000.0,3155000000000.0,3892400000000.0,4222300000000.0,3956600000000.0,4160100000000.0,2808000000000.0,2963300000000.0,3310200000000.0,3193000000000.0,3140100000000.0,3290400000000.0,3091800000000.0,3085300000000.0,3044900000000.0,2663400000000.0,2703300000000.0,3241300000000.0,3004400000000.0,2657900000000.0,2732000000000.0,2199600000000.0,2517000000000.0,1826700000000.0,2590500000000.0,2387000000000.0,2456200000000.0,2080600000000.0,2014700000000.0,2370000000000.0,2402000000000.0,2661100000000.0,1852400000000.0,2126800000000.0,1723400000000.0,2177400000000.0,2344500000000.0,2659300000000.0,2347400000000.0,2640700000000.0,2923900000000.0,3005700000000.0,2181800000000.0,1973200000000.0,2540800000000.0,1854000000000.0,1715700000000.0,1788900000000.0,2285400000000.0,1925900000000.0,2143300000000.0,2307800000000.0,2736100000000.0,3043800000000.0,2746700000000.0,2928400000000.0,2529000000000.0,2330400000000.0
29,B,True,2192700000000.0,1992300000000.0,1917200000000.0,1184500000000.0,1839500000000.0,1071100000000.0,1242900000000.0,1695800000000.0,1831900000000.0,2364000000000.0,2167600000000.0,2119900000000.0,2088100000000.0,2033000000000.0,2152800000000.0,1735200000000.0,1535500000000.0,2014400000000.0,2147800000000.0,1966400000000.0,2223500000000.0,1896600000000.0,2170900000000.0,1768700000000.0,1443000000000.0,1439800000000.0,1614100000000.0,2239400000000.0,2173000000000.0,1788700000000.0,2194700000000.0,2167600000000.0,2868600000000.0,2383100000000.0,2441100000000.0,2107200000000.0,2527100000000.0,3151600000000.0,2829300000000.0,2518900000000.0,2330700000000.0,2320600000000.0,2201700000000.0,1600400000000.0,1418800000000.0,1460000000000.0,1927800000000.0,1881400000000.0,1953700000000.0,2403100000000.0,2334600000000.0,2003000000000.0,1407500000000.0,1784200000000.0,2222000000000.0,1888800000000.0,2085300000000.0,2035900000000.0,1884200000000.0,2427600000000.0,2043500000000.0,2025500000000.0,2343200000000.0,1573500000000.0,1364400000000.0,1066700000000.0,992020000000.0,1114500000000.0,978810000000.0,1167300000000.0,1133500000000.0,890610000000.0,1198900000000.0,978180000000.0,1077200000000.0,1590400000000.0,1566900000000.0,1642200000000.0,1358600000000.0,1196300000000.0,1190700000000.0,1600200000000.0,1667500000000.0,1786300000000.0,938240000000.0,1437200000000.0,1325400000000.0,1291600000000.0,1360000000000.0,824060000000.0,686680000000.0,942210000000.0,662040000000.0,364080000000.0,803860000000.0,656410000000.0,762680000000.0,664790000000.0,1165700000000.0,1347000000000.0,494030000000.0,785100000000.0,1481400000000.0,1814100000000.0,782330000000.0,1120400000000.0,1366100000000.0,1062700000000.0,1178200000000.0,1416200000000.0,1321400000000.0,1507200000000.0,1043200000000.0,1075300000000.0,1088800000000.0,1065300000000.0,1437600000000.0,1268600000000.0,1510200000000.0
30,B,False,2040900000000.0,1612700000000.0,1996300000000.0,2513800000000.0,2300400000000.0,1843900000000.0,1724400000000.0,2131900000000.0,2373100000000.0,1536000000000.0,893530000000.0,643550000000.0,1347900000000.0,614070000000.0,1153000000000.0,706490000000.0,1014400000000.0,886580000000.0,678300000000.0,1131000000000.0,1038700000000.0,940970000000.0,2078800000000.0,1881200000000.0,2031100000000.0,2396400000000.0,2073800000000.0,2677900000000.0,2449600000000.0,1589100000000.0,2189100000000.0,2092400000000.0,1952500000000.0,2453000000000.0,2327000000000.0,2124100000000.0,2012300000000.0,1727000000000.0,1413100000000.0,2037500000000.0,1921000000000.0,1219700000000.0,2243600000000.0,2080200000000.0,2279900000000.0,1829800000000.0,2124500000000.0,2001200000000.0,1629500000000.0,1738500000000.0,1155000000000.0,1166000000000.0,600240000000.0,501460000000.0,328420000000.0,884000000000.0,1614100000000.0,963930000000.0,1563100000000.0,1026100000000.0,1258500000000.0,864310000000.0,1241700000000.0,1589100000000.0,2079600000000.0,1795400000000.0,2222300000000.0,1823000000000.0,2186300000000.0,1858700000000.0,2147200000000.0,1711800000000.0,1777000000000.0,1200000000000.0,792520000000.0,931860000000.0,963420000000.0,296310000000.0,940880000000.0,758340000000.0,450500000000.0,790300000000.0,408060000000.0,740800000000.0,703760000000.0,602240000000.0,547940000000.0,1065800000000.0,625460000000.0,511660000000.0,696060000000.0,540360000000.0,271960000000.0,704020000000.0,539210000000.0,829100000000.0,332840000000.0,919680000000.0,795380000000.0,501170000000.0,539520000000.0,286950000000.0,753110000000.0,640030000000.0,829980000000.0,563250000000.0,809010000000.0,1069400000000.0,672340000000.0,709990000000.0,96415000000.0,692190000000.0,568610000000.0,116950000000.0,1073600000000.0,747210000000.0,1763100000000.0,1335700000000.0,1478800000000.0
31,B,False,2749700000000.0,3702200000000.0,3080400000000.0,3124900000000.0,4018100000000.0,2847700000000.0,2980400000000.0,2511900000000.0,1927900000000.0,2890600000000.0,2990100000000.0,2715600000000.0,2834200000000.0,3413700000000.0,3356600000000.0,2956700000000.0,2545800000000.0,2340400000000.0,1717100000000.0,1040900000000.0,2038800000000.0,2246600000000.0,2240700000000.0,2293800000000.0,2005800000000.0,1393500000000.0,2336800000000.0,3307700000000.0,2707800000000.0,3041100000000.0,1289600000000.0,2250800000000.0,2807300000000.0,2267700000000.0,1882700000000.0,1918000000000.0,1403600000000.0,1881500000000.0,2217600000000.0,1464500000000.0,1528200000000.0,2571200000000.0,1830900000000.0,2800000000000.0,1965600000000.0,2838900000000.0,2254700000000.0,2348200000000.0,2089700000000.0,2731100000000.0,2981100000000.0,2593600000000.0,3101500000000.0,2337200000000.0,1661700000000.0,1842400000000.0,1829400000000.0,2442600000000.0,2790100000000.0,2437300000000.0,2013100000000.0,1979000000000.0,1749200000000.0,1536900000000.0,1026600000000.0,1896700000000.0,1782100000000.0,1674200000000.0,2621800000000.0,1828900000000.0,2451900000000.0,2862000000000.0,2435000000000.0,1780000000000.0,2606900000000.0,2330500000000.0,2087400000000.0,2240600000000.0,2428400000000.0,1690700000000.0,1025500000000.0,1410900000000.0,1282700000000.0,1574300000000.0,1650900000000.0,1907100000000.0,1673200000000.0,2361900000000.0,2030600000000.0,2558900000000.0,1927000000000.0,1780800000000.0,2416200000000.0,1934900000000.0,1889900000000.0,1971200000000.0,1074000000000.0,1306000000000.0,1264200000000.0,1145700000000.0,1500100000000.0,1659500000000.0,1575200000000.0,1805000000000.0,1852100000000.0,1521700000000.0,1585400000000.0,1705700000000.0,1648900000000.0,1645600000000.0,1931500000000.0,2024900000000.0,2071600000000.0,1409100000000.0,1773500000000.0,1495000000000.0,1210200000000.0,1029000000000.0,1156300000000.0
32,B,False,703870000000.0,1040500000000.0,929060000000.0,1501500000000.0,680460000000.0,1172200000000.0,936300000000.0,867780000000.0,1667100000000.0,1727900000000.0,1752700000000.0,1010500000000.0,894780000000.0,1372200000000.0,799590000000.0,1098600000000.0,1313200000000.0,1609400000000.0,1132100000000.0,2182600000000.0,1881200000000.0,1556600000000.0,1917900000000.0,1414300000000.0,1502200000000.0,1450200000000.0,1682600000000.0,808650000000.0,1004600000000.0,1275800000000.0,1804200000000.0,1025200000000.0,892880000000.0,1285400000000.0,805940000000.0,1282800000000.0,985360000000.0,981000000000.0,729810000000.0,1084600000000.0,68631000000.0,627540000000.0,554390000000.0,1228200000000.0,977120000000.0,434460000000.0,643990000000.0,345940000000.0,1017900000000.0,1144900000000.0,1592800000000.0,1579500000000.0,1872300000000.0,1544600000000.0,1264700000000.0,1884900000000.0,1399700000000.0,1145400000000.0,1508700000000.0,940700000000.0,825450000000.0,852310000000.0,881140000000.0,1032600000000.0,1186100000000.0,994050000000.0,1060900000000.0,911340000000.0,1582100000000.0,1122500000000.0,1018300000000.0,1067400000000.0,963740000000.0,757750000000.0,1239700000000.0,2098500000000.0,1518400000000.0,1347200000000.0,902010000000.0,1355700000000.0,1173300000000.0,952930000000.0,1331600000000.0,977200000000.0,1367700000000.0,1234100000000.0,1031300000000.0,1187000000000.0,927890000000.0,1096900000000.0,741190000000.0,484490000000.0,1136000000000.0,1730800000000.0,1695900000000.0,1318400000000.0,732810000000.0,1408200000000.0,1478300000000.0,2229300000000.0,1081900000000.0,1915200000000.0,1622700000000.0,1709200000000.0,861720000000.0,1612000000000.0,1643800000000.0,2072900000000.0,1394700000000.0,2182300000000.0,1137100000000.0,1193300000000.0,906450000000.0,934310000000.0,814480000000.0,612790000000.0,1223400000000.0,1527700000000.0,1839800000000.0
33,B,False,1990200000000.0,1727200000000.0,2438900000000.0,2150900000000.0,1838700000000.0,1616400000000.0,1947700000000.0,2537100000000.0,2082600000000.0,2720100000000.0,1682900000000.0,2195300000000.0,2084000000000.0,2028500000000.0,1724900000000.0,1902200000000.0,2539100000000.0,2470000000000.0,2212300000000.0,1801300000000.0,2184300000000.0,2098700000000.0,2892300000000.0,1945300000000.0,2239600000000.0,2822600000000.0,2191900000000.0,2329200000000.0,2243700000000.0,2462100000000.0,1824500000000.0,2461200000000.0,2187900000000.0,2502900000000.0,2928300000000.0,3213800000000.0,1597100000000.0,2502700000000.0,2161800000000.0,1811700000000.0,2390800000000.0,2090100000000.0,1632700000000.0,1784700000000.0,1939200000000.0,1885800000000.0,557000000000.0,923490000000.0,1183100000000.0,802950000000.0,1256300000000.0,517280000000.0,1281000000000.0,2223300000000.0,2583400000000.0,2098300000000.0,1834300000000.0,2723500000000.0,1700100000000.0,2464000000000.0,2620900000000.0,2312700000000.0,2799500000000.0,2258700000000.0,395530000000.0,1621600000000.0,1313600000000.0,2021400000000.0,1736300000000.0,2238100000000.0,3170300000000.0,3308000000000.0,3115400000000.0,2867300000000.0,3126800000000.0,3068200000000.0,2888700000000.0,3260400000000.0,3415000000000.0,2620500000000.0,3388900000000.0,2971000000000.0,2624400000000.0,2552700000000.0,2658400000000.0,2855300000000.0,2772800000000.0,2792300000000.0,3175500000000.0,3053100000000.0,3461500000000.0,3197900000000.0,3252800000000.0,3973200000000.0,3855800000000.0,4028800000000.0,4564800000000.0,4501900000000.0,3970200000000.0,4083400000000.0,3833200000000.0,4515500000000.0,4216800000000.0,5099300000000.0,5261200000000.0,5094300000000.0,5097800000000.0,5260400000000.0,4733600000000.0,4606700000000.0,3871100000000.0,4406500000000.0,3795100000000.0,3086900000000.0,3424900000000.0,3848100000000.0,3347700000000.0,3531100000000.0,3808900000000.0
34,B,False,1242900000000.0,1695800000000.0,1831900000000.0,2364000000000.0,2167600000000.0,2119900000000.0,2088100000000.0,2033000000000.0,2152800000000.0,1735200000000.0,1535500000000.0,2014400000000.0,2147800000000.0,1966400000000.0,2223500000000.0,1896600000000.0,2170900000000.0,1768700000000.0,1443000000000.0,1439800000000.0,1614100000000.0,2239400000000.0,2173000000000.0,1788700000000.0,2194700000000.0,2167600000000.0,2868600000000.0,2383100000000.0,2441100000000.0,2107200000000.0,2527100000000.0,3151600000000.0,2829300000000.0,2518900000000.0,2330700000000.0,2320600000000.0,2201700000000.0,1600400000000.0,1418800000000.0,1460000000000.0,1927800000000.0,1881400000000.0,1953700000000.0,2403100000000.0,2334600000000.0,2003000000000.0,1407500000000.0,1784200000000.0,2222000000000.0,1888800000000.0,2085300000000.0,2035900000000.0,1884200000000.0,2427600000000.0,2043500000000.0,2025500000000.0,2343200000000.0,1573500000000.0,1364400000000.0,1066700000000.0,992020000000.0,1114500000000.0,978810000000.0,1167300000000.0,1133500000000.0,890610000000.0,1198900000000.0,978180000000.0,1077200000000.0,1590400000000.0,1566900000000.0,1642200000000.0,1358600000000.0,1196300000000.0,1190700000000.0,1600200000000.0,1667500000000.0,1786300000000.0,938240000000.0,1437200000000.0,1325400000000.0,1291600000000.0,1360000000000.0,824060000000.0,686680000000.0,942210000000.0,662040000000.0,364080000000.0,803860000000.0,656410000000.0,762680000000.0,664790000000.0,1165700000000.0,1347000000000.0,494030000000.0,785100000000.0,1481400000000.0,1814100000000.0,782330000000.0,1120400000000.0,1366100000000.0,1062700000000.0,1178200000000.0,1416200000000.0,1321400000000.0,1507200000000.0,1043200000000.0,1075300000000.0,1088800000000.0,1065300000000.0,1437600000000.0,1268600000000.0,1510200000000.0,1550300000000.0,1278600000000.0,823910000000.0,941190000000.0,1164800000000.0,1217400000000.0
35,B,True,673230000000.0,1236900000000.0,1063400000000.0,1109600000000.0,1108300000000.0,1134100000000.0,749250000000.0,1205300000000.0,1243000000000.0,1184600000000.0,1878600000000.0,1909900000000.0,1136200000000.0,1172200000000.0,1550200000000.0,1657500000000.0,1759600000000.0,1383500000000.0,1749200000000.0,1297700000000.0,1619000000000.0,1259600000000.0,1319400000000.0,950610000000.0,1091400000000.0,1331800000000.0,1114600000000.0,822150000000.0,1649400000000.0,1201500000000.0,1033500000000.0,1447400000000.0,1775800000000.0,1589200000000.0,1575900000000.0,1477300000000.0,1683700000000.0,1468900000000.0,1853800000000.0,1086300000000.0,1863100000000.0,1487500000000.0,1639800000000.0,1336000000000.0,1339800000000.0,1310700000000.0,1285100000000.0,1854600000000.0,1933500000000.0,1802400000000.0,1705000000000.0,1550300000000.0,1189400000000.0,1652800000000.0,1146300000000.0,1502700000000.0,1544900000000.0,604310000000.0,1893000000000.0,2573200000000.0,1737600000000.0,1604500000000.0,1333500000000.0,1332200000000.0,1318800000000.0,1283000000000.0,1665400000000.0,2061200000000.0,1332900000000.0,1918900000000.0,2134300000000.0,2472900000000.0,1667400000000.0,1785600000000.0,1724200000000.0,2109500000000.0,2027800000000.0,1973000000000.0,1881500000000.0,1833900000000.0,1545800000000.0,1592200000000.0,1859200000000.0,1846900000000.0,1916800000000.0,2197600000000.0,2555800000000.0,2651800000000.0,2016400000000.0,2352400000000.0,2030100000000.0,1816000000000.0,2104300000000.0,2698900000000.0,1932200000000.0,2027300000000.0,2408300000000.0,2141600000000.0,2397500000000.0,2330600000000.0,2167300000000.0,2255600000000.0,2394200000000.0,1828800000000.0,1735300000000.0,1922000000000.0,1157000000000.0,2131400000000.0,1863100000000.0,1493800000000.0,1555500000000.0,1832600000000.0,1398700000000.0,2228300000000.0,1712700000000.0,1689700000000.0,886720000000.0,984080000000.0,1222100000000.0
