,FLARE_TYPE,COINCIDENCE,USFLUX_1,USFLUX_2,USFLUX_3,USFLUX_4,USFLUX_5,USFLUX_6,USFLUX_7,USFLUX_8,USFLUX_9,USFLUX_10,USFLUX_11,USFLUX_12,USFLUX_13,USFLUX_14,USFLUX_15,USFLUX_16,USFLUX_17,USFLUX_18,USFLUX_19,USFLUX_20,USFLUX_21,USFLUX_22,USFLUX_23,USFLUX_24,USFLUX_25,USFLUX_26,USFLUX_27,USFLUX_28,USFLUX_29,USFLUX_30,USFLUX_31,USFLUX_32,USFLUX_33,USFLUX_34,USFLUX_35,USFLUX_36,USFLUX_37,USFLUX_38,USFLUX_39,USFLUX_40,USFLUX_41,USFLUX_42,USFLUX_43,USFLUX_44,USFLUX_45,USFLUX_46,USFLUX_47,USFLUX_48,USFLUX_49,USFLUX_50,USFLUX_51,USFLUX_52,USFLUX_53,USFLUX_54,USFLUX_55,USFLUX_56,USFLUX_57,USFLUX_58,USFLUX_59,USFLUX_60,USFLUX_61,USFLUX_62,USFLUX_63,USFLUX_64,USFLUX_65,USFLUX_66,USFLUX_67,USFLUX_68,USFLUX_69,USFLUX_70,USFLUX_71,USFLUX_72,USFLUX_73,USFLUX_74,USFLUX_75,USFLUX_76,USFLUX_77,USFLUX_78,USFLUX_79,USFLUX_80,USFLUX_81,USFLUX_82,USFLUX_83,USFLUX_84,USFLUX_85,USFLUX_86,USFLUX_87,USFLUX_88,USFLUX_89,USFLUX_90,USFLUX_91,USFLUX_92,USFLUX_93,USFLUX_94,USFLUX_95,USFLUX_96,USFLUX_97,USFLUX_98,USFLUX_99,USFLUX_100,USFLUX_101,USFLUX_102,USFLUX_103,USFLUX_104,USFLUX_105,USFLUX_106,USFLUX_107,USFLUX_108,USFLUX_109,USFLUX_110,USFLUX_111,USFLUX_112,USFLUX_113,USFLUX_114,USFLUX_115,USFLUX_116,USFLUX_117,USFLUX_118,USFLUX_119
13,B,True,2.4532e+21,2.4492e+21,2.4015e+21,2.395e+21,2.3938e+21,2.3409e+21,2.3132e+21,2.3597e+21,2.3601e+21,2.337e+21,2.2874e+21,2.3241e+21,2.3299e+21,2.3645e+21,2.3399e+21,2.2861e+21,2.362e+21,2.3861e+21,2.402e+21,2.3953e+21,2.3868e+21,2.3956e+21,2.4193e+21,2.4225e+21,2.4048e+21,2.4415e+21,2.4032e+21,2.4096e+21,2.4253e+21,2.3929e+21,2.3666e+21,2.3438e+21,2.3579e+21,2.3669e+21,2.3633e+21,2.3846e+21,2.4463e+21,2.4104e+21,2.4604e+21,2.4727e+21,2.4622e+21,2.421e+21,2.4418e+21,2.4561e+21,2.4488e+21,2.4198e+21,2.4023e+21,2.3825e+21,2.382e+21,2.3087e+21,2.3344e+21,2.3055e+21,2.2665e+21,2.2923e+21,2.2837e+21,2.2409e+21,2.2704e+21,2.2292e+21,2.252e+21,2.2477e+21,2.2555e+21,2.2986e+21,2.3168e+21,2.2735e+21,2.2456e+21,2.26e+21,2.2559e+21,2.2552e+21,2.2253e+21,2.2058e+21,2.1371e+21,2.1565e+21,2.113e+21,2.1047e+21,2.0386e+21,2.0216e+21,1.9813e+21,1.9586e+21,1.976e+21,1.9488e+21,1.9258e+21,1.8866e+21,1.8688e+21,1.8883e+21,1.9072e+21,1.896e+21,1.8837e+21,1.9064e+21,1.9005e+21,1.8953e+21,1.9346e+21,1.9055e+21,1.8929e+21,1.8934e+21,1.9284e+21,1.9021e+21,1.8978e+21,1.8284e+21,1.8345e+21,1.8845e+21,1.8502e+21,1.7939e+21,1.7829e+21,1.7893e+21,1.8135e+21,1.7958e+21,1.8053e+21,1.8289e+21,1.8312e+21,1.8431e+21,1.8521e+21,1.8237e+21,1.8986e+21,1.9647e+21,1.9674e+21,1.9747e+21,2.0027e+21,2.0683e+21,2.0705e+21
14,B,True,2.4356e+21,2.5229e+21,2.6177e+21,2.6427e+21,2.6658e+21,2.6759e+21,2.6926e+21,2.7031e+21,2.7036e+21,2.6633e+21,2.6463e+21,2.6413e+21,2.6248e+21,2.605e+21,2.6347e+21,2.6539e+21,2.6257e+21,2.6479e+21,2.6701e+21,2.6569e+21,2.6737e+21,2.6592e+21,2.6655e+21,2.6382e+21,2.6674e+21,2.6856e+21,2.7044e+21,2.7054e+21,2.6738e+21,2.6777e+21,2.7268e+21,2.7008e+21,2.6594e+21,2.6903e+21,2.6539e+21,2.6624e+21,2.6635e+21,2.6579e+21,2.6559e+21,2.6381e+21,2.6297e+21,2.652e+21,2.6922e+21,2.7369e+21,2.7298e+21,2.7516e+21,2.7954e+21,2.8044e+21,2.858e+21,2.8486e+21,2.9411e+21,2.9439e+21,2.9261e+21,2.8794e+21,2.9025e+21,2.873e+21,2.9131e+21,2.8972e+21,2.9292e+21,3.002e+21,3.0403e+21,3.0553e+21,3.0788e+21,3.1617e+21,3.2542e+21,3.254e+21,3.3378e+21,3.4348e+21,3.468e+21,3.4747e+21,3.4634e+21,3.5257e+21,3.4655e+21,3.485e+21,3.5246e+21,3.548e+21,3.5877e+21,3.5599e+21,3.5477e+21,3.57e+21,3.5605e+21,3.5517e+21,3.5139e+21,3.5516e+21,3.5726e+21,3.5881e+21,3.6105e+21,3.6738e+21,3.7036e+21,3.6869e+21,3.6764e+21,3.7197e+21,3.7475e+21,3.8407e+21,3.7971e+21,3.8461e+21,3.8599e+21,3.8448e+21,3.9139e+21,3.9365e+21,3.9181e+21,3.972e+21,3.9668e+21,4.0109e+21,4.0671e+21,4.0742e+21,4.0567e+21,4.0602e+21,4.0863e+21,4.0634e+21,4.106e+21,4.0697e+21,4.1597e+21,4.1943e+21,4.1644e+21,4.2399e+21,4.248e+21,4.3613e+21,4.417e+21
15,B,True,1.1972e+22,1.1926e+22,1.1818e+22,1.1765e+22,1.1701e+22,1.177e+22,1.1646e+22,1.1649e+22,1.166e+22,1.1599e+22,1.166e+22,1.1592e+22,1.1528e+22,1.1526e+22,1.1491e+22,1.152e+22,1.1456e+22,1.1459e+22,1.148e+22,1.1469e+22,1.1458e+22,1.1391e+22,1.1368e+22,1.1476e+22,1.1522e+22,1.1629e+22,1.1671e+22,1.1677e+22,1.1806e+22,1.1859e+22,1.1881e+22,1.1886e+22,1.1952e+22,1.1902e+22,1.1861e+22,1.1876e+22,1.1821e+22,1.1805e+22,1.1797e+22,1.1756e+22,1.1655e+22,1.1689e+22,1.1478e+22,1.1319e+22,1.122e+22,1.1235e+22,1.1255e+22,1.1302e+22,1.1286e+22,1.1337e+22,1.1345e+22,1.1371e+22,1.1438e+22,1.1518e+22,1.1462e+22,1.144e+22,1.1436e+22,1.1394e+22,1.132e+22,1.1281e+22,1.1249e+22,1.1205e+22,1.1133e+22,1.1145e+22,1.1091e+22,1.1074e+22,1.1021e+22,1.096e+22,1.0928e+22,1.0913e+22,1.0967e+22,1.0938e+22,1.0918e+22,1.0968e+22,1.0868e+22,1.08e+22,1.0793e+22,1.0754e+22,1.0772e+22,1.0783e+22,1.0779e+22,1.0643e+22,1.0645e+22,1.0705e+22,1.0695e+22,1.0691e+22,1.0674e+22,1.0695e+22,1.0687e+22,1.07e+22,1.0639e+22,1.0446e+22,1.0336e+22,1.0295e+22,1.0196e+22,1.0093e+22,9.9964e+21,9.9337e+21,9.8034e+21,9.7375e+21,9.7761e+21,9.8764e+21,9.91e+21,9.9954e+21,9.9304e+21,9.9273e+21,9.9008e+21,9.8917e+21,9.8543e+21,9.8974e+21,9.8815e+21,9.8156e+21,9.8503e+21,9.834e+21,9.779e+21,9.7749e+21,9.7015e+21,9.6567e+21,9.5429e+21
16,B,True,5.6553e+21,5.6936e+21,5.729e+21,5.6068e+21,5.5921e+21,5.6251e+21,5.5291e+21,5.4409e+21,5.4602e+21,5.5203e+21,5.4311e+21,5.4372e+21,5.5094e+21,5.519e+21,5.4947e+21,5.4725e+21,5.4641e+21,5.4884e+21,5.5574e+21,5.4602e+21,5.4264e+21,5.5894e+21,5.5078e+21,5.5392e+21,5.5081e+21,5.488e+21,5.5068e+21,5.4606e+21,5.4353e+21,5.3713e+21,5.4367e+21,5.389e+21,5.3877e+21,5.4005e+21,5.4132e+21,5.4322e+21,5.4148e+21,5.4449e+21,5.3901e+21,5.357e+21,5.3722e+21,5.3666e+21,5.4561e+21,5.4015e+21,5.4358e+21,5.3869e+21,5.392e+21,5.4399e+21,5.4968e+21,5.4664e+21,5.4574e+21,5.4792e+21,5.4792e+21,5.4177e+21,5.418e+21,5.4101e+21,5.3972e+21,5.4143e+21,5.4027e+21,5.3892e+21,5.3839e+21,5.4568e+21,5.457e+21,5.5887e+21,5.6992e+21,5.7187e+21,5.7507e+21,5.8555e+21,5.8747e+21,5.8984e+21,5.924e+21,6.0371e+21,6.0973e+21,6.0578e+21,6.0903e+21,6.0882e+21,5.9971e+21,5.9007e+21,5.8556e+21,5.8868e+21,5.893e+21,5.8527e+21,5.8811e+21,5.8618e+21,5.8508e+21,5.8745e+21,5.9775e+21,5.9754e+21,5.9485e+21,5.983e+21,5.9917e+21,6.1187e+21,6.1183e+21,6.1343e+21,6.1187e+21,6.1313e+21,6.1727e+21,6.1704e+21,6.1465e+21,6.1103e+21,6.0791e+21,6.0661e+21,6.0703e+21,6.0324e+21,5.9815e+21,6.0667e+21,6.0314e+21,6.0355e+21,6.0195e+21,6.0845e+21,6.0933e+21,6.1791e+21,6.1937e+21,6.3377e+21,6.4441e+21,6.5504e+21,6.6084e+21,6.6842e+21,6.7967e+21
17,B,False,6.8274e+21,6.8476e+21,6.6688e+21,6.6372e+21,6.6167e+21,6.6629e+21,6.6958e+21,6.6224e+21,6.6267e+21,6.5923e+21,6.5871e+21,6.7245e+21,6.7456e+21,6.8098e+21,6.8618e+21,6.9792e+21,7.0118e+21,6.9921e+21,6.8678e+21,6.7354e+21,6.7097e+21,6.7488e+21,6.6261e+21,6.4999e+21,6.4421e+21,6.3871e+21,6.3286e+21,6.2871e+21,6.418e+21,6.4292e+21,6.3741e+21,6.3616e+21,6.3895e+21,6.3595e+21,6.4485e+21,6.4403e+21,6.4588e+21,6.5243e+21,6.5099e+21,6.5187e+21,6.5553e+21,6.5849e+21,6.598e+21,6.571e+21,6.6487e+21,6.5597e+21,6.5052e+21,6.5305e+21,6.4789e+21,6.4193e+21,6.3644e+21,6.3788e+21,6.3137e+21,6.301e+21,6.1655e+21,6.2253e+21,6.1924e+21,6.1251e+21,6.0283e+21,6.0473e+21,6.1677e+21,6.2041e+21,6.2713e+21,6.3554e+21,6.3963e+21,6.3976e+21,6.5528e+21,6.5593e+21,6.6827e+21,6.5832e+21,6.4553e+21,6.4603e+21,6.2785e+21,6.1078e+21,6.1005e+21,6.0284e+21,5.9828e+21,5.7998e+21,5.8298e+21,5.788e+21,5.692e+21,5.7397e+21,5.785e+21,5.8133e+21,5.8763e+21,5.8645e+21,5.9651e+21,5.9752e+21,6.0202e+21,6.0267e+21,5.9545e+21,5.971e+21,5.9507e+21,5.8637e+21,5.8605e+21,5.7322e+21,5.8119e+21,5.7643e+21,5.8045e+21,5.8278e+21,5.7708e+21,5.811e+21,5.7337e+21,5.7619e+21,5.7972e+21,5.6288e+21,5.6065e+21,5.6457e+21,5.6812e+21,5.5952e+21,5.6222e+21,5.5047e+21,5.4833e+21,5.3287e+21,5.3872e+21,5.3412e+21,5.2467e+21,5.0455e+21,5.0015e+21
18,B,False,5.4846e+21,5.4045e+21,5.5171e+21,5.5416e+21,5.499e+21,5.4638e+21,5.415e+21,5.317e+21,5.1851e+21,5.0265e+21,4.8964e+21,4.9337e+21,4.8152e+21,4.7976e+21,4.9313e+21,4.9597e+21,4.9846e+21,5.1349e+21,5.2523e+21,5.2592e+21,5.3239e+21,5.3702e+21,5.4735e+21,5.5101e+21,5.4932e+21,5.5622e+21,5.5502e+21,5.5707e+21,5.5097e+21,5.5215e+21,5.5684e+21,5.6215e+21,5.6261e+21,5.6074e+21,5.6248e+21,5.5851e+21,5.6192e+21,5.6147e+21,5.5927e+21,5.6041e+21,5.6397e+21,5.537e+21,5.4107e+21,5.4812e+21,5.4726e+21,5.5073e+21,5.5697e+21,5.6333e+21,5.7925e+21,5.9666e+21,6.1796e+21,6.3693e+21,6.7168e+21,6.8872e+21,7.0451e+21,7.165e+21,7.207e+21,7.2571e+21,7.3263e+21,7.3148e+21,7.2563e+21,7.2668e+21,7.1449e+21,7.3226e+21,7.1757e+21,7.2493e+21,7.2065e+21,7.3157e+21,7.4408e+21,7.5202e+21,7.6485e+21,7.8197e+21,7.8862e+21,8.0257e+21,8.1548e+21,8.1612e+21,8.2807e+21,8.5079e+21,8.5872e+21,8.5389e+21,8.6194e+21,8.6647e+21,8.8314e+21,8.7333e+21,8.9126e+21,8.9408e+21,9.0309e+21,9.1772e+21,9.2245e+21,9.3324e+21,9.3494e+21,9.523e+21,9.6536e+21,9.7313e+21,1.0058e+22,1.0146e+22,1.042e+22,1.0375e+22,1.0474e+22,1.0425e+22,1.0673e+22,1.0636e+22,1.0729e+22,1.0839e+22,1.0729e+22,1.0829e+22,1.0962e+22,1.0888e+22,1.0862e+22,1.0864e+22,1.0776e+22,1.0846e+22,1.0731e+22,1.1041e+22,1.1332e+22,1.1462e+22,1.1639e+22,1.1793e+22,1.1767e+22
19,B,True,4.9764e+21,4.9334e+21,4.9436e+21,4.8903e+21,4.8713e+21,4.8679e+21,4.845e+21,4.7484e+21,4.7276e+21,4.6507e+21,4.6089e+21,4.5876e+21,4.5829e+21,4.5064e+21,4.4833e+21,4.4222e+21,4.4423e+21,4.415e+21,4.4063e+21,4.3782e+21,4.3907e+21,4.4088e+21,4.3555e+21,4.3958e+21,4.4347e+21,4.4502e+21,4.5029e+21,4.4088e+21,4.4717e+21,4.522e+21,4.5161e+21,4.6072e+21,4.5638e+21,4.5675e+21,4.632e+21,4.6114e+21,4.6809e+21,4.7186e+21,4.7424e+21,4.7989e+21,4.7579e+21,4.8622e+21,4.7754e+21,4.8e+21,4.9426e+21,4.8577e+21,4.8216e+21,4.8947e+21,4.9538e+21,4.8932e+21,4.9923e+21,4.9832e+21,5.0661e+21,5.0356e+21,5.1429e+21,5.2328e+21,5.1867e+21,5.19e+21,5.2457e+21,5.3425e+21,5.2692e+21,5.2812e+21,5.2664e+21,5.3228e+21,5.3754e+21,5.3541e+21,5.3489e+21,5.2818e+21,5.3854e+21,5.4021e+21,5.3706e+21,5.3735e+21,5.3648e+21,5.2417e+21,5.2125e+21,5.1669e+21,5.077e+21,5.0602e+21,5.0648e+21,5.0521e+21,5.035e+21,5.0162e+21,5.0655e+21,4.9716e+21,5.0059e+21,4.9943e+21,4.9779e+21,4.9774e+21,4.9875e+21,5.002e+21,4.9974e+21,4.9225e+21,4.9324e+21,4.9563e+21,4.9619e+21,5.0384e+21,4.9882e+21,4.9969e+21,5.0325e+21,5.1139e+21,5.1665e+21,5.218e+21,5.2469e+21,5.2158e+21,5.3161e+21,5.3914e+21,5.5313e+21,5.5486e+21,5.5998e+21,5.6388e+21,5.6228e+21,5.6243e+21,5.5684e+21,5.6586e+21,5.6455e+21,5.6195e+21,5.5905e+21,5.5159e+21,5.5902e+21
20,B,False,6.668e+21,6.6889e+21,6.6293e+21,6.754e+21,6.7318e+21,6.7661e+21,6.7635e+21,6.8332e+21,6.8952e+21,6.8664e+21,6.8734e+21,6.8679e+21,6.8595e+21,6.8544e+21,6.8562e+21,6.8075e+21,6.8504e+21,6.8723e+21,6.9178e+21,6.9755e+21,7.0122e+21,6.9535e+21,6.9052e+21,6.8605e+21,6.8405e+21,6.7981e+21,6.7664e+21,6.7326e+21,6.7214e+21,6.7497e+21,6.6747e+21,6.6945e+21,6.7007e+21,6.6973e+21,6.7304e+21,6.7385e+21,6.8396e+21,6.7993e+21,6.8599e+21,6.9628e+21,6.8417e+21,6.8255e+21,6.8474e+21,6.9349e+21,6.8301e+21,6.834e+21,6.8279e+21,6.9126e+21,6.9072e+21,6.8991e+21,6.8731e+21,6.8569e+21,6.8568e+21,6.8892e+21,6.8388e+21,6.7937e+21,6.824e+21,6.8537e+21,6.8092e+21,6.8084e+21,6.8386e+21,6.7677e+21,6.7831e+21,6.8593e+21,6.8384e+21,6.8754e+21,6.8761e+21,7.1047e+21,7.1247e+21,7.1527e+21,7.1787e+21,7.1434e+21,7.201e+21,7.2539e+21,7.2487e+21,7.2802e+21,7.2707e+21,7.4252e+21,7.3582e+21,7.1934e+21,7.2019e+21,7.1539e+21,7.1492e+21,7.0753e+21,7.0879e+21,7.0389e+21,7.0071e+21,7.0447e+21,7.0827e+21,6.934e+21,6.9703e+21,6.9367e+21,6.8908e+21,6.9663e+21,7.111e+21,6.9026e+21,6.8823e+21,6.8871e+21,6.8857e+21,6.8251e+21,6.8147e+21,6.8494e+21,6.8223e+21,6.8228e+21,6.8054e+21,6.8047e+21,6.7751e+21,6.7422e+21,6.7849e+21,6.7812e+21,6.7809e+21,6.822e+21,6.8642e+21,6.8342e+21,6.8655e+21,6.8623e+21,6.8228e+21,6.8508e+21,6.8667e+21
21,B,True,5.6803e+21,5.6914e+21,5.7115e+21,5.767e+21,5.7827e+21,5.7454e+21,5.8047e+21,5.7886e+21,5.8203e+21,5.876e+21,5.8897e+21,5.8978e+21,5.99e+21,5.9628e+21,5.9486e+21,5.9381e+21,6.0084e+21,5.9866e+21,6.0058e+21,6.0297e+21,6.049e+21,6.0967e+21,6.057e+21,6.111e+21,6.0759e+21,6.1047e+21,6.1037e+21,6.0963e+21,6.0994e+21,6.1481e+21,6.1085e+21,6.1148e+21,6.1366e+21,6.1156e+21,6.1387e+21,6.1184e+21,6.1132e+21,6.1098e+21,6.1349e+21,6.1172e+21,6.1526e+21,6.1617e+21,6.147e+21,6.1393e+21,6.1793e+21,6.1722e+21,6.1954e+21,6.2061e+21,6.2145e+21,6.1956e+21,6.1944e+21,6.1726e+21,6.0917e+21,6.1257e+21,6.1366e+21,6.1122e+21,6.1937e+21,6.1818e+21,6.1487e+21,6.1421e+21,6.1531e+21,6.2356e+21,6.1914e+21,6.1781e+21,6.2217e+21,6.264e+21,6.2331e+21,6.2291e+21,6.2932e+21,6.2138e+21,6.162e+21,6.1842e+21,6.2387e+21,6.1678e+21,6.191e+21,6.1782e+21,6.1875e+21,6.2324e+21,6.2783e+21,6.2839e+21,6.3627e+21,6.3091e+21,6.35e+21,6.3746e+21,6.4262e+21,6.4046e+21,6.4001e+21,6.4206e+21,6.5102e+21,6.5153e+21,6.4477e+21,6.5163e+21,6.6106e+21,6.6143e+21,6.6312e+21,6.668e+21,6.6889e+21,6.6293e+21,6.754e+21,6.7318e+21,6.7661e+21,6.7635e+21,6.8332e+21,6.8952e+21,6.8664e+21,6.8734e+21,6.8679e+21,6.8595e+21,6.8544e+21,6.8562e+21,6.8075e+21,6.8504e+21,6.8723e+21,6.9178e+21,6.9755e+21,7.0122e+21,6.9535e+21,6.9052e+21,6.8605e+21
22,B,False,5.9866e+21,6.0058e+21,6.0297e+21,6.049e+21,6.0967e+21,6.057e+21,6.111e+21,6.0759e+21,6.1047e+21,6.1037e+21,6.0963e+21,6.0994e+21,6.1481e+21,6.1085e+21,6.1148e+21,6.1366e+21,6.1156e+21,6.1387e+21,6.1184e+21,6.1132e+21,6.1098e+21,6.1349e+21,6.1172e+21,6.1526e+21,6.1617e+21,6.147e+21,6.1393e+21,6.1793e+21,6.1722e+21,6.1954e+21,6.2061e+21,6.2145e+21,6.1956e+21,6.1944e+21,6.1726e+21,6.0917e+21,6.1257e+21,6.1366e+21,6.1122e+21,6.1937e+21,6.1818e+21,6.1487e+21,6.1421e+21,6.1531e+21,6.2356e+21,6.1914e+21,6.1781e+21,6.2217e+21,6.264e+21,6.2331e+21,6.2291e+21,6.2932e+21,6.2138e+21,6.162e+21,6.1842e+21,6.2387e+21,6.1678e+21,6.191e+21,6.1782e+21,6.1875e+21,6.2324e+21,6.2783e+21,6.2839e+21,6.3627e+21,6.3091e+21,6.35e+21,6.3746e+21,6.4262e+21,6.4046e+21,6.4001e+21,6.4206e+21,6.5102e+21,6.5153e+21,6.4477e+21,6.5163e+21,6.6106e+21,6.6143e+21,6.6312e+21,6.668e+21,6.6889e+21,6.6293e+21,6.754e+21,6.7318e+21,6.7661e+21,6.7635e+21,6.8332e+21,6.8952e+21,6.8664e+21,6.8734e+21,6.8679e+21,6.8595e+21,6.8544e+21,6.8562e+21,6.8075e+21,6.8504e+21,6.8723e+21,6.9178e+21,6.9755e+21,7.0122e+21,6.9535e+21,6.9052e+21,6.8605e+21,6.8405e+21,6.7981e+21,6.7664e+21,6.7326e+21,6.7214e+21,6.7497e+21,6.6747e+21,6.6945e+21,6.7007e+21,6.6973e+21,6.7304e+21,6.7385e+21,6.8396e+21,6.7993e+21,6.8599e+21,6.9628e+21,6.8417e+21
23,B,False,3.0731e+21,3.1228e+21,3.0728e+21,3.1856e+21,3.1526e+21,3.2052e+21,3.3013e+21,3.2866e+21,3.3029e+21,3.337e+21,3.3221e+21,3.325e+21,3.3944e+21,3.3821e+21,3.4377e+21,3.4578e+21,3.4521e+21,3.4063e+21,3.3618e+21,3.306e+21,3.2577e+21,3.2635e+21,3.3096e+21,3.3005e+21,3.3074e+21,3.4063e+21,3.4394e+21,3.404e+21,3.3874e+21,3.3665e+21,3.4323e+21,3.3853e+21,3.4677e+21,3.4469e+21,3.4455e+21,3.487e+21,3.5278e+21,3.5319e+21,3.6131e+21,3.6654e+21,3.6121e+21,3.6348e+21,3.6757e+21,3.6629e+21,3.6997e+21,3.6648e+21,3.6656e+21,3.6744e+21,3.6939e+21,3.654e+21,3.6692e+21,3.6605e+21,3.6833e+21,3.7411e+21,3.7914e+21,3.7298e+21,3.7334e+21,3.7861e+21,3.7961e+21,3.7734e+21,3.733e+21,3.7439e+21,3.7535e+21,3.7639e+21,3.793e+21,3.8312e+21,3.7504e+21,3.8007e+21,3.7581e+21,3.7756e+21,3.7659e+21,3.667e+21,3.7278e+21,3.7483e+21,3.7481e+21,3.7246e+21,3.7076e+21,3.6504e+21,3.6533e+21,3.6068e+21,3.6432e+21,3.6258e+21,3.5734e+21,3.5556e+21,3.5406e+21,3.5185e+21,3.4885e+21,3.4659e+21,3.475e+21,3.4276e+21,3.4344e+21,3.4118e+21,3.3912e+21,3.3906e+21,3.3275e+21,3.3279e+21,3.3296e+21,3.3632e+21,3.3306e+21,3.3305e+21,3.2937e+21,3.3072e+21,3.2975e+21,3.2525e+21,3.2789e+21,3.2124e+21,3.1618e+21,3.1563e+21,3.1105e+21,3.1291e+21,3.1514e+21,3.0688e+21,3.1315e+21,3.1037e+21,3.0701e+21,3.0232e+21,3.0491e+21,2.9926e+21,2.98e+21
24,B,False,9.8954e+21,9.7427e+21,9.7125e+21,9.5964e+21,9.2952e+21,9.2248e+21,9.1607e+21,9.0888e+21,9.0867e+21,9.0965e+21,9.1719e+21,9.1377e+21,9.1774e+21,9.3377e+21,9.3809e+21,9.3721e+21,9.3784e+21,9.4826e+21,9.5258e+21,9.5667e+21,9.5523e+21,9.5535e+21,9.5192e+21,9.5665e+21,9.4346e+21,9.5028e+21,9.376e+21,9.2827e+21,9.2157e+21,9.0594e+21,9.0374e+21,8.8921e+21,8.7697e+21,8.6558e+21,8.4874e+21,8.3141e+21,8.2819e+21,8.1691e+21,8.1355e+21,8.1591e+21,7.9882e+21,7.9457e+21,7.8367e+21,7.872e+21,7.9037e+21,7.8756e+21,7.8593e+21,7.8377e+21,7.92e+21,7.9624e+21,8.0451e+21,8.0895e+21,8.1394e+21,8.1621e+21,8.1806e+21,8.1224e+21,8.196e+21,8.1417e+21,8.0664e+21,8.0242e+21,7.9153e+21,7.8636e+21,7.8244e+21,7.893e+21,7.7521e+21,7.6101e+21,7.5314e+21,7.4583e+21,7.2904e+21,7.2808e+21,7.1587e+21,7.1455e+21,7.1553e+21,7.1419e+21,7.1048e+21,7.0591e+21,7.0758e+21,7.2252e+21,7.2039e+21,7.1595e+21,7.2843e+21,7.274e+21,7.3031e+21,7.3482e+21,7.2702e+21,7.3622e+21,7.3373e+21,7.3799e+21,7.4006e+21,7.26e+21,7.2609e+21,7.2428e+21,7.2831e+21,7.2483e+21,7.2809e+21,7.2922e+21,7.2049e+21,7.2087e+21,7.1133e+21,7.1063e+21,7.0399e+21,7.0312e+21,7.0466e+21,6.9571e+21,7.0323e+21,6.8877e+21,6.9449e+21,6.7647e+21,6.6746e+21,6.7641e+21,6.6104e+21,6.6839e+21,6.6431e+21,6.6029e+21,6.5567e+21,6.5062e+21,6.3691e+21,6.4556e+21,6.2837e+21
25,B,False,2.1015e+21,2.1148e+21,2.09e+21,2.1416e+21,2.148e+21,2.1464e+21,2.1673e+21,2.2503e+21,2.2732e+21,2.2585e+21,2.2788e+21,2.2889e+21,2.3128e+21,2.3568e+21,2.4356e+21,2.5229e+21,2.6177e+21,2.6427e+21,2.6658e+21,2.6759e+21,2.6926e+21,2.7031e+21,2.7036e+21,2.6633e+21,2.6463e+21,2.6413e+21,2.6248e+21,2.605e+21,2.6347e+21,2.6539e+21,2.6257e+21,2.6479e+21,2.6701e+21,2.6569e+21,2.6737e+21,2.6592e+21,2.6655e+21,2.6382e+21,2.6674e+21,2.6856e+21,2.7044e+21,2.7054e+21,2.6738e+21,2.6777e+21,2.7268e+21,2.7008e+21,2.6594e+21,2.6903e+21,2.6539e+21,2.6624e+21,2.6635e+21,2.6579e+21,2.6559e+21,2.6381e+21,2.6297e+21,2.652e+21,2.6922e+21,2.7369e+21,2.7298e+21,2.7516e+21,2.7954e+21,2.8044e+21,2.858e+21,2.8486e+21,2.9411e+21,2.9439e+21,2.9261e+21,2.8794e+21,2.9025e+21,2.873e+21,2.9131e+21,2.8972e+21,2.9292e+21,3.002e+21,3.0403e+21,3.0553e+21,3.0788e+21,3.1617e+21,3.2542e+21,3.254e+21,3.3378e+21,3.4348e+21,3.468e+21,3.4747e+21,3.4634e+21,3.5257e+21,3.4655e+21,3.485e+21,3.5246e+21,3.548e+21,3.5877e+21,3.5599e+21,3.5477e+21,3.57e+21,3.5605e+21,3.5517e+21,3.5139e+21,3.5516e+21,3.5726e+21,3.5881e+21,3.6105e+21,3.6738e+21,3.7036e+21,3.6869e+21,3.6764e+21,3.7197e+21,3.7475e+21,3.8407e+21,3.7971e+21,3.8461e+21,3.8599e+21,3.8448e+21,3.9139e+21,3.9365e+21,3.9181e+21,3.972e+21,3.9668e+21,4.0109e+21,4.0671e+21
