,FLARE_TYPE,COINCIDENCE,MEANJZH_1,MEANJZH_2,MEANJZH_3,MEANJZH_4,MEANJZH_5,MEANJZH_6,MEANJZH_7,MEANJZH_8,MEANJZH_9,MEANJZH_10,MEANJZH_11,MEANJZH_12,MEANJZH_13,MEANJZH_14,MEANJZH_15,MEANJZH_16,MEANJZH_17,MEANJZH_18,MEANJZH_19,MEANJZH_20,MEANJZH_21,MEANJZH_22,MEANJZH_23,MEANJZH_24,MEANJZH_25,MEANJZH_26,MEANJZH_27,MEANJZH_28,MEANJZH_29,MEANJZH_30,MEANJZH_31,MEANJZH_32,MEANJZH_33,MEANJZH_34,MEANJZH_35,MEANJZH_36,MEANJZH_37,MEANJZH_38,MEANJZH_39,MEANJZH_40,MEANJZH_41,MEANJZH_42,MEANJZH_43,MEANJZH_44,MEANJZH_45,MEANJZH_46,MEANJZH_47,MEANJZH_48,MEANJZH_49,MEANJZH_50,MEANJZH_51,MEANJZH_52,MEANJZH_53,MEANJZH_54,MEANJZH_55,MEANJZH_56,MEANJZH_57,MEANJZH_58,MEANJZH_59,MEANJZH_60,MEANJZH_61,MEANJZH_62,MEANJZH_63,MEANJZH_64,MEANJZH_65,MEANJZH_66,MEANJZH_67,MEANJZH_68,MEANJZH_69,MEANJZH_70,MEANJZH_71,MEANJZH_72,MEANJZH_73,MEANJZH_74,MEANJZH_75,MEANJZH_76,MEANJZH_77,MEANJZH_78,MEANJZH_79,MEANJZH_80,MEANJZH_81,MEANJZH_82,MEANJZH_83,MEANJZH_84,MEANJZH_85,MEANJZH_86,MEANJZH_87,MEANJZH_88,MEANJZH_89,MEANJZH_90,MEANJZH_91,MEANJZH_92,MEANJZH_93,MEANJZH_94,MEANJZH_95,MEANJZH_96,MEANJZH_97,MEANJZH_98,MEANJZH_99,MEANJZH_100,MEANJZH_101,MEANJZH_102,MEANJZH_103,MEANJZH_104,MEANJZH_105,MEANJZH_106,MEANJZH_107,MEANJZH_108,MEANJZH_109,MEANJZH_110,MEANJZH_111,MEANJZH_112,MEANJZH_113,MEANJZH_114,MEANJZH_115,MEANJZH_116,MEANJZH_117,MEANJZH_118,MEANJZH_119
27,B,False,0.0034367,0.00381,0.0038268,0.0046844,0.0036557,0.0047773,0.0043331,0.0044156,0.0043054,0.0044536,0.0030697,0.0023877,0.0021568,0.001321,0.00034213,0.0011008,0.00094122,0.00040336,0.00077256,0.00032393,0.00019987,0.00024737,0.00030439,0.0015341,0.0012414,0.0015026,0.0031076,0.0020661,0.0041346,0.003286,0.0054013,0.0043432,0.0044901,0.0039535,0.0044846,0.0037512,0.0036808,0.0039065,0.0041946,0.0052272,0.0039653,0.0030855,0.0031335,0.0026394,0.0030397,0.0016097,0.00065252,0.00078447,0.0013687,0.00087475,0.0010946,0.0010343,0.00084301,0.00077368,0.00081739,0.00063378,0.00055489,0.00095997,0.00072336,0.00071847,0.0012546,0.00095826,0.0013601,0.00068626,0.0011091,0.0022012,0.00096529,0.0017018,0.0021164,0.0026728,0.003269,0.0033808,0.0047527,0.0048241,0.0043285,0.0044986,0.0041019,0.0037575,0.0027449,0.0026674,0.0022582,0.0018222,0.002189,0.0016642,0.0015884,0.0011284,0.0012893,0.0012198,0.0020194,0.0027589,0.0031994,0.0025168,0.0028102,0.0042069,0.004453,0.0061471,0.0054832,0.0055933,0.0047666,0.0041723,0.0042223,0.0045828,0.0038135,0.0038793,0.00423,0.0032938,0.0038164,0.0037088,0.0040257,0.0034185,0.0039794,0.0041265,0.0036931,0.0036536,0.0035909,0.0051562,0.004307,0.0046647,0.0051884
28,B,False,0.013505,0.013461,0.014194,0.013943,0.013901,0.013589,0.013485,0.013717,0.014154,0.01408,0.013358,0.012838,0.013316,0.013016,0.012591,0.012974,0.012847,0.013132,0.013266,0.012498,0.012202,0.012249,0.012619,0.012618,0.012704,0.012889,0.013677,0.013464,0.012897,0.013447,0.013542,0.013992,0.013359,0.013198,0.013127,0.013165,0.012716,0.01274,0.012309,0.012328,0.012202,0.012034,0.011959,0.012079,0.01237,0.01199,0.012051,0.011961,0.012192,0.012405,0.012557,0.012436,0.01226,0.012281,0.011921,0.011994,0.011749,0.011259,0.011298,0.012408,0.01236,0.01193,0.01185,0.012794,0.012537,0.011652,0.012064,0.011587,0.011537,0.011425,0.011593,0.011379,0.011424,0.011371,0.011103,0.010907,0.010602,0.010958,0.011014,0.010981,0.010338,0.010452,0.010854,0.011048,0.011201,0.010301,0.010337,0.010522,0.010174,0.010121,0.010547,0.010462,0.010261,0.009895,0.01008,0.009694,0.009826,0.0096905,0.010011,0.0098352,0.0099381,0.0094917,0.0093555,0.0088592,0.0086621,0.0090888,0.0089973,0.008686,0.0092216,0.009446,0.0094369,0.0093095,0.0092351,0.0093591,0.010097,0.0097433,0.010187,0.010249,0.010208
29,B,True,0.0044306,0.0048716,0.004553,0.0045341,0.0047732,0.0053715,0.0051009,0.004592,0.0046779,0.0037403,0.0037578,0.0041419,0.0040441,0.0039825,0.0036861,0.0036551,0.0045714,0.0039307,0.0038417,0.0038366,0.0037645,0.004009,0.0033561,0.0038022,0.0037323,0.0035199,0.0036055,0.0035558,0.0038551,0.0037851,0.0032792,0.0034763,0.0029115,0.0031475,0.002821,0.0027515,0.0020915,0.0019029,0.0021141,0.0020085,0.002305,0.0019274,0.0023829,0.002809,0.0031282,0.0034798,0.0029808,0.0033694,0.0035694,0.0033139,0.002967,0.0031839,0.0036432,0.0033131,0.0027375,0.0030776,0.0030602,0.0032459,0.0033223,0.0028479,0.0031901,0.0029592,0.0032064,0.0036587,0.0042215,0.0046124,0.0045639,0.0044315,0.0046318,0.0043877,0.0041944,0.0045549,0.0040337,0.0039195,0.0040189,0.0042688,0.0043961,0.0041744,0.0044257,0.004541,0.0041601,0.0037118,0.0037538,0.0043119,0.0045224,0.0041346,0.0037726,0.0037573,0.0039528,0.0041663,0.0046868,0.0048911,0.0048976,0.0048645,0.0047987,0.0048119,0.0048712,0.0052561,0.0046702,0.0047074,0.004572,0.0049498,0.003944,0.0033129,0.0043851,0.0041313,0.0043012,0.0039634,0.0037523,0.0034881,0.0036429,0.00377,0.0039273,0.0045668,0.0039664,0.0046133,0.0043758,0.0042508,0.0042297
30,B,False,-0.00031645,-0.00011158,0.00036469,0.00011227,0.00063857,0.0008513,0.00045991,0.0010001,-0.00050437,0.00030912,0.00040113,0.00019068,-0.00096362,-0.00017584,-0.00027298,-3.4121e-05,-0.00067449,-0.00064163,-0.00082092,-0.0013611,-0.00049845,3.123e-05,-0.001368,-0.00091819,-0.00055224,-0.00062854,0.00045672,0.00019658,-0.0003565,0.00085487,0.0011093,0.00030731,6.9868e-05,9.7958e-05,0.00061779,0.00027899,0.00057655,-3.4706e-05,0.0004484,0.00014748,-0.00068998,-2.5461e-05,-0.00061776,-0.0012482,-0.00087703,-0.0011366,-0.0013693,-0.00090418,-0.0020647,-0.0025926,-0.0018205,-0.0023102,-0.0011591,-0.0026731,-0.0023463,-0.0017864,-0.0029763,-0.0014842,-0.00069916,-0.0022098,-0.0025834,-0.0020213,-0.0020982,-0.00097403,-0.0023195,-0.0024207,-0.0019724,-0.0013566,-0.0011962,-0.001389,-0.0023719,-0.0020617,-0.0028381,-0.0034382,-0.0038656,-0.0032396,-0.0023685,-0.0043073,-0.0039223,-0.0043364,-0.0051943,-0.0055689,-0.0052093,-0.0052807,-0.0048696,-0.005969,-0.0063285,-0.0060981,-0.0059309,-0.005225,-0.0052513,-0.0041345,-0.0044672,-0.005037,-0.0038124,-0.0051046,-0.0053349,-0.0049529,-0.004569,-0.0055477,-0.005592,-0.0050208,-0.0050811,-0.0043907,-0.0045745,-0.0044633,-0.0033516,-0.0024518,-0.0028446,-0.0032248,-0.0035991,-0.0030966,-0.0027677,-0.0033058,-0.0035039,-0.0029741,-0.0018895,-0.0021529,-0.0019057
31,B,False,0.0071894,0.0081691,0.0076547,0.0079457,0.008253,0.0074098,0.0065865,0.0056676,0.005008,0.0060257,0.0053985,0.0053893,0.0050258,0.0046775,0.0048697,0.0042002,0.0036632,0.0035965,0.0030686,0.0031048,0.0036558,0.0036591,0.0037731,0.0040866,0.0040055,0.0037907,0.0046353,0.0055221,0.0056658,0.0051579,0.0042104,0.0047009,0.0049447,0.0039348,0.0036904,0.0037109,0.0028299,0.0026919,0.0038568,0.0039861,0.0033993,0.0037935,0.0033321,0.003987,0.0029629,0.0041841,0.0035683,0.0034436,0.0032744,0.0035173,0.0041909,0.0034823,0.0038974,0.0029071,0.002222,0.0023773,0.0027109,0.0033195,0.00346,0.0031283,0.0025281,0.0026316,0.0022476,0.0019336,0.0022281,0.0028676,0.0025041,0.0025043,0.0031254,0.0028172,0.0031122,0.0034293,0.0028923,0.0025951,0.0028871,0.0027129,0.0026946,0.002853,0.0028066,0.0021866,0.0016441,0.0017468,0.0014997,0.0020127,0.002258,0.0025124,0.0028239,0.0031294,0.0028046,0.0034004,0.0026155,0.0024253,0.0033694,0.0032154,0.003058,0.0030353,0.001983,0.0023563,0.0021975,0.0025737,0.003204,0.0032747,0.0029815,0.0030713,0.0034796,0.0031043,0.0026178,0.0027753,0.0029726,0.0031263,0.0030742,0.0038048,0.0041165,0.0035774,0.0041476,0.0036077,0.0030432,0.0026951,0.0025484
32,B,False,0.00095855,0.0013867,0.0011986,0.0019113,0.0015827,0.0012574,0.0012742,0.0013261,0.0017306,0.001219,0.0018925,0.001703,0.0014864,0.0018553,0.00073618,0.00095335,0.00091922,0.00084772,0.00063082,0.0011476,0.00077081,0.00087741,0.00095494,0.00094309,6.3431e-05,0.00029234,0.00068115,0.00059841,0.00093785,0.00089948,0.0010386,0.0013278,0.00085782,0.00067957,0.00047856,0.00052571,2.3911e-06,0.00040944,0.00079112,0.00099734,0.00027406,0.00064329,0.00087148,0.0019727,0.0014624,0.00034489,0.001449,0.00058709,0.00096699,0.0013869,0.0012392,0.0015269,0.0016803,0.001331,0.00087044,0.0016881,0.0010315,0.0017276,0.0016932,0.0020212,0.0018404,0.0012303,0.0011894,0.0012516,0.0013645,0.0011151,0.00074937,0.001178,0.002036,0.0015733,0.0011772,0.0012539,0.00079835,0.0011162,0.0015541,0.0022899,0.0021867,0.0022846,0.0023409,0.0034221,0.0031249,0.0030642,0.0034069,0.0028256,0.0022227,0.0017599,0.002244,0.002102,0.001508,0.0022055,0.0016518,0.0014951,0.0017531,0.0019469,0.0018422,0.0016277,0.00099747,0.0013115,0.0013073,0.0021052,0.0012465,0.0015506,0.0014555,0.0012493,0.001007,0.0015921,0.0014648,0.0017536,0.00096382,0.0016007,0.0011206,0.0011319,0.00072322,0.00090963,0.0010497,0.0012661,0.0021274,0.0019995,0.0024621
33,B,False,-0.0024105,-0.0020106,-0.0023913,-0.0025155,-0.0024219,-0.0025731,-0.0026518,-0.0031153,-0.0028153,-0.0029605,-0.0024789,-0.002581,-0.0027241,-0.0026324,-0.0022914,-0.002315,-0.0025853,-0.0025172,-0.0024867,-0.0024469,-0.0026078,-0.0024698,-0.0028894,-0.0028276,-0.002861,-0.0032908,-0.0030963,-0.003413,-0.0032288,-0.0034255,-0.0032133,-0.0035476,-0.002898,-0.0030473,-0.0035808,-0.003531,-0.0033162,-0.003266,-0.0031694,-0.0032791,-0.0028653,-0.0030956,-0.0026497,-0.0026524,-0.003156,-0.0030363,-0.0022304,-0.0022644,-0.0027152,-0.0022277,-0.0023324,-0.0019741,-0.002379,-0.0026925,-0.0028588,-0.0027906,-0.0025642,-0.0028985,-0.0024619,-0.0026066,-0.0032037,-0.0029413,-0.0035245,-0.0030105,-0.0019185,-0.0031375,-0.002879,-0.0031741,-0.0029407,-0.0033747,-0.0036385,-0.0040051,-0.0041675,-0.0039376,-0.0038171,-0.0037126,-0.0037616,-0.0036991,-0.0042056,-0.00379,-0.0042703,-0.0037614,-0.0034642,-0.0038392,-0.003994,-0.0041978,-0.0042866,-0.0045468,-0.0047772,-0.004567,-0.0048373,-0.0048245,-0.0049468,-0.0052026,-0.0049224,-0.0049093,-0.0053159,-0.0051037,-0.0044824,-0.0046377,-0.004778,-0.0050626,-0.0049806,-0.0054019,-0.0054803,-0.005498,-0.005614,-0.0057861,-0.0055194,-0.0052234,-0.0045147,-0.0049313,-0.0044982,-0.0037569,-0.0037862,-0.004376,-0.0046361,-0.0045799,-0.0046662
34,B,False,0.0051009,0.004592,0.0046779,0.0037403,0.0037578,0.0041419,0.0040441,0.0039825,0.0036861,0.0036551,0.0045714,0.0039307,0.0038417,0.0038366,0.0037645,0.004009,0.0033561,0.0038022,0.0037323,0.0035199,0.0036055,0.0035558,0.0038551,0.0037851,0.0032792,0.0034763,0.0029115,0.0031475,0.002821,0.0027515,0.0020915,0.0019029,0.0021141,0.0020085,0.002305,0.0019274,0.0023829,0.002809,0.0031282,0.0034798,0.0029808,0.0033694,0.0035694,0.0033139,0.002967,0.0031839,0.0036432,0.0033131,0.0027375,0.0030776,0.0030602,0.0032459,0.0033223,0.0028479,0.0031901,0.0029592,0.0032064,0.0036587,0.0042215,0.0046124,0.0045639,0.0044315,0.0046318,0.0043877,0.0041944,0.0045549,0.0040337,0.0039195,0.0040189,0.0042688,0.0043961,0.0041744,0.0044257,0.004541,0.0041601,0.0037118,0.0037538,0.0043119,0.0045224,0.0041346,0.0037726,0.0037573,0.0039528,0.0041663,0.0046868,0.0048911,0.0048976,0.0048645,0.0047987,0.0048119,0.0048712,0.0052561,0.0046702,0.0047074,0.004572,0.0049498,0.003944,0.0033129,0.0043851,0.0041313,0.0043012,0.0039634,0.0037523,0.0034881,0.0036429,0.00377,0.0039273,0.0045668,0.0039664,0.0046133,0.0043758,0.0042508,0.0042297,0.0044702,0.0046586,0.0046019,0.0046011,0.0042319,0.0040376
35,B,True,0.0048676,0.0051577,0.0048406,0.0046039,0.0048597,0.0053403,0.0048219,0.0049393,0.0055144,0.0054568,0.0050816,0.0064382,0.0056779,0.0061524,0.006748,0.0054112,0.0053968,0.0057243,0.0055308,0.0064448,0.0058707,0.005909,0.0062449,0.0063018,0.006064,0.0056496,0.0059916,0.0054321,0.0067494,0.00593,0.0063486,0.0072271,0.0078085,0.0075009,0.0069858,0.0076723,0.0072687,0.0073681,0.0078171,0.0070232,0.008243,0.0074298,0.0075961,0.0081004,0.0078241,0.0078163,0.0081734,0.0087848,0.0078856,0.0077716,0.0074994,0.0080114,0.0068151,0.0068693,0.0069908,0.0068453,0.0071568,0.0065519,0.0071434,0.0074387,0.0066532,0.0066072,0.0062094,0.006844,0.0070901,0.0066405,0.007543,0.0078626,0.0073125,0.0075283,0.0081605,0.008709,0.0079675,0.0082522,0.0084803,0.0089617,0.0092469,0.0086745,0.00837,0.0085972,0.0083109,0.0081327,0.008812,0.0091363,0.0094482,0.0093881,0.0096645,0.010329,0.0097785,0.0094575,0.0096321,0.0090853,0.009285,0.010278,0.0089887,0.009608,0.010152,0.0091964,0.0094376,0.0092917,0.0097789,0.010162,0.0097218,0.0092641,0.0090732,0.0090354,0.0084537,0.010413,0.0095776,0.0093071,0.0086156,0.0086855,0.0085107,0.0087144,0.0086118,0.0088307,0.0074465,0.0077666,0.0076353
36,B,False,-0.0017711,-0.0015137,-0.0023301,-0.0027009,-0.0025389,-0.0027356,-0.0029271,-0.00333,-0.0036566,-0.0039903,-0.0033138,-0.0035762,-0.0033064,-0.0029489,-0.002661,-0.0033731,-0.0033425,-0.0031915,-0.0028102,-0.002923,-0.0028011,-0.0028944,-0.0029916,-0.0026615,-0.0029482,-0.0023801,-0.0029969,-0.0025955,-0.002806,-0.0028472,-0.0026604,-0.0029617,-0.0028531,-0.0028039,-0.0025735,-0.0020049,-0.0023172,-0.0022539,-0.0019316,-0.0012739,-0.0015127,-0.0012917,-0.0008048,-0.0009664,-0.0014433,-0.0008564,-0.0015628,-0.001253,-0.0010512,-0.00070985,-0.0014438,-0.00063676,-0.0011581,-0.0013898,-0.0019119,-0.0015807,-0.0018218,-0.0017949,-0.0012763,-0.00061191,-0.0013157,-0.00070445,-0.00047233,-0.00054326,-0.00067041,-0.00050239,-0.00027855,-0.00057679,-0.00058948,-0.00088652,-0.00048674,-0.00021245,-4.6008e-05,-0.0002122,-0.00022691,-0.00049184,-0.00030116,-2.6972e-05,0.00010352,-0.00017804,-0.0005757,-0.00061646,-0.00062479,-0.00032796,-0.0003415,-0.00022763,-0.00022297,-0.0003262,-0.00012129,-0.00080918,-0.0011293,-0.00065162,-0.0013803,-0.0017834,-0.0018995,-0.001869,-0.0016761,-0.0017122,-0.0014737,-0.00082614,-0.00056844,-9.6641e-05,-0.0002326,-0.0001706,-0.0002412,-0.00099187,-0.00067152,-0.0013672,-0.0011197,-0.0014174,-0.0013464,-0.00097809,-0.0014456,-0.0014184,-0.0021419,-0.0025832,-0.0029834,-0.0027147,-0.0029957
37,B,False,-0.00067128,-0.00029726,0.0011055,0.00072131,0.0016079,0.00090346,0.00078934,0.0012624,0.0022933,0.00045351,-0.00018083,0.00090891,0.0010776,-0.002018,-0.0044658,-0.0037945,-0.0028555,-0.0021565,-0.00087164,-0.00063147,-0.0010169,0.00041675,-0.00023603,0.0010978,-5.3847e-05,-8.0395e-05,-0.00025861,0.00083272,0.00027896,-0.00083691,-0.0021036,0.00015791,-0.00083476,-0.0015061,-0.0010937,-0.0018133,-0.00064996,-0.001075,-0.0031364,-0.0042388,-0.005328,-0.0038554,-0.004511,-0.006382,-0.0065654,-0.0071408,-0.0085611,-0.0073159,-0.0070447,-0.0068978,-0.0090381,-0.0092661,-0.011947,-0.013037,-0.014729,-0.013669,-0.014183,-0.015736,-0.015396,-0.014427,-0.01357,-0.014,-0.012641,-0.013505,-0.014685,-0.015811,-0.016257,-0.018565,-0.020084,-0.017919,-0.021156,-0.020021,-0.022862,-0.020745,-0.019494,-0.018336,-0.018701,-0.016929,-0.016932,-0.015448,-0.016805,-0.015516,-0.014745,-0.015494,-0.015539,-0.016265,-0.014508,-0.01255,-0.014004,-0.015178,-0.014561,-0.012004,-0.012269,-0.012008,-0.013301,-0.016235,-0.01539,-0.013505,-0.011054,-0.010472,-0.0093395,-0.010834,-0.012581,-0.011145,-0.01094,-0.010499,-0.012776,-0.011075,-0.0096146,-0.0094195,-0.0098779,-0.010295,-0.0094893,-0.0092321,-0.0080628,-0.0089552,-0.0098035,-0.010541,-0.01061
38,B,False,-0.0023301,-0.0027009,-0.0025389,-0.0027356,-0.0029271,-0.00333,-0.0036566,-0.0039903,-0.0033138,-0.0035762,-0.0033064,-0.0029489,-0.002661,-0.0033731,-0.0033425,-0.0031915,-0.0028102,-0.002923,-0.0028011,-0.0028944,-0.0029916,-0.0026615,-0.0029482,-0.0023801,-0.0029969,-0.0025955,-0.002806,-0.0028472,-0.0026604,-0.0029617,-0.0028531,-0.0028039,-0.0025735,-0.0020049,-0.0023172,-0.0022539,-0.0019316,-0.0012739,-0.0015127,-0.0012917,-0.0008048,-0.0009664,-0.0014433,-0.0008564,-0.0015628,-0.001253,-0.0010512,-0.00070985,-0.0014438,-0.00063676,-0.0011581,-0.0013898,-0.0019119,-0.0015807,-0.0018218,-0.0017949,-0.0012763,-0.00061191,-0.0013157,-0.00070445,-0.00047233,-0.00054326,-0.00067041,-0.00050239,-0.00027855,-0.00057679,-0.00058948,-0.00088652,-0.00048674,-0.00021245,-4.6008e-05,-0.0002122,-0.00022691,-0.00049184,-0.00030116,-2.6972e-05,0.00010352,-0.00017804,-0.0005757,-0.00061646,-0.00062479,-0.00032796,-0.0003415,-0.00022763,-0.00022297,-0.0003262,-0.00012129,-0.00080918,-0.0011293,-0.00065162,-0.0013803,-0.0017834,-0.0018995,-0.001869,-0.0016761,-0.0017122,-0.0014737,-0.00082614,-0.00056844,-9.6641e-05,-0.0002326,-0.0001706,-0.0002412,-0.00099187,-0.00067152,-0.0013672,-0.0011197,-0.0014174,-0.0013464,-0.00097809,-0.0014456,-0.0014184,-0.0021419,-0.0025832,-0.0029834,-0.0027147,-0.0029957,-0.0031569,-0.0029727
39,B,False,-0.005606,-0.001501,-0.0032923,-0.0011982,-0.0006424,-0.0013605,-0.0010986,-0.00077817,-0.0011847,-0.0011184,-0.0013508,-0.00076425,-0.0022836,0.0010616,-0.00032092,-0.00067128,-0.00029726,0.0011055,0.00072131,0.0016079,0.00090346,0.00078934,0.0012624,0.0022933,0.00045351,-0.00018083,0.00090891,0.0010776,-0.002018,-0.0044658,-0.0037945,-0.0028555,-0.0021565,-0.00087164,-0.00063147,-0.0010169,0.00041675,-0.00023603,0.0010978,-5.3847e-05,-8.0395e-05,-0.00025861,0.00083272,0.00027896,-0.00083691,-0.0021036,0.00015791,-0.00083476,-0.0015061,-0.0010937,-0.0018133,-0.00064996,-0.001075,-0.0031364,-0.0042388,-0.005328,-0.0038554,-0.004511,-0.006382,-0.0065654,-0.0071408,-0.0085611,-0.0073159,-0.0070447,-0.0068978,-0.0090381,-0.0092661,-0.011947,-0.013037,-0.014729,-0.013669,-0.014183,-0.015736,-0.015396,-0.014427,-0.01357,-0.014,-0.012641,-0.013505,-0.014685,-0.015811,-0.016257,-0.018565,-0.020084,-0.017919,-0.021156,-0.020021,-0.022862,-0.020745,-0.019494,-0.018336,-0.018701,-0.016929,-0.016932,-0.015448,-0.016805,-0.015516,-0.014745,-0.015494,-0.015539,-0.016265,-0.014508,-0.01255,-0.014004,-0.015178,-0.014561,-0.012004,-0.012269,-0.012008,-0.013301,-0.016235,-0.01539,-0.013505,-0.011054,-0.010472,-0.0093395,-0.010834,-0.012581,-0.011145
40,B,False,-0.00064996,-0.001075,-0.0031364,-0.0042388,-0.005328,-0.0038554,-0.004511,-0.006382,-0.0065654,-0.0071408,-0.0085611,-0.0073159,-0.0070447,-0.0068978,-0.0090381,-0.0092661,-0.011947,-0.013037,-0.014729,-0.013669,-0.014183,-0.015736,-0.015396,-0.014427,-0.01357,-0.014,-0.012641,-0.013505,-0.014685,-0.015811,-0.016257,-0.018565,-0.020084,-0.017919,-0.021156,-0.020021,-0.022862,-0.020745,-0.019494,-0.018336,-0.018701,-0.016929,-0.016932,-0.015448,-0.016805,-0.015516,-0.014745,-0.015494,-0.015539,-0.016265,-0.014508,-0.01255,-0.014004,-0.015178,-0.014561,-0.012004,-0.012269,-0.012008,-0.013301,-0.016235,-0.01539,-0.013505,-0.011054,-0.010472,-0.0093395,-0.010834,-0.012581,-0.011145,-0.01094,-0.010499,-0.012776,-0.011075,-0.0096146,-0.0094195,-0.0098779,-0.010295,-0.0094893,-0.0092321,-0.0080628,-0.0089552,-0.0098035,-0.010541,-0.01061,-0.010006,-0.0095988,-0.01019,-0.012589,-0.012453,-0.012637,-0.011072,-0.012147,-0.011783,-0.01228,-0.012409,-0.014234,-0.012296,-0.013518,-0.011041,-0.012203,-0.013944,-0.012755,-0.013098,-0.012435,-0.011614,-0.011988,-0.011169,-0.01161,-0.010765,-0.011779,-0.0097601,-0.0081218,-0.0084924,-0.010445,-0.01057,-0.010518,-0.012026,-0.010193,-0.0095093,-0.010251
41,B,False,-0.002206,-0.0023208,-0.0016767,-0.0020518,-0.0022264,-0.0022269,-0.0025497,-0.0025692,-0.0025454,-0.002679,-0.0029129,-0.002532,-0.002872,-0.0028999,-0.0033686,-0.0032526,-0.0029496,-0.0029969,-0.0033464,-0.0036814,-0.0037299,-0.0044841,-0.0046043,-0.0052586,-0.0054363,-0.0048757,-0.0046226,-0.0052666,-0.0051479,-0.0052047,-0.0048923,-0.0051222,-0.0043473,-0.0036074,-0.004129,-0.0041032,-0.0036258,-0.0036359,-0.0037611,-0.0037523,-0.0041753,-0.0036103,-0.0036442,-0.0036422,-0.0038411,-0.0042528,-0.0042561,-0.0040228,-0.0041799,-0.003597,-0.0033427,-0.0040097,-0.003753,-0.0040646,-0.0037945,-0.0034937,-0.0030609,-0.0030876,-0.0034702,-0.0034502,-0.0034157,-0.0036542,-0.0037488,-0.00332,-0.0034714,-0.0035198,-0.0035231,-0.0031263,-0.0032808,-0.0025232,-0.0024859,-0.0029372,-0.0021012,-0.0016507,-0.0022939,-0.0019273,-0.0031187,-0.0031825,-0.0027307,-0.0032034,-0.0038907,-0.0037664,-0.0031656,-0.0027761,-0.0026343,-0.002816,-0.0024233,-0.0020751,-0.0017615,-0.0018503,-0.0021814,-0.0018937,-0.0020207,-0.0021472,-0.0021647,-0.0021937,-0.0023767,-0.0015714,-0.0021047,-0.0019806,-0.0028019,-0.0023906,-0.0018007,-0.0018588,-0.0022983,-0.0016601,-0.0019077,-0.0017988,-0.0020975,-0.0016858,-0.0017846,-0.001625,-0.001365,-0.00096372,-0.0015981,-0.0015047,-0.0017764,-0.00082925,-0.00077975
42,B,False,-0.0089437,-0.0087889,-0.0097096,-0.0097749,-0.0094576,-0.010542,-0.010595,-0.010021,-0.011478,-0.011309,-0.010768,-0.010394,-0.011293,-0.012619,-0.012939,-0.011685,-0.011616,-0.011456,-0.012141,-0.012741,-0.012747,-0.013115,-0.014246,-0.016279,-0.015509,-0.016121,-0.015517,-0.016127,-0.016662,-0.015685,-0.014947,-0.013974,-0.012268,-0.011842,-0.011579,-0.011564,-0.011644,-0.012719,-0.012536,-0.012832,-0.013036,-0.011562,-0.012131,-0.013508,-0.013268,-0.012383,-0.012537,-0.013003,-0.013213,-0.013859,-0.013649,-0.014429,-0.01378,-0.014362,-0.013718,-0.014232,-0.014377,-0.013761,-0.013599,-0.013672,-0.013362,-0.013686,-0.012958,-0.012161,-0.011932,-0.011795,-0.011284,-0.010471,-0.011473,-0.011926,-0.011671,-0.011118,-0.010338,-0.010512,-0.011095,-0.010769,-0.011661,-0.012313,-0.013979,-0.014713,-0.015307,-0.016199,-0.015605,-0.014894,-0.015,-0.014693,-0.015221,-0.014171,-0.013093,-0.012353,-0.01219,-0.011867,-0.012142,-0.01175,-0.010918,-0.010929,-0.011546,-0.011218,-0.01213,-0.011977,-0.0122,-0.012343,-0.0132,-0.012697,-0.013664,-0.012966,-0.013553,-0.01269,-0.013218,-0.012961,-0.012862,-0.012745,-0.012393,-0.012885,-0.012983,-0.013095,-0.013171,-0.013309,-0.012976
43,B,False,0.0010553,0.0015896,0.0024321,0.0010652,0.00078485,0.001693,0.0021326,0.00095726,0.0017114,0.0024968,0.003066,0.0026337,0.0030761,0.0034878,0.0023881,0.0023832,0.0032103,0.0037708,0.0031621,0.0023154,0.0017989,0.0027827,0.0025165,0.001839,0.0016714,0.0028185,0.0029712,0.0025242,0.0025934,0.0025097,0.0022371,0.0033537,0.0038788,0.0024092,0.0028848,0.003332,0.0026554,0.0020474,0.0029375,0.0024017,0.0027203,0.0034437,0.0039785,0.0045833,0.0036565,0.0027705,0.0026358,0.0040378,0.0035905,0.0045638,0.0041469,0.0061685,0.0066204,0.0089221,0.010065,0.010635,0.010978,0.011672,0.013531,0.016406,0.015787,0.016266,0.015197,0.014235,0.014378,0.012914,0.013571,0.011475,0.0097464,0.0087286,0.010257,0.010366,0.011651,0.013386,0.013763,0.014329,0.012118,0.013643,0.013141,0.014086,0.015163,0.017596,0.014146,0.015322,0.01751,0.017209,0.015763,0.015182,0.013489,0.018598,0.01818,0.015978,0.01694,0.015135,0.013161,0.014163,0.013467,0.015436,0.015893,0.013401,0.013141,0.011756,0.0099391,0.010014,0.010733,0.0084851,0.0087703,0.0087543,0.0098257,0.009808,0.010211,0.0087085,0.010001,0.0095306,0.010067,0.010189,0.0094557,0.011837,0.012497
