,FLARE_TYPE,COINCIDENCE,MEANGBZ_1,MEANGBZ_2,MEANGBZ_3,MEANGBZ_4,MEANGBZ_5,MEANGBZ_6,MEANGBZ_7,MEANGBZ_8,MEANGBZ_9,MEANGBZ_10,MEANGBZ_11,MEANGBZ_12,MEANGBZ_13,MEANGBZ_14,MEANGBZ_15,MEANGBZ_16,MEANGBZ_17,MEANGBZ_18,MEANGBZ_19,MEANGBZ_20,MEANGBZ_21,MEANGBZ_22,MEANGBZ_23,MEANGBZ_24,MEANGBZ_25,MEANGBZ_26,MEANGBZ_27,MEANGBZ_28,MEANGBZ_29,MEANGBZ_30,MEANGBZ_31,MEANGBZ_32,MEANGBZ_33,MEANGBZ_34,MEANGBZ_35,MEANGBZ_36,MEANGBZ_37,MEANGBZ_38,MEANGBZ_39,MEANGBZ_40,MEANGBZ_41,MEANGBZ_42,MEANGBZ_43,MEANGBZ_44,MEANGBZ_45,MEANGBZ_46,MEANGBZ_47,MEANGBZ_48,MEANGBZ_49,MEANGBZ_50,MEANGBZ_51,MEANGBZ_52,MEANGBZ_53,MEANGBZ_54,MEANGBZ_55,MEANGBZ_56,MEANGBZ_57,MEANGBZ_58,MEANGBZ_59,MEANGBZ_60,MEANGBZ_61,MEANGBZ_62,MEANGBZ_63,MEANGBZ_64,MEANGBZ_65,MEANGBZ_66,MEANGBZ_67,MEANGBZ_68,MEANGBZ_69,MEANGBZ_70,MEANGBZ_71,MEANGBZ_72,MEANGBZ_73,MEANGBZ_74,MEANGBZ_75,MEANGBZ_76,MEANGBZ_77,MEANGBZ_78,MEANGBZ_79,MEANGBZ_80,MEANGBZ_81,MEANGBZ_82,MEANGBZ_83,MEANGBZ_84,MEANGBZ_85,MEANGBZ_86,MEANGBZ_87,MEANGBZ_88,MEANGBZ_89,MEANGBZ_90,MEANGBZ_91,MEANGBZ_92,MEANGBZ_93,MEANGBZ_94,MEANGBZ_95,MEANGBZ_96,MEANGBZ_97,MEANGBZ_98,MEANGBZ_99,MEANGBZ_100,MEANGBZ_101,MEANGBZ_102,MEANGBZ_103,MEANGBZ_104,MEANGBZ_105,MEANGBZ_106,MEANGBZ_107,MEANGBZ_108,MEANGBZ_109,MEANGBZ_110,MEANGBZ_111,MEANGBZ_112,MEANGBZ_113,MEANGBZ_114,MEANGBZ_115,MEANGBZ_116,MEANGBZ_117,MEANGBZ_118
612,C,False,129.0,129.24,130.39,130.72,129.48,131.09,130.92,129.28,130.88,130.62,131.12,130.35,131.45,131.43,132.14,131.16,131.94,132.18,131.23,129.85,128.75,130.06,127.99,125.93,127.13,125.05,126.64,127.67,127.25,126.93,125.03,126.41,124.94,127.9,131.64,132.48,133.91,136.35,135.52,134.99,136.73,136.01,134.59,135.82,134.6,132.43,132.63,130.1,129.2,128.51,127.51,126.36,125.23,125.31,126.93,128.41,127.26,127.89,130.1,128.43,129.99,127.67,127.2,128.63,129.69,130.94,131.19,130.8,128.96,130.08,128.11,127.74,128.21,127.03,127.57,127.93,127.78,128.44,126.39,127.54,126.54,125.46,124.48,126.02,127.24,126.88,127.6,128.54,127.03,126.17,128.27,127.15,129.07,131.29,130.56,132.32,130.73,130.13,130.36,128.58,127.26,125.73,123.59,123.01,123.04,124.3,123.39,122.98,123.93,124.48,123.02,122.46,122.85,123.96,125.07,127.22,129.18,129.12
613,C,True,106.69,105.01,104.48,104.61,104.54,103.12,102.74,102.63,102.16,103.67,103.86,103.8,104.46,105.31,106.9,107.44,108.29,109.49,108.57,108.69,108.93,109.52,109.69,110.56,111.66,111.11,110.75,108.97,108.41,107.97,107.28,107.61,107.64,107.86,108.21,108.05,109.29,108.82,108.7,107.39,106.5,106.46,104.69,103.7,105.11,102.92,101.94,100.84,100.02,98.411,98.546,98.216,96.953,96.608,95.502,95.191,95.917,95.696,95.932,96.738,97.359,98.224,97.834,99.309,93.266,99.492,99.804,100.24,101.19,100.92,101.23,101.79,102.15,103.69,102.84,102.46,101.96,101.56,101.99,101.52,101.05,99.98,98.693,97.925,97.227,96.217,96.161,94.843,93.069,92.329,92.142,92.154,94.057,92.26,90.638,90.265,90.325,90.003,90.543,90.933,89.771,90.394,91.231,91.845,92.342,92.97,92.795,91.721,91.902,91.088,90.678,90.689,89.117,89.522,88.732,87.956,89.078,89.044
614,C,False,85.801,83.706,81.464,89.616,77.778,86.867,85.374,78.131,85.928,75.047,78.873,82.985,78.463,76.236,84.182,78.958,77.525,80.525,79.615,81.717,79.433,79.953,86.707,79.986,77.146,75.768,79.602,84.286,79.643,77.329,75.56,79.095,77.946,75.474,75.139,74.283,73.757,81.252,80.751,73.875,73.096,76.246,77.196,73.09,74.452,73.165,74.501,74.023,74.667,75.302,76.356,76.598,81.015,78.957,80.072,78.643,78.754,78.556,77.437,79.28,80.284,79.401,79.886,79.494,80.163,80.369,81.031,80.322,79.804,81.334,81.847,81.963,80.407,81.361,81.586,80.831,81.064,80.424,81.793,83.076,83.031,82.807,83.266,83.498,83.358,83.173,82.701,81.698,81.014,81.45,79.372,79.63,79.762,79.74,79.163,78.862,79.169,77.974,77.699,77.472,77.115,77.588,78.311,79.166,79.829,80.189,80.737,82.578,82.562,83.524,84.688,84.351,84.46,84.371,84.091,84.6,84.163,83.604
615,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.974,0.0,0.0,0.0,34.558,11.452,115.33,37.579,50.574,92.995,66.403,64.92,50.171,51.332,56.418,84.962,59.514,56.502,56.593,74.465,63.224,64.34,89.029,79.061,72.976,74.528,70.99,94.702,93.631,67.436,74.514,79.201,75.799,66.069,73.194,59.794,61.152,64.376,61.391,60.573,62.868,71.637,64.283,64.334,63.304,67.392,64.849,65.527,69.138,62.341,75.991,67.258,68.367,62.62,67.239,65.208,64.21,64.647,66.268,64.263,66.264,61.109,66.252,75.517,66.946,71.26,69.708,66.016,70.324,71.056,71.46,71.688,73.157,69.552,70.547,72.019,73.838,70.964,71.844,70.432,69.519,70.788,74.695,76.728,79.053,79.17,78.124,76.372,77.367,77.873,83.326,74.771,75.374,78.323,79.495,92.426,84.303,79.133,91.983,83.596,85.729,93.604,88.445,79.698,84.869,92.372
616,C,False,111.38,111.84,116.02,117.89,115.51,112.26,112.62,113.77,114.05,115.44,115.61,111.43,114.31,113.7,114.76,115.48,117.44,118.51,119.25,121.4,121.98,119.65,119.43,117.29,118.21,119.98,120.1,116.0,117.45,114.72,115.89,112.55,111.03,112.25,108.83,107.84,107.65,109.2,108.55,109.98,107.81,107.47,109.35,108.51,108.58,108.46,108.99,107.62,108.08,108.07,107.41,106.04,107.65,108.1,105.71,105.16,105.79,107.53,108.61,107.73,107.25,108.53,108.46,109.33,109.98,110.9,109.76,110.51,110.81,109.36,110.79,108.14,108.18,107.48,107.95,106.58,106.31,105.45,105.26,104.36,104.29,105.24,104.39,102.91,104.57,104.76,105.24,104.58,105.61,107.28,105.63,106.78,106.76,108.72,109.36,109.8,108.24,109.89,108.06,109.23,110.59,111.42,110.12,109.14,109.0,108.69,108.71,108.02,109.95,109.56,109.31,111.57,109.53,107.34,106.67,107.53,106.13,105.77
617,C,False,90.295,88.691,87.22,85.696,85.262,85.552,86.198,85.589,85.601,85.564,85.358,87.295,87.985,88.714,88.071,89.062,89.458,90.236,90.351,90.954,90.582,90.097,90.589,90.31,89.346,88.385,89.27,88.707,89.877,89.708,88.682,88.874,88.971,88.487,88.182,88.41,89.444,90.382,91.466,91.365,90.264,90.021,89.379,88.592,87.784,86.154,84.882,84.851,84.433,84.474,84.615,83.973,84.098,85.045,84.3,85.147,84.811,84.663,84.418,85.364,85.817,88.112,90.138,91.685,94.451,94.771,94.589,93.992,92.569,90.999,90.324,88.994,88.019,85.665,84.59,84.29,83.28,83.103,84.091,84.525,85.942,86.585,85.377,85.41,86.68,86.931,87.382,86.858,87.1,87.97,88.556,87.284,87.893,87.744,88.193,88.776,89.041,89.574,89.611,89.318,88.607,87.521,87.527,87.844,88.285,89.49,89.766,91.036,92.373,92.518,93.169,94.014,95.13,95.479,94.719,94.09,93.271,90.45
618,C,False,99.926,102.82,102.21,104.26,106.81,107.23,106.82,102.79,94.4,102.53,101.46,99.081,99.436,99.261,100.93,96.812,106.04,100.51,115.07,110.41,103.05,104.51,113.61,105.06,117.89,112.42,100.51,113.01,112.91,108.78,111.16,110.11,109.28,114.3,108.35,102.53,104.36,102.96,98.992,108.5,122.44,109.79,107.39,117.17,108.07,109.32,107.03,104.93,106.25,108.28,106.73,110.45,100.22,96.764,94.259,95.651,99.729,92.634,93.49,104.31,102.2,101.7,94.385,88.064,102.2,99.964,98.038,92.891,96.235,102.67,97.051,101.7,94.816,103.28,103.69,108.05,96.467,109.76,111.68,113.94,111.04,115.01,111.3,103.4,107.19,114.63,92.054,106.42,117.65,109.79,103.94,110.99,124.6,127.07,113.16,112.31,107.39,133.65,125.78,117.29,125.06,104.36,115.65,112.06,105.97,111.85,109.56,112.11,103.31,92.172,98.08,109.58,107.97,112.41,103.0,99.354,113.23,111.54
619,C,False,117.09,117.83,119.04,119.0,120.74,121.12,121.65,122.87,123.19,123.62,123.01,125.0,124.92,124.93,125.25,124.31,124.36,124.56,123.78,123.41,121.59,122.5,122.09,119.94,119.49,118.25,119.38,120.48,120.75,120.55,121.4,119.99,120.19,120.18,119.67,119.97,118.27,118.26,115.49,113.68,112.75,112.01,112.29,111.5,109.75,110.29,109.63,108.92,108.82,106.9,106.67,107.06,106.5,105.65,105.41,104.8,105.59,105.96,105.77,108.3,108.25,109.03,111.28,111.97,112.49,112.08,112.26,113.71,113.38,113.45,113.56,114.78,116.12,114.6,114.11,114.12,113.73,114.27,113.68,113.44,113.03,111.78,111.56,111.47,110.95,110.28,109.88,111.32,110.61,110.48,109.73,110.17,109.54,108.99,109.41,110.43,109.19,110.03,110.46,111.12,111.69,110.73,111.41,111.01,110.71,110.27,110.2,109.52,109.01,108.63,106.59,105.6,105.71,105.75,105.53,106.32,105.99,105.06
620,C,False,78.275,76.361,72.41,71.551,71.129,69.095,69.066,70.817,69.281,70.918,70.175,71.346,72.68,71.369,70.652,71.307,70.76,68.819,69.389,69.3,70.227,69.31,69.744,70.559,69.988,69.419,71.689,71.055,69.967,69.53,69.538,70.833,72.105,72.036,72.658,74.111,73.729,75.571,75.296,73.873,73.706,75.243,73.617,76.813,72.617,72.697,74.814,73.016,71.587,73.278,73.512,72.861,72.343,74.031,73.845,76.087,74.344,74.214,74.231,75.39,76.041,76.802,76.468,77.377,76.847,75.162,77.154,77.429,77.84,78.277,78.785,79.286,78.877,80.007,80.204,79.341,79.113,78.72,80.013,80.879,78.691,77.807,77.898,77.884,77.379,77.733,77.636,79.382,80.593,75.479,76.207,81.395,83.124,81.738,81.97,82.851,84.714,82.648,83.417,83.663,83.634,83.24,84.37,84.677,85.756,86.417,85.672,85.645,86.613,84.756,85.478,82.901,84.211,83.898,85.25,84.921,84.886,84.302
621,C,False,77.373,75.957,77.275,74.92,74.319,74.665,74.014,75.046,73.347,76.638,74.912,75.142,75.455,75.312,77.371,79.307,76.537,74.679,77.526,74.278,74.751,75.382,75.637,74.979,73.416,73.766,72.333,73.13,73.708,73.432,73.637,73.637,74.795,73.24,75.838,72.132,75.699,76.48,75.051,72.467,72.598,72.211,69.082,71.422,73.524,72.275,76.174,68.272,73.059,72.938,77.896,73.05,74.108,77.859,79.028,75.498,82.175,80.199,81.798,87.609,88.936,86.171,91.976,91.382,99.613,97.255,102.39,99.956,97.502,94.392,90.373,89.269,86.376,91.072,87.528,83.858,81.498,97.055,83.451,82.253,85.141,78.859,80.782,84.353,83.874,83.419,75.457,79.124,75.835,76.498,78.964,77.181,73.504,73.599,73.795,78.075,80.764,78.358,80.394,82.456,71.878,74.119,78.255,79.38,75.358,75.717,80.658,74.017,72.124,72.645,70.531,70.982,75.894,68.1,71.906,67.532,68.665,67.571
622,C,False,106.85,106.37,106.95,107.0,107.19,106.66,106.6,107.23,107.26,106.3,106.14,106.48,106.72,107.0,106.37,106.48,105.16,104.19,102.91,102.6,102.26,100.22,100.26,99.773,99.876,100.1,101.26,102.02,102.48,103.46,104.56,105.4,106.63,107.95,109.15,109.45,109.98,109.3,108.87,108.59,106.77,106.1,105.14,104.73,103.16,101.78,100.92,100.56,99.983,100.24,100.24,99.278,100.15,100.99,100.54,100.36,100.36,100.11,99.812,99.86,100.27,99.961,100.45,99.926,99.682,99.589,99.895,99.199,98.867,98.204,98.3,97.907,97.667,98.082,98.348,98.547,98.829,99.641,99.994,100.53,100.59,100.11,100.93,101.54,102.68,103.64,103.92,103.49,102.76,101.79,100.11,99.813,98.961,98.778,98.281,97.831,97.736,98.544,98.322,99.085,99.278,99.258,100.27,100.42,100.67,101.45,102.21,102.6,102.13,102.45,101.52,101.22,101.3,101.16,100.97,99.539,99.647,99.703
623,C,False,115.61,118.19,115.99,116.26,117.12,118.88,119.42,120.9,119.91,118.99,118.25,117.13,117.99,118.83,116.37,116.12,113.63,117.29,116.78,118.36,119.72,121.24,121.25,118.88,117.97,120.94,119.16,119.47,121.59,119.94,122.38,119.99,121.7,123.31,121.72,122.48,122.42,120.81,122.59,123.33,124.99,125.93,127.46,130.38,133.38,134.8,135.75,137.02,138.54,139.53,135.64,134.5,132.59,135.68,135.13,132.94,130.78,127.22,126.8,127.78,130.48,130.05,129.62,128.75,128.54,128.91,127.13,125.97,126.76,128.1,128.56,126.9,123.29,124.63,123.44,120.16,120.85,122.58,122.66,122.17,124.91,126.49,121.73,118.37,117.65,114.49,112.5,114.96,115.42,115.83,114.93,116.03,118.27,117.11,118.63,121.8,120.65,122.39,123.97,123.94,124.79,124.36,128.55,130.85,133.5,130.77,133.03,134.34,136.67,134.74,137.89,134.57,131.35,129.37,130.42,128.53,128.11,125.78
624,C,False,117.77,117.37,118.87,120.58,121.53,122.34,123.49,124.72,125.87,125.81,125.56,125.29,125.62,125.35,124.68,124.19,123.16,122.45,122.28,121.74,121.34,121.89,120.41,119.64,119.84,119.06,118.13,117.88,118.16,118.11,118.29,118.92,118.47,118.26,118.83,117.85,118.04,118.52,119.44,119.09,119.02,119.22,119.45,120.73,120.43,119.85,120.44,120.89,121.67,122.37,123.05,122.59,122.73,121.96,120.51,119.51,118.94,118.14,117.24,115.78,115.19,114.64,114.25,113.63,113.69,113.98,114.5,113.74,114.13,114.94,115.88,115.96,116.65,116.92,117.18,117.68,118.22,117.78,117.68,117.53,116.78,117.23,116.77,115.52,116.34,116.42,116.06,115.57,115.14,115.59,115.85,115.11,115.1,115.6,116.17,116.35,116.35,115.67,116.33,116.98,116.58,116.2,117.05,117.21,117.02,116.95,116.44,115.52,114.62,114.52,113.42,113.29,112.61,111.96,111.08,111.3,110.92,110.77
625,C,False,90.793,90.795,90.056,89.71,89.388,89.419,89.506,88.224,88.586,88.985,89.017,89.202,89.445,89.38,89.378,89.746,89.948,89.077,88.727,88.401,88.182,88.173,87.817,87.693,88.766,88.608,88.634,88.193,88.362,89.055,89.087,89.311,88.86,88.842,88.639,88.652,88.672,88.99,89.234,90.249,90.573,90.717,91.514,91.456,91.857,91.944,91.727,91.985,92.476,92.189,91.427,91.272,90.965,90.662,90.298,89.276,89.014,89.247,88.396,87.514,87.11,87.019,87.022,86.889,87.482,88.132,88.044,88.511,88.593,88.901,89.412,89.974,89.664,89.759,90.057,90.188,89.772,89.747,89.925,90.995,90.708,91.016,90.745,90.279,90.108,89.86,90.375,90.159,90.085,89.523,89.877,89.272,89.331,88.72,88.006,87.744,87.947,87.096,86.94,87.295,87.698,87.646,87.272,87.944,88.05,88.282,89.015,89.795,90.72,91.351,91.491,91.857,92.228,92.005,92.289,88.472,86.489,91.331
626,C,False,116.35,120.96,119.05,121.39,117.53,120.12,119.36,121.97,117.95,113.37,115.92,117.05,120.6,113.12,111.14,116.61,114.58,113.92,118.59,116.3,115.77,116.24,116.22,120.16,116.45,118.86,119.08,121.49,127.64,132.95,138.94,144.24,142.92,139.69,134.97,131.03,125.73,124.76,126.3,127.04,129.19,127.94,122.34,122.01,115.62,116.38,118.6,126.5,127.65,129.94,127.29,118.33,118.88,118.11,120.36,124.62,125.5,125.15,126.35,127.2,126.77,129.28,126.76,129.11,124.93,124.57,124.36,127.01,125.58,127.64,126.93,126.61,126.1,130.56,134.74,131.03,127.74,126.09,124.45,121.19,125.05,126.28,125.83,123.3,125.98,124.28,132.28,133.6,135.99,136.23,145.62,141.01,146.39,141.47,139.03,140.44,137.86,129.73,128.19,133.26,125.22,127.55,124.15,125.11,118.63,118.13,114.54,113.28,110.28,113.55,111.81,111.8,113.42,111.1,113.21,114.43,110.55,109.39
627,C,False,72.858,76.477,74.965,77.649,66.663,65.678,69.81,65.38,76.051,72.363,70.766,70.805,71.704,76.749,72.955,67.243,67.225,69.14,70.153,67.512,67.337,68.6,74.351,71.647,78.062,70.187,71.378,71.424,72.659,72.639,74.905,74.64,73.6,72.305,71.701,71.831,71.588,71.002,70.279,69.885,68.615,68.864,67.922,70.164,69.849,69.753,69.267,69.171,67.501,67.952,68.641,68.863,67.073,67.521,67.442,69.072,71.24,72.513,74.39,74.031,72.518,72.784,73.866,74.632,73.233,73.832,74.403,72.408,73.139,71.399,73.02,72.267,71.999,71.857,71.127,70.475,70.858,70.932,72.314,72.079,72.526,72.416,74.13,76.227,75.012,77.648,77.617,78.756,78.599,77.865,78.005,78.536,76.744,75.962,77.392,76.188,76.099,75.326,74.939,75.495,74.934,75.644,75.822,75.535,75.185,74.72,74.271,75.888,76.708,76.613,76.714,76.508,77.376,77.938,79.605,79.475,79.568,80.52
628,C,False,86.321,86.609,86.555,86.029,86.495,86.261,86.205,85.926,85.701,85.93,85.878,86.025,85.562,86.209,85.469,85.415,86.105,87.44,88.03,88.475,88.969,88.213,88.729,88.534,89.67,89.357,89.923,89.925,90.125,89.47,89.712,89.718,88.102,87.869,87.881,87.714,86.736,86.245,86.308,85.91,85.463,84.713,84.54,84.919,85.029,84.422,84.889,84.166,85.74,86.381,87.279,88.603,88.498,88.897,89.817,90.048,90.39,90.851,91.311,91.216,90.954,91.491,90.924,91.028,91.288,91.441,91.85,91.326,90.812,91.213,91.402,91.887,91.604,91.415,91.513,91.864,92.073,92.248,92.726,93.171,92.979,93.192,93.448,93.173,93.076,93.347,93.227,93.049,92.831,92.836,93.054,92.78,92.417,91.569,91.533,91.036,90.803,91.054,91.071,91.145,91.833,91.712,92.267,93.288,93.945,94.466,95.924,96.171,96.915,97.588,98.339,98.603,98.177,98.916,99.548,98.844,98.751,98.669
629,C,False,74.236,74.702,73.763,73.704,73.48,73.162,73.101,73.085,72.014,72.526,72.754,71.999,72.149,71.338,70.986,70.369,70.839,70.94,71.786,72.494,72.957,73.686,74.256,73.923,74.807,74.856,74.337,73.107,73.389,71.951,71.866,72.146,71.462,71.462,72.047,71.386,71.212,71.3,71.496,70.857,71.407,71.524,71.484,71.974,71.825,71.827,71.917,71.94,72.98,72.184,71.806,71.821,71.816,71.666,72.028,72.322,73.258,73.244,73.932,74.66,75.694,76.14,76.516,77.628,78.054,77.884,79.027,79.108,79.849,80.0,79.05,78.35,76.878,76.682,76.679,75.605,75.91,76.506,78.035,78.235,80.368,81.244,81.446,83.141,83.011,83.549,84.202,85.514,85.674,84.551,84.899,84.96,83.901,84.737,82.487,82.427,82.521,81.765,80.437,80.119,80.027,80.693,81.076,81.174,81.263,80.963,81.447,80.854,81.065,80.784,80.267,80.223,81.547,81.929,83.263,83.922,84.427,84.793
630,C,False,115.38,114.63,114.37,114.16,112.92,112.48,112.24,111.83,110.88,111.17,110.51,110.81,111.06,110.64,110.01,111.43,111.48,113.35,115.12,115.74,115.48,117.26,118.95,119.76,121.09,122.08,123.65,124.02,123.6,124.89,124.79,124.28,123.2,122.24,122.37,122.89,120.65,119.34,118.76,117.82,116.46,116.12,115.43,114.8,114.29,115.25,114.89,114.48,114.65,115.43,114.52,114.57,114.28,114.57,115.05,114.91,114.51,115.23,114.5,114.52,115.19,114.85,115.14,116.14,116.46,117.1,117.54,117.99,117.98,118.72,120.8,120.73,121.22,121.41,121.63,120.6,121.61,123.31,124.21,123.27,123.48,123.55,123.18,122.41,121.5,120.73,119.53,119.64,117.66,116.19,114.99,114.46,113.66,113.52,113.03,112.14,112.56,113.5,114.49,115.04,115.52,115.05,115.18,116.47,116.97,118.99,117.66,117.05,117.5,117.5,117.27,117.22,117.99,118.36,117.58,117.88,117.71,117.92
631,C,False,117.88,116.97,116.92,115.42,114.56,113.4,112.28,111.17,111.18,111.99,111.18,111.49,112.33,112.82,113.4,114.27,114.78,115.66,115.49,116.15,116.77,117.31,117.73,117.51,116.56,116.56,116.34,116.15,115.95,114.65,114.04,113.71,113.42,112.41,111.77,112.02,112.07,112.62,112.97,112.34,113.02,113.68,114.07,114.79,114.77,113.95,113.12,113.82,113.33,112.48,111.92,112.7,112.65,112.86,111.17,109.55,108.14,106.94,106.95,105.9,105.14,104.9,104.92,104.5,104.02,104.82,105.13,105.93,105.71,106.53,108.05,108.98,109.23,109.33,109.56,108.36,108.75,107.49,106.82,105.99,105.52,103.38,101.94,101.09,99.824,98.872,97.237,96.38,95.835,95.287,94.501,94.086,94.095,92.684,92.631,93.083,91.95,91.747,91.713,92.119,92.555,92.443,92.193,92.488,93.054,93.09,93.009,93.369,93.805,94.742,94.936,96.494,97.019,96.782,97.316,98.477,98.31,97.935
632,C,False,131.65,129.1,126.97,125.97,123.63,122.92,120.6,118.62,118.02,116.34,116.22,117.02,118.36,120.49,120.26,120.75,121.28,120.38,121.59,122.65,122.39,124.17,126.88,126.28,127.15,127.35,124.22,125.36,125.07,124.76,125.28,126.3,125.98,127.91,127.49,126.65,125.22,124.37,125.24,125.33,124.88,124.49,122.95,122.93,121.27,123.45,124.89,122.84,124.59,125.35,124.83,122.61,120.49,120.91,121.25,121.67,121.28,121.49,118.94,116.71,115.89,116.48,115.96,117.89,119.94,120.54,121.77,123.22,123.83,124.85,126.89,127.32,128.32,128.25,126.45,129.03,127.46,125.28,125.52,125.98,125.68,124.76,122.66,122.43,118.78,117.91,119.04,118.93,118.6,118.11,120.18,117.82,118.99,119.3,119.44,120.49,120.01,121.49,121.67,122.04,122.28,120.3,118.73,120.01,120.24,121.96,122.48,123.01,122.34,122.37,124.98,125.5,127.13,126.96,127.83,130.31,130.24,131.12
633,C,False,115.61,111.43,114.31,113.7,114.76,115.48,117.44,118.51,119.25,121.4,121.98,119.65,119.43,117.29,118.21,119.98,120.1,116.0,117.45,114.72,115.89,112.55,111.03,112.25,108.83,107.84,107.65,109.2,108.55,109.98,107.81,107.47,109.35,108.51,108.58,108.46,108.99,107.62,108.08,108.07,107.41,106.04,107.65,108.1,105.71,105.16,105.79,107.53,108.61,107.73,107.25,108.53,108.46,109.33,109.98,110.9,109.76,110.51,110.81,109.36,110.79,108.14,108.18,107.48,107.95,106.58,106.31,105.45,105.26,104.36,104.29,105.24,104.39,102.91,104.57,104.76,105.24,104.58,105.61,107.28,105.63,106.78,106.76,108.72,109.36,109.8,108.24,109.89,108.06,109.23,110.59,111.42,110.12,109.14,109.0,108.69,108.71,108.02,109.95,109.56,109.31,111.57,109.53,107.34,106.67,107.53,106.13,105.77,104.73,103.86,104.14,102.57,102.53,104.37,103.77,103.4,104.42,104.11
634,C,False,99.693,99.051,98.769,98.25,98.041,98.071,97.518,97.606,97.974,98.299,98.243,97.258,97.249,98.06,97.691,96.924,96.821,97.511,98.144,98.356,98.504,99.131,99.352,99.648,100.14,100.42,101.67,102.91,103.54,103.4,103.47,103.29,103.1,102.57,102.81,102.21,102.58,101.41,101.24,100.4,99.653,98.224,97.681,96.839,96.304,95.558,95.692,95.514,95.747,96.922,97.361,97.601,97.686,99.016,99.732,99.8,100.58,101.34,101.5,101.74,101.28,102.07,101.22,100.18,100.06,100.28,100.64,101.57,100.94,100.14,100.18,99.576,99.752,99.776,100.95,101.32,101.36,101.68,101.19,101.24,101.25,100.9,100.66,100.73,101.34,100.65,99.958,98.798,98.126,97.827,97.881,97.6,97.734,97.941,98.781,99.559,100.78,101.46,102.01,102.28,102.45,103.51,104.06,104.26,104.26,104.45,105.05,104.13,103.63,102.13,101.57,101.94,101.28,100.93,100.46,100.73,100.35,100.54
635,C,False,132.14,132.33,132.9,132.42,132.61,131.05,130.58,130.48,131.36,130.07,131.45,132.24,130.05,129.57,127.14,127.23,127.26,126.04,125.24,123.39,122.94,121.51,123.12,122.96,123.07,125.17,124.71,126.76,125.85,127.68,129.26,129.29,129.18,131.97,134.55,136.32,134.67,135.08,136.65,135.46,134.76,133.79,133.96,134.76,135.07,133.8,132.49,132.42,130.78,131.72,131.64,131.32,131.88,131.99,132.03,131.16,129.35,130.07,130.58,129.58,129.15,129.16,128.69,129.98,129.93,129.54,128.6,130.11,131.0,131.19,130.35,130.03,129.7,129.44,130.53,129.1,128.43,127.35,125.07,124.43,123.5,123.38,121.82,121.48,119.23,117.57,117.08,116.46,115.79,115.82,117.19,116.78,117.33,118.26,119.52,119.22,120.54,121.42,122.57,122.54,124.03,124.21,124.15,124.24,124.26,125.53,124.45,124.85,124.68,124.92,125.73,124.09,124.91,123.46,123.59,122.67,120.49,120.67
636,C,False,118.2,116.97,115.71,118.49,121.1,119.04,121.3,123.12,125.11,125.57,122.28,124.1,125.13,125.18,121.13,120.21,120.34,120.39,120.98,119.84,118.54,119.25,119.87,122.5,123.61,124.52,124.39,124.08,127.36,128.83,130.55,135.38,134.57,130.75,129.62,129.82,129.04,129.19,128.0,126.03,125.39,125.81,126.15,124.51,123.51,122.95,124.07,124.74,124.38,123.53,123.67,122.42,124.42,122.6,123.44,124.93,124.16,127.56,128.75,128.46,131.58,131.98,132.63,131.04,136.1,134.71,133.34,134.13,131.17,130.0,129.34,125.83,123.49,123.78,124.42,119.2,117.39,116.56,116.77,118.2,116.14,117.54,119.37,118.3,119.13,119.0,119.41,118.0,120.01,116.98,113.55,111.97,110.79,108.82,109.28,109.76,109.21,106.54,107.13,107.18,105.39,106.67,109.13,107.03,106.6,107.13,107.96,107.23,109.36,109.93,111.04,108.81,110.53,109.74,108.83,109.49,110.86,109.65
637,C,False,106.69,105.01,104.48,104.61,104.54,103.12,102.74,102.63,102.16,103.67,103.86,103.8,104.46,105.31,106.9,107.44,108.29,109.49,108.57,108.69,108.93,109.52,109.69,110.56,111.66,111.11,110.75,108.97,108.41,107.97,107.28,107.61,107.64,107.86,108.21,108.05,109.29,108.82,108.7,107.39,106.5,106.46,104.69,103.7,105.11,102.92,101.94,100.84,100.02,98.411,98.546,98.216,96.953,96.608,95.502,95.191,95.917,95.696,95.932,96.738,97.359,98.224,97.834,99.309,93.266,99.492,99.804,100.24,101.19,100.92,101.23,101.79,102.15,103.69,102.84,102.46,101.96,101.56,101.99,101.52,101.05,99.98,98.693,97.925,97.227,96.217,96.161,94.843,93.069,92.329,92.142,92.154,94.057,92.26,90.638,90.265,90.325,90.003,90.543,90.933,89.771,90.394,91.231,91.845,92.342,92.97,92.795,91.721,91.902,91.088,90.678,90.689,89.117,89.522,88.732,87.956,89.078,89.044
