,FLARE_TYPE,COINCIDENCE,MEANJZD_1,MEANJZD_2,MEANJZD_3,MEANJZD_4,MEANJZD_5,MEANJZD_6,MEANJZD_7,MEANJZD_8,MEANJZD_9,MEANJZD_10,MEANJZD_11,MEANJZD_12,MEANJZD_13,MEANJZD_14,MEANJZD_15,MEANJZD_16,MEANJZD_17,MEANJZD_18,MEANJZD_19,MEANJZD_20,MEANJZD_21,MEANJZD_22,MEANJZD_23,MEANJZD_24,MEANJZD_25,MEANJZD_26,MEANJZD_27,MEANJZD_28,MEANJZD_29,MEANJZD_30,MEANJZD_31,MEANJZD_32,MEANJZD_33,MEANJZD_34,MEANJZD_35,MEANJZD_36,MEANJZD_37,MEANJZD_38,MEANJZD_39,MEANJZD_40,MEANJZD_41,MEANJZD_42,MEANJZD_43,MEANJZD_44,MEANJZD_45,MEANJZD_46,MEANJZD_47,MEANJZD_48,MEANJZD_49,MEANJZD_50,MEANJZD_51,MEANJZD_52,MEANJZD_53,MEANJZD_54,MEANJZD_55,MEANJZD_56,MEANJZD_57,MEANJZD_58,MEANJZD_59,MEANJZD_60,MEANJZD_61,MEANJZD_62,MEANJZD_63,MEANJZD_64,MEANJZD_65,MEANJZD_66,MEANJZD_67,MEANJZD_68,MEANJZD_69,MEANJZD_70,MEANJZD_71,MEANJZD_72,MEANJZD_73,MEANJZD_74,MEANJZD_75,MEANJZD_76,MEANJZD_77,MEANJZD_78,MEANJZD_79,MEANJZD_80,MEANJZD_81,MEANJZD_82,MEANJZD_83,MEANJZD_84,MEANJZD_85,MEANJZD_86,MEANJZD_87,MEANJZD_88,MEANJZD_89,MEANJZD_90,MEANJZD_91,MEANJZD_92,MEANJZD_93,MEANJZD_94,MEANJZD_95,MEANJZD_96,MEANJZD_97,MEANJZD_98,MEANJZD_99,MEANJZD_100,MEANJZD_101,MEANJZD_102,MEANJZD_103,MEANJZD_104,MEANJZD_105,MEANJZD_106,MEANJZD_107,MEANJZD_108,MEANJZD_109,MEANJZD_110,MEANJZD_111,MEANJZD_112,MEANJZD_113,MEANJZD_114,MEANJZD_115,MEANJZD_116,MEANJZD_117,MEANJZD_118,MEANJZD_119
29,B,True,-0.1425,-0.1088,-0.21168,-0.098089,-0.18162,-0.098522,-0.046352,-0.2023,-0.040572,-0.18192,-0.23633,-0.24062,-0.24019,-0.1923,-0.27542,-0.23443,-0.20239,-0.24152,-0.31736,-0.19253,-0.16551,-0.17664,-0.24964,-0.13322,-0.21457,-0.19034,-0.14595,-0.19343,-0.18436,-0.27424,-0.1634,-0.094958,-0.1996,-0.19367,-0.18375,-0.27947,-0.22507,-0.21705,-0.14979,-0.098093,0.046295,-0.10558,-0.052356,-0.0075909,-0.13417,-0.086216,-0.11101,-0.06588,-0.061138,-0.23469,-0.25915,-0.13048,-0.20559,-0.19593,-0.20333,-0.17798,-0.22257,-0.29978,-0.26738,-0.27562,-0.22527,-0.23261,-0.14883,-0.1707,-0.2764,-0.24184,-0.17353,-0.25203,-0.18863,-0.26331,-0.21563,-0.10712,-0.054222,-0.088395,-0.14286,-0.17345,-0.28655,-0.23731,-0.27127,-0.18426,-0.20656,-0.28465,-0.25762,-0.19382,-0.20715,-0.20693,-0.17204,-0.1286,-0.16899,-0.12116,-0.16493,-0.22843,-0.10679,-0.021483,-0.12784,-0.10698,-0.10494,-0.15563,-0.17415,-0.28335,-0.11217,-0.19573,-0.3597,-0.41452,-0.18493,-0.26189,-0.31412,-0.24565,-0.26841,-0.32114,-0.29627,-0.33992,-0.21452,-0.24409,-0.24563,-0.24593,-0.33839,-0.27266,-0.35985
30,B,False,0.41907,0.33742,0.41272,0.5116,0.483,0.39646,0.37306,0.45047,0.51366,0.3388,0.11009,0.11855,0.3033,0.14084,0.26356,0.1629,0.22946,0.20697,0.13448,0.25042,0.19767,0.20817,0.46145,0.41564,0.45048,0.52776,0.45542,0.60015,0.5228,0.34424,0.47556,0.45133,0.41878,0.52022,0.49555,0.44524,0.43097,0.36845,0.30161,0.44024,0.40243,0.26021,0.48104,0.45327,0.50869,0.39927,0.46023,0.44865,0.37045,0.40054,0.26638,0.27869,0.14521,0.122,0.070862,0.21607,0.39223,0.23815,0.38639,0.24495,0.29203,0.19407,0.26702,0.34041,0.43819,0.36106,0.44355,0.36726,0.44291,0.36521,0.41686,0.34005,0.35255,0.24364,0.16488,0.20105,-0.0036181,0.064693,-0.21074,-0.17157,-0.1029,-0.039497,0.093477,-0.16845,-0.15686,-0.08859,-0.017468,-0.0076216,0.060933,-0.047794,0.076041,0.11686,0.033815,-0.1539,-0.072261,-0.17564,-0.050917,-0.20051,-0.17525,-0.046946,-0.11818,-0.030422,-0.16901,-0.14084,-0.18261,-0.11275,-0.18008,-0.2324,-0.13511,-0.077996,0.0083463,0.13794,0.11063,0.022099,0.1979,0.13425,0.30581,0.23179,0.25406
31,B,False,-0.091481,-0.080853,-0.033407,0.017785,-0.013231,-0.013909,-0.054447,-0.018978,0.10858,-0.0086182,0.060984,0.060328,0.12815,0.19458,0.044515,0.057666,-0.0059855,0.043393,0.1401,0.12184,-0.001771,-0.0015592,-0.15456,0.023124,-0.15645,-0.020955,-0.079669,-0.12052,-0.16056,-0.18855,-0.12053,-0.0611,-0.24936,-0.048321,-0.097661,-0.14913,-0.0014665,0.055923,-0.063315,-0.01643,0.10017,0.015094,0.06402,-0.02489,0.11069,-0.017589,0.22433,0.11417,0.086457,0.12613,0.047836,0.018539,0.038706,0.0046843,0.29581,0.11398,0.10195,0.025674,0.056251,0.18259,0.068365,0.08159,-0.14303,-0.038619,-0.11762,-0.0050443,-0.099282,0.092958,0.044509,0.11013,0.14226,0.23356,0.25493,0.16772,0.18169,0.14757,0.223,0.27512,0.22589,0.20983,0.13893,0.22387,0.091338,0.072281,0.12999,0.12754,0.16285,0.12557,0.15953,0.010532,0.026491,0.061913,0.052597,-0.0037828,0.078484,0.0015562,-0.061267,0.020334,-0.082131,-0.03556,-0.13593,-0.029112,0.007673,-0.15058,-0.088532,0.072885,0.0049328,-0.11786,-0.04892,-0.00085971,-0.10682,-0.099347,-0.080099,-0.21298,-0.039641,0.051341,0.0095955,0.0093424,0.035949
32,B,False,-0.11388,0.0009326,-0.11031,-0.02405,-0.012402,-0.20154,-0.078288,-0.083978,-0.11365,-0.11811,-0.060283,-0.059978,-0.098379,-0.046534,0.058452,-0.051038,-0.020099,-0.0043504,0.026499,-0.0040705,-0.010185,-0.010667,-0.056923,-0.037463,-0.043704,-0.0032579,0.0070978,-0.06118,0.035335,-0.19005,-0.0055748,-0.038126,-0.075961,-0.095252,-0.079566,0.085654,0.032553,0.047232,0.082091,0.015258,-0.0089265,-0.018631,-0.10208,-0.015478,-0.088603,-0.078629,-0.11757,-0.063337,-0.017888,-0.10557,-0.0093742,-0.10393,-0.12585,-0.16384,-0.2348,-0.26555,-0.25836,-0.21152,-0.21146,-0.078773,-0.01523,0.049991,0.024228,0.042902,-0.0023189,0.096556,0.030672,0.10268,0.086619,0.1208,0.14542,0.13776,0.053153,0.10304,0.034624,0.017853,-0.0454,0.031054,-0.042206,-0.020927,-0.040464,-0.089077,-0.24944,-0.18213,-0.25112,-0.22716,-0.090219,-0.049672,-0.017502,-0.0096464,0.054523,0.080534,-0.036808,0.095243,0.10586,0.025848,0.090486,0.071669,-0.010227,0.083942,0.092834,0.03901,-0.003042,-0.056926,0.14165,0.087554,0.018789,0.037814,0.10052,0.0050279,0.02914,0.07753,0.0611,0.058201,0.013971,0.10102,-0.019068,0.014566,0.034616
33,B,False,-0.17614,-0.13169,-0.19098,-0.13958,-0.13086,-0.11951,-0.091125,-0.13171,-0.079912,-0.073166,-0.060221,-0.037095,0.00033187,-0.036059,-0.013264,-0.032508,-0.047261,0.016688,-0.081279,-0.066935,-0.083612,-0.12345,-0.23353,-0.1519,-0.12349,-0.14342,-0.14655,-0.12828,-0.13543,-0.13278,-0.1978,-0.27022,-0.24007,-0.27184,-0.32298,-0.35179,-0.17156,-0.2742,-0.23503,-0.1939,-0.25459,-0.22542,-0.16218,-0.18453,-0.14983,-0.10257,0.051868,-0.036187,-0.085379,-0.054917,-0.086458,0.031337,-0.0054763,-0.029315,-0.061417,-0.044638,0.0055402,-0.015047,-0.001736,0.028562,-0.029208,-0.028234,-0.1136,-0.011566,-0.01054,0.0025199,0.063081,-0.16565,-0.032042,-0.081932,-0.089018,-0.1819,-0.12334,-0.013932,0.036353,-0.00069014,0.025047,-0.045376,0.0092742,0.081025,0.06828,0.027876,0.078966,0.041834,0.063371,0.076337,0.042107,0.02957,-0.041633,-0.022444,0.068441,0.043507,0.043645,0.045329,0.02213,0.043716,0.070002,0.10859,0.075843,-0.0098335,0.058807,0.0055988,0.049964,0.057094,0.077955,0.11768,0.13347,0.043397,0.16358,0.075318,0.10986,0.0019674,0.039472,-0.09746,-0.069374,-0.11381,-0.15193,-0.1536,-0.053383
34,B,False,-0.046352,-0.2023,-0.040572,-0.18192,-0.23633,-0.24062,-0.24019,-0.1923,-0.27542,-0.23443,-0.20239,-0.24152,-0.31736,-0.19253,-0.16551,-0.17664,-0.24964,-0.13322,-0.21457,-0.19034,-0.14595,-0.19343,-0.18436,-0.27424,-0.1634,-0.094958,-0.1996,-0.19367,-0.18375,-0.27947,-0.22507,-0.21705,-0.14979,-0.098093,0.046295,-0.10558,-0.052356,-0.0075909,-0.13417,-0.086216,-0.11101,-0.06588,-0.061138,-0.23469,-0.25915,-0.13048,-0.20559,-0.19593,-0.20333,-0.17798,-0.22257,-0.29978,-0.26738,-0.27562,-0.22527,-0.23261,-0.14883,-0.1707,-0.2764,-0.24184,-0.17353,-0.25203,-0.18863,-0.26331,-0.21563,-0.10712,-0.054222,-0.088395,-0.14286,-0.17345,-0.28655,-0.23731,-0.27127,-0.18426,-0.20656,-0.28465,-0.25762,-0.19382,-0.20715,-0.20693,-0.17204,-0.1286,-0.16899,-0.12116,-0.16493,-0.22843,-0.10679,-0.021483,-0.12784,-0.10698,-0.10494,-0.15563,-0.17415,-0.28335,-0.11217,-0.19573,-0.3597,-0.41452,-0.18493,-0.26189,-0.31412,-0.24565,-0.26841,-0.32114,-0.29627,-0.33992,-0.21452,-0.24409,-0.24563,-0.24593,-0.33839,-0.27266,-0.35985,-0.3723,-0.30778,-0.18781,-0.22514,-0.28295,-0.27555
35,B,True,-0.0098356,-0.025006,-0.0014026,0.0067287,-0.029905,-0.016995,-0.08454,-0.25573,-0.26363,-0.25396,-0.39544,-0.10134,-0.25149,-0.21048,-0.29291,-0.38465,-0.39966,-0.31672,-0.40034,-0.29011,-0.36361,-0.28619,-0.25886,-0.12225,-0.1724,-0.24267,0.028794,-0.17205,-0.096875,-0.26982,-0.059673,-0.15446,-0.16285,-0.21416,-0.16654,-0.18957,-0.12618,-0.084481,-0.08819,-0.13271,-0.057422,-0.096223,-0.22521,-0.14002,-0.29405,-0.20047,-0.30542,-0.13112,-0.25507,-0.27056,-0.38821,-0.29772,-0.27066,-0.084742,-0.050323,-0.0049246,-0.0097681,-0.0022583,-0.030055,-0.044561,-0.022429,-0.14863,-0.02772,0.011453,-0.018669,-0.035479,-0.083784,-0.0039781,-0.023445,0.0049689,0.034103,0.10559,-0.045979,-0.075515,-0.0029448,-0.0864,-0.069895,0.085403,-0.089725,-0.024354,0.11866,0.019161,-0.018379,0.10991,0.044061,0.12047,0.11858,0.10434,0.16079,0.0048336,-0.035681,-0.055469,-0.18826,0.035191,0.16335,-0.095768,0.00013353,0.026571,0.090749,-0.0033855,0.0016626,-0.087831,-0.19198,-0.17963,-0.12977,-0.066371,-0.10063,-0.22035,-0.15429,-0.163,-0.15812,-0.1306,-0.078921,-0.030218,-0.11132,0.014253,-0.027479,-0.092606,-0.011407
36,B,False,-0.12351,-0.11034,-0.19419,-0.18513,-0.13003,-0.19797,-0.25702,-0.26336,-0.23738,-0.21996,-0.2136,-0.2035,-0.18357,-0.11667,-0.10146,-0.22332,-0.13385,-0.13351,-0.09543,-0.12712,-0.17632,-0.14476,-0.072846,-0.056575,-0.15986,-0.16045,-0.16333,-0.15973,-0.16781,-0.097798,-0.15051,-0.12426,-0.1576,-0.1381,-0.12631,-0.12245,-0.12373,-0.13278,-0.03598,0.016449,-0.064185,0.00099544,0.075421,0.068008,0.02179,0.10877,0.01407,0.097362,0.071675,0.17684,0.11371,0.1964,0.189,0.1155,0.035736,0.13789,0.11027,0.020682,0.02916,0.14256,0.11538,0.13212,0.048011,0.14985,0.086762,0.13671,0.1746,0.085572,0.10862,0.12303,0.18345,0.20588,0.18924,0.17422,0.1623,0.21016,0.14257,0.17509,0.19843,0.20563,0.21249,0.12639,0.16444,0.20546,0.16758,0.20549,0.18754,0.15049,0.15724,0.0488,-0.048394,0.045322,-0.025685,0.0061625,0.083999,0.05018,0.12067,0.11372,0.09577,0.22126,0.1875,0.25634,0.32178,0.32181,0.37886,0.2531,0.31068,0.35848,0.32507,0.22682,0.19337,0.21616,0.12932,0.22116,0.12636,0.076359,0.15172,0.092333,0.057514
37,B,False,-0.95903,-0.70731,-0.69873,-0.31374,-0.5175,-0.25301,-0.72565,-0.57945,-0.54626,-0.31945,-0.31751,-0.43785,-0.59384,-0.7348,-0.76392,-0.55651,-0.68596,-0.53495,-0.72316,-0.34464,-0.45943,-0.33157,-0.16488,-0.50083,-0.4839,0.028648,-0.057527,-0.34028,-0.36582,-0.39269,-0.38374,-0.56746,-0.27354,-0.39913,-0.19528,-0.076548,-0.15859,-0.21594,-0.31789,-0.057399,-0.11443,0.0018196,0.25096,0.14527,0.11841,0.1926,0.024613,0.013134,0.36967,0.13888,-0.1032,-0.066151,-0.091058,-0.31353,-0.070625,-0.1047,-0.024981,-0.11928,-0.092902,0.096881,-0.2441,-0.39709,-0.16731,-0.55193,-0.26626,-0.31752,-0.20346,-0.51251,-0.52783,-0.33019,-0.027814,-0.17138,-0.52461,-0.82905,-0.38197,-0.60667,-0.44465,-0.37469,-0.12664,-0.73284,-0.27859,-0.02416,-0.062577,-0.211,-0.50557,-0.39379,-0.41006,-0.36896,-0.1791,-0.42322,-0.29972,-0.26403,-0.23349,0.037987,-0.17566,-0.22705,-0.36077,-0.1151,-0.078957,-0.0198,0.059716,-0.049425,-0.15959,0.1132,-0.050758,0.040363,-0.20029,-0.1572,-0.22509,-0.082,-0.037285,-0.16401,-0.14822,-0.22362,0.021007,-0.23878,-0.30923,-0.19696,-0.12035
38,B,False,-0.19419,-0.18513,-0.13003,-0.19797,-0.25702,-0.26336,-0.23738,-0.21996,-0.2136,-0.2035,-0.18357,-0.11667,-0.10146,-0.22332,-0.13385,-0.13351,-0.09543,-0.12712,-0.17632,-0.14476,-0.072846,-0.056575,-0.15986,-0.16045,-0.16333,-0.15973,-0.16781,-0.097798,-0.15051,-0.12426,-0.1576,-0.1381,-0.12631,-0.12245,-0.12373,-0.13278,-0.03598,0.016449,-0.064185,0.00099544,0.075421,0.068008,0.02179,0.10877,0.01407,0.097362,0.071675,0.17684,0.11371,0.1964,0.189,0.1155,0.035736,0.13789,0.11027,0.020682,0.02916,0.14256,0.11538,0.13212,0.048011,0.14985,0.086762,0.13671,0.1746,0.085572,0.10862,0.12303,0.18345,0.20588,0.18924,0.17422,0.1623,0.21016,0.14257,0.17509,0.19843,0.20563,0.21249,0.12639,0.16444,0.20546,0.16758,0.20549,0.18754,0.15049,0.15724,0.0488,-0.048394,0.045322,-0.025685,0.0061625,0.083999,0.05018,0.12067,0.11372,0.09577,0.22126,0.1875,0.25634,0.32178,0.32181,0.37886,0.2531,0.31068,0.35848,0.32507,0.22682,0.19337,0.21616,0.12932,0.22116,0.12636,0.076359,0.15172,0.092333,0.057514,0.027159,0.092462
39,B,False,-1.0096,-0.56544,-0.76253,-0.71528,-0.46382,-0.77946,-0.71329,-1.1965,-1.11,-0.86939,-0.97187,-1.1212,-1.3296,-1.2194,-0.97727,-0.95903,-0.70731,-0.69873,-0.31374,-0.5175,-0.25301,-0.72565,-0.57945,-0.54626,-0.31945,-0.31751,-0.43785,-0.59384,-0.7348,-0.76392,-0.55651,-0.68596,-0.53495,-0.72316,-0.34464,-0.45943,-0.33157,-0.16488,-0.50083,-0.4839,0.028648,-0.057527,-0.34028,-0.36582,-0.39269,-0.38374,-0.56746,-0.27354,-0.39913,-0.19528,-0.076548,-0.15859,-0.21594,-0.31789,-0.057399,-0.11443,0.0018196,0.25096,0.14527,0.11841,0.1926,0.024613,0.013134,0.36967,0.13888,-0.1032,-0.066151,-0.091058,-0.31353,-0.070625,-0.1047,-0.024981,-0.11928,-0.092902,0.096881,-0.2441,-0.39709,-0.16731,-0.55193,-0.26626,-0.31752,-0.20346,-0.51251,-0.52783,-0.33019,-0.027814,-0.17138,-0.52461,-0.82905,-0.38197,-0.60667,-0.44465,-0.37469,-0.12664,-0.73284,-0.27859,-0.02416,-0.062577,-0.211,-0.50557,-0.39379,-0.41006,-0.36896,-0.1791,-0.42322,-0.29972,-0.26403,-0.23349,0.037987,-0.17566,-0.22705,-0.36077,-0.1151,-0.078957,-0.0198,0.059716,-0.049425,-0.15959,0.1132
40,B,False,-0.15859,-0.21594,-0.31789,-0.057399,-0.11443,0.0018196,0.25096,0.14527,0.11841,0.1926,0.024613,0.013134,0.36967,0.13888,-0.1032,-0.066151,-0.091058,-0.31353,-0.070625,-0.1047,-0.024981,-0.11928,-0.092902,0.096881,-0.2441,-0.39709,-0.16731,-0.55193,-0.26626,-0.31752,-0.20346,-0.51251,-0.52783,-0.33019,-0.027814,-0.17138,-0.52461,-0.82905,-0.38197,-0.60667,-0.44465,-0.37469,-0.12664,-0.73284,-0.27859,-0.02416,-0.062577,-0.211,-0.50557,-0.39379,-0.41006,-0.36896,-0.1791,-0.42322,-0.29972,-0.26403,-0.23349,0.037987,-0.17566,-0.22705,-0.36077,-0.1151,-0.078957,-0.0198,0.059716,-0.049425,-0.15959,0.1132,-0.050758,0.040363,-0.20029,-0.1572,-0.22509,-0.082,-0.037285,-0.16401,-0.14822,-0.22362,0.021007,-0.23878,-0.30923,-0.19696,-0.12035,-0.22299,-0.037029,-0.05339,-0.28503,-0.35686,-0.31122,-0.16858,-0.24499,-0.17307,-0.12656,-0.18765,-0.31319,-0.21553,-0.33943,-0.07508,-0.12864,-0.046195,-0.096952,-0.12655,0.082274,-0.037442,0.20882,0.16131,0.17749,0.065031,-0.0076763,0.24536,0.12811,-0.09859,-0.027175,0.11799,0.050416,-0.013556,0.11544,-0.05689,-0.0009884
41,B,False,-0.19141,-0.24975,-0.16625,-0.21761,-0.22565,-0.20078,-0.053556,-0.11511,-0.1657,-0.14875,-0.04873,0.0029711,-0.083909,-0.067729,-0.084487,-0.2007,-0.12685,-0.11706,-0.095626,-0.057608,-0.028878,-0.077575,-0.16676,-0.24638,-0.36806,-0.31987,-0.30718,-0.19329,-0.28335,-0.22115,-0.20068,-0.12688,-0.15754,-0.10174,-0.073129,-0.10929,0.036509,-0.010804,-0.043236,0.003949,0.0013991,0.030761,-0.011735,-0.02057,-0.039677,-0.15938,-0.085334,-0.010641,-0.030591,-0.05289,-0.061982,-0.054861,-0.033612,-0.044644,-0.0035974,-0.0088796,-0.021992,-0.076482,-0.087864,-0.033861,-0.10939,-0.022973,-0.1105,-0.035895,-0.12633,-0.13276,-0.048968,-0.088058,-0.0053794,-0.059851,-0.064146,-0.010464,-0.015541,-0.021694,-0.083377,-0.03896,-0.072036,-0.14643,-0.15593,-0.22271,-0.11218,-0.24014,-0.10974,-0.3174,-0.27059,-0.16425,-0.074578,-0.072371,-0.10816,-0.069846,0.043744,-0.0072605,-0.0070227,0.022107,-0.076603,0.033872,0.042437,0.045994,0.097582,-0.051118,-0.10601,-0.11883,-0.042008,-0.035894,-0.017846,-0.13059,-0.13192,-0.057391,-0.022247,0.06321,-0.13454,-0.11177,-0.16743,-0.21999,-0.21037,-0.24428,-0.19839,-0.041348,-0.087345
42,B,False,0.49703,0.51727,0.51404,0.54501,0.67405,0.75759,0.65728,0.78214,0.55778,0.58191,0.51296,0.4695,0.36192,0.49517,0.40889,0.39261,0.54113,0.38039,0.37759,0.4545,0.52072,0.29665,0.49019,0.47291,0.44817,0.36039,0.31591,0.49148,0.45974,0.48834,0.5199,0.47652,0.22458,0.43313,0.44527,0.37581,0.37515,0.38268,0.22772,0.24713,0.19861,0.17636,0.21102,0.39482,0.3852,0.31267,0.44406,0.28939,0.45433,0.51421,0.56127,0.51028,0.49703,0.4237,0.51894,0.41259,0.42056,0.39276,0.40524,0.46976,0.47778,0.50707,0.50352,0.51975,0.41312,0.36939,0.47484,0.5113,0.32414,0.5012,0.4112,0.50264,0.58022,0.54927,0.54993,0.52297,0.49987,0.64634,0.46552,0.5113,0.45632,0.37897,0.48423,0.35098,0.29317,0.36374,0.40846,0.50206,0.4349,0.33978,0.51632,0.41366,0.47099,0.51278,0.64961,0.5934,0.45877,0.64249,0.57811,0.55669,0.67216,0.75872,0.58563,0.60258,0.56459,0.62817,0.54873,0.43972,0.4782,0.50129,0.5755,0.43405,0.54537,0.52078,0.43081,0.45126,0.56874,0.54584,0.54592
43,B,False,-0.30436,-0.29543,-0.04708,-0.096654,-0.08745,0.10506,0.2308,0.32339,0.46139,0.5223,0.56703,0.40552,0.44172,0.5849,0.60648,0.63031,0.56329,0.52183,0.70185,0.58667,0.41712,0.57263,0.46607,0.42025,0.47295,0.56469,0.24505,0.43867,0.35821,0.49064,0.39926,0.36505,0.40023,0.50236,0.29857,0.48121,0.32619,0.2673,0.27802,0.50752,0.66503,0.64791,0.47836,0.37772,0.63746,0.30557,0.42538,0.56553,0.44327,0.51632,0.28891,0.21898,0.097447,0.39859,0.16852,0.53305,0.33791,0.50757,0.86591,0.40549,0.56647,0.75039,0.38154,0.45579,0.39552,0.44688,0.46831,0.24994,0.29461,0.21176,0.12493,-0.25005,-0.21694,-0.15575,-0.014659,-0.261,-0.12099,-0.39721,-0.18811,-0.14641,0.051646,0.022217,-0.068043,-0.099245,-0.14678,-0.023384,-0.22929,-0.16617,-0.14311,0.19478,-0.0069284,-0.072296,0.052554,-0.07914,-0.11548,-0.11326,-0.089602,-0.25102,-0.17718,-0.11423,-0.16865,-0.30275,-0.045028,0.021714,0.18784,0.015125,0.20843,0.11708,0.37314,0.28711,0.18827,0.42336,0.39544,0.44139,0.33665,0.17451,0.26701,0.22865,0.43588
44,B,False,-0.072371,-0.10816,-0.069846,0.043744,-0.0072605,-0.0070227,0.022107,-0.076603,0.033872,0.042437,0.045994,0.097582,-0.051118,-0.10601,-0.11883,-0.042008,-0.035894,-0.017846,-0.13059,-0.13192,-0.057391,-0.022247,0.06321,-0.13454,-0.11177,-0.16743,-0.21999,-0.21037,-0.24428,-0.19839,-0.041348,-0.087345,-0.14526,-0.045041,-0.01799,-0.040419,-0.0053029,-0.068124,0.037655,-0.11004,-0.0047687,-0.026938,-0.077883,-0.082241,-0.054723,0.087315,-0.016156,0.028615,0.062693,-0.006047,-0.1259,-0.15434,-0.022002,-0.17995,-0.054845,-0.058368,0.046804,0.081744,0.019216,0.064173,0.023275,0.048974,0.0089565,-0.014605,0.083769,0.12609,0.072316,0.024818,0.047848,0.030915,-0.042919,-0.011405,-0.029447,-0.16852,-0.0085208,-0.01531,0.042846,-0.0083464,-0.11067,-0.097933,-0.15389,-0.13857,-0.15774,-0.13025,-0.22202,-0.19917,-0.27609,-0.14039,-0.20338,-0.21491,-0.27257,-0.17618,-0.27154,-0.26729,-0.16475,-0.12287,-0.18622,-0.17575,-0.15062,-0.089534,-0.12645,-0.080797,-0.087321,-0.10655,-0.12853,-0.14327,-0.087118,-0.099387,-0.13549,-0.032525,-0.17499,-0.081917,-0.13006,-0.20245,-0.27042,-0.17138,-0.24513,-0.25403,-0.20365
45,B,False,-0.014585,0.078364,0.056748,0.092663,0.20448,0.0085402,-0.020565,-0.0075668,-0.12281,-0.046037,-0.14317,-0.099548,-0.12839,-0.22791,-0.22791,-0.091481,-0.080853,-0.033407,0.017785,-0.013231,-0.013909,-0.054447,-0.018978,0.10858,-0.0086182,0.060984,0.060328,0.12815,0.19458,0.044515,0.057666,-0.0059855,0.043393,0.1401,0.12184,-0.001771,-0.0015592,-0.15456,0.023124,-0.15645,-0.020955,-0.079669,-0.12052,-0.16056,-0.18855,-0.12053,-0.0611,-0.24936,-0.048321,-0.097661,-0.14913,-0.0014665,0.055923,-0.063315,-0.01643,0.10017,0.015094,0.06402,-0.02489,0.11069,-0.017589,0.22433,0.11417,0.086457,0.12613,0.047836,0.018539,0.038706,0.0046843,0.29581,0.11398,0.10195,0.025674,0.056251,0.18259,0.068365,0.08159,-0.14303,-0.038619,-0.11762,-0.0050443,-0.099282,0.092958,0.044509,0.11013,0.14226,0.23356,0.25493,0.16772,0.18169,0.14757,0.223,0.27512,0.22589,0.20983,0.13893,0.22387,0.091338,0.072281,0.12999,0.12754,0.16285,0.12557,0.15953,0.010532,0.026491,0.061913,0.052597,-0.0037828,0.078484,0.0015562,-0.061267,0.020334,-0.082131,-0.03556,-0.13593,-0.029112,0.007673,-0.15058
46,B,False,0.055057,0.00017849,0.030127,0.027778,0.013006,-0.043346,0.010427,-0.0024248,0.047549,-0.051468,-0.045113,-0.001015,-0.20208,-0.14582,-0.31166,-0.12337,-0.077409,-0.16424,0.06205,-0.018138,0.037707,0.14311,-0.11129,0.071668,0.050028,-0.017522,-0.014735,0.0019501,0.082664,0.19431,0.072385,0.062034,0.073986,0.076365,0.17765,0.13312,0.17659,0.16744,0.098173,0.097016,0.089012,0.23698,0.17485,0.078049,-0.055483,-0.093356,0.041515,0.010825,0.17433,0.088281,0.1612,-0.047955,0.032043,0.075965,0.035366,-0.14539,-0.12748,0.01864,-0.11087,0.12015,0.10789,-0.058336,0.062681,0.090461,-0.065795,0.07491,-0.0090618,0.11505,0.0047694,0.11812,0.054206,0.017134,-0.055853,-0.13292,-0.072769,-0.067912,-0.082549,-0.085953,-0.19104,-0.040726,0.12365,0.093499,-0.10943,0.013814,-0.14972,-0.086101,-0.011948,-0.04118,0.023718,-0.078456,-0.049174,-0.084994,-0.17998,0.039001,-0.080914,-0.024137,-0.16617,-0.028254,0.16042,-0.011662,-0.097181,0.044598,0.006389,0.15671,-0.010754,0.08929,0.077318,-0.038022,0.048653,0.071813,0.087606,0.12129,0.10063,0.083373,0.2138,0.11378,0.0521,-0.0031154,0.10954
47,B,False,-0.096223,-0.22521,-0.14002,-0.29405,-0.20047,-0.30542,-0.13112,-0.25507,-0.27056,-0.38821,-0.29772,-0.27066,-0.084742,-0.050323,-0.0049246,-0.0097681,-0.0022583,-0.030055,-0.044561,-0.022429,-0.14863,-0.02772,0.011453,-0.018669,-0.035479,-0.083784,-0.0039781,-0.023445,0.0049689,0.034103,0.10559,-0.045979,-0.075515,-0.0029448,-0.0864,-0.069895,0.085403,-0.089725,-0.024354,0.11866,0.019161,-0.018379,0.10991,0.044061,0.12047,0.11858,0.10434,0.16079,0.0048336,-0.035681,-0.055469,-0.18826,0.035191,0.16335,-0.095768,0.00013353,0.026571,0.090749,-0.0033855,0.0016626,-0.087831,-0.19198,-0.17963,-0.12977,-0.066371,-0.10063,-0.22035,-0.15429,-0.163,-0.15812,-0.1306,-0.078921,-0.030218,-0.11132,0.014253,-0.027479,-0.092606,-0.011407,0.043372,0.10145,0.08439,0.12173,-0.028125,0.047139,0.13433,0.070659,0.12433,0.070784,0.10109,0.10246,0.099796,0.088065,0.084379,-0.038292,-0.13805,-0.016417,-0.12829,0.015494,-0.11409,-0.015009,0.020828,0.042184,0.026633,-0.083276,0.048305,-0.0089422,0.11399,0.0065536,0.01068,0.10006,0.10166,-0.017424,-0.071557,-0.12086,-0.0089471,-0.084802,0.017664,-0.014156,-0.1267
