,FLARE_TYPE,COINCIDENCE,TOTUSJZ_1,TOTUSJZ_2,TOTUSJZ_3,TOTUSJZ_4,TOTUSJZ_5,TOTUSJZ_6,TOTUSJZ_7,TOTUSJZ_8,TOTUSJZ_9,TOTUSJZ_10,TOTUSJZ_11,TOTUSJZ_12,TOTUSJZ_13,TOTUSJZ_14,TOTUSJZ_15,TOTUSJZ_16,TOTUSJZ_17,TOTUSJZ_18,TOTUSJZ_19,TOTUSJZ_20,TOTUSJZ_21,TOTUSJZ_22,TOTUSJZ_23,TOTUSJZ_24,TOTUSJZ_25,TOTUSJZ_26,TOTUSJZ_27,TOTUSJZ_28,TOTUSJZ_29,TOTUSJZ_30,TOTUSJZ_31,TOTUSJZ_32,TOTUSJZ_33,TOTUSJZ_34,TOTUSJZ_35,TOTUSJZ_36,TOTUSJZ_37,TOTUSJZ_38,TOTUSJZ_39,TOTUSJZ_40,TOTUSJZ_41,TOTUSJZ_42,TOTUSJZ_43,TOTUSJZ_44,TOTUSJZ_45,TOTUSJZ_46,TOTUSJZ_47,TOTUSJZ_48,TOTUSJZ_49,TOTUSJZ_50,TOTUSJZ_51,TOTUSJZ_52,TOTUSJZ_53,TOTUSJZ_54,TOTUSJZ_55,TOTUSJZ_56,TOTUSJZ_57,TOTUSJZ_58,TOTUSJZ_59,TOTUSJZ_60,TOTUSJZ_61,TOTUSJZ_62,TOTUSJZ_63,TOTUSJZ_64,TOTUSJZ_65,TOTUSJZ_66,TOTUSJZ_67,TOTUSJZ_68,TOTUSJZ_69,TOTUSJZ_70,TOTUSJZ_71,TOTUSJZ_72,TOTUSJZ_73,TOTUSJZ_74,TOTUSJZ_75,TOTUSJZ_76,TOTUSJZ_77,TOTUSJZ_78,TOTUSJZ_79,TOTUSJZ_80,TOTUSJZ_81,TOTUSJZ_82,TOTUSJZ_83,TOTUSJZ_84,TOTUSJZ_85,TOTUSJZ_86,TOTUSJZ_87,TOTUSJZ_88,TOTUSJZ_89,TOTUSJZ_90,TOTUSJZ_91,TOTUSJZ_92,TOTUSJZ_93,TOTUSJZ_94,TOTUSJZ_95,TOTUSJZ_96,TOTUSJZ_97,TOTUSJZ_98,TOTUSJZ_99,TOTUSJZ_100,TOTUSJZ_101,TOTUSJZ_102,TOTUSJZ_103,TOTUSJZ_104,TOTUSJZ_105,TOTUSJZ_106,TOTUSJZ_107,TOTUSJZ_108,TOTUSJZ_109,TOTUSJZ_110,TOTUSJZ_111,TOTUSJZ_112,TOTUSJZ_113,TOTUSJZ_114,TOTUSJZ_115,TOTUSJZ_116,TOTUSJZ_117,TOTUSJZ_118,TOTUSJZ_119
23,B,False,5259400000000.0,5510700000000.0,5390900000000.0,5524100000000.0,5870300000000.0,5757800000000.0,6061600000000.0,5882500000000.0,6063000000000.0,6168000000000.0,6177000000000.0,6405100000000.0,6491400000000.0,6283400000000.0,6321000000000.0,6287600000000.0,6465000000000.0,6235400000000.0,6483000000000.0,6253600000000.0,6075400000000.0,6313700000000.0,6038200000000.0,6113000000000.0,5984200000000.0,6525400000000.0,6522800000000.0,6592600000000.0,6451200000000.0,6110200000000.0,6467700000000.0,6394200000000.0,6628000000000.0,6716800000000.0,6876600000000.0,6736300000000.0,6679300000000.0,6762500000000.0,6690500000000.0,6980300000000.0,6783800000000.0,6880200000000.0,6836300000000.0,6760200000000.0,6888000000000.0,6715900000000.0,6690400000000.0,6969800000000.0,7012400000000.0,6583100000000.0,6695400000000.0,6966400000000.0,7206200000000.0,7256100000000.0,7509800000000.0,7374400000000.0,7406000000000.0,7306200000000.0,7059100000000.0,7248600000000.0,7075600000000.0,7186300000000.0,7401700000000.0,7185000000000.0,7252900000000.0,7152100000000.0,7046600000000.0,7168100000000.0,7043600000000.0,6989500000000.0,6806300000000.0,6831500000000.0,6765900000000.0,6706200000000.0,6608700000000.0,6712000000000.0,6671500000000.0,6582300000000.0,6433100000000.0,6385000000000.0,6467300000000.0,6335500000000.0,6108500000000.0,6185000000000.0,5947700000000.0,6050900000000.0,5888600000000.0,5866700000000.0,5878400000000.0,5804000000000.0,6016900000000.0,6072500000000.0,6090100000000.0,6023400000000.0,6002100000000.0,5908700000000.0,5931400000000.0,6051800000000.0,6068900000000.0,5831800000000.0,5901100000000.0,6138400000000.0,6047400000000.0,5875200000000.0,6003800000000.0,6054200000000.0,5937200000000.0,5812600000000.0,5631900000000.0,5485400000000.0,5514300000000.0,5465900000000.0,5563800000000.0,5600000000000.0,5499100000000.0,5293100000000.0,5273700000000.0,5398600000000.0,5210300000000.0
24,B,False,14340000000000.0,13966000000000.0,14145000000000.0,14021000000000.0,13879000000000.0,13885000000000.0,13931000000000.0,13774000000000.0,13958000000000.0,14147000000000.0,13967000000000.0,13790000000000.0,13852000000000.0,13936000000000.0,14042000000000.0,13811000000000.0,13531000000000.0,13793000000000.0,13687000000000.0,13699000000000.0,13577000000000.0,13747000000000.0,13554000000000.0,13735000000000.0,13560000000000.0,14034000000000.0,13904000000000.0,13805000000000.0,13924000000000.0,13859000000000.0,13736000000000.0,13693000000000.0,13567000000000.0,13496000000000.0,13099000000000.0,12735000000000.0,12722000000000.0,12479000000000.0,12612000000000.0,12985000000000.0,12431000000000.0,12488000000000.0,12267000000000.0,12245000000000.0,12393000000000.0,12503000000000.0,12509000000000.0,12303000000000.0,12192000000000.0,12316000000000.0,12512000000000.0,12702000000000.0,12767000000000.0,12771000000000.0,12718000000000.0,12470000000000.0,12401000000000.0,12101000000000.0,12000000000000.0,11947000000000.0,11701000000000.0,11651000000000.0,11606000000000.0,11925000000000.0,11650000000000.0,11357000000000.0,11391000000000.0,11287000000000.0,11234000000000.0,11272000000000.0,11194000000000.0,11276000000000.0,11499000000000.0,11524000000000.0,11494000000000.0,11407000000000.0,11674000000000.0,11970000000000.0,11789000000000.0,11667000000000.0,11938000000000.0,11609000000000.0,11588000000000.0,11475000000000.0,11088000000000.0,11233000000000.0,11004000000000.0,11133000000000.0,10952000000000.0,10746000000000.0,10702000000000.0,10528000000000.0,10535000000000.0,10567000000000.0,10537000000000.0,10706000000000.0,10404000000000.0,10503000000000.0,10363000000000.0,10482000000000.0,10533000000000.0,10464000000000.0,10492000000000.0,10498000000000.0,10707000000000.0,10418000000000.0,10569000000000.0,10247000000000.0,9892600000000.0,10227000000000.0,9921500000000.0,10145000000000.0,10087000000000.0,10141000000000.0,10129000000000.0,10026000000000.0,9660800000000.0,10077000000000.0,9802000000000.0
25,B,False,2707100000000.0,2703700000000.0,2679200000000.0,2820800000000.0,2860100000000.0,2829800000000.0,2922700000000.0,3036200000000.0,3156600000000.0,3095300000000.0,3023000000000.0,3079200000000.0,3121800000000.0,3187200000000.0,3322400000000.0,3500100000000.0,3708900000000.0,3861200000000.0,4040000000000.0,3977500000000.0,4175200000000.0,4065200000000.0,3911300000000.0,3733900000000.0,3707300000000.0,3683500000000.0,3559700000000.0,3484100000000.0,3460300000000.0,3596700000000.0,3589600000000.0,3691300000000.0,3637600000000.0,3576800000000.0,3812300000000.0,3503200000000.0,3597500000000.0,3688400000000.0,3732000000000.0,3878600000000.0,3869500000000.0,3931200000000.0,3858800000000.0,4040200000000.0,4002900000000.0,4073300000000.0,4127000000000.0,4055800000000.0,3977900000000.0,3866800000000.0,4060600000000.0,4087500000000.0,4187800000000.0,4129500000000.0,4215900000000.0,4230200000000.0,4400100000000.0,4594400000000.0,4395900000000.0,4371000000000.0,4561400000000.0,4720200000000.0,4777700000000.0,4852300000000.0,4937600000000.0,4977500000000.0,4983200000000.0,4894400000000.0,4845700000000.0,4743600000000.0,4900700000000.0,4622600000000.0,4928900000000.0,5182800000000.0,5171200000000.0,5295400000000.0,5378200000000.0,5817400000000.0,6181500000000.0,5902600000000.0,6416000000000.0,6991600000000.0,7088200000000.0,7634000000000.0,7762200000000.0,7688800000000.0,7308900000000.0,7099200000000.0,7215500000000.0,7285600000000.0,7368200000000.0,6971700000000.0,6860800000000.0,6767600000000.0,6745300000000.0,6855500000000.0,6717600000000.0,6615300000000.0,6650700000000.0,6789100000000.0,6667500000000.0,6941400000000.0,7115600000000.0,7150500000000.0,7218800000000.0,7462400000000.0,7651400000000.0,7972100000000.0,7842000000000.0,7924200000000.0,8107000000000.0,8122400000000.0,8484300000000.0,8063200000000.0,7782500000000.0,8041100000000.0,8342700000000.0,8187700000000.0,8280300000000.0
26,B,False,9636000000000.0,9839900000000.0,9639500000000.0,9754300000000.0,9889200000000.0,9613300000000.0,9693000000000.0,9790600000000.0,9534700000000.0,9351600000000.0,9350400000000.0,9404200000000.0,9545800000000.0,9477900000000.0,9460800000000.0,9470300000000.0,9727500000000.0,9715900000000.0,9692300000000.0,9670300000000.0,9883400000000.0,9625700000000.0,9665600000000.0,9302900000000.0,9710200000000.0,9787800000000.0,9521200000000.0,9280000000000.0,9325900000000.0,9458200000000.0,9028000000000.0,9025700000000.0,8858200000000.0,9037300000000.0,9324200000000.0,9209800000000.0,9354700000000.0,9471900000000.0,9322600000000.0,9496800000000.0,9561700000000.0,9742100000000.0,9502100000000.0,9642200000000.0,9473300000000.0,9616000000000.0,9749400000000.0,9549100000000.0,9507500000000.0,9489700000000.0,9386100000000.0,9520400000000.0,9089200000000.0,9362700000000.0,9174700000000.0,9367800000000.0,9570000000000.0,9387100000000.0,9617000000000.0,9540200000000.0,9683200000000.0,9310400000000.0,9514800000000.0,9721800000000.0,9908100000000.0,9940300000000.0,10038000000000.0,9883100000000.0,9900700000000.0,10217000000000.0,10334000000000.0,10475000000000.0,10280000000000.0,10501000000000.0,10385000000000.0,10368000000000.0,10538000000000.0,10442000000000.0,10263000000000.0,10071000000000.0,10053000000000.0,10455000000000.0,10374000000000.0,10226000000000.0,10050000000000.0,10041000000000.0,9912400000000.0,9677000000000.0,9625000000000.0,9969400000000.0,9948300000000.0,10260000000000.0,10492000000000.0,10615000000000.0,10423000000000.0,10250000000000.0,10314000000000.0,10370000000000.0,10201000000000.0,9947100000000.0,9728600000000.0,9787200000000.0,10037000000000.0,10199000000000.0,10072000000000.0,9985600000000.0,10007000000000.0,9774300000000.0,10052000000000.0,10504000000000.0,10315000000000.0,10459000000000.0,10508000000000.0,10182000000000.0,10261000000000.0,10333000000000.0,10521000000000.0,9901000000000.0,9959100000000.0
27,B,False,2831000000000.0,2785100000000.0,2813300000000.0,2818400000000.0,2809300000000.0,2865600000000.0,2744800000000.0,2660200000000.0,2770800000000.0,2716500000000.0,2892300000000.0,2775200000000.0,2737200000000.0,2829600000000.0,2912300000000.0,2898300000000.0,2879900000000.0,2783600000000.0,2863400000000.0,2810200000000.0,2707800000000.0,2746900000000.0,2815000000000.0,2858300000000.0,3072800000000.0,3046600000000.0,3119600000000.0,3036500000000.0,3011300000000.0,3185300000000.0,3215500000000.0,3136600000000.0,3105000000000.0,3158600000000.0,3016600000000.0,3093100000000.0,3097400000000.0,3082200000000.0,3148300000000.0,3001500000000.0,3061400000000.0,3196300000000.0,3141300000000.0,3056700000000.0,3115200000000.0,3107600000000.0,3011100000000.0,3114700000000.0,3143700000000.0,3180000000000.0,3143200000000.0,3066300000000.0,2967700000000.0,3092000000000.0,3195500000000.0,3229200000000.0,3169800000000.0,3139600000000.0,3324700000000.0,3398900000000.0,3288400000000.0,3452800000000.0,3434400000000.0,3463200000000.0,3330900000000.0,3469900000000.0,3448700000000.0,3393300000000.0,3355200000000.0,3461200000000.0,3363200000000.0,3175100000000.0,3252800000000.0,3243700000000.0,3253000000000.0,3298700000000.0,3424600000000.0,3308700000000.0,3363200000000.0,3272100000000.0,3088600000000.0,3122700000000.0,3085300000000.0,3077300000000.0,3105100000000.0,3087900000000.0,2956100000000.0,3096000000000.0,3205600000000.0,3137000000000.0,3102000000000.0,3121100000000.0,3203700000000.0,3246800000000.0,3240400000000.0,3006900000000.0,3129400000000.0,2932000000000.0,2930300000000.0,2849100000000.0,2956000000000.0,2942500000000.0,2879300000000.0,2841200000000.0,2832100000000.0,2854200000000.0,2704500000000.0,2827200000000.0,2811800000000.0,2779500000000.0,2737800000000.0,2780200000000.0,2674500000000.0,2669700000000.0,2775700000000.0,2896000000000.0,2813800000000.0,2789400000000.0,2843800000000.0
28,B,False,5999900000000.0,6255000000000.0,6075100000000.0,6071000000000.0,6041500000000.0,6185500000000.0,5984900000000.0,6234600000000.0,6345200000000.0,6476100000000.0,6506300000000.0,6269600000000.0,6250400000000.0,6212800000000.0,6275600000000.0,6532600000000.0,6794200000000.0,6814300000000.0,6320900000000.0,6394000000000.0,6737500000000.0,6763500000000.0,6815200000000.0,6904200000000.0,6697900000000.0,6579200000000.0,6388100000000.0,6563600000000.0,6522100000000.0,6372900000000.0,6558400000000.0,6532800000000.0,6248500000000.0,6517500000000.0,6354300000000.0,6368700000000.0,6496300000000.0,6646000000000.0,6634500000000.0,6864500000000.0,6946000000000.0,6698800000000.0,6825400000000.0,6941600000000.0,6780400000000.0,6746700000000.0,6719700000000.0,6582700000000.0,6854200000000.0,6688400000000.0,6597500000000.0,6523100000000.0,6536800000000.0,6603700000000.0,6583200000000.0,6611700000000.0,6856700000000.0,6859500000000.0,7029000000000.0,6917200000000.0,7048900000000.0,6992300000000.0,6905700000000.0,6959900000000.0,6989600000000.0,7203900000000.0,7018700000000.0,6966700000000.0,6914700000000.0,6978300000000.0,7124700000000.0,7175100000000.0,7102400000000.0,7080400000000.0,7248700000000.0,7156100000000.0,7272100000000.0,7104900000000.0,6974100000000.0,7065100000000.0,7130300000000.0,6827300000000.0,6712600000000.0,6950500000000.0,6554200000000.0,6851400000000.0,6962000000000.0,6964100000000.0,6988800000000.0,7078100000000.0,6972500000000.0,6968900000000.0,7221200000000.0,7024400000000.0,6893500000000.0,7085600000000.0,7259600000000.0,7460800000000.0,7280400000000.0,7292400000000.0,7450900000000.0,7352000000000.0,7269900000000.0,7610100000000.0,7539800000000.0,7348600000000.0,7353400000000.0,6942000000000.0,6928000000000.0,6955800000000.0,6917200000000.0,7251000000000.0,7405000000000.0,7046200000000.0,6974500000000.0,7234800000000.0,6982100000000.0,7126400000000.0,7070600000000.0
29,B,True,6996800000000.0,6625700000000.0,6634400000000.0,6453600000000.0,6814300000000.0,6869400000000.0,6815400000000.0,6866300000000.0,6543500000000.0,6814700000000.0,6868000000000.0,6722000000000.0,6459800000000.0,6499500000000.0,6646700000000.0,6965900000000.0,6666600000000.0,6877900000000.0,6671900000000.0,6811400000000.0,6826800000000.0,6499300000000.0,6678500000000.0,6592300000000.0,6887200000000.0,7019300000000.0,6672600000000.0,6585500000000.0,6448000000000.0,6691500000000.0,6953600000000.0,7024000000000.0,7256700000000.0,7309500000000.0,7440500000000.0,7348100000000.0,7091200000000.0,7148200000000.0,7086800000000.0,7078800000000.0,6872000000000.0,6895200000000.0,6551800000000.0,6186500000000.0,6264600000000.0,6221700000000.0,6306000000000.0,5839700000000.0,6075300000000.0,6321700000000.0,6274600000000.0,6203900000000.0,6228500000000.0,6266300000000.0,6498700000000.0,6616000000000.0,6576800000000.0,6442900000000.0,6351100000000.0,6514300000000.0,6552100000000.0,6580300000000.0,6464900000000.0,6502000000000.0,6472600000000.0,6364100000000.0,6383400000000.0,6427600000000.0,6238800000000.0,6304200000000.0,6504100000000.0,6218800000000.0,6285300000000.0,6243500000000.0,6176100000000.0,6066500000000.0,6033200000000.0,6274600000000.0,6045300000000.0,5937700000000.0,6047800000000.0,6224200000000.0,6215600000000.0,6007700000000.0,6023600000000.0,6032500000000.0,6268800000000.0,6150000000000.0,6155600000000.0,5979000000000.0,6015600000000.0,5701200000000.0,5808300000000.0,5723100000000.0,5884600000000.0,6155000000000.0,5969100000000.0,6001700000000.0,5887100000000.0,6029800000000.0,5969500000000.0,5779500000000.0,6074700000000.0,6181000000000.0,6301600000000.0,6325900000000.0,6245400000000.0,6279800000000.0,6372700000000.0,6451900000000.0,6315300000000.0,6336500000000.0,6405100000000.0,6237700000000.0,6305100000000.0,6122600000000.0,5914700000000.0,6239000000000.0,6013100000000.0
30,B,False,9281900000000.0,8897700000000.0,8574900000000.0,8626300000000.0,8362500000000.0,8174900000000.0,8164400000000.0,8337400000000.0,8424800000000.0,8321700000000.0,8804400000000.0,8546500000000.0,8366000000000.0,8363100000000.0,8609200000000.0,8517800000000.0,8890700000000.0,8654400000000.0,8676500000000.0,9113700000000.0,8827300000000.0,8533600000000.0,8584200000000.0,8580600000000.0,8575200000000.0,8597800000000.0,8448900000000.0,8166200000000.0,8471500000000.0,8380700000000.0,8315100000000.0,8256900000000.0,8081200000000.0,8188000000000.0,8182200000000.0,8261300000000.0,8178400000000.0,7979300000000.0,8054300000000.0,8011900000000.0,8253300000000.0,7992200000000.0,8223500000000.0,7888800000000.0,7796700000000.0,8284700000000.0,8513500000000.0,8086000000000.0,8192600000000.0,8051600000000.0,8204600000000.0,8018200000000.0,8139200000000.0,7893700000000.0,7822800000000.0,7742600000000.0,8024100000000.0,7770100000000.0,7647500000000.0,7944000000000.0,7999000000000.0,8090800000000.0,8285000000000.0,8143000000000.0,8214600000000.0,8321100000000.0,8333600000000.0,8193600000000.0,8416600000000.0,8645600000000.0,8862600000000.0,8612700000000.0,8800400000000.0,8721600000000.0,8530000000000.0,8585600000000.0,8588600000000.0,8701900000000.0,8552400000000.0,8309400000000.0,8483400000000.0,8391300000000.0,8602700000000.0,8606900000000.0,8611600000000.0,8760700000000.0,8725700000000.0,8685800000000.0,8555800000000.0,8794100000000.0,8937900000000.0,8808600000000.0,8895800000000.0,8624600000000.0,8613800000000.0,8726800000000.0,8361300000000.0,8227600000000.0,8227300000000.0,8410600000000.0,8284400000000.0,8150900000000.0,8228200000000.0,8405500000000.0,8401000000000.0,8355200000000.0,8231900000000.0,8209700000000.0,8241100000000.0,8497500000000.0,8600600000000.0,8830500000000.0,8801400000000.0,8871200000000.0,9202700000000.0,9293100000000.0,9257000000000.0,9122700000000.0,9058300000000.0
31,B,False,9521800000000.0,9325300000000.0,9179100000000.0,9166100000000.0,9084000000000.0,8960200000000.0,8910900000000.0,8941700000000.0,9087800000000.0,9097000000000.0,9860700000000.0,9834500000000.0,9578900000000.0,9639000000000.0,9770000000000.0,9779100000000.0,9839600000000.0,9499200000000.0,9527100000000.0,9529200000000.0,10017000000000.0,9826700000000.0,9807200000000.0,9690800000000.0,9718600000000.0,9575100000000.0,9341000000000.0,9476700000000.0,9454300000000.0,9380800000000.0,9311400000000.0,9328200000000.0,8934100000000.0,9054800000000.0,8905900000000.0,8982400000000.0,9131400000000.0,9224100000000.0,8520700000000.0,8598900000000.0,8668700000000.0,8597800000000.0,8585300000000.0,8569500000000.0,8661800000000.0,8864400000000.0,8535200000000.0,8386600000000.0,8447200000000.0,8264900000000.0,8310800000000.0,7997600000000.0,8206400000000.0,8091900000000.0,8338400000000.0,8258800000000.0,8255600000000.0,8375800000000.0,8248300000000.0,8140200000000.0,8240600000000.0,8313700000000.0,8393400000000.0,8190600000000.0,8070300000000.0,8075500000000.0,8177500000000.0,8356800000000.0,8096900000000.0,8612700000000.0,8308200000000.0,8322500000000.0,8296200000000.0,8477400000000.0,8240600000000.0,8258000000000.0,8127700000000.0,8053600000000.0,8124100000000.0,8066200000000.0,8131100000000.0,8162600000000.0,8132600000000.0,8143000000000.0,7687800000000.0,7757200000000.0,7556700000000.0,7669700000000.0,7647700000000.0,7560300000000.0,7227600000000.0,7535700000000.0,7403900000000.0,7270000000000.0,7028100000000.0,7300600000000.0,7135900000000.0,7012800000000.0,7134900000000.0,7119100000000.0,7270600000000.0,7210900000000.0,7177900000000.0,7063400000000.0,7098100000000.0,7184000000000.0,7063500000000.0,6997900000000.0,7132900000000.0,7130000000000.0,7314400000000.0,6945200000000.0,6986000000000.0,7121000000000.0,7028700000000.0,6784500000000.0,6737200000000.0,6809100000000.0,6758100000000.0
32,B,False,9849900000000.0,10027000000000.0,9911800000000.0,10131000000000.0,10204000000000.0,9803400000000.0,9779200000000.0,9589100000000.0,9682800000000.0,9524800000000.0,9490800000000.0,9606700000000.0,9401700000000.0,9564300000000.0,9398800000000.0,9754700000000.0,9564200000000.0,9604100000000.0,9537600000000.0,9864600000000.0,9994200000000.0,9733700000000.0,10089000000000.0,9887000000000.0,10289000000000.0,10377000000000.0,10380000000000.0,10334000000000.0,10172000000000.0,10544000000000.0,10128000000000.0,10437000000000.0,10163000000000.0,10503000000000.0,10409000000000.0,10701000000000.0,10557000000000.0,10450000000000.0,10394000000000.0,10257000000000.0,10234000000000.0,10028000000000.0,10077000000000.0,10321000000000.0,10263000000000.0,9993300000000.0,10022000000000.0,9435500000000.0,9484100000000.0,9708400000000.0,9688000000000.0,9737300000000.0,9602000000000.0,9853400000000.0,9611600000000.0,9783700000000.0,9901900000000.0,10160000000000.0,10448000000000.0,10231000000000.0,9983100000000.0,10388000000000.0,10506000000000.0,10855000000000.0,10849000000000.0,10814000000000.0,10871000000000.0,10853000000000.0,10736000000000.0,10470000000000.0,10269000000000.0,10405000000000.0,10320000000000.0,10427000000000.0,10392000000000.0,10623000000000.0,10567000000000.0,10524000000000.0,10741000000000.0,10954000000000.0,10674000000000.0,10202000000000.0,10336000000000.0,10533000000000.0,10449000000000.0,10469000000000.0,10568000000000.0,10270000000000.0,10617000000000.0,10538000000000.0,10560000000000.0,10534000000000.0,10473000000000.0,10296000000000.0,10197000000000.0,10265000000000.0,10275000000000.0,10174000000000.0,10414000000000.0,10334000000000.0,10325000000000.0,10196000000000.0,10405000000000.0,10571000000000.0,10267000000000.0,10557000000000.0,10302000000000.0,10520000000000.0,10670000000000.0,10513000000000.0,10582000000000.0,10741000000000.0,10802000000000.0,10664000000000.0,10815000000000.0,10611000000000.0,10637000000000.0,10380000000000.0,10506000000000.0
33,B,False,13023000000000.0,12579000000000.0,12793000000000.0,12873000000000.0,12626000000000.0,12973000000000.0,13025000000000.0,13255000000000.0,13481000000000.0,13414000000000.0,13888000000000.0,13919000000000.0,14014000000000.0,14409000000000.0,14851000000000.0,15028000000000.0,14828000000000.0,14995000000000.0,15147000000000.0,15208000000000.0,15227000000000.0,14959000000000.0,14406000000000.0,14337000000000.0,14126000000000.0,14079000000000.0,13846000000000.0,13784000000000.0,13344000000000.0,13312000000000.0,13184000000000.0,12937000000000.0,12995000000000.0,13301000000000.0,13555000000000.0,13615000000000.0,13622000000000.0,13603000000000.0,13857000000000.0,14087000000000.0,14137000000000.0,14226000000000.0,14356000000000.0,14377000000000.0,14741000000000.0,14820000000000.0,14866000000000.0,15425000000000.0,15581000000000.0,16023000000000.0,16222000000000.0,15701000000000.0,15961000000000.0,15683000000000.0,15593000000000.0,15681000000000.0,15294000000000.0,14856000000000.0,14542000000000.0,14509000000000.0,14188000000000.0,14276000000000.0,14288000000000.0,13795000000000.0,13838000000000.0,13472000000000.0,13228000000000.0,13296000000000.0,13472000000000.0,13314000000000.0,13348000000000.0,13595000000000.0,13537000000000.0,13683000000000.0,13581000000000.0,14023000000000.0,13765000000000.0,14211000000000.0,14200000000000.0,14437000000000.0,14343000000000.0,14195000000000.0,14169000000000.0,13820000000000.0,13999000000000.0,13631000000000.0,13694000000000.0,13584000000000.0,13451000000000.0,13513000000000.0,13443000000000.0,13618000000000.0,13502000000000.0,13429000000000.0,13703000000000.0,13810000000000.0,13680000000000.0,13857000000000.0,14004000000000.0,13784000000000.0,14001000000000.0,14003000000000.0,13740000000000.0,14140000000000.0,14059000000000.0,14326000000000.0,14240000000000.0,14275000000000.0,14342000000000.0,14435000000000.0,13975000000000.0,14340000000000.0,13966000000000.0,14145000000000.0,14021000000000.0,13879000000000.0,13885000000000.0,13931000000000.0,13774000000000.0
34,B,False,6815400000000.0,6866300000000.0,6543500000000.0,6814700000000.0,6868000000000.0,6722000000000.0,6459800000000.0,6499500000000.0,6646700000000.0,6965900000000.0,6666600000000.0,6877900000000.0,6671900000000.0,6811400000000.0,6826800000000.0,6499300000000.0,6678500000000.0,6592300000000.0,6887200000000.0,7019300000000.0,6672600000000.0,6585500000000.0,6448000000000.0,6691500000000.0,6953600000000.0,7024000000000.0,7256700000000.0,7309500000000.0,7440500000000.0,7348100000000.0,7091200000000.0,7148200000000.0,7086800000000.0,7078800000000.0,6872000000000.0,6895200000000.0,6551800000000.0,6186500000000.0,6264600000000.0,6221700000000.0,6306000000000.0,5839700000000.0,6075300000000.0,6321700000000.0,6274600000000.0,6203900000000.0,6228500000000.0,6266300000000.0,6498700000000.0,6616000000000.0,6576800000000.0,6442900000000.0,6351100000000.0,6514300000000.0,6552100000000.0,6580300000000.0,6464900000000.0,6502000000000.0,6472600000000.0,6364100000000.0,6383400000000.0,6427600000000.0,6238800000000.0,6304200000000.0,6504100000000.0,6218800000000.0,6285300000000.0,6243500000000.0,6176100000000.0,6066500000000.0,6033200000000.0,6274600000000.0,6045300000000.0,5937700000000.0,6047800000000.0,6224200000000.0,6215600000000.0,6007700000000.0,6023600000000.0,6032500000000.0,6268800000000.0,6150000000000.0,6155600000000.0,5979000000000.0,6015600000000.0,5701200000000.0,5808300000000.0,5723100000000.0,5884600000000.0,6155000000000.0,5969100000000.0,6001700000000.0,5887100000000.0,6029800000000.0,5969500000000.0,5779500000000.0,6074700000000.0,6181000000000.0,6301600000000.0,6325900000000.0,6245400000000.0,6279800000000.0,6372700000000.0,6451900000000.0,6315300000000.0,6336500000000.0,6405100000000.0,6237700000000.0,6305100000000.0,6122600000000.0,5914700000000.0,6239000000000.0,6013100000000.0,6019200000000.0,5992800000000.0,6053500000000.0,6045000000000.0,5988200000000.0,5911700000000.0
35,B,True,8602400000000.0,8314900000000.0,8201500000000.0,8335100000000.0,8392400000000.0,8330500000000.0,8437300000000.0,8473500000000.0,8712600000000.0,8862700000000.0,9083600000000.0,8597900000000.0,8584000000000.0,8577600000000.0,8111700000000.0,8065100000000.0,8230100000000.0,8115000000000.0,8090900000000.0,8213400000000.0,7972600000000.0,7943800000000.0,7746700000000.0,7841100000000.0,7913300000000.0,7841300000000.0,8023200000000.0,7908400000000.0,8097400000000.0,8170600000000.0,7866100000000.0,7981300000000.0,7902000000000.0,7995700000000.0,8002500000000.0,8247900000000.0,8173800000000.0,8183900000000.0,8048500000000.0,7850100000000.0,7876300000000.0,8110300000000.0,7957400000000.0,7972800000000.0,7887300000000.0,8229900000000.0,7949900000000.0,8147100000000.0,8061800000000.0,8128800000000.0,8381300000000.0,8184600000000.0,8350700000000.0,8439400000000.0,8461500000000.0,8303800000000.0,8374200000000.0,8481600000000.0,8268000000000.0,8191300000000.0,8418200000000.0,8161300000000.0,8246900000000.0,8260200000000.0,8349400000000.0,8418900000000.0,8465900000000.0,8433000000000.0,8442800000000.0,8272400000000.0,8481300000000.0,8490900000000.0,8551200000000.0,8623300000000.0,8667400000000.0,8428300000000.0,8299000000000.0,8447600000000.0,8064300000000.0,7961800000000.0,8098600000000.0,8114000000000.0,8080500000000.0,7692800000000.0,7610700000000.0,7775000000000.0,7660600000000.0,7532500000000.0,7564500000000.0,7662900000000.0,7852400000000.0,7643100000000.0,7565800000000.0,7421000000000.0,7529100000000.0,7583900000000.0,7685200000000.0,7592000000000.0,7705300000000.0,7760100000000.0,7773200000000.0,7845800000000.0,7843800000000.0,8103900000000.0,8096800000000.0,8086600000000.0,7921500000000.0,7923800000000.0,7917600000000.0,7844100000000.0,8144500000000.0,7957000000000.0,8355800000000.0,8364600000000.0,8364300000000.0,8186000000000.0,8144000000000.0,7920900000000.0,7860200000000.0
