,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5,MEANGAM_6,MEANGAM_7,MEANGAM_8,MEANGAM_9,MEANGAM_10,MEANGAM_11,MEANGAM_12,MEANGAM_13,MEANGAM_14,MEANGAM_15,MEANGAM_16,MEANGAM_17,MEANGAM_18,MEANGAM_19,MEANGAM_20,MEANGAM_21,MEANGAM_22,MEANGAM_23,MEANGAM_24,MEANGAM_25,MEANGAM_26,MEANGAM_27,MEANGAM_28,MEANGAM_29,MEANGAM_30,MEANGAM_31,MEANGAM_32,MEANGAM_33,MEANGAM_34,MEANGAM_35,MEANGAM_36,MEANGAM_37,MEANGAM_38,MEANGAM_39,MEANGAM_40,MEANGAM_41,MEANGAM_42,MEANGAM_43,MEANGAM_44,MEANGAM_45,MEANGAM_46,MEANGAM_47,MEANGAM_48,MEANGAM_49,MEANGAM_50,MEANGAM_51,MEANGAM_52,MEANGAM_53,MEANGAM_54,MEANGAM_55,MEANGAM_56,MEANGAM_57,MEANGAM_58,MEANGAM_59,MEANGAM_60,MEANGAM_61,MEANGAM_62,MEANGAM_63,MEANGAM_64,MEANGAM_65,MEANGAM_66,MEANGAM_67,MEANGAM_68,MEANGAM_69,MEANGAM_70,MEANGAM_71,MEANGAM_72,MEANGAM_73,MEANGAM_74,MEANGAM_75,MEANGAM_76,MEANGAM_77,MEANGAM_78,MEANGAM_79,MEANGAM_80,MEANGAM_81,MEANGAM_82,MEANGAM_83,MEANGAM_84,MEANGAM_85,MEANGAM_86,MEANGAM_87,MEANGAM_88,MEANGAM_89,MEANGAM_90,MEANGAM_91,MEANGAM_92,MEANGAM_93,MEANGAM_94,MEANGAM_95,MEANGAM_96,MEANGAM_97,MEANGAM_98,MEANGAM_99,MEANGAM_100,MEANGAM_101,MEANGAM_102,MEANGAM_103,MEANGAM_104,MEANGAM_105,MEANGAM_106,MEANGAM_107,MEANGAM_108,MEANGAM_109,MEANGAM_110,MEANGAM_111,MEANGAM_112,MEANGAM_113,MEANGAM_114,MEANGAM_115,MEANGAM_116,MEANGAM_117
136,M,True,53.24,53.693,53.787,53.792,53.677,53.813,53.736,53.702,53.638,53.827,53.684,53.498,53.746,53.711,53.612,53.594,53.515,53.814,53.826,53.823,53.768,53.756,53.834,54.056,54.213,54.201,54.258,54.139,54.051,54.191,54.318,54.074,54.151,54.305,54.251,54.368,54.418,54.305,54.189,54.134,54.355,54.384,54.454,54.465,54.324,54.039,54.122,53.938,53.915,54.088,53.949,54.087,54.102,54.324,54.267,54.198,54.312,54.415,54.254,54.172,54.201,54.39,54.446,54.449,54.22,54.346,54.431,54.564,54.599,54.703,54.579,54.474,54.512,54.566,54.575,54.531,54.594,54.772,54.607,54.609,54.665,54.73,54.741,54.758,54.9,54.892,54.781,55.022,55.044,55.034,55.079,55.143,55.006,54.931,55.028,54.687,54.79,54.853,54.671,54.569,54.45,54.79,55.034,55.079,55.007,55.171,55.274,55.328,55.531,55.639,55.567,55.816,56.023,56.099,56.223,56.169,56.362
137,M,False,54.122,53.938,53.915,54.088,53.949,54.087,54.102,54.324,54.267,54.198,54.312,54.415,54.254,54.172,54.201,54.39,54.446,54.449,54.22,54.346,54.431,54.564,54.599,54.703,54.579,54.474,54.512,54.566,54.575,54.531,54.594,54.772,54.607,54.609,54.665,54.73,54.741,54.758,54.9,54.892,54.781,55.022,55.044,55.034,55.079,55.143,55.006,54.931,55.028,54.687,54.79,54.853,54.671,54.569,54.45,54.79,55.034,55.079,55.007,55.171,55.274,55.328,55.531,55.639,55.567,55.816,56.023,56.099,56.223,56.169,56.362,56.331,56.495,56.344,56.201,56.209,56.409,56.488,56.338,56.257,56.297,56.214,56.111,56.37,56.494,56.463,56.5,56.604,56.838,56.845,56.895,56.909,56.911,56.72,56.691,56.695,56.636,56.604,56.646,56.854,56.925,56.856,57.028,57.231,57.328,57.369,57.357,57.306,57.336,57.3,57.29,57.172,57.218,57.14,57.17,57.031,56.852
138,M,False,54.346,54.431,54.564,54.599,54.703,54.579,54.474,54.512,54.566,54.575,54.531,54.594,54.772,54.607,54.609,54.665,54.73,54.741,54.758,54.9,54.892,54.781,55.022,55.044,55.034,55.079,55.143,55.006,54.931,55.028,54.687,54.79,54.853,54.671,54.569,54.45,54.79,55.034,55.079,55.007,55.171,55.274,55.328,55.531,55.639,55.567,55.816,56.023,56.099,56.223,56.169,56.362,56.331,56.495,56.344,56.201,56.209,56.409,56.488,56.338,56.257,56.297,56.214,56.111,56.37,56.494,56.463,56.5,56.604,56.838,56.845,56.895,56.909,56.911,56.72,56.691,56.695,56.636,56.604,56.646,56.854,56.925,56.856,57.028,57.231,57.328,57.369,57.357,57.306,57.336,57.3,57.29,57.172,57.218,57.14,57.17,57.031,56.852,56.652,56.343,56.615,56.749,56.529,56.725,56.698,56.931,57.018,57.101,57.072,56.997,57.015,57.137,57.041,56.937,57.14,57.096,57.147
139,M,True,57.069,57.127,57.142,57.2,57.213,57.166,57.06,56.974,56.959,56.876,56.716,56.618,56.294,56.435,56.289,56.169,56.332,56.466,56.683,56.602,56.649,56.623,56.924,56.966,56.967,57.077,57.176,57.243,57.182,57.239,57.203,57.245,57.173,57.216,57.211,57.165,57.161,57.294,57.363,57.358,57.068,57.085,57.332,57.115,57.163,57.192,57.222,57.162,57.144,57.02,57.072,56.933,57.047,57.042,56.993,56.921,56.837,57.001,56.913,56.822,56.87,56.912,56.886,56.802,56.752,56.688,56.697,56.776,56.6,56.485,56.459,56.002,55.935,55.921,57.415,55.993,56.137,56.177,56.35,56.381,56.429,56.558,56.503,56.599,56.519,56.393,56.315,56.672,56.555,56.622,56.651,56.609,56.458,56.523,56.296,56.39,56.519,56.335,56.271,56.183,56.433,56.562,56.441,56.351,56.435,56.342,56.125,56.013,56.076,55.99,56.097,56.058,56.081,56.001,55.998,56.028,55.876
140,M,True,57.243,57.182,57.239,57.203,57.245,57.173,57.216,57.211,57.165,57.161,57.294,57.363,57.358,57.068,57.085,57.332,57.115,57.163,57.192,57.222,57.162,57.144,57.02,57.072,56.933,57.047,57.042,56.993,56.921,56.837,57.001,56.913,56.822,56.87,56.912,56.886,56.802,56.752,56.688,56.697,56.776,56.6,56.485,56.459,56.002,55.935,55.921,57.415,55.993,56.137,56.177,56.35,56.381,56.429,56.558,56.503,56.599,56.519,56.393,56.315,56.672,56.555,56.622,56.651,56.609,56.458,56.523,56.296,56.39,56.519,56.335,56.271,56.183,56.433,56.562,56.441,56.351,56.435,56.342,56.125,56.013,56.076,55.99,56.097,56.058,56.081,56.001,55.998,56.028,55.876,55.75,55.689,55.717,55.59,55.62,55.439,55.347,55.235,55.319,55.427,55.339,55.362,55.33,55.372,55.314,55.102,55.059,54.942,54.781,54.717,54.794,54.976,54.906,54.976,54.914,54.953,55.207
141,M,True,57.358,57.068,57.085,57.332,57.115,57.163,57.192,57.222,57.162,57.144,57.02,57.072,56.933,57.047,57.042,56.993,56.921,56.837,57.001,56.913,56.822,56.87,56.912,56.886,56.802,56.752,56.688,56.697,56.776,56.6,56.485,56.459,56.002,55.935,55.921,57.415,55.993,56.137,56.177,56.35,56.381,56.429,56.558,56.503,56.599,56.519,56.393,56.315,56.672,56.555,56.622,56.651,56.609,56.458,56.523,56.296,56.39,56.519,56.335,56.271,56.183,56.433,56.562,56.441,56.351,56.435,56.342,56.125,56.013,56.076,55.99,56.097,56.058,56.081,56.001,55.998,56.028,55.876,55.75,55.689,55.717,55.59,55.62,55.439,55.347,55.235,55.319,55.427,55.339,55.362,55.33,55.372,55.314,55.102,55.059,54.942,54.781,54.717,54.794,54.976,54.906,54.976,54.914,54.953,55.207,55.196,55.166,55.289,55.114,55.037,54.908,55.007,54.996,55.163,54.978,55.149,55.308
142,M,True,56.933,57.047,57.042,56.993,56.921,56.837,57.001,56.913,56.822,56.87,56.912,56.886,56.802,56.752,56.688,56.697,56.776,56.6,56.485,56.459,56.002,55.935,55.921,57.415,55.993,56.137,56.177,56.35,56.381,56.429,56.558,56.503,56.599,56.519,56.393,56.315,56.672,56.555,56.622,56.651,56.609,56.458,56.523,56.296,56.39,56.519,56.335,56.271,56.183,56.433,56.562,56.441,56.351,56.435,56.342,56.125,56.013,56.076,55.99,56.097,56.058,56.081,56.001,55.998,56.028,55.876,55.75,55.689,55.717,55.59,55.62,55.439,55.347,55.235,55.319,55.427,55.339,55.362,55.33,55.372,55.314,55.102,55.059,54.942,54.781,54.717,54.794,54.976,54.906,54.976,54.914,54.953,55.207,55.196,55.166,55.289,55.114,55.037,54.908,55.007,54.996,55.163,54.978,55.149,55.308,55.11,55.134,54.909,54.747,54.79,54.709,54.524,54.513,54.553,54.441,54.488,54.26
143,M,False,51.959,52.103,51.735,51.753,51.665,51.354,51.224,51.195,50.702,51.044,50.947,50.474,50.48,53.908,50.4,50.253,49.955,49.712,49.796,49.977,49.978,50.283,50.097,50.163,50.411,50.301,50.386,50.353,50.499,50.347,50.23,50.452,50.595,50.51,50.549,50.672,50.472,50.607,50.292,50.035,50.204,49.906,50.198,49.771,49.645,49.83,49.77,49.701,49.596,49.874,49.498,49.522,49.957,49.66,49.847,49.515,49.574,49.194,49.018,49.116,48.71,48.818,48.534,48.325,48.0,48.06,47.573,47.605,47.722,47.451,47.847,47.511,47.601,47.919,48.184,48.145,48.185,48.221,48.181,48.076,48.289,47.998,47.813,48.097,48.074,47.992,48.116,48.164,48.281,47.839,48.097,48.225,48.273,47.974,47.887,47.24,47.625,47.187,46.753,46.703,47.075,47.38,47.384,47.13,47.037,47.061,47.126,46.785,46.491,46.724,46.569,46.453,46.664,46.633,46.717,46.598,46.496
144,M,True,56.672,56.555,56.622,56.651,56.609,56.458,56.523,56.296,56.39,56.519,56.335,56.271,56.183,56.433,56.562,56.441,56.351,56.435,56.342,56.125,56.013,56.076,55.99,56.097,56.058,56.081,56.001,55.998,56.028,55.876,55.75,55.689,55.717,55.59,55.62,55.439,55.347,55.235,55.319,55.427,55.339,55.362,55.33,55.372,55.314,55.102,55.059,54.942,54.781,54.717,54.794,54.976,54.906,54.976,54.914,54.953,55.207,55.196,55.166,55.289,55.114,55.037,54.908,55.007,54.996,55.163,54.978,55.149,55.308,55.11,55.134,54.909,54.747,54.79,54.709,54.524,54.513,54.553,54.441,54.488,54.26,54.504,54.334,54.409,54.383,54.187,54.217,54.04,54.02,53.766,53.781,53.977,53.973,53.819,53.713,53.629,53.457,53.418,53.335,53.325,53.113,53.19,53.017,52.816,52.875,53.058,52.988,52.841,52.916,52.904,52.894,52.913,52.86,52.864,52.755,52.688,52.647
145,M,False,56.519,56.335,56.271,56.183,56.433,56.562,56.441,56.351,56.435,56.342,56.125,56.013,56.076,55.99,56.097,56.058,56.081,56.001,55.998,56.028,55.876,55.75,55.689,55.717,55.59,55.62,55.439,55.347,55.235,55.319,55.427,55.339,55.362,55.33,55.372,55.314,55.102,55.059,54.942,54.781,54.717,54.794,54.976,54.906,54.976,54.914,54.953,55.207,55.196,55.166,55.289,55.114,55.037,54.908,55.007,54.996,55.163,54.978,55.149,55.308,55.11,55.134,54.909,54.747,54.79,54.709,54.524,54.513,54.553,54.441,54.488,54.26,54.504,54.334,54.409,54.383,54.187,54.217,54.04,54.02,53.766,53.781,53.977,53.973,53.819,53.713,53.629,53.457,53.418,53.335,53.325,53.113,53.19,53.017,52.816,52.875,53.058,52.988,52.841,52.916,52.904,52.894,52.913,52.86,52.864,52.755,52.688,52.647,52.665,52.443,52.511,52.683,52.738,52.604,52.546,52.441,52.319
146,M,False,56.441,56.351,56.435,56.342,56.125,56.013,56.076,55.99,56.097,56.058,56.081,56.001,55.998,56.028,55.876,55.75,55.689,55.717,55.59,55.62,55.439,55.347,55.235,55.319,55.427,55.339,55.362,55.33,55.372,55.314,55.102,55.059,54.942,54.781,54.717,54.794,54.976,54.906,54.976,54.914,54.953,55.207,55.196,55.166,55.289,55.114,55.037,54.908,55.007,54.996,55.163,54.978,55.149,55.308,55.11,55.134,54.909,54.747,54.79,54.709,54.524,54.513,54.553,54.441,54.488,54.26,54.504,54.334,54.409,54.383,54.187,54.217,54.04,54.02,53.766,53.781,53.977,53.973,53.819,53.713,53.629,53.457,53.418,53.335,53.325,53.113,53.19,53.017,52.816,52.875,53.058,52.988,52.841,52.916,52.904,52.894,52.913,52.86,52.864,52.755,52.688,52.647,52.665,52.443,52.511,52.683,52.738,52.604,52.546,52.441,52.319,52.463,52.294,52.408,52.369,52.178,52.043
147,M,True,56.097,56.058,56.081,56.001,55.998,56.028,55.876,55.75,55.689,55.717,55.59,55.62,55.439,55.347,55.235,55.319,55.427,55.339,55.362,55.33,55.372,55.314,55.102,55.059,54.942,54.781,54.717,54.794,54.976,54.906,54.976,54.914,54.953,55.207,55.196,55.166,55.289,55.114,55.037,54.908,55.007,54.996,55.163,54.978,55.149,55.308,55.11,55.134,54.909,54.747,54.79,54.709,54.524,54.513,54.553,54.441,54.488,54.26,54.504,54.334,54.409,54.383,54.187,54.217,54.04,54.02,53.766,53.781,53.977,53.973,53.819,53.713,53.629,53.457,53.418,53.335,53.325,53.113,53.19,53.017,52.816,52.875,53.058,52.988,52.841,52.916,52.904,52.894,52.913,52.86,52.864,52.755,52.688,52.647,52.665,52.443,52.511,52.683,52.738,52.604,52.546,52.441,52.319,52.463,52.294,52.408,52.369,52.178,52.043,52.048,52.013,52.015,52.098,52.135,51.999,51.92,51.787
148,M,True,55.998,56.028,55.876,55.75,55.689,55.717,55.59,55.62,55.439,55.347,55.235,55.319,55.427,55.339,55.362,55.33,55.372,55.314,55.102,55.059,54.942,54.781,54.717,54.794,54.976,54.906,54.976,54.914,54.953,55.207,55.196,55.166,55.289,55.114,55.037,54.908,55.007,54.996,55.163,54.978,55.149,55.308,55.11,55.134,54.909,54.747,54.79,54.709,54.524,54.513,54.553,54.441,54.488,54.26,54.504,54.334,54.409,54.383,54.187,54.217,54.04,54.02,53.766,53.781,53.977,53.973,53.819,53.713,53.629,53.457,53.418,53.335,53.325,53.113,53.19,53.017,52.816,52.875,53.058,52.988,52.841,52.916,52.904,52.894,52.913,52.86,52.864,52.755,52.688,52.647,52.665,52.443,52.511,52.683,52.738,52.604,52.546,52.441,52.319,52.463,52.294,52.408,52.369,52.178,52.043,52.048,52.013,52.015,52.098,52.135,51.999,51.92,51.787,51.563,51.571,51.454,51.513
149,M,False,55.314,55.102,55.059,54.942,54.781,54.717,54.794,54.976,54.906,54.976,54.914,54.953,55.207,55.196,55.166,55.289,55.114,55.037,54.908,55.007,54.996,55.163,54.978,55.149,55.308,55.11,55.134,54.909,54.747,54.79,54.709,54.524,54.513,54.553,54.441,54.488,54.26,54.504,54.334,54.409,54.383,54.187,54.217,54.04,54.02,53.766,53.781,53.977,53.973,53.819,53.713,53.629,53.457,53.418,53.335,53.325,53.113,53.19,53.017,52.816,52.875,53.058,52.988,52.841,52.916,52.904,52.894,52.913,52.86,52.864,52.755,52.688,52.647,52.665,52.443,52.511,52.683,52.738,52.604,52.546,52.441,52.319,52.463,52.294,52.408,52.369,52.178,52.043,52.048,52.013,52.015,52.098,52.135,51.999,51.92,51.787,51.563,51.571,51.454,51.513,51.479,51.337,51.558,51.409,51.317,51.539,51.585,51.425,51.292,51.13,51.314,51.327,50.923,50.751,50.697,50.637,50.342
150,M,False,30.633,31.599,34.03,35.25,36.432,36.816,36.93,38.309,38.951,38.705,40.032,40.611,40.359,43.461,42.898,42.45,42.87,41.726,42.727,42.058,40.831,42.344,41.24,40.773,40.766,40.294,39.156,39.932,39.07,39.395,38.241,39.707,38.999,38.469,38.484,38.698,38.305,38.663,37.889,37.575,38.175,37.631,37.961,37.501,37.79,38.735,38.556,38.643,38.519,38.377,39.211,37.889,38.557,39.447,38.452,37.946,37.72,38.476,38.57,38.848,38.533,38.55,37.967,38.809,38.3,38.406,38.694,38.264,38.506,38.643,39.033,39.055,38.221,38.014,38.21,38.352,38.562,38.919,39.58,38.808,38.988,38.456,38.828,39.552,39.409,39.21,38.813,39.015,39.818,39.281,39.91,39.561,40.164,40.523,40.551,40.554,40.099,39.321,40.055,39.287,38.832,39.175,39.127,39.4,39.165,39.474,38.849,38.922,39.208,38.102,38.948,38.946,39.406,39.085,39.001,38.574,38.416
151,M,True,54.996,55.163,54.978,55.149,55.308,55.11,55.134,54.909,54.747,54.79,54.709,54.524,54.513,54.553,54.441,54.488,54.26,54.504,54.334,54.409,54.383,54.187,54.217,54.04,54.02,53.766,53.781,53.977,53.973,53.819,53.713,53.629,53.457,53.418,53.335,53.325,53.113,53.19,53.017,52.816,52.875,53.058,52.988,52.841,52.916,52.904,52.894,52.913,52.86,52.864,52.755,52.688,52.647,52.665,52.443,52.511,52.683,52.738,52.604,52.546,52.441,52.319,52.463,52.294,52.408,52.369,52.178,52.043,52.048,52.013,52.015,52.098,52.135,51.999,51.92,51.787,51.563,51.571,51.454,51.513,51.479,51.337,51.558,51.409,51.317,51.539,51.585,51.425,51.292,51.13,51.314,51.327,50.923,50.751,50.697,50.637,50.342,50.3,50.359,50.385,50.202,50.367,50.395,50.251,50.16,50.024,50.109,50.135,50.216,50.177,50.104,50.151,49.916,49.741,49.892,49.975,50.143
152,M,False,55.308,55.11,55.134,54.909,54.747,54.79,54.709,54.524,54.513,54.553,54.441,54.488,54.26,54.504,54.334,54.409,54.383,54.187,54.217,54.04,54.02,53.766,53.781,53.977,53.973,53.819,53.713,53.629,53.457,53.418,53.335,53.325,53.113,53.19,53.017,52.816,52.875,53.058,52.988,52.841,52.916,52.904,52.894,52.913,52.86,52.864,52.755,52.688,52.647,52.665,52.443,52.511,52.683,52.738,52.604,52.546,52.441,52.319,52.463,52.294,52.408,52.369,52.178,52.043,52.048,52.013,52.015,52.098,52.135,51.999,51.92,51.787,51.563,51.571,51.454,51.513,51.479,51.337,51.558,51.409,51.317,51.539,51.585,51.425,51.292,51.13,51.314,51.327,50.923,50.751,50.697,50.637,50.342,50.3,50.359,50.385,50.202,50.367,50.395,50.251,50.16,50.024,50.109,50.135,50.216,50.177,50.104,50.151,49.916,49.741,49.892,49.975,50.143,50.14,50.141,50.269,50.456
153,M,False,54.524,54.513,54.553,54.441,54.488,54.26,54.504,54.334,54.409,54.383,54.187,54.217,54.04,54.02,53.766,53.781,53.977,53.973,53.819,53.713,53.629,53.457,53.418,53.335,53.325,53.113,53.19,53.017,52.816,52.875,53.058,52.988,52.841,52.916,52.904,52.894,52.913,52.86,52.864,52.755,52.688,52.647,52.665,52.443,52.511,52.683,52.738,52.604,52.546,52.441,52.319,52.463,52.294,52.408,52.369,52.178,52.043,52.048,52.013,52.015,52.098,52.135,51.999,51.92,51.787,51.563,51.571,51.454,51.513,51.479,51.337,51.558,51.409,51.317,51.539,51.585,51.425,51.292,51.13,51.314,51.327,50.923,50.751,50.697,50.637,50.342,50.3,50.359,50.385,50.202,50.367,50.395,50.251,50.16,50.024,50.109,50.135,50.216,50.177,50.104,50.151,49.916,49.741,49.892,49.975,50.143,50.14,50.141,50.269,50.456,50.346,50.274,50.021,49.963,49.882,49.717,49.502
154,M,True,52.913,52.86,52.864,52.755,52.688,52.647,52.665,52.443,52.511,52.683,52.738,52.604,52.546,52.441,52.319,52.463,52.294,52.408,52.369,52.178,52.043,52.048,52.013,52.015,52.098,52.135,51.999,51.92,51.787,51.563,51.571,51.454,51.513,51.479,51.337,51.558,51.409,51.317,51.539,51.585,51.425,51.292,51.13,51.314,51.327,50.923,50.751,50.697,50.637,50.342,50.3,50.359,50.385,50.202,50.367,50.395,50.251,50.16,50.024,50.109,50.135,50.216,50.177,50.104,50.151,49.916,49.741,49.892,49.975,50.143,50.14,50.141,50.269,50.456,50.346,50.274,50.021,49.963,49.882,49.717,49.502,49.371,49.393,49.387,49.099,48.999,48.934,48.807,48.781,48.916,48.726,48.565,48.26,48.494,48.437,48.391,48.702,48.573,48.303,48.423,48.543,48.548,48.38,48.495,48.331,48.266,48.111,47.787,47.716,47.62,47.441,47.542,47.576,47.515,47.362,47.192,47.054
155,M,False,52.443,52.511,52.683,52.738,52.604,52.546,52.441,52.319,52.463,52.294,52.408,52.369,52.178,52.043,52.048,52.013,52.015,52.098,52.135,51.999,51.92,51.787,51.563,51.571,51.454,51.513,51.479,51.337,51.558,51.409,51.317,51.539,51.585,51.425,51.292,51.13,51.314,51.327,50.923,50.751,50.697,50.637,50.342,50.3,50.359,50.385,50.202,50.367,50.395,50.251,50.16,50.024,50.109,50.135,50.216,50.177,50.104,50.151,49.916,49.741,49.892,49.975,50.143,50.14,50.141,50.269,50.456,50.346,50.274,50.021,49.963,49.882,49.717,49.502,49.371,49.393,49.387,49.099,48.999,48.934,48.807,48.781,48.916,48.726,48.565,48.26,48.494,48.437,48.391,48.702,48.573,48.303,48.423,48.543,48.548,48.38,48.495,48.331,48.266,48.111,47.787,47.716,47.62,47.441,47.542,47.576,47.515,47.362,47.192,47.054,46.746,46.717,46.494,46.353,46.435,46.535,46.864
156,M,True,51.92,51.787,51.563,51.571,51.454,51.513,51.479,51.337,51.558,51.409,51.317,51.539,51.585,51.425,51.292,51.13,51.314,51.327,50.923,50.751,50.697,50.637,50.342,50.3,50.359,50.385,50.202,50.367,50.395,50.251,50.16,50.024,50.109,50.135,50.216,50.177,50.104,50.151,49.916,49.741,49.892,49.975,50.143,50.14,50.141,50.269,50.456,50.346,50.274,50.021,49.963,49.882,49.717,49.502,49.371,49.393,49.387,49.099,48.999,48.934,48.807,48.781,48.916,48.726,48.565,48.26,48.494,48.437,48.391,48.702,48.573,48.303,48.423,48.543,48.548,48.38,48.495,48.331,48.266,48.111,47.787,47.716,47.62,47.441,47.542,47.576,47.515,47.362,47.192,47.054,46.746,46.717,46.494,46.353,46.435,46.535,46.864,46.447,46.424,46.587,46.713,46.689,46.533,46.449,46.417,46.388,46.618,46.774,47.028,47.02,47.338,47.357,46.976,47.042,47.26,47.418,46.92
157,M,False,51.479,51.337,51.558,51.409,51.317,51.539,51.585,51.425,51.292,51.13,51.314,51.327,50.923,50.751,50.697,50.637,50.342,50.3,50.359,50.385,50.202,50.367,50.395,50.251,50.16,50.024,50.109,50.135,50.216,50.177,50.104,50.151,49.916,49.741,49.892,49.975,50.143,50.14,50.141,50.269,50.456,50.346,50.274,50.021,49.963,49.882,49.717,49.502,49.371,49.393,49.387,49.099,48.999,48.934,48.807,48.781,48.916,48.726,48.565,48.26,48.494,48.437,48.391,48.702,48.573,48.303,48.423,48.543,48.548,48.38,48.495,48.331,48.266,48.111,47.787,47.716,47.62,47.441,47.542,47.576,47.515,47.362,47.192,47.054,46.746,46.717,46.494,46.353,46.435,46.535,46.864,46.447,46.424,46.587,46.713,46.689,46.533,46.449,46.417,46.388,46.618,46.774,47.028,47.02,47.338,47.357,46.976,47.042,47.26,47.418,46.92,47.202,46.874,46.876,47.132,46.655,46.671
158,M,True,50.135,50.216,50.177,50.104,50.151,49.916,49.741,49.892,49.975,50.143,50.14,50.141,50.269,50.456,50.346,50.274,50.021,49.963,49.882,49.717,49.502,49.371,49.393,49.387,49.099,48.999,48.934,48.807,48.781,48.916,48.726,48.565,48.26,48.494,48.437,48.391,48.702,48.573,48.303,48.423,48.543,48.548,48.38,48.495,48.331,48.266,48.111,47.787,47.716,47.62,47.441,47.542,47.576,47.515,47.362,47.192,47.054,46.746,46.717,46.494,46.353,46.435,46.535,46.864,46.447,46.424,46.587,46.713,46.689,46.533,46.449,46.417,46.388,46.618,46.774,47.028,47.02,47.338,47.357,46.976,47.042,47.26,47.418,46.92,47.202,46.874,46.876,47.132,46.655,46.671,46.756,47.273,47.136,46.497,47.022,46.862,46.63,46.459,46.655,47.093,46.921,46.887,46.407,46.479,46.084,46.272,46.219,46.476,46.13,45.988,45.567,45.627,45.82,45.662,45.449,45.407,45.579
159,M,False,50.141,50.269,50.456,50.346,50.274,50.021,49.963,49.882,49.717,49.502,49.371,49.393,49.387,49.099,48.999,48.934,48.807,48.781,48.916,48.726,48.565,48.26,48.494,48.437,48.391,48.702,48.573,48.303,48.423,48.543,48.548,48.38,48.495,48.331,48.266,48.111,47.787,47.716,47.62,47.441,47.542,47.576,47.515,47.362,47.192,47.054,46.746,46.717,46.494,46.353,46.435,46.535,46.864,46.447,46.424,46.587,46.713,46.689,46.533,46.449,46.417,46.388,46.618,46.774,47.028,47.02,47.338,47.357,46.976,47.042,47.26,47.418,46.92,47.202,46.874,46.876,47.132,46.655,46.671,46.756,47.273,47.136,46.497,47.022,46.862,46.63,46.459,46.655,47.093,46.921,46.887,46.407,46.479,46.084,46.272,46.219,46.476,46.13,45.988,45.567,45.627,45.82,45.662,45.449,45.407,45.579,45.696,45.395,45.108,45.354,45.548,45.258,45.33,45.413,45.261,45.218,45.003
160,M,True,48.934,48.807,48.781,48.916,48.726,48.565,48.26,48.494,48.437,48.391,48.702,48.573,48.303,48.423,48.543,48.548,48.38,48.495,48.331,48.266,48.111,47.787,47.716,47.62,47.441,47.542,47.576,47.515,47.362,47.192,47.054,46.746,46.717,46.494,46.353,46.435,46.535,46.864,46.447,46.424,46.587,46.713,46.689,46.533,46.449,46.417,46.388,46.618,46.774,47.028,47.02,47.338,47.357,46.976,47.042,47.26,47.418,46.92,47.202,46.874,46.876,47.132,46.655,46.671,46.756,47.273,47.136,46.497,47.022,46.862,46.63,46.459,46.655,47.093,46.921,46.887,46.407,46.479,46.084,46.272,46.219,46.476,46.13,45.988,45.567,45.627,45.82,45.662,45.449,45.407,45.579,45.696,45.395,45.108,45.354,45.548,45.258,45.33,45.413,45.261,45.218,45.003,45.007,45.276,45.276,45.119,45.251,45.158,45.108,45.14,45.362,45.063,45.24,45.143,45.18,44.979,44.913
161,M,False,47.515,47.362,47.192,47.054,46.746,46.717,46.494,46.353,46.435,46.535,46.864,46.447,46.424,46.587,46.713,46.689,46.533,46.449,46.417,46.388,46.618,46.774,47.028,47.02,47.338,47.357,46.976,47.042,47.26,47.418,46.92,47.202,46.874,46.876,47.132,46.655,46.671,46.756,47.273,47.136,46.497,47.022,46.862,46.63,46.459,46.655,47.093,46.921,46.887,46.407,46.479,46.084,46.272,46.219,46.476,46.13,45.988,45.567,45.627,45.82,45.662,45.449,45.407,45.579,45.696,45.395,45.108,45.354,45.548,45.258,45.33,45.413,45.261,45.218,45.003,45.007,45.276,45.276,45.119,45.251,45.158,45.108,45.14,45.362,45.063,45.24,45.143,45.18,44.979,44.913,45.107,45.032,45.141,44.962,44.921,44.829,45.157,44.83,45.037,44.957,45.343,45.442,45.168,45.293,45.313,45.245,45.152,45.194,45.032,45.186,44.843,44.812,44.865,44.754,44.467,44.219,44.115
162,M,False,46.497,47.022,46.862,46.63,46.459,46.655,47.093,46.921,46.887,46.407,46.479,46.084,46.272,46.219,46.476,46.13,45.988,45.567,45.627,45.82,45.662,45.449,45.407,45.579,45.696,45.395,45.108,45.354,45.548,45.258,45.33,45.413,45.261,45.218,45.003,45.007,45.276,45.276,45.119,45.251,45.158,45.108,45.14,45.362,45.063,45.24,45.143,45.18,44.979,44.913,45.107,45.032,45.141,44.962,44.921,44.829,45.157,44.83,45.037,44.957,45.343,45.442,45.168,45.293,45.313,45.245,45.152,45.194,45.032,45.186,44.843,44.812,44.865,44.754,44.467,44.219,44.115,44.254,44.01,44.063,44.128,43.869,43.47,43.452,43.504,43.418,43.449,43.548,43.444,43.452,43.578,43.622,43.538,43.504,43.313,43.505,43.372,43.507,43.392,43.163,43.267,43.073,43.157,43.004,43.382,43.248,43.281,43.062,43.478,43.405,43.263,43.367,43.364,43.36,43.289,43.187,43.255
