,name,tss,tss_std,hours,dataset
411,DART,0.6992253413100169,0.035642142379485174,23,Noncoincidental Flares
412,RFC,0.7259727974638236,0.03819355587492344,23,Noncoincidental Flares
413,SVM,0.6434601421485913,0.04312453535880138,23,Noncoincidental Flares
414,LR,0.7301179962069813,0.031193444112475866,24,All Flares
415,LDA,0.42988073416335376,0.04890237923969537,24,All Flares
416,KNN,0.7351735028288934,0.02644531491713683,24,All Flares
417,DART,0.7849136255068604,0.025795261577871955,24,All Flares
418,RFC,0.8128240531340016,0.03352533202685097,24,All Flares
419,SVM,0.7379809714253974,0.037305443249301073,24,All Flares
420,LR,0.8526315789473684,0.04316989558719244,24,Coincidental Flares
421,LDA,0.771888053467001,0.05146851462376574,24,Coincidental Flares
422,KNN,0.8407685881370092,0.04619845273064836,24,Coincidental Flares
423,DART,0.8777777777777778,0.04559260898146517,24,Coincidental Flares
424,RFC,0.8936925647451963,0.0430040466577478,24,Coincidental Flares
425,SVM,0.8825814536340852,0.044613582129161666,24,Coincidental Flares
426,LR,0.6616729977841089,0.03452141569426795,24,Noncoincidental Flares
427,LDA,0.4201408673630896,0.05453324624943628,24,Noncoincidental Flares
428,KNN,0.6214150047483381,0.04537694203165423,24,Noncoincidental Flares
429,DART,0.7109567901234567,0.04292751438620673,24,Noncoincidental Flares
430,RFC,0.7211973725862616,0.05158094184799221,24,Noncoincidental Flares
431,SVM,0.6562836340614118,0.054941410511932014,24,Noncoincidental Flares
