,name,tss_mean,tss_std,hours,dataset
411,DART,0.7033108349951422,0.04158419992225935,23,Noncoincidental Flares
412,RFC,0.7288720151352458,0.041450374451812294,23,Noncoincidental Flares
413,SVM,0.6484915886894718,0.038249973186328105,23,Noncoincidental Flares
414,LR,0.7490926115488689,0.03304851943198891,24,All Flares
415,LDA,0.23934106220391838,0.05199944518335984,24,All Flares
416,KNN,0.726171828504773,0.04115406219215832,24,All Flares
417,DART,0.7920330738527707,0.030385850571367997,24,All Flares
418,RFC,0.8173217162218998,0.030903405515289355,24,All Flares
419,SVM,0.7408447798382808,0.03755322146245234,24,All Flares
420,LR,0.8411862990810359,0.051184438539361346,24,Coincidental Flares
421,LDA,0.7212197159565581,0.0818355760440006,24,Coincidental Flares
422,KNN,0.8388471177944862,0.05296825127368461,24,Coincidental Flares
423,DART,0.8833751044277361,0.04621884296452861,24,Coincidental Flares
424,RFC,0.8903508771929826,0.04472911905143581,24,Coincidental Flares
425,SVM,0.8719298245614036,0.05438500243615118,24,Coincidental Flares
426,LR,0.6687084520417855,0.0452658681641755,24,Noncoincidental Flares
427,LDA,0.3137741373852485,0.0592140611809439,24,Noncoincidental Flares
428,KNN,0.6426994301994302,0.049903479707207814,24,Noncoincidental Flares
429,DART,0.7017173156062044,0.042134744512083794,24,Noncoincidental Flares
430,RFC,0.7383151313706869,0.046178133913467964,24,Noncoincidental Flares
431,SVM,0.6640867363089584,0.044737265625878785,24,Noncoincidental Flares
