,name,tss_mean,tss_std,timepoint
546,KNN,0.717875592163211,0.039278124820086184,93
547,RFC,0.8167710143547507,0.03158464845251566,93
548,LR,0.6954364748732355,0.03726220855639028,93
549,SVM,0.718552463478309,0.038693055688058926,93
550,LDA,0.43819760198697044,0.04910810353936844,93
551,DART,0.7878123487355284,0.03337249548914178,93
552,KNN,0.7367184834273653,0.0352730043239456,94
553,RFC,0.8138659429777576,0.02832900260873738,94
554,LR,0.6863371977686259,0.04482974022419562,94
555,SVM,0.7351766769030558,0.030652247590563723,94
556,LDA,0.445284516072718,0.03235997111124515,94
557,DART,0.7852818181096802,0.028412957603571733,94
558,KNN,0.7238365034399029,0.029018379608372162,95
559,RFC,0.8179604986470509,0.026856429983874525,95
560,LR,0.7077360122519262,0.04473681206078591,95
561,SVM,0.7356297759897158,0.03315808613261506,95
562,LDA,0.45302528943588766,0.04986823299620928,95
563,DART,0.797213162885551,0.027437431310291676,95
564,KNN,0.7278525007736807,0.03289879428003643,96
565,RFC,0.8104133438077781,0.029771180434812913,96
566,LR,0.712765332762,0.042292386307558175,96
567,SVM,0.7310503804921402,0.02960742666783127,96
568,LDA,0.44153990207981214,0.049379157287336814,96
569,DART,0.7854206838542783,0.028498274939923744,96
570,KNN,0.7313114480919846,0.036284457835879885,97
571,RFC,0.8180803199466754,0.027095654020564595,97
572,LR,0.6901833821347237,0.03570854896253478,97
573,SVM,0.725829028495251,0.04167708528005212,97
574,LDA,0.4462414994326343,0.06021586401579295,97
575,DART,0.7959292498869236,0.02773923926359357,97
576,KNN,0.7289634267304657,0.03392682744394148,98
577,RFC,0.808175621523397,0.030820899877953268,98
578,LR,0.7053308575554866,0.03921825384593229,98
579,SVM,0.7297950341609731,0.036745075918320366,98
580,LDA,0.4573642488156736,0.06059405686594592,98
581,DART,0.7906388617770054,0.036771923911936365,98
582,KNN,0.7151466819022224,0.03309797418218617,99
583,RFC,0.8071622983471008,0.03100915184518112,99
584,LR,0.7216408376381714,0.0390023879060555,99
585,SVM,0.7272327627935026,0.03215674749590069,99
586,LDA,0.4400909372247483,0.0552853208998286,99
587,DART,0.7937827822347069,0.028724414337788686,99
588,KNN,0.7254354432991328,0.03669788729133113,100
589,RFC,0.8083517826394016,0.027166688733980253,100
590,LR,0.7044754445687623,0.035346224125465384,100
591,SVM,0.7335118750049595,0.037509415343685695,100
592,LDA,0.4253005451472374,0.05080059461175539,100
593,DART,0.7820244245006783,0.03350955687246258,100
594,KNN,0.7274938303933473,0.04036511888316091,101
595,RFC,0.8125534633116704,0.032275988272572845,101
596,LR,0.7149713143047587,0.03854314882488768,101
597,SVM,0.7223232635830537,0.0421029648524858,101
598,LDA,0.4546416867030098,0.049977776805048287,101
599,DART,0.7837995254759128,0.033535691751772394,101
600,KNN,0.7347077074455848,0.026798261717555262,102
601,RFC,0.8056419168233866,0.029290393258994473,102
602,LR,0.6972869601098229,0.0459353186970518,102
603,SVM,0.7274311424286428,0.03652611960110925,102
604,LDA,0.4557422969187675,0.03568626583004869,102
605,DART,0.7862451496179209,0.02988934757968506,102
606,KNN,0.7151689004213581,0.0331448965290022,103
607,RFC,0.8114266669840742,0.03713679923896588,103
608,LR,0.7070750113076392,0.05134629698777632,103
609,SVM,0.7262726053594243,0.0351775345298742,103
610,LDA,0.4487704430214012,0.054185682095574374,103
611,DART,0.7973774212234466,0.031213179651356292,103
612,KNN,0.719791939438665,0.03144478804234469,104
613,RFC,0.810384777140318,0.024846600856333185,104
614,LR,0.7020012537592941,0.0379198597043131,104
615,SVM,0.7336531213051793,0.03391054408272361,104
616,LDA,0.4366399250918498,0.05696652257773866,104
617,DART,0.7903397052872142,0.034515886255044606,104
618,KNN,0.7215329191166551,0.035483230286909785,105
619,RFC,0.8064386094381094,0.02403404517517492,105
620,LR,0.7008808055800225,0.0452719079362102,105
621,SVM,0.7284444656049391,0.037117499626279214,105
622,LDA,0.4349862324533213,0.055163438599882667,105
623,DART,0.7873338570555702,0.038940929064467444,105
624,KNN,0.7267257044460844,0.03611183020977025,106
625,RFC,0.8189960403424827,0.025264260590107616,106
626,LR,0.7047523825394182,0.030945950211258164,106
627,SVM,0.7350632037517556,0.03323762381096842,106
628,LDA,0.4249474293966878,0.04156512682211097,106
629,DART,0.7851937375516779,0.03234169020711826,106
630,KNN,0.7240539275200164,0.03383563149999433,107
631,RFC,0.8068631418573096,0.034876348991026276,107
632,LR,0.6989462073781355,0.0358382711847936,107
633,SVM,0.7336126518596108,0.03624728335715882,107
634,LDA,0.4318661175518366,0.05093393757103412,107
635,DART,0.7993786749827412,0.029003187382571072,107
636,KNN,0.735660723212798,0.029773054637580457,108
637,RFC,0.8035708334325232,0.030756782071531794,108
638,LR,0.7197236968441769,0.03222885297814126,108
639,SVM,0.7349719491195914,0.03412244034378203,108
640,LDA,0.42110838669745515,0.0746188397478789,108
641,DART,0.7884479570865175,0.029565483242968562,108
642,KNN,0.732636624054721,0.03507604433481397,109
643,RFC,0.8136961300100778,0.03355003555173121,109
644,LR,0.7095936391553787,0.040025420508117755,109
645,SVM,0.7291871989589036,0.030966986665001896,109
646,LDA,0.4366153260170924,0.04575511027455805,109
647,DART,0.7859682116472652,0.02860717304779205,109
648,KNN,0.7260051896112553,0.036756814444082166,110
649,RFC,0.8164155180485791,0.024538196515870775,110
650,LR,0.7150435244919499,0.035341527083199216,110
651,SVM,0.7307829647439712,0.036359141794564544,110
652,LDA,0.44421644011712325,0.05269950292535828,110
653,DART,0.7904999960324074,0.031203159022170527,110
654,KNN,0.728025487815523,0.03361750381376028,111
655,RFC,0.8047230223534175,0.028389641085724525,111
656,LR,0.6994889740598789,0.03221790815799792,111
657,SVM,0.7144071226224202,0.040040141344466804,111
658,LDA,0.44394981788749505,0.06143861101231149,111
659,DART,0.7830504439736236,0.0266492284807449,111
660,KNN,0.7119741947770609,0.03491100056451038,112
661,RFC,0.801260900960951,0.029464378845828886,112
662,LR,0.6939541822394681,0.035830240766967295,112
663,SVM,0.7349719491195913,0.03555716194870114,112
664,LDA,0.4428872965616842,0.04765967816997128,112
665,DART,0.8083517826394011,0.02972974288234588,112
666,KNN,0.7245102006808388,0.034693882422456475,113
667,RFC,0.807111513160505,0.02377385732293526,113
668,LR,0.7225430682187888,0.04128858195300927,113
669,SVM,0.7352584093127336,0.0412124279964237,113
670,LDA,0.40386998992231454,0.06491765446356566,113
671,DART,0.7850961347711891,0.03438626347478403,113
672,KNN,0.7348679981907777,0.036074855690145534,114
673,RFC,0.8211329857722128,0.023528933218812175,114
674,LR,0.6998643083295641,0.033127665484392214,114
675,SVM,0.7361995223018386,0.029866074075657997,114
676,LDA,0.4566064386094381,0.0480031798782595,114
677,DART,0.782370398584363,0.029993311399338692,114
678,KNN,0.7295426952650748,0.033938205043846995,115
679,RFC,0.8166797597225862,0.03137954772438615,115
680,LR,0.7043056316010825,0.03888084021219994,115
681,SVM,0.7277398211409208,0.04087175111858926,115
682,LDA,0.4263448155466152,0.058935087111964574,115
683,DART,0.7801263281516574,0.03255113857884194,115
684,KNN,0.73281913331905,0.025494494631026657,116
685,RFC,0.8129343522111394,0.03667068332299597,116
686,LR,0.7084565270867554,0.03297405646094405,116
687,SVM,0.739041905714127,0.03349402784766894,116
688,LDA,0.4299704017584371,0.05470051761196096,116
689,DART,0.7961244554479016,0.029687217024364086,116
690,KNN,0.7266281016655953,0.03017420297004585,117
691,RFC,0.8095634854508377,0.028852540588542214,117
692,LR,0.6881154728180224,0.03869659581920623,117
693,SVM,0.7238618960332006,0.03864309774434237,117
694,LDA,0.4544750478094921,0.053309625875804866,117
695,DART,0.7941763674308248,0.024805165292426466,117
696,KNN,0.7232262876822115,0.036548539868893386,118
697,RFC,0.8100356289824713,0.03309893528484905,118
698,LR,0.7050475714365066,0.032575304238026855,118
699,SVM,0.7298791471262728,0.04144101579443167,118
700,LDA,0.42704073130668707,0.05611476835030444,118
701,DART,0.7880043802223438,0.04003598040337125,118
702,KNN,0.7196030820260118,0.045518317000682255,119
703,RFC,0.8148038818927005,0.03139252080045862,119
704,LR,0.7073146539068884,0.039581260047486175,119
705,SVM,0.7326620166480189,0.03960895082526878,119
706,LDA,0.44387681418176334,0.05312815070847782,119
707,DART,0.7938613405702225,0.03314713773613269,119
