,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10,SHRGT45_11,SHRGT45_12,SHRGT45_13,SHRGT45_14,SHRGT45_15,SHRGT45_16,SHRGT45_17,SHRGT45_18,SHRGT45_19,SHRGT45_20,SHRGT45_21,SHRGT45_22,SHRGT45_23,SHRGT45_24,SHRGT45_25,SHRGT45_26,SHRGT45_27,SHRGT45_28,SHRGT45_29,SHRGT45_30,SHRGT45_31,SHRGT45_32,SHRGT45_33,SHRGT45_34,SHRGT45_35,SHRGT45_36,SHRGT45_37,SHRGT45_38,SHRGT45_39,SHRGT45_40,SHRGT45_41,SHRGT45_42,SHRGT45_43,SHRGT45_44,SHRGT45_45,SHRGT45_46,SHRGT45_47,SHRGT45_48,SHRGT45_49,SHRGT45_50,SHRGT45_51,SHRGT45_52,SHRGT45_53,SHRGT45_54,SHRGT45_55,SHRGT45_56,SHRGT45_57,SHRGT45_58,SHRGT45_59,SHRGT45_60,SHRGT45_61,SHRGT45_62,SHRGT45_63,SHRGT45_64,SHRGT45_65,SHRGT45_66,SHRGT45_67,SHRGT45_68,SHRGT45_69,SHRGT45_70,SHRGT45_71,SHRGT45_72,SHRGT45_73,SHRGT45_74,SHRGT45_75,SHRGT45_76,SHRGT45_77,SHRGT45_78,SHRGT45_79,SHRGT45_80,SHRGT45_81,SHRGT45_82,SHRGT45_83,SHRGT45_84,SHRGT45_85,SHRGT45_86,SHRGT45_87,SHRGT45_88,SHRGT45_89,SHRGT45_90,SHRGT45_91,SHRGT45_92,SHRGT45_93,SHRGT45_94,SHRGT45_95,SHRGT45_96,SHRGT45_97,SHRGT45_98,SHRGT45_99,SHRGT45_100,SHRGT45_101,SHRGT45_102,SHRGT45_103,SHRGT45_104,SHRGT45_105,SHRGT45_106,SHRGT45_107,SHRGT45_108,SHRGT45_109,SHRGT45_110,SHRGT45_111,SHRGT45_112,SHRGT45_113,SHRGT45_114,SHRGT45_115
1356,N,False,3.3437,4.3685,4.307,4.2603,3.0691,2.9874,2.1721,3.0329,3.6408,2.7823,2.6846,2.0761,3.0032,3.8797,3.3248,2.3456,3.8462,3.3588,2.9437,3.5942,3.8035,2.0734,2.2481,3.5845,2.0658,2.1622,1.8519,1.9712,2.4336,2.7567,1.8843,2.6667,2.7814,3.3557,4.2755,4.041,4.3651,6.6102,5.6204,5.7234,5.0929,4.1583,3.3887,3.7009,2.5346,1.8735,2.0033,1.4061,2.9208,3.268,1.9608,1.1792,2.7925,2.5172,2.5072,4.0541,3.5422,2.5149,4.3832,3.3037,3.3354,3.0539,2.6168,3.6352,6.5663,5.0425,7.0964,3.5827,4.3643,5.3114,3.6783,6.0983,5.1746,4.6667,4.8735,4.366,3.5163,4.5616,5.0688,5.1508,4.9091,4.8089,4.4741,4.1212,3.234,3.6042,3.8251,2.9268,3.6721,2.4406,2.1186,2.3616,2.3293,2.5726,2.3314,3.4375,2.0227,2.4233,3.3938,2.7842,3.0162,4.3571,4.1087,5.3866,4.8876,5.3396,4.4776,4.6206,4.0199,2.9126,2.9089,2.0749,2.5989,2.3914,3.0492
1357,N,False,13.417,13.636,13.367,12.892,13.611,13.63,13.557,13.964,13.798,15.216,12.474,12.652,12.03,9.8224,10.878,13.224,11.211,8.1315,9.1608,8.9213,8.3282,6.3098,6.7542,7.9777,6.4855,9.1793,7.8251,9.1954,8.6053,7.4653,9.2853,5.8929,6.0013,7.4188,6.9753,10.012,7.3082,7.2885,7.3672,11.381,9.8807,9.4697,10.59,10.867,11.573,7.6027,6.8467,6.7655,3.5819,2.8324,4.3741,3.577,2.8191,4.379,3.9474,4.7163,3.2281,3.9118,2.7778,1.9722,4.8151,4.0645,3.7276,3.4717,6.5757,7.5061,6.4497,10.214,10.84,8.9612,6.9468,8.2904,10.215,11.077,11.604,9.1387,8.4395,7.1307,5.2602,4.3029,5.7175,5.9517,9.3199,12.099,11.256,9.8019,12.241,10.005,6.1611,4.9645,5.764,4.8005,4.3911,3.6535,3.7641,4.8295,5.0983,3.9678,4.6285,5.1798,8.5155,11.208,7.8932,6.6547,6.2577,5.9834,5.8501,5.6569,7.4053,6.2098,8.2633,9.4348,7.5463,7.6553,6.7023
1358,N,False,11.19,10.86,10.456,10.281,10.219,9.8142,8.5271,7.8302,8.3135,8.8058,8.7741,6.5833,6.4472,6.1341,8.5223,7.2794,12.128,10.519,6.9044,10.145,11.421,10.766,10.148,9.7923,12.736,11.519,8.162,11.288,11.64,11.311,12.292,9.8039,12.269,9.9892,9.6197,7.5219,5.4321,3.8015,4.9342,4.2092,3.4946,3.5216,4.9492,2.0994,2.319,2.9202,2.3745,0.94135,2.5806,3.2258,2.3775,1.8519,2.7086,1.9778,3.5933,3.3359,3.2026,1.6923,1.6434,2.2053,1.5702,1.7212,1.6309,1.2132,1.6863,1.5962,3.4653,2.6194,4.5724,3.8664,2.1905,2.2472,2.619,4.1405,2.8571,0.97629,2.2069,1.3643,0.82988,1.0899,0.66138,0.63613,1.1392,0.67751,0.26525,2.2779,1.0393,1.6538,0.22573,0.52521,1.5198,1.6425,1.5311,2.0503,1.676,1.2959,2.6794,2.5871,3.0558,2.714,2.7559,1.5366,1.954,1.8561,1.8541,1.3123,1.5306,1.7128,1.0165,0.89172,1.7926,0.96154,1.5345,3.0733,2.1635
1359,N,False,15.701,15.306,16.453,15.834,16.145,16.823,16.7,16.803,15.709,16.082,15.693,16.449,15.211,15.852,15.314,15.477,16.115,15.323,15.035,15.333,15.628,14.944,15.367,14.466,15.037,14.278,14.64,15.268,14.841,14.908,15.045,14.805,15.405,15.002,14.23,14.071,14.625,14.467,13.547,13.478,13.109,13.49,12.77,12.634,12.478,12.201,11.678,11.199,11.618,11.87,12.062,11.638,11.766,11.263,11.391,11.837,10.961,11.052,11.541,12.174,11.968,11.639,11.203,11.753,11.149,10.625,10.359,10.756,10.97,11.036,10.793,10.576,10.828,11.034,11.028,10.779,10.754,10.389,10.874,11.287,10.294,10.148,9.9311,9.4319,9.8392,9.5965,10.108,9.6222,9.9019,10.102,9.674,9.807,9.6208,10.171,9.9549,9.9617,10.401,10.755,10.852,10.326,10.205,9.4173,9.3774,8.9639,9.3945,9.2609,9.122,8.6549,9.1094,8.6879,8.6003,8.3655,8.6613,8.5092,8.3593
1360,N,False,32.842,32.987,33.057,32.662,32.086,32.134,32.41,32.904,33.145,32.928,33.383,33.936,33.871,34.139,34.053,33.801,34.537,33.995,33.883,33.79,34.257,34.111,34.142,34.202,34.665,34.774,35.086,35.474,34.917,35.117,35.279,35.032,34.738,34.812,35.144,35.324,34.885,34.888,34.155,34.502,34.552,34.035,33.554,33.767,34.515,35.049,35.573,35.503,35.098,35.135,35.307,35.424,35.015,35.01,35.219,35.269,35.539,35.429,35.221,35.088,35.562,35.305,35.244,35.502,35.405,35.1,34.913,34.708,34.837,34.679,34.694,34.85,35.38,34.984,35.321,35.918,35.542,35.347,35.694,35.499,34.828,35.072,34.427,34.859,35.256,34.51,34.726,34.477,34.665,35.053,35.335,35.089,35.333,34.806,34.645,34.287,34.04,33.857,33.589,33.784,33.576,33.905,33.718,33.788,33.698,33.975,33.96,33.704,33.589,32.963,33.029,33.348,33.339,32.918,32.908
1361,N,False,56.056,55.674,55.896,56.256,56.289,56.25,56.396,56.384,56.577,56.82,56.556,57.111,56.257,56.417,56.508,56.301,57.294,57.169,56.873,57.578,56.371,56.656,56.261,56.367,55.155,55.193,55.584,55.632,55.694,56.599,57.101,56.743,57.567,57.78,57.831,57.879,57.906,58.337,58.458,57.815,57.859,57.895,58.571,59.186,59.305,58.605,58.391,58.627,57.969,57.5,57.506,57.023,56.534,56.408,56.945,56.258,56.568,55.791,56.33,56.726,55.898,56.641,57.258,56.139,56.5,56.704,56.427,56.915,55.963,55.815,55.441,55.46,55.844,56.441,56.114,55.405,55.995,56.218,55.821,56.039,56.418,56.159,56.104,56.549,56.298,56.308,56.579,57.08,56.858,56.445,55.74,56.224,55.28,55.611,54.781,54.612,54.828,54.488,54.169,54.359,53.762,53.62,52.993,52.724,53.749,53.514,53.648,54.359,54.155,54.771,55.486,55.438,54.976,55.108,55.457
1362,N,False,38.257,38.189,38.753,38.838,38.977,39.478,40.161,39.49,39.619,40.066,39.402,39.878,40.067,40.16,40.548,41.295,41.043,40.997,40.151,40.681,40.128,39.924,39.673,39.754,39.342,39.889,40.023,40.013,40.247,40.747,40.358,40.632,40.956,41.505,41.656,41.73,41.548,41.408,41.277,40.414,40.773,40.883,40.751,40.942,40.871,40.468,40.7,40.954,40.996,40.71,40.502,40.132,40.361,40.345,40.32,40.454,40.182,40.802,40.546,41.035,41.129,41.037,40.691,39.838,39.345,39.59,38.654,38.873,39.564,39.912,39.918,40.251,40.023,40.56,40.451,40.877,39.982,39.467,39.468,39.142,39.189,39.587,38.72,38.607,38.81,39.709,39.908,39.005,38.827,39.278,39.37,38.947,39.394,39.008,38.709,39.37,38.541,38.549,39.115,38.75,38.445,38.205,39.299,38.958,37.889,38.448,38.257,38.569,38.441,38.765,38.656,38.949,38.336,38.585,38.647
1363,N,False,6.4012,5.8621,5.3289,5.5781,5.6019,4.5173,6.6924,4.3215,5.1987,5.5763,6.46,6.1615,5.9474,5.7013,5.9747,4.3577,4.9463,5.8891,6.8785,5.7648,6.5194,5.9562,4.9474,6.108,5.6168,5.7712,5.2853,5.3974,4.8325,5.4515,5.083,5.0552,4.7156,5.4825,4.5679,3.9415,3.798,3.8655,5.066,4.5668,3.4294,4.1723,4.2052,3.9077,3.4596,2.6448,2.6825,3.8023,3.5699,3.6074,4.0965,4.3103,5.0661,5.7104,5.6585,5.3045,5.209,4.4921,4.4588,4.7619,3.496,5.0355,4.713,4.2747,3.9451,3.9558,4.4818,3.602,4.2683,4.0458,2.5903,3.4976,2.9632,3.2428,2.9541,3.135,2.5682,3.1125,3.7809,3.0291,3.1226,2.9776,2.4535,3.2781,2.9574,2.6087,3.5559,3.3215,3.3019,3.8383,3.615,2.5397,3.367,2.048,3.192,2.6983,2.6115,2.1229,1.6069,2.5945,2.409,2.1798,2.2293,2.246,2.4615,2.4,2.9777,2.6795,2.629,3.1352,3.7744,4.1723,3.3116,3.913,3.2088
1364,N,False,7.6577,3.8591,5.0435,3.8786,3.4843,5.5016,6.5079,6.1389,7.855,7.1756,8.6624,10.614,11.701,10.577,13.695,10.218,9.1593,7.9503,8.6124,8.3333,5.9459,9.429,9.3664,6.8376,5.2186,4.5386,4.5519,4.4733,11.817,13.51,7.8236,11.821,11.295,22.685,22.136,18.481,19.888,24.492,25.654,28.131,25.665,23.775,20.173,19.812,19.341,17.282,13.416,11.523,11.313,10.674,5.9295,4.3689,3.9557,8.0997,9.119,8.8571,6.9264,9.635,6.4935,7.4924,4.6699,4.6901,5.8043,5.5195,6.6023,4.4674,7.425,6.6214,6.0403,6.7454,5.8929,5.0699,5.5743,7.6175,11.183,9.6875,9.2532,9.7938,7.4138,6.7376,10.815,10.053,11.0,8.1967,7.8544,5.3942,6.1682,9.4545,8.0808,9.7087,8.3168,6.8093,9.6834,11.969,9.9437,8.6705,12.43,8.6957,10.664,8.9866,8.0868,8.589,8.2645,10.24,6.3084,5.3165,3.794,4.4568,4.9587,8.0,5.4054,3.2895,3.3742,4.4828,3.8217
1365,N,False,8.5771,9.0909,7.6506,9.9037,9.5946,6.4131,9.166,9.9558,11.189,9.7027,7.0101,8.7886,10.106,6.6055,7.3077,4.5794,7.531,8.619,5.2578,5.6863,5.3644,4.8632,5.6568,6.9317,3.9722,6.2076,4.9545,5.893,6.8015,4.783,5.974,7.9935,9.0059,8.9025,9.4584,8.9035,7.3409,5.812,5.7239,4.3401,4.4883,2.4833,2.229,3.8223,2.8754,5.0756,2.9762,2.2528,4.6485,4.333,4.6308,4.3478,3.5471,4.5822,3.9189,3.3333,4.0843,1.931,2.0468,3.1293,2.5974,5.5623,6.4846,7.1283,5.5951,6.5257,5.7858,5.4916,7.2621,8.6921,9.5156,6.7521,5.9916,5.0676,4.0414,3.9858,8.2981,5.8824,4.7279,5.2676,4.9765,5.3345,4.4568,4.7417,4.6305,6.4597,6.2092,6.3968,7.0847,8.1616,11.619,8.4702,9.7659,8.5566,7.8777,7.9568,5.2345,5.8691,5.2897,4.4138,2.933,6.6761,3.6232,1.8519,1.952,1.9637,3.3577,3.1199,3.125,3.7037,3.8864,4.246,3.5494,3.0722,2.9321
1366,N,False,13.991,13.646,13.9,14.713,14.552,13.745,13.452,14.426,13.96,12.995,12.833,12.028,11.604,11.039,10.778,10.381,10.258,10.13,9.7631,10.48,10.04,8.911,9.8752,8.8273,8.9017,8.2691,8.4038,7.8119,7.8419,6.4798,6.9549,7.0411,6.6052,6.6094,5.5737,5.2982,5.5181,5.4824,5.2252,5.4458,6.8614,6.2896,6.121,6.0566,5.3328,6.0237,5.8965,5.8471,5.1195,5.3111,4.9368,4.5001,4.5791,4.2692,4.8458,4.9279,5.4235,5.3831,5.5881,4.8317,4.7806,3.8088,4.2303,4.1369,4.1256,3.6185,3.8952,3.9192,4.5313,4.0204,4.6007,3.9505,4.3711,4.2105,5.0025,4.3088,4.9879,4.9799,4.3911,4.9349,4.0861,4.5561,3.881,3.3111,4.0076,3.8408,4.0224,3.6865,3.5462,3.3098,3.3289,3.3312,3.5921,3.2204,3.763,3.5385,3.911,3.831,3.1385,3.4182,3.6395,3.5681,2.3326,2.662,2.9852,3.2148,2.8504,2.9141,3.3356,2.063,2.8215,1.7947,1.9138,2.1965,1.9694
1367,N,False,12.93,12.547,13.089,13.885,12.13,12.08,10.043,9.6806,8.9684,9.1227,7.2602,6.7683,8.4516,9.4078,9.2363,8.0502,9.4665,6.7696,6.343,6.039,6.4115,6.3035,6.18,6.9216,7.7578,6.3552,6.3911,5.845,4.5209,4.9049,4.4362,4.7962,5.4063,4.9768,4.5908,4.3601,4.168,5.3649,6.4342,6.0252,6.5593,7.5942,8.2078,8.1928,8.8282,7.0155,5.2427,5.2478,7.0732,7.189,5.3464,4.5548,6.6962,6.2658,5.5931,5.0621,4.0797,5.553,5.1571,4.5477,3.1419,5.3889,2.5189,2.8616,4.5324,4.1135,3.3395,4.4595,4.6337,3.6247,5.0497,5.694,5.8589,6.0016,7.6548,7.3899,7.2026,8.1338,5.7626,5.5219,7.25,7.933,9.2422,10.624,11.294,11.2,13.302,14.026,15.279,16.518,14.888,13.884,10.593,11.33,10.108,8.2547,8.7209,9.781,9.1461,8.1269,11.404,10.659,8.3548,6.7427,5.3485,4.3165,4.7206,4.3503,4.6655,3.5294,4.8301,4.5775,4.0721,5.2284,6.7873
1368,N,False,57.937,57.413,57.6,57.591,57.778,57.577,57.81,57.053,57.784,57.503,57.231,57.176,58.523,58.515,57.619,55.854,55.523,57.25,56.494,56.397,57.076,56.472,57.544,58.372,57.26,57.791,58.968,58.848,58.65,57.891,56.666,56.771,57.465,57.39,56.583,56.071,56.281,56.324,56.582,55.362,54.225,54.635,54.305,54.393,53.518,54.125,53.397,52.178,53.04,51.59,51.794,52.231,50.63,50.624,50.936,51.663,52.275,53.194,52.423,51.752,50.19,50.829,51.811,53.042,52.901,52.097,52.435,51.97,52.417,52.347,52.316,52.475,52.738,53.281,52.955,51.927,52.808,52.396,54.087,52.302,52.943,53.503,53.244,53.322,52.845,52.409,50.724,52.196,52.36,53.204,53.356,52.336,52.467,52.378,52.242,52.093,51.762,50.917,51.102,50.484,50.459,49.91,49.767,50.335,50.681,51.439,50.297,50.019,51.085,50.736,49.593,50.231,49.98,51.008,51.129
1369,N,False,2.3453,2.3938,2.4803,3.1408,3.073,3.4297,4.3667,5.0587,3.5117,3.4992,3.9445,3.8779,4.1531,4.9592,3.8283,4.0991,4.3569,5.2209,5.042,5.5314,5.3292,5.7018,5.2731,5.424,5.4211,6.112,5.562,5.1615,4.8487,4.6621,4.3243,3.6992,4.9967,4.397,3.5948,3.5076,3.4641,3.8867,3.0418,2.7609,2.2898,2.525,3.1236,4.0181,3.8369,3.2722,2.8696,2.9443,3.6655,4.4687,4.6108,3.888,4.2084,4.3139,3.4836,3.5495,3.6558,4.842,4.0404,4.1307,5.4193,5.1164,4.0276,3.4707,3.3589,3.0362,3.1178,2.2453,2.9703,2.7815,3.3362,2.4302,2.2556,3.3914,3.0138,3.114,2.8683,3.1266,3.1784,2.5912,2.3513,2.1277,2.7583,2.7941,2.1684,2.2066,2.296,2.4851,2.6906,2.7645,2.9776,3.0776,3.7244,3.4948,3.4108,2.9738,3.1988,3.4564,3.6024,4.1035,4.1265,4.25,4.8107,5.8078,6.0489,4.2247,4.2786,3.8316,2.8125,3.9788,3.0556,2.4527,2.4502,2.9572,3.26
1370,N,False,6.2999,4.9563,6.0402,6.3328,6.7508,5.9374,5.8915,6.842,6.6748,6.6609,6.3269,7.6639,6.2987,5.4545,5.7336,5.8323,6.3793,6.691,7.1975,6.6667,7.6698,6.9647,7.1062,7.6859,6.8663,6.788,7.6667,7.6152,8.0064,7.8428,7.4916,6.865,6.9476,5.7301,6.3,7.232,6.4791,7.4048,6.6911,6.6608,7.504,8.1448,7.5459,6.6467,6.8894,7.738,6.8454,6.7332,6.212,8.0595,7.7296,7.9027,7.7338,8.9321,9.928,10.125,11.001,10.131,9.3236,8.7947,10.78,10.819,10.167,9.2129,9.432,9.6351,9.7837,9.3849,8.1633,8.9668,8.7247,9.7396,8.9337,8.3648,8.8138,8.6511,8.4756,9.0892,9.1722,8.4948,8.7448,8.9192,8.5351,7.7842,7.6758,7.298,7.7751,7.668,6.7961,7.2295,7.0205,6.8385,6.6018,6.6078,6.3479,6.7349,7.2272,7.732,7.5,8.6306,9.5433,11.567,11.102,10.219,10.737,11.022,11.784,11.002,9.6982,9.2739,10.092,11.572,11.372,12.958,11.046
1371,N,False,6.6363,5.9396,5.817,7.1463,6.2169,4.5315,5.361,5.7569,5.3075,5.2803,5.3122,5.6257,5.5589,5.506,5.5918,6.5828,6.5134,6.7107,7.7626,8.8232,7.9727,7.6489,7.0329,6.0904,8.3193,8.4454,8.396,7.183,8.1544,7.108,7.3654,6.3749,5.9264,5.7426,5.6476,6.3286,7.157,6.496,6.9334,6.3888,6.7947,8.3704,8.0278,5.9981,6.3717,6.7493,6.2544,6.8678,6.2978,6.5241,7.1931,7.5376,6.695,6.0991,6.1956,6.0855,6.0454,5.6858,5.967,7.2559,6.5999,6.8244,6.181,5.7265,6.485,6.1176,6.1055,6.2245,6.6362,6.815,6.0377,6.9209,6.609,6.4886,6.3592,6.7568,6.867,6.4028,6.9622,5.8117,5.9306,5.8142,6.1514,6.1205,5.6536,5.8222,5.4757,4.988,4.7938,5.2044,4.7542,5.2466,5.0011,5.7336,5.5306,5.3271,5.555,5.692,4.4871,3.8055,5.038,4.9943,5.3642,5.0204,4.1507,4.297,4.609,5.8294,6.8105,6.8149,6.8145,5.5837,6.2218,5.8292,6.365
1372,N,False,30.23,30.746,28.0,28.76,27.445,27.831,28.576,28.204,25.946,23.774,26.486,25.446,26.987,25.545,23.537,23.44,24.984,24.932,23.093,23.92,23.385,24.25,23.346,23.332,23.587,21.803,22.928,22.835,24.599,22.276,24.214,21.183,20.764,21.819,21.406,19.049,19.662,20.94,20.556,17.702,18.784,18.624,18.292,18.717,22.834,22.288,21.158,17.433,16.021,13.759,13.339,13.172,12.423,11.324,12.243,11.686,11.529,11.493,12.578,11.737,11.182,11.521,11.333,8.4831,9.1808,10.484,10.693,11.815,13.244,12.139,13.536,13.042,12.741,12.627,13.432,12.843,15.424,15.359,15.752,16.178,14.968,15.994,12.396,11.723,12.592,11.139,8.344,9.7744,7.4944,6.981,8.4366,7.5862,8.0235,7.2382,6.8465,4.9425,6.8984,5.9235,3.9821,5.9081,6.8353,5.1804,6.1562,5.9406,7.0974,8.6538,8.2994,6.6095,7.7844,7.2735,6.6696,5.6903,5.7582,5.4773,3.9326
1373,N,False,38.055,37.654,37.669,37.802,37.198,36.933,37.004,37.543,36.539,36.587,36.441,35.957,36.696,36.234,36.096,35.965,35.764,36.504,36.81,37.23,38.297,37.538,38.083,39.699,38.903,39.701,39.249,38.301,38.375,37.967,37.793,37.803,36.798,36.161,35.688,35.425,35.154,35.286,35.184,35.749,36.222,37.613,37.375,38.498,38.365,39.429,39.055,38.325,39.374,39.875,39.622,39.792,40.051,40.406,39.418,40.175,40.248,39.851,39.957,40.392,39.572,40.639,41.256,41.56,41.002,41.271,41.354,41.997,42.556,42.227,42.71,43.104,42.685,42.585,42.062,42.595,42.11,41.718,41.793,41.737,41.248,41.115,41.691,40.402,40.2,40.982,42.373,43.273,43.827,44.045,44.363,46.082,45.031,45.541,45.945,46.095,45.489,45.426,45.464,45.301,45.086,43.298,42.992,43.089,43.635,42.934,42.134,42.513,42.753,43.043,43.342,42.896,42.927,42.115,42.556
1374,N,False,2.821,3.1845,2.5821,3.5728,3.1826,3.2773,4.3599,4.5562,3.4826,3.1898,2.9492,3.1737,4.1171,3.981,3.5978,4.059,4.4077,4.0825,5.2969,6.3348,6.2222,7.8058,5.3048,6.5374,6.7841,7.7912,7.9053,7.5149,6.424,8.7697,7.806,7.4365,7.3971,7.5943,5.7732,4.4629,5.9806,7.0523,7.438,7.5942,8.0618,6.2391,6.6555,3.9019,5.4639,4.7022,5.4809,5.0873,3.5897,5.561,5.8528,5.8447,5.9982,6.5283,4.6921,3.7763,4.0622,3.824,3.6612,4.8643,2.9988,2.5999,2.9221,2.7572,2.5332,2.1883,2.6832,2.0647,3.055,2.1456,1.7435,3.032,3.6288,4.1627,4.141,4.0073,4.3345,3.4421,4.2384,3.3461,2.1359,2.7383,2.7919,3.3086,3.605,2.8381,2.8969,2.2029,3.2107,4.146,3.0416,3.199,2.4528,4.7443,4.5668,4.9465,4.1723,3.6667,2.9133,2.859,3.4941,4.0475,2.8897,3.6981,4.055,2.964,2.1228,2.2644,1.8349,3.4099,3.352,2.9689,2.8894,2.7653,3.0802
1375,N,False,6.058,3.5613,3.0642,4.7125,5.1224,5.0721,4.9086,4.7619,3.5454,4.0916,6.8286,4.0482,4.1841,4.1605,3.5264,3.4884,4.9801,4.8086,3.6744,2.4136,2.8715,3.0644,1.9195,3.4972,4.5847,4.3768,5.178,5.4079,4.2158,3.0004,4.0911,5.484,2.4086,3.2619,3.2696,2.3077,2.3913,1.6584,2.031,2.7737,2.7287,1.7318,1.2024,1.4706,1.4698,1.7481,2.7616,2.0619,2.3306,2.1115,2.3357,2.6998,2.043,2.439,2.4925,2.4415,2.406,2.7344,2.6415,2.193,1.6537,1.6815,1.9666,1.6064,2.2403,1.332,1.5528,2.596,1.6511,1.8448,1.4085,1.2587,1.9335,1.4013,2.3665,1.6234,1.6523,5.1059,2.8609,2.8094,2.5924,1.1392,1.4867,1.241,1.5779,1.2763,1.6523,3.9759,4.5737,2.2879,3.4878,3.6618,2.3983,2.2324,2.9189,1.896,3.9724,5.3757,9.7182,11.135,13.981,11.333,12.947,10.049,10.275,8.5305,6.3164,5.1735,7.0652,5.0214,6.2108,6.4497,5.767,5.3467,4.2602
1376,N,False,12.853,10.613,11.66,7.4037,7.8842,9.372,9.8788,12.075,8.351,9.5588,11.137,11.796,6.2963,4.3424,6.6586,5.9418,3.0872,7.5227,10.329,11.599,16.958,23.449,25.373,23.686,27.018,28.087,27.557,27.1,21.925,24.143,25.856,28.103,30.013,24.828,26.197,29.85,23.201,23.823,24.192,25.468,22.917,21.39,25.864,28.284,28.0,24.778,18.986,18.481,15.818,18.392,20.667,20.071,14.114,19.214,22.255,22.676,19.817,16.143,18.651,10.824,16.847,15.869,12.984,11.956,11.286,11.907,13.768,10.978,9.4556,8.4697,8.4762,9.7403,9.5064,11.759,11.14,9.2069,12.629,18.447,11.051,8.7931,15.166,14.65,14.75,12.07,10.857,7.3237,9.2958,10.575,13.273,13.878,12.934,9.2857,5.7522,5.3965,8.351,7.9694,7.4527,11.018,7.7181,8.8167,8.7937,5.5164,3.607,4.1026,6.068,4.6154,3.237,4.4393,3.4611,3.2468,1.6,2.7548,3.3333,3.1969,1.6438
1377,N,False,38.84,38.059,37.767,38.498,37.775,35.947,35.944,34.951,36.799,36.605,38.195,40.697,41.323,41.742,42.647,42.291,43.182,43.937,39.82,41.394,40.143,38.321,38.405,40.066,41.38,38.039,37.28,33.272,33.141,36.236,35.243,37.157,38.128,35.146,38.055,40.896,41.904,39.67,40.133,37.863,39.664,39.81,37.078,35.186,35.436,34.234,33.456,33.43,29.341,30.88,31.409,31.462,33.775,31.584,31.944,30.342,31.744,31.561,30.466,31.952,35.061,33.31,34.095,34.636,34.796,35.219,33.083,31.524,30.382,28.464,30.109,27.753,29.48,28.637,28.034,27.426,29.224,29.195,27.546,27.462,26.998,27.528,27.912,28.478,29.553,29.882,30.457,29.972,29.553,28.457,27.597,25.396,25.463,24.467,25.106,25.876,24.12,24.642,24.535,25.885,24.345,22.896,24.535,26.291,25.123,24.986,24.21,25.014,25.218,27.59,26.415,24.739,23.679,26.358,26.918
1378,N,False,2.0966,1.9444,2.7422,1.5799,3.0756,3.1429,2.5362,2.6886,4.0552,3.6269,3.7829,4.4025,3.6556,4.4046,4.5491,4.4753,3.9485,2.7142,2.9464,2.0554,1.6904,1.1152,1.7463,2.1569,1.6427,2.4515,2.4546,1.1751,1.9451,1.0274,2.1066,2.5219,1.5369,3.3545,4.4749,4.9273,3.2976,3.257,4.7146,4.1739,3.3795,3.0541,3.0899,2.4606,1.6129,1.8785,1.5991,2.4728,1.8681,1.3393,0.86768,1.8703,3.1138,1.7241,1.2465,2.1828,2.8351,2.2107,1.7906,1.6224,0.8658,3.0391,2.5,1.9006,1.3314,1.8759,1.0855,1.7094,1.0622,1.1765,0.44183,0.8982,1.5827,1.2177,1.3158,1.1811,1.3997,1.6484,0.94595,1.4749,0.43668,1.4327,2.8612,4.8883,3.0105,2.1116,2.7356,2.8961,2.3423,0.87146,2.0492,2.4194,3.397,3.7528,3.7123,2.8436,2.6253,2.8986,4.2155,3.386,3.3827,2.9545,1.6393,2.1127,3.5242,2.9345,2.0595,1.5544,4.0179,4.3689,4.534,4.7739,6.8241,7.2165,3.7135
1379,N,False,3.5933,3.5882,3.5011,4.0565,3.0563,3.5419,3.3947,3.2821,2.9089,2.8189,3.0706,3.5203,2.9993,2.9848,3.617,4.0008,3.7811,3.7483,2.99,3.6569,3.5918,4.0765,3.5476,3.6479,3.7689,4.5128,3.725,3.9539,3.4666,3.3565,4.0343,3.9216,3.582,4.1363,3.7068,3.4922,3.8722,3.4005,3.0398,3.9884,3.4424,2.5689,3.0582,3.2049,3.5077,2.6747,2.5204,3.4299,3.0959,2.7615,3.2546,2.6316,2.8446,3.1528,2.2131,3.2452,5.2295,3.1447,2.7391,2.408,2.9185,2.2337,2.9865,1.4198,1.9786,1.6266,1.6801,1.4411,1.8488,1.0908,1.6961,1.0469,1.4793,1.3155,1.7226,2.1686,1.7327,2.1153,1.8906,2.1018,2.1064,2.1789,2.4135,2.5239,1.9518,1.8107,1.8799,2.0833,2.3644,2.2199,2.5983,2.5498,2.0833,1.9716,1.9773,1.9192,1.6926,1.9061,1.1672,1.3441,0.7252,1.2157,1.2294,0.92618,0.93385,0.98746,1.1589,1.1485,1.5058,1.3319,1.4096,1.6298,1.4892,1.9456,2.3641
