,FLARE_TYPE,COINCIDENCE,MEANSHR_1,MEANSHR_2,MEANSHR_3,MEANSHR_4,MEANSHR_5,MEANSHR_6,MEANSHR_7,MEANSHR_8,MEANSHR_9,MEANSHR_10,MEANSHR_11,MEANSHR_12,MEANSHR_13,MEANSHR_14,MEANSHR_15,MEANSHR_16,MEANSHR_17,MEANSHR_18,MEANSHR_19,MEANSHR_20,MEANSHR_21,MEANSHR_22,MEANSHR_23,MEANSHR_24,MEANSHR_25,MEANSHR_26,MEANSHR_27,MEANSHR_28,MEANSHR_29,MEANSHR_30,MEANSHR_31,MEANSHR_32,MEANSHR_33,MEANSHR_34,MEANSHR_35,MEANSHR_36,MEANSHR_37,MEANSHR_38,MEANSHR_39,MEANSHR_40,MEANSHR_41,MEANSHR_42,MEANSHR_43,MEANSHR_44,MEANSHR_45,MEANSHR_46,MEANSHR_47,MEANSHR_48,MEANSHR_49,MEANSHR_50,MEANSHR_51,MEANSHR_52,MEANSHR_53,MEANSHR_54,MEANSHR_55,MEANSHR_56,MEANSHR_57,MEANSHR_58,MEANSHR_59,MEANSHR_60,MEANSHR_61,MEANSHR_62,MEANSHR_63,MEANSHR_64,MEANSHR_65,MEANSHR_66,MEANSHR_67,MEANSHR_68,MEANSHR_69,MEANSHR_70,MEANSHR_71,MEANSHR_72,MEANSHR_73,MEANSHR_74,MEANSHR_75,MEANSHR_76,MEANSHR_77,MEANSHR_78,MEANSHR_79,MEANSHR_80,MEANSHR_81,MEANSHR_82,MEANSHR_83,MEANSHR_84,MEANSHR_85,MEANSHR_86,MEANSHR_87,MEANSHR_88,MEANSHR_89,MEANSHR_90,MEANSHR_91,MEANSHR_92,MEANSHR_93,MEANSHR_94,MEANSHR_95,MEANSHR_96,MEANSHR_97,MEANSHR_98,MEANSHR_99,MEANSHR_100,MEANSHR_101,MEANSHR_102,MEANSHR_103,MEANSHR_104,MEANSHR_105,MEANSHR_106,MEANSHR_107,MEANSHR_108,MEANSHR_109,MEANSHR_110,MEANSHR_111,MEANSHR_112,MEANSHR_113,MEANSHR_114,MEANSHR_115
25,M,True,40.993,40.947,41.845,42.306,42.431,41.993,42.605,42.502,42.99,43.101,42.014,41.431,42.159,42.816,43.475,43.769,44.395,44.352,44.749,44.795,45.453,44.991,45.189,44.953,44.974,45.338,45.146,44.806,44.661,45.015,45.416,44.938,45.182,45.484,45.554,45.48,46.126,46.125,46.75,47.276,47.718,47.586,47.949,47.746,47.853,47.404,47.485,47.472,47.338,47.73,47.776,48.288,48.287,48.54,48.516,48.655,48.533,48.831,48.771,48.512,48.628,48.945,48.927,48.88,48.717,49.125,49.275,49.321,48.952,48.938,49.206,49.188,48.856,48.406,47.963,47.907,48.318,48.339,48.413,48.7,49.031,49.223,49.417,49.817,49.913,49.653,49.928,49.851,50.345,50.09,50.425,50.45,50.326,50.271,49.991,49.95,49.596,49.4,49.359,49.31,49.504,49.716,49.959,49.919,49.724,49.849,49.829,49.89,49.981,49.725,49.783,50.004,49.915,50.07,49.942
26,M,True,50.653,50.588,50.041,49.822,49.844,50.118,50.028,50.127,49.923,49.957,49.749,49.925,50.162,50.368,50.693,50.808,51.098,50.97,50.943,51.236,51.16,51.195,51.204,51.259,51.024,50.795,50.815,50.709,50.841,50.638,50.505,50.38,50.307,50.417,50.541,50.406,50.327,50.405,50.229,50.385,49.979,50.289,50.356,50.329,50.44,50.601,50.497,50.519,50.635,50.621,50.859,50.918,51.096,51.283,51.385,51.531,51.529,51.447,51.264,51.289,51.407,51.53,51.445,51.61,51.664,51.521,51.718,51.693,51.676,51.821,51.531,51.598,51.401,51.343,51.305,51.209,51.204,51.039,51.131,51.523,51.422,51.633,51.822,51.646,51.886,52.013,52.285,52.153,52.383,52.371,52.261,52.397,52.441,52.43,52.576,52.599,52.529,52.393,52.378,52.225,52.153,52.12,52.071,52.303,52.303,52.267,52.4,52.453,52.712,52.732,52.641,52.503,52.485,52.534,52.383
27,M,False,29.803,29.142,28.739,29.326,29.327,29.761,30.77,31.134,31.513,31.68,31.306,31.468,31.515,32.266,33.393,32.938,33.712,33.523,32.905,33.625,33.679,33.638,33.693,33.217,32.812,32.479,32.209,32.833,32.746,33.035,32.782,32.962,33.43,33.067,32.938,33.075,32.197,33.114,33.221,33.492,33.768,33.901,34.067,34.365,34.743,34.892,35.163,35.456,35.028,35.046,35.235,35.423,35.391,34.824,34.658,34.738,35.453,35.761,34.985,35.034,35.296,35.49,34.909,35.215,35.518,35.749,35.93,35.809,35.871,35.828,36.404,36.127,36.113,36.416,36.3,35.797,35.447,35.557,35.931,36.078,35.684,35.836,35.69,35.971,35.953,35.988,36.051,36.313,36.353,36.506,36.629,37.031,36.386,36.664,37.026,36.949,37.065,37.101,37.157,37.074,37.594,37.887,37.985,37.467,37.643,37.69,38.081,38.059,38.188,38.328,38.697,38.83,39.151,38.998,39.023
28,M,False,50.865,50.719,50.635,50.75,50.731,50.648,50.702,50.501,50.449,50.649,50.454,50.526,50.305,50.175,49.935,49.934,49.894,49.804,49.747,49.589,49.677,49.633,49.795,49.879,50.018,50.166,50.074,49.866,50.004,49.631,49.552,49.728,49.678,49.599,49.577,49.453,49.199,49.043,48.832,49.048,49.223,49.195,49.336,49.287,49.295,49.31,49.434,49.213,48.864,49.121,49.249,49.108,49.184,49.118,49.019,48.864,48.816,48.766,48.803,48.832,48.878,48.918,49.257,48.959,48.728,48.725,48.764,48.63,48.522,48.348,48.708,48.751,48.544,48.5,48.414,48.407,48.548,48.515,48.568,48.766,48.517,48.768,48.975,48.716,48.738,48.712,48.862,49.078,48.835,48.744,48.855,48.568,48.395,48.419,48.388,48.393,48.542,47.99,48.314,48.207,48.225,48.148,48.249,48.481,48.44,48.463,48.382,48.513,48.396,48.413,48.34,48.419,48.346,48.183,48.053
29,M,True,41.791,41.557,41.791,41.734,41.821,41.722,41.48,41.494,41.368,41.513,41.263,41.039,40.936,40.972,41.084,40.848,40.373,40.654,40.647,40.728,40.433,40.51,40.638,40.49,40.59,40.744,40.757,40.358,40.33,40.53,40.929,40.651,40.746,40.829,40.936,40.542,40.618,40.293,40.665,40.502,40.578,40.546,40.597,40.631,40.742,40.657,40.767,40.72,40.561,40.433,40.501,40.789,40.804,40.767,40.812,40.604,40.799,40.734,40.708,40.701,40.935,40.936,40.791,40.812,41.026,41.2,40.738,40.481,40.193,40.024,40.395,40.107,40.159,40.163,40.051,39.953,39.61,39.459,0.0,39.307,39.157,39.387,39.477,39.689,39.202,39.11,38.863,39.209,39.486,39.346,39.275,39.351,39.57,39.608,39.737,39.879,39.708,39.785,39.586,0.0,39.104,39.043,39.123,39.193,38.87,38.747,38.475,38.399,38.514,38.189,37.927,38.082,38.337,38.618,37.98
30,M,True,41.291,41.202,41.37,41.347,41.477,41.228,41.342,41.128,41.12,41.245,41.453,41.401,41.798,41.673,41.336,41.55,41.335,41.659,41.525,41.447,41.395,41.535,41.488,41.593,41.356,41.283,40.867,40.8,41.23,41.013,41.206,41.093,41.146,40.661,40.823,40.474,40.724,40.597,40.31,40.3,40.364,40.27,40.036,40.232,39.99,39.958,40.218,40.924,41.032,40.977,40.759,41.843,41.526,41.876,42.142,42.34,42.165,42.155,42.055,42.077,42.546,42.287,42.309,42.544,41.621,41.748,41.865,41.935,42.121,42.181,41.588,41.718,41.508,41.709,41.997,42.483,42.031,41.989,41.967,41.722,42.321,42.228,42.413,42.43,42.134,42.08,41.857,41.87,41.758,41.87,41.812,41.994,41.737,42.043,42.072,42.315,42.501,42.128,41.807,42.039,42.316,42.251,42.591,42.404,42.195,42.03,41.788,41.698,41.932,42.092,41.848,41.884,41.887,41.675,41.824
31,M,False,40.848,40.373,40.654,40.647,40.728,40.433,40.51,40.638,40.49,40.59,40.744,40.757,40.358,40.33,40.53,40.929,40.651,40.746,40.829,40.936,40.542,40.618,40.293,40.665,40.502,40.578,40.546,40.597,40.631,40.742,40.657,40.767,40.72,40.561,40.433,40.501,40.789,40.804,40.767,40.812,40.604,40.799,40.734,40.708,40.701,40.935,40.936,40.791,40.812,41.026,41.2,40.738,40.481,40.193,40.024,40.395,40.107,40.159,40.163,40.051,39.953,39.61,39.459,0.0,39.307,39.157,39.387,39.477,39.689,39.202,39.11,38.863,39.209,39.486,39.346,39.275,39.351,39.57,39.608,39.737,39.879,39.708,39.785,39.586,0.0,39.104,39.043,39.123,39.193,38.87,38.747,38.475,38.399,38.514,38.189,37.927,38.082,38.337,38.618,37.98,38.164,37.973,38.4,37.833,37.895,37.966,37.775,37.87,37.538,37.79,37.876,37.876,37.75,37.833,37.441
32,M,False,41.525,41.447,41.395,41.535,41.488,41.593,41.356,41.283,40.867,40.8,41.23,41.013,41.206,41.093,41.146,40.661,40.823,40.474,40.724,40.597,40.31,40.3,40.364,40.27,40.036,40.232,39.99,39.958,40.218,40.924,41.032,40.977,40.759,41.843,41.526,41.876,42.142,42.34,42.165,42.155,42.055,42.077,42.546,42.287,42.309,42.544,41.621,41.748,41.865,41.935,42.121,42.181,41.588,41.718,41.508,41.709,41.997,42.483,42.031,41.989,41.967,41.722,42.321,42.228,42.413,42.43,42.134,42.08,41.857,41.87,41.758,41.87,41.812,41.994,41.737,42.043,42.072,42.315,42.501,42.128,41.807,42.039,42.316,42.251,42.591,42.404,42.195,42.03,41.788,41.698,41.932,42.092,41.848,41.884,41.887,41.675,41.824,42.183,42.034,41.963,42.183,41.82,42.055,41.958,42.359,42.581,42.604,42.638,42.59,42.738,42.824,42.501,42.562,42.763,42.709
33,M,False,41.876,42.142,42.34,42.165,42.155,42.055,42.077,42.546,42.287,42.309,42.544,41.621,41.748,41.865,41.935,42.121,42.181,41.588,41.718,41.508,41.709,41.997,42.483,42.031,41.989,41.967,41.722,42.321,42.228,42.413,42.43,42.134,42.08,41.857,41.87,41.758,41.87,41.812,41.994,41.737,42.043,42.072,42.315,42.501,42.128,41.807,42.039,42.316,42.251,42.591,42.404,42.195,42.03,41.788,41.698,41.932,42.092,41.848,41.884,41.887,41.675,41.824,42.183,42.034,41.963,42.183,41.82,42.055,41.958,42.359,42.581,42.604,42.638,42.59,42.738,42.824,42.501,42.562,42.763,42.709,43.045,42.892,42.661,42.33,42.42,42.358,42.65,42.803,43.043,43.084,42.825,43.145,42.917,42.953,42.822,43.114,42.998,0.0,43.665,43.798,43.769,43.417,43.539,43.474,43.344,43.38,43.365,43.369,43.437,43.609,43.774,43.81,43.924,44.122,44.335
34,M,False,27.329,27.776,27.438,27.31,27.526,27.478,27.59,27.399,27.275,27.388,27.364,27.557,27.713,27.499,27.627,27.642,27.371,27.478,27.5,27.414,27.637,27.198,27.039,26.94,26.818,26.835,26.935,27.045,26.821,26.712,26.75,27.059,27.198,27.245,27.477,27.639,27.861,27.99,27.974,28.215,27.913,27.917,27.732,27.635,27.258,27.597,27.364,26.903,26.858,26.838,26.932,26.943,26.842,26.848,26.882,27.029,27.018,27.41,27.146,27.035,27.163,27.371,27.488,27.677,27.53,27.624,27.766,27.728,27.898,27.91,27.905,27.736,27.6,27.585,27.697,27.626,27.702,28.135,28.2,28.204,28.288,28.377,28.554,28.77,28.846,29.104,29.642,29.824,30.282,29.789,29.663,29.786,29.46,29.523,29.275,29.459,29.703,29.607,29.482,29.274,29.2,29.382,29.433,29.663,29.937,30.185,30.496,30.778,31.022,31.285,31.277,31.125,31.041,31.3,31.347
35,M,True,39.937,39.701,39.616,39.395,39.289,38.912,38.693,38.562,38.408,38.612,38.575,38.22,38.388,38.43,38.647,38.49,38.558,39.121,39.487,39.563,39.528,39.543,39.216,39.391,39.486,38.903,38.843,38.601,38.682,38.652,0.0,38.277,37.779,37.536,37.317,37.081,37.355,37.645,37.618,37.566,37.356,37.426,37.478,37.477,37.293,36.976,37.276,37.078,37.025,36.917,37.249,37.215,37.214,37.079,37.326,37.201,37.407,37.224,37.355,37.31,37.302,37.447,37.401,36.782,36.641,36.227,35.875,36.251,35.857,35.943,36.031,35.646,35.6,35.608,35.933,36.151,35.873,0.0,35.873,36.189,36.339,36.515,36.634,36.467,36.499,36.836,36.938,36.251,36.222,35.738,35.606,34.926,35.178,35.085,34.739,34.847,34.434,34.875,34.473,34.282,34.038,34.35,33.948,34.06,34.289,34.296,34.338,34.363,34.273,34.254,34.319,34.541,34.8,34.456,34.485
36,M,True,31.655,31.685,32.004,31.173,31.462,31.875,31.798,31.457,31.68,31.442,31.063,30.704,31.277,31.77,31.669,31.286,31.349,31.231,31.462,31.638,30.926,31.091,31.405,32.131,31.767,32.103,31.857,31.869,32.246,31.143,31.488,32.064,32.617,32.244,32.762,31.545,31.317,31.398,32.216,31.368,32.062,32.293,32.062,32.691,33.229,32.899,32.776,32.563,32.331,32.926,32.728,32.629,32.831,32.587,32.706,33.306,33.087,33.295,33.495,33.434,33.325,33.337,33.433,33.457,33.181,33.534,33.757,33.838,33.855,33.81,33.812,33.657,33.326,33.193,33.59,33.987,32.875,33.223,33.168,33.44,32.887,33.283,33.31,33.606,34.061,33.603,33.307,33.254,33.407,33.266,33.293,33.574,32.97,33.274,33.147,33.241,33.423,32.987,33.075,33.029,33.129,33.001,33.81,33.515,33.326,33.624,33.643,33.833,33.829,33.83,33.483,33.585,33.753,33.689,33.334
37,M,False,38.49,38.558,39.121,39.487,39.563,39.528,39.543,39.216,39.391,39.486,38.903,38.843,38.601,38.682,38.652,0.0,38.277,37.779,37.536,37.317,37.081,37.355,37.645,37.618,37.566,37.356,37.426,37.478,37.477,37.293,36.976,37.276,37.078,37.025,36.917,37.249,37.215,37.214,37.079,37.326,37.201,37.407,37.224,37.355,37.31,37.302,37.447,37.401,36.782,36.641,36.227,35.875,36.251,35.857,35.943,36.031,35.646,35.6,35.608,35.933,36.151,35.873,0.0,35.873,36.189,36.339,36.515,36.634,36.467,36.499,36.836,36.938,36.251,36.222,35.738,35.606,34.926,35.178,35.085,34.739,34.847,34.434,34.875,34.473,34.282,34.038,34.35,33.948,34.06,34.289,34.296,34.338,34.363,34.273,34.254,34.319,34.541,34.8,34.456,34.485,34.845,35.13,35.298,35.668,35.584,35.85,35.686,35.604,35.321,35.181,35.068,35.148,34.572,34.47,34.453
38,M,False,39.543,39.216,39.391,39.486,38.903,38.843,38.601,38.682,38.652,0.0,38.277,37.779,37.536,37.317,37.081,37.355,37.645,37.618,37.566,37.356,37.426,37.478,37.477,37.293,36.976,37.276,37.078,37.025,36.917,37.249,37.215,37.214,37.079,37.326,37.201,37.407,37.224,37.355,37.31,37.302,37.447,37.401,36.782,36.641,36.227,35.875,36.251,35.857,35.943,36.031,35.646,35.6,35.608,35.933,36.151,35.873,0.0,35.873,36.189,36.339,36.515,36.634,36.467,36.499,36.836,36.938,36.251,36.222,35.738,35.606,34.926,35.178,35.085,34.739,34.847,34.434,34.875,34.473,34.282,34.038,34.35,33.948,34.06,34.289,34.296,34.338,34.363,34.273,34.254,34.319,34.541,34.8,34.456,34.485,34.845,35.13,35.298,35.668,35.584,35.85,35.686,35.604,35.321,35.181,35.068,35.148,34.572,34.47,34.453,34.307,34.229,33.939,33.64,33.463,33.743
39,M,False,43.344,43.983,43.945,43.617,43.479,43.472,43.451,43.614,43.463,43.632,43.792,43.943,44.04,43.687,43.529,43.677,43.787,43.613,43.764,43.831,43.736,43.93,43.939,43.69,43.601,43.538,43.571,43.637,43.415,43.087,43.537,43.415,43.886,44.074,44.104,44.023,43.955,44.209,44.247,44.047,43.836,44.089,44.03,43.903,44.324,44.309,44.314,44.304,44.372,44.486,44.533,44.506,44.366,44.562,44.605,44.482,44.588,44.678,44.829,44.857,45.247,45.174,45.341,45.254,45.522,45.395,45.738,45.603,45.575,45.628,46.033,46.064,46.354,46.182,46.426,46.444,46.346,46.66,46.803,47.07,47.337,47.352,47.063,46.769,46.7,46.641,46.323,46.497,46.56,47.058,47.047,47.272,47.665,47.896,47.811,47.786,47.54,47.742,47.699,48.011,47.853,48.155,48.008,47.944,47.742,47.876,48.039,47.884,47.831,48.056,48.006,47.752,47.806,47.781,47.582
40,M,False,35.933,36.151,35.873,0.0,35.873,36.189,36.339,36.515,36.634,36.467,36.499,36.836,36.938,36.251,36.222,35.738,35.606,34.926,35.178,35.085,34.739,34.847,34.434,34.875,34.473,34.282,34.038,34.35,33.948,34.06,34.289,34.296,34.338,34.363,34.273,34.254,34.319,34.541,34.8,34.456,34.485,34.845,35.13,35.298,35.668,35.584,35.85,35.686,35.604,35.321,35.181,35.068,35.148,34.572,34.47,34.453,34.307,34.229,33.939,33.64,33.463,33.743,33.991,34.32,34.292,34.44,34.561,34.667,34.966,34.507,34.541,34.586,34.474,34.266,34.116,34.164,34.012,33.987,33.868,33.908,33.59,33.744,33.713,33.656,33.769,33.451,33.482,33.636,33.436,33.595,33.646,33.38,33.716,33.602,33.6,33.351,33.843,33.63,33.662,33.705,33.944,33.845,33.685,33.951,33.822,33.881,33.794,33.606,33.39,33.08,32.84,32.707,32.463,32.338,32.212
41,M,True,33.812,33.657,33.326,33.193,33.59,33.987,32.875,33.223,33.168,33.44,32.887,33.283,33.31,33.606,34.061,33.603,33.307,33.254,33.407,33.266,33.293,33.574,32.97,33.274,33.147,33.241,33.423,32.987,33.075,33.029,33.129,33.001,33.81,33.515,33.326,33.624,33.643,33.833,33.829,33.83,33.483,33.585,33.753,33.689,33.334,33.673,33.489,33.231,33.157,33.23,33.173,32.851,33.213,33.274,33.08,33.03,33.824,34.042,34.037,34.115,34.07,34.125,33.661,33.373,33.653,33.982,34.067,34.104,34.387,34.251,33.993,34.223,34.103,34.422,34.756,34.717,34.987,35.035,35.012,34.326,34.476,34.544,34.535,34.171,34.542,34.592,34.558,35.182,35.312,35.44,35.231,35.143,34.827,35.053,35.179,35.149,35.458,35.308,35.861,35.882,35.44,35.837,35.865,35.994,35.658,35.577,35.094,35.38,35.428,35.06,35.238,35.562,35.757,35.916,36.306
42,M,False,33.274,33.147,33.241,33.423,32.987,33.075,33.029,33.129,33.001,33.81,33.515,33.326,33.624,33.643,33.833,33.829,33.83,33.483,33.585,33.753,33.689,33.334,33.673,33.489,33.231,33.157,33.23,33.173,32.851,33.213,33.274,33.08,33.03,33.824,34.042,34.037,34.115,34.07,34.125,33.661,33.373,33.653,33.982,34.067,34.104,34.387,34.251,33.993,34.223,34.103,34.422,34.756,34.717,34.987,35.035,35.012,34.326,34.476,34.544,34.535,34.171,34.542,34.592,34.558,35.182,35.312,35.44,35.231,35.143,34.827,35.053,35.179,35.149,35.458,35.308,35.861,35.882,35.44,35.837,35.865,35.994,35.658,35.577,35.094,35.38,35.428,35.06,35.238,35.562,35.757,35.916,36.306,36.281,36.424,36.227,35.414,35.848,35.581,36.073,35.588,39.044,36.106,36.665,36.321,36.375,36.057,36.957,36.53,35.876,35.685,36.165,35.995,35.58,35.633,35.525
43,M,False,33.653,33.982,34.067,34.104,34.387,34.251,33.993,34.223,34.103,34.422,34.756,34.717,34.987,35.035,35.012,34.326,34.476,34.544,34.535,34.171,34.542,34.592,34.558,35.182,35.312,35.44,35.231,35.143,34.827,35.053,35.179,35.149,35.458,35.308,35.861,35.882,35.44,35.837,35.865,35.994,35.658,35.577,35.094,35.38,35.428,35.06,35.238,35.562,35.757,35.916,36.306,36.281,36.424,36.227,35.414,35.848,35.581,36.073,35.588,39.044,36.106,36.665,36.321,36.375,36.057,36.957,36.53,35.876,35.685,36.165,35.995,35.58,35.633,35.525,36.936,37.012,36.038,36.264,36.385,36.381,35.48,37.006,35.939,35.934,36.661,36.46,35.791,36.408,37.229,36.6,36.386,36.52,36.547,36.487,36.705,36.42,36.784,36.855,36.733,37.021,36.467,36.657,36.143,36.88,37.243,36.808,37.064,36.515,37.536,37.028,36.942,37.45,36.608,37.524,36.824
44,M,False,35.865,35.994,35.658,35.577,35.094,35.38,35.428,35.06,35.238,35.562,35.757,35.916,36.306,36.281,36.424,36.227,35.414,35.848,35.581,36.073,35.588,39.044,36.106,36.665,36.321,36.375,36.057,36.957,36.53,35.876,35.685,36.165,35.995,35.58,35.633,35.525,36.936,37.012,36.038,36.264,36.385,36.381,35.48,37.006,35.939,35.934,36.661,36.46,35.791,36.408,37.229,36.6,36.386,36.52,36.547,36.487,36.705,36.42,36.784,36.855,36.733,37.021,36.467,36.657,36.143,36.88,37.243,36.808,37.064,36.515,37.536,37.028,36.942,37.45,36.608,37.524,36.824,36.823,37.548,36.459,37.335,36.568,36.585,36.417,35.64,35.43,35.753,35.526,35.36,34.649,35.999,34.907,36.041,35.942,35.874,37.157,36.23,36.419,36.751,35.236,36.365,36.505,35.989,38.155,37.447,37.123,37.022,37.027,37.442,37.001,40.019,37.974,40.814,37.465,38.52
45,M,False,35.238,35.562,35.757,35.916,36.306,36.281,36.424,36.227,35.414,35.848,35.581,36.073,35.588,39.044,36.106,36.665,36.321,36.375,36.057,36.957,36.53,35.876,35.685,36.165,35.995,35.58,35.633,35.525,36.936,37.012,36.038,36.264,36.385,36.381,35.48,37.006,35.939,35.934,36.661,36.46,35.791,36.408,37.229,36.6,36.386,36.52,36.547,36.487,36.705,36.42,36.784,36.855,36.733,37.021,36.467,36.657,36.143,36.88,37.243,36.808,37.064,36.515,37.536,37.028,36.942,37.45,36.608,37.524,36.824,36.823,37.548,36.459,37.335,36.568,36.585,36.417,35.64,35.43,35.753,35.526,35.36,34.649,35.999,34.907,36.041,35.942,35.874,37.157,36.23,36.419,36.751,35.236,36.365,36.505,35.989,38.155,37.447,37.123,37.022,37.027,37.442,37.001,40.019,37.974,40.814,37.465,38.52,36.668,35.748,35.745,37.233,40.648,33.802,37.591,35.377
46,M,True,51.453,51.402,51.332,51.289,51.416,51.431,51.402,51.515,0.0,51.273,51.418,51.387,51.352,51.228,51.299,51.192,51.222,51.302,51.347,51.542,51.384,51.31,51.429,51.218,51.298,51.484,51.412,51.346,51.276,51.249,51.39,51.271,51.395,51.356,51.066,51.256,51.01,51.062,51.104,50.92,50.739,50.924,50.818,51.059,51.031,50.997,51.031,51.054,51.419,51.244,51.17,51.215,51.18,51.257,51.051,50.974,51.018,50.934,50.873,50.82,50.489,50.467,50.409,50.115,50.201,50.097,49.974,49.751,49.746,49.843,49.637,49.636,49.84,49.792,49.576,49.622,49.503,49.518,49.41,49.629,49.874,49.891,50.027,49.982,50.133,50.204,50.209,50.316,50.263,50.276,50.36,50.238,50.387,50.25,50.367,50.397,50.357,50.376,50.676,50.562,50.757,50.457,50.454,50.341,50.381,50.216,50.089,50.004,50.077,50.018,50.013,50.278,50.312,50.39,50.584
47,M,False,51.228,51.299,51.192,51.222,51.302,51.347,51.542,51.384,51.31,51.429,51.218,51.298,51.484,51.412,51.346,51.276,51.249,51.39,51.271,51.395,51.356,51.066,51.256,51.01,51.062,51.104,50.92,50.739,50.924,50.818,51.059,51.031,50.997,51.031,51.054,51.419,51.244,51.17,51.215,51.18,51.257,51.051,50.974,51.018,50.934,50.873,50.82,50.489,50.467,50.409,50.115,50.201,50.097,49.974,49.751,49.746,49.843,49.637,49.636,49.84,49.792,49.576,49.622,49.503,49.518,49.41,49.629,49.874,49.891,50.027,49.982,50.133,50.204,50.209,50.316,50.263,50.276,50.36,50.238,50.387,50.25,50.367,50.397,50.357,50.376,50.676,50.562,50.757,50.457,50.454,50.341,50.381,50.216,50.089,50.004,50.077,50.018,50.013,50.278,50.312,50.39,50.584,50.628,50.734,50.765,50.852,50.75,50.791,50.735,50.623,50.587,50.66,50.68,50.55,50.482
48,M,False,39.446,39.622,39.593,39.652,39.993,40.221,40.197,40.01,39.926,39.815,39.75,39.718,39.715,39.739,40.035,40.103,40.233,40.078,39.919,40.121,39.751,39.441,38.878,38.815,38.768,38.594,38.49,38.709,38.719,38.53,38.716,38.889,39.145,38.962,39.016,39.046,38.805,38.879,38.801,38.764,38.378,38.666,38.44,38.323,38.348,38.199,38.114,37.842,37.756,37.849,38.011,38.296,38.033,38.229,38.501,38.616,38.646,38.799,38.86,38.637,38.414,38.669,0.0,38.67,38.743,38.846,38.912,38.825,39.143,38.9,38.896,38.815,38.702,38.373,38.144,38.191,38.206,38.288,38.257,38.521,38.594,38.643,38.848,38.774,38.646,38.803,38.757,38.795,38.7,38.684,38.842,38.884,38.828,38.595,38.48,38.455,38.597,38.407,38.426,38.315,38.193,38.28,38.19,38.274,38.165,38.1,38.032,38.181,38.19,38.316,38.489,38.168,37.985,37.869,37.655
49,M,True,27.764,27.383,27.605,26.984,27.503,27.035,26.939,27.272,26.622,26.703,26.725,26.629,26.865,27.158,26.806,27.345,27.133,26.898,27.134,27.497,27.48,27.376,27.522,27.527,27.554,27.47,27.249,27.277,27.317,27.331,27.185,27.088,26.961,26.99,27.292,27.134,26.82,26.416,26.942,26.862,27.448,27.114,27.007,27.053,26.896,27.157,26.807,0.0,27.127,27.23,27.245,27.509,27.783,27.794,27.873,27.755,27.65,27.411,27.225,27.424,27.202,27.404,27.016,27.217,27.018,27.158,27.109,27.174,27.676,27.581,27.512,27.61,28.068,28.582,28.426,28.594,28.639,28.633,28.532,28.48,28.463,28.326,28.42,28.366,28.172,28.143,28.152,28.06,28.139,28.279,28.286,28.413,28.44,28.663,28.494,28.602,29.023,28.986,29.097,29.027,29.042,29.207,29.174,29.264,29.254,29.117,29.241,29.436,29.526,29.46,29.295,29.497,29.476,29.54,29.463
50,M,False,27.65,27.411,27.225,27.424,27.202,27.404,27.016,27.217,27.018,27.158,27.109,27.174,27.676,27.581,27.512,27.61,28.068,28.582,28.426,28.594,28.639,28.633,28.532,28.48,28.463,28.326,28.42,28.366,28.172,28.143,28.152,28.06,28.139,28.279,28.286,28.413,28.44,28.663,28.494,28.602,29.023,28.986,29.097,29.027,29.042,29.207,29.174,29.264,29.254,29.117,29.241,29.436,29.526,29.46,29.295,29.497,29.476,29.54,29.463,29.846,29.96,30.204,30.395,30.288,30.641,30.74,30.943,31.116,31.026,31.141,30.999,30.989,30.844,30.747,31.011,31.215,31.312,31.335,31.345,31.547,31.573,31.599,31.762,31.692,31.757,31.846,31.904,32.002,32.198,32.439,32.572,32.669,32.559,32.642,32.906,32.814,32.936,32.679,32.722,32.719,32.925,32.859,32.906,32.859,32.951,32.914,32.97,33.144,33.245,33.219,33.16,33.305,33.495,33.473,33.371
51,M,True,44.653,43.378,44.398,45.084,43.956,45.325,43.944,43.658,43.802,44.253,44.491,44.245,43.618,43.634,42.853,42.362,42.201,42.768,41.891,41.255,41.412,40.839,41.225,41.108,40.772,41.549,40.6,40.563,41.454,40.76,40.953,41.022,39.726,40.855,40.357,40.211,40.519,40.598,40.42,40.17,40.801,40.227,41.295,40.853,41.188,41.171,40.595,41.129,40.874,41.165,41.001,41.128,40.969,41.172,40.837,40.876,40.82,40.426,40.666,40.718,41.059,40.771,41.09,40.667,40.881,40.966,40.362,40.125,39.834,41.058,39.557,39.265,39.208,39.659,39.674,39.687,39.62,39.863,39.456,39.145,39.877,39.708,39.407,39.097,39.646,39.131,39.186,39.464,39.847,40.296,40.198,40.183,40.379,40.142,40.878,40.33,40.292,40.143,40.471,39.352,40.304,39.689,39.525,38.868,39.727,39.12,39.151,39.101,38.984,39.116,39.27,39.001,39.724,39.256,39.066
