,FLARE_TYPE,COINCIDENCE,MEANGBT_1,MEANGBT_2,MEANGBT_3,MEANGBT_4,MEANGBT_5,MEANGBT_6,MEANGBT_7,MEANGBT_8,MEANGBT_9,MEANGBT_10,MEANGBT_11,MEANGBT_12,MEANGBT_13,MEANGBT_14,MEANGBT_15,MEANGBT_16,MEANGBT_17,MEANGBT_18,MEANGBT_19,MEANGBT_20,MEANGBT_21,MEANGBT_22,MEANGBT_23,MEANGBT_24,MEANGBT_25,MEANGBT_26,MEANGBT_27,MEANGBT_28,MEANGBT_29,MEANGBT_30,MEANGBT_31,MEANGBT_32,MEANGBT_33,MEANGBT_34,MEANGBT_35,MEANGBT_36,MEANGBT_37,MEANGBT_38,MEANGBT_39,MEANGBT_40,MEANGBT_41,MEANGBT_42,MEANGBT_43,MEANGBT_44,MEANGBT_45
508,M,True,83.266,82.521,83.234,82.687,82.875,82.636,82.746,83.239,83.282,84.199,85.004,84.533,84.128,85.042,84.562,84.286,84.925,85.388,85.851,85.914,85.923,86.027,86.111,86.563,86.498,87.223,85.286,84.444,84.998,86.093,85.646,86.246,86.953,87.98,89.009,88.752,89.993,90.516,90.714,91.057,91.825,92.088,92.358,90.871,90.616
509,M,True,90.147,90.667,90.789,90.872,91.81,91.179,91.513,91.636,93.45,94.423,95.132,96.09,97.504,98.415,98.181,98.053,98.69,97.983,97.419,97.76,96.827,97.462,97.758,98.294,98.362,98.296,98.802,99.179,99.216,100.13,100.86,100.63,101.05,100.39,100.55,100.69,99.683,100.24,99.613,98.486,99.124,99.384,97.801,97.129,96.957
510,M,False,98.296,98.802,99.179,99.216,100.13,100.86,100.63,101.05,100.39,100.55,100.69,99.683,100.24,99.613,98.486,99.124,99.384,97.801,97.129,96.957,96.377,95.94,96.328,96.015,95.922,95.971,96.265,96.313,96.3,96.684,97.571,98.573,99.068,99.392,99.377,98.608,97.941,96.608,96.488,95.711,95.777,94.857,94.178,92.488,92.499
511,M,True,96.3,96.684,97.571,98.573,99.068,99.392,99.377,98.608,97.941,96.608,96.488,95.711,95.777,94.857,94.178,92.488,92.499,93.235,93.526,92.774,92.781,91.5,92.064,91.747,91.944,92.158,91.129,91.006,90.847,90.397,91.967,91.77,92.042,91.101,91.077,91.618,91.126,91.164,91.267,90.515,91.14,90.972,90.484,90.049,90.292
512,M,False,96.488,95.711,95.777,94.857,94.178,92.488,92.499,93.235,93.526,92.774,92.781,91.5,92.064,91.747,91.944,92.158,91.129,91.006,90.847,90.397,91.967,91.77,92.042,91.101,91.077,91.618,91.126,91.164,91.267,90.515,91.14,90.972,90.484,90.049,90.292,91.106,91.127,91.092,91.533,90.784,91.403,92.481,92.718,93.028,93.759
513,M,False,91.101,91.077,91.618,91.126,91.164,91.267,90.515,91.14,90.972,90.484,90.049,90.292,91.106,91.127,91.092,91.533,90.784,91.403,92.481,92.718,93.028,93.759,94.175,94.322,93.943,93.45,93.14,92.245,91.533,91.205,90.63,90.519,90.605,92.093,90.806,91.031,91.338,90.805,91.149,92.158,92.206,92.484,92.047,93.315,94.014
514,M,False,94.674,93.441,92.087,91.385,90.713,90.499,89.424,89.49,88.387,87.365,88.506,86.816,86.564,86.571,87.617,87.105,87.196,87.538,87.805,87.236,88.554,90.842,91.969,92.774,90.834,92.369,90.686,90.586,92.315,89.739,88.456,88.399,87.364,86.444,85.744,85.148,83.536,84.311,83.651,83.125,82.826,82.704,82.659,83.901,83.445
515,M,False,84.464,84.829,84.805,85.377,85.467,86.346,86.839,87.527,87.673,88.048,87.57,88.031,89.199,88.919,89.078,89.781,89.453,88.872,89.939,89.549,89.272,88.802,87.964,87.496,86.393,85.588,85.171,84.381,84.301,84.207,83.746,84.005,84.728,85.016,85.99,86.84,87.154,86.785,88.04,89.039,88.894,89.118,88.81,88.785,88.049
516,M,False,91.511,91.961,91.56,91.539,91.346,92.661,92.598,92.63,92.732,92.538,92.731,92.913,92.7,92.859,93.254,93.008,92.492,92.999,92.216,91.69,90.642,89.644,89.694,88.745,88.941,89.403,89.014,88.123,86.954,87.46,88.05,88.654,89.11,89.368,89.946,92.255,94.576,95.706,96.398,97.248,97.292,97.026,96.85,96.204,95.099
517,M,True,115.96,114.76,113.27,112.35,110.72,110.33,109.22,107.69,106.7,107.38,106.67,108.22,110.5,111.34,111.71,113.65,113.68,113.71,114.83,113.44,112.96,110.77,109.86,107.88,107.03,106.0,105.64,104.44,104.45,103.47,102.72,102.54,103.55,105.32,105.6,106.43,106.75,107.01,108.01,108.65,109.14,108.84,108.38,108.54,108.53
518,M,True,111.71,113.65,113.68,113.71,114.83,113.44,112.96,110.77,109.86,107.88,107.03,106.0,105.64,104.44,104.45,103.47,102.72,102.54,103.55,105.32,105.6,106.43,106.75,107.01,108.01,108.65,109.14,108.84,108.38,108.54,108.53,109.0,109.24,108.93,109.13,108.99,108.25,108.1,107.34,106.74,107.1,107.42,106.78,105.79,105.67
519,M,False,114.83,113.44,112.96,110.77,109.86,107.88,107.03,106.0,105.64,104.44,104.45,103.47,102.72,102.54,103.55,105.32,105.6,106.43,106.75,107.01,108.01,108.65,109.14,108.84,108.38,108.54,108.53,109.0,109.24,108.93,109.13,108.99,108.25,108.1,107.34,106.74,107.1,107.42,106.78,105.79,105.67,106.02,105.93,105.98,104.52
520,M,False,107.03,106.0,105.64,104.44,104.45,103.47,102.72,102.54,103.55,105.32,105.6,106.43,106.75,107.01,108.01,108.65,109.14,108.84,108.38,108.54,108.53,109.0,109.24,108.93,109.13,108.99,108.25,108.1,107.34,106.74,107.1,107.42,106.78,105.79,105.67,106.02,105.93,105.98,104.52,103.65,102.14,100.99,100.99,100.76,100.41
521,M,False,105.64,104.44,104.45,103.47,102.72,102.54,103.55,105.32,105.6,106.43,106.75,107.01,108.01,108.65,109.14,108.84,108.38,108.54,108.53,109.0,109.24,108.93,109.13,108.99,108.25,108.1,107.34,106.74,107.1,107.42,106.78,105.79,105.67,106.02,105.93,105.98,104.52,103.65,102.14,100.99,100.99,100.76,100.41,100.74,101.5
522,M,True,96.825,99.185,100.16,100.62,100.5,100.52,100.3,99.302,97.822,96.466,95.535,94.538,93.368,93.839,94.019,94.849,95.603,95.564,95.948,96.766,97.458,98.335,99.602,99.805,100.56,100.97,101.6,101.39,101.8,100.98,100.82,100.57,101.74,102.03,101.53,101.54,101.42,101.8,102.49,102.45,102.74,103.93,104.08,103.87,104.84
523,M,True,102.46,103.22,103.37,104.46,105.1,107.06,107.52,107.83,108.09,109.36,110.01,109.56,109.8,108.84,107.66,107.06,105.51,104.07,103.9,103.05,102.78,103.5,102.43,103.67,104.11,104.2,104.93,105.72,106.34,106.26,105.89,105.83,105.57,105.77,104.62,104.07,103.33,103.61,102.55,102.31,101.62,102.26,101.99,102.29,102.4
524,M,False,103.9,103.05,102.78,103.5,102.43,103.67,104.11,104.2,104.93,105.72,106.34,106.26,105.89,105.83,105.57,105.77,104.62,104.07,103.33,103.61,102.55,102.31,101.62,102.26,101.99,102.29,102.4,102.63,102.37,100.96,100.78,100.73,100.19,100.94,102.16,101.36,103.19,104.06,102.58,102.93,104.23,104.84,104.98,103.97,104.09
525,M,True,104.75,103.88,102.93,103.06,102.59,102.22,102.3,102.61,102.6,103.33,103.35,110.1,108.28,108.56,108.6,110.85,107.88,108.19,107.19,106.17,106.63,107.58,107.5,105.64,107.43,107.24,106.52,107.49,108.3,108.58,108.46,108.3,110.24,109.58,109.79,110.06,109.59,109.73,109.69,108.82,108.15,106.95,107.36,104.66,105.04
526,M,False,102.93,103.06,102.59,102.22,102.3,102.61,102.6,103.33,103.35,110.1,108.28,108.56,108.6,110.85,107.88,108.19,107.19,106.17,106.63,107.58,107.5,105.64,107.43,107.24,106.52,107.49,108.3,108.58,108.46,108.3,110.24,109.58,109.79,110.06,109.59,109.73,109.69,108.82,108.15,106.95,107.36,104.66,105.04,103.31,103.76
527,M,True,91.073,91.955,92.195,93.027,93.012,93.372,93.463,93.394,93.38,93.516,92.765,92.671,92.243,91.806,91.322,90.639,89.761,89.83,89.739,89.169,88.478,88.337,88.889,89.143,89.567,90.089,90.103,89.735,90.167,90.009,89.901,89.563,89.133,88.191,88.243,87.896,87.3,87.146,86.8,86.415,86.069,86.031,85.58,85.36,85.641
528,M,False,81.764,81.271,80.862,81.06,80.716,80.144,79.693,79.813,79.881,79.301,78.806,79.204,78.628,79.046,78.118,78.979,80.113,78.38,78.368,78.637,79.065,79.368,78.978,79.534,80.288,79.709,80.161,79.723,79.85,80.058,80.202,79.623,79.633,78.907,78.091,77.61,77.13,76.415,76.43,75.693,74.977,75.001,74.245,74.125,73.997
529,M,False,113.97,114.64,114.2,114.48,115.24,116.07,115.15,115.29,117.07,118.19,117.69,117.73,115.92,114.43,114.59,113.1,113.21,113.7,114.78,113.19,112.16,111.49,111.61,111.81,111.35,111.62,112.98,113.2,114.15,115.31,116.08,117.44,118.84,120.11,121.93,122.85,125.61,126.22,125.31,125.44,126.43,125.88,123.77,123.87,124.33
530,M,True,90.583,91.301,91.588,92.27,93.611,95.654,96.848,98.359,99.652,100.01,101.68,102.37,102.75,101.51,100.39,99.565,97.921,97.313,95.561,95.145,95.901,94.683,94.714,93.53,92.812,93.76,94.147,94.136,93.946,94.246,95.519,96.028,95.617,95.269,95.71,96.842,96.932,97.47,97.533,98.148,98.842,98.223,97.967,97.779,97.786
531,M,False,93.53,92.812,93.76,94.147,94.136,93.946,94.246,95.519,96.028,95.617,95.269,95.71,96.842,96.932,97.47,97.533,98.148,98.842,98.223,97.967,97.779,97.786,97.348,96.385,96.337,96.825,97.168,96.835,96.595,96.938,96.697,96.627,95.182,95.464,94.831,95.619,95.507,95.836,96.269,95.865,95.757,96.203,96.678,97.157,97.683
532,M,False,95.804,96.756,96.986,96.669,97.165,97.184,98.198,98.268,98.366,98.584,99.127,99.791,98.308,98.618,98.271,98.992,99.842,100.43,99.627,99.815,99.64,99.716,99.671,99.51,99.267,98.409,98.028,98.439,98.497,100.05,99.996,101.73,104.18,105.51,105.85,107.55,108.74,109.1,109.68,109.96,109.53,109.2,109.32,108.36,107.64
533,M,False,99.457,96.973,96.856,102.37,101.02,98.499,98.856,93.804,92.511,97.308,89.295,91.625,92.925,93.064,101.37,98.694,93.773,97.428,98.404,98.283,98.187,98.165,102.95,99.118,97.779,94.811,93.811,94.325,90.846,92.791,95.207,94.426,88.203,89.972,92.336,98.188,93.563,93.846,92.634,88.876,86.638,86.849,86.253,83.506,90.171
534,M,False,82.551,90.847,87.344,87.719,87.561,84.995,88.0,87.404,83.791,84.659,85.711,89.202,89.94,91.888,85.282,78.782,87.624,80.755,73.385,77.044,73.254,70.702,77.039,80.723,76.389,77.698,84.89,76.203,75.243,80.447,73.947,87.684,81.978,75.264,76.911,79.17,71.343,76.176,74.167,79.66,74.958,80.378,78.924,74.275,72.024
535,M,False,106.67,108.5,110.57,112.5,113.91,114.8,114.57,114.51,113.1,112.05,110.38,108.61,107.06,106.43,105.45,105.51,105.29,105.59,106.41,108.15,109.04,110.17,111.48,113.38,113.06,113.96,113.69,114.2,114.91,114.61,113.63,112.99,113.3,113.99,113.0,112.25,113.75,113.59,114.36,115.3,114.58,115.11,115.67,115.2,114.4
536,M,False,104.84,105.81,106.39,106.66,107.27,107.55,106.39,106.2,103.34,101.79,100.18,99.79,98.447,97.532,97.273,96.478,97.103,98.207,98.988,100.41,102.92,103.79,105.04,106.39,107.23,108.29,108.48,108.15,109.27,110.01,109.51,108.7,109.31,108.36,108.69,109.08,108.24,107.49,107.84,107.82,108.64,108.98,109.82,110.37,111.01
537,M,False,91.865,90.475,88.47,87.454,87.409,85.658,85.467,84.985,84.159,84.7,86.012,86.126,86.258,86.893,87.027,88.472,89.709,90.541,91.262,90.491,90.585,91.476,91.845,91.389,91.773,91.397,91.53,91.888,91.335,91.753,91.929,91.653,90.775,91.121,90.94,91.762,92.507,93.336,92.334,91.831,92.227,92.315,91.211,90.808,89.059
538,M,False,76.178,76.856,77.009,76.862,77.413,76.659,76.23,76.264,76.428,76.192,76.598,76.822,76.99,76.994,76.212,75.927,77.04,77.196,77.467,76.179,76.01,75.813,76.366,74.482,74.241,74.693,75.156,74.769,75.706,75.339,75.749,75.898,76.417,77.144,78.249,78.693,78.728,78.048,78.395,78.31,77.36,77.433,76.969,75.997,75.167
539,C,True,59.087,59.801,60.384,60.157,60.9,61.786,62.875,62.891,62.81,63.754,63.53,63.478,64.145,63.902,62.807,63.354,63.335,63.124,63.178,62.825,63.314,62.615,63.242,62.337,62.552,62.066,61.785,62.728,63.581,64.284,64.172,63.775,64.171,63.858,64.372,64.47,64.537,65.203,65.857,66.109,66.259,66.254,67.09,68.326,68.49
540,C,True,109.47,109.68,113.68,116.5,113.56,110.43,109.66,111.73,112.04,111.52,112.28,107.73,110.44,110.98,110.72,112.04,113.21,115.02,114.97,116.49,117.3,115.55,113.73,112.14,112.66,114.79,114.76,110.53,111.6,108.3,109.62,106.11,104.09,106.49,102.02,100.12,99.506,100.8,101.16,100.89,99.074,98.631,99.861,98.705,98.064
541,C,False,116.3,114.25,114.38,113.58,113.45,113.71,114.27,112.25,111.01,109.62,109.65,109.11,108.77,107.88,108.03,107.57,107.27,106.55,106.13,105.4,104.94,104.29,104.03,104.17,105.26,105.32,105.88,106.91,106.95,107.55,108.08,109.28,109.97,109.65,109.79,109.94,109.12,109.15,109.14,109.96,108.89,108.28,108.62,108.41,109.17
542,C,False,75.241,76.096,75.173,77.539,76.892,74.301,78.094,73.133,74.125,77.752,73.672,73.986,72.272,71.067,71.982,72.46,72.101,71.513,71.582,71.628,67.183,69.683,69.143,72.438,73.67,69.431,72.445,69.44,73.201,74.508,71.972,74.917,72.355,72.527,72.342,72.846,72.093,73.27,72.591,72.992,74.189,73.888,73.144,75.457,74.302
543,C,False,77.931,77.738,77.828,78.287,77.919,78.361,78.631,79.922,79.44,78.822,80.512,80.936,80.485,79.435,78.641,78.051,77.707,78.117,77.703,76.535,75.26,75.181,73.813,72.861,72.756,72.846,72.086,71.741,71.85,71.281,70.749,70.759,71.351,70.939,70.708,71.165,71.821,72.744,73.252,74.626,75.723,76.748,76.936,77.448,76.716
544,C,False,43.814,48.075,41.623,44.013,45.472,36.38,38.886,42.46,45.007,55.944,41.734,41.706,43.269,43.525,50.232,49.748,64.18,53.26,51.452,50.2,53.658,52.348,49.12,52.013,49.042,49.302,49.666,48.451,48.0,62.749,48.581,47.939,47.704,60.773,49.483,60.532,49.599,47.037,48.003,48.907,48.763,50.494,50.611,50.691,51.232
545,C,False,69.315,69.804,67.102,63.883,61.453,62.349,62.986,65.408,64.072,65.642,64.575,66.914,64.849,68.399,70.795,69.077,73.043,70.12,72.623,68.979,72.23,68.48,67.411,66.339,64.011,68.222,65.205,62.974,65.242,67.91,64.77,70.919,61.751,64.511,64.585,68.04,68.363,71.007,74.896,69.796,70.616,70.333,74.114,71.658,68.609
546,C,False,119.84,115.28,120.56,121.56,123.25,119.72,126.29,123.55,123.0,123.61,126.09,127.7,124.08,122.06,122.71,125.68,125.03,128.64,129.23,130.38,131.07,130.66,131.51,128.64,129.44,128.52,129.11,122.06,117.0,115.55,111.69,112.11,109.48,109.75,110.02,108.07,106.78,109.79,109.83,110.09,110.93,111.06,110.75,113.87,113.28
547,C,True,106.81,107.16,107.06,107.23,107.15,107.4,106.85,106.76,106.51,105.77,105.92,105.15,105.15,104.86,104.33,104.79,104.94,105.46,105.94,106.32,106.6,106.97,108.03,107.99,108.68,109.03,109.9,110.26,110.15,110.66,109.93,109.71,109.66,109.32,109.07,109.1,109.57,108.8,108.28,108.23,107.83,107.12,106.32,106.81,107.04
548,C,False,122.06,122.28,123.31,123.26,123.65,123.53,123.81,124.71,125.51,125.88,126.18,126.15,126.84,125.96,125.65,125.44,125.86,124.62,125.2,124.52,124.84,124.8,125.32,124.51,125.38,126.49,126.19,125.77,126.04,126.0,126.33,126.52,126.34,125.31,125.61,126.02,126.64,126.28,125.94,125.35,124.47,126.09,125.14,125.14,124.78
549,C,False,97.088,98.027,98.716,97.349,97.988,97.846,96.432,95.752,95.296,94.73,94.119,96.081,95.605,95.778,96.163,94.992,96.666,97.338,96.033,96.27,95.333,96.855,96.884,96.74,96.827,98.026,98.619,97.758,97.276,97.566,96.082,96.31,97.036,95.466,96.16,97.535,95.573,94.152,97.485,97.92,97.596,98.117,97.983,99.437,101.35
550,C,False,103.1,103.32,103.92,103.89,103.55,103.7,103.75,103.55,103.05,102.87,101.94,101.68,101.18,100.81,100.87,100.23,99.519,99.25,99.036,98.735,98.848,99.431,99.157,99.766,99.691,100.0,100.49,100.67,100.58,100.82,101.46,100.44,101.08,100.66,100.52,100.38,100.06,99.53,98.169,98.047,97.732,97.308,96.668,96.675,95.913
551,C,True,114.96,119.89,123.11,122.25,125.33,129.44,127.22,122.63,128.61,126.29,129.6,127.9,126.55,129.85,123.75,122.81,123.51,120.59,119.16,118.67,119.79,116.9,118.19,119.74,117.89,116.41,117.73,117.41,120.03,120.83,116.56,119.86,117.47,117.99,115.76,116.81,115.7,117.29,117.2,116.93,116.07,117.54,114.97,114.59,116.41
552,C,True,76.214,76.392,76.393,76.759,76.793,77.359,77.793,78.59,78.514,78.465,78.298,78.622,77.525,78.056,77.145,77.328,77.021,78.068,77.898,78.188,78.175,78.248,78.254,79.084,79.576,80.197,80.064,80.318,80.703,80.925,81.473,80.863,81.223,81.487,82.176,82.794,83.281,83.319,83.818,83.493,83.563,82.894,83.074,82.632,82.63
553,C,False,102.07,102.6,102.52,101.91,102.05,101.99,102.23,102.33,101.24,101.88,101.1,101.3,100.5,96.887,101.85,101.78,98.422,100.6,102.65,102.72,103.49,103.12,103.07,102.56,103.11,102.83,102.45,102.03,102.25,101.07,100.09,99.649,98.981,98.273,97.733,96.75,96.817,96.353,95.875,96.189,96.351,96.188,96.733,97.35,96.98
554,C,False,118.34,119.89,121.68,122.87,124.62,128.35,128.77,129.42,130.37,130.62,129.63,129.58,129.52,129.26,128.61,128.03,126.08,126.07,126.83,126.92,126.06,124.18,122.95,121.27,119.48,119.14,119.36,121.33,120.27,120.97,121.33,122.0,121.79,123.16,123.0,122.39,123.63,125.73,124.2,123.45,122.95,123.07,122.67,122.67,122.45
555,C,False,96.64,96.659,98.236,98.443,98.258,99.255,99.272,100.9,100.3,101.53,101.39,102.82,101.94,102.85,101.4,100.2,98.202,98.264,97.009,96.102,95.674,95.816,96.187,95.982,97.724,99.246,100.43,102.09,104.11,104.23,104.48,106.08,106.43,104.87,105.07,104.6,104.69,104.44,105.37,103.63,103.2,103.12,101.14,102.36,101.36
556,C,False,98.271,97.455,97.294,96.739,97.22,97.907,98.805,99.198,100.3,99.976,99.772,101.47,101.92,102.52,102.48,100.76,102.2,101.82,101.63,99.743,98.269,97.382,96.26,97.118,95.678,96.8,97.633,97.925,97.356,98.157,97.27,97.358,98.893,99.767,100.02,99.41,100.23,102.01,102.15,100.33,100.74,98.335,98.16,97.23,97.651
557,C,False,99.849,100.5,101.1,101.93,103.25,104.33,105.5,107.27,107.66,108.19,109.23,110.03,109.0,108.62,107.29,105.32,104.16,102.78,102.31,101.74,101.7,102.37,101.94,102.34,103.16,102.98,103.57,103.3,103.76,104.56,105.2,105.64,105.71,105.86,106.48,106.93,106.83,106.96,106.61,105.55,105.8,106.6,105.82,105.75,105.38
558,C,False,124.28,125.32,123.43,124.08,123.87,122.49,122.49,118.96,118.09,116.75,116.45,116.52,116.39,113.68,114.14,115.72,115.99,116.39,117.38,118.63,118.82,119.31,120.85,121.24,121.27,120.76,120.16,119.67,118.9,120.05,120.07,118.19,116.52,114.98,114.99,113.48,111.16,110.36,109.34,108.09,107.24,106.0,105.3,106.18,106.64
559,C,False,123.69,123.06,121.48,120.17,119.69,118.06,117.6,116.22,115.85,115.61,115.87,115.99,116.13,117.42,117.81,118.17,119.16,118.75,119.75,120.5,120.62,121.46,122.67,123.06,123.17,123.45,124.16,124.86,124.86,125.11,125.35,125.02,125.59,125.6,126.97,126.27,126.48,126.88,126.46,125.44,125.76,125.36,123.97,124.27,123.46
560,C,False,93.377,92.852,91.891,91.334,90.79,90.87,90.246,89.463,89.01,89.146,89.177,88.916,89.099,88.818,88.731,88.585,88.993,89.282,89.775,89.889,90.455,91.188,91.749,92.074,91.864,92.112,91.915,91.972,91.618,91.348,90.858,89.785,89.183,89.698,88.339,87.748,88.146,87.628,88.198,87.427,87.002,86.218,86.032,86.048,85.743
561,C,True,95.969,94.107,93.623,92.794,93.377,93.014,94.121,92.308,91.223,91.244,92.909,94.89,96.098,98.076,99.693,100.16,99.766,100.24,100.4,99.446,99.056,97.181,96.1,95.19,94.234,94.645,93.673,93.965,92.835,94.363,94.782,94.919,95.674,96.661,97.733,97.868,99.066,99.768,101.4,102.96,105.75,105.44,105.45,105.44,105.46
562,C,False,77.228,77.347,77.334,77.852,78.447,79.262,79.456,79.293,80.046,80.902,81.486,79.519,78.992,79.546,78.583,78.929,78.692,78.141,79.187,77.765,77.499,76.606,77.664,77.745,76.299,76.678,76.398,76.577,75.644,76.343,76.214,75.048,75.573,75.644,77.282,77.098,76.692,76.722,79.16,78.802,79.94,79.16,79.703,79.941,77.436
563,C,False,133.36,134.88,132.2,132.74,130.06,132.3,132.32,133.42,134.26,131.65,135.46,136.02,139.66,143.04,142.02,138.99,138.69,133.53,134.7,136.31,130.77,128.82,127.46,127.17,130.2,129.64,128.86,128.98,127.93,131.34,127.68,128.34,127.28,129.56,132.46,136.53,135.62,135.64,136.41,132.63,133.65,131.84,133.01,131.6,131.17
564,C,False,54.935,55.343,56.298,57.84,57.231,58.02,58.223,60.428,59.68,61.548,62.538,61.444,61.104,62.189,61.145,61.13,61.684,62.298,65.984,63.964,63.742,64.148,65.047,65.031,66.693,67.523,67.888,69.271,71.73,70.722,70.64,68.965,69.233,68.044,67.72,68.379,68.927,70.179,70.137,69.321,70.592,70.106,69.711,70.479,69.956
565,C,False,83.207,83.277,83.786,83.121,82.985,83.789,83.624,83.727,82.586,83.098,83.117,83.182,83.636,83.345,83.743,83.734,85.226,85.619,86.656,87.342,87.4,87.615,88.13,88.221,88.301,87.377,86.656,86.185,85.158,84.576,83.917,83.234,82.8,82.937,82.698,82.938,83.006,83.148,83.636,83.792,84.434,84.736,85.21,85.417,85.701
566,C,True,107.8,107.3,107.22,108.32,107.1,107.19,106.88,106.31,106.0,105.77,105.08,106.56,105.86,107.04,106.83,106.98,106.14,105.37,104.78,105.47,105.49,106.32,106.8,106.73,106.59,106.31,107.25,107.68,107.46,106.93,107.4,108.65,108.11,108.89,108.56,108.61,107.16,107.59,108.31,109.54,109.39,108.68,108.02,107.67,105.85
567,C,False,136.49,139.57,141.95,144.56,144.2,139.8,137.87,139.3,138.2,137.17,134.24,133.67,134.22,133.66,134.2,133.19,130.66,129.94,130.5,133.22,131.59,130.16,132.25,130.2,128.6,127.98,131.52,134.22,137.3,137.31,138.72,139.53,138.77,137.63,136.44,134.75,135.3,136.19,133.51,136.94,137.86,139.26,137.47,133.55,136.04
568,C,False,86.953,86.622,88.079,87.956,88.644,89.026,89.427,89.504,89.172,89.087,87.77,86.869,85.665,85.357,85.134,85.246,84.985,85.594,85.379,85.78,86.515,87.027,86.583,86.494,86.74,86.791,86.565,86.854,87.646,87.368,87.541,87.608,88.077,87.928,87.733,87.74,87.805,87.712,87.192,87.42,87.985,88.231,87.784,87.117,86.313
569,C,False,0.0,49.446,102.18,24.791,36.771,39.805,42.576,22.121,27.361,61.089,74.751,52.349,49.912,65.244,55.277,49.021,61.872,66.257,75.037,70.905,70.996,89.034,76.835,80.09,74.842,80.519,76.386,83.615,80.541,77.277,72.329,65.465,72.445,65.321,61.99,71.028,70.329,71.301,70.596,70.04,72.753,75.951,69.288,77.414,73.028
570,C,True,106.09,106.31,106.95,106.93,106.87,106.99,107.23,107.7,108.29,107.82,107.65,107.22,107.44,107.83,107.86,108.36,107.76,107.26,106.86,106.94,106.39,106.27,105.57,105.27,104.64,104.74,104.95,104.65,105.82,105.71,106.07,106.81,102.46,108.44,109.15,110.1,110.09,110.58,111.12,111.44,111.14,111.38,111.6,110.55,110.46
571,C,False,123.99,125.08,127.61,128.42,136.28,134.68,137.21,141.21,142.85,136.1,135.8,135.28,136.93,136.96,136.31,134.66,132.97,136.45,134.51,135.26,131.95,131.13,132.67,135.09,134.84,134.06,133.57,134.36,134.17,135.17,138.04,135.21,133.89,138.0,141.14,142.82,138.17,137.84,138.08,140.21,139.71,138.04,135.03,135.1,135.73
572,C,False,58.552,70.472,73.85,73.363,71.346,72.602,64.419,75.295,65.496,68.081,62.761,67.371,66.354,65.339,71.587,64.547,65.424,61.474,62.386,63.555,62.161,62.306,57.441,65.155,63.066,59.361,60.93,58.329,59.281,59.973,58.69,60.518,57.683,59.055,60.115,61.13,60.856,62.658,61.774,63.398,60.854,61.382,59.424,62.552,63.523
573,C,False,132.02,134.26,132.08,134.94,135.84,140.94,139.17,138.76,140.01,141.07,140.08,135.99,134.3,134.48,136.55,133.23,131.91,133.91,134.75,132.32,129.19,129.26,130.06,129.69,130.27,128.91,130.64,129.43,130.94,130.34,128.97,128.48,126.26,122.1,121.96,121.23,121.96,121.98,117.89,116.07,116.67,113.14,114.41,114.94,116.78
574,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.785,96.631,104.91,56.029,48.662,60.621,64.139,121.34,98.912,121.45,120.82,109.63,91.918,82.817,79.072,69.268,67.251,61.286,58.038,52.365,51.175,49.075,49.168,48.096,49.085,47.692,49.756,48.228,66.497,47.402,51.814,50.349,50.927,48.985,54.739
575,C,False,117.95,117.79,119.2,118.4,118.61,118.62,119.53,119.79,120.7,120.39,120.78,121.56,120.99,120.37,120.06,120.74,120.27,119.4,119.13,118.89,119.66,119.77,120.52,120.49,120.09,120.01,120.32,121.08,120.47,121.28,121.89,121.23,120.9,120.67,119.78,119.35,118.94,119.23,119.18,118.38,118.33,118.31,118.59,117.89,117.48
576,C,False,81.359,83.205,84.022,85.003,86.027,88.239,89.156,91.059,90.471,88.947,88.381,88.361,85.217,83.835,82.321,80.771,79.513,79.696,80.377,79.444,76.964,76.236,76.802,76.058,75.135,75.429,75.386,75.509,76.32,76.17,77.387,76.473,77.692,80.295,81.863,80.22,78.536,78.924,80.733,80.572,81.692,82.8,80.785,80.305,80.142
577,C,False,98.324,98.202,98.453,98.049,98.109,98.097,98.467,98.964,99.665,100.68,101.52,102.38,103.7,103.79,104.15,104.04,104.5,103.51,102.78,100.78,99.008,97.213,96.785,96.203,96.048,95.522,96.739,96.495,97.057,97.32,97.85,98.201,98.958,99.799,100.56,100.89,101.99,102.05,102.8,102.11,102.18,102.78,102.53,102.25,101.55
578,C,False,122.59,121.26,122.5,122.83,122.59,122.22,121.26,120.88,120.37,119.2,119.04,118.28,117.22,117.63,117.09,115.24,114.9,115.58,114.53,113.77,113.64,115.56,115.65,116.29,117.64,117.91,120.17,121.22,121.88,122.3,124.58,124.81,124.03,123.1,121.76,121.4,118.96,118.71,116.36,114.97,114.95,114.73,114.88,115.24,114.71
579,C,False,67.387,66.077,66.145,66.158,66.064,66.601,67.217,68.264,68.13,69.355,69.597,70.743,70.072,69.453,69.061,67.361,68.23,69.175,67.863,67.228,66.313,66.284,65.964,65.169,65.383,64.72,64.812,64.08,64.459,63.892,64.527,63.484,63.56,63.839,63.398,62.932,62.17,61.692,61.496,60.602,61.036,60.276,59.899,58.662,57.341
