,FLARE_TYPE,COINCIDENCE,MEANGBT_1,MEANGBT_2,MEANGBT_3,MEANGBT_4,MEANGBT_5,MEANGBT_6,MEANGBT_7,MEANGBT_8,MEANGBT_9,MEANGBT_10,MEANGBT_11,MEANGBT_12,MEANGBT_13,MEANGBT_14,MEANGBT_15,MEANGBT_16,MEANGBT_17,MEANGBT_18,MEANGBT_19,MEANGBT_20,MEANGBT_21,MEANGBT_22,MEANGBT_23,MEANGBT_24,MEANGBT_25,MEANGBT_26,MEANGBT_27,MEANGBT_28,MEANGBT_29,MEANGBT_30,MEANGBT_31,MEANGBT_32,MEANGBT_33,MEANGBT_34,MEANGBT_35,MEANGBT_36,MEANGBT_37,MEANGBT_38,MEANGBT_39,MEANGBT_40,MEANGBT_41,MEANGBT_42,MEANGBT_43,MEANGBT_44,MEANGBT_45
70,M,False,82.864,82.448,82.997,83.472,84.132,84.94,85.615,85.385,86.252,85.416,85.008,84.96,84.983,84.673,84.442,84.343,84.118,83.973,83.69,82.716,82.75,81.595,80.938,80.918,81.15,81.616,81.159,81.287,81.28,81.491,82.463,82.717,82.852,82.939,83.074,83.095,83.296,82.717,82.628,82.151,81.695,82.22,82.165,81.827,81.473
71,M,True,110.8,109.62,110.2,109.89,109.71,109.72,110.24,109.7,109.28,109.69,109.99,108.1,107.81,105.94,106.54,106.66,107.16,106.6,106.57,106.64,106.95,108.2,107.82,107.33,107.4,107.7,107.92,107.63,107.4,108.25,106.82,108.01,107.9,107.43,107.92,106.9,105.2,106.02,105.82,104.98,103.75,105.57,105.42,105.57,105.74
72,M,False,108.98,109.32,109.47,109.14,109.0,108.64,107.55,107.84,107.05,106.57,106.38,106.01,105.41,105.85,106.17,106.17,105.95,105.35,106.01,106.33,106.69,107.16,107.5,108.25,108.79,108.91,110.0,110.16,110.14,109.26,108.4,107.52,108.35,108.46,108.07,107.14,107.8,106.84,106.13,106.25,106.33,106.82,106.83,106.65,107.19
73,M,True,84.358,84.024,83.591,82.658,82.097,81.875,81.447,81.306,81.564,81.181,80.869,81.175,81.151,81.926,82.101,82.631,82.811,82.429,83.498,83.649,83.739,84.196,84.538,84.541,84.623,84.186,83.457,82.955,82.684,82.163,81.903,81.45,80.964,80.325,80.349,80.696,80.569,80.31,80.059,80.333,80.552,80.208,79.967,80.169,80.78
74,M,False,81.189,81.282,81.813,82.403,82.808,83.419,83.384,83.432,82.402,82.855,81.938,81.163,81.089,80.442,79.919,79.325,78.134,77.753,77.518,77.329,76.503,76.114,76.138,75.969,75.88,75.959,76.217,77.439,77.578,77.804,77.877,78.062,78.104,78.079,77.546,78.031,77.53,77.057,76.828,76.833,76.291,76.334,76.409,76.022,75.224
75,M,True,109.81,109.6,108.88,109.12,108.26,108.94,109.06,106.95,106.86,107.17,106.56,107.07,107.94,107.65,107.43,107.8,107.51,106.57,106.96,107.8,107.4,108.05,108.66,108.73,108.43,109.11,109.37,108.49,109.35,109.7,110.17,110.38,110.84,109.46,108.13,108.34,107.37,107.35,105.22,103.95,103.89,102.53,102.77,104.29,104.12
76,M,False,105.65,105.1,104.95,103.7,102.53,100.52,99.868,98.394,96.857,96.823,95.051,94.191,93.465,93.135,93.069,93.409,94.87,95.416,96.27,96.717,97.18,98.608,98.579,98.748,98.878,98.848,98.523,98.147,97.625,96.455,95.72,94.329,93.179,93.331,92.574,91.654,90.702,90.72,90.561,89.999,89.317,89.367,89.442,89.276,89.536
77,M,False,94.87,95.416,96.27,96.717,97.18,98.608,98.579,98.748,98.878,98.848,98.523,98.147,97.625,96.455,95.72,94.329,93.179,93.331,92.574,91.654,90.702,90.72,90.561,89.999,89.317,89.367,89.442,89.276,89.536,89.497,89.777,89.321,89.811,88.875,88.721,88.603,88.882,89.044,88.182,88.113,88.987,89.264,89.91,90.579,91.632
78,M,True,114.09,112.87,114.01,113.69,113.82,113.65,113.26,112.76,112.53,111.38,111.89,111.19,110.73,111.05,110.78,110.54,111.31,111.68,113.04,113.8,113.88,114.83,115.92,115.23,114.67,114.4,113.72,114.26,113.29,112.74,111.87,111.73,111.23,109.29,108.6,108.06,107.65,107.75,108.73,108.67,109.09,109.25,109.93,110.51,110.77
79,M,True,105.24,105.71,105.77,105.75,105.81,105.63,107.3,108.74,110.03,110.34,110.68,110.77,110.13,109.4,109.88,109.82,109.78,109.51,109.49,99.077,108.59,108.84,108.21,109.07,108.59,108.73,110.01,111.85,112.01,112.78,113.87,113.25,113.78,113.45,113.7,115.11,115.72,116.69,116.98,117.32,116.94,117.18,116.82,116.54,115.85
80,M,False,110.55,109.1,109.47,109.75,109.5,109.68,108.91,109.38,110.76,111.99,110.31,109.65,110.77,111.18,110.99,110.82,110.99,110.06,108.94,108.64,108.79,108.39,107.08,106.8,105.77,105.44,105.33,104.42,103.39,104.23,103.74,103.83,103.55,103.98,103.9,104.21,104.37,104.47,104.54,105.22,105.67,104.88,105.02,105.0,105.55
81,M,False,99.225,99.614,100.4,101.15,101.5,101.53,101.33,101.32,102.34,101.74,102.04,102.52,100.73,99.883,99.288,98.498,97.174,97.278,96.603,95.69,95.654,95.431,94.592,94.517,94.842,94.894,94.7,94.517,94.513,94.83,94.954,94.048,93.997,94.719,95.518,95.216,95.268,95.23,95.769,95.993,96.022,96.638,97.071,96.198,96.564
82,M,False,74.544,75.016,74.888,75.338,75.484,75.529,76.314,76.585,76.168,76.718,76.331,76.318,77.676,77.303,77.535,77.798,77.788,78.828,79.467,79.757,80.882,81.197,81.218,81.522,82.502,82.082,82.137,81.49,81.02,80.312,79.249,78.851,78.392,78.745,79.633,80.461,81.634,82.943,84.476,85.207,85.724,85.911,85.834,86.616,86.924
83,M,False,70.751,70.383,69.944,68.562,69.187,70.384,70.509,71.346,70.805,69.08,71.279,70.946,70.698,72.093,72.659,71.116,72.448,72.498,71.623,71.854,71.825,72.604,73.076,73.985,74.21,73.536,73.092,73.014,72.388,71.99,72.734,74.339,73.25,73.327,73.759,74.596,74.57,75.11,75.646,76.995,76.388,76.884,75.684,76.655,75.59
84,M,False,77.134,77.578,77.52,77.058,76.073,75.507,74.637,73.039,72.032,71.131,70.599,69.834,68.881,69.684,69.551,69.979,69.692,70.995,72.103,72.656,72.733,72.863,72.815,72.816,72.876,71.834,71.228,70.483,69.186,69.333,69.127,68.355,67.878,67.617,66.907,66.221,66.963,66.782,66.164,65.464,65.36,65.21,65.603,65.398,65.595
85,M,True,74.21,73.536,73.092,73.014,72.388,71.99,72.734,74.339,73.25,73.327,73.759,74.596,74.57,75.11,75.646,76.995,76.388,76.884,75.684,76.655,75.59,75.819,75.952,76.403,75.77,75.77,75.561,76.892,75.651,76.397,76.096,76.391,76.117,77.056,75.997,76.265,75.916,76.232,76.647,76.689,77.288,76.502,77.355,77.78,76.92
86,M,False,73.014,72.388,71.99,72.734,74.339,73.25,73.327,73.759,74.596,74.57,75.11,75.646,76.995,76.388,76.884,75.684,76.655,75.59,75.819,75.952,76.403,75.77,75.77,75.561,76.892,75.651,76.397,76.096,76.391,76.117,77.056,75.997,76.265,75.916,76.232,76.647,76.689,77.288,76.502,77.355,77.78,76.92,78.189,77.9,77.937
87,M,False,73.327,73.759,74.596,74.57,75.11,75.646,76.995,76.388,76.884,75.684,76.655,75.59,75.819,75.952,76.403,75.77,75.77,75.561,76.892,75.651,76.397,76.096,76.391,76.117,77.056,75.997,76.265,75.916,76.232,76.647,76.689,77.288,76.502,77.355,77.78,76.92,78.189,77.9,77.937,78.284,78.714,78.768,79.02,79.255,79.983
88,M,False,76.995,76.388,76.884,75.684,76.655,75.59,75.819,75.952,76.403,75.77,75.77,75.561,76.892,75.651,76.397,76.096,76.391,76.117,77.056,75.997,76.265,75.916,76.232,76.647,76.689,77.288,76.502,77.355,77.78,76.92,78.189,77.9,77.937,78.284,78.714,78.768,79.02,79.255,79.983,79.66,79.71,79.848,80.197,80.261,80.1
89,M,True,77.524,77.595,77.493,77.295,77.417,77.219,78.07,78.479,78.531,78.781,78.587,78.38,78.703,79.045,78.591,78.38,78.99,78.983,79.672,80.45,81.52,81.238,82.079,82.968,82.943,82.897,83.331,83.615,84.125,83.979,83.891,83.411,83.647,83.059,83.599,82.987,82.937,83.213,82.29,82.152,82.497,82.756,82.891,82.765,82.995
90,M,False,95.498,90.771,90.778,93.511,93.161,93.8,90.431,90.397,89.402,87.745,87.319,83.871,83.019,84.825,84.618,84.858,83.934,83.917,84.359,83.983,84.712,82.191,81.76,80.559,78.759,78.581,80.043,84.353,78.485,80.698,79.562,81.522,77.896,79.481,76.316,82.021,83.619,78.113,78.446,80.171,79.58,73.817,74.107,71.45,73.952
91,M,False,83.368,83.222,83.19,83.206,82.792,82.833,83.336,82.971,83.331,83.74,83.924,84.723,85.041,85.163,85.612,85.072,85.185,85.644,85.126,85.025,85.419,85.672,86.481,86.559,87.03,87.625,88.379,88.486,88.5,88.182,88.767,88.58,87.916,88.343,88.103,88.069,87.58,87.842,87.044,87.026,87.466,87.618,87.907,87.524,87.389
92,M,False,80.381,80.481,81.079,81.911,81.301,81.46,81.649,81.79,81.984,82.469,82.689,82.916,83.324,83.374,83.544,83.541,83.162,82.982,82.607,81.776,81.571,82.049,82.165,82.596,82.893,83.416,83.425,84.078,83.789,83.647,84.068,85.175,86.012,87.197,86.527,85.884,84.818,84.349,84.066,84.443,83.986,84.131,83.453,82.812,83.117
93,M,True,98.562,97.757,97.346,98.045,99.229,100.55,101.37,100.41,98.745,99.161,97.62,97.874,96.794,98.232,98.688,99.064,99.427,99.695,101.66,100.98,99.999,101.23,101.23,102.01,102.76,103.58,104.54,103.6,103.64,102.76,102.47,101.07,101.58,102.93,102.34,103.1,102.7,100.32,100.95,100.49,98.984,98.276,97.435,97.704,97.274
94,M,True,87.816,95.925,95.82,87.426,96.982,96.551,90.189,95.95,95.265,94.557,92.698,93.212,94.287,94.095,94.354,94.222,93.636,94.677,94.776,94.111,95.276,95.897,95.076,95.632,95.789,96.512,95.35,95.552,96.159,94.944,95.408,97.563,97.228,97.889,97.763,98.808,98.312,97.584,97.267,96.199,96.36,96.244,95.89,96.203,95.937
95,M,False,93.758,93.441,92.572,91.883,91.133,90.839,90.892,90.867,91.646,91.421,91.572,92.242,93.476,93.758,93.758,94.354,94.542,94.766,94.71,94.95,94.728,95.148,94.904,94.289,94.499,94.077,93.72,93.261,92.185,91.417,90.817,90.194,90.142,89.78,89.982,89.258,89.821,89.049,88.774,88.868,89.326,90.268,90.476,90.825,91.892
96,M,False,80.066,79.814,79.814,80.182,80.194,80.097,80.395,80.357,80.495,80.963,81.194,81.275,81.685,82.13,82.454,83.066,83.276,83.073,82.521,82.255,82.083,81.16,79.859,78.615,78.215,78.321,77.697,77.203,77.166,77.361,77.203,77.292,77.563,78.068,78.654,79.622,80.016,80.862,81.409,82.046,81.69,81.15,80.404,79.884,79.255
97,M,False,67.195,66.789,66.973,66.644,65.641,65.876,65.672,65.298,64.817,64.647,64.354,63.804,64.132,63.688,63.679,63.71,63.791,63.566,63.534,62.888,63.365,63.91,64.074,64.011,63.51,63.534,64.409,63.831,64.329,64.281,64.584,64.426,64.068,63.19,62.399,61.524,61.553,60.579,60.249,59.368,58.156,58.243,58.419,58.053,57.706
98,M,True,46.408,49.087,47.317,47.103,49.173,51.11,49.773,51.443,52.294,53.261,51.89,53.092,54.891,55.438,57.88,55.209,56.636,57.501,58.147,56.549,59.114,59.074,59.913,58.605,62.337,58.986,61.038,62.739,61.443,65.02,63.823,62.491,63.803,58.019,59.961,62.067,59.028,59.921,61.046,62.311,59.061,60.291,60.657,58.743,59.187
99,M,True,56.444,54.693,57.188,56.33,53.289,55.657,54.26,53.965,53.8,56.091,55.425,57.037,54.324,52.951,54.548,54.634,56.145,54.91,56.162,54.352,55.523,55.327,56.327,56.962,55.968,54.729,56.717,55.648,56.192,56.266,57.064,56.721,56.821,56.338,56.072,57.382,56.926,57.497,57.696,57.582,58.828,59.537,58.991,58.674,61.244
100,M,True,62.26,62.13,62.324,61.921,63.138,62.931,63.081,63.52,63.693,63.558,63.566,63.248,64.158,64.537,64.287,65.061,65.635,64.85,64.921,63.902,65.011,64.43,64.91,65.525,65.239,64.128,64.224,64.629,64.035,63.935,64.451,64.317,64.137,64.089,64.278,65.211,65.509,65.575,66.117,66.347,66.235,66.515,66.676,66.6,66.939
101,M,True,74.03,73.278,73.999,73.674,73.518,73.182,73.134,73.679,72.943,73.575,73.452,73.738,73.974,73.416,73.29,73.16,73.754,73.684,73.7,74.009,74.585,74.728,74.858,75.125,75.116,75.651,75.707,75.849,76.061,76.323,76.719,76.896,76.991,76.998,77.096,77.079,77.245,77.106,77.177,77.164,76.631,76.647,75.957,75.912,75.461
102,M,True,76.998,77.096,77.079,77.245,77.106,77.177,77.164,76.631,76.647,75.957,75.912,75.461,75.235,74.705,74.51,74.092,73.762,74.335,74.812,75.55,75.877,76.215,76.262,76.393,76.301,76.873,76.674,76.713,76.694,76.676,76.59,76.486,75.992,76.081,76.589,76.522,76.068,76.206,76.083,75.83,76.102,76.083,76.288,76.641,76.688
103,M,True,76.102,76.083,76.288,76.641,76.688,76.742,76.86,76.979,77.171,77.092,77.47,77.891,78.198,78.08,78.512,78.901,79.489,79.941,79.923,80.169,80.687,80.824,80.928,81.273,80.986,80.454,80.59,80.434,80.006,80.188,80.018,79.971,80.256,80.609,81.183,81.428,82.265,82.808,83.222,83.3,83.76,84.095,84.449,84.71,84.74
104,M,False,85.017,84.816,84.58,84.642,84.116,83.917,84.004,83.954,83.638,83.501,83.591,83.451,83.727,83.329,83.26,83.349,83.179,83.358,83.122,83.023,83.496,83.654,84.13,84.428,84.672,84.732,84.737,85.101,85.561,85.674,86.198,86.373,86.493,86.981,87.403,87.403,87.427,87.639,87.629,87.473,87.298,86.809,86.612,86.387,86.217
105,M,False,83.654,84.13,84.428,84.672,84.732,84.737,85.101,85.561,85.674,86.198,86.373,86.493,86.981,87.403,87.403,87.427,87.639,87.629,87.473,87.298,86.809,86.612,86.387,86.217,85.84,85.259,84.338,84.156,83.703,83.89,84.22,84.199,84.78,85.158,85.519,85.909,86.346,86.587,86.536,86.571,86.708,86.292,85.938,85.611,85.476
106,M,False,84.156,83.703,83.89,84.22,84.199,84.78,85.158,85.519,85.909,86.346,86.587,86.536,86.571,86.708,86.292,85.938,85.611,85.476,85.968,85.137,85.658,85.554,85.664,85.778,85.797,85.627,85.812,85.959,86.302,86.147,85.995,86.455,86.572,86.29,86.249,86.231,86.245,86.136,86.138,86.267,86.078,86.319,86.649,87.179,87.353
107,M,False,93.058,93.462,93.266,93.457,93.804,93.813,95.075,94.666,94.908,95.099,95.687,95.989,95.604,95.496,95.682,95.843,95.003,94.928,95.244,95.642,95.093,84.045,95.147,95.974,96.531,97.709,98.809,99.867,99.96,101.0,101.91,102.43,102.35,102.22,102.28,101.62,101.5,100.8,100.99,100.4,100.1,98.539,98.044,98.729,98.539
108,M,True,63.968,65.706,66.339,64.812,65.646,67.572,64.055,65.729,65.6,64.27,65.951,65.169,66.522,64.224,66.399,68.095,65.812,66.236,65.388,65.653,67.554,65.782,66.046,67.267,68.26,69.087,68.855,69.726,70.035,69.134,68.968,72.329,70.158,69.853,70.753,72.163,70.53,68.887,69.36,69.505,68.971,67.021,70.04,70.783,70.102
109,M,False,96.536,98.216,98.387,99.319,99.568,99.9,101.1,100.51,100.17,100.3,99.69,99.826,100.16,99.243,99.55,98.672,98.168,97.595,97.017,96.303,95.639,95.908,95.405,96.162,96.731,97.046,98.846,100.37,100.64,101.94,102.0,103.15,103.2,103.84,105.62,106.06,105.81,105.78,106.55,105.76,105.48,105.18,105.59,104.44,104.59
110,M,False,72.556,74.941,72.565,73.272,73.873,74.79,73.404,74.748,73.666,72.778,72.884,71.965,72.285,74.17,76.238,75.085,77.976,78.018,79.609,79.577,79.651,79.596,80.626,82.002,81.159,82.303,82.638,82.533,82.872,82.323,81.753,80.829,79.205,78.885,76.911,76.997,75.343,78.008,78.89,76.445,78.154,78.406,81.79,83.799,84.034
111,M,True,132.88,134.36,135.16,134.17,133.26,132.25,130.38,129.99,128.18,127.18,130.98,129.01,125.82,125.63,127.18,125.46,124.8,124.64,124.55,124.92,121.81,121.59,121.65,124.81,123.29,126.87,126.95,127.5,125.79,127.57,129.78,131.08,130.76,135.68,132.39,128.58,131.53,131.4,132.09,133.06,131.29,131.12,131.63,129.13,130.16
112,M,False,121.96,122.31,122.86,124.53,122.97,123.66,124.47,123.47,124.06,126.09,126.88,127.86,126.17,128.07,129.38,129.77,130.67,131.89,130.36,131.43,130.89,128.46,128.5,127.18,128.08,127.21,128.85,129.03,127.77,126.9,125.61,126.7,125.44,125.47,125.58,124.91,122.35,123.71,123.63,122.47,120.4,120.95,120.57,121.08,120.25
113,M,True,74.318,74.702,74.863,73.614,72.943,72.877,72.919,72.296,71.35,72.315,72.119,71.555,69.902,71.807,71.254,71.58,69.792,68.519,68.311,67.595,67.555,68.457,68.125,67.687,68.279,68.119,68.232,70.053,70.193,70.042,70.499,71.377,71.858,71.442,72.852,71.643,71.565,72.746,72.812,72.496,73.063,74.483,73.98,75.59,75.487
114,M,False,74.483,73.98,75.59,75.487,75.613,75.173,75.413,73.097,73.453,72.78,74.462,75.006,75.329,75.646,76.457,74.734,74.3,75.595,75.055,74.833,74.318,76.1,76.208,77.274,77.074,77.794,77.742,78.211,77.744,78.172,78.125,77.737,78.202,79.494,79.127,79.44,79.733,78.844,79.419,79.021,78.519,78.21,78.909,77.918,77.77
115,M,False,77.742,78.211,77.744,78.172,78.125,77.737,78.202,79.494,79.127,79.44,79.733,78.844,79.419,79.021,78.519,78.21,78.909,77.918,77.77,77.841,78.24,77.668,78.587,76.62,76.934,77.341,77.853,78.672,78.991,77.968,78.916,79.95,79.806,80.442,80.298,81.444,81.678,82.092,82.017,82.746,82.349,82.934,83.613,83.104,82.928
116,M,True,92.261,92.214,92.381,91.809,92.309,92.157,92.506,92.085,91.844,91.978,91.765,91.586,91.594,91.486,91.39,91.052,90.557,90.627,90.02,89.916,89.611,90.617,90.946,91.107,91.212,92.023,92.143,92.842,93.523,93.852,93.587,94.03,94.2,95.022,94.948,95.347,95.675,95.526,95.803,96.11,96.046,96.214,96.199,95.806,95.4
117,M,False,91.052,90.557,90.627,90.02,89.916,89.611,90.617,90.946,91.107,91.212,92.023,92.143,92.842,93.523,93.852,93.587,94.03,94.2,95.022,94.948,95.347,95.675,95.526,95.803,96.11,96.046,96.214,96.199,95.806,95.4,95.285,95.604,96.029,96.111,95.112,94.955,94.818,95.088,94.774,95.023,94.647,94.276,94.317,93.908,94.445
118,M,False,62.556,63.167,63.629,63.805,63.885,63.813,63.99,63.536,64.216,63.505,63.514,63.572,63.699,63.049,63.884,63.753,63.668,63.642,63.555,63.42,63.619,63.638,63.902,63.997,63.831,64.639,64.902,64.57,64.567,64.674,65.294,65.105,65.786,65.183,65.117,65.446,65.231,65.614,65.856,65.497,65.547,65.409,65.413,65.821,65.549
119,M,False,81.992,75.853,75.491,83.694,84.078,84.698,84.493,84.406,84.647,84.557,84.469,84.12,83.806,83.655,83.013,82.983,82.713,82.567,82.452,82.357,82.142,82.363,82.084,82.011,81.741,82.018,82.382,82.276,82.519,82.468,83.128,83.297,83.489,83.267,83.194,83.246,83.608,83.182,83.228,82.951,83.315,83.431,83.668,84.044,84.111
120,M,False,86.164,86.449,86.67,87.275,88.097,90.67,91.04,90.726,91.45,91.825,91.623,91.585,90.529,88.764,88.204,86.545,85.695,85.687,84.497,83.806,82.9,82.47,81.923,81.533,80.94,80.508,80.342,79.825,79.944,79.357,78.63,79.612,79.356,79.562,79.816,79.082,78.98,79.575,80.576,81.125,81.475,82.054,81.703,83.219,83.673
121,M,True,54.767,53.456,54.248,54.034,52.584,54.725,54.607,55.92,55.648,55.426,56.12,54.863,55.766,57.985,57.757,56.504,56.242,56.845,58.406,53.246,59.101,58.502,59.946,59.176,61.057,59.567,59.584,61.16,61.813,55.37,60.213,60.447,61.745,60.013,62.895,61.237,62.188,61.131,60.829,62.673,57.77,64.536,58.061,57.453,63.306
122,M,True,80.365,80.597,80.899,80.886,80.731,81.196,81.327,80.964,81.238,80.433,80.721,80.44,80.971,80.19,80.021,80.799,80.835,81.334,81.014,81.274,81.101,81.324,81.391,81.796,82.458,82.727,83.404,83.683,83.894,84.349,83.857,84.179,84.239,83.928,83.963,83.847,83.994,84.111,84.358,83.898,84.793,83.963,84.737,84.839,84.365
123,M,False,80.597,80.899,80.886,80.731,81.196,81.327,80.964,81.238,80.433,80.721,80.44,80.971,80.19,80.021,80.799,80.835,81.334,81.014,81.274,81.101,81.324,81.391,81.796,82.458,82.727,83.404,83.683,83.894,84.349,83.857,84.179,84.239,83.928,83.963,83.847,83.994,84.111,84.358,83.898,84.793,83.963,84.737,84.839,84.365,83.95
124,M,False,80.835,81.334,81.014,81.274,81.101,81.324,81.391,81.796,82.458,82.727,83.404,83.683,83.894,84.349,83.857,84.179,84.239,83.928,83.963,83.847,83.994,84.111,84.358,83.898,84.793,83.963,84.737,84.839,84.365,83.95,83.417,84.245,84.583,84.876,84.943,86.118,85.974,86.605,87.268,87.588,87.028,87.112,86.658,86.636,86.236
125,M,True,83.404,83.683,83.894,84.349,83.857,84.179,84.239,83.928,83.963,83.847,83.994,84.111,84.358,83.898,84.793,83.963,84.737,84.839,84.365,83.95,83.417,84.245,84.583,84.876,84.943,86.118,85.974,86.605,87.268,87.588,87.028,87.112,86.658,86.636,86.236,86.479,85.638,85.455,85.167,84.839,84.104,83.905,83.526,84.224,84.452
126,M,False,84.239,83.928,83.963,83.847,83.994,84.111,84.358,83.898,84.793,83.963,84.737,84.839,84.365,83.95,83.417,84.245,84.583,84.876,84.943,86.118,85.974,86.605,87.268,87.588,87.028,87.112,86.658,86.636,86.236,86.479,85.638,85.455,85.167,84.839,84.104,83.905,83.526,84.224,84.452,84.472,84.791,84.969,85.735,85.32,85.616
127,M,False,84.365,83.95,83.417,84.245,84.583,84.876,84.943,86.118,85.974,86.605,87.268,87.588,87.028,87.112,86.658,86.636,86.236,86.479,85.638,85.455,85.167,84.839,84.104,83.905,83.526,84.224,84.452,84.472,84.791,84.969,85.735,85.32,85.616,85.895,85.114,84.642,84.827,84.239,84.304,84.508,84.41,84.434,84.271,83.963,83.736
128,M,False,85.455,85.167,84.839,84.104,83.905,83.526,84.224,84.452,84.472,84.791,84.969,85.735,85.32,85.616,85.895,85.114,84.642,84.827,84.239,84.304,84.508,84.41,84.434,84.271,83.963,83.736,84.02,84.603,84.783,85.037,84.777,84.982,84.586,84.865,85.648,86.175,86.165,85.923,86.226,86.345,85.909,85.64,85.477,85.134,84.603
129,M,False,84.271,83.963,83.736,84.02,84.603,84.783,85.037,84.777,84.982,84.586,84.865,85.648,86.175,86.165,85.923,86.226,86.345,85.909,85.64,85.477,85.134,84.603,84.636,84.507,85.292,85.107,84.7,84.809,84.991,85.06,85.94,86.809,86.738,87.3,87.193,87.565,87.888,88.346,88.648,89.012,88.252,87.796,87.723,87.165,86.799
130,M,False,100.86,102.07,101.72,102.49,102.79,102.11,101.88,101.2,100.69,100.25,100.01,99.629,99.798,100.3,99.951,100.23,100.71,101.65,102.81,103.84,103.89,103.63,104.89,105.09,106.35,106.74,106.47,105.97,105.93,105.32,104.83,104.11,103.73,103.01,102.49,102.11,101.68,101.4,101.46,101.11,101.14,101.4,101.35,101.68,101.82
131,M,False,85.303,84.533,83.422,82.33,82.374,81.94,81.429,81.303,81.761,82.174,82.872,83.701,84.318,85.261,85.5,85.611,85.295,85.225,84.855,83.673,82.829,81.866,80.878,79.731,78.692,78.364,77.663,77.284,76.407,76.364,75.96,75.816,75.779,76.037,75.99,76.356,75.968,76.313,76.251,76.153,76.032,75.998,75.878,75.788,75.665
132,M,True,126.57,126.92,126.03,126.9,126.13,126.34,128.2,129.33,129.01,128.79,129.47,130.9,134.19,136.64,138.09,138.29,141.52,141.29,141.26,140.53,138.56,138.44,134.05,130.87,129.22,128.02,128.17,129.67,128.48,129.52,131.95,130.74,132.15,134.55,134.52,136.38,138.88,136.98,136.57,137.35,139.51,140.98,141.96,142.45,141.93
133,M,False,138.36,138.69,138.9,139.86,139.96,138.27,138.21,139.54,142.57,141.54,139.64,139.32,140.36,139.8,141.36,137.26,142.02,142.48,136.89,139.84,140.41,140.66,137.72,140.08,141.81,138.13,137.05,135.1,137.79,140.3,136.19,136.56,141.14,141.1,139.95,137.53,138.88,140.71,140.19,139.24,138.92,133.13,134.61,132.89,132.43
134,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.578,89.301,49.071,60.907,70.023,77.005,82.106,72.301,79.443,53.837,59.383,59.401,76.893,81.732,61.838,50.909,59.571,50.617,50.335,60.308,59.466,49.519,50.959,48.725,56.932,53.224,56.912,67.765,67.354,84.392
135,M,False,107.93,107.7,108.51,108.51,108.11,108.08,107.87,107.92,107.91,107.95,107.13,106.66,106.05,103.27,104.09,105.27,104.55,103.94,104.04,103.83,103.42,104.21,104.07,104.32,105.09,105.26,104.96,106.81,107.53,107.98,108.54,109.21,110.09,109.24,108.84,107.58,107.44,107.31,106.28,105.25,105.18,105.88,105.1,104.74,105.28
136,M,True,81.125,81.776,81.753,81.369,82.109,82.01,81.905,81.539,81.236,81.05,80.713,80.545,80.37,80.225,80.104,80.439,80.301,80.885,81.318,81.458,82.138,82.463,82.694,83.158,83.881,84.418,84.814,85.409,85.271,85.583,86.101,86.08,86.375,86.242,86.633,86.321,86.564,86.749,86.019,86.068,85.588,85.192,85.0,85.12,85.021
137,M,True,90.741,91.023,91.186,91.816,91.654,91.526,92.164,92.648,92.145,91.594,91.693,91.551,91.57,91.671,91.86,91.887,92.057,91.838,91.843,92.201,92.286,92.575,93.167,93.749,94.71,94.785,95.398,95.826,96.121,96.211,96.169,96.292,96.114,96.336,96.03,95.937,96.018,96.279,95.868,95.572,95.289,94.8,94.897,94.918,95.064
138,M,False,92.145,91.594,91.693,91.551,91.57,91.671,91.86,91.887,92.057,91.838,91.843,92.201,92.286,92.575,93.167,93.749,94.71,94.785,95.398,95.826,96.121,96.211,96.169,96.292,96.114,96.336,96.03,95.937,96.018,96.279,95.868,95.572,95.289,94.8,94.897,94.918,95.064,94.833,94.703,95.3,95.702,96.174,96.313,96.368,96.815
