,FLARE_TYPE,COINCIDENCE,ABSNJZH_1,ABSNJZH_2,ABSNJZH_3,ABSNJZH_4,ABSNJZH_5,ABSNJZH_6,ABSNJZH_7,ABSNJZH_8,ABSNJZH_9,ABSNJZH_10,ABSNJZH_11,ABSNJZH_12,ABSNJZH_13,ABSNJZH_14,ABSNJZH_15,ABSNJZH_16,ABSNJZH_17,ABSNJZH_18,ABSNJZH_19,ABSNJZH_20,ABSNJZH_21,ABSNJZH_22,ABSNJZH_23,ABSNJZH_24,ABSNJZH_25,ABSNJZH_26,ABSNJZH_27,ABSNJZH_28,ABSNJZH_29,ABSNJZH_30,ABSNJZH_31,ABSNJZH_32,ABSNJZH_33,ABSNJZH_34,ABSNJZH_35,ABSNJZH_36,ABSNJZH_37,ABSNJZH_38,ABSNJZH_39,ABSNJZH_40,ABSNJZH_41,ABSNJZH_42,ABSNJZH_43,ABSNJZH_44,ABSNJZH_45,ABSNJZH_46,ABSNJZH_47,ABSNJZH_48,ABSNJZH_49,ABSNJZH_50,ABSNJZH_51,ABSNJZH_52,ABSNJZH_53,ABSNJZH_54,ABSNJZH_55,ABSNJZH_56,ABSNJZH_57,ABSNJZH_58,ABSNJZH_59,ABSNJZH_60,ABSNJZH_61,ABSNJZH_62,ABSNJZH_63,ABSNJZH_64,ABSNJZH_65
1063,B,True,3.5489,0.55212,7.7329,14.178,11.798,16.61,21.177,29.412,34.359,36.876,49.312,46.838,42.153,41.074,61.047,66.699,44.512,71.848,60.43,60.263,65.688,69.232,78.363,87.26,91.662,93.82,81.522,88.276,90.365,96.419,97.14,84.931,85.955,92.119,78.034,75.115,63.577,55.465,53.118,58.097,39.18,41.765,42.914,46.902,41.675,39.226,42.623,37.143,37.295,34.721,32.88,39.324,33.329,39.375,35.519,41.169,43.429,38.275,32.433,17.144,1.8331,5.2377,14.574,1.8933,17.215
1064,B,False,5.676,4.6081,4.8353,5.1871,0.9209,0.77741,2.3774,1.5793,9.0111,2.6677,2.9875,11.663,2.3918,7.8954,3.9906,8.5092,0.54245,13.678,10.4,1.5677,12.531,7.7113,1.3579,5.0125,3.7591,28.518,24.952,28.21,27.109,15.346,28.538,9.8079,0.84356,10.118,13.341,12.471,33.259,12.561,19.464,19.96,31.645,23.863,24.106,26.674,19.647,27.788,30.619,31.562,23.342,20.116,27.345,22.681,12.589,2.2316,2.6439,8.1543,20.113,13.421,17.881,22.995,16.815,16.363,24.178,25.348,19.758
1065,B,False,13.421,17.881,22.995,16.815,16.363,24.178,25.348,19.758,9.3616,10.208,12.267,35.518,17.887,40.638,31.34,44.465,43.57,39.158,35.061,46.099,40.609,33.578,30.529,28.982,32.799,29.584,37.149,45.827,55.872,53.695,50.17,42.992,42.476,56.456,11.641,41.994,36.632,11.486,6.8658,25.786,43.465,13.365,15.85,6.6365,7.751,11.61,2.0496,3.691,3.1193,19.572,11.362,44.293,22.02,14.678,56.912,47.024,45.122,36.96,39.1,79.036,37.68,54.243,78.554,146.65,116.29
1066,B,True,10.613,13.575,11.772,10.789,18.455,11.551,17.431,16.172,9.9378,11.795,12.381,10.988,16.957,10.816,10.784,12.205,14.168,14.624,11.054,22.544,17.873,16.319,15.65,13.946,14.167,14.071,11.679,14.328,18.385,25.946,25.068,17.027,22.088,19.178,30.295,28.041,24.095,34.24,29.506,26.86,30.897,34.186,40.286,49.418,52.213,51.454,49.551,50.382,52.899,51.686,56.646,58.709,53.828,50.68,57.699,53.031,68.302,57.334,59.329,70.276,70.343,71.332,63.974,72.439,69.65
1067,B,False,93.865,109.44,109.75,102.46,98.537,97.376,103.78,92.508,86.095,86.468,75.671,81.004,69.369,79.49,78.906,62.294,45.48,47.863,48.2,51.015,53.74,45.675,58.804,70.42,54.857,53.615,56.904,50.117,56.988,59.196,60.284,58.16,61.572,57.677,53.935,51.048,55.174,50.726,53.875,61.595,63.341,71.286,65.334,67.931,74.364,76.181,75.695,76.226,80.898,78.615,79.629,77.414,90.741,93.5,95.437,103.57,106.93,104.54,103.46,100.7,101.7,88.348,96.225,113.07,109.63
1068,B,False,37.329,36.785,24.804,42.417,46.977,46.42,56.093,61.984,75.257,83.806,67.434,63.781,62.115,50.558,65.498,64.196,54.487,61.022,61.809,64.46,73.469,70.32,69.044,60.451,57.154,57.887,59.659,61.0,64.87,79.159,57.327,65.859,57.002,54.129,61.16,70.857,75.837,70.82,71.105,79.941,78.768,71.221,81.798,80.48,62.967,71.289,69.757,60.673,65.884,52.917,57.757,64.86,63.218,67.73,71.206,72.647,73.633,64.138,77.138,79.393,78.13,70.899,66.973,62.607,79.697
1069,B,False,9.6703,0.62754,6.436,11.138,9.6363,12.158,16.945,18.259,10.849,18.568,13.793,15.668,6.7347,8.5465,9.237,7.3753,11.081,9.6271,7.6995,0.59893,2.5298,0.17867,9.1122,10.017,7.9022,10.436,7.164,15.091,6.3203,1.9677,4.5351,7.5512,1.5097,4.6069,9.1194,5.5295,14.96,8.203,13.309,18.599,15.527,7.0813,3.3714,2.3268,4.6407,0.85927,1.6671,1.4002,6.3613,0.96713,2.198,0.30446,0.34734,1.9809,4.1122,21.66,16.736,19.608,24.349,30.012,26.02,37.472,37.38,52.283,78.397
1070,B,True,122.13,121.09,115.55,123.83,139.72,116.21,129.74,120.45,120.3,127.72,132.28,138.11,143.34,139.05,140.5,146.47,137.22,120.12,117.34,114.89,122.19,115.11,107.93,112.03,125.65,120.43,114.95,126.98,125.11,134.15,134.86,122.48,124.62,126.65,123.82,133.22,134.11,139.86,137.57,139.28,133.79,131.11,128.49,126.21,121.64,127.93,122.01,122.07,116.73,105.87,112.79,123.69,124.33,118.32,120.15,114.79,111.3,119.33,108.11,107.25,98.601,99.37,121.61,120.36,120.51
1071,B,True,5.5974,0.66545,2.5194,8.4624,1.2374,2.7869,0.48603,2.8186,10.996,10.906,4.1018,12.708,3.7789,11.586,23.656,17.885,16.273,13.937,9.4017,5.9619,21.69,17.589,16.509,14.485,16.75,23.834,19.391,21.335,16.285,18.918,20.713,13.424,19.136,17.945,20.411,20.894,24.835,16.615,15.598,17.094,20.35,5.7934,29.08,24.701,24.932,30.573,23.981,32.396,22.3,25.089,28.081,33.769,31.523,32.274,31.127,31.61,33.531,32.525,33.238,26.349,29.338,30.058,29.322,25.685,24.965
1072,B,True,3.4608,2.9345,3.256,5.0662,7.8943,7.6539,10.258,4.1974,2.4354,0.99899,0.54814,3.6417,1.2643,2.5512,2.2414,1.3219,9.0429,7.1254,5.8633,10.775,14.445,14.201,13.971,10.985,16.558,16.492,19.301,17.177,15.09,14.883,19.049,17.887,15.037,20.641,15.637,9.3892,15.039,5.2276,5.9134,7.7851,7.794,5.333,2.4371,1.373,6.8392,4.3241,6.1626,3.4921,5.4639,2.6409,11.928,11.42,14.374,14.797,11.259,11.635,16.491,15.699,13.707,7.0927,7.7688,4.2502,0.55828,7.3065,8.6857
1073,B,True,20.489,11.449,15.289,22.587,17.873,39.81,36.123,42.389,48.852,43.59,60.201,45.369,45.418,52.023,39.182,38.149,46.428,43.043,47.21,41.727,40.22,41.305,32.679,30.033,36.89,44.231,49.043,68.153,66.361,56.25,51.931,57.945,44.689,53.709,50.333,45.694,54.996,57.036,60.522,58.728,46.897,36.296,26.387,36.585,38.043,38.6,40.866,27.079,23.887,20.011,34.301,18.18,23.608,13.109,5.573,12.978,3.7689,10.504,23.478,39.88,23.6,25.837,18.978,10.596,31.69
1074,B,False,4.4999,0.17491,0.75852,1.0684,0.9038,3.1482,4.4554,0.075312,7.6355,1.3398,4.8901,1.407,5.8953,10.001,3.1785,2.4711,11.384,11.871,11.251,9.3335,6.4539,13.958,13.832,1.4231,7.1664,6.998,7.3539,7.7896,7.1873,5.3852,8.7683,8.7954,4.5057,11.561,7.4881,9.8176,8.6088,9.1973,8.4138,4.4688,1.276,9.8127,4.5836,5.2028,2.1996,1.8965,6.6156,1.4711,2.2563,1.4502,2.195,1.0282,6.0904,2.2125,0.85215,1.6111,2.2527,7.0519,4.0315,3.0989,2.8152,1.7218,1.9611,4.7092,0.48481
1075,B,False,10.461,15.54,8.1433,13.973,15.886,7.5861,4.9618,10.767,12.806,7.14,16.691,9.7365,4.6537,5.6905,6.3558,2.4415,2.3078,0.92305,1.7483,4.1942,4.6629,5.0803,11.941,9.4885,9.3546,8.112,8.0115,9.2543,12.136,8.9244,6.7965,0.87147,9.1354,9.7754,7.9679,10.668,5.1476,8.765,11.601,8.473,5.8938,8.7044,8.8911,0.69789,7.0816,7.1284,8.8835,10.85,8.1828,7.4465,5.7709,3.8066,7.7469,8.9133,8.0764,8.6647,11.152,9.4131,10.873,9.389,7.5227,5.0551,6.1957,7.7331,5.6517
1076,B,False,24.911,20.852,31.678,15.575,28.156,30.091,32.239,20.587,30.45,29.494,31.244,37.292,10.392,25.605,18.865,25.761,27.405,38.851,40.202,11.017,3.608,19.611,21.226,4.1914,0.0040247,0.71713,4.1027,1.9779,4.6979,7.9016,12.498,22.274,25.14,36.219,44.18,45.125,55.766,61.812,64.683,85.547,100.53,91.454,91.429,95.009,99.472,109.27,104.15,90.66,89.541,100.82,85.011,80.795,76.217,73.367,74.685,83.057,79.694,78.07,73.616,71.889,66.499,59.508,31.038,34.483,41.059
1077,B,False,210.75,220.68,190.76,176.1,183.52,185.79,187.41,186.27,195.12,177.54,159.02,161.29,150.21,146.12,163.53,163.2,166.68,152.84,148.41,129.64,129.4,113.16,125.05,121.1,136.96,124.43,130.73,128.98,141.11,121.59,138.02,143.82,139.9,144.92,156.1,181.39,192.11,208.21,202.44,197.14,197.05,196.09,186.39,208.88,208.05,213.75,226.69,232.28,224.79,228.69,231.59,231.13,216.07,216.42,215.66,225.78,216.66,225.73,229.45,227.63,235.83,229.48,214.86,241.53,244.17
1078,B,True,137.69,130.17,119.65,87.929,142.88,98.322,146.51,142.5,136.02,111.48,130.09,133.93,156.17,149.96,164.46,151.6,143.0,142.42,136.8,135.45,135.54,158.1,146.36,148.83,143.09,139.52,151.28,143.98,147.15,154.25,161.41,169.71,164.21,169.9,158.88,164.85,162.55,163.48,154.23,153.28,166.49,158.94,168.31,158.21,149.78,154.92,150.93,154.61,149.29,152.45,158.15,152.54,156.44,161.9,159.64,160.06,156.98,170.69,176.74,168.74,161.79,161.53,163.42,155.95,151.67
1079,B,False,13.011,23.806,24.334,25.294,31.587,34.718,38.629,34.61,31.73,34.051,27.798,25.578,31.336,25.768,30.255,28.692,28.684,29.018,28.982,26.682,27.55,21.559,27.358,22.557,18.96,19.142,18.598,17.868,19.309,17.39,13.404,21.336,25.085,23.483,19.405,20.684,25.794,19.273,16.013,17.19,10.363,12.389,8.4722,11.659,12.267,14.153,16.977,18.422,12.785,9.9403,13.075,12.014,8.4799,5.7134,15.609,15.884,18.616,19.404,20.335,26.742,29.52,20.765,26.621,30.156,26.74
1080,B,False,3.8948,4.6631,3.6602,16.268,3.9397,5.5512,11.157,3.1363,1.458,6.0605,3.7619,6.9127,3.3719,5.0336,0.78299,3.5693,3.1931,2.201,5.3892,5.4661,12.085,11.49,2.2214,3.2823,13.014,3.7485,2.7873,4.6873,7.7545,10.685,14.229,13.697,22.377,6.9544,3.4974,0.32191,0.32667,3.6091,8.8885,6.6045,2.7795,2.3032,5.9975,11.638,18.903,11.32,3.0776,1.0855,0.53102,5.3531,3.6535,0.45865,8.455,7.4849,2.4659,0.56602,5.3199,6.5467,9.6626,7.2815,14.161,22.194,15.196,23.2,39.521
1081,B,False,19.232,19.983,31.429,34.505,43.221,26.468,29.827,33.094,36.839,32.407,31.796,42.523,37.984,46.416,44.727,49.424,46.49,36.885,33.341,30.47,29.841,27.827,32.066,27.067,27.815,26.921,33.873,25.831,28.117,28.574,23.531,31.298,27.433,26.647,33.962,39.855,35.583,37.69,47.917,44.416,43.669,40.862,45.903,38.884,40.86,38.044,41.601,53.772,43.779,52.318,47.272,44.776,48.998,47.376,47.539,55.844,54.622,60.915,53.993,40.74,46.316,42.428,37.619,43.48,31.801
1082,B,True,38.89,49.623,59.615,63.841,66.506,74.485,86.603,84.464,88.584,84.824,93.434,104.27,102.27,95.798,102.2,107.73,107.34,112.09,115.34,123.76,130.18,129.83,131.84,122.33,120.82,125.2,125.3,123.75,131.7,141.01,133.39,134.07,154.05,147.82,140.83,159.15,155.68,152.12,132.87,137.35,150.36,157.95,135.35,152.22,157.52,158.98,152.29,158.76,159.29,162.42,159.79,148.15,161.69,166.95,166.25,157.78,150.23,162.33,167.96,175.83,182.14,186.15,190.72,198.39,205.13
1083,B,False,148.13,127.26,130.43,139.77,136.06,148.42,156.86,158.87,163.81,159.12,148.96,134.2,134.59,150.49,158.9,164.01,178.21,184.72,190.06,186.77,211.23,213.1,212.02,212.45,237.25,245.16,248.27,248.8,254.48,249.37,259.06,273.03,258.12,279.03,248.6,246.19,230.21,231.96,213.57,193.01,196.34,196.65,170.41,169.75,178.77,184.82,197.13,176.77,174.91,165.0,159.63,160.85,155.17,150.19,154.67,151.26,138.27,141.94,145.11,150.76,146.54,142.03,138.98,143.34,157.87
1084,B,False,50.768,47.139,45.526,48.516,47.169,45.112,41.929,42.535,39.27,41.788,41.166,41.552,41.895,41.686,36.476,33.503,34.456,36.249,34.243,34.208,35.208,32.228,33.789,36.383,36.214,37.227,38.731,36.021,36.891,35.731,37.338,41.245,40.831,41.063,37.092,39.819,38.1,37.824,37.249,38.171,40.553,41.566,39.947,37.366,38.378,35.453,38.036,35.905,35.58,36.436,32.744,36.325,31.997,33.395,33.28,31.052,32.119,31.798,30.469,29.1,30.482,27.833,27.302,26.121,25.574
1085,B,False,84.79,90.445,89.042,88.171,84.249,78.827,80.848,82.167,75.194,79.904,82.506,86.073,86.896,88.253,82.71,81.183,80.003,82.999,83.783,80.551,70.194,80.609,82.649,79.284,81.696,78.616,79.083,73.398,75.463,73.292,72.654,79.842,75.008,75.681,81.239,82.045,81.366,82.38,80.47,87.257,80.647,83.932,82.925,80.313,80.982,80.673,74.185,70.604,67.907,76.731,70.954,69.208,69.104,66.623,69.24,63.848,68.464,63.638,62.673,62.208,64.408,63.391,61.237,65.563,61.543
1086,B,False,32.059,26.09,213.59,23.983,14.236,6.6831,8.6282,10.816,62.343,22.687,32.756,13.798,12.885,6.724,4.3614,24.381,159.87,9.1835,28.498,9.3432,19.217,16.47,46.245,84.203,62.314,71.803,27.027,25.104,10.447,11.917,3.3785,2.0221,13.92,5.8811,5.9536,1.3757,3.2727,16.624,13.826,8.0024,8.7661,14.467,17.447,11.234,22.984,13.004,11.185,21.773,7.7985,9.5756,23.419,15.139,15.031,11.282,16.721,6.192,28.484,1.9844,1.4468,8.3208,6.7429,6.4502,1.9078,8.1609,14.457
1087,B,True,20.913,22.488,22.647,20.498,22.075,20.227,18.928,20.444,17.399,17.019,19.66,20.243,17.132,20.302,16.774,18.922,19.101,22.415,21.303,20.46,21.165,17.009,17.277,20.786,18.958,15.19,10.957,14.233,14.568,13.625,11.192,12.779,11.986,7.9107,8.2145,8.5341,12.226,10.304,11.375,10.883,11.699,14.086,16.674,15.036,13.712,13.648,10.34,10.039,16.924,13.512,11.525,14.913,12.749,14.655,15.514,15.023,14.037,13.518,12.713,12.886,13.234,14.104,14.717,15.871,14.868
1088,B,False,30.967,23.783,27.835,25.65,28.097,21.798,26.732,23.65,19.66,23.78,27.597,31.94,38.723,32.019,31.977,28.349,30.132,26.609,32.309,29.524,30.869,27.185,32.389,34.01,40.609,49.131,41.634,48.788,48.455,44.559,41.946,46.476,53.171,60.771,60.257,55.018,64.912,61.858,58.127,60.863,53.436,57.835,54.808,51.341,42.504,44.907,40.75,42.652,34.126,33.504,30.739,37.29,41.103,37.824,34.869,32.488,29.669,34.173,29.859,26.709,24.208,28.355,28.186,30.859,29.829
1089,B,False,9.1122,10.017,7.9022,10.436,7.164,15.091,6.3203,1.9677,4.5351,7.5512,1.5097,4.6069,9.1194,5.5295,14.96,8.203,13.309,18.599,15.527,7.0813,3.3714,2.3268,4.6407,0.85927,1.6671,1.4002,6.3613,0.96713,2.198,0.30446,0.34734,1.9809,4.1122,21.66,16.736,19.608,24.349,30.012,26.02,37.472,37.38,52.283,78.397,71.462,55.387,49.567,47.29,44.158,41.728,36.424,39.927,40.571,55.3,56.231,70.673,46.535,64.281,73.562,68.561,59.591,67.472,63.828,65.667,70.119,71.422
1090,B,False,64.595,60.344,58.507,58.393,65.853,59.718,69.103,65.643,55.044,73.618,72.154,70.727,68.62,62.505,58.269,54.17,52.549,46.703,55.185,53.427,56.839,44.711,39.212,35.573,50.148,38.231,32.992,29.585,32.508,37.439,39.845,39.963,45.092,45.516,47.382,56.68,68.399,65.494,60.034,53.53,43.063,45.552,45.667,55.188,47.772,42.301,34.599,31.035,41.98,42.194,33.748,30.765,41.464,37.093,35.933,40.641,46.799,49.044,35.926,40.338,46.629,51.013,45.81,45.627,41.817
1091,B,False,6.2203,7.9709,5.3472,9.5304,7.5338,2.9299,0.5404,3.5614,2.3856,1.0618,2.9994,3.5361,3.1026,4.5297,1.4123,7.8261,2.8495,1.8335,1.0172,7.7306,1.857,13.156,13.593,15.035,8.654,4.3551,6.5506,10.11,4.3971,3.3301,7.534,9.3045,4.3278,7.7595,11.538,14.358,12.128,14.141,15.5,10.911,11.022,14.706,17.278,14.207,10.755,8.2715,12.773,11.277,8.2408,7.212,12.184,12.969,10.95,11.058,10.769,9.7248,14.605,17.4,11.138,13.288,15.08,12.844,10.262,15.478,12.801
1092,B,False,61.67,60.905,47.842,49.956,65.035,67.67,56.716,58.718,59.201,66.357,65.018,71.799,81.088,74.051,63.611,81.634,90.189,82.263,70.939,65.182,64.035,65.66,64.875,69.38,45.679,48.441,58.406,52.271,47.922,58.714,57.489,48.664,38.289,50.04,42.528,45.912,53.917,51.812,61.392,59.109,70.023,60.808,58.601,89.654,77.509,76.577,72.515,65.702,66.706,69.894,62.696,73.132,72.535,82.451,86.547,84.198,81.037,87.592,80.634,92.337,93.714,87.422,88.742,91.21,80.303
1093,B,False,106.24,109.06,112.18,118.62,121.66,115.73,122.32,119.69,114.52,113.64,107.1,111.35,117.2,110.63,109.83,106.61,108.76,106.72,99.69,100.65,106.73,95.28,104.0,104.66,107.8,101.9,95.549,104.09,97.872,94.431,102.47,95.775,95.47,95.08,94.165,92.468,95.042,96.559,86.292,93.907,99.877,102.19,98.349,105.99,99.88,103.58,110.64,106.67,107.29,103.51,109.01,107.4,111.52,107.41,103.73,104.89,108.17,101.33,99.819,98.347,97.768,94.774,97.401,97.719,94.175
1094,B,False,134.07,137.96,139.72,129.61,137.12,143.76,135.39,135.1,140.67,131.93,132.97,125.48,138.82,132.07,126.29,112.13,124.22,122.55,131.64,127.16,128.3,131.17,127.02,131.23,127.84,120.39,123.21,117.45,110.94,117.56,116.39,119.28,118.68,118.05,118.71,121.83,125.88,122.03,121.86,125.04,133.18,124.89,127.68,130.3,127.09,129.64,135.66,133.47,130.28,126.45,128.37,129.87,132.94,118.98,125.42,125.96,129.84,122.8,121.97,116.34,117.35,122.47,114.08,109.15,106.43
1095,B,False,13.616,12.921,14.9,13.747,10.47,11.092,15.061,13.729,13.943,12.873,11.824,12.435,13.339,10.574,12.808,13.398,17.009,15.765,14.757,13.182,12.709,15.01,16.56,19.419,21.071,15.847,14.211,17.277,17.302,16.083,13.985,13.299,12.881,11.442,11.823,13.162,13.35,12.573,12.862,13.402,11.564,12.593,12.382,10.841,11.522,12.48,12.819,10.55,10.091,10.812,9.3514,7.7109,8.9578,11.507,10.505,10.776,12.413,10.384,11.644,8.6233,9.334,9.7272,7.6829,6.2357,5.3033
1096,B,False,40.192,47.599,35.305,42.444,36.691,34.409,23.81,26.292,17.014,24.95,32.529,20.295,24.464,25.234,24.951,8.1396,6.5466,16.919,9.7347,4.5154,6.8993,1.9405,0.12178,2.5981,1.8503,4.2755,1.0228,3.6171,3.1337,4.6543,5.6137,9.6694,16.156,15.012,20.752,12.941,15.306,18.485,16.643,8.4345,11.995,23.796,8.8739,12.851,2.5144,9.9566,13.041,20.95,14.356,11.151,11.903,10.989,1.0658,8.8422,18.126,1.3505,4.2413,1.2242,5.2622,9.4277,3.6847,3.1577,3.1039,22.534,14.876
1097,B,False,65.444,65.584,68.535,80.94,70.865,72.692,79.047,92.423,84.045,87.056,89.609,84.05,72.43,70.884,58.5,63.738,67.916,62.205,58.313,65.13,62.304,65.134,66.176,69.448,77.571,76.68,70.895,66.714,75.105,79.972,88.183,95.214,88.724,86.947,95.477,90.697,97.883,102.8,91.249,92.475,97.463,98.895,96.702,81.332,89.119,90.71,92.698,89.851,91.072,109.06,103.07,112.52,119.14,113.36,109.01,111.95,109.77,112.09,116.61,124.57,126.07,115.63,111.33,109.12,103.17
1098,B,False,39.442,43.446,36.586,36.025,29.113,32.008,26.413,35.293,35.05,41.344,32.892,31.499,25.583,26.801,22.89,29.337,25.454,17.275,16.86,22.756,15.346,19.344,24.598,20.042,13.1,12.805,11.901,14.402,10.984,14.728,6.2562,13.556,11.158,16.302,14.147,19.003,21.034,22.788,25.182,27.169,32.741,31.961,26.273,29.36,28.253,37.769,33.917,28.072,28.363,34.093,35.15,36.955,37.045,38.589,41.029,42.223,43.916,47.55,48.224,44.767,48.499,48.648,42.108,43.059,46.504
1099,B,False,20.583,13.734,12.954,14.883,15.014,13.225,18.032,16.634,16.182,22.417,20.436,30.943,27.457,24.486,26.054,25.189,17.203,10.818,7.9999,6.0031,7.6649,6.9932,10.597,17.851,14.017,13.988,3.0281,13.185,15.713,19.785,25.245,23.162,22.787,18.916,20.64,19.691,22.374,20.953,26.309,22.947,25.798,26.463,24.316,25.242,21.163,20.928,24.624,25.705,12.886,9.408,1.5161,0.74156,10.471,7.2542,1.4534,15.884,13.267,18.446,22.384,18.115,23.469,23.637,27.274,27.268,27.548
1100,B,True,49.293,43.295,42.217,45.657,45.352,50.884,54.986,60.889,56.405,56.77,55.204,60.039,63.483,63.519,66.461,70.445,74.337,76.824,76.485,80.503,81.945,74.597,81.456,82.87,81.676,77.27,75.182,73.527,79.833,82.428,79.989,81.602,86.822,98.502,85.61,81.033,71.499,87.573,92.671,93.22,93.615,73.382,78.613,57.222,97.036,103.97,108.92,88.081,122.53,92.488,105.86,118.1,124.57,130.7,133.92,138.94,129.42,129.47,139.25,134.41,135.7,135.13,134.14,121.56,113.79
1101,B,False,46.375,41.783,46.949,44.386,53.854,54.202,64.991,62.011,55.136,64.769,66.05,67.308,57.385,54.16,57.469,60.596,55.075,49.324,47.11,55.756,57.561,54.972,47.488,56.039,53.421,67.559,51.977,50.523,54.19,50.85,59.475,62.332,62.929,66.772,56.614,54.408,64.613,55.71,49.222,42.425,58.779,54.484,61.859,69.657,62.815,67.79,53.884,41.998,42.269,59.476,50.146,53.764,50.068,45.672,44.7,46.789,37.986,36.054,42.859,41.873,49.868,50.601,50.266,39.007,41.945
1102,B,True,66.337,67.287,76.787,75.886,64.401,59.968,56.394,59.129,76.523,72.971,74.277,74.472,80.461,89.902,89.105,88.084,89.145,82.552,82.588,94.361,82.682,93.062,87.953,102.48,111.19,107.46,114.69,97.844,101.99,107.64,98.762,101.68,120.77,127.3,102.24,82.751,105.15,116.19,104.81,92.649,94.416,88.602,92.445,94.021,90.352,94.691,81.791,72.468,79.754,80.079,75.823,79.808,81.355,86.088,96.86,88.221,89.445,89.018,85.281,91.843,92.674,77.921,84.529,84.66,95.627
1103,B,True,3.3645,3.1406,5.6375,1.4463,2.2394,2.4924,2.9009,5.8151,1.4364,5.0229,3.8875,1.5497,0.5379,0.4679,0.32794,2.5118,2.6484,0.58962,2.8401,1.6811,3.3214,6.737,2.9092,12.598,9.2975,9.3422,11.572,12.107,10.099,9.3234,11.454,5.0474,10.899,6.9283,10.878,9.7262,4.1594,3.2832,6.5781,3.7775,1.4127,9.2015,3.4279,2.2017,0.60154,2.2493,0.39387,1.9278,5.0723,6.7867,6.6895,0.70711,5.1787,2.2024,1.7758,0.97544,2.3116,2.8255,0.91742,1.1977,3.1205,7.5941,5.2909,10.715,3.2072
1104,B,False,13.678,10.4,1.5677,12.531,7.7113,1.3579,5.0125,3.7591,28.518,24.952,28.21,27.109,15.346,28.538,9.8079,0.84356,10.118,13.341,12.471,33.259,12.561,19.464,19.96,31.645,23.863,24.106,26.674,19.647,27.788,30.619,31.562,23.342,20.116,27.345,22.681,12.589,2.2316,2.6439,8.1543,20.113,13.421,17.881,22.995,16.815,16.363,24.178,25.348,19.758,9.3616,10.208,12.267,35.518,17.887,40.638,31.34,44.465,43.57,39.158,35.061,46.099,40.609,33.578,30.529,28.982,32.799
1105,B,False,4.0718,4.8389,8.4437,10.326,3.7019,5.8342,7.4132,8.5402,7.4764,7.1546,3.1539,4.2459,4.8545,4.0877,1.3255,0.9499,4.7534,1.3454,2.2107,1.5837,6.8537,8.708,6.557,8.9443,6.2546,8.4089,8.3713,5.2927,6.2718,5.2265,2.7367,6.5286,3.3546,1.8766,0.82659,1.5777,0.27786,2.4553,0.9169,3.9379,6.1751,8.209,6.4982,6.3443,5.6633,9.3749,9.047,7.8364,7.4445,7.9992,7.0231,5.5458,7.3155,6.3024,7.8611,6.8588,6.8602,5.8476,3.7704,3.4716,3.0427,3.4421,3.5005,2.6836,3.198
1106,B,False,0.15613,0.055489,7.3158,13.947,1.9128,6.9328,10.593,4.9321,6.2755,7.8038,18.963,13.474,16.478,9.9689,10.814,10.047,9.0402,13.53,12.136,11.581,8.5155,7.757,9.4521,18.103,11.299,21.546,17.782,10.41,17.372,26.115,17.146,14.72,18.002,15.757,14.973,5.0428,8.672,9.7944,5.7468,12.802,4.3878,10.606,7.1638,9.2199,1.2424,2.642,8.4841,4.345,5.0467,7.3626,1.1062,10.85,11.643,8.3062,7.7255,3.9569,2.1369,0.95783,2.0891,4.9988,10.243,10.266,5.188,10.866,20.564
1107,B,False,5.8973,7.9863,9.0818,7.8301,17.195,16.035,17.874,9.3169,9.9227,9.324,7.4255,9.4844,12.11,12.487,7.8054,9.9313,6.8,8.492,9.2116,7.9675,13.301,8.3316,8.2884,8.4587,8.7747,13.071,13.355,9.0087,9.2998,6.4588,5.0179,4.9863,1.9948,3.1109,2.677,7.4557,3.9542,3.4608,2.9345,3.256,5.0662,7.8943,7.6539,10.258,4.1974,2.4354,0.99899,0.54814,3.6417,1.2643,2.5512,2.2414,1.3219,9.0429,7.1254,5.8633,10.775,14.445,14.201,13.971,10.985,16.558,16.492,19.301,17.177
1108,B,False,26.579,26.398,33.459,30.205,39.279,33.453,31.576,27.281,29.166,32.453,33.49,35.936,34.72,29.831,25.042,24.65,21.548,6.3321,19.626,15.13,13.239,8.651,0.49655,2.8194,3.4804,14.088,4.96,25.391,35.278,53.84,42.431,30.31,25.918,36.568,32.691,25.728,22.591,22.951,23.655,19.917,29.839,40.153,38.065,36.226,34.95,37.494,37.547,41.831,38.183,41.024,37.78,35.737,42.651,42.523,43.197,36.401,30.563,20.952,29.97,29.786,36.142,40.181,35.365,56.457,59.885
1109,B,False,40.62,43.17,48.838,49.001,46.76,48.297,47.704,46.983,48.426,44.933,46.75,48.192,48.122,48.903,49.853,47.037,44.461,45.49,43.361,40.425,39.316,40.393,41.814,41.849,43.811,46.585,45.398,48.592,51.654,50.857,49.511,50.929,51.769,53.005,49.721,48.638,47.254,46.922,46.732,44.323,44.189,41.253,42.481,38.399,39.403,41.674,37.261,40.059,44.923,44.369,43.522,43.972,42.824,44.022,40.908,43.18,45.072,47.18,50.023,49.036,45.93,47.644,47.584,48.857,48.06
