,FLARE_TYPE,COINCIDENCE,ABSNJZH_1,ABSNJZH_2,ABSNJZH_3,ABSNJZH_4,ABSNJZH_5,ABSNJZH_6,ABSNJZH_7,ABSNJZH_8,ABSNJZH_9,ABSNJZH_10,ABSNJZH_11,ABSNJZH_12,ABSNJZH_13,ABSNJZH_14,ABSNJZH_15,ABSNJZH_16,ABSNJZH_17,ABSNJZH_18,ABSNJZH_19,ABSNJZH_20,ABSNJZH_21,ABSNJZH_22,ABSNJZH_23,ABSNJZH_24,ABSNJZH_25,ABSNJZH_26,ABSNJZH_27,ABSNJZH_28,ABSNJZH_29,ABSNJZH_30,ABSNJZH_31,ABSNJZH_32,ABSNJZH_33,ABSNJZH_34,ABSNJZH_35,ABSNJZH_36,ABSNJZH_37,ABSNJZH_38,ABSNJZH_39,ABSNJZH_40,ABSNJZH_41,ABSNJZH_42,ABSNJZH_43,ABSNJZH_44,ABSNJZH_45,ABSNJZH_46,ABSNJZH_47,ABSNJZH_48,ABSNJZH_49,ABSNJZH_50,ABSNJZH_51,ABSNJZH_52,ABSNJZH_53,ABSNJZH_54,ABSNJZH_55,ABSNJZH_56,ABSNJZH_57,ABSNJZH_58,ABSNJZH_59,ABSNJZH_60,ABSNJZH_61,ABSNJZH_62,ABSNJZH_63,ABSNJZH_64,ABSNJZH_65
47,M,False,602.93,588.2,572.89,565.05,572.63,537.88,552.86,574.05,580.12,596.67,579.67,607.52,588.6,591.51,616.65,633.77,571.44,559.98,543.1,578.22,561.16,565.18,580.56,557.17,549.17,543.78,494.36,539.95,547.93,593.97,562.3,582.95,561.84,545.49,588.47,591.27,578.96,577.88,605.06,650.69,613.67,615.12,602.41,584.48,580.96,576.26,603.75,613.72,611.95,598.85,590.99,610.95,604.88,620.52,619.77,615.01,614.87,597.9,610.67,572.1,545.78,555.21,535.28,545.96,544.04
48,M,False,61.021,63.813,52.046,77.609,63.441,73.743,88.928,89.125,91.587,79.995,79.816,83.471,78.084,90.204,84.822,103.53,92.749,86.5,94.721,100.82,111.11,112.72,106.21,97.013,104.13,124.91,124.53,113.29,123.19,110.77,114.8,106.2,122.8,146.57,123.67,135.9,145.31,144.88,129.51,140.05,137.68,142.55,139.4,150.3,156.54,163.12,157.96,150.68,158.04,169.77,156.19,153.73,170.25,151.35,164.56,179.59,178.97,195.08,194.88,187.26,172.07,163.74,169.56,189.32,186.15
49,M,False,620.52,619.77,615.01,614.87,597.9,610.67,572.1,545.78,555.21,535.28,545.96,544.04,540.69,505.52,567.29,518.72,553.53,550.59,515.56,500.49,467.95,438.18,420.19,448.02,401.08,397.32,392.74,382.35,326.59,358.47,424.69,438.47,357.04,406.72,354.6,328.87,376.22,400.52,322.16,275.36,277.16,317.62,257.84,299.29,302.23,342.87,275.87,291.13,255.05,255.98,244.6,195.21,231.09,241.91,217.84,240.24,213.62,248.45,256.34,320.85,325.66,240.89,255.08,288.07,250.19
50,M,True,77.451,34.183,41.161,2.6772,5.9336,235.81,28.036,66.779,63.853,237.92,260.07,262.87,108.29,115.17,171.7,172.25,189.08,110.31,263.72,234.73,328.49,332.25,461.89,519.12,536.96,435.94,565.51,603.09,607.25,560.45,483.45,637.26,573.01,631.41,600.12,620.12,617.93,626.46,571.94,716.59,606.15,551.42,592.37,522.24,551.09,512.86,463.41,480.04,498.34,408.65,347.45,384.74,516.05,449.46,495.63,409.18,459.18,454.12,450.4,453.63,423.88,365.87,362.66,435.47,376.46
51,M,False,519.12,536.96,435.94,565.51,603.09,607.25,560.45,483.45,637.26,573.01,631.41,600.12,620.12,617.93,626.46,571.94,716.59,606.15,551.42,592.37,522.24,551.09,512.86,463.41,480.04,498.34,408.65,347.45,384.74,516.05,449.46,495.63,409.18,459.18,454.12,450.4,453.63,423.88,365.87,362.66,435.47,376.46,377.57,470.59,485.8,483.43,500.52,473.83,419.01,436.86,491.03,521.25,502.7,500.3,563.3,611.0,544.43,551.83,575.37,573.95,611.57,626.52,633.95,640.95,684.69
52,M,False,376.46,377.57,470.59,485.8,483.43,500.52,473.83,419.01,436.86,491.03,521.25,502.7,500.3,563.3,611.0,544.43,551.83,575.37,573.95,611.57,626.52,633.95,640.95,684.69,714.92,686.5,692.11,752.26,780.5,744.38,755.8,738.73,751.52,836.31,747.84,779.26,749.68,730.67,682.81,661.66,760.8,845.54,844.33,846.62,836.3,902.47,910.91,986.1,946.26,963.36,1065.4,964.45,915.66,934.37,899.24,1034.9,1043.7,1008.5,1030.0,867.86,946.18,879.99,835.45,831.05,908.45
53,M,False,682.81,661.66,760.8,845.54,844.33,846.62,836.3,902.47,910.91,986.1,946.26,963.36,1065.4,964.45,915.66,934.37,899.24,1034.9,1043.7,1008.5,1030.0,867.86,946.18,879.99,835.45,831.05,908.45,785.83,619.22,615.51,696.59,592.39,791.33,947.12,954.46,923.44,687.56,771.33,740.39,746.97,809.4,634.99,827.01,593.5,781.94,871.33,647.26,831.79,783.38,612.48,658.19,599.18,622.72,580.6,587.22,573.13,592.82,551.39,523.4,538.45,487.97,420.1,476.04,436.67,548.27
54,M,False,910.91,986.1,946.26,963.36,1065.4,964.45,915.66,934.37,899.24,1034.9,1043.7,1008.5,1030.0,867.86,946.18,879.99,835.45,831.05,908.45,785.83,619.22,615.51,696.59,592.39,791.33,947.12,954.46,923.44,687.56,771.33,740.39,746.97,809.4,634.99,827.01,593.5,781.94,871.33,647.26,831.79,783.38,612.48,658.19,599.18,622.72,580.6,587.22,573.13,592.82,551.39,523.4,538.45,487.97,420.1,476.04,436.67,548.27,437.04,435.5,711.45,418.52,466.57,405.76,483.86,632.06
55,M,True,100.5,74.624,108.84,111.9,100.64,99.253,71.821,88.512,64.092,23.013,45.109,38.578,41.475,40.853,49.79,39.551,48.082,58.848,75.891,49.854,62.726,84.94,108.58,96.275,107.88,121.04,96.495,86.772,98.686,86.132,95.381,83.572,78.365,115.78,100.93,52.431,71.257,80.433,38.68,14.867,14.124,30.929,30.565,7.0296,14.373,13.826,12.219,40.999,33.591,68.197,74.198,63.822,64.663,64.36,112.16,108.91,110.69,117.49,132.88,137.0,142.0,125.53,147.04,170.57,177.31
56,M,False,40.853,49.79,39.551,48.082,58.848,75.891,49.854,62.726,84.94,108.58,96.275,107.88,121.04,96.495,86.772,98.686,86.132,95.381,83.572,78.365,115.78,100.93,52.431,71.257,80.433,38.68,14.867,14.124,30.929,30.565,7.0296,14.373,13.826,12.219,40.999,33.591,68.197,74.198,63.822,64.663,64.36,112.16,108.91,110.69,117.49,132.88,137.0,142.0,125.53,147.04,170.57,177.31,175.42,145.16,127.4,150.63,165.21,161.44,156.94,172.37,170.26,186.81,181.56,174.99,204.02
57,M,False,396.31,372.8,372.07,380.84,356.24,369.14,371.94,381.92,378.0,367.93,337.84,381.99,394.78,407.44,421.36,456.21,431.71,443.97,424.32,440.73,464.18,505.91,530.34,556.72,568.81,564.95,541.92,561.68,540.7,517.48,497.86,501.12,500.48,461.09,460.83,473.54,428.31,425.56,449.61,448.61,450.42,433.86,447.05,431.27,429.25,423.43,418.1,428.24,397.22,437.83,480.34,475.13,502.85,518.56,495.41,478.92,459.33,441.28,440.51,417.09,395.62,389.13,352.74,337.91,327.64
58,M,True,345.75,354.89,354.1,350.1,384.99,404.88,417.27,400.31,405.75,391.73,366.6,378.1,369.59,357.09,339.68,362.95,366.73,374.26,374.51,367.14,371.4,393.78,387.31,422.91,414.51,380.09,427.26,474.53,454.85,496.9,466.26,481.78,474.02,480.45,491.52,492.09,488.89,448.71,475.26,484.6,485.59,474.11,473.68,482.26,459.1,491.08,454.57,433.83,442.92,404.02,435.52,455.69,429.0,406.68,433.33,402.55,397.52,405.33,431.67,443.85,417.66,444.49,428.21,425.04,422.62
59,M,False,397.52,405.33,431.67,443.85,417.66,444.49,428.21,425.04,422.62,453.67,445.04,430.82,484.89,501.7,528.6,553.87,535.37,537.52,545.79,514.92,503.35,484.48,493.77,460.99,531.45,488.76,503.26,495.21,466.98,489.52,480.46,470.69,491.09,506.97,518.2,516.18,563.67,566.85,579.57,590.36,598.48,619.29,615.22,645.04,642.5,612.05,626.88,657.14,622.82,589.98,625.93,651.91,656.39,691.31,708.78,714.26,729.46,713.6,695.06,686.16,686.26,688.73,695.73,664.69,709.69
60,M,True,127.42,518.28,106.67,29.601,47.463,103.2,143.24,207.66,213.99,236.32,234.1,228.17,283.32,261.14,318.63,312.91,317.48,336.33,361.96,399.58,386.53,426.24,410.41,339.8,407.73,452.42,409.65,437.78,531.21,497.22,486.59,472.13,571.71,487.52,552.22,534.45,456.28,523.97,523.42,533.96,535.51,567.17,526.26,553.6,532.56,434.69,466.12,512.68,522.38,493.93,554.96,539.07,610.95,584.83,603.59,783.99,608.9,594.87,577.25,556.7,633.56,620.24,596.83,644.21,589.75
61,M,False,637.65,590.43,578.53,610.72,626.09,577.24,622.54,546.33,604.16,593.2,608.78,577.44,643.28,641.93,667.24,681.01,629.99,612.77,554.27,602.94,526.45,565.73,511.22,511.1,551.49,651.07,524.79,465.71,378.84,390.93,546.3,587.15,551.89,448.09,580.68,623.39,624.87,634.36,594.04,564.9,642.24,663.16,669.09,612.74,643.36,659.52,522.65,717.86,453.97,667.78,689.37,343.81,532.66,541.12,601.22,479.14,807.79,543.79,574.75,533.3,561.55,556.07,499.34,755.02,618.05
62,M,False,368.18,344.49,367.53,364.93,374.11,373.81,374.96,385.34,401.91,402.62,393.28,390.51,375.84,379.21,384.14,390.97,392.42,382.82,380.93,375.89,388.11,385.3,379.03,355.01,376.0,364.75,356.28,369.12,363.63,354.48,359.45,365.31,365.48,364.19,378.19,358.42,377.42,382.3,376.13,366.54,374.89,373.15,391.12,396.45,400.61,413.22,411.6,410.36,395.17,410.6,406.28,389.78,392.56,373.74,371.34,376.82,354.97,380.83,360.68,364.95,363.34,344.36,342.72,342.87,355.0
63,M,False,3.4593,18.994,3.0224,6.9827,18.387,8.1109,2.5164,12.19,16.042,30.039,51.752,17.12,26.672,10.574,66.951,9.8941,36.236,41.273,75.276,43.05,46.342,67.053,75.598,95.229,37.73,77.177,57.576,29.44,65.031,82.527,48.022,85.201,65.818,68.644,23.019,67.831,87.548,7.2985,94.759,69.965,98.447,78.372,66.093,73.941,71.512,117.5,129.73,100.65,138.3,139.96,83.561,172.95,165.18,180.51,179.97,196.55,203.01,201.73,212.84,251.68,237.76,37.494,141.88,283.49,190.21
64,M,False,299.52,304.23,296.8,294.54,290.55,297.62,309.93,305.79,308.94,326.17,311.14,326.23,323.8,327.47,334.8,334.61,353.43,383.5,400.96,375.04,389.87,378.86,397.02,410.14,395.01,424.42,437.39,461.19,465.32,450.38,470.86,478.14,374.12,364.72,360.09,357.9,368.96,363.53,342.56,325.54,303.46,310.2,264.54,204.12,191.93,217.7,191.77,203.25,178.35,182.18,163.68,159.49,134.41,138.96,151.58,151.18,146.84,173.54,139.99,131.72,129.44,128.25,67.541,85.602,47.9
65,M,False,86.361,88.442,98.736,78.394,75.3,91.049,112.84,82.503,102.99,98.255,103.77,91.945,129.76,100.51,95.149,98.827,118.62,110.53,82.703,87.843,88.005,78.074,61.6,46.511,35.634,46.906,43.393,24.905,41.688,13.254,3.1314,3.5683,6.758,8.3578,0.19518,28.29,8.0287,22.787,33.204,22.546,32.442,31.174,2.7834,16.925,7.938,9.6951,32.359,12.022,24.024,32.149,29.122,11.084,15.944,17.064,28.65,33.481,40.743,36.244,18.485,29.973,15.722,15.109,17.84,16.109,28.957
66,M,True,70.843,43.499,48.338,27.795,37.323,25.364,12.766,27.051,26.033,60.041,81.99,89.952,48.122,46.16,74.782,78.095,86.646,116.18,127.16,154.18,224.16,232.3,256.46,272.38,289.04,317.65,355.8,396.19,413.77,436.77,468.93,478.64,474.45,463.45,479.15,473.69,495.38,508.17,556.1,578.75,574.2,601.88,613.25,616.78,613.95,594.38,588.05,589.28,617.73,634.58,648.55,674.49,689.49,726.32,756.0,768.5,762.85,775.19,774.18,713.06,784.64,803.31,785.25,803.06,832.31
67,M,True,1074.3,1095.1,1088.6,1080.1,1104.3,1100.5,1072.2,1071.7,1087.3,1073.8,1056.6,1056.4,1085.8,1127.2,1136.2,1108.0,1135.6,1123.8,1123.7,1123.1,1122.6,1129.4,1114.7,1135.5,1118.2,1113.1,1072.0,1077.0,1079.7,1091.6,1087.2,1079.6,1086.1,1084.5,1078.6,1100.6,1096.9,1132.9,1107.7,1112.4,1076.6,1126.7,1095.6,1081.9,1062.3,1056.7,1074.2,1033.6,1065.5,1076.1,1056.0,1085.8,1084.1,1080.5,1057.0,1061.4,1040.0,1037.5,1056.9,1036.6,1029.0,1031.6,1048.7,1068.3,1044.1
68,M,False,712.42,731.49,755.4,751.42,748.35,742.15,752.23,755.73,758.39,765.55,781.95,785.24,778.22,780.18,769.31,793.64,821.51,814.93,839.81,845.95,880.57,881.27,899.1,900.86,892.28,888.15,878.59,898.29,911.26,915.5,927.93,933.3,925.32,927.45,944.18,951.43,943.55,953.13,964.6,979.08,975.41,976.74,964.81,950.41,965.69,997.68,1003.7,989.41,971.66,974.01,966.31,972.02,995.5,1014.5,975.7,974.47,966.66,958.53,957.63,956.04,951.73,958.74,945.69,931.13,947.4
69,M,True,1056.0,1085.8,1084.1,1080.5,1057.0,1061.4,1040.0,1037.5,1056.9,1036.6,1029.0,1031.6,1048.7,1068.3,1044.1,1070.0,1051.5,1044.1,1056.8,1073.8,1051.1,1072.2,1038.0,1102.9,1047.6,1068.4,1105.0,1130.5,1117.7,1131.0,1136.9,1146.7,1177.8,1186.9,1201.7,1202.9,1204.7,1224.3,1168.2,1242.7,1248.1,1269.5,1300.3,1289.0,1278.1,1292.2,1307.7,1296.4,1274.6,1247.6,1271.5,1261.2,1208.3,1243.9,1228.5,1233.6,1141.8,1127.9,1169.9,1090.6,1084.4,1117.6,1086.2,1053.4,1051.6
70,M,False,1101.4,1172.8,1205.0,1203.4,1226.9,1237.5,1228.6,1250.1,1182.4,1216.8,1207.6,1211.9,1197.0,1174.0,1190.7,1202.8,1167.0,1187.5,1180.3,1165.8,1200.1,1169.5,1161.1,1135.7,1187.3,1218.6,1210.5,1245.7,1235.4,1237.0,1216.6,1271.5,1285.9,1273.8,1290.6,1283.6,1264.3,1265.9,1260.3,1236.8,1238.0,1258.4,1233.1,1247.1,1235.2,1246.6,1235.9,1218.2,1227.4,1221.0,1265.6,1237.0,1320.3,1297.7,1322.3,1286.4,1308.6,1305.4,1272.7,1264.5,1255.8,1229.2,1225.5,1222.6,1245.3
71,M,True,1013.3,1028.1,1030.7,1028.2,1035.0,1033.7,1039.6,1037.6,1044.3,1013.3,1020.0,1030.6,1002.8,991.24,991.34,979.98,987.33,967.97,964.43,944.51,941.53,949.79,937.35,944.92,952.91,946.2,943.51,961.57,930.23,930.01,946.64,940.69,943.52,948.12,947.33,950.76,948.41,945.3,925.79,917.64,932.4,934.22,938.69,916.88,931.45,931.8,922.04,932.89,924.1,902.23,889.61,869.88,878.03,884.28,857.91,860.24,863.3,852.18,839.15,842.8,835.99,831.76,822.03,846.0,822.61
72,M,False,932.89,924.1,902.23,889.61,869.88,878.03,884.28,857.91,860.24,863.3,852.18,839.15,842.8,835.99,831.76,822.03,846.0,822.61,812.95,809.61,817.46,815.2,817.87,813.65,792.8,796.06,799.03,802.45,795.17,802.91,789.0,783.48,781.65,788.88,774.86,768.46,780.87,775.61,776.4,791.26,801.02,802.05,794.55,791.72,786.67,773.87,789.89,776.95,808.42,799.13,807.34,819.84,796.92,777.95,799.16,815.54,816.77,823.27,810.28,828.31,846.81,843.17,836.86,849.8,861.54
73,M,True,76.298,75.067,73.054,76.392,65.608,61.15,78.658,81.45,66.517,78.772,77.445,90.677,93.911,69.884,100.66,75.391,89.426,83.798,73.831,79.644,79.595,89.681,77.352,75.275,73.969,64.443,77.305,72.148,79.575,95.833,101.36,106.65,117.27,106.32,106.25,109.91,100.58,98.113,94.548,83.1,83.015,86.431,84.923,95.497,71.709,81.783,84.739,81.299,74.026,99.909,86.34,97.291,95.259,104.13,106.55,111.39,116.7,118.2,121.45,115.46,107.18,101.06,91.156,86.225,91.946
74,M,False,104.95,103.38,95.115,100.27,87.885,84.326,74.619,66.247,74.556,53.532,66.257,56.353,57.09,61.74,61.568,69.053,68.343,79.946,77.357,88.158,83.118,86.557,89.044,80.069,73.829,81.203,63.887,69.19,68.501,83.731,69.82,73.863,78.016,74.019,73.367,76.842,68.734,59.652,66.652,70.301,69.154,66.592,65.997,64.28,63.764,62.395,66.757,69.92,70.403,72.726,74.22,77.585,83.006,68.814,69.703,73.884,59.712,69.688,74.262,59.226,63.43,68.943,74.349,56.311,62.948
75,M,False,68.343,79.946,77.357,88.158,83.118,86.557,89.044,80.069,73.829,81.203,63.887,69.19,68.501,83.731,69.82,73.863,78.016,74.019,73.367,76.842,68.734,59.652,66.652,70.301,69.154,66.592,65.997,64.28,63.764,62.395,66.757,69.92,70.403,72.726,74.22,77.585,83.006,68.814,69.703,73.884,59.712,69.688,74.262,59.226,63.43,68.943,74.349,56.311,62.948,84.192,84.503,104.1,91.967,91.087,83.593,75.008,77.328,58.168,65.279,68.564,63.588,61.396,58.172,60.057,66.504
76,M,True,51.459,47.596,74.316,59.804,37.324,29.11,36.257,37.828,17.497,23.556,11.19,15.361,20.927,1.6017,25.6,5.9379,10.346,6.0312,27.699,6.4104,1.5638,9.1712,24.251,42.429,55.666,56.193,36.579,31.882,5.7751,4.4794,6.4192,6.3035,10.898,39.031,34.55,32.071,45.383,47.553,26.322,32.181,43.213,41.217,27.048,26.288,19.707,36.114,15.681,9.6962,1.286,4.2566,4.6023,22.729,24.621,30.483,20.63,11.871,5.8942,26.618,22.072,17.279,23.485,18.77,39.891,47.491,18.196
77,M,True,282.0,287.01,271.78,267.21,244.31,235.15,233.12,244.21,231.6,236.29,217.53,223.87,222.79,201.04,202.83,204.88,201.53,191.16,214.8,242.59,198.8,188.3,209.12,220.9,206.21,212.08,211.42,221.14,214.99,202.77,198.69,201.88,192.61,165.11,136.28,125.92,215.17,248.42,248.27,234.87,226.63,253.76,232.74,238.5,244.73,249.33,242.85,241.54,231.05,233.62,231.05,225.54,232.13,233.18,241.07,233.21,254.9,256.56,248.14,271.44,244.55,258.19,234.57,250.27,253.96
78,M,False,249.5,279.24,243.66,262.22,191.15,232.35,234.43,243.22,225.16,260.2,263.2,262.45,270.14,274.57,244.2,259.86,252.34,261.36,234.39,249.63,257.84,253.89,244.47,235.13,221.87,230.5,239.41,265.85,243.74,260.63,250.12,258.93,283.51,239.19,248.69,253.98,267.87,278.05,272.94,284.82,308.03,296.6,286.27,274.46,281.3,263.69,250.7,268.55,238.23,243.35,222.17,215.48,204.87,197.18,224.59,224.44,210.8,217.42,209.93,233.8,234.37,255.76,263.82,265.91,282.87
79,M,False,120.43,129.95,108.19,125.91,146.83,131.52,134.72,150.29,148.79,126.24,104.5,97.827,150.3,116.81,98.888,93.53,88.941,93.832,46.863,76.243,62.873,57.016,57.634,89.227,57.426,59.118,93.544,86.04,90.042,75.668,72.53,72.539,51.028,48.491,26.379,33.077,74.699,50.611,54.362,59.047,60.531,36.022,24.637,21.556,11.285,17.888,46.154,49.66,20.435,46.431,45.733,26.33,13.096,22.782,35.146,34.388,46.841,44.542,46.658,61.898,40.386,20.374,35.632,66.181,53.164
80,M,False,550.17,516.27,593.42,436.36,327.16,459.12,736.58,401.87,463.39,665.83,564.03,621.61,574.2,931.32,524.95,596.36,948.95,984.87,579.95,966.86,958.53,991.99,603.0,702.43,648.79,1189.6,666.55,707.02,646.36,676.58,476.59,621.33,654.65,299.53,224.08,291.04,560.91,213.18,629.93,703.0,777.7,446.48,283.52,588.53,694.68,637.49,1426.2,605.52,1050.8,571.25,1019.3,648.83,500.44,1125.6,1227.2,1149.7,1086.6,1194.9,1082.1,1065.3,1087.3,1056.0,888.17,1022.0,1099.8
81,M,False,59.089,86.772,13.781,99.181,50.363,71.869,132.14,88.052,88.583,116.12,75.267,62.809,133.15,44.045,109.76,25.032,91.326,55.225,64.954,6.9124,4.8569,10.137,26.916,48.175,66.954,12.009,71.944,24.679,95.127,75.713,98.81,149.27,154.77,151.55,83.061,104.75,87.872,180.58,191.9,66.508,32.043,46.169,58.879,128.38,53.82,66.026,63.389,107.54,126.91,132.69,14.857,68.038,42.589,85.517,47.867,33.997,80.945,125.14,209.33,186.77,128.01,267.51,174.77,197.05,245.43
82,M,True,380.78,404.21,410.77,297.13,270.55,279.17,402.22,426.54,270.63,239.85,109.81,220.25,343.39,303.35,509.25,233.74,274.29,283.0,270.38,483.82,269.42,341.75,232.9,219.91,286.22,208.53,205.73,334.29,453.59,506.94,578.12,565.86,592.51,571.31,588.66,608.19,624.11,599.13,606.61,617.39,633.49,634.25,654.19,650.79,323.47,628.99,608.91,594.74,580.36,518.68,533.92,461.11,419.03,402.47,430.83,381.91,507.83,357.67,605.0,608.25,568.86,589.74,541.76,556.89,500.33
83,M,False,94.249,131.03,138.18,129.35,124.51,119.73,120.72,128.31,145.89,151.45,157.66,199.02,211.87,181.45,202.68,215.13,212.14,225.5,225.77,256.69,265.66,279.78,276.71,284.73,305.94,314.25,317.41,300.62,299.63,291.3,292.92,261.67,271.15,265.76,261.48,242.29,190.48,326.88,358.21,302.59,258.56,377.01,302.06,369.39,297.58,371.73,222.2,352.08,333.08,327.97,379.26,377.19,371.97,339.16,349.16,340.26,184.04,286.47,356.65,322.44,176.64,244.82,236.04,251.78,270.15
84,M,False,432.07,396.89,370.16,341.36,399.35,479.41,531.64,459.11,500.57,430.2,470.34,459.68,433.78,424.88,345.58,299.54,289.04,254.06,241.5,247.34,254.03,180.78,192.17,200.26,235.34,251.76,300.46,239.82,326.83,300.81,317.21,339.67,293.49,259.79,332.5,397.08,368.06,424.25,460.73,459.05,520.28,530.29,573.28,593.34,527.11,555.9,568.97,589.61,557.21,624.02,634.7,596.51,571.64,579.76,582.31,559.17,538.19,417.52,317.22,335.49,344.72,319.51,355.88,266.28,365.7
85,M,False,363.31,348.84,370.1,388.44,376.05,376.62,360.13,383.78,378.93,382.99,392.7,386.95,401.66,394.83,359.04,355.47,373.08,382.84,368.74,348.99,333.35,326.95,364.66,353.66,356.87,346.57,359.85,343.64,347.77,369.41,353.16,334.78,315.05,324.79,274.51,260.25,298.26,290.49,303.76,317.56,325.36,349.64,362.18,409.88,398.9,397.15,418.37,441.43,489.74,446.79,422.1,436.82,418.71,427.56,433.05,432.76,449.84,441.42,429.98,433.8,435.38,440.72,416.92,399.74,401.95
86,M,True,322.32,322.15,315.23,327.03,310.7,307.46,295.18,292.94,303.63,301.2,303.46,305.11,303.0,308.63,295.83,304.07,310.45,316.4,329.51,336.31,328.29,316.93,310.94,321.0,330.34,330.62,322.71,312.3,340.44,360.14,353.98,376.55,372.77,399.2,408.55,408.01,425.77,432.05,448.88,456.43,442.42,466.73,478.81,469.87,454.61,459.27,454.51,440.98,456.45,454.87,476.55,505.05,508.73,511.64,494.92,496.07,494.5,508.87,510.72,488.29,488.87,487.82,501.72,505.31,510.8
87,M,False,99.172,117.59,121.36,135.91,127.73,110.58,110.63,128.35,116.15,152.64,155.15,144.1,162.32,183.38,214.92,196.91,214.37,208.07,237.73,246.77,226.75,262.3,224.21,221.93,227.35,216.19,221.14,239.64,230.52,224.84,233.13,249.55,239.96,246.23,263.15,257.52,266.36,264.75,262.58,283.62,273.23,269.63,293.98,300.32,289.12,264.95,281.04,301.51,301.32,310.92,315.4,322.26,282.25,302.12,322.23,288.24,219.11,263.96,222.17,208.06,245.55,252.67,260.45,272.91,287.83
88,M,False,221.05,209.91,209.32,203.94,192.21,161.29,164.56,170.76,174.79,151.07,135.91,118.31,162.97,184.38,154.57,167.75,149.83,178.84,178.13,168.17,168.52,170.04,119.52,174.34,193.11,169.79,167.89,168.29,173.29,170.11,157.54,165.04,148.09,180.3,169.39,178.09,145.98,173.54,174.61,157.78,170.08,160.67,158.64,180.57,184.45,172.54,177.33,173.91,184.59,211.35,169.18,188.97,170.97,166.33,189.34,166.39,190.71,161.25,184.06,168.42,178.29,172.66,170.75,199.28,159.75
89,M,True,123.21,155.07,105.16,91.235,165.78,275.05,103.69,376.17,67.654,130.37,250.74,338.87,410.82,323.74,369.98,130.1,135.95,482.74,492.77,461.4,248.15,585.1,408.22,334.96,631.15,521.15,569.77,284.09,54.66,269.96,84.806,88.745,485.21,56.881,156.93,174.83,133.05,190.49,281.35,123.67,299.65,244.84,146.27,144.8,81.52,349.24,274.47,153.64,109.51,305.66,337.7,176.42,131.35,275.16,169.42,297.02,164.35,226.79,184.23,117.8,107.12,57.686,375.06,117.47,452.1
90,M,True,209.47,54.105,286.84,389.45,335.63,69.908,9.6502,71.63,23.491,238.05,377.03,8.4798,143.89,42.671,36.867,85.151,302.63,80.679,228.46,207.37,12.356,149.09,77.134,90.197,23.83,73.96,24.995,36.511,129.41,54.928,52.889,43.652,46.988,21.927,55.111,18.971,19.347,29.226,14.728,16.39,2.0172,104.07,14.68,13.713,50.862,229.74,123.83,227.95,40.131,122.73,117.55,59.184,26.548,85.885,79.975,54.714,135.23,83.837,91.206,141.23,168.51,185.34,171.4,181.27,275.81
91,M,True,171.4,181.27,275.81,214.47,260.54,189.15,315.12,223.62,318.12,317.37,298.47,272.83,206.38,293.46,186.31,247.03,255.98,220.76,215.12,63.224,264.11,50.527,237.57,156.41,179.98,25.463,24.255,170.31,51.765,3.4551,31.268,39.604,53.225,40.846,27.855,67.743,51.959,19.89,4.5936,25.886,26.484,19.867,85.226,17.467,20.13,22.349,55.719,162.17,180.0,151.1,92.184,6.9595,65.735,82.487,74.347,54.989,102.71,136.42,29.57,146.45,154.06,139.2,59.641,194.77,166.11
92,M,True,209.45,54.947,164.21,71.463,55.951,39.656,22.69,233.11,87.538,83.398,115.91,192.99,185.01,19.683,29.308,15.259,38.87,59.982,65.39,63.157,70.785,83.499,69.584,76.016,62.243,58.181,78.942,63.106,40.762,59.207,37.463,24.612,16.274,13.867,18.827,15.886,29.734,49.882,42.113,25.832,68.602,92.162,102.82,99.592,65.409,89.812,44.653,50.022,66.584,44.381,43.08,19.233,1.5818,40.911,42.128,23.079,21.635,1.9466,6.4091,10.206,14.128,12.333,30.369,35.125,15.481
93,M,True,13.867,18.827,15.886,29.734,49.882,42.113,25.832,68.602,92.162,102.82,99.592,65.409,89.812,44.653,50.022,66.584,44.381,43.08,19.233,1.5818,40.911,42.128,23.079,21.635,1.9466,6.4091,10.206,14.128,12.333,30.369,35.125,15.481,37.691,31.941,35.146,49.725,47.884,45.884,52.913,72.139,54.974,53.808,65.491,49.235,59.39,88.875,72.864,88.743,80.975,64.383,48.383,62.021,96.235,84.317,44.617,50.459,42.515,73.913,67.241,78.019,89.521,91.851,122.63,113.91,132.44
94,M,True,54.974,53.808,65.491,49.235,59.39,88.875,72.864,88.743,80.975,64.383,48.383,62.021,96.235,84.317,44.617,50.459,42.515,73.913,67.241,78.019,89.521,91.851,122.63,113.91,132.44,170.82,182.4,178.93,181.35,181.31,187.71,193.93,178.17,207.31,199.47,169.16,178.73,196.87,193.63,168.45,172.16,144.54,119.2,126.24,148.23,145.91,150.87,131.2,138.94,161.68,173.42,156.87,164.45,176.15,178.99,177.77,209.49,211.59,215.16,201.16,184.48,184.1,187.5,185.1,170.88
95,M,False,131.2,138.94,161.68,173.42,156.87,164.45,176.15,178.99,177.77,209.49,211.59,215.16,201.16,184.48,184.1,187.5,185.1,170.88,143.0,166.08,158.54,134.21,129.09,155.61,155.28,170.01,159.27,113.6,140.77,164.51,182.42,166.66,166.44,157.85,152.26,135.92,150.34,100.76,111.01,104.93,116.21,164.02,141.48,157.29,148.52,144.48,163.0,136.79,177.55,141.39,149.47,122.29,132.52,122.96,84.036,124.68,142.72,143.36,141.14,79.95,72.703,60.253,36.445,36.548,61.098
