,FLARE_TYPE,COINCIDENCE,MEANJZH_1,MEANJZH_2,MEANJZH_3,MEANJZH_4,MEANJZH_5,MEANJZH_6,MEANJZH_7,MEANJZH_8,MEANJZH_9,MEANJZH_10,MEANJZH_11,MEANJZH_12,MEANJZH_13,MEANJZH_14,MEANJZH_15,MEANJZH_16,MEANJZH_17,MEANJZH_18,MEANJZH_19,MEANJZH_20,MEANJZH_21,MEANJZH_22,MEANJZH_23,MEANJZH_24,MEANJZH_25,MEANJZH_26,MEANJZH_27,MEANJZH_28,MEANJZH_29,MEANJZH_30,MEANJZH_31,MEANJZH_32,MEANJZH_33,MEANJZH_34,MEANJZH_35,MEANJZH_36,MEANJZH_37,MEANJZH_38,MEANJZH_39,MEANJZH_40,MEANJZH_41,MEANJZH_42,MEANJZH_43,MEANJZH_44,MEANJZH_45,MEANJZH_46,MEANJZH_47,MEANJZH_48,MEANJZH_49,MEANJZH_50,MEANJZH_51,MEANJZH_52,MEANJZH_53,MEANJZH_54,MEANJZH_55,MEANJZH_56,MEANJZH_57,MEANJZH_58,MEANJZH_59,MEANJZH_60
409,M,False,0.0044462,0.0043256,0.0037586,0.0036152,0.0032735,0.0035272,0.0036685,0.003212,0.0031998,0.0032271,0.0029119,0.0032619,0.0033387,0.0035665,0.0033868,0.0035239,0.0033637,0.0037738,0.0038877,0.0041008,0.0038467,0.0039279,0.0040256,0.0041776,0.0043299,0.004524,0.0045343,0.0045493,0.0047021,0.0049596,0.00499,0.0049342,0.0047087,0.004868,0.0048597,0.0050906,0.0049006,0.004957,0.005028,0.0051593,0.0050959,0.0051836,0.00568,0.0061182,0.0062276,0.0060372,0.0062073,0.0065764,0.0068939,0.0062505,0.0061351,0.0061697,0.0057614,0.0063716,0.0058283,0.0061824,0.0057082,0.00589,0.0054272,0.0057606
410,M,False,-0.016335,-0.01644,-0.016793,-0.016908,-0.017186,-0.017475,-0.017606,-0.017254,-0.017145,-0.017634,-0.017705,-0.017312,-0.016762,-0.016342,-0.015746,-0.015316,-0.015269,-0.015188,-0.01532,-0.015054,-0.015048,-0.015231,-0.015208,-0.015278,-0.015307,-0.015049,-0.015254,-0.015326,-0.015886,-0.015714,-0.015752,-0.015946,-0.01569,-0.015757,-0.016164,-0.01648,-0.0165,-0.016318,-0.016224,-0.016027,-0.016417,-0.016416,-0.016323,-0.016491,-0.016263,-0.016152,-0.016305,-0.01624,-0.016215,-0.016545,-0.016061,-0.015845,-0.01554,-0.015368,-0.015742,-0.015763,-0.015031,-0.014875,-0.014983,-0.014988
411,M,False,0.0080391,0.0075587,0.0078162,0.0088682,0.0084146,0.008006,0.007999,0.0088019,0.006826,0.0081701,0.0062255,0.0061897,0.0074581,0.0066804,0.00075547,0.0062258,0.0057214,-6.5735e-07,0.0046958,0.0051085,0.00084615,0.0045948,0.0069745,0.00072058,0.0051612,0.0048923,0.0012381,0.0052901,0.0027741,0.0015413,0.0041469,0.0019419,0.0051061,0.0049385,0.0057629,0.0044166,0.0045067,0.00054801,0.00094448,-0.0004577,0.0010417,0.0056912,0.0068792,0.0015796,0.0072607,0.00099426,0.0060876,-0.0001636,0.0034973,0.0018797,0.0018206,0.0040365,0.0017832,0.0032878,0.0030702,0.0034675,0.0033377,0.0024945,0.002765,0.003851
412,M,True,-0.00026537,-0.00044748,-9.9009e-05,0.00017043,0.00012616,0.00036855,-4.3948e-05,-0.00042079,-0.00042112,0.00012493,0.0006185,0.00050361,5.3699e-05,0.0011856,0.0017831,0.0012072,0.00053904,0.0012272,0.0015778,0.00058879,0.00073643,0.00072419,0.00032671,-0.00037015,-0.0007583,-0.00099208,0.00020769,0.00034184,2.7974e-05,-0.00046865,0.00015479,-0.0011903,-0.0010907,-0.001425,-0.00092642,-0.00042004,-0.00098678,-0.00040881,-0.00042192,-5.5626e-05,-7.0342e-05,-0.00034319,-0.00033756,-0.00026397,-0.00049004,-0.00066807,-0.00064004,-0.0011544,-0.0013852,-0.0014871,-0.0018298,-0.0017676,-0.0016997,0.00011188,-0.0006947,-0.00069236,-0.0030495,-0.0032492,-0.0033433,-0.0038305
413,M,False,-0.0046294,-0.0029819,-0.0036555,-0.0051857,-0.0027364,-0.0035758,-0.0048475,-0.0037559,-0.006516,-0.006082,-0.0060963,-0.0062071,-0.0063972,-0.0070167,-0.0054346,-0.0068914,-0.0079685,-0.0073268,-0.0063146,-0.0063423,-0.005313,-0.006849,-0.0077297,-0.0068842,-0.0069609,-0.0078451,-0.0087341,-0.0090295,-0.0090376,-0.0089295,-0.010255,-0.010781,-0.010939,-0.012448,-0.01277,-0.01488,-0.015227,-0.014938,-0.015957,-0.016821,-0.016118,-0.017355,-0.018571,-0.019452,-0.020382,-0.020984,-0.019978,-0.019377,-0.019061,-0.020155,-0.020288,-0.021167,-0.021366,-0.020138,-0.018417,-0.018716,-0.018635,-0.021113,-0.020626,-0.020791
414,M,True,0.0005854,0.0023565,0.00072091,0.0018427,0.0032196,0.002524,0.0013876,0.0022124,0.0020238,0.0026455,0.0016292,0.002098,0.00060125,0.0011245,0.0012269,0.0011058,0.00084415,0.00025701,0.00016128,0.0003054,0.00054184,0.00033327,-4.4572e-05,0.00058491,0.00023452,0.00027484,5.873e-05,-0.0003988,-0.00014301,0.0002949,-1.5254e-05,-0.00064898,-0.00053762,-0.00062224,-0.00072006,-0.0006574,-0.00019957,0.00028459,0.00058958,0.00067933,0.00032994,0.00069619,0.00064046,0.00056826,0.00050763,0.00040069,0.00040035,0.00055176,0.00024935,0.0002151,-0.00026573,0.00096783,0.0010015,0.00057538,5.2587e-05,0.0001157,0.00028056,-0.00030493,0.00053981,6.3425e-05
415,M,True,0.00058958,0.00067933,0.00032994,0.00069619,0.00064046,0.00056826,0.00050763,0.00040069,0.00040035,0.00055176,0.00024935,0.0002151,-0.00026573,0.00096783,0.0010015,0.00057538,5.2587e-05,0.0001157,0.00028056,-0.00030493,0.00053981,6.3425e-05,4.7967e-05,-0.00012199,0.00013943,-0.00039326,-0.00050613,-0.00047528,-0.00071327,-0.00016202,-0.00063209,-0.00029002,-0.0010045,-0.0014201,-0.00092866,-0.0010383,-0.0011393,-0.0011689,-0.0009378,-0.0012044,-0.001246,-0.0012746,-0.001096,-0.0018146,-0.0014696,-0.0019576,-0.0015641,-0.0022468,-0.0026171,-0.0024566,-0.0022275,-0.0018709,-0.0015838,-0.0017057,-0.0015766,-0.0018238,-0.0025428,-0.002899,-0.0035054,-0.0029254
416,M,False,-0.0026171,-0.0024566,-0.0022275,-0.0018709,-0.0015838,-0.0017057,-0.0015766,-0.0018238,-0.0025428,-0.002899,-0.0035054,-0.0029254,-0.0028856,-0.0025106,-0.0022549,-0.0029345,-0.0034783,-0.0038495,-0.0035129,-0.0035165,-0.0037197,-0.0040239,-0.0051275,-0.0049674,-0.0045652,-0.0046163,-0.0043803,-0.0049571,-0.0052962,-0.0028902,-0.0014921,-0.0045046,-0.0047063,-0.0016303,-0.0024112,-0.0037131,-0.003397,-0.0047235,-0.0028927,-0.0034493,-0.003263,-0.002491,-0.0016696,-0.00083566,-0.0009313,-0.0015567,-0.0033505,-0.0033081,-0.0040778,-0.0039237,-0.003128,-0.002422,-0.0029444,-0.0032814,-0.0031293,-0.0028926,-0.0040129,-0.0028806,-0.0017656,-0.0025613
417,M,True,-0.0028806,-0.0017656,-0.0025613,-0.0034644,-0.0028641,-0.003425,-0.002872,-0.0037202,-0.003646,-0.0032862,-0.003597,-0.0033909,-0.004218,-0.0043046,-0.0036516,-0.0039255,-0.0044048,-0.0053404,-0.0050916,-0.0054946,-0.0049111,-0.0049745,-0.0054527,-0.0053141,-0.0049128,-0.0046412,-0.0047323,-0.0050947,-0.0058191,-0.0056539,-0.0055971,-0.0060483,-0.0056789,-0.0054029,-0.0050135,-0.00483,-0.0050354,-0.0052849,-0.0054034,-0.0053432,-0.005234,-0.005304,-0.0037243,-0.0042036,-0.005146,-0.004869,-0.0046828,-0.0052283,-0.0058936,-0.006103,-0.0060839,-0.005915,-0.0064975,-0.0062045,-0.0059356,-0.005896,-0.0074186,-0.0072239,-0.0073489,-0.0066148
418,M,False,-0.0055589,-0.0051814,-0.0047464,-0.0049305,-0.00555,-0.0047359,-0.0059531,-0.0060018,-0.0060005,-0.0057104,-0.0056211,-0.0051321,-0.0046301,-0.0044035,-0.0048819,-0.0045927,-0.0042646,-0.0043562,-0.0032928,-0.0034957,-0.0037331,-0.0043783,-0.0038714,-0.0037535,-0.002715,-0.0023046,-0.002499,-0.002248,-0.002398,-0.0011053,-0.0015025,-0.0019015,-0.00097891,-0.0017826,-0.0011657,-0.00123,-0.0010938,-0.0013677,-0.0012794,-0.00091393,4.4569e-06,0.00043669,0.0016373,0.0012499,0.00090526,0.00079262,0.00014943,0.00089983,0.0017489,0.0018905,0.0012597,0.001717,0.0013865,0.0012189,0.0021366,0.0015019,0.00098807,0.0012886,0.0017733,0.0023338
419,M,True,0.0034845,0.0036067,0.0039386,0.0039094,0.003817,0.004007,0.0048223,0.0046213,0.0048496,0.0046755,0.0049209,0.0050983,0.0053485,0.0051597,0.0051192,0.0053974,0.0055923,0.0053207,0.0055869,0.0052965,0.0054518,0.0054529,0.0054913,0.0053215,0.005029,0.0056781,0.0059123,0.0059848,0.0060578,0.0059323,0.0059633,0.0065776,0.0065989,0.0070435,0.0063605,0.0059159,0.0061394,0.0058525,0.0057584,0.0057725,0.0056335,0.0051552,0.0050242,0.0048551,0.0050326,0.0054626,0.0052886,0.0051729,0.0049105,0.0051809,0.0048355,0.0050092,0.005892,0.0056704,0.0059568,0.0062869,0.0066741,0.0072148,0.0073106,0.0069643
420,M,False,0.0050092,0.005892,0.0056704,0.0059568,0.0062869,0.0066741,0.0072148,0.0073106,0.0069643,0.007516,0.0075565,0.0076731,0.0073078,0.0068624,0.0069025,0.0063558,0.0062828,0.006184,0.0056093,0.0057197,0.0059155,0.0059719,0.0062441,0.0062168,0.0065726,0.0064611,0.00667,0.0066081,0.0065152,0.0063091,0.0071418,0.0074394,0.0076135,0.0072092,0.0073458,0.0071069,0.0077841,0.0074523,0.0076062,0.0072977,0.007495,0.0071249,0.0072579,0.0072363,0.0074309,0.0061303,0.0062667,0.0063207,0.0066855,0.0064013,0.0057599,0.0059864,0.0058677,0.0063045,0.0065765,0.0065834,0.0060033,0.0058541,0.0056835,0.0049823
421,M,True,-0.0021448,-0.002147,-0.0014695,-0.0013603,-0.0010491,-0.0014191,-0.0014237,-0.0015617,-0.0017622,-0.0016662,-0.0015247,-0.0020801,-0.0021019,-0.0019251,-0.0020332,-0.0023306,-0.0020848,-0.0016678,-0.0019473,-0.0018826,-0.001494,-0.0016153,-0.0020628,-0.0016844,-0.0034643,-0.0031813,-0.0032733,-0.0029837,-0.0029017,-0.0029967,-0.0031198,-0.0033112,-0.0032212,-0.0034811,-0.0032543,-0.0028031,-0.0023011,-0.0024011,-0.0033327,-0.0029568,-0.0029334,-0.0025021,-0.0022603,-0.0025442,-0.002101,-0.0017425,-0.0017314,-0.0019529,-0.0025021,-0.0024642,-0.0027571,-0.0023767,-0.00269,-0.0018945,-0.0025301,-0.0031361,-0.002665,-0.002393,-0.0026718,-0.002129
422,M,False,-0.011638,-0.011677,-0.011692,-0.011454,-0.011282,-0.010604,-0.010526,-0.010493,-0.010784,-0.010817,-0.010717,-0.01114,-0.011289,-0.011405,-0.011573,-0.011518,-0.011405,-0.011784,-0.011437,-0.011698,-0.01125,-0.011254,-0.010994,-0.011091,-0.011053,-0.010801,-0.010733,-0.0099914,-0.010277,-0.0098166,-0.0099712,-0.0098984,-0.0096836,-0.0095116,-0.0097463,-0.0097349,-0.0097605,-0.0096475,-0.0097583,-0.0092012,-0.010061,-0.0098529,-0.0098218,-0.0098542,-0.0093114,-0.0097674,-0.0099309,-0.010255,-0.010435,-0.010319,-0.010076,-0.010288,-0.010543,-0.01033,-0.0096285,-0.0097355,-0.0099202,-0.0098581,-0.0099661,-0.0096709
423,M,True,-0.013669,-0.013182,-0.013073,-0.012518,-0.012333,-0.012129,-0.012471,-0.012828,-0.012761,-0.01299,-0.01351,-0.01345,-0.012692,-0.012845,-0.013421,-0.013158,-0.013017,-0.012896,-0.012763,-0.012856,-0.012538,-0.01243,-0.013002,-0.012723,-0.011145,-0.01101,-0.010591,-0.011203,-0.01048,-0.011218,-0.011085,-0.011338,-0.01113,-0.010919,-0.011422,-0.011749,-0.011855,-0.011567,-0.011886,-0.01205,-0.011657,-0.012349,-0.011493,-0.011849,-0.012156,-0.01055,-0.010487,-0.01034,-0.010279,-0.010514,-0.010658,-0.010444,-0.0099956,-0.0099862,-0.010178,-0.010035,-0.0098007,-0.01017,-0.009626,-0.0099578
424,M,True,-0.0099862,-0.010178,-0.010035,-0.0098007,-0.01017,-0.009626,-0.0099578,-0.009391,-0.0093864,-0.0091027,-0.0089433,-0.0092604,-0.0094985,-0.009595,-0.0091314,-0.0094856,-0.0097659,-0.0098425,-0.0095325,-0.0095952,-0.0094351,-0.0091777,-0.0095212,-0.0094084,-0.0091657,-0.0093731,-0.009416,-0.0097087,-0.0090494,-0.0092155,-0.0094103,-0.010117,-0.0097142,-0.010272,-0.010653,-0.010672,-0.010415,-0.011251,-0.010556,-0.010743,-0.010869,-0.011179,-0.012064,-0.012344,-0.012842,-0.012569,-0.013339,-0.013451,-0.012873,-0.013104,-0.011671,-0.012137,-0.012565,-0.012078,-0.012009,-0.012219,-0.01238,-0.012604,-0.01256,-0.012617
425,M,True,0.0046346,0.0066693,0.003948,0.0030382,0.0020106,0.003376,0.0054693,0.0052047,0.004327,0.0036327,0.0039115,0.003013,0.002817,0.0017936,0.0013898,0.0024887,0.0053534,-1.7848e-05,-0.0012361,0.00036732,-0.00022206,0.00054483,0.00021388,-0.00052059,-0.0009519,-0.0014433,-0.002359,-0.0021196,-0.0034828,-0.0036597,-0.0038548,-0.0036433,-0.0026448,-0.0014807,-0.0020532,0.00049765,0.00038531,-0.00095787,-0.0038781,-0.0035814,-0.0019758,-0.0040397,-0.0045254,-0.0022265,-0.0027427,-0.0044439,-0.0043705,-0.004939,-0.0057688,-0.0045451,-0.0046155,-0.005794,-0.0040628,-0.0059121,-0.0077361,-0.0073864,-0.0062717,-0.0063189,-0.0058093,-0.0053233
426,M,True,-0.012565,-0.012078,-0.012009,-0.012219,-0.01238,-0.012604,-0.01256,-0.012617,-0.012886,-0.013183,-0.012934,-0.013436,-0.013716,-0.013736,-0.01366,-0.014291,-0.013556,-0.014281,-0.015322,-0.014998,-0.015075,-0.014835,-0.015428,-0.015857,-0.016003,-0.015855,-0.015115,-0.015194,-0.014397,-0.014227,-0.014448,-0.014144,-0.013537,-0.013924,-0.014008,-0.014229,-0.013665,-0.013024,-0.012678,-0.012741,-0.012309,-0.012267,-0.012485,-0.011852,-0.011287,-0.011432,-0.011712,-0.012412,-0.012717,-0.012727,-0.012745,-0.013883,-0.013607,-0.013436,-0.014456,-0.014222,-0.013193,-0.014001,-0.013064,-0.013196
427,M,True,-0.014397,-0.014227,-0.014448,-0.014144,-0.013537,-0.013924,-0.014008,-0.014229,-0.013665,-0.013024,-0.012678,-0.012741,-0.012309,-0.012267,-0.012485,-0.011852,-0.011287,-0.011432,-0.011712,-0.012412,-0.012717,-0.012727,-0.012745,-0.013883,-0.013607,-0.013436,-0.014456,-0.014222,-0.013193,-0.014001,-0.013064,-0.013196,-0.011955,-0.012227,-0.012363,-0.012982,-0.013724,-0.013272,-0.013066,-0.013335,-0.013916,-0.013824,-0.014213,-0.014384,-0.015113,-0.015637,-0.015551,-0.016511,-0.015882,-0.016168,-0.01621,-0.01603,-0.016408,-0.01593,-0.016305,-0.015627,-0.016358,-0.017075,-0.017046,-0.016396
428,M,False,-0.013024,-0.012678,-0.012741,-0.012309,-0.012267,-0.012485,-0.011852,-0.011287,-0.011432,-0.011712,-0.012412,-0.012717,-0.012727,-0.012745,-0.013883,-0.013607,-0.013436,-0.014456,-0.014222,-0.013193,-0.014001,-0.013064,-0.013196,-0.011955,-0.012227,-0.012363,-0.012982,-0.013724,-0.013272,-0.013066,-0.013335,-0.013916,-0.013824,-0.014213,-0.014384,-0.015113,-0.015637,-0.015551,-0.016511,-0.015882,-0.016168,-0.01621,-0.01603,-0.016408,-0.01593,-0.016305,-0.015627,-0.016358,-0.017075,-0.017046,-0.016396,-0.01694,-0.016339,-0.016651,-0.016433,-0.016627,-0.017015,-0.016573,-0.0167,-0.016858
429,M,True,0.0074536,0.00087037,0.0035093,0.0051653,0.0085556,0.0088381,0.006888,0.0038799,0.0042673,0.0088483,0.0058131,0.0052252,0.0095867,0.0049802,0.0055751,0.0062297,0.0088563,0.0088052,0.0070613,0.0059197,0.0069368,0.0048896,0.0054999,0.0048966,0.0054085,0.0059929,0.0027682,0.00055373,0.0046832,0.0026675,0.005253,0.0041868,0.002772,-0.0047758,0.0048862,0.0031684,-0.0046181,-0.0035521,0.0051303,-0.0042707,-0.0061553,-0.0052123,-0.0075872,-0.008036,-0.0038043,-0.00063705,-0.0089919,-0.0041609,-0.002235,-0.0010771,-0.0039631,-0.0070599,-0.0001811,-0.0035656,-0.0069789,-0.0042648,0.00087531,0.0048682,0.0033905,-0.0068094
430,M,True,-0.016765,-0.016966,-0.016385,-0.016263,-0.016293,-0.015816,-0.015847,-0.015809,-0.015792,-0.015887,-0.016674,-0.016959,-0.018185,-0.018417,-0.018408,-0.018824,-0.019278,-0.019355,-0.019142,-0.019932,-0.019735,-0.019816,-0.018969,-0.018527,-0.018498,-0.018292,-0.018044,-0.018134,-0.018548,-0.017837,-0.017232,-0.01702,-0.017028,-0.016818,-0.01656,-0.016973,-0.01713,-0.017214,-0.016539,-0.016961,-0.017208,-0.01658,-0.01619,-0.015711,-0.015631,-0.016032,-0.015553,-0.014245,-0.015309,-0.015202,-0.014133,-0.01332,-0.012918,-0.012821,-0.013133,-0.01281,-0.013413,-0.011936,-0.012738,-0.013108
431,M,False,-0.015809,-0.015792,-0.015887,-0.016674,-0.016959,-0.018185,-0.018417,-0.018408,-0.018824,-0.019278,-0.019355,-0.019142,-0.019932,-0.019735,-0.019816,-0.018969,-0.018527,-0.018498,-0.018292,-0.018044,-0.018134,-0.018548,-0.017837,-0.017232,-0.01702,-0.017028,-0.016818,-0.01656,-0.016973,-0.01713,-0.017214,-0.016539,-0.016961,-0.017208,-0.01658,-0.01619,-0.015711,-0.015631,-0.016032,-0.015553,-0.014245,-0.015309,-0.015202,-0.014133,-0.01332,-0.012918,-0.012821,-0.013133,-0.01281,-0.013413,-0.011936,-0.012738,-0.013108,-0.012756,-0.013212,-0.014249,-0.014603,-0.015489,-0.016434,-0.015634
432,M,False,0.0095867,0.0049802,0.0055751,0.0062297,0.0088563,0.0088052,0.0070613,0.0059197,0.0069368,0.0048896,0.0054999,0.0048966,0.0054085,0.0059929,0.0027682,0.00055373,0.0046832,0.0026675,0.005253,0.0041868,0.002772,-0.0047758,0.0048862,0.0031684,-0.0046181,-0.0035521,0.0051303,-0.0042707,-0.0061553,-0.0052123,-0.0075872,-0.008036,-0.0038043,-0.00063705,-0.0089919,-0.0041609,-0.002235,-0.0010771,-0.0039631,-0.0070599,-0.0001811,-0.0035656,-0.0069789,-0.0042648,0.00087531,0.0048682,0.0033905,-0.0068094,-0.0053672,-0.016094,-0.016557,-0.012419,-0.0041134,-0.010874,-0.017962,-0.0128,-0.014466,-0.011344,-0.014563,-0.011262
433,M,False,-0.016959,-0.018185,-0.018417,-0.018408,-0.018824,-0.019278,-0.019355,-0.019142,-0.019932,-0.019735,-0.019816,-0.018969,-0.018527,-0.018498,-0.018292,-0.018044,-0.018134,-0.018548,-0.017837,-0.017232,-0.01702,-0.017028,-0.016818,-0.01656,-0.016973,-0.01713,-0.017214,-0.016539,-0.016961,-0.017208,-0.01658,-0.01619,-0.015711,-0.015631,-0.016032,-0.015553,-0.014245,-0.015309,-0.015202,-0.014133,-0.01332,-0.012918,-0.012821,-0.013133,-0.01281,-0.013413,-0.011936,-0.012738,-0.013108,-0.012756,-0.013212,-0.014249,-0.014603,-0.015489,-0.016434,-0.015634,-0.015686,-0.016192,-0.015942,-0.015464
434,M,False,-0.018824,-0.019278,-0.019355,-0.019142,-0.019932,-0.019735,-0.019816,-0.018969,-0.018527,-0.018498,-0.018292,-0.018044,-0.018134,-0.018548,-0.017837,-0.017232,-0.01702,-0.017028,-0.016818,-0.01656,-0.016973,-0.01713,-0.017214,-0.016539,-0.016961,-0.017208,-0.01658,-0.01619,-0.015711,-0.015631,-0.016032,-0.015553,-0.014245,-0.015309,-0.015202,-0.014133,-0.01332,-0.012918,-0.012821,-0.013133,-0.01281,-0.013413,-0.011936,-0.012738,-0.013108,-0.012756,-0.013212,-0.014249,-0.014603,-0.015489,-0.016434,-0.015634,-0.015686,-0.016192,-0.015942,-0.015464,-0.015495,-0.015572,-0.014765,-0.014237
435,M,False,0.0046832,0.0026675,0.005253,0.0041868,0.002772,-0.0047758,0.0048862,0.0031684,-0.0046181,-0.0035521,0.0051303,-0.0042707,-0.0061553,-0.0052123,-0.0075872,-0.008036,-0.0038043,-0.00063705,-0.0089919,-0.0041609,-0.002235,-0.0010771,-0.0039631,-0.0070599,-0.0001811,-0.0035656,-0.0069789,-0.0042648,0.00087531,0.0048682,0.0033905,-0.0068094,-0.0053672,-0.016094,-0.016557,-0.012419,-0.0041134,-0.010874,-0.017962,-0.0128,-0.014466,-0.011344,-0.014563,-0.011262,-0.012572,-0.013017,-0.0093547,-0.013311,-0.014234,-0.0032738,-0.0038959,-0.019421,-0.001742,-0.0072269,-0.00092419,-0.011121,-0.0059167,-0.0044651,-0.00034869,-0.000986
436,M,True,-0.016539,-0.016961,-0.017208,-0.01658,-0.01619,-0.015711,-0.015631,-0.016032,-0.015553,-0.014245,-0.015309,-0.015202,-0.014133,-0.01332,-0.012918,-0.012821,-0.013133,-0.01281,-0.013413,-0.011936,-0.012738,-0.013108,-0.012756,-0.013212,-0.014249,-0.014603,-0.015489,-0.016434,-0.015634,-0.015686,-0.016192,-0.015942,-0.015464,-0.015495,-0.015572,-0.014765,-0.014237,-0.013584,-0.012039,-0.011487,-0.01104,-0.011358,-0.012013,-0.011767,-0.011145,-0.011243,-0.011137,-0.011511,-0.010677,-0.010303,-0.0098879,-0.010196,-0.010564,-0.010349,-0.0099987,-0.011033,-0.010229,-0.010819,-0.010415,-0.010408
437,M,True,-0.011358,-0.012013,-0.011767,-0.011145,-0.011243,-0.011137,-0.011511,-0.010677,-0.010303,-0.0098879,-0.010196,-0.010564,-0.010349,-0.0099987,-0.011033,-0.010229,-0.010819,-0.010415,-0.010408,-0.010715,-0.010224,-0.010528,-0.010271,-0.010333,-0.0097488,-0.010025,-0.01001,-0.010553,-0.0099407,-0.0089601,-0.0088529,-0.0093936,-0.0094327,-0.0083516,-0.0091801,-0.0093031,-0.0088392,-0.0089884,-0.0096187,-0.0090973,-0.0090437,-0.0085497,-0.0078,-0.0075615,-0.007599,-0.0074482,-0.0070457,-0.0073433,-0.0075303,-0.0082231,-0.0087979,-0.0085986,-0.0089245,-0.007969,-0.0087867,-0.010007,-0.010206,-0.011689,-0.011662,-0.012482
438,M,False,-0.011674,-0.010511,-0.010363,-0.011512,-0.011815,-0.011689,-0.01187,-0.010506,-0.012762,-0.010882,-0.010908,-0.011115,-0.010504,-0.010591,-0.010185,-0.010166,-0.0093823,-0.0097941,-0.0098502,-0.0097812,-0.01093,-0.01078,-0.010926,-0.010854,-0.011337,-0.010473,-0.0097387,-0.010071,-0.0099554,-0.011525,-0.010675,-0.012238,-0.011863,-0.0089238,-0.010355,-0.010262,-0.0091644,-0.010624,-0.0077185,-0.0083583,-0.0089898,-0.0085321,-0.0089953,-0.0078415,-0.0077705,-0.0090406,-0.0090004,-0.0091351,-0.0075106,-0.0078771,-0.0083743,-0.0089921,-0.0090995,-0.009967,-0.012175,-0.010917,-0.0097156,-0.0095385,-0.0091186,-0.0084088
439,M,True,-0.010591,-0.010185,-0.010166,-0.0093823,-0.0097941,-0.0098502,-0.0097812,-0.01093,-0.01078,-0.010926,-0.010854,-0.011337,-0.010473,-0.0097387,-0.010071,-0.0099554,-0.011525,-0.010675,-0.012238,-0.011863,-0.0089238,-0.010355,-0.010262,-0.0091644,-0.010624,-0.0077185,-0.0083583,-0.0089898,-0.0085321,-0.0089953,-0.0078415,-0.0077705,-0.0090406,-0.0090004,-0.0091351,-0.0075106,-0.0078771,-0.0083743,-0.0089921,-0.0090995,-0.009967,-0.012175,-0.010917,-0.0097156,-0.0095385,-0.0091186,-0.0084088,-0.0078623,-0.0081859,-0.007339,-0.0069227,-0.0072427,-0.0070922,-0.0067445,-0.0067076,-0.0054294,-0.0054992,-0.0051857,-0.0048278,-0.0045479
440,M,True,9.318e-05,0.00014674,0.00022994,0.00063635,0.0017902,0.00062324,0.00093554,0.0006284,0.00098947,0.0018594,0.0025726,0.0031132,0.0018301,0.0025222,0.0017534,0.0030225,0.0028354,0.0033729,0.0030144,0.0034543,0.0034285,0.0034133,0.0036672,0.0033026,0.003623,0.0037902,0.0024194,0.00289,0.0041724,0.0045538,0.0046085,0.0036751,0.0035721,0.0042889,0.0040161,0.0043097,0.0013824,0.0017354,0.0031276,0.0028945,0.00090736,0.0026973,0.0033703,0.003578,0.00072259,0.0010328,0.0027754,-0.00022345,0.00042792,0.00084094,0.0025415,0.00012766,0.00010614,0.0005966,0.00052462,0.00072788,0.0015235,-0.00065856,-0.0018901,-0.00058037
441,M,False,0.00047694,0.002117,0.0010277,0.0054456,0.0026351,0.0030805,-0.00014061,0.0026802,0.0026851,0.001275,0.0028682,0.0022564,0.00053833,-0.00027543,0.00050233,0.00023479,0.00065117,0.00019427,0.00041642,0.00078617,0.0016291,0.0019954,0.0043147,0.00020836,0.0043119,0.0019012,-0.00035985,-0.00013515,0.0012301,0.0024929,0.005478,0.00094745,-0.0020017,0.002555,0.0028659,0.0025663,0.0018244,0.0046026,-0.0021417,0.00077482,0.0021549,-0.00056371,0.0051267,0.0043203,0.00075418,0.004123,-9.1709e-05,0.0027946,0.0017433,0.0027824,0.0031877,-0.00099706,0.0029119,0.0007517,0.0029091,-0.0022756,-0.0029817,-0.0023406,-0.0025492,-0.0026782
442,M,False,0.0043119,0.0019012,-0.00035985,-0.00013515,0.0012301,0.0024929,0.005478,0.00094745,-0.0020017,0.002555,0.0028659,0.0025663,0.0018244,0.0046026,-0.0021417,0.00077482,0.0021549,-0.00056371,0.0051267,0.0043203,0.00075418,0.004123,-9.1709e-05,0.0027946,0.0017433,0.0027824,0.0031877,-0.00099706,0.0029119,0.0007517,0.0029091,-0.0022756,-0.0029817,-0.0023406,-0.0025492,-0.0026782,-0.0014371,-0.0014704,-0.0020443,-0.0021372,-0.0030751,-0.0036813,-0.002719,-0.0039482,-0.0029592,-0.0028967,-0.0030181,-0.0012612,-0.0029538,-0.0033162,-0.0025736,-0.0030068,-0.0056561,-0.0053744,-0.0042942,-0.0038588,-0.0041857,-0.0050061,-0.0028482,-0.0048789
