,FLARE_TYPE,COINCIDENCE,AREA_ACR_1,AREA_ACR_2,AREA_ACR_3,AREA_ACR_4,AREA_ACR_5,AREA_ACR_6,AREA_ACR_7,AREA_ACR_8,AREA_ACR_9,AREA_ACR_10,AREA_ACR_11,AREA_ACR_12,AREA_ACR_13,AREA_ACR_14,AREA_ACR_15,AREA_ACR_16,AREA_ACR_17,AREA_ACR_18,AREA_ACR_19,AREA_ACR_20,AREA_ACR_21,AREA_ACR_22,AREA_ACR_23,AREA_ACR_24,AREA_ACR_25,AREA_ACR_26,AREA_ACR_27,AREA_ACR_28,AREA_ACR_29,AREA_ACR_30,AREA_ACR_31,AREA_ACR_32,AREA_ACR_33,AREA_ACR_34,AREA_ACR_35,AREA_ACR_36,AREA_ACR_37,AREA_ACR_38,AREA_ACR_39,AREA_ACR_40,AREA_ACR_41,AREA_ACR_42,AREA_ACR_43,AREA_ACR_44,AREA_ACR_45,AREA_ACR_46,AREA_ACR_47,AREA_ACR_48,AREA_ACR_49,AREA_ACR_50,AREA_ACR_51,AREA_ACR_52,AREA_ACR_53,AREA_ACR_54,AREA_ACR_55,AREA_ACR_56,AREA_ACR_57,AREA_ACR_58,AREA_ACR_59,AREA_ACR_60,AREA_ACR_61,AREA_ACR_62,AREA_ACR_63,AREA_ACR_64,AREA_ACR_65,AREA_ACR_66,AREA_ACR_67,AREA_ACR_68,AREA_ACR_69,AREA_ACR_70
546,C,False,5663.6,5673.5,5677.6,5668.7,5670.8,5664.1,5692.3,5670.9,5682.5,5675.7,5662.0,5641.0,5663.4,5645.6,5644.8,5663.9,5644.6,5631.3,5611.9,5610.6,5618.3,5619.9,5617.5,5638.6,5630.8,5648.2,5666.6,5656.9,5651.1,5668.0,5667.7,5672.1,5656.5,5663.3,5656.5,5626.4,5632.1,5626.2,5636.2,5630.4,5641.6,5637.6,5644.1,5634.3,5637.3,5637.7,5645.0,5653.8,5643.0,5661.8,5665.8,5663.1,5676.6,5677.6,5679.2,5681.8,5681.6,5664.8,5654.2,5652.1,5654.2,5645.8,5652.7,5644.4,5677.1,5656.7,5669.4,5667.8,5680.4,5654.7
547,C,False,545.7,549.53,555.26,554.5,560.92,566.72,574.74,570.39,568.44,572.98,575.74,575.15,570.58,576.01,586.94,594.7,591.84,603.71,615.49,617.05,622.01,635.49,652.68,653.34,659.51,664.02,671.56,679.18,678.8,678.64,674.46,674.53,685.61,685.47,684.29,681.86,686.23,691.74,703.55,707.17,706.07,707.52,712.03,713.76,720.45,726.83,734.04,736.81,744.0,745.4,751.6,749.27,756.87,753.21,750.32,748.95,752.48,748.27,746.1,758.9,766.18,761.83,761.65,759.41,766.27,769.18,761.39,760.78,764.67,768.85
548,C,False,2811.4,2811.8,2815.0,2807.6,2799.7,2791.7,2806.5,2806.3,2791.7,2776.6,2780.2,2781.5,2784.0,2788.4,2788.1,2786.2,2780.5,2783.9,2775.3,2781.0,2778.1,2775.5,2774.4,2776.8,2776.4,2784.1,2780.9,2783.3,2803.7,2798.4,2788.5,2781.6,2791.9,2790.6,2801.1,2796.1,2799.7,2803.2,2797.5,2795.4,2790.0,2791.4,2798.9,2797.7,2805.0,2805.2,2823.6,2826.6,2823.8,2817.7,2818.0,2825.9,2827.1,2825.5,2824.9,2831.1,2825.9,2845.8,2837.7,2846.0,2849.2,2839.9,2856.5,2855.4,2842.1,2851.4,2853.5,2856.1,2844.4,2851.6
549,C,False,549.59,549.2,544.03,538.06,533.91,534.01,532.71,537.63,536.91,535.18,534.43,514.12,511.66,510.49,512.15,504.58,508.27,509.53,502.68,505.23,508.74,506.72,503.77,502.91,498.02,508.19,503.81,505.31,501.74,498.76,496.29,496.94,490.5,489.8,490.65,487.98,482.06,489.13,490.57,480.18,479.76,469.43,465.04,462.25,459.9,458.51,450.35,455.03,450.84,449.07,464.61,463.0,461.94,464.25,459.8,465.13,456.22,460.74,455.79,451.78,448.14,442.88,447.66,448.14,431.8,427.35,423.73,419.2,412.37,412.54
550,C,False,1005.0,1008.2,1019.3,1023.5,1021.7,1021.6,1013.0,1017.9,1018.7,1024.0,1012.3,1006.0,1010.9,1004.4,1006.8,1003.3,1001.6,1004.9,1005.7,1005.3,1000.4,997.98,998.08,1003.1,990.27,989.29,986.52,993.65,989.29,988.56,983.5,990.24,997.75,993.7,987.93,990.71,985.36,983.92,983.67,983.47,991.42,983.8,983.04,978.46,982.72,984.45,994.54,991.18,989.26,980.56,981.83,976.31,971.78,983.44,984.64,987.06,989.64,981.31,983.27,975.76,980.55,990.75,994.07,989.13,994.11,982.73,982.53,987.57,992.47,985.01
551,C,False,2784.0,2788.4,2788.1,2786.2,2780.5,2783.9,2775.3,2781.0,2778.1,2775.5,2774.4,2776.8,2776.4,2784.1,2780.9,2783.3,2803.7,2798.4,2788.5,2781.6,2791.9,2790.6,2801.1,2796.1,2799.7,2803.2,2797.5,2795.4,2790.0,2791.4,2798.9,2797.7,2805.0,2805.2,2823.6,2826.6,2823.8,2817.7,2818.0,2825.9,2827.1,2825.5,2824.9,2831.1,2825.9,2845.8,2837.7,2846.0,2849.2,2839.9,2856.5,2855.4,2842.1,2851.4,2853.5,2856.1,2844.4,2851.6,2854.9,2851.5,2853.0,2858.4,2857.4,2866.7,2868.9,2869.5,2873.1,2859.4,2873.6,2876.1
552,C,False,1292.2,1292.1,1279.2,1278.1,1278.8,1285.3,1286.3,1278.1,1264.2,1274.5,1278.0,1270.1,1271.4,1270.5,1263.6,1271.5,1263.3,1261.7,1261.5,1252.4,1246.5,1239.5,1243.0,1242.5,1259.5,1252.9,1251.5,1251.2,1253.1,1242.8,1248.1,1257.9,1259.8,1256.5,1253.7,1256.6,1250.5,1251.1,1242.4,1245.0,1253.2,1266.1,1253.2,1252.2,1259.3,1254.0,1255.4,1241.7,1233.5,1225.7,1219.1,1223.4,1232.4,1233.7,1222.0,1218.8,1214.9,1220.3,1225.3,1212.7,1218.5,1235.4,1234.8,1235.0,1233.7,1227.1,1224.1,1229.6,1221.4,1219.0
553,C,False,2697.3,2693.9,2687.6,2690.4,2683.1,2679.0,2680.8,2669.2,2645.8,2631.9,2614.7,2601.8,2600.1,2578.9,2568.9,2566.3,2557.9,2558.5,2559.3,2543.0,2541.8,2529.8,2531.0,2531.2,2528.5,2529.3,2536.8,2541.3,2545.6,2543.6,2537.8,2544.2,2538.3,2547.3,2547.9,2559.6,2561.6,2566.2,2561.2,2566.9,2568.4,2566.8,2576.7,2577.8,2581.5,2576.5,2570.5,2572.8,2570.6,2568.3,2566.4,2560.9,2571.1,2581.2,2573.4,2572.3,2562.3,2551.1,2545.9,2553.6,2550.7,2553.9,2560.0,2552.3,2563.8,2566.2,2571.5,2563.2,2544.9,2531.6
554,C,False,545.79,533.8,537.26,526.74,537.19,543.46,536.55,538.2,529.37,524.49,525.57,531.56,532.29,529.92,526.11,531.67,546.83,550.55,557.36,548.44,555.44,555.31,545.15,551.93,557.98,550.7,550.31,545.79,554.87,556.08,555.5,562.06,553.31,557.35,560.7,576.5,581.69,578.29,588.13,594.61,591.83,597.65,604.87,613.57,613.92,601.51,595.17,597.08,598.54,603.42,593.94,587.98,600.57,590.74,586.93,581.05,573.14,577.36,574.82,578.07,580.99,570.36,573.19,566.93,560.68,560.96,557.46,566.2,562.55,564.39
555,C,False,349.95,356.45,352.39,359.15,358.98,356.52,355.24,357.18,354.96,353.67,353.83,352.85,348.78,345.13,347.28,347.62,347.9,351.86,355.99,355.81,351.47,353.4,351.31,349.23,348.45,348.36,346.02,345.73,346.7,349.38,345.53,344.44,340.64,341.11,339.63,336.12,340.16,340.83,340.18,344.32,339.52,338.7,337.54,338.07,338.99,346.91,344.43,349.25,353.5,350.18,350.31,351.48,348.16,344.5,348.04,344.9,349.21,350.84,350.13,356.29,358.82,359.58,361.24,362.83,366.14,370.23,368.8,368.96,366.41,364.51
556,C,False,1430.9,1460.7,1463.5,1474.6,1496.4,1494.0,1507.2,1534.6,1541.6,1562.5,1581.5,1578.2,1609.0,1623.3,1648.6,1673.2,1683.6,1715.4,1746.0,1755.1,1765.1,1792.4,1801.9,1807.9,1847.4,1863.9,1890.6,1901.7,1916.3,1921.8,1925.8,1933.7,1932.3,1953.9,1978.7,1988.8,1992.3,2016.3,2043.5,2021.2,2060.8,2054.0,2057.9,2055.3,2052.0,2040.1,2032.9,2015.0,2023.2,2039.4,2039.2,2055.9,2055.8,2089.7,2111.0,2089.4,2104.6,2110.7,2120.1,2117.9,2103.2,2086.7,2094.5,2119.3,2103.5,2087.4,2095.9,2074.9,2076.3,2068.0
557,C,False,299.26,314.27,327.85,348.31,364.17,375.72,397.07,415.26,435.62,444.88,456.07,471.77,484.91,494.3,518.46,514.49,525.32,515.2,520.3,534.4,531.8,540.87,541.05,544.39,545.32,550.27,542.99,540.63,555.05,557.23,559.7,557.53,564.79,581.68,588.68,587.19,591.17,579.78,589.28,585.82,589.93,602.68,581.38,593.56,618.23,621.91,625.2,626.02,635.76,639.95,654.11,671.06,667.3,689.85,691.93,694.9,697.94,693.72,698.38,712.07,719.5,714.41,714.72,710.04,701.27,690.37,678.69,677.51,681.36,694.82
558,C,False,438.8,439.2,437.93,446.68,449.69,445.29,438.85,443.23,444.99,445.69,443.85,443.44,438.18,439.66,441.25,437.89,439.45,437.97,435.72,437.34,437.44,441.57,441.38,441.35,442.37,443.83,445.06,443.04,444.48,445.43,441.91,443.63,444.52,445.9,451.79,454.51,454.81,455.4,457.13,455.87,455.08,458.05,456.6,457.61,459.44,459.19,454.63,449.14,445.13,448.54,451.83,450.73,448.04,442.5,448.04,447.66,451.44,450.61,448.6,448.92,447.67,449.98,446.86,449.16,449.31,444.16,443.99,440.81,444.82,444.3
559,C,False,1385.9,1390.4,1392.0,1387.5,1387.5,1393.1,1397.9,1404.2,1398.9,1396.3,1401.3,1399.5,1402.4,1404.7,1410.3,1413.8,1414.5,1418.1,1422.9,1423.5,1424.1,1422.9,1426.8,1436.4,1435.9,1435.4,1440.1,1445.3,1454.7,1448.1,1442.0,1440.8,1444.4,1446.3,1444.8,1448.6,1450.5,1455.8,1458.4,1461.3,1462.3,1453.6,1454.2,1453.3,1458.5,1460.6,1454.5,1460.9,1449.7,1452.0,1449.9,1454.4,1454.6,1447.0,1449.8,1438.8,1432.3,1430.3,1434.4,1431.1,1428.3,1431.1,1431.7,1434.7,1429.9,1435.7,1430.1,1426.2,1415.1,1407.4
560,C,False,609.52,614.04,613.73,615.9,625.59,626.94,629.64,640.48,644.86,653.12,655.88,662.23,675.54,683.76,687.5,688.87,690.73,693.92,689.3,699.22,705.83,710.77,717.81,720.97,725.13,727.18,726.4,716.36,715.18,717.01,717.65,720.47,717.66,717.2,715.69,713.75,719.85,712.41,714.19,714.76,713.77,724.93,734.81,738.87,736.18,743.35,746.48,754.12,759.08,761.11,767.18,775.21,780.93,777.5,783.3,785.84,778.0,782.16,781.47,783.68,792.65,794.73,788.66,796.07,800.2,800.79,807.3,810.0,817.79,824.51
561,C,False,1229.7,1241.0,1253.9,1266.7,1289.5,1297.5,1292.0,1294.8,1278.5,1260.8,1283.3,1294.3,1295.0,1281.3,1300.4,1301.8,1297.6,1296.8,1301.8,1303.0,1321.9,1318.7,1341.8,1345.8,1346.6,1346.8,1340.6,1335.7,1340.4,1311.1,1316.0,1325.7,1326.0,1311.5,1310.0,1322.7,1319.3,1328.1,1347.6,1369.2,1373.7,1368.4,1380.2,1393.5,1391.1,1400.5,1396.6,1402.1,1411.8,1434.6,1429.8,1428.6,1441.1,1432.8,1432.9,1435.5,1450.5,1454.4,1462.1,1461.8,1447.6,1468.9,1469.1,1459.1,1459.1,1455.9,1442.0,1439.9,1441.6,1437.0
562,C,False,7.1873,23.646,36.239,37.31,60.604,71.259,80.675,86.685,104.01,109.6,112.64,121.17,132.3,135.86,159.15,156.45,166.09,169.26,174.49,188.2,196.04,202.04,198.72,209.63,218.31,216.33,224.98,234.86,235.62,249.86,260.31,276.58,293.42,302.4,307.0,315.45,320.68,346.06,353.81,358.88,363.53,372.86,387.17,400.36,413.65,401.92,410.59,418.93,411.59,410.73,392.21,392.16,392.94,387.94,375.22,382.97,363.34,357.91,362.25,361.11,360.92,346.35,361.82,354.74,347.79,348.21,344.58,345.02,345.08,340.06
563,C,False,35.305,32.814,32.768,34.229,34.418,33.359,33.995,34.906,37.223,38.606,40.937,40.358,42.613,42.953,47.116,49.94,50.149,52.17,53.644,54.114,55.846,56.003,55.138,56.957,55.731,56.489,56.407,55.835,58.081,57.595,60.95,63.454,63.708,64.07,63.842,68.184,71.071,70.001,75.093,77.039,82.174,84.403,86.636,80.771,79.765,79.466,85.17,81.698,81.827,80.033,79.731,82.667,80.363,80.952,82.268,80.644,82.601,81.745,78.535,79.134,79.764,81.442,83.471,82.17,83.577,83.236,82.078,82.701,81.258,79.691
564,C,False,133.88,141.83,154.71,165.46,177.81,181.66,193.9,198.92,201.22,214.18,211.45,212.29,212.65,217.06,221.98,226.27,232.32,236.11,229.68,216.53,213.35,217.41,213.11,211.69,211.27,212.26,208.5,198.62,196.52,196.3,201.74,202.41,199.26,205.13,202.25,207.82,208.44,221.4,224.78,239.93,232.0,243.51,243.83,236.84,246.31,243.16,245.1,238.78,247.55,242.74,256.79,254.63,256.5,255.05,264.59,279.94,284.48,288.38,292.36,295.68,299.36,299.31,296.19,299.7,286.98,292.69,299.99,298.31,293.65,299.39
565,C,False,686.07,681.92,693.17,697.79,700.35,702.67,696.05,703.55,703.55,711.75,710.87,705.19,710.72,709.34,707.06,719.59,737.58,756.83,757.83,742.78,754.38,761.09,760.54,764.09,763.69,770.58,763.72,765.02,778.18,778.87,788.25,800.4,805.77,799.66,796.94,810.47,816.77,823.57,818.53,821.35,819.06,820.56,827.65,825.89,826.35,823.74,830.87,840.22,839.29,845.96,853.78,859.91,858.41,857.52,859.28,859.66,864.29,863.11,858.71,859.58,860.77,859.13,860.66,863.73,863.83,865.01,869.38,875.75,879.2,872.83
566,C,False,440.43,422.33,414.65,415.6,413.29,404.31,407.8,410.59,406.69,402.29,402.33,408.2,388.74,389.62,389.63,376.33,385.3,381.31,369.55,367.31,371.64,378.09,372.89,368.53,367.3,374.83,377.97,371.08,365.31,365.05,365.69,355.38,363.14,356.09,366.44,360.78,363.45,358.89,356.6,360.77,364.18,361.32,360.57,361.01,366.27,373.29,373.33,375.68,377.12,384.54,389.81,384.76,383.13,393.24,388.24,386.12,386.74,377.48,373.79,378.06,386.92,388.26,384.29,384.81,389.84,390.36,380.52,384.75,389.34,394.23
567,C,False,684.31,679.43,681.25,679.96,684.64,678.14,681.86,682.59,690.47,688.57,696.16,704.92,706.05,701.34,702.39,703.56,704.3,707.48,711.41,705.77,707.4,711.31,714.7,713.28,716.19,715.44,717.8,722.62,722.84,726.59,721.44,718.84,721.22,715.97,715.43,714.41,718.48,713.21,706.4,703.34,702.39,698.73,701.91,701.09,700.05,704.21,711.3,707.74,705.95,706.64,706.65,707.82,704.51,697.52,697.22,699.6,696.26,694.25,698.38,702.99,693.96,693.79,694.69,694.88,692.78,686.07,684.61,688.49,693.85,696.97
568,C,False,377.37,373.58,374.14,369.66,366.29,367.55,367.35,371.18,368.83,368.96,365.58,365.8,363.86,361.65,361.56,356.49,357.24,354.32,350.8,350.15,357.42,357.54,355.39,356.98,354.12,353.43,353.83,351.43,350.1,347.04,346.17,347.48,346.7,348.55,343.3,339.86,335.77,338.2,333.24,330.63,330.4,324.71,326.45,323.01,320.49,323.19,317.73,316.89,311.68,310.39,304.71,301.98,301.31,299.62,301.7,298.97,296.83,299.08,293.09,295.26,291.3,283.23,286.23,280.24,281.4,281.23,281.61,278.61,279.5,279.22
569,C,False,2726.2,2733.4,2733.2,2725.1,2733.5,2721.1,2718.7,2710.3,2707.1,2702.8,2694.6,2700.6,2709.5,2707.9,2709.7,2706.5,2697.8,2694.2,2702.2,2706.1,2701.0,2699.4,2709.8,2709.8,2715.3,2709.8,2708.6,2719.2,2723.4,2722.1,2726.8,2731.3,2735.8,2747.5,2743.4,2750.0,2753.8,2765.1,2766.2,2765.6,2769.5,2779.0,2776.4,2782.0,2779.3,2789.1,2786.3,2796.5,2790.5,2804.6,2800.1,2800.5,2801.5,2805.0,2818.7,2824.2,2826.6,2831.0,2838.3,2835.3,2832.6,2841.5,2834.0,2835.4,2840.3,2824.5,2823.5,2824.5,2832.7,2831.8
570,C,False,2380.7,2379.2,2374.3,2367.1,2361.5,2362.9,2358.0,2354.1,2362.9,2354.7,2342.3,2347.0,2345.3,2344.6,2348.8,2347.7,2344.4,2342.1,2332.8,2336.8,2339.1,2348.4,2343.7,2334.7,2329.7,2320.3,2329.0,2330.2,2318.0,2319.0,2317.4,2313.3,2312.5,2313.1,2309.1,2316.6,2329.6,2321.3,2325.7,2327.9,2334.9,2334.4,2341.0,2345.9,2340.2,2343.0,2347.1,2347.2,2365.6,2357.2,2361.8,2353.0,2346.9,2350.9,2337.0,2330.5,2338.6,2347.5,2348.9,2352.2,2351.9,2348.2,2358.4,2351.8,2337.7,2330.6,2340.3,2340.1,2328.3,2322.1
571,C,False,2785.5,2785.7,2791.6,2786.5,2799.4,2793.9,2790.8,2786.4,2791.3,2790.9,2774.2,2769.2,2756.2,2753.0,2753.5,2761.3,2750.9,2744.1,2744.3,2743.3,2741.3,2743.6,2742.6,2735.4,2726.8,2716.5,2723.4,2720.6,2717.9,2709.6,2708.3,2717.9,2718.0,2730.6,2731.4,2723.5,2724.2,2721.1,2729.7,2724.0,2719.8,2710.9,2706.8,2707.9,2709.7,2700.8,2706.3,2707.0,2696.3,2694.1,2677.0,2677.5,2672.8,2669.7,2670.1,2661.3,2656.2,2664.1,2650.1,2645.4,2627.6,2623.2,2620.8,2622.4,2612.5,2614.5,2610.0,2590.6,2581.3,2589.4
572,C,False,166.3,169.59,175.08,178.74,182.73,184.83,183.32,187.74,196.65,197.59,194.01,202.28,207.95,218.49,211.49,212.34,215.2,216.79,219.66,220.11,225.72,225.88,233.33,241.86,238.55,234.96,236.77,232.55,234.53,230.34,231.23,239.67,226.73,229.86,228.16,224.32,236.25,231.82,232.8,232.09,231.58,232.98,228.57,234.4,226.53,231.35,226.16,216.36,223.56,227.76,223.59,217.38,220.67,217.37,208.17,202.05,197.14,197.79,196.95,196.33,198.89,182.27,185.12,179.71,189.44,180.33,187.36,185.61,186.92,179.48
573,C,False,2782.8,2773.4,2785.1,2783.1,2773.9,2766.9,2768.2,2769.4,2778.1,2768.2,2791.9,2785.6,2785.5,2790.4,2783.9,2795.2,2804.3,2792.9,2793.5,2799.7,2797.7,2811.6,2805.5,2802.4,2815.9,2821.8,2828.9,2833.0,2822.5,2822.3,2825.0,2816.4,2803.6,2808.4,2810.0,2807.2,2815.7,2817.2,2799.3,2799.7,2802.5,2810.6,2814.1,2803.0,2799.2,2806.4,2816.6,2811.4,2813.4,2808.4,2797.9,2800.2,2800.6,2810.9,2804.7,2801.5,2801.2,2806.7,2805.5,2807.5,2802.9,2807.1,2826.5,2829.5,2824.2,2836.1,2837.1,2840.0,2835.5,2827.6
574,C,False,656.13,669.42,681.87,677.68,686.41,686.94,685.08,695.7,707.77,709.04,707.32,722.25,730.22,740.32,740.12,755.78,763.14,767.27,780.68,785.78,794.88,799.44,809.78,813.04,815.7,812.29,811.01,809.51,811.72,820.48,826.89,825.07,822.2,824.43,826.66,823.25,830.31,830.64,834.32,831.92,838.67,844.59,848.4,858.47,853.32,861.84,869.39,874.03,884.01,886.74,887.75,891.34,893.28,901.99,908.08,909.61,911.96,911.96,908.05,910.92,919.63,916.2,915.88,914.46,914.49,914.06,914.01,914.36,924.32,937.47
575,C,False,143.11,151.62,146.34,160.96,163.43,164.82,168.78,161.27,164.91,175.57,177.66,162.6,164.32,169.31,183.23,175.52,177.38,176.24,177.58,178.91,183.42,180.59,178.14,181.4,177.36,173.27,175.51,166.28,173.35,172.54,169.31,169.87,168.0,166.03,161.88,163.87,160.15,164.1,168.5,161.41,167.13,164.14,162.38,162.5,170.65,168.07,161.02,161.87,164.34,169.13,172.06,161.9,166.52,165.49,164.7,170.08,166.43,170.89,166.05,167.49,167.75,165.63,169.06,164.01,163.48,171.91,166.11,165.89,167.58,168.23
576,C,False,898.92,891.37,889.39,888.24,883.64,880.22,883.72,885.54,878.62,876.92,876.38,875.66,884.16,878.36,879.48,879.96,875.54,871.22,870.94,878.41,867.94,869.43,865.57,858.46,859.2,861.46,864.77,862.39,858.89,855.4,854.61,855.01,850.87,853.14,848.5,847.68,850.01,849.32,853.89,852.49,849.64,840.93,845.9,843.69,845.17,850.0,852.25,860.13,855.7,860.34,859.99,867.25,874.94,873.11,881.83,878.09,883.21,878.29,879.82,884.48,886.68,881.31,878.87,878.7,879.96,884.96,890.92,893.23,896.53,893.68
577,C,False,556.07,553.65,552.59,550.77,542.08,548.3,540.76,529.87,529.61,530.75,528.84,528.52,528.03,515.32,512.34,518.02,530.93,521.81,511.66,523.41,520.15,507.87,515.21,510.8,498.97,502.12,499.1,497.87,498.56,492.23,485.23,487.6,481.77,479.1,475.18,476.02,479.27,469.54,469.96,468.11,462.16,455.87,456.69,458.2,459.01,445.33,435.75,445.08,448.27,437.6,432.15,433.23,427.34,425.92,423.65,424.89,426.49,422.28,414.37,420.77,421.96,427.19,424.71,419.56,423.29,420.9,425.27,414.05,423.44,419.59
578,C,False,159.03,145.98,149.84,158.15,159.26,159.97,154.91,156.92,159.57,159.65,150.12,158.4,160.52,162.66,160.09,170.97,178.31,177.03,176.48,169.62,186.89,194.96,211.0,207.43,206.3,208.43,216.35,215.8,217.66,222.66,220.0,224.11,224.3,225.05,246.52,239.55,249.93,257.33,263.99,274.51,281.5,288.33,288.25,295.04,300.35,312.02,317.58,313.34,314.69,311.84,320.12,327.2,337.15,333.76,334.8,350.68,337.74,341.25,339.65,344.36,339.41,339.5,324.75,325.3,335.69,318.7,318.91,328.52,319.74,316.67
579,C,False,185.8,186.25,183.22,184.99,193.58,187.82,188.49,187.3,186.04,181.76,186.45,187.18,186.67,183.24,191.36,190.46,187.25,188.3,182.28,180.92,177.44,179.82,179.26,174.34,177.65,175.37,176.14,174.38,177.95,181.57,180.76,172.5,170.05,168.05,163.78,157.83,159.02,155.2,153.76,154.43,152.35,155.91,159.42,159.77,150.57,158.48,160.46,162.3,169.88,166.0,164.43,161.76,169.02,182.94,182.73,177.21,174.64,178.97,189.79,191.25,195.5,193.9,193.57,189.4,183.38,197.06,199.99,199.24,201.04,200.14
580,C,False,128.02,132.52,143.49,154.31,158.74,170.57,167.8,181.99,184.72,179.84,187.77,180.65,186.31,185.48,182.36,190.15,194.19,189.37,192.24,190.34,189.88,186.11,188.65,188.02,185.03,186.64,185.15,186.7,183.98,180.8,182.16,181.08,182.88,182.08,187.18,181.86,181.2,181.65,179.54,181.69,179.45,179.44,176.78,183.08,180.43,184.26,181.96,183.44,179.08,179.88,182.65,176.73,177.79,177.3,173.87,174.44,176.93,177.85,175.53,171.04,175.31,175.51,175.67,173.73,177.49,172.01,175.19,178.35,177.74,179.58
581,C,False,1052.3,1054.5,1053.4,1061.0,1058.8,1060.9,1059.8,1055.3,1059.1,1064.7,1065.4,1075.8,1072.5,1073.6,1085.5,1066.3,1064.0,1066.0,1074.4,1075.5,1075.2,1078.4,1070.8,1063.3,1062.8,1067.8,1062.7,1054.6,1047.5,1052.7,1047.3,1046.3,1047.2,1051.2,1053.2,1050.1,1054.2,1044.2,1043.6,1041.8,1040.2,1028.4,1031.2,1032.9,1026.3,1021.3,1014.4,1011.4,1011.6,1018.9,1020.1,1010.4,1014.8,1008.7,1002.8,998.26,995.02,991.06,993.88,999.27,994.41,984.75,979.77,982.12,979.37,978.01,985.3,978.36,980.36,979.6
582,C,False,520.96,528.53,540.19,540.27,549.67,549.5,563.79,570.63,580.65,587.16,581.19,575.8,583.94,589.31,590.19,583.94,588.42,590.72,596.22,589.79,592.6,586.97,591.28,591.65,599.54,602.96,603.13,611.69,605.82,610.91,616.38,628.66,620.44,605.49,613.33,616.88,617.57,627.86,630.98,630.46,644.32,638.97,637.99,632.84,641.3,649.19,663.08,663.66,653.55,666.33,672.85,678.4,674.57,676.19,688.27,667.2,683.6,693.4,702.49,691.67,700.0,699.16,708.96,723.55,733.74,721.29,724.96,720.76,711.64,708.07
583,C,True,931.5,927.51,932.21,929.37,930.78,940.48,942.39,943.62,944.12,946.7,944.94,952.15,959.19,961.18,958.45,958.36,960.37,969.5,977.05,970.82,972.96,973.69,978.48,981.43,979.25,981.73,976.92,970.49,983.22,974.81,981.12,978.06,983.63,971.72,972.72,975.38,984.65,983.23,980.83,989.13,979.87,973.23,973.03,966.11,965.35,964.13,961.86,970.63,966.76,960.79,963.65,962.55,968.4,956.87,954.07,959.03,954.16,949.37,947.6,950.88,941.14,929.0,921.25,918.99,915.55,915.85,915.68,909.07,905.26,909.26
584,C,False,841.14,850.15,856.45,851.13,851.09,847.75,848.41,846.2,841.85,841.61,838.2,851.55,851.88,848.36,851.95,862.69,863.12,859.14,861.57,857.59,862.44,864.32,866.35,857.45,852.8,850.16,854.94,853.7,851.37,847.25,844.28,849.24,858.29,851.1,845.89,846.84,855.68,846.37,848.5,847.63,848.0,841.38,855.75,855.19,852.56,848.37,850.68,849.71,851.19,862.73,861.74,860.3,854.46,853.4,851.87,856.9,852.57,859.17,860.73,866.31,864.25,862.22,867.83,868.54,865.68,870.14,872.71,874.28,878.78,874.9
585,C,False,515.08,508.79,515.6,516.71,509.07,516.87,525.31,519.24,532.59,526.59,525.74,531.22,531.76,537.13,545.5,531.13,528.17,539.15,533.99,525.71,527.65,526.88,526.67,525.54,520.39,517.63,520.73,525.4,525.69,522.63,526.09,525.18,534.2,537.54,531.9,530.39,523.67,518.44,527.73,528.51,540.14,539.95,544.8,537.4,545.65,544.72,547.29,553.11,558.38,573.33,574.11,572.03,574.36,564.34,546.37,547.36,549.62,555.04,555.5,565.3,572.63,570.55,582.23,595.6,605.41,610.39,610.85,619.27,629.88,625.76
586,C,False,1447.2,1457.0,1458.9,1457.3,1452.7,1462.5,1455.0,1448.5,1452.7,1454.6,1449.9,1451.8,1448.5,1453.7,1458.8,1465.6,1478.1,1472.1,1473.3,1477.4,1478.9,1493.2,1496.5,1502.7,1494.9,1488.0,1494.1,1498.5,1505.0,1504.1,1502.7,1515.4,1510.4,1516.3,1509.2,1519.0,1510.7,1520.1,1525.7,1516.5,1524.3,1524.3,1530.0,1527.5,1522.2,1515.3,1516.2,1515.8,1509.1,1508.8,1515.6,1515.2,1505.6,1507.8,1517.3,1517.7,1531.7,1534.4,1531.1,1536.6,1538.3,1535.0,1549.0,1553.1,1549.6,1551.6,1552.8,1569.1,1566.9,1563.8
587,C,False,1819.9,1818.3,1815.1,1820.9,1819.2,1819.9,1818.4,1820.9,1821.1,1817.8,1817.4,1818.0,1825.6,1835.5,1843.9,1838.7,1837.9,1841.2,1842.6,1854.6,1854.8,1859.0,1858.8,1859.2,1866.2,1855.0,1852.8,1856.2,1868.9,1873.3,1872.0,1882.9,1889.4,1893.3,1897.6,1897.2,1896.7,1896.7,1905.2,1907.3,1907.6,1920.6,1919.0,1910.9,1909.0,1914.2,1915.6,1914.3,1917.1,1923.1,1908.8,1901.5,1903.1,1912.8,1917.3,1914.2,1927.6,1935.2,1936.5,1931.0,1948.5,1944.7,1940.3,1946.6,1959.4,1953.4,1961.5,1957.7,1960.9,1965.2
